Local time in Linyi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 02:00,3.4,758.1,769.5,0.0,87,Wind blowing from the north-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,8.3,,,2500 or more  or no clouds.,,,2.1,1.4,No precipitation,12,,,,
22.01.2020 23:00,3.2,758.1,769.6,,91,Wind blowing from the north,0,,3,,Mist. ,,,2.4,8.3,,,,,,2.0,1.9,No precipitation,6,,,,
22.01.2020 20:00,4.7,757.0,768.4,1.0,83,Wind blowing from the south-west,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,8.3,,,2500 or more  or no clouds.,,,2.3,2.1,No precipitation,12,,,,
22.01.2020 17:00,7.8,756.0,767.4,,68,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,8.3,,,1000-1500,,,6.0,2.1,No precipitation,6,,,,
22.01.2020 14:00,8.0,755.9,767.3,,68,Wind blowing from the north-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,8.1,,,1000-1500,,,5.0,2.3,No precipitation,12,,,,
22.01.2020 11:00,6.3,757.4,768.8,,79,Wind blowing from the north-northeast,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,7.5,,,2500 or more  or no clouds.,,,3.6,2.9,No precipitation,6,,,,
22.01.2020 08:00,4.1,756.2,767.7,-0.1,85,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,7.5,,,1000-1500,,,3.2,1.8,No precipitation,12,,,,
22.01.2020 05:00,2.7,756.3,767.8,,87,Wind blowing from the south-southwest,1,,4,,Mist. ,,,-1.3,7.5,,,,,,2.8,0.8,No precipitation,6,,,,
22.01.2020 02:00,4.0,756.8,768.2,-0.9,81,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,2500 or more  or no clouds.,,,3.9,1.0,No precipitation,12,,,,
21.01.2020 23:00,4.6,757.7,769.2,,77,Wind blowing from the east-southeast,1,,,,Mist. ,,,,7.5,,,,,,4.7,0.9,No precipitation,6,,,,
21.01.2020 20:00,5.0,757.5,769.0,0.3,70,Wind blowing from the north,0,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,2500 or more  or no clouds.,,,5.0,0.0,No precipitation,12,,,,
21.01.2020 17:00,6.7,757.2,768.7,,61,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.8,,,2500 or more  or no clouds.,,,6.0,-0.3,No precipitation,6,,,,
21.01.2020 14:00,7.3,757.9,769.4,-2.2,56,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.4,,,2500 or more  or no clouds.,,,5.0,-1.1,No precipitation,12,,,,
21.01.2020 11:00,5.4,760.1,771.7,,63,Wind blowing from the south-east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.4,,,2500 or more  or no clouds.,,,4.1,-1.1,No precipitation,6,,,,
21.01.2020 08:00,-0.3,759.8,771.4,0.0,74,Wind blowing from the south-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,9.4,,,,,,3.6,-4.4,No precipitation,12,,,,
21.01.2020 05:00,-1.3,759.8,771.4,,79,Wind blowing from the south-east,0,,4,,Mist. ,,,-3.3,9.4,,,,,,2.9,-4.6,No precipitation,6,,,,
21.01.2020 02:00,-0.3,760.6,772.1,-0.2,74,Wind blowing from the east-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.4,,,2500 or more  or no clouds.,,,2.9,-4.4,No precipitation,12,,,,
20.01.2020 23:00,1.1,760.8,772.3,,65,Wind blowing from the east-southeast,1,,4,,Haze. ,,,-3.3,9.4,,,,,,3.5,-4.9,No precipitation,6,,,,
20.01.2020 20:00,4.0,759.9,771.6,1.4,50,Wind blowing from the east-southeast,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.4,,,2500 or more  or no clouds.,,,4.3,-5.7,No precipitation,12,,,,
20.01.2020 17:00,7.8,758.5,770.0,,33,Wind blowing from the east-southeast,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.4,,,2500 or more  or no clouds.,,,7.0,-7.5,No precipitation,6,,,,
20.01.2020 14:00,8.7,758.2,769.7,-1.5,31,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.6,,,2500 or more  or no clouds.,,,7.0,-7.5,No precipitation,12,,,,
20.01.2020 11:00,6.2,759.7,771.2,,34,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.6,,,2500 or more  or no clouds.,,,7.0,-8.5,No precipitation,6,,,,
20.01.2020 08:00,-2.6,758.4,770.0,1.4,78,Wind blowing from the north,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.6,,,,,,2.4,-5.9,No precipitation,12,,,,
20.01.2020 05:00,-2.6,757.0,768.6,,77,Wind blowing from the south-southwest,1,,5,,Mist. ,,,-2.7,9.6,,,,,,5.0,-6.1,No precipitation,6,,,,
20.01.2020 02:00,-0.3,757.2,768.7,0.2,60,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,9.6,,,2500 or more  or no clouds.,,,5.0,-7.3,No precipitation,12,,,,
19.01.2020 23:00,1.7,757.0,768.4,,47,Wind blowing from the west,2,,5,,Haze. ,,,-0.4,9.6,,,,,,6.0,-8.4,No precipitation,6,,,,
19.01.2020 20:00,3.1,756.3,767.8,1.1,47,Wind blowing from the north-northwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.6,,,,,,5.0,-7.1,No precipitation,12,,,,
19.01.2020 17:00,7.1,755.2,766.7,,31,Wind blowing from the north-northwest,2,,,no clouds, ,,,,,,,,,,8.0,-8.9,,,,,,
19.01.2020 14:00,8.7,755.2,766.6,-2.2,41,Wind blowing from the north-west,2,,4,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.8,,,2500 or more  or no clouds.,,,4.0,-4.1,No precipitation,12,,,,
19.01.2020 11:00,5.2,757.4,768.9,,68,Wind blowing from the west-northwest,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,5.2,,,,,,1.8,-0.2,No precipitation,6,,,,
19.01.2020 08:00,0.1,756.7,768.3,0.9,90,Wind blowing from the north,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,4.9,,,,,,1.3,-1.3,No precipitation,12,,,,
19.01.2020 05:00,0.4,755.8,767.4,,88,Wind blowing from the west,1,,5,,Mist. ,,,-4.3,4.9,,,,,,1.4,-1.4,No precipitation,6,,,,
19.01.2020 02:00,1.6,756.4,767.9,-0.3,82,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.9,,,2500 or more  or no clouds.,,,1.9,-1.1,No precipitation,12,,,,
18.01.2020 23:00,2.4,756.7,768.3,,74,Wind blowing from the west,1,,5,,Mist. ,,,,4.9,,,,,,1.9,-1.9,No precipitation,6,,,,
18.01.2020 20:00,2.7,756.4,768.1,0.0,70,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.9,,,2500 or more  or no clouds.,,,2.0,-2.2,No precipitation,12,,,,
18.01.2020 17:00,3.7,756.4,768.0,,63,Wind blowing from the north-west,0,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.9,,,2500 or more  or no clouds.,,,2.4,-2.7,No precipitation,6,,,,
18.01.2020 14:00,4.2,757.3,768.9,-2.3,63,Wind blowing from the north-west,2,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.4,,,2500 or more  or no clouds.,,,2.0,-2.2,No precipitation,12,,,,
18.01.2020 11:00,1.2,759.6,771.3,,74,Wind blowing from the north-west,1,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,1.3,,,2500 or more  or no clouds.,,,1.9,-2.9,No precipitation,6,,,,
18.01.2020 08:00,-3.8,759.6,771.4,1.0,93,Wind blowing from the west-northwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,1.3,,,2500 or more  or no clouds.,,,1.1,-4.8,No precipitation,12,,,,
18.01.2020 05:00,-3.6,758.6,770.3,,90,Wind blowing from the south-west,1,,5,,Mist. ,,,-3.6,1.3,,,,,,1.6,-5.0,No precipitation,6,,,,
18.01.2020 02:00,-2.2,759.6,771.3,-0.3,85,Wind blowing from the north-west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,1.3,,,2500 or more  or no clouds.,,,2.1,-4.4,No precipitation,12,,,,
17.01.2020 23:00,-1.4,759.9,771.6,,81,Wind blowing from the west-northwest,1,,5,,Mist. ,,,-1.4,1.3,,,,,,2.6,-4.2,No precipitation,6,,,,
17.01.2020 20:00,-0.7,759.6,771.3,0.5,79,Wind blowing from the west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,1.8,,,2500 or more  or no clouds.,,,2.6,-3.9,No precipitation,12,,,,
17.01.2020 17:00,1.1,759.1,770.8,,70,Wind blowing from the west-northwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,2.7,,,1000-1500,,,3.7,-3.8,No precipitation,6,,,,
17.01.2020 14:00,1.0,758.8,770.5,,71,Wind blowing from the west-northwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,3.2,,,2500 or more  or no clouds.,,,2.2,-3.7,No precipitation,12,,,,
17.01.2020 11:00,0.8,761.2,772.9,,73,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,,,,2500 or more  or no clouds.,,,2.0,-3.5,No precipitation,6,,,,
17.01.2020 08:00,-0.1,760.8,772.5,0.7,87,Wind blowing from the north-northwest,1,,5,100%.,Mist. ,Snow and/or other types of solid precipitation,Rain.,-0.6,3.2,,,2500 or more  or no clouds.,,,1.7,-2.0,0.3,12,,,,
17.01.2020 05:00,-0.5,760.1,771.7,,89,Wind blowing from the west,1,,5,,Mist. ,,,-0.6,3.2,,,,,,1.4,-2.1,0.2,6,,,,
17.01.2020 02:00,-0.5,761.2,772.9,-0.5,91,Wind blowing from the west-northwest,2,,5,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,3.2,,,2500 or more  or no clouds.,,,1.1,-1.8,0.3,12,,,,
16.01.2020 23:00,0.1,761.7,773.4,,88,Wind blowing from the north-west,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,0.1,3.2,,,,,,1.4,-1.6,0.1,6,,,,
16.01.2020 20:00,1.8,761.3,773.0,0.8,49,Wind blowing from the east-southeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.2,,,2500 or more  or no clouds.,,,7.0,-8.0,No precipitation,12,,,,
16.01.2020 17:00,2.7,760.5,772.1,,46,Wind blowing from the south-east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.2,,,2500 or more  or no clouds.,,,5.0,-8.0,No precipitation,6,,,,
16.01.2020 14:00,2.9,760.8,772.4,-1.6,47,Wind blowing from the south-east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.5,,,2500 or more  or no clouds.,,,6.0,-7.3,No precipitation,12,,,,
16.01.2020 11:00,2.1,762.4,774.1,,59,Wind blowing from the east-northeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.5,,,2500 or more  or no clouds.,,,4.5,-5.1,No precipitation,6,,,,
16.01.2020 08:00,0.3,761.8,773.5,1.0,70,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.3,-4.5,No precipitation,12,,,,
16.01.2020 05:00,0.5,760.8,772.4,,69,Wind blowing from the south,1,,3,,Mist. ,,,,3.5,,,,,,4.1,-4.5,No precipitation,6,,,,
16.01.2020 02:00,1.0,761.2,772.9,-0.6,72,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.5,,,2500 or more  or no clouds.,,,4.5,-3.5,No precipitation,12,,,,
15.01.2020 23:00,1.0,761.8,773.5,,71,Wind blowing from the south-southwest,1,,5,,Mist. ,,,,3.5,,,,,,4.5,-3.7,No precipitation,6,,,,
15.01.2020 20:00,1.5,761.2,772.9,0.8,67,Wind blowing from the east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.5,,,2500 or more  or no clouds.,,,4.1,-4.0,No precipitation,12,,,,
15.01.2020 17:00,2.6,760.4,772.2,,59,Wind blowing from the east-southeast,1,,5,100%., ,,,-5.7,3.5,,,2500 or more  or no clouds.,,,7.0,-4.8,No precipitation,6,,,,
15.01.2020 14:00,3.3,760.2,771.9,,53,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.3,,,2500 or more  or no clouds.,,,8.0,-5.4,No precipitation,12,,,,
15.01.2020 11:00,1.6,762.0,773.8,,50,Wind blowing from the east,1,,4,70 – 80%., ,,,-5.7,2.7,,,2500 or more  or no clouds.,,,7.0,-7.7,No precipitation,6,,,,
15.01.2020 08:00,-4.3,761.8,773.7,0.1,86,Wind blowing from the south-southeast,1,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,2.7,,,2500 or more  or no clouds.,,,2.6,-6.3,No precipitation,12,,,,
15.01.2020 05:00,-5.4,761.7,773.5,,87,Wind blowing from the south,1,,4,,Mist. ,,,-5.5,2.7,,,,,,4.0,-7.2,No precipitation,6,,,,
15.01.2020 02:00,-4.3,762.3,774.1,,87,Wind blowing from the south,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.7,,,2500 or more  or no clouds.,,,4.1,-6.1,No precipitation,12,,,,
14.01.2020 23:00,-2.7,761.8,773.6,,74,Wind blowing from the south-southeast,1,,6,,Mist. ,,,-2.7,2.7,,,,,,4.5,-6.7,No precipitation,6,,,,
14.01.2020 20:00,-1.3,762.0,773.8,1.7,60,Wind blowing from the east-southeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,2.7,,,,,,4.1,-8.1,No precipitation,12,,,,
14.01.2020 17:00,1.4,760.3,772.0,,48,Wind blowing from the south-east,2,,6,no clouds, ,,,-2.7,2.7,,,,,,7.0,-8.4,No precipitation,6,,,,
14.01.2020 14:00,2.2,760.6,772.3,-1.5,37,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,2.3,,,,,,8.0,-11.0,No precipitation,12,,,,
14.01.2020 11:00,0.2,762.1,773.8,,54,Wind blowing from the north-west,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,1.6,,,,,,3.6,-8.2,No precipitation,6,,,,
14.01.2020 08:00,-2.6,761.1,772.9,1.3,77,Wind blowing from the west,1,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,1.6,,,2500 or more  or no clouds.,,,2.3,-6.1,No precipitation,12,,,,
14.01.2020 05:00,-1.6,759.8,771.5,,81,Wind blowing from the west-northwest,3,,7,,Mist. ,,,-3.0,1.6,,,,,,1.9,-4.4,No precipitation,6,,,,
14.01.2020 02:00,-0.4,759.7,771.4,0.5,87,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.6,,,2500 or more  or no clouds.,,,1.2,-2.3,0.9,12,,,,
13.01.2020 23:00,0.0,759.2,770.9,,85,Wind blowing from the west-northwest,2,,4,,Mist. ,,,,1.6,,,,,,1.4,-2.2,No precipitation,6,,,,
13.01.2020 20:00,0.1,758.3,770.0,1.4,90,Wind blowing from the north-west,2,,4,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,-3.1,1.6,,,2500 or more  or no clouds.,,,1.2,-1.3,1.0,12,,,,
13.01.2020 17:00,0.0,756.9,768.6,,93,Wind blowing from the west-northwest,1,,3,100%.,Rain or drizzle and snow  slight. ,Rain.,Fog or ice fog or thick haze.,-3.1,3.1,,,2500 or more  or no clouds.,,,0.8,-1.0,1.0,6,,,,
13.01.2020 14:00,0.8,756.5,768.2,-1.7,82,Wind blowing from the north-northeast,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,4.3,,,2500 or more  or no clouds.,,,1.4,-1.9,0.1,12,,,,
13.01.2020 11:00,0.5,758.2,769.9,,74,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,4.3,,,2500 or more  or no clouds.,,,2.8,-3.6,No precipitation,6,,,,
13.01.2020 08:00,-1.9,757.4,769.1,0.7,84,Wind blowing from the east-southeast,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,4.3,,,2500 or more  or no clouds.,,,2.2,-4.2,No precipitation,12,,,,
13.01.2020 05:00,-3.0,756.7,768.3,,88,Wind blowing from the south-east,0,,2,,Mist. ,,,-3.1,4.3,,,,,,2.6,-4.7,No precipitation,6,,,,
13.01.2020 02:00,-2.1,757.3,768.9,0.0,88,Wind blowing from the south-southwest,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.3,,,2500 or more  or no clouds.,,,2.4,-3.8,No precipitation,12,,,,
12.01.2020 23:00,-0.5,757.3,769.0,,85,Wind blowing from the south,1,,3,,Mist. ,,,-3.0,4.3,,,,,,2.1,-2.7,No precipitation,6,,,,
12.01.2020 20:00,1.2,757.0,768.7,0.6,76,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.3,,,2500 or more  or no clouds.,,,2.4,-2.6,No precipitation,12,,,,
12.01.2020 17:00,3.1,756.4,768.1,,55,Wind blowing from the north-northwest,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.3,,,2500 or more  or no clouds.,,,5.0,-5.1,No precipitation,6,,,,
12.01.2020 14:00,4.0,756.2,767.8,-2.3,56,Wind blowing from the west-southwest,1,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.3,,,2500 or more  or no clouds.,,,4.7,-4.2,No precipitation,12,,,,
12.01.2020 11:00,0.9,758.5,770.1,,73,Wind blowing from the east-southeast,2,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.9,,,2500 or more  or no clouds.,,,2.9,-3.4,No precipitation,6,,,,
12.01.2020 08:00,-2.8,758.0,769.7,1.0,91,Wind blowing from the south-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.9,,,,,,1.5,-4.1,No precipitation,12,,,,
12.01.2020 05:00,-2.5,757.0,768.7,,91,Wind blowing from the south-southeast,0,,5,,Mist. ,,,-2.5,4.9,,,,,,2.1,-3.8,No precipitation,6,,,,
12.01.2020 02:00,-1.3,757.4,769.0,-0.1,87,Wind blowing from the south-east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.9,,,2500 or more  or no clouds.,,,2.2,-3.2,No precipitation,12,,,,
11.01.2020 23:00,0.4,757.5,769.0,,84,Wind blowing from the south-east,1,,6,,Mist. ,,,-0.2,4.9,,,,,,3.7,-2.1,No precipitation,6,,,,
11.01.2020 20:00,2.2,757.5,769.1,0.9,67,Wind blowing from the west,2,,6,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,-0.2,4.9,,,2500 or more  or no clouds.,,,7.0,-3.3,Trace of precipitation,12,,,,
11.01.2020 17:00,3.3,756.6,768.1,,75,Wind blowing from the west,1,,6,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,-0.2,4.9,,,2500 or more  or no clouds.,,,2.6,-0.7,No precipitation,6,,,,
11.01.2020 14:00,4.3,756.7,768.3,-1.2,56,Wind blowing from the west,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.1,,,2500 or more  or no clouds.,,,4.5,-3.7,No precipitation,12,,,,
11.01.2020 11:00,3.9,757.9,769.5,,67,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.1,,,2500 or more  or no clouds.,,,2.0,-1.7,No precipitation,6,,,,
11.01.2020 08:00,0.9,757.9,769.5,0.7,82,Wind blowing from the north-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,2500 or more  or no clouds.,,,1.9,-1.8,No precipitation,12,,,,
11.01.2020 05:00,0.0,757.2,768.7,,86,Calm  no wind,0,,,,Mist. ,,,-1.3,6.1,,,,,,1.9,-2.1,No precipitation,6,,,,
11.01.2020 02:00,0.5,757.9,769.5,0.2,78,Wind blowing from the north-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.1,,,2500 or more  or no clouds.,,,3.0,-2.9,No precipitation,12,,,,
10.01.2020 23:00,0.3,757.7,769.3,,85,Wind blowing from the west,0,,3,,Mist. ,,,-1.3,6.1,,,,,,2.6,-1.9,No precipitation,6,,,,
10.01.2020 20:00,1.5,757.8,769.4,1.0,72,Wind blowing from the west,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.1,,,2500 or more  or no clouds.,,,3.8,-3.0,No precipitation,12,,,,
10.01.2020 17:00,4.6,756.8,768.4,,51,Calm  no wind,0,,,90  or more  but not 100%, ,,,-1.3,6.1,,,2500 or more  or no clouds.,,,8.0,-4.9,No precipitation,6,,,,
10.01.2020 14:00,6.0,756.9,768.4,-2.3,43,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.0,,,2500 or more  or no clouds.,,,11.0,-5.9,No precipitation,12,,,,
10.01.2020 11:00,3.5,759.2,770.8,,65,Wind blowing from the south-west,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.4,,,2500 or more  or no clouds.,,,6.0,-2.5,No precipitation,6,,,,
