Local time in Kunming,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 23:00,10.4,608.4,760.0,,48,Wind blowing from the west-southwest,2,,14,, ,,,1.8,18.6,,,,,,30.0,-0.1,No precipitation,6,,,,
23.01.2020 20:00,14.1,607.0,760.9,1.1,31,Wind blowing from the south-west,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,18.6,,,,,,30.0,-2.8,No precipitation,12,,,,
23.01.2020 17:00,17.6,605.9,757.0,,21,Wind blowing from the south-west,6,,14,10%  or less  but not 0, ,,,1.8,18.7,,,600-1000,,,30.0,-5.0,No precipitation,6,,,,
23.01.2020 14:00,17.7,607.1,757.8,-2.6,21,Wind blowing from the south-west,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,19.4,,,,,,30.0,-4.9,No precipitation,12,,,,
23.01.2020 11:00,14.0,609.7,761.2,,31,Wind blowing from the south-west,5,,8,no clouds, ,,,1.8,19.4,,,,,,30.0,-2.9,No precipitation,6,,,,
23.01.2020 08:00,1.9,608.8,762.8,0.6,84,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,19.4,,,,,,30.0,-0.5,No precipitation,12,,,,
23.01.2020 05:00,6.7,608.2,759.6,,55,Wind blowing from the south-west,2,,13,, ,,,3.1,19.4,,,,,,30.0,-1.7,No precipitation,6,,,,
23.01.2020 02:00,9.1,608.9,760.2,0.2,50,Wind blowing from the south-west,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,19.4,,,2500 or more  or no clouds.,,,30.0,-0.8,No precipitation,12,,,,
22.01.2020 23:00,12.4,608.7,759.7,,37,Wind blowing from the south-west,3,,14,, ,,,3.1,19.4,,,,,,30.0,-1.9,No precipitation,6,,,,
22.01.2020 20:00,15.0,607.9,760.3,0.9,29,Wind blowing from the south-west,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,19.4,,,,,,30.0,-2.9,No precipitation,12,,,,
22.01.2020 17:00,18.6,607.0,757.9,,23,Wind blowing from the west-southwest,6,,14,no clouds, ,,,3.1,19.4,,,,,,30.0,-2.9,No precipitation,6,,,,
22.01.2020 14:00,17.0,608.6,759.9,-2.3,30,Wind blowing from the west,6,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.5,,,2500 or more  or no clouds.,,,30.0,-0.7,No precipitation,12,,,,
22.01.2020 11:00,14.5,610.9,763.2,,34,Wind blowing from the south-west,5,,9,no clouds, ,,,3.1,18.5,,,,,,30.0,-1.2,No precipitation,6,,,,
22.01.2020 08:00,6.1,610.0,763.3,0.5,69,Wind blowing from the west-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.5,,,,,,30.0,0.8,No precipitation,12,,,,
22.01.2020 05:00,7.6,609.5,761.5,,60,Wind blowing from the west-southwest,2,,11,, ,,,6.1,18.5,,,,,,30.0,0.3,No precipitation,6,,,,
22.01.2020 02:00,8.9,610.3,761.8,0.2,58,Wind blowing from the west-southwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,18.5,,,2500 or more  or no clouds.,,,30.0,0.9,No precipitation,12,,,,
21.01.2020 23:00,10.2,610.1,762.2,,57,Wind blowing from the west-southwest,2,,14,, ,,,4.8,18.5,,,,,,29.0,2.1,No precipitation,6,,,,
21.01.2020 20:00,14.1,609.0,761.8,1.3,41,Wind blowing from the south-west,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,18.5,,,,,,30.0,1.1,No precipitation,12,,,,
21.01.2020 17:00,16.5,607.7,759.1,,35,Wind blowing from the south-west,5,,14,70 – 80%., ,,,4.8,18.5,,,600-1000,,,30.0,1.0,No precipitation,6,,,,
21.01.2020 14:00,17.8,608.4,759.4,-2.5,29,Wind blowing from the south-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,18.4,,,,,,30.0,-0.5,No precipitation,12,,,,
21.01.2020 11:00,14.3,610.9,763.2,,40,Wind blowing from the south-west,5,,8,no clouds, ,,,4.8,18.4,,,,,,28.0,0.9,No precipitation,6,,,,
21.01.2020 08:00,6.7,609.9,763.0,0.7,61,Wind blowing from the west-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,18.4,,,,,,30.0,-0.3,No precipitation,12,,,,
21.01.2020 05:00,8.4,609.2,760.6,,54,Wind blowing from the south-west,2,,12,, ,,,1.4,18.4,,,,,,30.0,-0.4,No precipitation,6,,,,
21.01.2020 02:00,9.1,609.7,760.9,0.0,55,Wind blowing from the west-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,18.4,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
20.01.2020 23:00,10.2,609.7,761.9,,52,Wind blowing from the west-southwest,2,,13,, ,,,1.4,18.4,,,,,,30.0,0.8,No precipitation,6,,,,
20.01.2020 20:00,14.2,608.5,762.7,,34,Wind blowing from the west-southwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,18.4,,,,,,30.0,-1.4,No precipitation,12,,,,
20.01.2020 17:00,17.9,607.3,759.9,,25,Wind blowing from the west-southwest,5,,13,50%., ,,,1.4,18.5,,,2500 or more  or no clouds.,,,30.0,-2.4,No precipitation,6,,,,
20.01.2020 14:00,18.0,608.2,760.8,-2.3,24,Wind blowing from the south-west,6,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,19.6,,,600-1000,,,30.0,-2.9,No precipitation,12,,,,
20.01.2020 11:00,13.7,610.5,763.7,,44,Wind blowing from the west-southwest,3,,5,20–30%., ,,,1.4,19.6,,,2500 or more  or no clouds.,,,30.0,1.7,No precipitation,6,,,,
20.01.2020 08:00,1.8,609.5,763.9,1.0,87,Wind blowing from the west-southwest,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.6,,,600-1000,,,18.0,-0.1,No precipitation,12,,,,
20.01.2020 05:00,2.2,608.5,761.2,,93,Wind blowing from the east-northeast,1,,12,, ,,,1.0,19.6,,,,,,19.0,1.2,No precipitation,6,,,,
20.01.2020 02:00,3.2,609.1,761.7,-0.1,83,Wind blowing from the west-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.6,,,2500 or more  or no clouds.,,,28.0,0.6,No precipitation,12,,,,
19.01.2020 23:00,7.2,609.2,762.4,,63,Wind blowing from the west-southwest,1,,,, ,,,1.0,19.6,,,,,,29.0,0.6,No precipitation,6,,,,
19.01.2020 20:00,14.2,608.5,762.7,1.4,30,Wind blowing from the south-southwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.6,,,,,,30.0,-3.1,No precipitation,12,,,,
19.01.2020 17:00,18.5,607.1,759.7,,17,Wind blowing from the south-west,6,,,, ,,,1.0,19.6,,,,,,30.0,-7.0,No precipitation,6,,,,
19.01.2020 14:00,18.6,608.3,760.4,-2.6,18,Wind blowing from the south-west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.9,,,,,,30.0,-6.2,No precipitation,12,,,,
19.01.2020 11:00,12.7,610.9,764.3,,51,Wind blowing from the south-southwest,2,,3,no clouds, ,,,1.0,19.9,,,,,,20.0,2.6,No precipitation,6,,,,
19.01.2020 08:00,1.4,609.8,764.5,1.0,96,Wind blowing from the north-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,19.9,,,,,,12.0,0.8,No precipitation,12,,,,
19.01.2020 05:00,1.7,608.8,761.5,,91,Wind blowing from the west,0,,12,, ,,,1.6,19.9,,,,,,19.0,0.4,No precipitation,6,,,,
19.01.2020 02:00,4.2,609.1,761.7,0.0,74,Wind blowing from the east,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,19.9,,,2500 or more  or no clouds.,,,25.0,0.0,No precipitation,12,,,,
18.01.2020 23:00,7.7,609.1,761.5,,60,Wind blowing from the east,0,,14,, ,,,7.5,19.9,,,,,,27.0,0.4,No precipitation,6,,,,
18.01.2020 20:00,14.0,607.7,760.0,1.2,29,Wind blowing from the south-southwest,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,19.9,,,,,,30.0,-3.7,No precipitation,12,,,,
18.01.2020 17:00,19.4,606.5,756.7,,18,Wind blowing from the south-west,5,,14,no clouds, ,,,7.5,19.9,,,,,,30.0,-5.5,No precipitation,6,,,,
18.01.2020 14:00,17.9,607.4,757.9,-1.9,21,Wind blowing from the west,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,20.1,,,,,,30.0,-4.7,No precipitation,12,,,,
18.01.2020 11:00,14.7,609.3,760.6,,28,Wind blowing from the south-west,5,,9,no clouds, ,,,7.5,20.1,,,,,,30.0,-3.6,No precipitation,6,,,,
18.01.2020 08:00,7.6,608.2,760.4,0.6,55,Wind blowing from the south-west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.1,,,,,,30.0,-0.9,No precipitation,12,,,,
18.01.2020 05:00,8.6,607.6,758.1,,58,Wind blowing from the west-southwest,3,,,, ,,,2.4,20.1,,,,,,30.0,0.6,No precipitation,6,,,,
18.01.2020 02:00,9.9,608.6,759.2,-0.3,56,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.1,,,2500 or more  or no clouds.,,,30.0,1.5,No precipitation,12,,,,
17.01.2020 23:00,11.7,608.9,760.7,,51,Wind blowing from the west-southwest,3,,13,, ,,,2.4,20.1,,,,,,29.0,1.9,No precipitation,6,,,,
17.01.2020 20:00,14.9,608.2,761.8,0.8,35,Wind blowing from the south-southwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.1,,,,,,30.0,-0.4,No precipitation,12,,,,
17.01.2020 17:00,19.3,607.4,759.4,,24,Wind blowing from the south-west,5,,13,no clouds, ,,,2.4,20.1,,,,,,30.0,-1.8,No precipitation,6,,,,
17.01.2020 14:00,18.5,608.3,760.7,-2.4,28,Wind blowing from the south-west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.1,,,,,,30.0,-0.3,No precipitation,12,,,,
17.01.2020 11:00,12.7,610.7,764.7,,48,Wind blowing from the south-west,3,,5,no clouds, ,,,2.4,20.1,,,,,,26.0,2.0,No precipitation,6,,,,
17.01.2020 08:00,2.5,609.7,764.1,0.6,90,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.1,,,,,,18.0,1.0,No precipitation,12,,,,
17.01.2020 05:00,3.1,609.1,761.5,,86,Wind blowing from the west,1,,8,, ,,,2.6,20.1,,,,,,24.0,1.0,No precipitation,6,,,,
17.01.2020 02:00,3.4,609.7,762.7,0.2,88,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,20.1,,,2500 or more  or no clouds.,,,18.0,1.6,No precipitation,12,,,,
16.01.2020 23:00,5.9,609.5,762.9,,72,Wind blowing from the west-northwest,1,,8,, ,,,4.1,20.1,,,,,,22.0,1.1,No precipitation,6,,,,
16.01.2020 20:00,13.7,608.6,761.5,1.3,35,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,20.1,,,,,,30.0,-1.5,No precipitation,12,,,,
16.01.2020 17:00,19.3,607.3,757.9,,22,Wind blowing from the south-west,4,,8,no clouds, ,,,4.1,20.1,,,,,,30.0,-2.9,No precipitation,6,,,,
16.01.2020 14:00,18.0,607.9,759.6,-2.1,26,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,19.4,,,,,,30.0,-1.8,No precipitation,12,,,,
16.01.2020 11:00,13.8,610.0,762.7,,37,Wind blowing from the south-southwest,3,,6,no clouds, ,,,4.1,19.4,,,,,,30.0,-0.6,No precipitation,6,,,,
16.01.2020 08:00,6.7,608.7,761.2,1.0,62,Wind blowing from the west-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,19.4,,,,,,22.0,-0.1,No precipitation,12,,,,
16.01.2020 05:00,7.7,607.7,758.7,,59,Wind blowing from the south-west,3,,12,, ,,,4.1,19.4,,,,,,28.0,0.2,No precipitation,6,,,,
16.01.2020 02:00,5.7,608.0,759.6,0.3,73,Wind blowing from the west-southwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,19.4,,,2500 or more  or no clouds.,,,19.0,1.2,No precipitation,12,,,,
15.01.2020 23:00,8.2,607.7,759.7,,60,Wind blowing from the south,1,,15,, ,,,6.9,19.4,,,,,,28.0,0.9,No precipitation,6,,,,
15.01.2020 20:00,14.9,606.5,758.1,1.0,35,Wind blowing from the south-west,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.4,,,,,,30.0,-0.4,No precipitation,12,,,,
15.01.2020 17:00,18.6,605.5,755.8,,25,Wind blowing from the west-southwest,7,,15,no clouds, ,,,6.9,19.4,,,,,,30.0,-1.8,No precipitation,6,,,,
15.01.2020 14:00,18.7,605.8,755.5,-2.1,24,Wind blowing from the west-southwest,6,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.7,,,,,,30.0,-2.3,No precipitation,12,,,,
15.01.2020 11:00,14.4,607.9,758.5,,39,Wind blowing from the south-west,5,,10,no clouds, ,,,6.9,19.7,,,,,,30.0,0.6,No precipitation,6,,,,
15.01.2020 08:00,8.1,607.3,759.2,0.4,66,Wind blowing from the south-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,19.7,,,,,,19.0,2.1,No precipitation,12,,,,
15.01.2020 05:00,7.8,606.9,757.6,,68,Wind blowing from the south-west,2,,13,, ,,,2.4,19.7,,,,,,22.0,2.1,No precipitation,6,,,,
15.01.2020 02:00,10.4,607.0,757.0,0.1,58,Wind blowing from the south-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,19.7,,,2500 or more  or no clouds.,,,30.0,2.3,No precipitation,12,,,,
14.01.2020 23:00,13.1,606.9,757.6,,50,Wind blowing from the south-southwest,4,,13,, ,,,2.4,19.7,,,,,,30.0,2.9,No precipitation,6,,,,
14.01.2020 20:00,14.8,605.8,758.8,1.0,42,Wind blowing from the south-west,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,19.7,,,,,,30.0,2.0,No precipitation,12,,,,
14.01.2020 17:00,18.8,604.8,756.2,,28,Wind blowing from the south-west,6,,12,no clouds, ,,,2.4,19.7,,,,,,30.0,-0.1,No precipitation,6,,,,
14.01.2020 14:00,18.6,605.8,755.8,-2.6,30,Wind blowing from the south-west,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,18.6,,,,,,30.0,0.7,No precipitation,12,,,,
14.01.2020 11:00,13.1,608.4,760.1,,51,Wind blowing from the west,2,,5,no clouds, ,,,2.4,18.6,,,,,,27.0,3.2,No precipitation,6,,,,
14.01.2020 08:00,3.1,607.9,761.6,1.0,96,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,18.6,,,,,,8.0,2.5,No precipitation,12,,,,
14.01.2020 05:00,3.7,606.9,759.0,,92,Wind blowing from the south-southeast,0,,11,, ,,,3.7,18.6,,,,,,10.0,2.5,No precipitation,6,,,,
14.01.2020 02:00,9.2,607.3,757.9,0.0,72,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,18.6,,,2500 or more  or no clouds.,,,19.0,4.4,No precipitation,12,,,,
13.01.2020 23:00,11.0,607.3,758.9,,61,Wind blowing from the west-southwest,2,,,, ,,,2.9,18.6,,,,,,21.0,3.8,No precipitation,6,,,,
13.01.2020 20:00,13.8,606.4,759.1,1.1,45,Wind blowing from the south-west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,18.6,,,,,,30.0,2.1,No precipitation,12,,,,
13.01.2020 17:00,18.0,605.3,756.4,,32,Wind blowing from the south-west,5,,12,no clouds, ,,,2.9,18.6,,,,,,30.0,1.1,No precipitation,6,,,,
13.01.2020 14:00,17.7,606.3,757.3,-2.1,34,Wind blowing from the south-west,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,18.4,,,,,,30.0,1.7,No precipitation,12,,,,
13.01.2020 11:00,12.6,608.4,761.2,,48,Wind blowing from the south-west,4,,6,no clouds, ,,,2.9,18.4,,,,,,25.0,1.9,No precipitation,6,,,,
13.01.2020 08:00,5.3,607.9,761.5,0.4,78,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,18.4,,,,,,9.0,1.8,No precipitation,12,,,,
13.01.2020 05:00,6.0,607.5,759.0,,77,Wind blowing from the west,2,,6,, ,,,0.8,18.4,,,,,,13.0,2.3,No precipitation,6,,,,
13.01.2020 02:00,7.2,608.5,760.4,0.0,71,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,18.4,,,2500 or more  or no clouds.,,,11.0,2.3,No precipitation,12,,,,
12.01.2020 23:00,8.0,608.5,762.3,,63,Wind blowing from the west-southwest,2,,7,, ,,,0.8,18.4,,,,,,16.0,1.4,No precipitation,6,,,,
12.01.2020 20:00,12.4,607.5,762.1,0.8,36,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,18.4,,,,,,30.0,-2.2,No precipitation,12,,,,
12.01.2020 17:00,18.1,606.7,757.9,,22,Wind blowing from the south-west,4,,7,no clouds, ,,,0.8,18.4,,,,,,30.0,-3.9,No precipitation,6,,,,
12.01.2020 14:00,16.3,607.7,760.7,-2.9,36,Wind blowing from the south-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,17.1,,,,,,15.0,1.2,No precipitation,12,,,,
12.01.2020 11:00,9.6,610.6,765.8,,63,Wind blowing from the west,2,,4,no clouds, ,,,0.8,17.1,,,,,,12.0,2.9,No precipitation,6,,,,
12.01.2020 08:00,1.4,609.7,765.9,0.9,84,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,17.1,,,,,,14.0,-1.0,No precipitation,12,,,,
12.01.2020 05:00,6.1,608.8,761.1,,64,Wind blowing from the west-southwest,2,,8,, ,,,2.3,17.1,,,,,,26.0,-0.2,No precipitation,6,,,,
12.01.2020 02:00,3.0,609.0,762.4,-0.3,83,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,17.1,,,2500 or more  or no clouds.,,,16.0,0.4,No precipitation,12,,,,
11.01.2020 23:00,4.9,609.3,763.3,,70,Wind blowing from the west-southwest,1,,9,, ,,,4.6,17.1,,,,,,23.0,-0.1,No precipitation,6,,,,
11.01.2020 20:00,9.1,608.2,762.4,1.1,43,Wind blowing from the south-west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.1,,,,,,30.0,-2.8,No precipitation,12,,,,
11.01.2020 17:00,16.4,607.1,758.8,,23,Wind blowing from the west,3,,9,10%  or less  but not 0, ,,,5.4,17.1,,,600-1000,,,30.0,-4.8,No precipitation,6,,,,
11.01.2020 14:00,15.8,608.1,759.2,-2.0,20,Wind blowing from the south-west,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,18.3,,,600-1000,,,30.0,-7.1,Trace of precipitation,12,,,,
11.01.2020 11:00,12.2,610.1,762.7,,44,Wind blowing from the south-west,4,,8,40%., ,,,5.4,18.3,,,600-1000,,,30.0,0.3,Trace of precipitation,6,,,,
11.01.2020 08:00,6.6,608.8,761.9,0.8,85,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,18.3,,,,,,14.0,4.3,Trace of precipitation,12,,,,
11.01.2020 05:00,6.7,608.0,760.0,,85,Wind blowing from the south-west,2,,12,, ,,,4.5,18.3,,,,,,17.0,4.4,No precipitation,6,,,,
11.01.2020 02:00,10.1,608.5,759.0,-0.1,70,Wind blowing from the north-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.3,,,2500 or more  or no clouds.,,,28.0,4.9,No precipitation,12,,,,
10.01.2020 23:00,10.6,608.6,759.9,,70,Wind blowing from the south-west,1,,12,, ,,,4.5,18.3,,,,,,30.0,5.4,No precipitation,6,,,,
10.01.2020 20:00,13.5,607.4,760.6,0.9,55,Wind blowing from the west-southwest,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.3,,,600-1000,,,30.0,4.6,No precipitation,12,,,,
10.01.2020 17:00,16.3,606.5,757.9,,46,Wind blowing from the west,5,,11,50%., ,,,4.5,18.9,,,600-1000,,,30.0,4.7,No precipitation,6,,,,
10.01.2020 14:00,18.3,607.1,757.1,-2.2,39,Wind blowing from the south-west,6,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,20.1,,,600-1000,,,30.0,4.1,No precipitation,12,,,,
10.01.2020 11:00,15.3,609.3,760.3,,51,Wind blowing from the south-west,4,,7,40%., ,,,4.5,20.1,,,600-1000,,,30.0,5.2,No precipitation,6,,,,
10.01.2020 08:00,4.8,608.2,761.2,0.7,95,Wind blowing from the east-southeast,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,20.1,,,,,,9.0,4.1,No precipitation,12,,,,
10.01.2020 05:00,7.5,607.5,758.4,,85,Wind blowing from the west,1,,11,, ,,,3.5,20.1,,,,,,11.0,5.1,No precipitation,6,,,,
10.01.2020 02:00,10.8,608.2,758.2,-0.1,76,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,20.1,,,2500 or more  or no clouds.,,,13.0,6.6,No precipitation,12,,,,
09.01.2020 23:00,12.2,608.3,759.3,,65,Wind blowing from the south-west,2,,13,, ,,,3.5,20.1,,,,,,30.0,5.8,No precipitation,6,,,,
09.01.2020 20:00,15.0,607.9,760.9,0.7,45,Wind blowing from the south-west,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,20.1,,,,,,30.0,3.2,No precipitation,12,,,,
