Local time in Dongtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 05:00,7.6,767.0,767.5,,100,Wind blowing from the north-northeast,2,,7,, ,,,7.3,9.1,,,,,,8.0,7.6,No precipitation,6,,,,
23.01.2020 02:00,7.6,767.2,767.7,0.4,100,Wind blowing from the north,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.1,,,2500 or more  or no clouds.,,,5.0,7.6,0.6,12,,,,
22.01.2020 23:00,7.8,766.8,767.2,,100,Wind blowing from the north-east,3,,,, ,,,7.3,9.1,,,,,,10.0,7.8,0.3,6,,,,
22.01.2020 20:00,7.9,766.1,766.6,1.0,100,Wind blowing from the north-east,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.1,,,300-600,,,16.0,7.9,0.6,12,,,,
22.01.2020 17:00,8.3,765.1,765.6,,100,Wind blowing from the north-northeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.1,,,300-600,,,6.0,8.3,0.3,6,,,,
22.01.2020 14:00,9.1,764.3,764.8,-1.5,100,Wind blowing from the north-west,2,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.2,,,600-1000,,,3.5,9.1,No precipitation,12,,,,
22.01.2020 11:00,8.2,765.8,766.3,,100,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,600-1000,,,0.8,8.2,No precipitation,6,,,,
22.01.2020 08:00,7.5,765.2,765.7,0.1,100,Wind blowing from the north-northwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,1.7,7.5,No precipitation,12,,,,
22.01.2020 05:00,7.4,765.1,765.6,,100,Wind blowing from the north-northwest,1,,5,,Mist. ,,,,,,,,,,3.4,7.4,No precipitation,6,,,,
22.01.2020 02:00,7.5,765.8,766.3,-1.1,100,Wind blowing from the north-east,0,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.6,,,2500 or more  or no clouds.,,,4.9,7.5,0.2,12,,,,
21.01.2020 23:00,7.7,766.9,767.4,,98,Wind blowing from the east,1,,,,Mist. ,,,,10.6,,,,,,6.0,7.4,No precipitation,6,,,,
21.01.2020 20:00,7.4,767.8,768.3,0.3,94,Wind blowing from the east-northeast,2,,11,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,10.6,,,600-1000,,,6.0,6.5,0.2,12,,,,
21.01.2020 17:00,7.9,767.5,767.9,,87,Wind blowing from the east,2,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,10.6,,,300-600,,,7.0,5.9,0.2,6,,,,
21.01.2020 14:00,10.2,768.4,768.9,-2.2,60,Wind blowing from the south-east,3,,11,100%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,10.6,,,600-1000,,,6.0,2.6,No precipitation,12,,,,
21.01.2020 11:00,8.2,770.6,771.1,,72,Wind blowing from the east-southeast,5,,7,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,10.1,,,,,,7.0,3.3,No precipitation,6,,,,
21.01.2020 08:00,1.4,771.4,771.9,0.8,100,Wind blowing from the south-southeast,1,,4,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,10.1,,,2500 or more  or no clouds.,,,less than 0.1,1.4,No precipitation,12,,,,
21.01.2020 05:00,1.8,770.6,771.1,,100,Wind blowing from the east-southeast,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,0.2,10.1,,,,,,less than 0.1,1.8,No precipitation,6,,,,
21.01.2020 02:00,0.2,771.4,771.9,-0.1,100,Wind blowing from the east-southeast,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,10.1,,,2500 or more  or no clouds.,,,less than 0.1,0.2,No precipitation,12,,,,
20.01.2020 23:00,3.0,771.5,772.0,,100,Wind blowing from the east,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,0.4,10.1,,,,,,0.6,3.0,No precipitation,6,,,,
20.01.2020 20:00,4.5,770.9,771.4,,90,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,10.1,,,2500 or more  or no clouds.,,,1.3,3.0,No precipitation,12,,,,
20.01.2020 17:00,8.4,769.8,770.2,,41,Wind blowing from the north-northwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,10.1,,,,,,6.0,-4.1,No precipitation,6,,,,
20.01.2020 14:00,9.6,768.8,769.3,-1.2,33,Wind blowing from the west-northwest,3,,4,60%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,9.7,,,2500 or more  or no clouds.,,,6.0,-5.9,No precipitation,12,,,,
20.01.2020 11:00,7.0,770.0,770.5,,71,Wind blowing from the north-west,1,,3,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,8.5,,,2500 or more  or no clouds.,,,1.8,2.1,No precipitation,6,,,,
20.01.2020 08:00,0.7,769.3,769.7,1.5,100,Wind blowing from the north,0,,2,no clouds,Fog or ice fog at a distance at the time of observation  but not at the station during the preceding hour  the fog or ice fog extending to a level above that of the observer. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,,,,0.6,0.7,No precipitation,12,,,,
20.01.2020 05:00,2.0,767.8,768.2,,100,Wind blowing from the west,1,,2,,Mist. ,,,-1.2,8.5,,,,,,1.4,2.0,No precipitation,6,,,,
20.01.2020 02:00,0.9,768.0,768.4,-0.1,100,Wind blowing from the south-southwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.5,,,2500 or more  or no clouds.,,,1.1,0.9,No precipitation,12,,,,
19.01.2020 23:00,1.1,768.1,768.6,,100,Wind blowing from the south,1,,,,Mist. ,,,-1.2,8.5,,,,,,1.3,1.1,No precipitation,6,,,,
19.01.2020 20:00,1.5,767.8,768.3,0.6,100,Wind blowing from the south,0,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.5,,,,,,1.6,1.5,No precipitation,12,,,,
19.01.2020 17:00,6.9,767.2,767.6,,61,Wind blowing from the west-southwest,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.5,,,,,,4.1,-0.1,No precipitation,6,,,,
19.01.2020 14:00,8.1,767.0,767.5,-2.1,58,Wind blowing from the west,4,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.1,,,600-1000,,,4.2,0.3,No precipitation,12,,,,
19.01.2020 11:00,5.7,769.1,769.6,,68,Wind blowing from the west,4,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,5.9,,,,,,3.4,0.1,No precipitation,6,,,,
19.01.2020 08:00,0.5,768.7,769.2,0.8,99,Wind blowing from the west,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,5.9,,,,,,1.8,0.4,No precipitation,12,,,,
19.01.2020 05:00,-0.6,767.9,768.4,,100,Wind blowing from the west,1,,4,,Mist. ,,,-0.6,5.9,,,,,,1.5,-0.6,No precipitation,6,,,,
19.01.2020 02:00,1.2,768.4,768.9,0.2,91,Wind blowing from the south-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,5.9,,,2500 or more  or no clouds.,,,2.6,-0.1,No precipitation,12,,,,
18.01.2020 23:00,0.4,768.2,768.7,,92,Calm  no wind,0,,,,Mist. ,,,0.4,5.9,,,,,,2.0,-0.7,No precipitation,6,,,,
18.01.2020 20:00,2.8,769.1,769.6,0.9,70,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,5.9,,,2500 or more  or no clouds.,,,3.8,-2.1,No precipitation,12,,,,
18.01.2020 17:00,4.0,768.2,768.7,,65,Wind blowing from the west,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,5.9,,,,,,4.3,-2.0,No precipitation,6,,,,
18.01.2020 14:00,5.2,768.7,769.2,-1.9,57,Wind blowing from the north-west,2,,5,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,5.9,,,600-1000,,,5.0,-2.6,No precipitation,12,,,,
18.01.2020 11:00,4.4,770.6,771.1,,63,Wind blowing from the west,2,,5,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,6.0,,,600-1000,,,4.9,-2.2,No precipitation,6,,,,
18.01.2020 08:00,2.3,770.2,770.7,0.4,74,Wind blowing from the north,1,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.0,,,600-1000,,,3.4,-2.0,No precipitation,12,,,,
18.01.2020 05:00,2.5,769.8,770.2,,73,Wind blowing from the north-northwest,2,,5,,Haze. ,,,1.8,6.0,,,,,,4.4,-2.0,No precipitation,6,,,,
18.01.2020 02:00,3.0,769.9,770.4,-0.9,77,Wind blowing from the north-northwest,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,6.0,,,2500 or more  or no clouds.,,,5.0,-0.6,No precipitation,12,,,,
17.01.2020 23:00,3.6,770.8,771.3,,72,Wind blowing from the north-northwest,2,,,,Haze. ,,,1.8,6.0,,,,,,4.1,-1.0,No precipitation,6,,,,
17.01.2020 20:00,4.2,770.4,770.8,0.7,67,Wind blowing from the north-west,1,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,6.0,,,1000-1500,,,6.0,-1.4,No precipitation,12,,,,
17.01.2020 17:00,4.3,769.7,770.2,,61,Wind blowing from the west,2,,7,20–30%., ,,,1.8,6.0,,,1000-1500,,,10.0,-2.6,No precipitation,6,,,,
17.01.2020 14:00,5.8,769.6,770.0,-2.1,56,Wind blowing from the north-west,3,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,6.0,,,1000-1500,,,5.0,-2.3,No precipitation,12,,,,
17.01.2020 11:00,4.4,771.7,772.1,,73,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.8,,,1500-2000,,,3.5,0.0,No precipitation,6,,,,
17.01.2020 08:00,2.0,771.2,771.7,0.5,93,Wind blowing from the north-west,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.8,,,600-1000,,,3.1,1.0,0.2,12,,,,
17.01.2020 05:00,1.9,770.7,771.1,,98,Wind blowing from the north-northwest,2,,7,,Mist. ,,,1.9,4.8,,,,,,3.3,1.6,0.1,6,,,,
17.01.2020 02:00,2.4,771.0,771.4,-0.2,100,Wind blowing from the north-northwest,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,4.8,,,2500 or more  or no clouds.,,,2.6,2.4,1.0,12,,,,
16.01.2020 23:00,2.9,771.2,771.7,,100,Wind blowing from the north-northwest,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.9,4.8,,,,,,4.0,2.9,0.2,6,,,,
16.01.2020 20:00,3.4,770.8,771.3,0.7,100,Wind blowing from the north-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,4.8,,,300-600,,,5.0,3.4,2.0,12,,,,
16.01.2020 17:00,3.8,770.1,770.5,,100,Wind blowing from the north,4,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,3.0,5.3,,,300-600,,,5.0,3.8,2.0,6,,,,
16.01.2020 14:00,4.4,769.8,770.2,-1.1,96,Wind blowing from the north-northeast,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,3.0,6.2,,,300-600,,,13.0,3.8,2.0,12,,,,
16.01.2020 11:00,4.7,770.9,771.4,,100,Wind blowing from the north,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,3.0,6.3,,,300-600,,,8.0,4.7,1.0,6,,,,
16.01.2020 08:00,3.1,770.6,771.1,0.7,100,Wind blowing from the north-east,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.3,,,300-600,,,14.0,3.1,3.0,12,,,,
16.01.2020 05:00,3.7,769.9,770.3,,97,Wind blowing from the north-east,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,,6.3,,,,,,16.0,3.3,1.0,6,,,,
16.01.2020 02:00,3.9,770.2,770.7,-0.4,95,Wind blowing from the north-east,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.3,,,2500 or more  or no clouds.,,,16.0,3.2,2.0,12,,,,
15.01.2020 23:00,3.5,770.6,771.1,,100,Wind blowing from the east-northeast,3,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,6.3,,,,,,11.0,3.5,1.0,6,,,,
15.01.2020 20:00,4.4,770.7,771.1,0.8,78,Wind blowing from the east-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.3,,,600-1000,,,14.0,0.9,Trace of precipitation,12,,,,
15.01.2020 17:00,5.3,769.9,770.4,,66,Wind blowing from the east-northeast,3,,8,100%., ,,,-2.9,6.3,,,600-1000,,,26.0,-0.7,No precipitation,6,,,,
15.01.2020 14:00,6.1,770.2,770.7,-1.9,59,Wind blowing from the east,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.3,,,600-1000,,,17.0,-1.3,No precipitation,12,,,,
15.01.2020 11:00,5.2,772.1,772.6,,65,Wind blowing from the east,2,,6,70 – 80%., ,,,-2.9,5.9,,,2500 or more  or no clouds.,,,9.0,-1.0,No precipitation,6,,,,
15.01.2020 08:00,-1.1,772.2,772.6,0.5,83,Wind blowing from the north,2,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,,,,2500 or more  or no clouds.,,,5.0,-3.6,No precipitation,12,,,,
15.01.2020 05:00,-1.1,771.7,772.1,,79,Wind blowing from the north-northeast,2,,6,,Haze. ,,,-2.9,5.9,,,,,,6.0,-4.3,No precipitation,6,,,,
15.01.2020 02:00,-2.1,772.3,772.8,-0.2,86,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,5.9,,,2500 or more  or no clouds.,,,3.6,-4.1,No precipitation,12,,,,
14.01.2020 23:00,-0.1,772.5,772.9,,78,Wind blowing from the north-east,2,,,,Haze. ,,,-0.1,5.9,,,,,,3.9,-3.6,No precipitation,6,,,,
14.01.2020 20:00,1.1,772.5,772.9,1.4,78,Wind blowing from the north,1,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,5.9,,,600-1000,,,4.7,-2.3,No precipitation,12,,,,
14.01.2020 17:00,3.8,771.1,771.5,,61,Wind blowing from the north,2,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,5.9,,,600-1000,,,6.0,-3.2,No precipitation,6,,,,
14.01.2020 14:00,5.2,770.2,770.7,-1.2,61,Wind blowing from the north-northwest,3,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,5.9,,,600-1000,,,5.0,-1.9,No precipitation,12,,,,
14.01.2020 11:00,4.6,771.4,771.9,,76,Wind blowing from the north-northwest,2,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,4.9,,,600-1000,,,3.0,0.6,No precipitation,6,,,,
14.01.2020 08:00,2.6,770.5,771.0,1.2,100,Wind blowing from the north,2,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.9,,,2500 or more  or no clouds.,,,0.8,2.6,No precipitation,12,,,,
14.01.2020 05:00,3.2,769.3,769.8,,100,Wind blowing from the west,1,,3,,Mist. ,,,-1.7,4.9,,,,,,0.9,3.2,No precipitation,6,,,,
14.01.2020 02:00,3.0,769.3,769.8,0.0,100,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.9,,,2500 or more  or no clouds.,,,0.9,3.0,No precipitation,12,,,,
13.01.2020 23:00,2.8,769.3,769.7,,100,Wind blowing from the west,1,,,,Mist. ,,,-1.7,4.9,,,,,,1.0,2.8,No precipitation,6,,,,
13.01.2020 20:00,1.9,768.4,768.9,0.5,100,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.9,,,600-1000,,,0.8,1.9,No precipitation,12,,,,
13.01.2020 17:00,4.5,767.9,768.4,,78,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.9,,,,,,2.1,1.0,No precipitation,6,,,,
13.01.2020 14:00,4.6,767.8,768.3,-1.5,81,Wind blowing from the south,2,,3,40%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,6.3,,,600-1000,,,1.8,1.6,No precipitation,12,,,,
13.01.2020 11:00,1.5,769.3,769.8,,100,Wind blowing from the north,1,,2,no clouds,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-1.7,,,,,,,less than 0.1,1.5,No precipitation,6,,,,
13.01.2020 08:00,-1.4,768.4,768.8,-0.1,100,Wind blowing from the south-southeast,1,,2,no clouds,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,,,,less than 0.1,-1.4,No precipitation,12,,,,
13.01.2020 05:00,0.3,768.5,769.0,,100,Wind blowing from the west-northwest,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-1.4,6.3,,,,,,0.3,0.3,No precipitation,6,,,,
13.01.2020 02:00,-1.1,768.6,769.0,-0.1,100,Wind blowing from the south,0,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.3,,,2500 or more  or no clouds.,,,0.2,-1.1,No precipitation,12,,,,
12.01.2020 23:00,-0.5,768.7,769.1,,100,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-1.4,6.3,,,,,,0.2,-0.5,No precipitation,6,,,,
12.01.2020 20:00,1.3,768.5,769.0,0.7,100,Wind blowing from the west-southwest,1,,5,50%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.3,,,600-1000,,,0.7,1.3,No precipitation,12,,,,
12.01.2020 17:00,4.8,767.8,768.2,,70,Wind blowing from the north-west,1,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.3,,,600-1000,,,3.0,-0.2,No precipitation,6,,,,
12.01.2020 14:00,5.9,767.5,767.9,-1.6,63,Wind blowing from the west-northwest,3,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.9,,,600-1000,,,3.4,-0.6,No precipitation,12,,,,
12.01.2020 11:00,4.6,769.1,769.6,,68,Wind blowing from the north-northwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.9,,,,,,3.8,-0.8,No precipitation,6,,,,
12.01.2020 08:00,-0.7,768.4,768.9,0.8,100,Wind blowing from the north,0,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.9,,,600-1000,,,1.3,-0.7,No precipitation,12,,,,
12.01.2020 05:00,0.1,767.6,768.1,,91,Wind blowing from the west,1,,6,,Mist. ,,,0.1,6.9,,,,,,3.1,-1.2,No precipitation,6,,,,
12.01.2020 02:00,3.0,768.1,768.5,0.1,73,Wind blowing from the west-northwest,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,6.9,,,2500 or more  or no clouds.,,,4.8,-1.4,No precipitation,12,,,,
11.01.2020 23:00,3.7,768.0,768.4,,78,Wind blowing from the north-west,1,,,,Haze. ,,,3.7,6.9,,,,,,3.0,0.2,No precipitation,6,,,,
11.01.2020 20:00,4.8,767.5,768.0,0.6,67,Wind blowing from the north-northwest,2,,6,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,6.9,,,600-1000,,,5.0,-0.8,Trace of precipitation,12,,,,
11.01.2020 17:00,6.1,766.9,767.4,,72,Wind blowing from the north-west,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,6.9,,,600-1000,,,3.2,1.4,No precipitation,6,,,,
11.01.2020 14:00,6.8,765.9,766.3,-1.8,69,Wind blowing from the north-northwest,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,6.8,,,600-1000,,,4.2,1.5,No precipitation,12,,,,
11.01.2020 11:00,6.1,767.7,768.1,,72,Wind blowing from the north-northwest,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,7.0,,,600-1000,,,7.0,1.4,No precipitation,6,,,,
11.01.2020 08:00,4.5,767.5,768.0,0.7,93,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,600-1000,,,3.7,3.5,2.0,12,,,,
11.01.2020 05:00,4.5,766.8,767.2,,100,Wind blowing from the north,2,,4,,Mist. ,,,4.5,7.0,,,,,,4.7,4.5,0.8,6,,,,
11.01.2020 02:00,4.6,767.2,767.6,-0.3,100,Wind blowing from the north,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,7.0,,,2500 or more  or no clouds.,,,2.6,4.6,4.0,12,,,,
10.01.2020 23:00,5.0,767.5,767.9,,100,Wind blowing from the north-northeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.8,7.0,,,,,,3.6,5.0,3.0,6,,,,
10.01.2020 20:00,5.3,767.3,767.8,0.7,100,Wind blowing from the north,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,7.0,,,300-600,,,3.8,5.3,2.0,12,,,,
10.01.2020 17:00,6.1,766.6,767.1,,86,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,7.0,,,600-1000,,,19.0,3.9,No precipitation,6,,,,
10.01.2020 14:00,6.4,766.6,767.1,-1.7,91,Wind blowing from the north-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,7.0,,,600-1000,,,5.0,5.0,Trace of precipitation,12,,,,
10.01.2020 11:00,6.8,768.3,768.7,,83,Wind blowing from the east-northeast,2,,,100%., ,,,3.5,6.8,,,2500 or more  or no clouds.,,,14.0,4.1,No precipitation,6,,,,
10.01.2020 08:00,5.4,768.1,768.5,-0.1,94,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,600-1000,,,8.0,4.5,No precipitation,12,,,,
10.01.2020 05:00,5.3,768.2,768.7,,89,Wind blowing from the north-northeast,2,,4,,Rain (not freezing) not falling as shower(s). ,,,,5.4,,,,,,10.0,3.6,No precipitation,6,,,,
