Local time in Ruoqiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 11:00,-6.2,694.5,777.3,,64,Wind blowing from the south-west,1,,6,90  or more  but not 100%, ,,,-9.8,,,,2500 or more  or no clouds.,,,20.0,-11.9,No precipitation,6,,,,
23.01.2020 08:00,-8.1,693.4,775.9,2.2,70,Wind blowing from the west-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,2.9,,,2500 or more  or no clouds.,,,24.0,-12.6,No precipitation,12,,,,
23.01.2020 05:00,-9.7,691.2,772.9,,69,Wind blowing from the west-southwest,2,,8,, ,,,-9.7,2.9,,,,,,25.0,-14.3,No precipitation,6,,,,
23.01.2020 02:00,-8.3,689.6,771.2,0.2,68,Wind blowing from the north-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,2.9,,,2500 or more  or no clouds.,,,27.0,-13.3,No precipitation,12,,,,
22.01.2020 23:00,-4.9,689.4,771.4,,56,Wind blowing from the east-northeast,2,,8,, ,,,-10.1,2.9,,,,,,30.0,-12.5,No precipitation,6,,,,
22.01.2020 20:00,-1.5,689.5,771.5,0.0,45,Wind blowing from the east-northeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,2.9,,,2500 or more  or no clouds.,,,28.0,-11.9,No precipitation,12,,,,
22.01.2020 17:00,2.6,689.5,770.9,,37,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%, ,,,-10.1,2.9,,,2500 or more  or no clouds.,,,27.0,-10.6,No precipitation,6,,,,
22.01.2020 14:00,1.1,691.0,772.9,,41,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,2.7,,,2500 or more  or no clouds.,,,26.0,-10.7,No precipitation,12,,,,
22.01.2020 11:00,-4.7,692.0,774.4,,61,Wind blowing from the south-southeast,1,,6,20–30%., ,,,-10.1,2.7,,,2500 or more  or no clouds.,,,22.0,-11.1,No precipitation,6,,,,
22.01.2020 08:00,-8.3,691.3,773.6,0.7,69,Wind blowing from the south-west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,2.7,,,,,,26.0,-13.1,No precipitation,12,,,,
22.01.2020 05:00,-8.8,690.6,772.2,,70,Wind blowing from the south-west,3,,7,, ,,,-15.1,2.7,,,,,,26.0,-13.3,No precipitation,6,,,,
22.01.2020 02:00,-8.5,688.8,770.5,0.8,68,Wind blowing from the north-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,2.7,,,2500 or more  or no clouds.,,,24.0,-13.5,No precipitation,12,,,,
21.01.2020 23:00,-5.3,688.0,770.2,,57,Wind blowing from the east-northeast,2,,8,, ,,,-15.1,2.7,,,,,,27.0,-12.5,No precipitation,6,,,,
21.01.2020 20:00,-2.2,688.0,770.9,0.0,51,Wind blowing from the north-east,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,2.7,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
21.01.2020 17:00,2.4,688.0,769.8,,37,Wind blowing from the east-northeast,4,,8,10%  or less  but not 0, ,,,-15.1,2.5,,,2500 or more  or no clouds.,,,27.0,-11.1,No precipitation,6,,,,
21.01.2020 14:00,-0.2,689.3,771.3,,45,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.5,,,,,,30.0,-10.7,No precipitation,12,,,,
21.01.2020 11:00,-6.8,689.6,772.8,,68,Wind blowing from the south-west,1,,2,no clouds, ,,,-15.1,1.5,,,,,,16.0,-11.7,No precipitation,6,,,,
21.01.2020 08:00,-14.3,688.2,771.4,-0.3,80,Wind blowing from the north,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,1.5,,,,,,28.0,-17.1,No precipitation,12,,,,
21.01.2020 05:00,-12.0,688.5,770.5,,77,Wind blowing from the south,1,,6,, ,,,-16.0,1.5,,,,,,27.0,-15.2,No precipitation,6,,,,
21.01.2020 02:00,-9.3,688.9,770.8,,70,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,1.5,,,2500 or more  or no clouds.,,,29.0,-13.9,No precipitation,12,,,,
20.01.2020 23:00,-9.9,688.6,771.8,,71,Wind blowing from the south,1,,6,, ,,,-16.0,1.5,,,,,,25.0,-14.3,No precipitation,6,,,,
20.01.2020 20:00,-3.8,688.0,771.4,0.9,56,Wind blowing from the north,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,1.5,,,2500 or more  or no clouds.,,,18.0,-11.5,No precipitation,12,,,,
20.01.2020 17:00,1.2,687.1,769.3,,42,Wind blowing from the north-northeast,3,,6,no clouds, ,,,-16.0,2.7,,,,,,30.0,-10.3,No precipitation,6,,,,
20.01.2020 14:00,-0.7,687.9,770.4,-0.9,47,Wind blowing from the north-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,2.7,,,,,,25.0,-10.6,No precipitation,12,,,,
20.01.2020 11:00,-8.1,688.8,772.2,,81,Wind blowing from the west,1,,3,, ,,,-16.0,,,,,,,17.0,-10.8,No precipitation,6,,,,
20.01.2020 08:00,-16.0,688.5,772.3,-0.5,80,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,2.7,,,,,,25.0,-18.7,No precipitation,12,,,,
20.01.2020 05:00,-13.7,689.0,771.2,,82,Wind blowing from the north-west,1,,3,, ,,,-14.4,2.7,,,,,,10.0,-16.1,No precipitation,6,,,,
20.01.2020 02:00,-13.2,689.6,772.2,-1.4,78,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,2.7,,,2500 or more  or no clouds.,,,26.0,-16.2,No precipitation,12,,,,
19.01.2020 23:00,-10.9,691.0,774.6,,70,Wind blowing from the south-southeast,2,,3,, ,,,-14.4,2.7,,,,,,28.0,-15.3,No precipitation,6,,,,
19.01.2020 20:00,-5.3,692.1,775.9,-0.1,57,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,2.7,,,,,,30.0,-12.5,No precipitation,12,,,,
19.01.2020 17:00,2.3,692.2,774.7,,40,Wind blowing from the north-northeast,2,,3,no clouds, ,,,-14.4,2.7,,,,,,27.0,-9.9,No precipitation,6,,,,
19.01.2020 14:00,0.2,693.7,776.6,-0.8,46,Wind blowing from the north,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,1.6,,,,,,30.0,-10.3,No precipitation,12,,,,
19.01.2020 11:00,-7.3,694.5,778.3,,80,Wind blowing from the south,1,,2,no clouds, ,,,-14.4,1.6,,,,,,19.0,-10.2,No precipitation,6,,,,
19.01.2020 08:00,-13.5,694.2,778.3,-0.5,81,Wind blowing from the west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,1.6,,,2500 or more  or no clouds.,,,22.0,-16.1,No precipitation,12,,,,
19.01.2020 05:00,-12.5,694.7,777.6,,80,Wind blowing from the north,1,,2,, ,,,-12.9,1.6,,,,,,21.0,-15.2,No precipitation,6,,,,
19.01.2020 02:00,-12.2,695.2,778.7,-0.9,77,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,1.6,,,2500 or more  or no clouds.,,,25.0,-15.4,No precipitation,12,,,,
18.01.2020 23:00,-9.8,696.1,780.1,,72,Wind blowing from the south-southwest,1,,4,, ,,,-12.6,1.6,,,,,,24.0,-13.9,No precipitation,6,,,,
18.01.2020 20:00,-5.7,696.4,780.6,-0.3,62,Calm  no wind,0,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,1.6,,,2500 or more  or no clouds.,,,17.0,-12.0,No precipitation,12,,,,
18.01.2020 17:00,1.2,696.7,779.4,,43,Wind blowing from the north-northeast,1,,4,10%  or less  but not 0, ,,,-12.6,1.6,,,2500 or more  or no clouds.,,,24.0,-10.0,No precipitation,6,,,,
18.01.2020 14:00,-2.2,698.1,781.6,-1.0,56,Wind blowing from the west,2,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-0.5,,,2500 or more  or no clouds.,,,22.0,-9.8,No precipitation,12,,,,
18.01.2020 11:00,-7.8,699.1,782.7,,79,Wind blowing from the west-southwest,2,,3,no clouds, ,,,-12.6,-0.5,,,,,,13.0,-10.8,No precipitation,6,,,,
18.01.2020 08:00,-12.0,698.7,783.0,0.4,83,Wind blowing from the west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-0.5,,,2500 or more  or no clouds.,,,18.0,-14.3,No precipitation,12,,,,
18.01.2020 05:00,-10.3,698.3,781.6,,83,Calm  no wind,0,,,, ,,,-13.9,-0.5,,,,,,19.0,-12.6,No precipitation,6,,,,
18.01.2020 02:00,-10.4,698.8,782.6,0.5,76,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.5,,,2500 or more  or no clouds.,,,18.0,-13.8,No precipitation,12,,,,
17.01.2020 23:00,-4.3,698.3,782.0,,66,Wind blowing from the north-east,1,,6,, ,,,-13.9,-0.5,,,,,,27.0,-9.7,No precipitation,6,,,,
17.01.2020 20:00,-5.2,698.0,782.0,1.3,57,Wind blowing from the east,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.5,,,2500 or more  or no clouds.,,,25.0,-12.4,No precipitation,12,,,,
17.01.2020 17:00,-0.5,696.7,780.2,,46,Wind blowing from the north-northwest,2,,6,100%., ,,,-13.9,1.3,,,2500 or more  or no clouds.,,,22.0,-10.7,No precipitation,6,,,,
17.01.2020 14:00,-3.8,696.1,779.3,1.0,57,Wind blowing from the north-west,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,1.3,,,2500 or more  or no clouds.,,,16.0,-11.1,No precipitation,12,,,,
17.01.2020 11:00,-9.4,695.1,778.8,,77,Wind blowing from the west,3,,5,10%  or less  but not 0, ,,,-13.9,1.3,,,2500 or more  or no clouds.,,,17.0,-12.8,No precipitation,6,,,,
17.01.2020 08:00,-10.4,692.3,775.0,0.7,77,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,1.3,,,,,,18.0,-13.7,No precipitation,12,,,,
17.01.2020 05:00,-12.8,691.6,774.2,,79,Wind blowing from the north-west,1,,6,, ,,,-13.6,1.3,,,,,,19.0,-15.7,No precipitation,6,,,,
17.01.2020 02:00,-8.9,691.1,773.4,,70,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,1.3,,,2500 or more  or no clouds.,,,22.0,-13.5,No precipitation,12,,,,
16.01.2020 23:00,-6.6,691.3,774.2,,65,Wind blowing from the north-northeast,1,,6,, ,,,-13.6,1.3,,,,,,20.0,-12.1,No precipitation,6,,,,
16.01.2020 20:00,-1.8,691.8,774.7,-0.2,51,Wind blowing from the north-east,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,1.3,,,2500 or more  or no clouds.,,,10.0,-10.6,No precipitation,12,,,,
16.01.2020 17:00,1.0,692.0,774.1,,41,Wind blowing from the east-northeast,3,,6,10%  or less  but not 0, ,,,-13.6,2.3,,,2500 or more  or no clouds.,,,19.0,-10.8,No precipitation,6,,,,
16.01.2020 14:00,-1.1,693.0,775.0,,47,Wind blowing from the north-northwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,2.6,,,2500 or more  or no clouds.,,,16.0,-11.2,No precipitation,12,,,,
16.01.2020 11:00,-7.1,693.3,776.5,,69,Wind blowing from the west,1,,4,10%  or less  but not 0, ,,,-13.6,2.6,,,2500 or more  or no clouds.,,,11.0,-11.8,No precipitation,6,,,,
16.01.2020 08:00,-11.9,693.1,776.2,0.1,74,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,2.6,,,,,,14.0,-15.6,No precipitation,12,,,,
16.01.2020 05:00,-9.8,693.0,775.0,,71,Wind blowing from the south-west,1,,5,, ,,,-9.8,2.6,,,,,,17.0,-14.2,No precipitation,6,,,,
16.01.2020 02:00,-6.5,692.7,774.3,,63,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,2.6,,,2500 or more  or no clouds.,,,14.0,-12.4,No precipitation,12,,,,
15.01.2020 23:00,-7.1,691.7,774.2,,58,Wind blowing from the north,1,,6,, ,,,-7.1,2.6,,,,,,16.0,-14.0,No precipitation,6,,,,
15.01.2020 20:00,-2.1,691.6,773.5,0.5,49,Wind blowing from the north-northeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,2.6,,,2500 or more  or no clouds.,,,19.0,-11.4,No precipitation,12,,,,
15.01.2020 17:00,2.2,691.1,772.3,,37,Wind blowing from the north-east,3,,6,no clouds, ,,,-6.7,2.6,,,,,,14.0,-11.0,No precipitation,6,,,,
15.01.2020 14:00,1.7,691.6,772.9,,39,Wind blowing from the east-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.9,,,2500 or more  or no clouds.,,,16.0,-10.8,No precipitation,12,,,,
15.01.2020 11:00,-4.1,692.3,774.5,,59,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%, ,,,-6.7,,,,2500 or more  or no clouds.,,,15.0,-11.1,No precipitation,6,,,,
15.01.2020 08:00,-5.0,691.5,773.6,1.3,58,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,,,,2500 or more  or no clouds.,,,18.0,-12.0,No precipitation,12,,,,
15.01.2020 05:00,-6.0,690.2,771.7,,59,Wind blowing from the west-southwest,1,,3,, ,,,-7.3,0.8,,,,,,15.0,-12.7,No precipitation,6,,,,
15.01.2020 02:00,-4.8,689.5,770.8,0.1,58,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.8,,,2500 or more  or no clouds.,,,15.0,-11.8,No precipitation,12,,,,
14.01.2020 23:00,-4.7,689.4,771.5,,55,Wind blowing from the south,1,,5,, ,,,-9.6,0.8,,,,,,12.0,-12.4,No precipitation,6,,,,
14.01.2020 20:00,-4.0,688.3,770.2,1.0,50,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.8,,,2500 or more  or no clouds.,,,11.0,-13.1,No precipitation,12,,,,
14.01.2020 17:00,0.5,687.3,768.5,,39,Wind blowing from the north,1,,5,100%., ,,,-9.6,0.8,,,2500 or more  or no clouds.,,,3.1,-11.9,No precipitation,6,,,,
14.01.2020 14:00,-0.6,687.0,768.7,,43,Wind blowing from the west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.7,,,2500 or more  or no clouds.,,,4.2,-11.9,No precipitation,12,,,,
14.01.2020 11:00,-5.8,686.5,768.9,,56,Wind blowing from the west-southwest,3,,5,100%., ,,,-9.6,0.7,,,2500 or more  or no clouds.,,,9.0,-13.2,No precipitation,6,,,,
14.01.2020 08:00,-5.9,684.4,765.7,1.1,58,Wind blowing from the west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.7,,,2500 or more  or no clouds.,,,10.0,-13.0,No precipitation,12,,,,
14.01.2020 05:00,-7.2,683.3,764.2,,56,Wind blowing from the west-southwest,2,,4,, ,,,-9.6,0.7,,,,,,10.0,-14.5,No precipitation,6,,,,
14.01.2020 02:00,-9.4,682.3,763.6,,65,Wind blowing from the south,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,0.7,,,2500 or more  or no clouds.,,,10.0,-14.8,No precipitation,12,,,,
13.01.2020 23:00,-8.1,683.9,766.0,,60,Wind blowing from the north-northeast,0,,4,, ,,,-8.1,0.7,,,,,,10.0,-14.5,No precipitation,6,,,,
13.01.2020 20:00,-3.0,684.2,765.4,0.0,48,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,0.7,,,2500 or more  or no clouds.,,,11.0,-12.7,No precipitation,12,,,,
13.01.2020 17:00,-0.3,684.2,765.1,,40,Wind blowing from the north-east,1,,4,90  or more  but not 100%, ,,,-7.9,0.7,,,2500 or more  or no clouds.,,,11.0,-12.3,No precipitation,6,,,,
13.01.2020 14:00,-1.4,684.7,765.7,,43,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-1.0,,,2500 or more  or no clouds.,,,9.0,-12.4,No precipitation,12,,,,
13.01.2020 11:00,-6.1,685.0,766.7,,60,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,10.0,-12.6,No precipitation,6,,,,
13.01.2020 08:00,-5.9,686.5,768.4,0.3,60,Wind blowing from the south-west,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,16.0,-12.6,No precipitation,12,,,,
13.01.2020 05:00,-6.2,686.2,767.8,,59,Wind blowing from the south-west,2,,4,, ,,,,-3.0,,,,,,17.0,-12.9,No precipitation,6,,,,
13.01.2020 02:00,-6.2,686.6,768.5,0.1,58,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.0,,,2500 or more  or no clouds.,,,17.0,-13.1,No precipitation,12,,,,
12.01.2020 23:00,-5.4,686.5,769.3,,55,Wind blowing from the south-west,2,,5,, ,,,-14.5,-3.0,,,,,,7.0,-13.2,No precipitation,6,,,,
12.01.2020 20:00,-5.4,686.8,769.9,-0.6,53,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-3.0,,,2500 or more  or no clouds.,,,2.8,-13.5,No precipitation,12,,,,
12.01.2020 17:00,-3.6,687.4,770.4,,47,Wind blowing from the south-west,2,,5,90  or more  but not 100%, ,,,-14.5,3.6,,,2500 or more  or no clouds.,,,7.0,-13.3,No precipitation,6,,,,
12.01.2020 14:00,-5.2,687.8,770.9,1.0,53,Wind blowing from the west-southwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,3.6,,,2500 or more  or no clouds.,,,13.0,-13.5,No precipitation,12,,,,
12.01.2020 11:00,-11.3,686.8,770.6,,67,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%, ,,,-14.5,,,,2500 or more  or no clouds.,,,16.0,-16.2,No precipitation,6,,,,
12.01.2020 08:00,-13.0,687.4,770.5,-0.8,74,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,3.6,,,2500 or more  or no clouds.,,,18.0,-16.7,No precipitation,12,,,,
12.01.2020 05:00,-14.0,688.2,770.8,,78,Wind blowing from the east-northeast,1,,5,, ,,,-15.1,3.6,,,,,,17.0,-17.0,No precipitation,6,,,,
12.01.2020 02:00,-12.6,689.4,772.3,-1.3,71,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,3.6,,,2500 or more  or no clouds.,,,19.0,-16.9,No precipitation,12,,,,
11.01.2020 23:00,-11.2,690.7,774.8,,69,Wind blowing from the east-southeast,2,,5,, ,,,-15.1,3.6,,,,,,19.0,-15.8,No precipitation,6,,,,
11.01.2020 20:00,-5.6,691.0,774.8,0.2,53,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,3.6,,,,,,22.0,-13.7,No precipitation,12,,,,
11.01.2020 17:00,-0.6,690.8,773.5,,40,Wind blowing from the north-east,3,,5,90  or more  but not 100%, ,,,-15.1,1.9,,,2500 or more  or no clouds.,,,25.0,-12.8,No precipitation,6,,,,
11.01.2020 14:00,-2.4,691.0,774.0,,47,Wind blowing from the north-west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,2.4,,,2500 or more  or no clouds.,,,21.0,-12.4,No precipitation,12,,,,
11.01.2020 11:00,-10.1,691.2,775.1,,69,Wind blowing from the west-southwest,3,,4,70 – 80%., ,,,-15.1,,,,2500 or more  or no clouds.,,,12.0,-14.7,No precipitation,6,,,,
11.01.2020 08:00,-13.8,689.5,772.6,-0.1,73,Wind blowing from the west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,2.4,,,2500 or more  or no clouds.,,,15.0,-17.6,No precipitation,12,,,,
11.01.2020 05:00,-12.0,689.6,771.7,,68,Wind blowing from the north-west,1,,7,, ,,,-15.1,2.4,,,,,,12.0,-16.7,No precipitation,6,,,,
11.01.2020 02:00,-12.7,688.9,771.6,0.0,70,Wind blowing from the north-west,1,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,2.4,,,2500 or more  or no clouds.,,,0.2,-17.0,No precipitation,12,,,,
10.01.2020 23:00,-10.3,688.9,772.3,,62,Wind blowing from the east,1,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-15.1,2.4,,,,,,0.1,-16.2,No precipitation,6,,,,
10.01.2020 20:00,-3.1,688.8,772.0,-0.5,46,Wind blowing from the north-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,2.4,,,,,,18.0,-13.1,No precipitation,12,,,,
10.01.2020 17:00,1.9,689.3,771.5,,33,Wind blowing from the north-northeast,3,,8,10%  or less  but not 0, ,,,-15.1,2.4,,,2500 or more  or no clouds.,,,20.0,-12.7,No precipitation,6,,,,
10.01.2020 14:00,-1.5,689.8,772.3,-1.0,38,Wind blowing from the north-east,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.0,,,2500 or more  or no clouds.,,,29.0,-14.0,No precipitation,12,,,,
10.01.2020 11:00,-7.8,690.8,773.8,,67,Calm  no wind,0,,,10%  or less  but not 0, ,,,-15.1,1.0,,,2500 or more  or no clouds.,,,18.0,-13.0,No precipitation,6,,,,
10.01.2020 08:00,-14.7,691.0,774.4,-0.1,76,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,1.0,,,,,,19.0,-18.1,No precipitation,12,,,,
10.01.2020 05:00,-13.0,691.1,773.7,,72,Wind blowing from the south,1,,4,, ,,,-13.0,1.0,,,,,,30.0,-17.1,No precipitation,6,,,,
