Local time in Shijiazhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 02:00,0.7,768.3,776.9,,65,Wind blowing from the north-northwest,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,6.8,,,,,,1.8,-5.3,No precipitation,6,,,,
23.01.2020 20:00,2.9,765.4,774.1,1.9,60,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,6.8,,,2500 or more  or no clouds.,,,2.6,-4.1,No precipitation,12,,,,
23.01.2020 17:00,6.0,763.5,772.1,,46,Wind blowing from the north-northwest,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,6.8,,,2500 or more  or no clouds.,,,3.6,-5.0,No precipitation,6,,,,
23.01.2020 14:00,6.4,762.8,771.4,-0.5,45,Wind blowing from the north-northwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,6.4,,,,,,2.8,-4.7,No precipitation,12,,,,
23.01.2020 11:00,2.7,763.3,772.0,,64,Wind blowing from the north-northwest,2,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,5.6,,,2500 or more  or no clouds.,,,2.3,-3.6,No precipitation,6,,,,
23.01.2020 08:00,-3.2,761.5,770.2,1.4,91,Wind blowing from the north,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,,,,2500 or more  or no clouds.,,,1.6,-4.5,No precipitation,12,,,,
23.01.2020 05:00,-2.3,760.1,768.7,,84,Calm  no wind,0,,,,Mist. ,,,-4.2,5.6,,,,,,2.2,-4.6,No precipitation,6,,,,
23.01.2020 02:00,-2.9,760.7,769.3,,84,Wind blowing from the north-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.6,,,2500 or more  or no clouds.,,,1.9,-5.2,No precipitation,12,,,,
22.01.2020 20:00,-0.6,759.8,768.5,1.3,71,Wind blowing from the west,2,,5,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.6,,,2500 or more  or no clouds.,,,2.9,-5.2,No precipitation,12,,,,
22.01.2020 17:00,3.1,758.5,767.1,,54,Wind blowing from the south-east,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.6,,,,,,4.5,-5.5,No precipitation,6,,,,
22.01.2020 14:00,5.5,758.7,767.2,,38,Wind blowing from the south-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.5,,,,,,6.0,-7.7,No precipitation,12,,,,
22.01.2020 11:00,0.7,760.9,769.5,,55,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,4.8,,,2500 or more  or no clouds.,,,6.0,-7.5,No precipitation,6,,,,
22.01.2020 08:00,-3.9,759.2,767.9,0.7,76,Wind blowing from the north,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,4.8,,,2500 or more  or no clouds.,,,4.7,-7.5,No precipitation,12,,,,
22.01.2020 05:00,-2.5,758.5,767.1,,67,Wind blowing from the north,2,,3,,Mist. ,,,-2.9,4.8,,,,,,6.0,-7.8,No precipitation,6,,,,
22.01.2020 02:00,-1.3,759.4,768.0,,60,Wind blowing from the north,3,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.8,,,,,,7.0,-8.1,No precipitation,6,,,,
21.01.2020 20:00,-0.7,759.7,768.4,1.2,59,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.8,,,2500 or more  or no clouds.,,,7.0,-7.9,No precipitation,12,,,,
21.01.2020 17:00,3.2,758.5,767.2,,44,Wind blowing from the south-west,1,,4,90  or more  but not 100%, ,,,-2.9,4.8,,,2500 or more  or no clouds.,,,8.0,-7.9,No precipitation,6,,,,
21.01.2020 14:00,3.1,758.9,767.5,-2.6,34,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.9,,,2500 or more  or no clouds.,,,15.0,-11.2,No precipitation,12,,,,
21.01.2020 11:00,1.3,761.5,770.2,,42,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%, ,,,-2.9,4.9,,,2500 or more  or no clouds.,,,11.0,-10.2,No precipitation,6,,,,
21.01.2020 08:00,-2.2,761.2,769.9,0.0,63,Wind blowing from the north,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,,,,2500 or more  or no clouds.,,,7.0,-8.3,No precipitation,12,,,,
21.01.2020 05:00,-2.2,761.2,769.8,,62,Wind blowing from the north-northwest,2,,6,, ,,,-2.9,4.9,,,,,,8.0,-8.5,No precipitation,6,,,,
21.01.2020 02:00,-2.0,762.3,770.9,,60,Wind blowing from the north-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.9,,,2500 or more  or no clouds.,,,8.0,-8.9,No precipitation,12,,,,
20.01.2020 20:00,-0.9,762.2,770.9,,60,Wind blowing from the south,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,4.9,,,2500 or more  or no clouds.,,,10.0,-7.7,No precipitation,12,,,,
20.01.2020 17:00,2.5,761.7,770.3,,39,Wind blowing from the south-southeast,4,,,40%., ,,,-2.1,4.9,,,2500 or more  or no clouds.,,,14.0,-10.1,No precipitation,6,,,,
20.01.2020 14:00,4.9,761.9,770.5,-1.9,32,Wind blowing from the south-southeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,4.9,,,,,,17.0,-10.4,No precipitation,12,,,,
20.01.2020 11:00,3.4,763.8,772.4,,32,Wind blowing from the south-southeast,4,,7,no clouds, ,,,-2.1,7.7,,,,,,13.0,-11.7,No precipitation,6,,,,
20.01.2020 08:00,-1.4,762.8,771.5,2.0,47,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,,,,19.0,-11.3,No precipitation,12,,,,
20.01.2020 05:00,1.0,760.8,769.3,,37,Wind blowing from the north,3,,5,, ,,,-1.7,7.7,,,,,,13.0,-12.1,No precipitation,6,,,,
20.01.2020 02:00,0.5,759.7,768.3,,53,Wind blowing from the north-northwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,7.7,,,2500 or more  or no clouds.,,,4.7,-8.2,No precipitation,12,,,,
19.01.2020 20:00,0.1,758.4,767.0,1.9,72,Wind blowing from the west,1,,11,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.7,,,,,,3.7,-4.5,No precipitation,12,,,,
19.01.2020 17:00,3.9,756.5,765.1,,53,Wind blowing from the south-east,2,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.7,,,,,,4.8,-4.8,No precipitation,6,,,,
19.01.2020 14:00,4.4,757.0,765.6,-2.4,49,Wind blowing from the south-east,4,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.7,,,,,,4.3,-5.4,No precipitation,12,,,,
19.01.2020 11:00,6.2,759.4,768.0,,24,Wind blowing from the west,5,,11,no clouds, ,,,-5.4,6.2,,,,,,18.0,-12.9,No precipitation,6,,,,
19.01.2020 08:00,2.1,759.7,768.4,0.8,25,Wind blowing from the west,3,,11,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,2.2,,,,,,22.0,-15.9,No precipitation,12,,,,
19.01.2020 05:00,0.8,758.9,767.5,,36,Wind blowing from the west,5,,9,,Haze. ,,,-6.3,0.8,,,,,,5.0,-12.6,No precipitation,6,,,,
19.01.2020 02:00,-4.8,759.4,768.1,,100,Wind blowing from the east-southeast,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-1.4,,,2500 or more  or no clouds.,,,0.4,-4.8,No precipitation,12,,,,
18.01.2020 20:00,-3.2,758.4,767.2,1.1,100,Wind blowing from the west-southwest,2,,5,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-1.4,,,2500 or more  or no clouds.,,,0.4,-3.2,No precipitation,12,,,,
18.01.2020 17:00,-1.5,757.3,766.0,,100,Wind blowing from the south-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-1.4,,,2500 or more  or no clouds.,,,0.8,-1.5,No precipitation,6,,,,
18.01.2020 14:00,-2.2,758.1,766.8,-3.1,100,Wind blowing from the south,3,,4,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-6.3,-0.6,,,2500 or more  or no clouds.,,,0.7,-2.2,No precipitation,12,,,,
18.01.2020 11:00,-5.2,761.2,770.0,,100,Wind blowing from the south,1,,3,100%.,Fog  depositing rime  sky invisible. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-6.3,,,,,,,0.1,-5.2,No precipitation,6,,,,
18.01.2020 08:00,-6.3,761.2,770.0,0.3,99,Wind blowing from the south,2,,3,100%.,Fog  depositing rime  sky visible. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-7.2,-0.5,,,2500 or more  or no clouds.,,,less than 0.1,-6.4,No precipitation,12,,,,
18.01.2020 05:00,-5.6,760.9,769.6,,100,Wind blowing from the south-southwest,2,,5,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,,,-7.9,-0.5,,,,,,less than 0.1,-5.6,No precipitation,6,,,,
18.01.2020 02:00,-4.1,762.3,771.1,,100,Wind blowing from the south,2,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-0.5,,,2500 or more  or no clouds.,,,less than 0.1,-4.1,No precipitation,12,,,,
17.01.2020 20:00,-2.7,762.4,771.3,1.0,98,Wind blowing from the south,1,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-0.5,,,2500 or more  or no clouds.,,,0.5,-3.0,No precipitation,12,,,,
17.01.2020 17:00,-2.2,761.4,770.2,,94,Wind blowing from the south-southeast,3,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,0.0,,,2500 or more  or no clouds.,,,0.7,-3.0,No precipitation,6,,,,
17.01.2020 14:00,-0.6,761.2,770.0,-2.5,82,Wind blowing from the south,3,,4,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-7.9,1.1,,,2500 or more  or no clouds.,,,0.7,-3.3,No precipitation,12,,,,
17.01.2020 11:00,-4.5,763.7,772.5,,100,Wind blowing from the south,1,,3,90  or more  but not 100%,Fog  depositing rime  sky visible. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-7.9,1.1,,,2500 or more  or no clouds.,,,0.3,-4.5,No precipitation,6,,,,
17.01.2020 08:00,-7.2,763.6,772.4,1.0,99,Wind blowing from the south,2,,3,100%.,Fog  depositing rime  sky visible. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,1.1,,,2500 or more  or no clouds.,,,less than 0.1,-7.3,No precipitation,12,,,,
17.01.2020 05:00,-5.0,762.6,771.4,,90,Wind blowing from the north,1,,3,,Fog or ice fog. ,,,-6.2,1.1,,,,,,1.0,-6.4,No precipitation,6,,,,
17.01.2020 02:00,-4.7,763.4,772.2,,97,Wind blowing from the west,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,1.1,,,2500 or more  or no clouds.,,,0.3,-5.1,No precipitation,12,,,,
16.01.2020 20:00,-1.3,764.8,773.7,0.5,82,Wind blowing from the south-southeast,1,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,1.1,,,2500 or more  or no clouds.,,,0.7,-4.0,No precipitation,12,,,,
16.01.2020 17:00,0.1,764.3,773.1,,73,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,1.1,,,2500 or more  or no clouds.,,,0.9,-4.3,No precipitation,6,,,,
16.01.2020 14:00,0.9,764.5,773.2,-2.1,51,Wind blowing from the north,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,0.9,,,2500 or more  or no clouds.,,,2.1,-8.3,No precipitation,12,,,,
16.01.2020 11:00,-1.7,766.6,775.4,,71,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-0.7,,,2500 or more  or no clouds.,,,1.0,-6.4,No precipitation,6,,,,
16.01.2020 08:00,-5.6,765.6,774.4,1.2,92,Wind blowing from the south-southwest,0,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-0.7,,,2500 or more  or no clouds.,,,0.9,-6.7,No precipitation,12,,,,
16.01.2020 05:00,-6.0,764.4,773.2,,92,Wind blowing from the south-east,1,,3,,Fog or ice fog. ,,,-11.8,-0.7,,,,,,0.8,-7.1,No precipitation,6,,,,
16.01.2020 02:00,-4.7,764.5,773.2,,97,Wind blowing from the west-northwest,0,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.7,,,2500 or more  or no clouds.,,,0.4,-5.1,No precipitation,12,,,,
15.01.2020 20:00,-3.1,764.9,773.8,0.9,89,Wind blowing from the south,1,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-0.7,,,2500 or more  or no clouds.,,,0.7,-4.7,No precipitation,12,,,,
15.01.2020 17:00,-2.3,764.0,772.9,,77,Wind blowing from the south,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-0.7,,,2500 or more  or no clouds.,,,1.1,-5.8,No precipitation,6,,,,
15.01.2020 14:00,-0.8,763.6,772.5,,60,Wind blowing from the south,3,,4,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.0,,,2500 or more  or no clouds.,,,1.9,-7.6,No precipitation,6,,,,
15.01.2020 11:00,-4.9,765.7,774.7,,99,Wind blowing from the south,1,,2,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.3,,,2500 or more  or no clouds.,,,1.1,-5.0,No precipitation,6,,,,
15.01.2020 08:00,-10.9,764.9,773.8,0.8,93,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Fog  depositing rime  sky visible. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.3,,,2500 or more  or no clouds.,,,0.6,-11.8,No precipitation,12,,,,
15.01.2020 05:00,-11.1,764.1,773.0,,94,Wind blowing from the east-southeast,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-11.9,1.3,,,,,,less than 0.1,-11.9,No precipitation,6,,,,
15.01.2020 02:00,-10.6,764.7,773.5,,94,Wind blowing from the south,2,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.3,,,2500 or more  or no clouds.,,,0.3,-11.4,No precipitation,12,,,,
14.01.2020 20:00,-4.0,764.5,773.4,1.2,64,Wind blowing from the south,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,1.3,,,2500 or more  or no clouds.,,,2.7,-9.8,No precipitation,12,,,,
14.01.2020 17:00,-1.5,763.3,772.1,,54,Wind blowing from the south-east,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,1.3,,,,,,2.8,-9.6,No precipitation,6,,,,
14.01.2020 14:00,0.8,763.0,771.8,-2.5,38,Wind blowing from the south-southeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,1.9,,,,,,8.0,-12.2,No precipitation,12,,,,
14.01.2020 11:00,-0.6,765.5,774.3,,45,Wind blowing from the south,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,2.0,,,,,,7.0,-11.1,No precipitation,6,,,,
14.01.2020 08:00,-5.8,764.5,773.3,0.7,60,Wind blowing from the north,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,2.0,,,,,,8.0,-12.5,No precipitation,12,,,,
14.01.2020 05:00,-5.4,763.8,772.6,,61,Wind blowing from the north-northwest,1,,4,,Mist. ,,,-6.6,2.0,,,,,,5.0,-11.9,No precipitation,6,,,,
14.01.2020 02:00,-5.9,764.1,772.9,,91,Wind blowing from the north-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,2.0,,,2500 or more  or no clouds.,,,1.1,-7.1,No precipitation,12,,,,
13.01.2020 20:00,-2.9,762.8,771.6,1.6,88,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.0,,,2500 or more  or no clouds.,,,0.8,-4.6,No precipitation,12,,,,
13.01.2020 17:00,-0.4,761.2,769.9,,74,Wind blowing from the south,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.0,,,2500 or more  or no clouds.,,,1.1,-4.5,No precipitation,6,,,,
13.01.2020 14:00,1.9,760.3,769.0,-1.6,63,Wind blowing from the south,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.0,,,2500 or more  or no clouds.,,,1.6,-4.4,No precipitation,12,,,,
13.01.2020 11:00,0.4,761.9,770.6,,72,Wind blowing from the west,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,0.9,,,2500 or more  or no clouds.,,,1.6,-4.2,No precipitation,6,,,,
13.01.2020 08:00,-3.7,760.9,769.7,0.7,94,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.0,-4.5,No precipitation,12,,,,
13.01.2020 05:00,-3.6,760.2,768.9,,89,Wind blowing from the west,1,,4,,Mist. ,,,-7.6,0.9,,,,,,1.1,-5.1,No precipitation,6,,,,
13.01.2020 02:00,-3.7,760.2,768.9,,86,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.9,,,,,,1.3,-5.7,No precipitation,6,,,,
12.01.2020 20:00,-2.3,760.1,768.9,0.8,77,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.9,,,2500 or more  or no clouds.,,,1.8,-5.9,No precipitation,12,,,,
12.01.2020 17:00,-0.6,759.3,768.1,,69,Wind blowing from the south,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.9,,,2500 or more  or no clouds.,,,2.3,-5.6,No precipitation,6,,,,
12.01.2020 14:00,0.8,759.1,767.8,-2.1,61,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.8,,,2500 or more  or no clouds.,,,2.6,-5.9,No precipitation,12,,,,
12.01.2020 11:00,-1.3,761.2,770.0,,69,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.1,,,2500 or more  or no clouds.,,,1.9,-6.4,No precipitation,6,,,,
12.01.2020 08:00,-7.2,760.9,769.8,0.6,92,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.1,,,2500 or more  or no clouds.,,,1.8,-8.3,No precipitation,12,,,,
12.01.2020 05:00,-6.8,760.3,769.1,,88,Wind blowing from the west,1,,3,,Mist. ,,,-6.8,0.1,,,,,,2.2,-8.5,No precipitation,6,,,,
12.01.2020 02:00,-5.9,760.9,769.7,,84,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,0.1,,,2500 or more  or no clouds.,,,2.5,-8.2,No precipitation,12,,,,
11.01.2020 20:00,-3.4,761.8,770.6,0.8,69,Wind blowing from the west-southwest,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,0.1,,,2500 or more  or no clouds.,,,2.6,-8.3,No precipitation,12,,,,
11.01.2020 17:00,-0.5,761.0,769.7,,53,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,0.1,,,2500 or more  or no clouds.,,,5.0,-8.9,No precipitation,6,,,,
11.01.2020 14:00,0.1,760.9,769.6,-2.7,50,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,0.4,,,2500 or more  or no clouds.,,,4.3,-9.1,No precipitation,12,,,,
11.01.2020 11:00,-2.5,763.6,772.3,,94,Wind blowing from the east-southeast,2,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,0.4,,,2500 or more  or no clouds.,,,0.6,-3.3,No precipitation,6,,,,
11.01.2020 08:00,-4.7,762.0,770.8,0.6,96,Wind blowing from the south-west,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,0.4,,,2500 or more  or no clouds.,,,1.0,-5.2,No precipitation,12,,,,
11.01.2020 05:00,-3.9,761.4,770.2,,91,Wind blowing from the north,2,,3,,Mist. ,,,-4.8,0.4,,,,,,1.6,-5.2,No precipitation,6,,,,
11.01.2020 02:00,-4.5,762.0,770.8,,98,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,0.4,,,2500 or more  or no clouds.,,,0.8,-4.8,No precipitation,12,,,,
10.01.2020 20:00,-2.8,761.1,769.9,0.7,99,Wind blowing from the south-southwest,1,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,0.4,,,2500 or more  or no clouds.,,,0.3,-2.9,No precipitation,12,,,,
10.01.2020 17:00,-0.8,760.4,769.1,,89,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,0.4,,,2500 or more  or no clouds.,,,0.8,-2.4,No precipitation,6,,,,
10.01.2020 14:00,0.2,760.8,769.5,-1.7,84,Wind blowing from the south,3,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,0.3,,,2500 or more  or no clouds.,,,1.0,-2.3,No precipitation,12,,,,
