Local time in Hulin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 20:00,-11.1,757.9,768.0,1.9,73,Wind blowing from the west,4,,6,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-10.3,,,2500 or more  or no clouds.,,,11.0,-15.0,0.1,12,,,,
23.01.2020 17:00,-12.7,756.0,766.0,,89,Wind blowing from the west,3,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-9.5,,,2500 or more  or no clouds.,,,8.0,-14.1,0.1,6,,,,
23.01.2020 14:00,-10.9,755.2,765.1,-1.2,83,Wind blowing from the south-west,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-4.9,,,2500 or more  or no clouds.,,,2.4,-13.2,0.1,12,,,,
23.01.2020 11:00,-12.9,756.4,766.3,,89,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-4.9,,,2500 or more  or no clouds.,,,6.0,-14.3,No precipitation,6,,,,
23.01.2020 08:00,-17.9,758.2,768.3,-0.3,88,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-4.9,,,2500 or more  or no clouds.,,,1.6,-19.4,No precipitation,12,,,,
23.01.2020 05:00,-18.5,758.5,768.6,,79,Wind blowing from the east-northeast,1,,,, ,,,-18.5,-4.9,,,,,,10.0,-21.2,No precipitation,6,,,,
23.01.2020 02:00,-13.8,759.1,768.9,,85,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-4.9,,,2500 or more  or no clouds.,,,12.0,-15.8,No precipitation,12,,,,
22.01.2020 20:00,-10.9,759.1,769.0,1.5,69,Wind blowing from the north,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.9,,,2500 or more  or no clouds.,,,14.0,-15.5,No precipitation,12,,,,
22.01.2020 17:00,-9.5,757.6,767.5,,66,Wind blowing from the north,3,,8,40%., ,,,-16.1,-4.9,,,2500 or more  or no clouds.,,,14.0,-14.8,No precipitation,6,,,,
22.01.2020 14:00,-5.2,756.1,766.0,,53,Wind blowing from the west-northwest,5,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-5.1,,,2500 or more  or no clouds.,,,21.0,-13.5,No precipitation,12,,,,
22.01.2020 11:00,-8.9,756.1,766.0,,65,Wind blowing from the east-southeast,1,,5,100%., ,,,-16.1,-8.9,,,2500 or more  or no clouds.,,,14.0,-14.3,No precipitation,6,,,,
22.01.2020 08:00,-13.8,756.1,766.0,0.6,81,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,,,,2500 or more  or no clouds.,,,3.6,-16.4,No precipitation,12,,,,
22.01.2020 05:00,-15.0,755.5,765.4,,80,Wind blowing from the north-northwest,1,,5,, ,,,-16.7,,,,,,,16.0,-17.7,No precipitation,6,,,,
22.01.2020 02:00,-15.2,756.4,766.3,,77,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-9.4,,,2500 or more  or no clouds.,,,13.0,-18.3,No precipitation,12,,,,
21.01.2020 20:00,-14.8,759.0,769.0,-0.5,83,Wind blowing from the south-southeast,1,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-9.4,,,,,,6.0,-17.0,No precipitation,12,,,,
21.01.2020 17:00,-14.0,759.5,769.6,,74,Wind blowing from the south-southwest,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-9.4,,,,,,3.5,-17.6,No precipitation,6,,,,
21.01.2020 14:00,-9.7,759.4,769.3,-0.5,66,Wind blowing from the south-southwest,3,,9,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-9.4,,,2500 or more  or no clouds.,,,7.0,-15.0,No precipitation,12,,,,
21.01.2020 11:00,-11.8,759.9,769.9,,71,Wind blowing from the south-west,4,,8,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-11.7,,,2500 or more  or no clouds.,,,3.6,-16.0,No precipitation,6,,,,
21.01.2020 08:00,-16.1,759.8,769.9,1.4,79,Wind blowing from the west-southwest,6,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,,,,2500 or more  or no clouds.,,,3.0,-19.0,No precipitation,12,,,,
21.01.2020 05:00,-16.4,758.4,768.5,,79,Wind blowing from the west,4,,8,,Haze. ,,,-20.0,,,,,,,2.9,-19.2,No precipitation,6,,,,
21.01.2020 02:00,-17.1,757.5,767.5,,81,Wind blowing from the west-southwest,4,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-11.7,,,2500 or more  or no clouds.,,,2.5,-19.6,No precipitation,12,,,,
20.01.2020 20:00,-17.6,755.3,765.4,1.0,87,Wind blowing from the south-west,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-11.7,,,2500 or more  or no clouds.,,,1.7,-19.2,0.2,12,,,,
20.01.2020 17:00,-15.5,754.3,764.3,,81,Wind blowing from the south,2,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-11.7,,,,,,1.9,-18.0,0.1,6,,,,
20.01.2020 14:00,-12.0,753.1,763.0,0.0,77,Wind blowing from the south,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-10.9,,,2500 or more  or no clouds.,,,2.6,-15.2,0.3,12,,,,
20.01.2020 11:00,-14.2,753.1,763.1,,78,Wind blowing from the south-southeast,1,,,40%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-10.9,,,2500 or more  or no clouds.,,,4.9,-17.3,0.1,6,,,,
20.01.2020 08:00,-18.1,753.2,763.3,0.7,88,Wind blowing from the south-west,1,,5,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-10.9,,,2500 or more  or no clouds.,,,2.9,-19.6,0.1,12,,,,
20.01.2020 05:00,-17.8,752.5,762.5,,83,Wind blowing from the south-west,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-19.3,-10.9,,,,,,2.3,-20.0,0.1,6,,,,
20.01.2020 02:00,-17.1,752.5,762.4,,87,Wind blowing from the north-northeast,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.9,,,2500 or more  or no clouds.,,,6.0,-18.7,No precipitation,12,,,,
19.01.2020 20:00,-15.0,752.5,762.6,0.4,85,Wind blowing from the north,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-10.9,,,2500 or more  or no clouds.,,,12.0,-17.0,No precipitation,12,,,,
19.01.2020 17:00,-14.0,752.1,762.1,,82,Wind blowing from the north,4,,4,90  or more  but not 100%, ,,,-19.6,-10.9,,,2500 or more  or no clouds.,,,11.0,-16.5,No precipitation,6,,,,
19.01.2020 14:00,-11.2,752.0,762.0,-0.8,66,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-11.2,,,2500 or more  or no clouds.,,,7.0,-16.3,No precipitation,12,,,,
19.01.2020 11:00,-12.2,752.8,762.8,,67,Wind blowing from the south-southwest,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-12.2,,,2500 or more  or no clouds.,,,3.4,-17.2,No precipitation,6,,,,
19.01.2020 08:00,-17.4,753.8,763.9,0.0,84,Wind blowing from the north,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,,,,2500 or more  or no clouds.,,,5.0,-19.5,No precipitation,12,,,,
19.01.2020 05:00,-17.9,753.8,763.9,,82,Wind blowing from the north-east,1,,2,, ,,,,,,,,,,13.0,-20.2,No precipitation,6,,,,
19.01.2020 02:00,-19.1,754.7,764.8,,84,Wind blowing from the north-east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-13.6,,,2500 or more  or no clouds.,,,5.0,-21.1,No precipitation,12,,,,
18.01.2020 20:00,-17.7,756.4,766.6,-0.2,77,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-13.6,,,2500 or more  or no clouds.,,,5.0,-20.8,No precipitation,12,,,,
18.01.2020 17:00,-18.0,756.6,766.8,,76,Wind blowing from the north-east,1,,2,90  or more  but not 100%, ,,,-23.0,-13.6,,,2500 or more  or no clouds.,,,8.0,-21.2,No precipitation,6,,,,
18.01.2020 14:00,-13.9,756.5,766.6,-1.3,61,Wind blowing from the south-southwest,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-13.6,,,2500 or more  or no clouds.,,,10.0,-19.8,No precipitation,12,,,,
18.01.2020 11:00,-16.3,757.8,768.0,,67,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%, ,,,-23.0,-12.4,,,2500 or more  or no clouds.,,,9.0,-21.0,No precipitation,6,,,,
18.01.2020 08:00,-20.6,758.5,768.8,-0.2,83,Wind blowing from the south-east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,,,,,,,10.0,-22.7,No precipitation,12,,,,
18.01.2020 05:00,-21.8,758.7,768.9,,84,Wind blowing from the north-northeast,0,,,, ,,,-22.2,-12.4,,,,,,10.0,-23.8,No precipitation,6,,,,
18.01.2020 02:00,-21.1,759.1,769.3,,85,Wind blowing from the north-east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-12.4,,,2500 or more  or no clouds.,,,10.0,-23.0,No precipitation,12,,,,
17.01.2020 20:00,-18.8,759.8,770.0,-0.2,80,Wind blowing from the east-southeast,1,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-12.4,,,2500 or more  or no clouds.,,,4.3,-21.4,No precipitation,12,,,,
17.01.2020 17:00,-16.7,760.0,770.2,,76,Wind blowing from the south,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-12.4,,,,,,7.0,-19.9,No precipitation,6,,,,
17.01.2020 14:00,-14.2,759.8,769.9,,70,Wind blowing from the south-east,2,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-12.4,,,,,,7.0,-18.6,No precipitation,12,,,,
17.01.2020 11:00,-13.2,760.3,770.3,,62,Wind blowing from the south-southwest,2,,8,no clouds, ,,,-21.6,-13.2,,,,,,7.0,-19.1,No precipitation,6,,,,
17.01.2020 08:00,-19.1,760.3,770.5,0.8,73,Wind blowing from the west-southwest,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-13.8,,,,,,6.0,-22.7,No precipitation,12,,,,
17.01.2020 05:00,-17.6,759.5,769.6,,69,Wind blowing from the west,5,,8,,Haze. ,,,,-13.8,,,,,,6.0,-21.9,No precipitation,6,,,,
17.01.2020 02:00,-18.1,759.4,769.5,,71,Wind blowing from the west-southwest,5,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-13.8,,,2500 or more  or no clouds.,,,5.0,-22.1,No precipitation,12,,,,
16.01.2020 20:00,-15.5,758.8,769.0,0.5,71,Wind blowing from the west,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-13.8,,,,,,5.0,-19.6,No precipitation,12,,,,
16.01.2020 17:00,-16.0,758.3,768.6,,80,Wind blowing from the north,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-14.0,,,2500 or more  or no clouds.,,,1.9,-18.7,No precipitation,6,,,,
16.01.2020 14:00,-14.3,757.7,767.9,-0.9,68,Wind blowing from the east,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-14.0,,,2500 or more  or no clouds.,,,10.0,-18.9,No precipitation,12,,,,
16.01.2020 11:00,-17.5,758.6,768.8,,79,Wind blowing from the south,1,,2,90  or more  but not 100%, ,,,-24.8,-16.2,,,2500 or more  or no clouds.,,,5.0,-20.3,No precipitation,6,,,,
16.01.2020 08:00,-23.0,759.4,769.7,0.0,80,Wind blowing from the east,1,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-16.2,,,2500 or more  or no clouds.,,,3.1,-25.5,No precipitation,12,,,,
16.01.2020 05:00,-24.4,759.4,769.7,,79,Wind blowing from the north-northeast,1,,,,Mist. ,,,-26.1,-16.2,,,,,,7.0,-27.0,No precipitation,6,,,,
16.01.2020 02:00,-21.9,759.8,770.1,,84,Wind blowing from the east-northeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-16.2,,,2500 or more  or no clouds.,,,4.7,-23.9,No precipitation,12,,,,
15.01.2020 20:00,-19.6,760.6,771.0,-0.3,85,Wind blowing from the south-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-16.2,,,,,,3.9,-21.5,No precipitation,12,,,,
15.01.2020 17:00,-19.9,760.9,771.2,,81,Wind blowing from the north-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-16.2,,,,,,7.0,-22.3,No precipitation,6,,,,
15.01.2020 14:00,-16.6,760.9,771.1,,73,Wind blowing from the east-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-14.5,,,,,,5.0,-20.3,No precipitation,12,,,,
15.01.2020 11:00,-19.3,761.5,771.8,,82,Wind blowing from the south-west,1,,1,20–30%., ,,,-26.1,-11.9,,,2500 or more  or no clouds.,,,3.8,-21.6,No precipitation,6,,,,
15.01.2020 08:00,-25.1,762.1,772.4,0.0,78,Wind blowing from the north-northeast,0,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-11.9,,,,,,1.7,-27.8,No precipitation,12,,,,
15.01.2020 05:00,-24.7,762.1,772.5,,80,Wind blowing from the north-northeast,1,,,,Fog or ice fog. ,,,-24.7,-11.9,,,,,,2.2,-27.2,No precipitation,6,,,,
15.01.2020 02:00,-22.1,762.2,772.5,,85,Wind blowing from the south,0,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-11.9,,,2500 or more  or no clouds.,,,0.1,-23.9,No precipitation,12,,,,
14.01.2020 20:00,-18.4,762.4,772.7,,84,Wind blowing from the south-southwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-11.9,,,,,,3.4,-20.4,No precipitation,12,,,,
14.01.2020 17:00,-18.0,761.9,772.2,,81,Wind blowing from the east-southeast,1,,4,no clouds, ,,,-22.0,-11.9,,,,,,4.1,-20.5,No precipitation,6,,,,
14.01.2020 14:00,-14.5,761.3,771.4,0.1,68,Wind blowing from the south-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-11.9,,,2500 or more  or no clouds.,,,6.0,-19.1,No precipitation,12,,,,
14.01.2020 11:00,-13.6,761.2,771.4,,67,Wind blowing from the south,1,,6,40%., ,,,-22.0,-13.0,,,2500 or more  or no clouds.,,,3.2,-18.4,No precipitation,6,,,,
14.01.2020 08:00,-20.7,761.1,771.4,1.2,85,Wind blowing from the north-west,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-13.0,,,,,,2.0,-22.6,No precipitation,12,,,,
14.01.2020 05:00,-19.7,759.9,770.1,,80,Wind blowing from the south-southeast,1,,6,,Mist. ,,,-22.6,-13.0,,,,,,6.0,-22.3,No precipitation,6,,,,
14.01.2020 02:00,-15.8,759.1,769.2,,75,Wind blowing from the west,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-13.0,,,2500 or more  or no clouds.,,,8.0,-19.2,No precipitation,12,,,,
13.01.2020 20:00,-18.4,757.6,767.9,1.0,89,Wind blowing from the east-northeast,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-13.0,,,2500 or more  or no clouds.,,,4.3,-19.8,No precipitation,12,,,,
13.01.2020 17:00,-17.9,756.6,766.8,,76,Wind blowing from the north-east,2,,4,20–30%., ,,,-22.6,-13.0,,,2500 or more  or no clouds.,,,7.0,-21.1,No precipitation,6,,,,
13.01.2020 14:00,-13.6,755.5,765.5,0.6,67,Wind blowing from the south-southwest,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-12.0,,,2500 or more  or no clouds.,,,7.0,-18.4,No precipitation,12,,,,
13.01.2020 11:00,-16.7,754.9,765.1,,77,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-11.6,,,2500 or more  or no clouds.,,,5.0,-19.8,No precipitation,6,,,,
13.01.2020 08:00,-22.4,754.6,764.8,1.5,82,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-11.6,,,2500 or more  or no clouds.,,,3.2,-24.6,No precipitation,12,,,,
13.01.2020 05:00,-20.2,753.1,763.3,,83,Wind blowing from the west-northwest,2,,5,,Mist. ,,,-20.4,-11.6,,,,,,7.0,-22.3,No precipitation,6,,,,
13.01.2020 02:00,-18.7,752.9,762.9,,85,Wind blowing from the south,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-11.6,,,2500 or more  or no clouds.,,,6.0,-20.6,No precipitation,12,,,,
12.01.2020 20:00,-18.7,753.1,763.2,0.0,82,Wind blowing from the west-southwest,2,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-11.6,,,,,,3.1,-21.0,No precipitation,12,,,,
12.01.2020 17:00,-16.3,753.1,763.2,,81,Wind blowing from the south-southwest,1,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-10.8,,,,,,2.1,-18.9,No precipitation,6,,,,
12.01.2020 14:00,-12.1,753.2,763.1,-0.8,68,Wind blowing from the south-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-10.8,,,,,,6.0,-16.8,No precipitation,12,,,,
12.01.2020 11:00,-13.2,754.0,763.9,,68,Wind blowing from the west,5,,9,no clouds, ,,,-20.1,-10.8,,,,,,5.0,-17.9,No precipitation,6,,,,
12.01.2020 08:00,-17.4,754.8,764.8,-0.1,76,Wind blowing from the west,5,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-10.8,,,,,,5.0,-20.6,No precipitation,12,,,,
12.01.2020 05:00,-18.4,754.9,764.8,,75,Wind blowing from the south-west,4,,9,,Haze. ,,,-21.4,-10.8,,,,,,5.0,-21.7,No precipitation,6,,,,
12.01.2020 02:00,-14.8,755.1,765.1,,76,Wind blowing from the west,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.8,,,2500 or more  or no clouds.,,,7.0,-18.2,No precipitation,12,,,,
11.01.2020 20:00,-12.0,754.8,764.8,,70,Wind blowing from the west,4,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-10.8,,,2500 or more  or no clouds.,,,7.0,-16.4,No precipitation,12,,,,
11.01.2020 17:00,-10.8,754.0,764.0,,70,Wind blowing from the west-northwest,3,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-10.8,,,2500 or more  or no clouds.,,,6.0,-15.2,No precipitation,6,,,,
11.01.2020 14:00,-12.3,753.4,763.3,-0.5,76,Wind blowing from the south,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-11.8,,,2500 or more  or no clouds.,,,5.0,-15.7,No precipitation,12,,,,
11.01.2020 11:00,-14.8,753.9,763.9,,78,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-12.4,,,2500 or more  or no clouds.,,,3.1,-17.8,No precipitation,6,,,,
11.01.2020 08:00,-19.6,753.9,764.0,0.8,84,Wind blowing from the north,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-12.4,,,2500 or more  or no clouds.,,,3.2,-21.6,No precipitation,12,,,,
11.01.2020 05:00,-20.0,753.1,763.2,,85,Wind blowing from the west,0,,4,,Mist. ,,,-20.8,-12.4,,,,,,3.0,-21.9,No precipitation,6,,,,
11.01.2020 02:00,-16.3,753.7,763.6,,86,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-12.4,,,2500 or more  or no clouds.,,,4.7,-18.1,No precipitation,12,,,,
10.01.2020 20:00,-15.0,754.6,764.8,-0.4,89,Wind blowing from the north-east,0,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-12.4,,,2500 or more  or no clouds.,,,3.8,-16.4,No precipitation,12,,,,
10.01.2020 17:00,-14.6,755.0,765.1,,82,Wind blowing from the north-northeast,1,,,70 – 80%., ,,,-20.8,-12.4,,,2500 or more  or no clouds.,,,6.0,-17.0,No precipitation,6,,,,
10.01.2020 14:00,-12.7,755.6,765.7,-1.0,69,Wind blowing from the east-southeast,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.5,,,2500 or more  or no clouds.,,,7.0,-17.2,No precipitation,12,,,,
10.01.2020 11:00,-14.3,756.6,766.6,,83,Wind blowing from the south,1,,1,90  or more  but not 100%, ,,,-20.8,-9.3,,,2500 or more  or no clouds.,,,4.0,-16.6,No precipitation,6,,,,
10.01.2020 08:00,-19.4,757.7,767.8,0.4,84,Wind blowing from the east,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.3,,,2500 or more  or no clouds.,,,2.3,-21.4,No precipitation,12,,,,
10.01.2020 05:00,-20.4,757.3,767.5,,84,Wind blowing from the north-east,1,,2,,Mist. ,,,-20.4,-9.3,,,,,,4.5,-22.4,No precipitation,6,,,,
10.01.2020 02:00,-18.0,757.7,767.7,,88,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-9.3,,,2500 or more  or no clouds.,,,0.9,-19.5,No precipitation,12,,,,
