Local time in Luzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.02.2020 14:00,10.2,732.9,766.3,-3.1,97,Wind blowing from the south,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,1500-2000,,,3.0,9.7,1.0,12,,,,
23.02.2020 11:00,9.4,736.0,769.6,,99,Wind blowing from the south,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.1,,,,1500-2000,,,2.2,9.3,1.0,6,,,,
23.02.2020 08:00,9.2,736.0,769.6,-0.1,98,Wind blowing from the south,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,12.3,,,1000-1500,,,1.0,8.9,0.5,12,,,,
23.02.2020 05:00,9.8,736.1,769.6,,91,Wind blowing from the south-east,1,,4,,Mist. ,,,8.2,12.3,,,,,,4.9,8.4,No precipitation,6,,,,
23.02.2020 02:00,10.0,737.9,771.4,,91,Wind blowing from the east-southeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.3,,,2500 or more  or no clouds.,,,4.8,8.6,No precipitation,12,,,,
22.02.2020 20:00,11.0,738.1,771.7,1.4,82,Wind blowing from the south-east,0,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.3,,,2000-2500,,,4.6,8.0,No precipitation,12,,,,
22.02.2020 17:00,11.8,736.7,770.2,,77,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,2000-2500,,,8.0,7.9,,,,,,
22.02.2020 14:00,11.4,738.1,771.7,-2.1,79,Wind blowing from the east,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,14.4,,,2000-2500,,,8.0,7.9,No precipitation,12,,,,
22.02.2020 11:00,9.6,740.2,774.0,,90,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,2000-2500,,,4.8,8.0,No precipitation,6,,,,
22.02.2020 08:00,8.2,739.6,773.3,0.5,93,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,14.4,,,2000-2500,,,4.5,7.1,No precipitation,12,,,,
22.02.2020 05:00,8.3,739.1,772.6,,92,Wind blowing from the south-east,1,,4,,Mist. ,,,7.5,14.4,,,,,,5.0,7.1,No precipitation,6,,,,
22.02.2020 02:00,8.4,740.1,773.7,,91,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,14.4,,,2500 or more  or no clouds.,,,6.0,7.0,No precipitation,12,,,,
21.02.2020 20:00,11.5,739.2,772.8,0.7,70,Wind blowing from the east-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,14.4,,,2000-2500,,,13.0,6.2,No precipitation,12,,,,
21.02.2020 17:00,13.4,738.5,772.0,,60,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,20.0,5.8,,,,,,
21.02.2020 14:00,13.4,740.0,773.6,-2.3,58,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.1,,,1000-1500,,,26.0,5.3,No precipitation,12,,,,
21.02.2020 11:00,11.2,742.3,776.1,,75,Wind blowing from the north-northwest,2,,4,100%., ,,,8.2,11.2,,,1000-1500,,,13.0,6.9,No precipitation,6,,,,
21.02.2020 08:00,9.1,741.1,775.0,,85,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.1,,,1500-2000,,,8.0,6.7,No precipitation,12,,,,
21.02.2020 05:00,8.8,739.9,773.7,,86,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,7.0,6.6,,,,,,
21.02.2020 02:00,8.5,740.2,774.1,,91,Wind blowing from the south,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,2500 or more  or no clouds.,,,6.0,7.1,No precipitation,12,,,,
20.02.2020 20:00,8.5,737.8,771.5,2.1,92,Wind blowing from the south-east,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.3,,,1500-2000,,,5.0,7.3,Trace of precipitation,12,,,,
20.02.2020 17:00,8.6,735.7,769.3,,91,Wind blowing from the south-east,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,1500-2000,,,6.0,7.2,No precipitation,6,,,,
20.02.2020 14:00,8.4,736.1,769.7,-0.7,93,Wind blowing from the south-southeast,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,1500-2000,,,4.4,7.3,Trace of precipitation,12,,,,
20.02.2020 11:00,9.9,736.8,770.3,,72,Wind blowing from the north-west,1,,3,100%., ,,,8.8,,,,1500-2000,,,15.0,5.1,No precipitation,6,,,,
20.02.2020 08:00,9.2,734.8,768.3,1.5,81,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,14.8,,,1500-2000,,,10.0,6.1,No precipitation,12,,,,
20.02.2020 05:00,9.2,733.3,766.5,,74,Wind blowing from the north-east,1,,,, ,,,,,,,,,,11.0,4.8,,,,,,
20.02.2020 02:00,9.9,733.6,766.9,,71,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,14.8,,,2500 or more  or no clouds.,,,12.0,4.9,No precipitation,12,,,,
19.02.2020 20:00,11.3,732.4,766.0,0.7,62,Wind blowing from the north-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,14.8,,,,,,17.0,4.1,No precipitation,12,,,,
19.02.2020 17:00,14.0,731.7,765.0,,48,Wind blowing from the east-northeast,4,,,no clouds, ,,,,,,,,,,30.0,3.2,,,,,,
19.02.2020 14:00,13.1,734.2,767.5,-3.0,53,Wind blowing from the north-northwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,14.0,,,1000-1500,,,26.0,3.7,0.5,12,,,,
19.02.2020 11:00,10.5,737.2,770.9,,64,Wind blowing from the north-east,1,,6,no clouds, ,,,5.3,10.5,,,,,,20.0,4.0,No precipitation,6,,,,
19.02.2020 08:00,5.6,736.9,770.8,0.0,89,Wind blowing from the south,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,9.4,,,2500 or more  or no clouds.,,,13.0,3.9,0.5,12,,,,
19.02.2020 05:00,6.2,736.9,770.7,,95,Wind blowing from the south,1,,3,,Mist. ,,,6.2,9.4,,,,,,5.0,5.5,0.5,6,,,,
19.02.2020 02:00,7.2,737.4,771.2,,84,Wind blowing from the east-southeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.4,,,2500 or more  or no clouds.,,,7.0,4.7,No precipitation,12,,,,
18.02.2020 20:00,8.5,735.7,769.4,1.2,68,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.7,,,1500-2000,,,8.0,2.9,No precipitation,12,,,,
18.02.2020 17:00,9.3,734.5,768.2,,61,Wind blowing from the north,1,,,100%., ,,,,,,,1500-2000,,,12.0,2.2,,,,,,
18.02.2020 14:00,9.0,735.9,769.6,-2.2,68,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,11.8,,,2000-2500,,,12.0,3.4,No precipitation,12,,,,
18.02.2020 11:00,7.7,738.1,772.0,,76,Wind blowing from the east-northeast,1,,,100%., ,,,6.9,,,,2000-2500,,,16.0,3.6,No precipitation,6,,,,
18.02.2020 08:00,7.5,737.7,771.4,0.0,66,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,11.8,,,2000-2500,,,19.0,1.4,No precipitation,12,,,,
18.02.2020 05:00,7.0,737.7,771.4,,73,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,18.0,2.5,,,,,,
18.02.2020 02:00,7.1,739.7,773.6,,76,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.8,,,2500 or more  or no clouds.,,,14.0,3.2,No precipitation,12,,,,
17.02.2020 20:00,9.7,740.1,774.0,0.6,48,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.8,,,2500 or more  or no clouds.,,,22.0,-0.8,No precipitation,12,,,,
17.02.2020 17:00,11.1,739.5,773.3,,37,Wind blowing from the north-east,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,27.0,-3.0,,,,,,
17.02.2020 14:00,9.9,741.1,774.9,-1.5,57,Wind blowing from the east,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.9,,,2500 or more  or no clouds.,,,21.0,1.8,No precipitation,12,,,,
17.02.2020 11:00,7.9,742.6,776.6,,68,Wind blowing from the south,1,,3,100%., ,,,6.3,,,,2500 or more  or no clouds.,,,24.0,2.2,No precipitation,6,,,,
17.02.2020 08:00,6.7,741.9,775.9,1.0,68,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,11.9,,,2500 or more  or no clouds.,,,25.0,1.2,No precipitation,12,,,,
17.02.2020 05:00,6.9,740.9,774.7,,70,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,25.0,1.8,,,,,,
17.02.2020 02:00,8.2,741.5,775.3,,63,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,11.9,,,2500 or more  or no clouds.,,,20.0,1.4,No precipitation,12,,,,
16.02.2020 20:00,9.7,738.4,772.4,1.4,41,Wind blowing from the north-east,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,11.9,,,2500 or more  or no clouds.,,,30.0,-2.9,No precipitation,12,,,,
16.02.2020 17:00,11.2,737.0,770.9,,29,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-6.2,,,,,,
16.02.2020 14:00,11.5,738.6,772.5,-2.8,30,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,11.7,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,12,,,,
16.02.2020 11:00,9.3,741.4,775.6,,44,Wind blowing from the south-west,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-2.3,,,,,,
16.02.2020 08:00,3.6,741.7,776.2,-0.1,71,Wind blowing from the south,2,,8,50%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-1.2,Trace of precipitation,12,,,,
16.02.2020 05:00,3.8,741.8,776.2,,77,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,30.0,0.0,,,,,,
16.02.2020 02:00,3.8,743.2,777.6,,79,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,11.7,,,2500 or more  or no clouds.,,,30.0,0.5,0.2,12,,,,
15.02.2020 20:00,3.8,741.1,775.3,2.1,88,Wind blowing from the east-southeast,3,,14,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.8,,,1500-2000,,,26.0,2.0,0.2,12,,,,
15.02.2020 17:00,5.6,739.0,772.9,,67,Wind blowing from the east,4,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,,,,1000-1500,,,30.0,-0.2,No precipitation,6,,,,
15.02.2020 14:00,6.4,738.6,772.3,-0.2,65,Wind blowing from the east-southeast,3,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,19.0,,,1000-1500,,,30.0,0.3,1.0,12,,,,
15.02.2020 11:00,7.0,738.8,772.3,,59,Wind blowing from the north-east,5,,14,100%., ,,,7.0,19.3,,,1500-2000,,,30.0,-0.5,No precipitation,6,,,,
15.02.2020 08:00,9.2,735.5,768.7,2.8,58,Wind blowing from the north,4,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,19.3,,,1500-2000,,,30.0,1.4,2.0,12,,,,
15.02.2020 05:00,10.1,732.7,765.5,,60,Wind blowing from the north-northwest,2,,10,, ,,,9.4,19.3,,,,,,30.0,2.5,2.0,6,,,,
15.02.2020 02:00,11.7,731.7,764.4,,60,Wind blowing from the north-northwest,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,19.3,,,2500 or more  or no clouds.,,,30.0,4.2,0.2,12,,,,
14.02.2020 20:00,16.7,726.9,759.4,2.8,59,Wind blowing from the north-northwest,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.3,,,2000-2500,,,12.0,8.7,No precipitation,12,,,,
14.02.2020 17:00,18.2,724.1,756.4,,55,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,19.0,9.0,,,,,,
14.02.2020 14:00,19.0,724.4,756.7,-1.6,55,Wind blowing from the west-northwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.9,,,2500 or more  or no clouds.,,,18.0,9.8,No precipitation,12,,,,
14.02.2020 11:00,16.0,726.0,758.5,,74,Wind blowing from the south-west,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.9,,,2500 or more  or no clouds.,,,5.0,11.4,No precipitation,6,,,,
14.02.2020 08:00,12.3,724.4,756.8,1.1,91,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,19.9,,,2000-2500,,,4.6,10.9,No precipitation,12,,,,
14.02.2020 05:00,12.8,723.3,755.5,,88,Wind blowing from the north-northwest,1,,6,,Mist. ,,,11.6,19.9,,,,,,6.0,10.9,No precipitation,6,,,,
14.02.2020 02:00,12.4,724.6,757.0,,88,Wind blowing from the east-southeast,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,19.9,,,2500 or more  or no clouds.,,,6.0,10.5,No precipitation,12,,,,
13.02.2020 20:00,17.2,723.5,755.9,1.0,63,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,19.9,,,,,,11.0,10.1,No precipitation,12,,,,
13.02.2020 17:00,19.5,722.5,754.8,,52,Wind blowing from the north-northeast,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,18.0,9.4,,,,,,
13.02.2020 14:00,18.7,724.3,756.7,-2.7,52,Wind blowing from the east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,18.8,,,2500 or more  or no clouds.,,,12.0,8.7,No precipitation,12,,,,
13.02.2020 11:00,15.7,727.0,759.6,,71,Wind blowing from the east-northeast,1,,3,20–30%., ,,,11.6,17.6,,,2500 or more  or no clouds.,,,9.0,10.5,No precipitation,6,,,,
13.02.2020 08:00,11.7,727.0,759.7,0.2,87,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,17.6,,,2500 or more  or no clouds.,,,8.0,9.6,No precipitation,12,,,,
13.02.2020 05:00,12.3,726.8,759.4,,83,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,10.0,9.5,,,,,,
13.02.2020 02:00,12.4,728.0,760.6,,85,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.6,,,2500 or more  or no clouds.,,,7.0,10.0,No precipitation,12,,,,
12.02.2020 20:00,15.1,727.4,760.3,0.9,67,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.6,,,2500 or more  or no clouds.,,,10.0,9.0,No precipitation,12,,,,
12.02.2020 17:00,17.4,726.5,759.3,,56,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,22.0,8.5,,,,,,
12.02.2020 14:00,16.4,727.9,760.7,-3.2,65,Wind blowing from the north-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.7,,,,,,22.0,9.8,No precipitation,12,,,,
12.02.2020 11:00,11.8,731.1,764.2,,83,Wind blowing from the north-northeast,2,,3,100%., ,,,7.9,17.7,,,2500 or more  or no clouds.,,,15.0,9.0,No precipitation,6,,,,
12.02.2020 08:00,8.1,730.3,763.4,0.0,97,Wind blowing from the east,1,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,17.7,,,2500 or more  or no clouds.,,,5.0,7.7,No precipitation,12,,,,
12.02.2020 05:00,8.1,730.3,763.3,,96,Wind blowing from the south-southwest,2,,7,,Mist. ,,,6.7,17.7,,,,,,7.0,7.5,No precipitation,6,,,,
12.02.2020 02:00,9.7,731.8,764.8,,90,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,17.7,,,2500 or more  or no clouds.,,,11.0,8.1,No precipitation,12,,,,
11.02.2020 20:00,14.2,730.5,763.7,1.4,66,Wind blowing from the east-northeast,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,17.7,,,2500 or more  or no clouds.,,,18.0,7.9,No precipitation,12,,,,
11.02.2020 17:00,17.0,729.1,762.0,,50,Wind blowing from the east-northeast,2,,,10%  or less  but not 0, ,,,,,,,1000-1500,,,30.0,6.5,,,,,,
11.02.2020 14:00,16.2,730.3,763.1,-2.1,58,Wind blowing from the north-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,16.4,,,1000-1500,,,23.0,7.9,No precipitation,12,,,,
11.02.2020 11:00,13.5,732.4,765.4,,77,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,13.6,,,,,,18.0,9.6,No precipitation,6,,,,
11.02.2020 08:00,6.7,731.5,765.0,0.4,99,Wind blowing from the south-southeast,2,,5,60%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,12.8,,,1000-1500,,,0.2,6.6,No precipitation,12,,,,
11.02.2020 05:00,8.8,731.1,764.3,,98,Wind blowing from the south-east,2,,5,,Mist. ,,,8.8,12.8,,,,,,0.5,8.5,No precipitation,6,,,,
11.02.2020 02:00,10.2,731.7,764.8,,93,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,12.8,,,2500 or more  or no clouds.,,,7.0,9.1,No precipitation,12,,,,
10.02.2020 20:00,11.3,730.9,764.1,0.9,84,Wind blowing from the south-east,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,12.8,,,2000-2500,,,16.0,8.7,0.3,12,,,,
10.02.2020 17:00,12.1,730.0,763.2,,77,Wind blowing from the east-northeast,3,,,100%., ,,,,,,,2000-2500,,,27.0,8.2,,,,,,
10.02.2020 14:00,12.4,731.2,764.3,-2.9,82,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,9.2,13.7,,,1000-1500,,,25.0,9.4,1.0,12,,,,
10.02.2020 11:00,10.2,734.1,767.5,,97,Wind blowing from the south-east,2,,5,100%.,Fog or ice fog. ,Rain.,Drizzle.,9.2,,,,1500-2000,,,8.0,9.7,1.0,6,,,,
10.02.2020 08:00,9.3,733.7,767.1,0.2,98,Wind blowing from the south-east,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.7,,,1000-1500,,,2.0,9.0,1.0,12,,,,
10.02.2020 05:00,9.7,733.5,766.8,,94,Wind blowing from the north-east,2,,5,,Mist. ,,,8.2,13.7,,,,,,7.0,8.8,No precipitation,6,,,,
10.02.2020 02:00,10.0,734.7,768.0,,93,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,13.7,,,2500 or more  or no clouds.,,,10.0,8.9,No precipitation,12,,,,
09.02.2020 20:00,11.2,735.8,769.3,-0.1,85,Wind blowing from the east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,13.7,,,2500 or more  or no clouds.,,,30.0,8.8,Trace of precipitation,12,,,,
09.02.2020 17:00,12.5,735.9,769.3,,74,Wind blowing from the east-northeast,3,,,100%., ,,,,,,,2000-2500,,,30.0,8.0,,,,,,
09.02.2020 14:00,12.8,738.3,771.8,-3.0,74,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,12.8,,,1000-1500,,,30.0,8.3,1.0,12,,,,
09.02.2020 11:00,9.8,741.3,775.1,,96,Wind blowing from the south-southeast,1,,4,100%., ,,,8.2,9.8,,,1500-2000,,,9.0,9.2,0.1,6,,,,
09.02.2020 08:00,8.3,740.8,774.7,0.0,99,Wind blowing from the south-east,1,,4,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,8.2,9.2,,,1500-2000,,,2.9,8.2,2.0,12,,,,
09.02.2020 05:00,8.4,740.8,774.7,,99,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.3,9.2,,,,,,1.2,8.3,2.0,6,,,,
09.02.2020 02:00,8.5,741.3,775.2,,99,Wind blowing from the west-northwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,9.3,,,2500 or more  or no clouds.,,,1.7,8.4,1.0,12,,,,
08.02.2020 20:00,8.8,739.9,773.7,1.8,99,Wind blowing from the west,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,9.8,,,1500-2000,,,2.5,8.7,0.4,12,,,,
08.02.2020 17:00,8.9,738.1,771.8,,98,Wind blowing from the north-west,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,1500-2000,,,2.2,8.6,0.3,6,,,,
08.02.2020 14:00,9.1,738.5,772.3,-1.7,96,Wind blowing from the north-northwest,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,8.4,10.2,,,1500-2000,,,4.5,8.5,1.0,12,,,,
08.02.2020 11:00,8.9,740.2,774.0,,99,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,8.4,10.2,,,1500-2000,,,3.8,8.8,0.8,6,,,,
08.02.2020 08:00,8.5,738.3,772.0,0.5,99,Wind blowing from the north-northwest,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,7.5,10.2,,,1500-2000,,,1.6,8.4,0.8,12,,,,
