Local time in Erenhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.01.2020 11:00,-13.2,686.2,778.9,,66,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-20.8,-4.9,,,,,,8.0,-18.2,No precipitation,6,,,,
26.01.2020 08:00,-20.5,686.0,779.7,,78,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,,,,,,,7.0,-23.3,No precipitation,12,,,,
26.01.2020 05:00,-19.4,685.8,777.3,,80,Wind blowing from the east,2,,8,, ,,,-21.4,-4.9,,,,,,9.0,-22.0,No precipitation,6,,,,
26.01.2020 02:00,-18.6,686.4,778.1,,80,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-4.9,,,2500 or more  or no clouds.,,,9.0,-21.2,No precipitation,12,,,,
25.01.2020 23:00,-17.8,686.8,779.8,,79,Wind blowing from the east,3,,8,, ,,,-22.0,-4.9,,,,,,10.0,-20.6,No precipitation,6,,,,
25.01.2020 20:00,-15.3,686.8,780.6,,77,Wind blowing from the east,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-4.9,,,,,,10.0,-18.4,No precipitation,12,,,,
25.01.2020 17:00,-5.4,686.1,777.9,,58,Wind blowing from the east,3,,4,no clouds, ,,,-22.0,-4.9,,,,,,13.0,-12.4,No precipitation,6,,,,
25.01.2020 14:00,-6.7,686.1,777.9,-0.8,53,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-6.7,,,,,,13.0,-14.9,No precipitation,12,,,,
25.01.2020 11:00,-14.2,686.9,780.0,,63,Wind blowing from the east-southeast,2,,4,no clouds, ,,,-22.0,-6.8,,,,,,9.0,-19.7,No precipitation,6,,,,
25.01.2020 08:00,-21.0,686.5,780.0,0.1,76,Wind blowing from the east-northeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-6.8,,,,,,7.0,-24.1,No precipitation,12,,,,
25.01.2020 05:00,-20.8,686.4,778.6,,81,Wind blowing from the east,2,,4,,Haze. ,,,-22.7,-6.8,,,,,,7.0,-23.2,No precipitation,6,,,,
25.01.2020 02:00,-19.5,687.0,779.6,0.2,75,Wind blowing from the east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-6.8,,,2500 or more  or no clouds.,,,2.2,-22.8,No precipitation,12,,,,
24.01.2020 23:00,-18.0,686.8,780.5,,76,Wind blowing from the south-west,1,,5,,Haze. ,,,-22.7,-6.8,,,,,,7.0,-21.2,No precipitation,6,,,,
24.01.2020 20:00,-13.5,687.1,781.0,0.5,69,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-6.8,,,,,,9.0,-18.0,No precipitation,12,,,,
24.01.2020 17:00,-7.3,686.6,779.0,,57,Wind blowing from the south-southwest,1,,5,no clouds, ,,,-22.7,-5.5,,,,,,15.0,-14.4,No precipitation,6,,,,
24.01.2020 14:00,-10.2,686.8,779.5,-1.4,61,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-4.2,,,2500 or more  or no clouds.,,,14.0,-16.3,No precipitation,12,,,,
24.01.2020 11:00,-17.2,688.2,781.9,,73,Wind blowing from the east,3,,,10%  or less  but not 0, ,,,-22.7,,,,2500 or more  or no clouds.,,,9.0,-21.0,No precipitation,6,,,,
24.01.2020 08:00,-22.6,688.3,782.2,0.0,80,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-4.2,,,,,,9.0,-25.1,No precipitation,12,,,,
24.01.2020 05:00,-21.6,688.3,780.6,,78,Wind blowing from the east,3,,,, ,,,-21.7,-4.2,,,,,,11.0,-24.4,No precipitation,6,,,,
24.01.2020 02:00,-20.1,688.6,780.6,-0.3,78,Wind blowing from the east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-4.2,,,2500 or more  or no clouds.,,,11.0,-22.9,No precipitation,12,,,,
23.01.2020 23:00,-17.5,688.9,781.6,,75,Wind blowing from the east,3,,,, ,,,-20.6,-4.2,,,,,,9.0,-20.9,No precipitation,6,,,,
23.01.2020 20:00,-12.9,688.6,782.0,1.4,68,Wind blowing from the east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-4.2,,,,,,18.0,-17.6,No precipitation,12,,,,
23.01.2020 17:00,-5.4,687.2,778.8,,30,Wind blowing from the north-east,1,,5,no clouds, ,,,-20.6,-2.7,,,,,,28.0,-20.3,No precipitation,6,,,,
23.01.2020 14:00,-5.1,686.6,777.6,-0.2,40,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.4,,,,,,28.0,-16.6,No precipitation,12,,,,
23.01.2020 11:00,-11.2,686.8,778.6,,66,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-20.6,-1.4,,,,,,18.0,-16.3,No precipitation,6,,,,
23.01.2020 08:00,-20.0,685.7,778.3,1.1,82,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.4,,,,,,18.0,-22.3,No precipitation,12,,,,
23.01.2020 05:00,-18.6,684.6,775.3,,79,Wind blowing from the west,2,,6,, ,,,-19.7,-1.4,,,,,,21.0,-21.3,No precipitation,6,,,,
23.01.2020 02:00,-16.0,683.5,773.6,,76,Wind blowing from the west-southwest,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-1.4,,,2500 or more  or no clouds.,,,18.0,-19.3,No precipitation,12,,,,
22.01.2020 23:00,-14.1,682.3,773.2,,74,Wind blowing from the east-southeast,0,,12,, ,,,-19.7,-1.4,,,,,,21.0,-17.7,No precipitation,6,,,,
22.01.2020 20:00,-10.1,680.9,772.5,2.0,66,Wind blowing from the west-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-1.4,,,,,,21.0,-15.4,No precipitation,12,,,,
22.01.2020 17:00,-2.7,678.9,768.7,,44,Wind blowing from the west-northwest,4,,12,no clouds, ,,,-19.7,-1.4,,,,,,21.0,-13.5,No precipitation,6,,,,
22.01.2020 14:00,-2.6,678.0,767.2,,45,Wind blowing from the west-northwest,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-2.2,,,,,,20.0,-12.9,No precipitation,12,,,,
22.01.2020 11:00,-9.5,679.2,769.3,,67,Wind blowing from the south-west,5,,7,no clouds, ,,,-19.7,-2.2,,,,,,11.0,-14.5,No precipitation,6,,,,
22.01.2020 08:00,-18.4,679.0,770.4,0.2,85,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-2.2,,,,,,8.0,-20.3,No precipitation,12,,,,
22.01.2020 05:00,-17.6,678.8,769.0,,82,Wind blowing from the east-northeast,2,,5,, ,,,-17.6,-2.2,,,,,,8.0,-19.9,No precipitation,6,,,,
22.01.2020 02:00,-14.9,679.6,769.3,,82,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.2,,,2500 or more  or no clouds.,,,10.0,-17.3,No precipitation,12,,,,
21.01.2020 23:00,-12.0,679.9,769.8,,77,Wind blowing from the east-northeast,2,,6,, ,,,-15.7,-2.2,,,,,,12.0,-15.2,No precipitation,6,,,,
21.01.2020 20:00,-10.6,679.7,770.7,1.3,75,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.2,,,,,,10.0,-14.2,No precipitation,12,,,,
21.01.2020 17:00,-4.9,678.4,767.5,,66,Wind blowing from the west-southwest,3,,8,no clouds, ,,,-15.7,-2.2,,,,,,17.0,-10.3,No precipitation,6,,,,
21.01.2020 14:00,-3.7,677.9,766.7,,57,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-3.7,,,,,,15.0,-11.0,No precipitation,12,,,,
21.01.2020 11:00,-8.3,679.1,768.6,,69,Wind blowing from the west-southwest,3,,,no clouds, ,,,-15.7,-5.3,,,,,,13.0,-13.1,No precipitation,6,,,,
21.01.2020 08:00,-15.4,677.9,768.7,1.2,80,Wind blowing from the west-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-5.3,,,,,,11.0,-18.1,No precipitation,12,,,,
21.01.2020 05:00,-12.2,676.7,766.0,,76,Wind blowing from the west-southwest,6,,,, ,,,,-5.3,,,,,,10.0,-15.6,No precipitation,6,,,,
21.01.2020 02:00,-11.6,676.3,765.7,-0.4,76,Wind blowing from the south-west,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.3,,,2500 or more  or no clouds.,,,10.0,-15.1,No precipitation,12,,,,
20.01.2020 23:00,-10.1,676.7,766.6,,73,Wind blowing from the south-west,8,,13,, ,,,-21.2,-5.3,,,,,,12.0,-14.0,No precipitation,6,,,,
20.01.2020 20:00,-10.7,676.9,768.5,,80,Wind blowing from the west-southwest,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-5.3,,,,,,12.0,-13.5,No precipitation,12,,,,
20.01.2020 17:00,-7.0,677.0,767.7,,64,Wind blowing from the west-southwest,3,,13,no clouds, ,,,-21.2,-5.3,,,,,,23.0,-12.8,No precipitation,6,,,,
20.01.2020 14:00,-7.8,678.5,769.3,-2.8,53,Wind blowing from the south-west,10,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-7.5,,,,,,24.0,-15.9,No precipitation,12,,,,
20.01.2020 11:00,-12.5,681.3,773.2,,54,Wind blowing from the west-southwest,6,,10,no clouds, ,,,-21.2,-7.2,,,,,,30.0,-19.9,No precipitation,6,,,,
20.01.2020 08:00,-21.1,681.9,774.8,0.2,73,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-7.2,,,,,,30.0,-24.7,No precipitation,12,,,,
20.01.2020 05:00,-19.7,681.7,773.5,,72,Wind blowing from the west-southwest,3,,7,, ,,,-20.1,-7.2,,,,,,30.0,-23.5,No precipitation,6,,,,
20.01.2020 02:00,-18.4,682.3,773.5,-0.1,74,Wind blowing from the west-southwest,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-7.2,,,2500 or more  or no clouds.,,,28.0,-21.9,No precipitation,12,,,,
19.01.2020 23:00,-17.4,682.4,774.2,,76,Wind blowing from the west,2,,17,, ,,,-18.9,-7.2,,,,,,27.0,-20.6,No precipitation,6,,,,
19.01.2020 20:00,-13.7,682.0,773.7,1.8,69,Wind blowing from the west-northwest,3,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-7.2,,,,,,25.0,-18.2,No precipitation,12,,,,
19.01.2020 17:00,-8.9,680.2,771.1,,54,Wind blowing from the west-northwest,4,,17,no clouds, ,,,-19.2,-7.2,,,,,,26.0,-16.5,No precipitation,6,,,,
19.01.2020 14:00,-7.7,678.4,769.1,-0.3,51,Wind blowing from the west-northwest,10,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-6.3,,,,,,16.0,-16.1,No precipitation,12,,,,
19.01.2020 11:00,-11.4,678.7,770.2,,58,Wind blowing from the west-northwest,7,,10,no clouds, ,,,-19.2,-6.1,,,,,,13.0,-18.0,No precipitation,6,,,,
19.01.2020 08:00,-14.7,677.2,768.1,0.3,63,Wind blowing from the west,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-6.1,,,2500 or more  or no clouds.,,,10.0,-20.2,No precipitation,12,,,,
19.01.2020 05:00,-16.3,676.9,767.2,,74,Wind blowing from the west-southwest,3,,,, ,,,-19.2,-6.1,,,,,,12.0,-19.9,No precipitation,6,,,,
19.01.2020 02:00,-17.9,678.6,769.1,-1.6,74,Wind blowing from the west-southwest,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-6.1,,,2500 or more  or no clouds.,,,18.0,-21.4,No precipitation,12,,,,
18.01.2020 23:00,-18.1,680.2,771.3,,68,Wind blowing from the west-southwest,4,,17,, ,,,-19.2,-6.1,,,,,,20.0,-22.6,No precipitation,6,,,,
18.01.2020 20:00,-13.0,680.3,770.9,1.6,63,Wind blowing from the west-northwest,5,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.1,,,,,,23.0,-18.7,Trace of precipitation,12,,,,
18.01.2020 17:00,-7.8,678.7,769.0,,48,Wind blowing from the west-northwest,8,,17,no clouds, ,,,-15.9,-6.1,,,,,,14.0,-17.1,Trace of precipitation,6,,,,
18.01.2020 14:00,-6.6,678.1,768.1,-0.9,50,Wind blowing from the west-northwest,12,,17,no clouds,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.1,,,,,,8.0,-15.5,Trace of precipitation,12,,,,
18.01.2020 11:00,-8.5,679.0,769.0,,66,Wind blowing from the west,4,,11,10%  or less  but not 0, ,,,-16.8,-8.5,,,2500 or more  or no clouds.,,,15.0,-13.7,No precipitation,6,,,,
18.01.2020 08:00,-10.5,678.7,769.2,0.2,73,Wind blowing from the west-southwest,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-8.7,,,1500-2000,,,11.0,-14.4,No precipitation,12,,,,
18.01.2020 05:00,-15.8,678.5,769.3,,80,Wind blowing from the west-southwest,5,,10,,Haze. ,,,-23.6,-8.7,,,,,,6.0,-18.5,No precipitation,6,,,,
18.01.2020 02:00,-15.3,680.5,771.4,-0.9,80,Wind blowing from the south-west,4,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-8.7,,,2500 or more  or no clouds.,,,6.0,-18.0,No precipitation,12,,,,
17.01.2020 23:00,-13.0,681.4,773.2,,81,Wind blowing from the south-west,6,,10,, ,,,-23.6,-8.7,,,,,,8.0,-15.6,No precipitation,6,,,,
17.01.2020 20:00,-13.8,682.1,775.4,-0.1,85,Wind blowing from the south-west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-8.7,,,,,,10.0,-15.8,No precipitation,12,,,,
17.01.2020 17:00,-10.6,682.2,774.5,,72,Wind blowing from the south-east,2,,4,no clouds, ,,,-23.6,-8.7,,,,,,12.0,-14.7,No precipitation,6,,,,
17.01.2020 14:00,-9.9,682.9,775.1,-1.6,67,Wind blowing from the south-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-9.9,,,,,,14.0,-14.9,0.1,12,,,,
17.01.2020 11:00,-16.9,684.5,778.4,,70,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-15.2,,,,,,9.0,-21.1,No precipitation,6,,,,
17.01.2020 08:00,-23.0,684.1,778.9,0.4,75,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-15.2,,,,,,8.0,-26.2,0.1,12,,,,
17.01.2020 05:00,-20.9,683.7,777.4,,76,Wind blowing from the east-northeast,2,,6,, ,,,-26.5,-15.2,,,,,,12.0,-24.0,0.1,6,,,,
17.01.2020 02:00,-20.2,684.4,777.9,-0.4,72,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-15.2,,,2500 or more  or no clouds.,,,11.0,-23.9,No precipitation,12,,,,
16.01.2020 23:00,-21.1,684.8,779.6,,73,Wind blowing from the east-northeast,2,,6,, ,,,-26.5,-15.2,,,,,,8.0,-24.7,No precipitation,6,,,,
16.01.2020 20:00,-20.1,685.0,780.3,0.3,74,Wind blowing from the east,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-15.2,,,,,,8.0,-23.5,No precipitation,12,,,,
16.01.2020 17:00,-16.5,684.7,779.5,,73,Wind blowing from the east,3,,,20–30%., ,,,-26.5,-13.5,,,2500 or more  or no clouds.,,,10.0,-20.2,No precipitation,6,,,,
16.01.2020 14:00,-16.3,685.0,779.8,-2.3,68,Wind blowing from the east-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.4,,,,,,10.0,-20.8,No precipitation,12,,,,
16.01.2020 11:00,-21.3,687.3,782.9,,77,Wind blowing from the east,3,,,20–30%., ,,,-26.5,,,,2500 or more  or no clouds.,,,8.0,-24.3,No precipitation,6,,,,
16.01.2020 08:00,-25.0,687.0,782.5,0.4,77,Wind blowing from the east,3,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.4,,,2500 or more  or no clouds.,,,5.0,-27.9,No precipitation,12,,,,
16.01.2020 05:00,-26.0,686.6,781.0,,75,Wind blowing from the east-northeast,1,,,, ,,,-27.3,-11.4,,,,,,9.0,-29.1,No precipitation,6,,,,
16.01.2020 02:00,-25.6,687.4,781.6,-0.1,75,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,-11.4,,,2500 or more  or no clouds.,,,7.0,-28.7,No precipitation,12,,,,
15.01.2020 23:00,-23.7,687.5,782.6,,77,Calm  no wind,0,,,, ,,,-27.3,-11.4,,,,,,8.0,-26.6,No precipitation,6,,,,
15.01.2020 20:00,-19.7,687.4,782.7,1.1,80,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,-11.4,,,,,,9.0,-22.3,No precipitation,12,,,,
15.01.2020 17:00,-13.5,686.3,781.0,,65,Wind blowing from the south-west,2,,4,no clouds, ,,,-27.3,-11.4,,,,,,15.0,-18.7,No precipitation,6,,,,
15.01.2020 14:00,-12.4,685.6,779.6,-0.7,62,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,-12.4,,,,,,18.0,-18.2,No precipitation,12,,,,
15.01.2020 11:00,-18.3,686.3,780.8,,69,Wind blowing from the south-west,1,,3,40%., ,,,-27.3,-13.3,,,2500 or more  or no clouds.,,,11.0,-22.6,No precipitation,6,,,,
15.01.2020 08:00,-23.5,685.3,780.4,0.7,78,Wind blowing from the south,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,-13.3,,,1500-2000,,,13.0,-26.3,No precipitation,12,,,,
15.01.2020 05:00,-27.1,684.6,779.2,,74,Wind blowing from the west,0,,6,, ,,,-27.2,-13.3,,,,,,9.0,-30.3,No precipitation,6,,,,
15.01.2020 02:00,-25.7,684.0,778.3,0.2,77,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-13.3,,,2500 or more  or no clouds.,,,13.0,-28.5,No precipitation,12,,,,
14.01.2020 23:00,-21.7,683.8,778.3,,78,Wind blowing from the east-southeast,2,,,, ,,,-24.9,-13.3,,,,,,8.0,-24.5,No precipitation,6,,,,
14.01.2020 20:00,-19.7,682.9,777.9,1.1,77,Wind blowing from the east-northeast,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-13.3,,,,,,12.0,-22.8,No precipitation,12,,,,
14.01.2020 17:00,-15.0,681.8,775.4,,67,Wind blowing from the east,2,,,20–30%., ,,,-24.9,-13.3,,,2500 or more  or no clouds.,,,17.0,-19.8,No precipitation,6,,,,
14.01.2020 14:00,-14.7,681.4,774.8,-1.5,64,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-14.1,,,2500 or more  or no clouds.,,,18.0,-20.0,No precipitation,12,,,,
14.01.2020 11:00,-20.0,682.9,777.1,,73,Wind blowing from the east,3,,,40%., ,,,-24.9,-14.1,,,2500 or more  or no clouds.,,,10.0,-23.6,No precipitation,6,,,,
14.01.2020 08:00,-24.7,683.2,778.3,-0.2,76,Wind blowing from the east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-14.1,,,1500-2000,,,11.0,-27.7,No precipitation,12,,,,
14.01.2020 05:00,-23.5,683.4,777.4,,78,Wind blowing from the east-southeast,1,,5,, ,,,-26.8,-14.1,,,,,,18.0,-26.3,No precipitation,6,,,,
14.01.2020 02:00,-23.1,684.0,777.8,-0.5,79,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-14.1,,,2500 or more  or no clouds.,,,21.0,-25.7,No precipitation,12,,,,
13.01.2020 23:00,-20.6,684.5,778.9,,82,Wind blowing from the west-southwest,4,,5,, ,,,-26.8,-14.1,,,,,,23.0,-22.9,No precipitation,6,,,,
13.01.2020 20:00,-20.0,684.4,780.0,0.4,82,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-14.1,,,,,,23.0,-22.3,No precipitation,12,,,,
13.01.2020 17:00,-15.9,684.0,778.6,,74,Wind blowing from the south-west,3,,5,no clouds, ,,,-26.8,-14.1,,,,,,25.0,-19.5,No precipitation,6,,,,
13.01.2020 14:00,-15.2,683.6,777.7,-0.9,74,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-12.9,,,,,,26.0,-18.8,No precipitation,12,,,,
13.01.2020 11:00,-20.3,684.5,779.7,,79,Wind blowing from the west-southwest,3,,4,no clouds, ,,,-26.8,-12.9,,,,,,24.0,-23.0,No precipitation,6,,,,
13.01.2020 08:00,-26.5,683.8,779.8,0.7,77,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,,,,,,,30.0,-29.3,No precipitation,12,,,,
13.01.2020 05:00,-25.9,683.1,777.6,,77,Wind blowing from the south-west,2,,4,, ,,,-25.9,-12.9,,,,,,30.0,-28.7,No precipitation,6,,,,
13.01.2020 02:00,-24.7,683.2,777.1,-0.4,79,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-12.9,,,2500 or more  or no clouds.,,,25.0,-27.3,No precipitation,12,,,,
12.01.2020 23:00,-24.2,683.6,778.3,,80,Wind blowing from the west-southwest,2,,5,, ,,,-25.9,-12.9,,,,,,27.0,-26.7,No precipitation,6,,,,
12.01.2020 20:00,-22.4,683.5,779.3,0.3,80,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-12.9,,,,,,22.0,-24.9,Trace of precipitation,12,,,,
