Local time in Enshi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 20:00,7.3,730.2,771.7,1.3,77,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.3,,,300-600,,,26.0,3.5,3.0,12,,,,
24.01.2020 17:00,7.7,728.9,770.3,,83,Wind blowing from the south,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.5,,,300-600,,,18.0,5.0,No precipitation,6,,,,
24.01.2020 14:00,7.4,729.1,770.5,-1.0,83,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.8,,,300-600,,,16.0,4.7,5.0,12,,,,
24.01.2020 11:00,6.7,730.1,771.6,,91,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.5,8.8,,,300-600,,,18.0,5.3,5.0,6,,,,
24.01.2020 08:00,7.1,728.8,770.2,1.4,91,Wind blowing from the north-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,7.1,8.8,,,300-600,,,10.0,5.7,2.0,12,,,,
24.01.2020 05:00,7.7,727.4,768.7,,82,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,17.0,4.7,,,,,,
24.01.2020 02:00,8.0,727.7,768.9,0.0,80,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,9.6,,,2500 or more  or no clouds.,,,14.0,4.8,0.3,12,,,,
23.01.2020 23:00,8.1,727.7,768.9,,85,Wind blowing from the north-northwest,1,,3,, ,,,8.1,9.6,,,,,,10.0,5.7,0.1,6,,,,
23.01.2020 20:00,8.3,726.7,767.8,1.9,89,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.1,,,,300-600,,,9.0,6.6,0.5,12,,,,
23.01.2020 17:00,8.2,724.8,765.7,,88,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.1,11.2,,,300-600,,,11.0,6.3,0.2,6,,,,
23.01.2020 14:00,8.8,724.9,765.8,-1.8,83,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,11.4,,,300-600,,,9.0,6.1,2.0,12,,,,
23.01.2020 11:00,8.5,726.7,767.7,,91,Wind blowing from the north-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,11.4,,,300-600,,,9.0,7.1,2.0,6,,,,
23.01.2020 08:00,8.1,725.2,766.2,1.4,92,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,7.4,11.4,,,2500 or more  or no clouds.,,,9.0,6.9,2.0,12,,,,
23.01.2020 05:00,9.4,723.8,764.5,,74,Calm  no wind,0,,,, ,,,,,,,,,,20.0,5.0,,,,,,
23.01.2020 02:00,9.3,724.9,765.7,0.0,85,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,11.4,,,2500 or more  or no clouds.,,,8.0,6.9,No precipitation,12,,,,
22.01.2020 23:00,9.6,724.9,765.9,,88,Calm  no wind,0,,,,Mist. ,,,7.3,11.4,,,,,,7.0,7.7,No precipitation,6,,,,
22.01.2020 20:00,10.2,724.5,765.4,,85,Wind blowing from the north,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,11.4,,,2500 or more  or no clouds.,,,9.0,7.8,No precipitation,12,,,,
22.01.2020 17:00,11.2,723.3,764.1,,76,Wind blowing from the west,0,,,90  or more  but not 100%, ,,,,,,,,,,11.0,7.1,,,,,,
22.01.2020 14:00,10.5,723.7,764.5,,78,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,11.7,,,2500 or more  or no clouds.,,,9.0,6.8,9.0,12,,,,
22.01.2020 11:00,8.2,725.8,766.9,,93,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.3,,,,300-600,,,4.5,7.1,0.2,6,,,,
22.01.2020 08:00,7.4,724.7,765.7,1.5,96,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,6.6,11.7,,,300-600,,,1.6,6.8,13.0,12,,,,
22.01.2020 05:00,7.4,723.2,764.0,,95,Wind blowing from the west,0,,5,,Rain (not freezing) not falling as shower(s). ,,,6.5,11.7,,,,,,4.1,6.7,12.0,6,,,,
22.01.2020 02:00,7.8,723.3,764.1,-0.9,93,Wind blowing from the south-east,1,,5,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,11.7,,,2500 or more  or no clouds.,,,2.9,6.7,4.0,12,,,,
21.01.2020 23:00,8.8,724.2,765.1,,84,Wind blowing from the west-southwest,1,,3,, ,,,6.5,11.7,,,,,,9.0,6.2,No precipitation,6,,,,
21.01.2020 20:00,10.0,724.2,765.2,1.0,72,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,11.7,,,2500 or more  or no clouds.,,,11.0,5.2,No precipitation,12,,,,
21.01.2020 17:00,11.1,723.2,764.1,,63,Wind blowing from the west,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,17.0,4.3,,,,,,
21.01.2020 14:00,10.6,723.8,764.7,,67,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,10.6,,,2500 or more  or no clouds.,,,10.0,4.7,No precipitation,12,,,,
21.01.2020 11:00,8.1,726.5,767.8,,83,Wind blowing from the east-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.3,,,2500 or more  or no clouds.,,,6.0,5.4,No precipitation,6,,,,
21.01.2020 08:00,6.7,726.0,767.2,0.8,91,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,9.3,,,1500-2000,,,5.0,5.3,No precipitation,12,,,,
21.01.2020 05:00,6.6,725.2,766.3,,90,Wind blowing from the south-west,1,,2,,Mist. ,,,4.7,9.3,,,,,,4.9,5.1,No precipitation,6,,,,
21.01.2020 02:00,7.0,726.4,767.6,,87,Wind blowing from the west-northwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.3,,,2500 or more  or no clouds.,,,4.9,5.0,No precipitation,12,,,,
20.01.2020 23:00,7.5,726.7,768.0,,87,Wind blowing from the south-southeast,0,,2,,Mist. ,,,4.7,9.3,,,,,,6.0,5.5,No precipitation,6,,,,
20.01.2020 20:00,8.3,726.6,768.0,1.1,78,Wind blowing from the north-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.3,,,2500 or more  or no clouds.,,,6.0,4.7,No precipitation,12,,,,
20.01.2020 17:00,9.1,725.5,766.6,,70,Wind blowing from the south-southwest,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,3.9,,,,,,
20.01.2020 14:00,8.8,726.4,767.7,-2.7,70,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.9,,,2500 or more  or no clouds.,,,9.0,3.6,No precipitation,12,,,,
20.01.2020 11:00,7.6,729.1,770.5,,79,Wind blowing from the north,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.9,,,2500 or more  or no clouds.,,,6.0,4.2,No precipitation,6,,,,
20.01.2020 08:00,5.0,728.3,769.9,1.1,93,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.9,,,2500 or more  or no clouds.,,,5.0,4.0,Trace of precipitation,12,,,,
20.01.2020 05:00,6.0,727.2,768.5,,92,Wind blowing from the east,1,,2,,Mist. ,,,5.2,8.9,,,,,,6.0,4.8,No precipitation,6,,,,
20.01.2020 02:00,6.4,727.8,769.2,,87,Wind blowing from the north-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,8.9,,,2500 or more  or no clouds.,,,7.0,4.4,No precipitation,12,,,,
19.01.2020 23:00,7.0,728.5,769.9,,86,Wind blowing from the south,1,,3,,Mist. ,,,5.2,8.9,,,,,,6.0,4.8,No precipitation,6,,,,
19.01.2020 20:00,7.7,727.9,769.3,1.2,79,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,8.9,,,2500 or more  or no clouds.,,,8.0,4.3,No precipitation,12,,,,
19.01.2020 17:00,8.5,726.7,768.1,,66,Wind blowing from the west-northwest,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,16.0,2.5,,,,,,
19.01.2020 14:00,8.1,728.0,769.4,,73,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,8.4,,,2500 or more  or no clouds.,,,12.0,3.4,No precipitation,12,,,,
19.01.2020 11:00,7.3,730.5,772.1,,79,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.5,,,2500 or more  or no clouds.,,,7.0,3.9,No precipitation,6,,,,
19.01.2020 08:00,5.2,729.6,771.4,0.8,93,Wind blowing from the east,1,,2,100%.,Mist. ,Rain.,Drizzle.,5.2,6.2,,,2500 or more  or no clouds.,,,5.0,4.2,Trace of precipitation,12,,,,
19.01.2020 05:00,5.4,728.8,770.4,,92,Wind blowing from the east-northeast,0,,3,,Mist. ,,,5.4,6.2,,,,,,6.0,4.2,No precipitation,6,,,,
19.01.2020 02:00,5.7,729.4,771.1,,92,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,6.2,,,2500 or more  or no clouds.,,,4.8,4.5,0.9,12,,,,
18.01.2020 23:00,5.8,729.5,771.1,,92,Wind blowing from the east,1,,3,,Rain (not freezing) not falling as shower(s). ,,,5.8,6.6,,,,,,5.0,4.6,0.5,6,,,,
18.01.2020 20:00,5.8,728.3,769.9,1.8,93,Wind blowing from the north-west,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.8,,,,300-600,,,4.7,4.8,1.0,12,,,,
18.01.2020 17:00,6.0,726.5,768.0,,90,Wind blowing from the north-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.8,,,,300-600,,,5.0,4.5,0.7,6,,,,
18.01.2020 14:00,6.0,726.7,768.1,-1.9,87,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,,,,300-600,,,6.0,4.0,0.3,12,,,,
18.01.2020 11:00,6.2,728.6,770.2,,81,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,7.5,,,300-600,,,10.0,3.2,No precipitation,6,,,,
18.01.2020 08:00,5.9,727.3,768.8,0.6,82,Wind blowing from the west-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,7.5,,,2500 or more  or no clouds.,,,13.0,3.1,No precipitation,12,,,,
18.01.2020 05:00,5.9,726.7,768.1,,79,Wind blowing from the south,1,,,, ,,,,,,,,,,14.0,2.5,,,,,,
18.01.2020 02:00,6.0,727.7,769.2,,79,Wind blowing from the south,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,7.5,,,2500 or more  or no clouds.,,,11.0,2.6,No precipitation,12,,,,
17.01.2020 23:00,6.6,728.9,770.5,,75,Wind blowing from the south,1,,2,, ,,,5.6,7.5,,,,,,13.0,2.5,No precipitation,6,,,,
17.01.2020 20:00,7.0,728.4,769.9,0.8,76,Wind blowing from the south-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,7.5,,,2500 or more  or no clouds.,,,12.0,3.1,No precipitation,12,,,,
17.01.2020 17:00,7.3,727.6,769.0,,75,Wind blowing from the south-southwest,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,16.0,3.2,,,,,,
17.01.2020 14:00,7.4,728.1,769.6,,77,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,7.5,,,2500 or more  or no clouds.,,,16.0,3.6,No precipitation,12,,,,
17.01.2020 11:00,6.6,730.5,772.2,,79,Wind blowing from the south-southwest,1,,2,100%., ,,,5.0,6.6,,,2500 or more  or no clouds.,,,15.0,3.2,No precipitation,6,,,,
17.01.2020 08:00,5.6,729.7,771.4,0.8,81,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,6.4,,,2500 or more  or no clouds.,,,19.0,2.6,No precipitation,12,,,,
17.01.2020 05:00,5.8,728.9,770.5,,83,Wind blowing from the south,1,,,, ,,,,,,,,,,15.0,3.1,,,,,,
17.01.2020 02:00,5.7,730.0,771.7,,86,Wind blowing from the south,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,6.4,,,2500 or more  or no clouds.,,,10.0,3.5,No precipitation,12,,,,
16.01.2020 23:00,5.9,730.2,772.0,,91,Wind blowing from the west-southwest,0,,2,,Mist. ,,,4.9,6.4,,,,,,7.0,4.5,No precipitation,6,,,,
16.01.2020 20:00,6.3,729.3,771.0,1.3,84,Wind blowing from the north-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,6.4,,,2500 or more  or no clouds.,,,7.0,3.8,Trace of precipitation,12,,,,
16.01.2020 17:00,6.4,728.0,769.6,,82,Wind blowing from the north-northwest,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,3.6,,,,,,
16.01.2020 14:00,6.0,728.4,770.0,-1.6,83,Wind blowing from the north-west,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,6.1,,,2500 or more  or no clouds.,,,6.0,3.3,Trace of precipitation,12,,,,
16.01.2020 11:00,5.0,730.0,771.8,,90,Wind blowing from the east-southeast,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,300-600,,,3.3,3.5,No precipitation,6,,,,
16.01.2020 08:00,5.1,729.2,771.0,1.3,92,Wind blowing from the west,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,600-1000,,,4.8,3.9,Trace of precipitation,12,,,,
16.01.2020 05:00,5.0,727.9,769.6,,91,Calm  no wind,0,,,,Mist. ,,,,5.4,,,,,,5.0,3.7,No precipitation,6,,,,
16.01.2020 02:00,5.1,728.1,769.9,,94,Wind blowing from the south-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,5.4,,,2500 or more  or no clouds.,,,4.1,4.2,No precipitation,12,,,,
15.01.2020 23:00,5.2,728.0,769.8,,93,Wind blowing from the south-west,1,,3,,Mist. ,,,4.0,5.4,,,,,,4.4,4.2,No precipitation,6,,,,
15.01.2020 20:00,5.2,726.4,768.1,1.8,89,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.0,6.3,,,300-600,,,5.0,3.5,0.5,12,,,,
15.01.2020 17:00,5.2,724.6,766.1,,88,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.0,6.6,,,300-600,,,8.0,3.4,No precipitation,6,,,,
15.01.2020 14:00,4.7,724.4,766.0,,89,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.0,,,,300-600,,,9.0,3.0,2.0,12,,,,
15.01.2020 11:00,4.1,726.4,768.1,,93,Wind blowing from the north-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.0,6.8,,,300-600,,,2.9,3.1,1.0,6,,,,
15.01.2020 08:00,4.1,726.0,767.5,1.0,94,Wind blowing from the north,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,4.1,6.8,,,300-600,,,2.3,3.2,6.0,12,,,,
15.01.2020 05:00,4.2,725.0,766.5,,94,Wind blowing from the east,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.2,6.8,,,,,,2.5,3.3,4.0,6,,,,
15.01.2020 02:00,4.4,725.6,767.1,,92,Wind blowing from the south,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.8,,,2500 or more  or no clouds.,,,4.5,3.2,5.0,12,,,,
14.01.2020 23:00,5.2,725.8,767.4,,92,Wind blowing from the south-southeast,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.1,6.8,,,,,,2.1,4.0,2.0,6,,,,
14.01.2020 20:00,6.3,725.8,767.3,0.4,85,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,6.8,,,300-600,,,5.0,4.0,0.4,12,,,,
14.01.2020 17:00,6.6,725.4,766.8,,84,Wind blowing from the north-west,2,,,100%., ,,,,,,,300-600,,,8.0,4.1,,,,,,
14.01.2020 14:00,6.6,726.7,768.2,-2.1,84,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,6.7,,,300-600,,,10.0,4.1,0.4,12,,,,
14.01.2020 11:00,5.5,728.8,770.5,,93,Wind blowing from the west-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,6.7,,,300-600,,,2.6,4.5,0.3,6,,,,
14.01.2020 08:00,5.1,727.6,769.2,-0.4,92,Wind blowing from the north-west,1,,3,100%.,Mist. ,Rain.,Drizzle.,3.7,6.7,,,300-600,,,4.9,3.9,Trace of precipitation,12,,,,
14.01.2020 05:00,5.7,728.0,769.6,,91,Wind blowing from the north,1,,2,,Mist. ,,,,6.7,,,,,,5.0,4.3,No precipitation,6,,,,
14.01.2020 02:00,6.2,727.8,769.3,0.2,85,Wind blowing from the south,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.7,,,2500 or more  or no clouds.,,,5.0,3.9,No precipitation,12,,,,
13.01.2020 23:00,6.4,727.6,769.2,,87,Wind blowing from the south-southwest,1,,2,,Mist. ,,,2.9,6.7,,,,,,6.0,4.4,No precipitation,6,,,,
13.01.2020 20:00,6.5,726.4,768.1,1.8,84,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,8.0,,,1500-2000,,,6.0,4.0,No precipitation,12,,,,
13.01.2020 17:00,6.6,724.6,766.1,,80,Wind blowing from the north-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,12.0,,,1500-2000,,,7.0,3.4,No precipitation,6,,,,
13.01.2020 14:00,6.1,724.2,765.7,,86,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,1500-2000,,,6.0,3.9,No precipitation,12,,,,
13.01.2020 11:00,5.0,725.9,767.5,,88,Wind blowing from the south-west,1,,2,100%., ,,,2.9,,,,2500 or more  or no clouds.,,,7.0,3.2,No precipitation,6,,,,
13.01.2020 08:00,3.8,724.5,765.9,0.0,92,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,12.4,,,2500 or more  or no clouds.,,,8.0,2.6,No precipitation,12,,,,
13.01.2020 05:00,3.3,724.5,765.7,,93,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,8.0,2.3,,,,,,
13.01.2020 02:00,4.0,724.7,765.9,,92,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,12.4,,,2500 or more  or no clouds.,,,7.0,2.8,No precipitation,12,,,,
12.01.2020 23:00,5.7,724.5,765.7,,88,Calm  no wind,0,,,, ,,,4.6,12.4,,,,,,7.0,3.9,No precipitation,6,,,,
12.01.2020 20:00,8.0,723.7,764.9,0.6,75,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,12.4,,,,,,10.0,3.7,No precipitation,12,,,,
12.01.2020 17:00,11.6,723.1,764.1,,52,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,21.0,2.1,,,,,,
12.01.2020 14:00,10.6,724.2,765.3,-3.6,54,Wind blowing from the west,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,11.8,,,600-1000,,,19.0,1.7,No precipitation,12,,,,
12.01.2020 11:00,8.9,727.8,769.1,,71,Wind blowing from the north-east,1,,,70 – 80%., ,,,,,,,600-1000,,,15.0,3.9,,,,,,
12.01.2020 08:00,5.2,728.0,769.6,0.8,88,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,,,,2500 or more  or no clouds.,,,15.0,3.4,No precipitation,12,,,,
12.01.2020 05:00,4.9,727.2,768.4,,85,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,18.0,2.6,,,,,,
12.01.2020 02:00,4.8,727.6,769.0,-0.4,86,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,11.8,,,2500 or more  or no clouds.,,,14.0,2.7,No precipitation,12,,,,
11.01.2020 23:00,5.9,728.0,769.5,,87,Wind blowing from the west,1,,3,, ,,,5.9,11.8,,,,,,11.0,3.9,No precipitation,6,,,,
11.01.2020 20:00,7.4,726.9,768.3,1.0,85,Wind blowing from the south-west,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,11.8,,,2500 or more  or no clouds.,,,14.0,5.0,No precipitation,12,,,,
11.01.2020 17:00,11.5,725.9,766.9,,61,Wind blowing from the north-west,1,,,10%  or less  but not 0, ,,,,,,,600-1000,,,16.0,4.2,,,,,,
11.01.2020 14:00,9.5,726.4,767.5,-2.3,71,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.5,,,2500 or more  or no clouds.,,,13.0,4.5,No precipitation,12,,,,
11.01.2020 11:00,7.5,728.7,770.2,,81,Wind blowing from the west-northwest,0,,2,100%., ,,,5.9,7.5,,,600-1000,,,15.0,4.5,No precipitation,6,,,,
11.01.2020 08:00,6.1,728.1,769.6,1.5,92,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,7.1,,,2500 or more  or no clouds.,,,7.0,4.9,No precipitation,12,,,,
11.01.2020 05:00,6.1,726.6,768.0,,91,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,8.0,4.7,,,,,,
11.01.2020 02:00,6.3,727.3,768.7,0.6,91,Wind blowing from the west-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,7.1,,,2500 or more  or no clouds.,,,7.0,4.9,No precipitation,12,,,,
10.01.2020 23:00,6.5,726.7,768.2,,90,Wind blowing from the west,1,,4,, ,,,5.5,7.1,,,,,,7.0,5.0,No precipitation,6,,,,
10.01.2020 20:00,6.9,725.7,767.1,0.8,82,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,7.3,,,2500 or more  or no clouds.,,,9.0,4.0,1.0,12,,,,
10.01.2020 17:00,6.8,724.9,766.2,,79,Wind blowing from the south-southeast,0,,4,100%., ,,,5.5,7.4,,,2500 or more  or no clouds.,,,21.0,3.4,No precipitation,6,,,,
