Local time in Rikaze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 23:00,-5.9,479.7,769.6,,6,Wind blowing from the north-west,3,,12,, ,,,,-2.1,,,,,,30.0,-37.8,No precipitation,6,,,,
24.01.2020 20:00,-3.9,478.2,772.6,0.2,6,Wind blowing from the north,4,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.2,,,1500-2000,,,29.0,-36.3,No precipitation,12,,,,
24.01.2020 17:00,-2.7,478.0,770.2,,6,Wind blowing from the north-northwest,5,,12,90  or more  but not 100%, ,,,-15.2,4.3,,,,,,30.0,-35.4,No precipitation,6,,,,
24.01.2020 14:00,-4.1,479.1,768.9,0.6,11,Wind blowing from the north-west,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,4.3,,,2500 or more  or no clouds.,,,30.0,-30.3,No precipitation,12,,,,
24.01.2020 11:00,-4.7,478.5,765.3,,8,Wind blowing from the west-northwest,5,,10,50%., ,,,-15.2,4.3,,,1500-2000,,,30.0,-34.0,No precipitation,6,,,,
24.01.2020 08:00,-14.6,476.7,766.6,1.1,41,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,4.3,,,,,,30.0,-25.0,No precipitation,12,,,,
24.01.2020 05:00,-12.8,475.6,762.1,,30,Calm  no wind,0,,,, ,,,-13.0,4.3,,,,,,30.0,-26.8,No precipitation,6,,,,
24.01.2020 02:00,-6.9,474.9,757.7,1.4,16,Wind blowing from the north,0,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,4.3,,,2500 or more  or no clouds.,,,30.0,-28.5,No precipitation,12,,,,
23.01.2020 23:00,-2.1,473.5,754.9,,5,Wind blowing from the north,3,,14,, ,,,,4.3,,,,,,18.0,-36.8,No precipitation,6,,,,
23.01.2020 20:00,1.1,471.1,756.2,0.0,1,Wind blowing from the west,3,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,4.3,,,1500-2000,,,30.0,-49.7,No precipitation,12,,,,
23.01.2020 17:00,3.8,471.1,753.2,,0,Wind blowing from the north-west,5,,14,20–30%., ,,,-13.0,6.1,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
23.01.2020 14:00,2.8,473.2,751.6,-1.7,0,Wind blowing from the west-southwest,7,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,6.1,,,1500-2000,,,27.0,-80.0,No precipitation,12,,,,
23.01.2020 11:00,-1.0,474.9,755.0,,4,Wind blowing from the south-west,4,,8,no clouds, ,,,-13.0,6.1,,,,,,30.0,-38.2,No precipitation,6,,,,
23.01.2020 08:00,-12.3,474.0,759.4,0.0,22,Wind blowing from the south-east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,6.1,,,,,,30.0,-29.7,No precipitation,12,,,,
23.01.2020 05:00,-10.3,474.0,756.7,,15,Calm  no wind,0,,,, ,,,-10.4,6.1,,,,,,30.0,-32.0,No precipitation,6,,,,
23.01.2020 02:00,-1.3,474.9,753.7,0.0,2,Wind blowing from the west-southwest,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,6.1,,,2500 or more  or no clouds.,,,30.0,-45.0,No precipitation,12,,,,
22.01.2020 23:00,1.2,474.9,754.8,,2,Wind blowing from the west-southwest,5,,17,, ,,,-8.1,6.1,,,,,,30.0,-43.3,No precipitation,6,,,,
22.01.2020 20:00,3.2,473.7,756.0,-0.3,1,Wind blowing from the west,3,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,6.1,,,,,,30.0,-48.3,No precipitation,12,,,,
22.01.2020 17:00,5.8,474.0,751.3,,0,Wind blowing from the west,5,,17,10%  or less  but not 0, ,,,-8.1,6.1,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
22.01.2020 14:00,3.7,476.9,756.3,-1.3,2,Wind blowing from the west,5,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,5.3,,,1500-2000,,,30.0,-41.6,No precipitation,12,,,,
22.01.2020 11:00,-0.6,478.2,760.9,,10,Wind blowing from the south-west,5,,9,no clouds, ,,,-8.1,5.3,,,,,,30.0,-28.5,No precipitation,6,,,,
22.01.2020 08:00,-7.4,476.7,760.6,0.6,24,Wind blowing from the east,0,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,5.3,,,,,,30.0,-24.5,No precipitation,12,,,,
22.01.2020 05:00,-1.9,476.1,755.5,,14,Wind blowing from the south-west,2,,13,, ,,,-11.8,5.3,,,,,,30.0,-25.9,No precipitation,6,,,,
22.01.2020 02:00,-0.3,476.4,755.5,0.1,12,Wind blowing from the west-southwest,3,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.3,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
21.01.2020 23:00,0.0,476.3,758.6,,21,Wind blowing from the west-southwest,2,,20,, ,,,-11.8,5.3,,,,,,30.0,-19.7,No precipitation,6,,,,
21.01.2020 20:00,3.2,475.1,760.7,0.5,9,Wind blowing from the west-southwest,6,,20,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,5.3,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
21.01.2020 17:00,4.6,474.6,755.0,,6,Wind blowing from the west,6,,20,90  or more  but not 100%, ,,,-11.8,4.8,,,,,,30.0,-30.0,No precipitation,6,,,,
21.01.2020 14:00,3.5,476.8,757.1,-1.1,6,Wind blowing from the west,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,3.6,,,1500-2000,,,30.0,-30.8,No precipitation,12,,,,
21.01.2020 11:00,-1.9,477.9,763.3,,18,Wind blowing from the south-east,1,,9,20–30%., ,,,-11.8,2.9,,,1500-2000,,,26.0,-23.1,No precipitation,6,,,,
21.01.2020 08:00,-11.5,476.4,764.7,0.6,40,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,2.9,,,,,,30.0,-22.4,No precipitation,12,,,,
21.01.2020 05:00,-5.0,475.8,758.1,,20,Calm  no wind,0,,,, ,,,-12.4,2.9,,,,,,30.0,-24.5,No precipitation,6,,,,
21.01.2020 02:00,-1.7,475.6,757.6,0.5,10,Wind blowing from the west-southwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.9,,,2500 or more  or no clouds.,,,30.0,-29.4,No precipitation,12,,,,
20.01.2020 23:00,-3.2,475.1,760.3,,9,Wind blowing from the west,1,,9,, ,,,-12.4,2.9,,,,,,19.0,-31.7,No precipitation,6,,,,
20.01.2020 20:00,0.5,474.3,759.1,-0.3,2,Wind blowing from the south-west,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,2.9,,,1500-2000,,,30.0,-43.8,No precipitation,12,,,,
20.01.2020 17:00,2.6,474.6,758.8,,1,Wind blowing from the west,4,,9,10%  or less  but not 0, ,,,-12.4,4.2,,,1500-2000,,,30.0,-48.7,No precipitation,6,,,,
20.01.2020 14:00,-0.2,476.9,761.6,-0.9,5,Wind blowing from the south-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,5.6,,,,,,30.0,-35.4,No precipitation,12,,,,
20.01.2020 11:00,-4.5,477.8,764.7,,14,Wind blowing from the south-west,3,,7,no clouds, ,,,-12.4,5.6,,,,,,30.0,-28.0,No precipitation,6,,,,
20.01.2020 08:00,-8.4,476.1,762.3,0.9,24,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,5.6,,,,,,30.0,-25.4,No precipitation,12,,,,
20.01.2020 05:00,-9.2,475.2,758.9,,28,Calm  no wind,0,,,, ,,,-12.8,5.6,,,,,,30.0,-24.4,No precipitation,6,,,,
20.01.2020 02:00,-4.9,475.0,756.9,,19,Wind blowing from the west-southwest,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,5.6,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
19.01.2020 20:00,0.1,472.6,759.4,0.7,6,Wind blowing from the west-southwest,6,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,5.6,,,1500-2000,,,30.0,-33.3,No precipitation,12,,,,
19.01.2020 17:00,4.1,471.9,753.9,,1,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,-12.8,7.6,,,1500-2000,,,30.0,-47.8,No precipitation,6,,,,
19.01.2020 14:00,2.5,474.0,753.4,-1.9,8,Wind blowing from the north,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,7.6,,,1500-2000,,,30.0,-28.5,No precipitation,12,,,,
19.01.2020 11:00,-1.3,475.9,757.9,,19,Wind blowing from the east-northeast,1,,7,no clouds, ,,,-12.8,7.6,,,,,,27.0,-22.0,No precipitation,6,,,,
19.01.2020 08:00,-12.4,475.4,761.9,-0.1,44,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,7.6,,,,,,30.0,-22.2,No precipitation,12,,,,
19.01.2020 05:00,-9.7,475.5,757.6,,38,Calm  no wind,0,,,, ,,,-10.1,7.6,,,,,,30.0,-21.4,No precipitation,6,,,,
19.01.2020 02:00,-2.1,476.1,755.8,0.0,13,Wind blowing from the west-southwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,7.6,,,2500 or more  or no clouds.,,,30.0,-26.9,No precipitation,12,,,,
18.01.2020 23:00,-0.5,476.1,757.0,,11,Wind blowing from the west-southwest,3,,14,, ,,,-8.5,7.6,,,,,,30.0,-27.4,No precipitation,6,,,,
18.01.2020 20:00,3.0,474.1,756.2,0.4,7,Wind blowing from the west,4,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,7.6,,,1500-2000,,,30.0,-29.6,No precipitation,12,,,,
18.01.2020 17:00,7.4,473.7,752.9,,3,Wind blowing from the west,5,,11,10%  or less  but not 0, ,,,-8.5,9.1,,,1500-2000,,,27.0,-35.2,No precipitation,6,,,,
18.01.2020 14:00,4.1,476.3,755.0,-1.3,13,Wind blowing from the east,4,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,9.1,,,1500-2000,,,30.0,-21.9,No precipitation,12,,,,
18.01.2020 11:00,0.7,477.6,761.8,,26,Wind blowing from the south-east,2,,6,no clouds, ,,,-8.5,9.1,,,,,,30.0,-16.6,No precipitation,6,,,,
18.01.2020 08:00,-6.6,476.5,758.6,0.7,57,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,9.1,,,,,,30.0,-13.7,No precipitation,12,,,,
18.01.2020 05:00,-6.9,475.8,756.7,,50,Calm  no wind,0,,,, ,,,-10.2,9.1,,,,,,30.0,-15.8,No precipitation,6,,,,
18.01.2020 02:00,-0.2,475.9,753.7,0.1,30,Wind blowing from the east-southeast,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,9.1,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
17.01.2020 23:00,-4.2,475.8,758.2,,35,Wind blowing from the south-southwest,1,,11,, ,,,-10.2,9.1,,,,,,13.0,-17.4,No precipitation,6,,,,
17.01.2020 20:00,5.3,474.5,756.8,0.7,16,Wind blowing from the south-west,4,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,9.1,,,1500-2000,,,30.0,-18.5,No precipitation,12,,,,
17.01.2020 17:00,7.0,473.8,753.1,,15,Wind blowing from the north,3,,8,70 – 80%., ,,,-10.2,10.4,,,1500-2000,,,30.0,-17.9,No precipitation,6,,,,
17.01.2020 14:00,5.3,475.8,755.1,,16,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,10.4,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
17.01.2020 11:00,1.7,477.3,755.8,,25,Wind blowing from the east-southeast,0,,3,10%  or less  but not 0, ,,,-10.2,10.4,,,2000-2500,,,30.0,-16.2,No precipitation,6,,,,
17.01.2020 08:00,-8.9,476.0,756.8,0.5,56,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,10.4,,,,,,30.0,-16.1,No precipitation,12,,,,
17.01.2020 05:00,-6.5,475.5,754.0,,48,Calm  no wind,0,,,, ,,,,10.4,,,,,,30.0,-15.7,No precipitation,6,,,,
17.01.2020 02:00,-2.7,475.5,754.2,0.2,36,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.4,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
16.01.2020 23:00,3.7,475.3,754.3,,17,Wind blowing from the south-southwest,2,,9,, ,,,,10.4,,,,,,22.0,-19.1,No precipitation,6,,,,
16.01.2020 20:00,9.1,473.7,755.8,0.1,7,Wind blowing from the west-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.4,,,,,,30.0,-25.0,No precipitation,12,,,,
16.01.2020 17:00,9.8,473.6,754.8,,5,Wind blowing from the north,3,,6,no clouds, ,,,-13.7,10.1,,,,,,30.0,-28.1,No precipitation,6,,,,
16.01.2020 14:00,6.0,476.4,760.0,-1.7,7,Wind blowing from the north,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,,,,,,,30.0,-27.3,No precipitation,12,,,,
16.01.2020 11:00,-1.2,478.1,764.2,,18,Calm  no wind,0,,,no clouds, ,,,-13.7,,,,,,,23.0,-22.5,No precipitation,6,,,,
16.01.2020 08:00,-13.1,477.2,766.6,0.4,48,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,,,,,,,30.0,-21.8,No precipitation,12,,,,
16.01.2020 05:00,-12.5,476.8,760.4,,45,Calm  no wind,0,,,, ,,,-12.5,10.0,,,,,,30.0,-22.0,No precipitation,6,,,,
16.01.2020 02:00,-10.0,476.6,760.1,0.5,42,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,10.0,,,2500 or more  or no clouds.,,,27.0,-20.5,No precipitation,12,,,,
15.01.2020 23:00,-4.9,476.1,760.1,,20,Wind blowing from the north-northwest,1,,6,, ,,,-11.2,10.0,,,,,,10.0,-24.4,No precipitation,6,,,,
15.01.2020 20:00,1.0,475.1,761.1,-0.4,9,Wind blowing from the south-southeast,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,10.0,,,,,,10.0,-28.4,No precipitation,12,,,,
15.01.2020 17:00,9.1,475.5,755.4,,2,Wind blowing from the south-west,2,,6,no clouds, ,,,-11.2,10.4,,,,,,30.0,-38.1,No precipitation,6,,,,
15.01.2020 14:00,6.5,477.6,753.8,-1.1,5,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,10.4,,,,,,30.0,-30.5,No precipitation,12,,,,
15.01.2020 11:00,0.0,478.7,757.9,,19,Wind blowing from the south-east,1,,6,no clouds, ,,,-11.2,10.4,,,,,,27.0,-20.9,No precipitation,6,,,,
15.01.2020 08:00,-9.8,477.3,763.9,0.6,37,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,10.4,,,,,,30.0,-21.8,No precipitation,12,,,,
15.01.2020 05:00,-7.8,476.7,756.7,,28,Wind blowing from the north-west,1,,10,, ,,,,10.4,,,,,,30.0,-23.1,No precipitation,6,,,,
15.01.2020 02:00,2.9,476.5,751.3,,8,Wind blowing from the south-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.4,,,2500 or more  or no clouds.,,,30.0,-28.2,No precipitation,12,,,,
14.01.2020 23:00,5.4,475.8,754.1,,6,Wind blowing from the west-southwest,3,,10,, ,,,,10.4,,,,,,30.0,-29.4,No precipitation,6,,,,
14.01.2020 20:00,2.0,474.0,760.4,0.0,8,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.4,,,,,,12.0,-28.9,No precipitation,12,,,,
14.01.2020 17:00,9.8,474.0,755.1,,2,Calm  no wind,0,,,no clouds, ,,,-14.0,11.3,,,,,,30.0,-37.6,No precipitation,6,,,,
14.01.2020 14:00,7.8,476.3,757.6,-1.5,3,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,,,,,,,30.0,-34.9,No precipitation,12,,,,
14.01.2020 11:00,-1.2,477.8,764.5,,29,Calm  no wind,0,,,no clouds, ,,,-14.0,,,,,,,26.0,-17.0,No precipitation,6,,,,
14.01.2020 08:00,-12.6,476.7,765.4,0.6,58,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,,,,,,,30.0,-19.2,No precipitation,12,,,,
14.01.2020 05:00,-11.8,476.1,758.5,,48,Calm  no wind,0,,,, ,,,-14.7,11.3,,,,,,30.0,-20.8,No precipitation,6,,,,
14.01.2020 02:00,-8.1,476.6,760.1,0.3,42,Wind blowing from the south,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,11.3,,,2500 or more  or no clouds.,,,11.0,-18.8,No precipitation,12,,,,
13.01.2020 23:00,-6.1,476.3,763.4,,31,Wind blowing from the west-northwest,0,,3,,Haze. ,,,,11.3,,,,,,7.0,-20.5,No precipitation,6,,,,
13.01.2020 20:00,1.1,475.4,764.4,-0.9,16,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,11.3,,,,,,13.0,-22.0,No precipitation,12,,,,
13.01.2020 17:00,9.7,476.3,759.4,,6,Wind blowing from the south,1,,3,no clouds, ,,,-14.7,9.7,,,,,,30.0,-26.2,No precipitation,6,,,,
13.01.2020 14:00,4.6,478.8,765.2,-1.5,9,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,7.5,,,,,,30.0,-25.6,No precipitation,12,,,,
13.01.2020 11:00,-3.4,480.3,770.9,,26,Wind blowing from the south-east,1,,2,no clouds, ,,,-14.7,,,,,,,25.0,-20.2,No precipitation,6,,,,
13.01.2020 08:00,-14.3,479.3,771.7,0.4,58,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,,,,,,,23.0,-20.8,No precipitation,12,,,,
13.01.2020 05:00,-12.9,478.9,765.6,,50,Calm  no wind,0,,,, ,,,-16.8,7.5,,,,,,21.0,-21.2,No precipitation,6,,,,
13.01.2020 02:00,-10.5,479.1,767.5,0.0,46,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,7.5,,,2500 or more  or no clouds.,,,16.0,-20.1,No precipitation,12,,,,
12.01.2020 23:00,-7.6,479.1,770.2,,28,Calm  no wind,0,,,, ,,,,7.5,,,,,,12.0,-23.0,No precipitation,6,,,,
12.01.2020 20:00,-0.4,478.3,771.4,-0.5,12,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,7.5,,,,,,17.0,-26.4,No precipitation,12,,,,
12.01.2020 17:00,6.6,478.8,766.3,,4,Calm  no wind,0,,,10%  or less  but not 0, ,,,-16.8,6.6,,,2500 or more  or no clouds.,,,30.0,-32.8,No precipitation,6,,,,
12.01.2020 14:00,1.9,481.4,770.8,-1.6,5,Wind blowing from the east,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,6.0,,,2500 or more  or no clouds.,,,30.0,-33.9,No precipitation,12,,,,
12.01.2020 11:00,-5.2,483.0,776.1,,26,Wind blowing from the east,1,,3,no clouds, ,,,-16.8,,,,,,,23.0,-21.7,No precipitation,6,,,,
12.01.2020 08:00,-16.3,481.8,777.7,0.3,50,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,,,,,,,19.0,-24.3,No precipitation,12,,,,
12.01.2020 05:00,-14.2,481.5,771.4,,55,Calm  no wind,0,,,, ,,,-17.8,6.0,,,,,,30.0,-21.3,No precipitation,6,,,,
12.01.2020 02:00,-10.2,480.8,771.1,0.7,40,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.0,,,2500 or more  or no clouds.,,,14.0,-21.2,No precipitation,12,,,,
11.01.2020 23:00,-7.2,480.1,772.5,,26,Wind blowing from the west-northwest,1,,5,,Haze. ,,,,6.0,,,,,,5.0,-23.5,No precipitation,6,,,,
11.01.2020 20:00,-1.5,478.7,773.0,-0.1,8,Wind blowing from the south-west,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,6.0,,,1500-2000,,,16.0,-31.6,No precipitation,12,,,,
11.01.2020 17:00,5.2,478.8,768.3,,2,Wind blowing from the south-west,1,,5,no clouds, ,,,-17.8,5.3,,,,,,30.0,-40.6,No precipitation,6,,,,
11.01.2020 14:00,0.1,480.9,773.2,-0.9,7,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,2.8,,,,,,30.0,-31.8,No precipitation,12,,,,
11.01.2020 11:00,-6.7,481.8,777.5,,22,Wind blowing from the east,1,,2,no clouds, ,,,-17.8,,,,,,,28.0,-24.9,No precipitation,6,,,,
11.01.2020 08:00,-16.6,480.0,777.1,0.9,70,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,2.8,,,,,,30.0,-20.8,No precipitation,12,,,,
11.01.2020 05:00,-15.9,479.1,770.4,,58,Calm  no wind,0,,,, ,,,-16.2,2.8,,,,,,26.0,-22.3,No precipitation,6,,,,
11.01.2020 02:00,-13.3,479.0,769.8,0.5,29,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,2.8,,,2500 or more  or no clouds.,,,30.0,-27.6,No precipitation,12,,,,
10.01.2020 23:00,-10.7,478.5,769.0,,27,Wind blowing from the west,0,,7,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,,,-10.7,2.8,,,,,,5.0,-26.1,No precipitation,6,,,,
