Local time in Huai'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 11:00,5.2,773.2,774.5,,68,Wind blowing from the north-northeast,4,,6,100%., ,,,3.0,7.4,,,2500 or more  or no clouds.,,,12.0,-0.2,No precipitation,6,,,,
25.01.2020 08:00,3.1,772.9,774.2,0.6,73,Wind blowing from the north-northeast,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,,,,2500 or more  or no clouds.,,,6.0,-1.3,No precipitation,12,,,,
25.01.2020 05:00,3.6,772.3,773.6,,75,Wind blowing from the north,2,,9,100%., ,,,2.9,7.4,,,2500 or more  or no clouds.,,,20.0,-0.4,No precipitation,6,,,,
25.01.2020 02:00,3.8,773.1,774.4,-0.4,77,Wind blowing from the north,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,7.4,,,2000-2500,,,16.0,0.1,No precipitation,12,,,,
24.01.2020 23:00,3.8,773.5,774.7,,78,Wind blowing from the north-east,2,,11,100%., ,,,2.4,7.4,,,,,,15.0,0.3,No precipitation,6,,,,
24.01.2020 20:00,4.9,773.5,774.8,0.2,75,Wind blowing from the north-east,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,7.4,,,2500 or more  or no clouds.,,,15.0,0.7,No precipitation,12,,,,
24.01.2020 17:00,6.1,773.3,774.6,,67,Wind blowing from the north-east,4,,11,100%., ,,,2.4,8.3,,,2500 or more  or no clouds.,,,20.0,0.4,No precipitation,6,,,,
24.01.2020 14:00,7.1,773.1,774.4,-0.8,68,Wind blowing from the north-east,6,,11,100%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,9.7,,,1000-1500,,,4.2,1.6,No precipitation,12,,,,
24.01.2020 11:00,7.3,773.9,775.2,,75,Wind blowing from the north-east,6,,10,100%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,9.7,,,2500 or more  or no clouds.,,,2.7,3.2,No precipitation,6,,,,
24.01.2020 08:00,4.1,773.4,774.7,1.7,97,Wind blowing from the north-northeast,2,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,,,,600-1000,,,0.6,3.7,No precipitation,12,,,,
24.01.2020 05:00,3.0,771.7,773.0,,98,Wind blowing from the north-northeast,4,,6,100%.,Fog or ice fog. ,,,2.4,9.7,,,,,,0.8,2.7,No precipitation,6,,,,
24.01.2020 02:00,2.5,771.8,773.1,,97,Wind blowing from the north-northeast,2,,6,10%  or less  but not 0,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,9.7,,,2500 or more  or no clouds.,,,0.1,2.1,No precipitation,12,,,,
23.01.2020 20:00,4.8,770.2,771.5,1.2,84,Wind blowing from the north-east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,9.7,,,2500 or more  or no clouds.,,,7.0,2.3,No precipitation,12,,,,
23.01.2020 17:00,8.3,769.0,770.2,,72,Wind blowing from the north-northeast,3,,8,100%., ,,,3.2,9.7,,,2500 or more  or no clouds.,,,17.0,3.4,No precipitation,6,,,,
23.01.2020 14:00,9.5,768.0,769.3,-1.1,63,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,9.6,,,2500 or more  or no clouds.,,,19.0,2.8,No precipitation,12,,,,
23.01.2020 11:00,7.9,769.1,770.4,,82,Wind blowing from the east-northeast,5,,7,90  or more  but not 100%, ,,,3.2,7.9,,,,,,9.0,5.0,No precipitation,6,,,,
23.01.2020 08:00,4.5,768.1,769.4,0.7,98,Wind blowing from the north-east,3,,5,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,7.7,,,2500 or more  or no clouds.,,,3.4,4.2,No precipitation,12,,,,
23.01.2020 05:00,3.7,767.4,768.7,,98,Wind blowing from the north,1,,6,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,3.2,7.7,,,50-100,,,0.2,3.4,No precipitation,6,,,,
23.01.2020 02:00,3.7,767.7,769.0,,98,Wind blowing from the north-northwest,1,,6,10%  or less  but not 0,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.7,,,1000-1500,,,0.4,3.4,No precipitation,12,,,,
22.01.2020 23:00,5.2,766.8,768.1,,97,Wind blowing from the north,1,,6,10%  or less  but not 0,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,5.2,7.7,,,,,,0.2,4.8,No precipitation,6,,,,
22.01.2020 20:00,7.6,766.9,768.2,1.8,94,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,7.7,,,300-600,,,11.0,6.7,Trace of precipitation,12,,,,
22.01.2020 17:00,7.6,765.1,766.3,,97,Wind blowing from the north,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.9,7.7,,,100-200,,,2.5,7.2,No precipitation,6,,,,
22.01.2020 14:00,7.6,764.9,766.2,,97,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.9,8.1,,,100-200,,,3.7,7.2,0.8,12,,,,
22.01.2020 11:00,7.3,765.7,766.9,,96,Wind blowing from the north-east,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.9,8.1,,,200-300,,,9.0,6.7,0.1,6,,,,
22.01.2020 08:00,6.3,765.1,766.3,0.0,98,Wind blowing from the north-east,4,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.1,,,2500 or more  or no clouds.,,,2.8,6.0,0.9,12,,,,
22.01.2020 05:00,5.9,765.1,766.4,,98,Wind blowing from the north,2,,4,100%.,Mist. ,,,,8.1,,,50-100,,,2.8,5.6,0.8,6,,,,
22.01.2020 02:00,6.0,765.7,767.0,,96,Wind blowing from the north-east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.1,,,50-100,,,1.0,5.4,0.1,12,,,,
21.01.2020 23:00,6.2,766.9,768.1,,86,Wind blowing from the north-east,2,,10,100%.,Mist. ,,,,8.1,,,1000-1500,,,3.9,4.0,No precipitation,6,,,,
21.01.2020 20:00,7.1,766.3,767.6,-0.6,80,Wind blowing from the east,2,,10,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.1,,,2500 or more  or no clouds.,,,3.5,3.9,Trace of precipitation,12,,,,
21.01.2020 17:00,7.7,766.9,768.1,,74,Wind blowing from the east-southeast,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.1,,,2500 or more  or no clouds.,,,4.1,3.4,No precipitation,6,,,,
21.01.2020 14:00,7.8,767.0,768.3,,69,Wind blowing from the east-southeast,5,,10,100%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.5,,,2500 or more  or no clouds.,,,6.0,2.5,No precipitation,12,,,,
21.01.2020 11:00,6.2,769.8,771.1,,81,Wind blowing from the east-southeast,3,,,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.5,,,2500 or more  or no clouds.,,,2.2,3.2,No precipitation,6,,,,
21.01.2020 08:00,0.9,770.0,771.3,0.7,98,Wind blowing from the south-east,2,,4,no clouds,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,9.5,,,,,,0.4,0.6,No precipitation,12,,,,
21.01.2020 05:00,-0.9,769.3,770.5,,95,Wind blowing from the north-east,2,,,no clouds,Mist. ,,,-4.0,9.5,,,,,,1.2,-1.6,No precipitation,6,,,,
21.01.2020 02:00,1.6,770.3,771.6,-0.4,89,Wind blowing from the east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,9.5,,,,,,1.9,0.0,No precipitation,12,,,,
20.01.2020 23:00,2.9,770.7,772.0,,80,Wind blowing from the east,2,,3,20–30%.,Haze. ,,,-4.0,9.5,,,2500 or more  or no clouds.,,,2.2,-0.2,No precipitation,6,,,,
20.01.2020 20:00,3.0,769.9,771.3,,67,Wind blowing from the east-southeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,9.5,,,2500 or more  or no clouds.,,,3.2,-2.5,No precipitation,12,,,,
20.01.2020 17:00,7.3,769.0,770.2,,46,Wind blowing from the north-east,1,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,9.5,,,2500 or more  or no clouds.,,,6.0,-3.8,No precipitation,6,,,,
20.01.2020 14:00,8.8,768.5,769.8,-1.2,44,Wind blowing from the north-northwest,1,,3,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,8.8,,,2500 or more  or no clouds.,,,5.0,-2.8,No precipitation,12,,,,
20.01.2020 11:00,2.8,769.7,771.0,,99,Wind blowing from the west-northwest,1,,3,20–30%.,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,8.6,,,2500 or more  or no clouds.,,,0.4,2.7,No precipitation,6,,,,
20.01.2020 08:00,-2.6,769.0,770.3,1.7,98,Wind blowing from the north-west,0,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,8.6,,,2500 or more  or no clouds.,,,less than 0.1,-2.9,No precipitation,12,,,,
20.01.2020 05:00,-1.6,767.3,768.6,,98,Wind blowing from the west,1,,3,20–30%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-1.6,8.6,,,,,,less than 0.1,-1.9,No precipitation,6,,,,
20.01.2020 02:00,1.8,767.4,768.7,0.2,96,Wind blowing from the west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.6,,,2500 or more  or no clouds.,,,1.2,1.2,No precipitation,12,,,,
19.01.2020 23:00,2.7,767.2,768.4,,92,Wind blowing from the west-southwest,1,,5,20–30%.,Mist. ,,,-0.7,8.6,,,,,,1.6,1.5,No precipitation,6,,,,
19.01.2020 20:00,2.7,766.8,768.1,0.9,90,Wind blowing from the south-southwest,1,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.6,,,2500 or more  or no clouds.,,,2.1,1.2,No precipitation,12,,,,
19.01.2020 17:00,5.5,765.9,767.2,,80,Wind blowing from the south-southwest,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.6,,,2500 or more  or no clouds.,,,2.8,2.2,No precipitation,6,,,,
19.01.2020 14:00,8.0,765.8,767.1,-2.3,64,Wind blowing from the west-southwest,3,,5,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.3,,,600-1000,,,3.5,1.6,No precipitation,12,,,,
19.01.2020 11:00,5.4,768.1,769.3,,69,Wind blowing from the west,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,5.6,,,,,,3.7,0.2,No precipitation,6,,,,
19.01.2020 08:00,-0.2,767.6,768.9,1.1,93,Wind blowing from the south-west,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,5.1,,,,,,1.6,-1.2,No precipitation,12,,,,
19.01.2020 05:00,0.0,766.5,767.8,,94,Wind blowing from the south-southwest,2,,5,no clouds,Mist. ,,,-1.8,5.1,,,,,,1.8,-0.8,No precipitation,6,,,,
19.01.2020 02:00,1.6,767.7,769.0,0.1,88,Wind blowing from the west,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,5.1,,,2500 or more  or no clouds.,,,2.5,-0.2,No precipitation,12,,,,
18.01.2020 23:00,1.5,767.6,768.9,,83,Wind blowing from the south-southwest,2,,6,100%.,Mist. ,,,-1.8,5.1,,,2500 or more  or no clouds.,,,2.8,-1.1,No precipitation,6,,,,
18.01.2020 20:00,2.2,767.6,769.0,0.2,80,Wind blowing from the south-southwest,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,5.1,,,2500 or more  or no clouds.,,,2.7,-0.9,No precipitation,12,,,,
18.01.2020 17:00,3.8,767.4,768.7,,68,Wind blowing from the south-southwest,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,5.1,,,,,,3.1,-1.6,No precipitation,6,,,,
18.01.2020 14:00,4.8,768.1,769.4,-2.1,61,Wind blowing from the west,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,5.1,,,2500 or more  or no clouds.,,,3.3,-2.1,No precipitation,12,,,,
18.01.2020 11:00,3.5,770.2,771.4,,61,Wind blowing from the west-southwest,2,,4,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,5.2,,,2500 or more  or no clouds.,,,3.7,-3.3,No precipitation,6,,,,
18.01.2020 08:00,-1.5,769.8,771.1,0.8,92,Wind blowing from the west-northwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,5.2,,,,,,2.0,-2.6,No precipitation,12,,,,
18.01.2020 05:00,0.7,769.0,770.3,,77,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Haze. ,,,0.4,5.2,,,600-1000,,,3.2,-3.0,No precipitation,6,,,,
18.01.2020 02:00,1.6,769.6,770.9,-0.6,76,Wind blowing from the north-northwest,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.2,,,600-1000,,,3.3,-2.3,No precipitation,12,,,,
17.01.2020 23:00,2.1,770.2,771.5,,75,Wind blowing from the west-northwest,1,,7,100%.,Haze. ,,,0.4,5.2,,,1000-1500,,,3.3,-1.9,No precipitation,6,,,,
17.01.2020 20:00,2.5,770.0,771.4,0.7,74,Wind blowing from the north-northwest,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.2,,,2500 or more  or no clouds.,,,4.5,-1.7,No precipitation,12,,,,
17.01.2020 17:00,3.1,769.3,770.5,,71,Wind blowing from the north-west,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.2,,,1000-1500,,,5.0,-1.8,No precipitation,6,,,,
17.01.2020 14:00,4.1,769.1,770.4,-2.3,64,Wind blowing from the north-west,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.2,,,1000-1500,,,5.0,-2.1,No precipitation,12,,,,
17.01.2020 11:00,4.0,771.4,772.7,,52,Wind blowing from the north-west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,4.0,,,,,,7.0,-5.0,No precipitation,6,,,,
17.01.2020 08:00,0.4,771.0,772.3,0.7,77,Wind blowing from the north-west,1,,4,70 – 80%.,Haze. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,2.1,,,2500 or more  or no clouds.,,,3.8,-3.2,Trace of precipitation,12,,,,
17.01.2020 05:00,1.2,770.3,771.7,,77,Wind blowing from the north-west,1,,4,100%.,Haze. ,,,0.6,2.1,,,1000-1500,,,5.0,-2.4,No precipitation,6,,,,
17.01.2020 02:00,1.5,771.1,772.4,-0.4,82,Wind blowing from the north-west,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.1,,,1000-1500,,,4.4,-1.2,0.5,12,,,,
16.01.2020 23:00,1.6,771.5,772.9,,78,Wind blowing from the north-northwest,1,,7,100%., ,,,,,,,1000-1500,,,7.0,-1.8,0.1,6,,,,
16.01.2020 20:00,1.9,771.1,772.5,0.9,92,Wind blowing from the north-west,1,,7,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.4,,,,200-300,,,3.7,0.7,2.0,12,,,,
16.01.2020 17:00,1.8,770.2,771.6,,93,Wind blowing from the north-northeast,2,,7,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.4,,,,200-300,,,1.9,0.8,1.0,6,,,,
16.01.2020 14:00,1.9,770.2,771.5,-1.5,94,Wind blowing from the north,4,,7,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.4,,,,200-300,,,1.9,1.0,2.0,12,,,,
16.01.2020 11:00,1.8,771.7,773.0,,91,Wind blowing from the north-northeast,4,,7,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.4,5.2,,,200-300,,,4.8,0.5,0.7,6,,,,
16.01.2020 08:00,1.3,770.7,772.0,0.5,95,Wind blowing from the north-east,3,,9,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,-3.4,5.2,,,100-200,,,5.0,0.6,1.0,12,,,,
16.01.2020 05:00,0.6,770.2,771.4,,97,Wind blowing from the north-northeast,3,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,,,-4.4,5.2,,,100-200,,,3.2,0.2,0.6,6,,,,
16.01.2020 02:00,1.8,770.5,771.7,-0.1,91,Wind blowing from the north-east,4,,9,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.2,,,2000-2500,,,11.0,0.5,0.2,12,,,,
15.01.2020 23:00,2.9,770.6,771.9,,77,Wind blowing from the north-east,3,,9,100%.,Rain (not freezing) not falling as shower(s). ,,,,5.2,,,600-1000,,,16.0,-0.7,0.1,6,,,,
15.01.2020 20:00,3.8,770.3,771.7,1.0,71,Wind blowing from the east,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,5.2,,,600-1000,,,18.0,-1.0,Trace of precipitation,12,,,,
15.01.2020 17:00,4.6,769.3,770.7,,64,Wind blowing from the north-east,3,,8,100%., ,,,-4.5,5.2,,,2500 or more  or no clouds.,,,16.0,-1.8,No precipitation,6,,,,
15.01.2020 14:00,4.6,769.6,771.0,-1.8,59,Wind blowing from the east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,4.8,,,600-1000,,,15.0,-2.7,No precipitation,12,,,,
15.01.2020 11:00,4.3,771.4,772.8,,59,Wind blowing from the east,4,,7,90  or more  but not 100%, ,,,-4.5,4.3,,,,,,12.0,-3.2,No precipitation,6,,,,
15.01.2020 08:00,-3.5,771.4,772.7,0.4,86,Wind blowing from the north-east,3,,4,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,,,,2500 or more  or no clouds.,,,4.1,-5.5,No precipitation,12,,,,
15.01.2020 05:00,-4.3,771.0,772.3,,85,Wind blowing from the north-east,2,,5,no clouds,Mist. ,,,-4.5,4.0,,,,,,5.0,-6.4,No precipitation,6,,,,
15.01.2020 02:00,-3.6,772.1,773.5,0.2,83,Wind blowing from the north,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,4.0,,,,,,5.0,-6.1,No precipitation,12,,,,
14.01.2020 23:00,-2.3,771.9,773.2,,74,Wind blowing from the east-northeast,2,,6,no clouds,Haze. ,,,-2.5,4.0,,,,,,4.8,-6.3,No precipitation,6,,,,
14.01.2020 20:00,-1.2,772.4,773.8,2.1,77,Wind blowing from the north,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.0,,,,,,3.7,-4.7,No precipitation,12,,,,
14.01.2020 17:00,1.8,770.3,771.7,,61,Wind blowing from the north-east,3,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,4.0,,,2500 or more  or no clouds.,,,4.7,-5.1,No precipitation,6,,,,
14.01.2020 14:00,3.7,770.6,771.9,-1.3,55,Wind blowing from the north-northwest,3,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,4.9,,,600-1000,,,5.0,-4.7,No precipitation,12,,,,
14.01.2020 11:00,2.3,771.9,773.2,,68,Wind blowing from the north,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,4.9,,,,,,3.9,-3.0,No precipitation,6,,,,
14.01.2020 08:00,0.7,770.8,772.1,1.4,82,Wind blowing from the north,4,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,4.9,,,300-600,,,2.0,-2.0,Trace of precipitation,12,,,,
14.01.2020 05:00,1.4,769.4,770.7,,87,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,,,1.3,4.9,,,300-600,,,1.4,-0.5,No precipitation,6,,,,
14.01.2020 02:00,3.2,768.8,770.1,0.2,88,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.9,,,2500 or more  or no clouds.,,,1.2,1.4,No precipitation,12,,,,
13.01.2020 23:00,3.6,768.6,769.9,,86,Wind blowing from the west,1,,5,100%.,Mist. ,,,,4.9,,,300-600,,,1.6,1.5,No precipitation,6,,,,
13.01.2020 20:00,3.6,767.9,769.2,1.0,85,Wind blowing from the south-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,4.9,,,1000-1500,,,1.7,1.3,Trace of precipitation,12,,,,
13.01.2020 17:00,4.0,766.9,768.1,,79,Wind blowing from the south-southwest,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,4.9,,,2500 or more  or no clouds.,,,2.3,0.7,No precipitation,6,,,,
13.01.2020 14:00,4.5,766.5,767.8,-1.8,79,Wind blowing from the south,3,,5,100%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,5.9,,,2500 or more  or no clouds.,,,1.6,1.2,No precipitation,12,,,,
13.01.2020 11:00,3.8,768.3,769.6,,87,Wind blowing from the south,2,,3,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,0.7,5.9,,,1500-2000,,,1.0,1.8,No precipitation,6,,,,
13.01.2020 08:00,2.1,767.6,768.9,0.5,98,Wind blowing from the east-southeast,0,,3,100%.,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,0.6,1.8,No precipitation,12,,,,
13.01.2020 05:00,1.3,767.1,768.4,,98,Wind blowing from the south-southeast,1,,3,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,,,-2.3,5.9,,,,,,less than 0.1,1.0,No precipitation,6,,,,
13.01.2020 02:00,1.4,766.9,768.2,-0.8,97,Wind blowing from the east,1,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.9,,,2500 or more  or no clouds.,,,0.2,1.0,No precipitation,12,,,,
12.01.2020 23:00,2.0,767.7,769.0,,96,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-2.3,5.9,,,,,,0.4,1.4,No precipitation,6,,,,
12.01.2020 20:00,2.2,767.5,768.9,0.6,89,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.9,,,2500 or more  or no clouds.,,,1.5,0.6,No precipitation,12,,,,
12.01.2020 17:00,4.7,766.9,768.1,,73,Wind blowing from the south-west,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.9,,,2500 or more  or no clouds.,,,2.5,0.3,No precipitation,6,,,,
