Local time in Tonghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.01.2020 05:00,-16.9,759.4,770.6,,83,Wind blowing from the west-southwest,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-21.5,-12.6,,,,,,1.3,-19.1,No precipitation,6,,,,
21.01.2020 02:00,-18.4,759.4,770.6,0.7,83,Wind blowing from the west,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-12.6,,,2500 or more  or no clouds.,,,1.1,-20.6,No precipitation,12,,,,
20.01.2020 23:00,-20.7,758.7,769.9,,84,Wind blowing from the west-southwest,4,,,,Mist. ,,,-21.2,-12.6,,,,,,0.9,-22.7,No precipitation,6,,,,
20.01.2020 20:00,-17.5,757.9,769.0,,81,Wind blowing from the west-southwest,1,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-12.6,,,2500 or more  or no clouds.,,,1.2,-20.0,0.1,12,,,,
20.01.2020 17:00,-14.3,756.3,767.3,,71,Wind blowing from the west-southwest,3,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-12.6,,,2500 or more  or no clouds.,,,1.8,-18.4,No precipitation,6,,,,
20.01.2020 14:00,-13.5,754.6,765.6,0.2,75,Wind blowing from the west,7,,9,100%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.6,,,2500 or more  or no clouds.,,,1.6,-17.1,0.4,12,,,,
20.01.2020 11:00,-13.8,754.4,765.5,,80,Wind blowing from the west-southwest,5,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.0,,,,,,1.4,-16.5,0.4,6,,,,
20.01.2020 08:00,-17.1,754.0,765.1,1.0,84,Wind blowing from the south-southwest,3,,7,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.0,,,2500 or more  or no clouds.,,,1.1,-19.2,0.6,12,,,,
20.01.2020 05:00,-13.9,753.0,763.9,,84,Wind blowing from the west-southwest,4,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.1,-10.0,,,,,,1.1,-16.0,0.1,6,,,,
20.01.2020 02:00,-14.8,752.8,763.8,0.4,85,Wind blowing from the west-southwest,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.0,,,2500 or more  or no clouds.,,,1.4,-16.8,0.6,12,,,,
19.01.2020 23:00,-17.3,752.4,763.4,,86,Wind blowing from the west-southwest,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.1,-10.0,,,,,,2.6,-19.1,0.5,6,,,,
19.01.2020 20:00,-15.6,752.3,763.4,0.6,83,Wind blowing from the west-southwest,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.0,,,2500 or more  or no clouds.,,,2.0,-17.8,0.3,12,,,,
19.01.2020 17:00,-13.2,751.7,762.7,,77,Wind blowing from the west,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.0,,,2500 or more  or no clouds.,,,3.7,-16.4,No precipitation,6,,,,
19.01.2020 14:00,-10.8,750.8,761.8,-1.1,68,Wind blowing from the west-northwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.0,,,,,,5.0,-15.7,No precipitation,12,,,,
19.01.2020 11:00,-12.4,751.9,762.9,,69,Wind blowing from the east-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-12.4,,,,,,5.0,-16.9,No precipitation,6,,,,
19.01.2020 08:00,-17.4,752.2,763.3,0.3,79,Wind blowing from the west-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-13.2,,,,,,7.0,-20.2,No precipitation,12,,,,
19.01.2020 05:00,-18.0,751.9,763.0,,80,Wind blowing from the west-northwest,1,,3,, ,,,,-13.2,,,,,,7.0,-20.6,No precipitation,6,,,,
19.01.2020 02:00,-17.3,752.8,763.9,-0.6,78,Wind blowing from the north-east,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-13.2,,,2500 or more  or no clouds.,,,6.0,-20.2,No precipitation,12,,,,
18.01.2020 23:00,-17.4,753.4,764.6,,79,Wind blowing from the north-east,2,,,,Haze. ,,,-28.3,-13.2,,,,,,3.9,-20.2,No precipitation,6,,,,
18.01.2020 20:00,-14.8,754.4,765.7,-0.5,72,Wind blowing from the north-east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,-13.2,,,,,,3.1,-18.7,No precipitation,12,,,,
18.01.2020 17:00,-16.8,754.9,766.3,,76,Wind blowing from the north,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,-13.2,,,,,,0.9,-20.0,No precipitation,6,,,,
18.01.2020 14:00,-13.8,755.4,766.7,-1.7,65,Wind blowing from the west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,-12.3,,,,,,3.6,-19.0,No precipitation,12,,,,
18.01.2020 11:00,-20.6,757.1,768.6,,77,Wind blowing from the south-west,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,-12.3,,,2500 or more  or no clouds.,,,4.5,-23.6,No precipitation,6,,,,
18.01.2020 08:00,-27.7,757.9,769.5,0.0,77,Wind blowing from the north,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,-12.3,,,,,,2.7,-30.5,No precipitation,12,,,,
18.01.2020 05:00,-26.9,757.9,769.3,,78,Wind blowing from the south-southwest,1,,3,,Haze. ,,,-28.7,-12.3,,,,,,3.8,-29.6,No precipitation,6,,,,
18.01.2020 02:00,-27.6,758.5,769.9,-0.1,77,Wind blowing from the south-west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-12.3,,,2500 or more  or no clouds.,,,6.0,-30.4,No precipitation,12,,,,
17.01.2020 23:00,-25.4,758.6,770.1,,77,Wind blowing from the north-northeast,1,,,,Haze. ,,,-28.7,-12.3,,,,,,5.0,-28.3,No precipitation,6,,,,
17.01.2020 20:00,-21.0,759.4,770.9,-0.3,76,Wind blowing from the north-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-12.3,,,,,,3.3,-24.1,No precipitation,12,,,,
17.01.2020 17:00,-17.7,759.7,771.2,,73,Wind blowing from the north-northeast,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-12.3,,,2500 or more  or no clouds.,,,2.7,-21.4,No precipitation,6,,,,
17.01.2020 14:00,-12.8,759.7,771.1,-1.5,62,Wind blowing from the south-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-12.8,,,,,,4.7,-18.6,No precipitation,12,,,,
17.01.2020 11:00,-20.6,761.2,772.7,,77,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-17.5,,,,,,2.4,-23.6,No precipitation,6,,,,
17.01.2020 08:00,-27.6,762.1,773.7,-0.1,75,Wind blowing from the north-east,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-17.5,,,,,,1.9,-30.7,No precipitation,12,,,,
17.01.2020 05:00,-28.0,762.2,773.8,,76,Wind blowing from the west-southwest,1,,8,,Haze. ,,,-28.5,-17.5,,,,,,1.5,-30.9,No precipitation,6,,,,
17.01.2020 02:00,-25.5,762.4,773.8,0.2,80,Wind blowing from the south,3,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-17.5,,,2500 or more  or no clouds.,,,1.6,-27.9,No precipitation,12,,,,
16.01.2020 23:00,-24.8,762.2,773.7,,79,Wind blowing from the west-northwest,1,,11,,Haze. ,,,-28.6,-17.5,,,,,,1.5,-27.4,No precipitation,6,,,,
16.01.2020 20:00,-22.3,762.1,773.7,0.6,80,Wind blowing from the west,6,,11,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-17.5,,,2500 or more  or no clouds.,,,1.5,-24.8,Trace of precipitation,12,,,,
16.01.2020 17:00,-20.5,761.5,773.1,,76,Wind blowing from the west,2,,11,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-17.5,,,2500 or more  or no clouds.,,,1.6,-23.6,No precipitation,6,,,,
16.01.2020 14:00,-18.0,760.6,772.0,-0.6,76,Wind blowing from the west,7,,11,70 – 80%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-14.2,,,2500 or more  or no clouds.,,,1.8,-21.3,Trace of precipitation,12,,,,
16.01.2020 11:00,-18.3,761.2,772.6,,81,Wind blowing from the west-southwest,6,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-14.2,,,2500 or more  or no clouds.,,,1.6,-20.8,Trace of precipitation,6,,,,
16.01.2020 08:00,-24.2,760.6,772.0,0.6,79,Wind blowing from the west-southwest,4,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-14.2,,,,,,3.3,-26.8,No precipitation,12,,,,
16.01.2020 05:00,-27.5,760.0,771.6,,80,Wind blowing from the south-southwest,2,,3,,Haze. ,,,-29.4,-14.2,,,,,,3.4,-29.9,No precipitation,6,,,,
16.01.2020 02:00,-25.3,760.3,771.6,-0.6,78,Wind blowing from the east-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-14.2,,,2500 or more  or no clouds.,,,5.0,-28.0,No precipitation,12,,,,
15.01.2020 23:00,-25.1,760.9,772.4,,79,Wind blowing from the north,1,,,,Mist. ,,,-29.4,-14.2,,,,,,3.4,-27.7,No precipitation,6,,,,
15.01.2020 20:00,-21.7,761.6,773.2,0.1,78,Wind blowing from the south-southwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-14.2,,,,,,1.4,-24.5,No precipitation,12,,,,
15.01.2020 17:00,-19.3,761.5,773.1,,77,Wind blowing from the south-southwest,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-14.2,,,2500 or more  or no clouds.,,,2.3,-22.3,No precipitation,6,,,,
15.01.2020 14:00,-14.6,761.3,772.7,-1.4,67,Wind blowing from the south-southwest,3,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-14.6,,,,,,4.1,-19.5,No precipitation,12,,,,
15.01.2020 11:00,-22.4,762.7,774.2,,77,Wind blowing from the west-southwest,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-15.3,,,2500 or more  or no clouds.,,,2.7,-25.3,No precipitation,6,,,,
15.01.2020 08:00,-28.6,763.2,774.8,0.2,77,Wind blowing from the south-west,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-15.3,,,2500 or more  or no clouds.,,,2.2,-31.4,No precipitation,12,,,,
15.01.2020 05:00,-27.6,763.0,774.5,,79,Wind blowing from the south-west,2,,5,,Haze. ,,,-28.9,-15.3,,,,,,2.1,-30.1,No precipitation,6,,,,
15.01.2020 02:00,-26.7,763.3,774.7,0.3,79,Wind blowing from the west-southwest,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-15.3,,,2500 or more  or no clouds.,,,2.6,-29.2,No precipitation,12,,,,
14.01.2020 23:00,-23.7,763.0,774.4,,82,Wind blowing from the west-southwest,2,,,,Mist. ,,,-24.4,-15.3,,,,,,2.1,-25.9,No precipitation,6,,,,
14.01.2020 20:00,-21.3,762.9,774.4,0.7,78,Wind blowing from the west-southwest,3,,7,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-15.3,,,2500 or more  or no clouds.,,,1.9,-24.1,No precipitation,12,,,,
14.01.2020 17:00,-19.0,762.2,773.6,,79,Wind blowing from the west,5,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-15.3,,,2500 or more  or no clouds.,,,4.2,-21.7,No precipitation,6,,,,
14.01.2020 14:00,-15.3,761.8,773.1,-0.6,71,Wind blowing from the west-southwest,4,,7,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-13.8,,,2500 or more  or no clouds.,,,4.1,-19.4,No precipitation,12,,,,
14.01.2020 11:00,-19.3,762.4,773.8,,84,Wind blowing from the west-southwest,3,,7,60%.,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-13.8,,,2500 or more  or no clouds.,,,1.1,-21.3,No precipitation,6,,,,
14.01.2020 08:00,-24.1,762.5,774.0,1.0,80,Wind blowing from the south-southwest,2,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-13.8,,,2500 or more  or no clouds.,,,1.8,-26.6,No precipitation,12,,,,
14.01.2020 05:00,-21.5,761.5,772.9,,83,Wind blowing from the west-northwest,3,,7,,Mist. ,,,-23.1,-13.8,,,,,,2.1,-23.7,0.2,6,,,,
14.01.2020 02:00,-18.8,761.0,772.2,0.8,82,Wind blowing from the west,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-13.8,,,2500 or more  or no clouds.,,,2.4,-21.2,0.2,12,,,,
13.01.2020 23:00,-16.7,760.2,771.4,,79,Wind blowing from the west,5,,,,Mist. ,,,-23.1,-13.8,,,,,,2.8,-19.5,No precipitation,6,,,,
13.01.2020 20:00,-19.3,759.3,770.7,1.2,81,Wind blowing from the west-southwest,5,,9,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-13.8,,,2500 or more  or no clouds.,,,2.2,-21.7,No precipitation,12,,,,
13.01.2020 17:00,-17.3,758.1,769.3,,76,Wind blowing from the west,4,,9,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-13.8,,,2500 or more  or no clouds.,,,3.4,-20.5,No precipitation,6,,,,
13.01.2020 14:00,-13.9,756.8,767.9,0.2,71,Wind blowing from the west,7,,9,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-13.9,,,2500 or more  or no clouds.,,,3.9,-18.0,No precipitation,12,,,,
13.01.2020 11:00,-16.2,756.6,767.8,,82,Wind blowing from the west,3,,6,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-15.2,,,2500 or more  or no clouds.,,,2.1,-18.6,No precipitation,6,,,,
13.01.2020 08:00,-22.5,756.0,767.3,1.5,82,Wind blowing from the west-southwest,2,,6,no clouds,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-15.2,,,,,,1.1,-24.7,Trace of precipitation,12,,,,
13.01.2020 05:00,-20.1,754.5,765.7,,83,Wind blowing from the west,3,,6,,Mist. ,,,-21.3,-15.2,,,,,,1.9,-22.2,No precipitation,6,,,,
13.01.2020 02:00,-17.2,754.5,765.6,0.3,82,Wind blowing from the south-west,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-15.2,,,2500 or more  or no clouds.,,,3.1,-19.5,No precipitation,12,,,,
12.01.2020 23:00,-17.3,754.2,765.4,,81,Wind blowing from the south-west,5,,,,Mist. ,,,-21.3,-15.2,,,,,,2.3,-19.8,No precipitation,6,,,,
12.01.2020 20:00,-19.4,754.6,765.9,0.2,80,Wind blowing from the west,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-15.2,,,,,,2.6,-22.0,No precipitation,12,,,,
12.01.2020 17:00,-17.1,754.4,765.6,,80,Wind blowing from the west-southwest,4,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-15.2,,,,,,3.4,-19.7,No precipitation,6,,,,
12.01.2020 14:00,-15.4,754.6,765.7,-1.4,72,Wind blowing from the south-west,4,,6,no clouds,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-14.1,,,,,,2.9,-19.3,0.4,12,,,,
12.01.2020 11:00,-18.4,756.0,767.2,,81,Wind blowing from the west-southwest,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-14.0,,,,,,1.6,-20.9,0.4,6,,,,
12.01.2020 08:00,-21.2,756.9,768.2,-0.1,81,Wind blowing from the west-southwest,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-14.0,,,2500 or more  or no clouds.,,,1.3,-23.6,0.5,12,,,,
12.01.2020 05:00,-19.1,757.0,768.1,,81,Wind blowing from the west-southwest,2,,10,,Intermittent fall of snowflakes  slight at time of observation. ,,,-19.1,-14.0,,,,,,1.5,-21.5,No precipitation,6,,,,
12.01.2020 02:00,-17.3,757.9,769.1,0.0,80,Wind blowing from the west,4,,12,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-14.0,,,2500 or more  or no clouds.,,,1.8,-19.9,0.1,12,,,,
11.01.2020 23:00,-17.3,757.9,769.1,,79,Wind blowing from the west,6,,,,Haze. ,,,-21.6,-14.0,,,,,,1.7,-20.1,0.1,6,,,,
11.01.2020 20:00,-17.8,758.5,769.6,1.3,80,Wind blowing from the west-southwest,6,,13,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-14.0,,,2500 or more  or no clouds.,,,1.7,-20.4,No precipitation,12,,,,
11.01.2020 17:00,-16.3,757.2,768.3,,77,Wind blowing from the west,8,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-14.0,,,,,,2.5,-19.4,No precipitation,6,,,,
11.01.2020 14:00,-14.1,756.1,767.2,-0.2,78,Wind blowing from the west,9,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.2,,,2500 or more  or no clouds.,,,2.4,-17.2,No precipitation,12,,,,
11.01.2020 11:00,-15.1,756.3,767.5,,81,Wind blowing from the west-southwest,7,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-10.2,,,2500 or more  or no clouds.,,,1.8,-17.6,No precipitation,6,,,,
11.01.2020 08:00,-15.9,756.2,767.4,0.9,83,Wind blowing from the west,6,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-10.2,,,2500 or more  or no clouds.,,,1.9,-18.1,No precipitation,12,,,,
11.01.2020 05:00,-14.7,755.3,766.4,,86,Wind blowing from the west-southwest,5,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,-23.1,-10.2,,,,,,1.6,-16.5,No precipitation,6,,,,
11.01.2020 02:00,-17.2,755.1,766.1,0.1,85,Wind blowing from the west,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.2,,,2500 or more  or no clouds.,,,2.3,-19.1,No precipitation,12,,,,
10.01.2020 23:00,-20.9,755.0,766.2,,84,Wind blowing from the south-west,2,,,,Mist. ,,,-23.1,-10.2,,,,,,2.6,-22.9,No precipitation,6,,,,
10.01.2020 20:00,-19.1,755.0,766.3,-0.2,83,Wind blowing from the west-southwest,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.2,,,,,,2.0,-21.3,No precipitation,12,,,,
10.01.2020 17:00,-16.5,755.2,766.4,,77,Wind blowing from the west-southwest,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.2,,,2500 or more  or no clouds.,,,2.2,-19.6,No precipitation,6,,,,
10.01.2020 14:00,-10.3,755.2,766.3,-1.6,69,Wind blowing from the south-southwest,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.3,,,2500 or more  or no clouds.,,,6.0,-14.9,No precipitation,12,,,,
10.01.2020 11:00,-15.4,756.8,768.0,,75,Wind blowing from the west-northwest,1,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-13.3,,,2500 or more  or no clouds.,,,5.0,-18.8,No precipitation,6,,,,
10.01.2020 08:00,-20.8,758.1,769.3,-0.1,81,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-13.3,,,1500-2000,,,2.8,-23.2,No precipitation,12,,,,
10.01.2020 05:00,-22.1,758.2,769.5,,81,Wind blowing from the north-east,1,,6,,Mist. ,,,-22.7,-13.3,,,,,,4.9,-24.5,No precipitation,6,,,,
10.01.2020 02:00,-20.4,758.9,770.2,-0.6,82,Wind blowing from the south,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-13.3,,,2500 or more  or no clouds.,,,3.1,-22.7,No precipitation,12,,,,
09.01.2020 23:00,-19.0,759.5,770.7,,83,Wind blowing from the west,2,,,,Mist. ,,,-20.5,-13.3,,,,,,3.3,-21.2,No precipitation,6,,,,
09.01.2020 20:00,-16.7,759.7,771.0,0.4,78,Wind blowing from the west,3,,9,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-13.3,,,2500 or more  or no clouds.,,,5.0,-19.6,No precipitation,12,,,,
09.01.2020 17:00,-15.7,759.3,770.5,,75,Wind blowing from the west-southwest,4,,9,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-11.1,,,2500 or more  or no clouds.,,,7.0,-19.1,No precipitation,6,,,,
09.01.2020 14:00,-13.9,758.5,769.7,-0.7,69,Wind blowing from the west,7,,9,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-8.4,,,2500 or more  or no clouds.,,,6.0,-18.4,No precipitation,12,,,,
09.01.2020 11:00,-14.7,759.2,770.4,,71,Wind blowing from the west,5,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-8.1,,,2500 or more  or no clouds.,,,6.0,-18.8,No precipitation,6,,,,
09.01.2020 08:00,-18.9,759.5,770.7,1.3,79,Wind blowing from the west-southwest,3,,10,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-8.1,,,2500 or more  or no clouds.,,,5.0,-21.6,No precipitation,12,,,,
09.01.2020 05:00,-20.4,758.2,769.3,,80,Wind blowing from the west-southwest,4,,10,,Haze. ,,,-20.4,-8.1,,,,,,4.8,-23.0,No precipitation,6,,,,
09.01.2020 02:00,-17.5,758.0,769.0,0.7,78,Wind blowing from the west-southwest,5,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.1,,,2500 or more  or no clouds.,,,6.0,-20.4,No precipitation,12,,,,
08.01.2020 23:00,-16.7,757.3,768.4,,75,Wind blowing from the west,5,,,, ,,,-18.5,-8.1,,,,,,7.0,-20.1,No precipitation,6,,,,
