Local time in Dunhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,9.4,760.9,767.5,,94,Wind blowing from the north-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,9.8,,,300-600,,,9.0,8.5,5.0,6,,,,
24.01.2020 14:00,9.5,761.2,767.8,-1.5,96,Wind blowing from the north-northwest,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,10.3,,,300-600,,,6.0,8.9,3.0,12,,,,
24.01.2020 11:00,9.5,762.7,769.4,,94,Wind blowing from the north-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,10.3,,,,,,11.0,8.6,0.3,6,,,,
24.01.2020 08:00,9.0,762.0,768.7,1.7,95,Wind blowing from the east-southeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,,,,300-600,,,15.0,8.2,0.2,12,,,,
24.01.2020 05:00,8.7,760.3,766.9,,96,Wind blowing from the north-west,2,,,, ,,,,,,,,,,8.0,8.1,,,,,,
24.01.2020 02:00,8.8,760.8,767.5,,96,Wind blowing from the north-northwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,10.3,,,2500 or more  or no clouds.,,,4.1,8.2,No precipitation,12,,,,
23.01.2020 20:00,9.1,759.7,766.4,1.4,92,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,1000-1500,,,10.0,7.9,No precipitation,12,,,,
23.01.2020 17:00,9.8,758.3,765.0,,91,Wind blowing from the north,1,,,100%., ,,,,,,,1000-1500,,,8.0,8.4,,,,,,
23.01.2020 14:00,9.9,758.4,765.1,-1.7,90,Wind blowing from the north,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,1000-1500,,,5.0,8.3,No precipitation,12,,,,
23.01.2020 11:00,9.6,760.1,766.8,,92,Wind blowing from the north-northeast,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,1000-1500,,,6.0,8.4,No precipitation,6,,,,
23.01.2020 08:00,9.1,759.5,766.2,1.6,96,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,15.9,,,1500-2000,,,4.4,8.5,No precipitation,12,,,,
23.01.2020 05:00,10.0,757.9,764.5,,91,Wind blowing from the north-west,1,,6,,Mist. ,,,9.7,15.9,,,,,,6.0,8.6,No precipitation,6,,,,
23.01.2020 02:00,10.3,759.3,765.9,,89,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.9,,,2500 or more  or no clouds.,,,7.0,8.6,No precipitation,12,,,,
22.01.2020 23:00,11.3,758.8,765.4,,87,Wind blowing from the north,1,,,,Mist. ,,,9.7,15.9,,,,,,6.0,9.2,No precipitation,6,,,,
22.01.2020 20:00,12.7,757.6,764.2,1.1,79,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.9,,,1500-2000,,,8.0,9.2,No precipitation,12,,,,
22.01.2020 17:00,14.6,756.5,763.1,,73,Wind blowing from the north-northeast,3,,6,100%., ,,,9.7,15.9,,,1500-2000,,,8.0,9.8,No precipitation,6,,,,
22.01.2020 14:00,15.8,756.1,762.6,,69,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.9,,,2500 or more  or no clouds.,,,8.0,10.1,No precipitation,12,,,,
22.01.2020 11:00,14.3,758.2,764.8,,70,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%, ,,,9.7,14.6,,,,,,8.0,8.9,No precipitation,6,,,,
22.01.2020 08:00,9.8,757.6,764.2,0.7,89,Wind blowing from the north,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,14.6,,,2500 or more  or no clouds.,,,6.0,8.1,No precipitation,12,,,,
22.01.2020 05:00,9.8,756.9,763.5,,89,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,7.0,8.1,,,,,,
22.01.2020 02:00,10.3,758.0,764.6,,87,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.6,,,2500 or more  or no clouds.,,,8.0,8.2,No precipitation,12,,,,
21.01.2020 23:00,10.8,758.6,765.2,,85,Calm  no wind,0,,,, ,,,8.6,14.6,,,,,,8.0,8.4,No precipitation,6,,,,
21.01.2020 20:00,13.1,758.1,764.7,0.4,71,Wind blowing from the east-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.6,,,2500 or more  or no clouds.,,,8.0,8.0,No precipitation,12,,,,
21.01.2020 17:00,14.5,757.7,764.3,,66,Calm  no wind,0,,,90  or more  but not 100%, ,,,,,,,,,,11.0,8.2,,,,,,
21.01.2020 14:00,14.4,758.7,765.3,,60,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.5,,,1500-2000,,,11.0,6.7,No precipitation,12,,,,
21.01.2020 11:00,11.9,761.5,768.2,,68,Wind blowing from the south-east,1,,2,90  or more  but not 100%, ,,,7.5,11.9,,,,,,10.0,6.2,No precipitation,6,,,,
21.01.2020 08:00,8.8,761.4,768.1,0.7,85,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,10.0,6.4,No precipitation,12,,,,
21.01.2020 05:00,8.7,760.7,767.4,,85,Calm  no wind,0,,,, ,,,,,,,,,,10.0,6.3,,,,,,
21.01.2020 02:00,9.1,762.1,768.7,-0.8,81,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.4,,,2500 or more  or no clouds.,,,11.0,6.0,No precipitation,12,,,,
20.01.2020 23:00,9.4,762.9,769.6,,77,Wind blowing from the north-northwest,1,,3,, ,,,5.0,11.4,,,,,,11.0,5.6,No precipitation,6,,,,
20.01.2020 20:00,9.6,762.3,769.0,,70,Wind blowing from the north-northeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,11.4,,,2500 or more  or no clouds.,,,11.0,4.4,No precipitation,12,,,,
20.01.2020 17:00,10.7,761.4,768.1,,61,Wind blowing from the north-east,1,,,100%., ,,,,,,,1500-2000,,,15.0,3.5,,,,,,
20.01.2020 14:00,10.9,762.1,768.8,-2.2,61,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.9,,,1500-2000,,,15.0,3.7,No precipitation,12,,,,
20.01.2020 11:00,7.4,764.3,771.1,,85,Wind blowing from the north-northwest,2,,2,100%., ,,,5.0,9.6,,,1500-2000,,,9.0,5.0,No precipitation,6,,,,
20.01.2020 08:00,5.5,763.3,770.1,1.1,95,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,9.6,,,1500-2000,,,7.0,4.8,No precipitation,12,,,,
20.01.2020 05:00,5.2,762.2,769.0,,95,Calm  no wind,0,,,, ,,,,,,,,,,7.0,4.5,,,,,,
20.01.2020 02:00,5.0,762.9,769.6,-0.5,95,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,9.6,,,2500 or more  or no clouds.,,,6.0,4.3,No precipitation,12,,,,
19.01.2020 23:00,6.2,763.4,770.2,,88,Calm  no wind,0,,,, ,,,5.6,9.6,,,,,,11.0,4.4,No precipitation,6,,,,
19.01.2020 20:00,8.5,763.2,769.9,0.8,72,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,9.6,,,1500-2000,,,13.0,3.7,No precipitation,12,,,,
19.01.2020 17:00,9.1,762.4,769.1,,67,Wind blowing from the east,2,,,100%., ,,,,,,,1500-2000,,,15.0,3.3,,,,,,
19.01.2020 14:00,9.2,762.5,769.3,-2.3,69,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,9.3,,,1500-2000,,,14.0,3.8,No precipitation,12,,,,
19.01.2020 11:00,8.9,764.8,771.6,,73,Wind blowing from the east-northeast,1,,2,100%., ,,,5.6,8.9,,,1500-2000,,,12.0,4.3,No precipitation,6,,,,
19.01.2020 08:00,5.9,764.1,770.9,1.1,88,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.6,,,1500-2000,,,8.0,4.1,No precipitation,12,,,,
19.01.2020 05:00,5.6,763.0,769.9,,87,Wind blowing from the north,0,,,, ,,,,,,,,,,9.0,3.6,,,,,,
19.01.2020 02:00,5.7,763.4,770.2,0.1,84,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.6,,,2500 or more  or no clouds.,,,10.0,3.2,0.1,12,,,,
18.01.2020 23:00,5.9,763.3,770.1,,82,Wind blowing from the north-west,1,,4,, ,,,,6.6,,,,,,12.0,3.1,No precipitation,6,,,,
18.01.2020 20:00,6.0,761.9,768.7,1.0,80,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.6,,,1500-2000,,,12.0,2.8,0.1,12,,,,
18.01.2020 17:00,6.3,760.9,767.7,,83,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,1500-2000,,,10.0,3.6,,,,,,
18.01.2020 14:00,6.5,761.3,768.1,-2.0,77,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.5,,,1500-2000,,,9.0,2.8,No precipitation,12,,,,
18.01.2020 11:00,6.1,763.3,770.2,,80,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.1,,,300-600,,,8.0,2.9,No precipitation,6,,,,
18.01.2020 08:00,4.9,763.0,769.8,0.9,92,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,5.7,,,1500-2000,,,7.0,3.7,No precipitation,12,,,,
18.01.2020 05:00,4.6,762.1,769.0,,90,Wind blowing from the north,1,,,, ,,,,,,,,,,11.0,3.1,,,,,,
18.01.2020 02:00,5.0,763.5,770.3,-0.6,89,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,5.7,,,2500 or more  or no clouds.,,,11.0,3.3,No precipitation,12,,,,
17.01.2020 23:00,5.4,764.1,770.9,,85,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,11.0,3.1,,,,,,
17.01.2020 20:00,5.5,764.2,771.1,0.6,83,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,5.7,,,1000-1500,,,12.0,2.8,No precipitation,12,,,,
17.01.2020 17:00,5.7,763.6,770.4,,83,Wind blowing from the east-southeast,1,,,100%., ,,,,,,,1500-2000,,,13.0,3.0,,,,,,
17.01.2020 14:00,5.5,763.6,770.5,-2.1,85,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,5.7,,,1500-2000,,,10.0,3.2,0.2,12,,,,
17.01.2020 11:00,4.9,765.7,772.5,,86,Wind blowing from the north-northeast,3,,5,100%., ,,,4.2,5.9,,,1500-2000,,,9.0,2.8,No precipitation,6,,,,
17.01.2020 08:00,4.3,765.2,772.0,1.0,92,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,5.9,,,300-600,,,6.0,3.1,0.2,12,,,,
17.01.2020 05:00,4.2,764.2,771.1,,94,Wind blowing from the north,1,,5,,Mist. ,,,4.2,5.9,,,,,,6.0,3.3,0.2,6,,,,
17.01.2020 02:00,4.6,765.1,771.9,0.3,94,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,5.9,,,2500 or more  or no clouds.,,,4.9,3.7,0.4,12,,,,
16.01.2020 23:00,5.1,764.8,771.6,,93,Wind blowing from the north-west,1,,7,,Rain (not freezing) not falling as shower(s). ,,,5.1,5.9,,,,,,17.0,4.1,0.3,6,,,,
16.01.2020 20:00,5.3,763.9,770.7,0.8,91,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,6.3,,,1000-1500,,,22.0,4.0,0.9,12,,,,
16.01.2020 17:00,5.6,763.1,769.9,,89,Wind blowing from the north-northeast,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,1000-1500,,,21.0,3.9,0.2,6,,,,
16.01.2020 14:00,5.7,762.4,769.3,-1.6,89,Wind blowing from the north-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,1000-1500,,,29.0,4.0,3.0,12,,,,
16.01.2020 11:00,5.5,764.0,770.8,,95,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,300-600,,,11.0,4.8,0.4,6,,,,
16.01.2020 08:00,5.5,762.7,769.5,1.7,93,Wind blowing from the north-northeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,7.4,,,1500-2000,,,18.0,4.5,7.0,12,,,,
16.01.2020 05:00,5.4,761.0,767.8,,95,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,19.0,4.7,,,,,,
16.01.2020 02:00,5.6,761.1,767.8,0.1,96,Wind blowing from the north,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,7.4,,,2500 or more  or no clouds.,,,13.0,5.0,6.0,12,,,,
15.01.2020 23:00,5.9,761.0,767.8,,95,Wind blowing from the north-northeast,2,,5,,Rain  not freezing  intermittent  moderate at time of observation. ,,,5.9,7.4,,,,,,5.0,5.2,2.0,6,,,,
15.01.2020 20:00,6.3,759.5,766.3,1.1,94,Wind blowing from the north,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,7.4,,,300-600,,,11.0,5.4,3.0,12,,,,
15.01.2020 17:00,6.7,758.4,765.1,,95,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.4,,,300-600,,,7.0,6.0,1.0,6,,,,
15.01.2020 14:00,7.4,758.2,765.0,-2.2,91,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.6,,,1500-2000,,,10.0,6.0,11.0,12,,,,
15.01.2020 11:00,7.0,760.4,767.2,,95,Wind blowing from the north-northeast,2,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.9,,,300-600,,,6.0,6.3,4.0,6,,,,
15.01.2020 08:00,6.3,760.3,767.0,0.4,97,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,300-600,,,2.5,5.9,12.0,12,,,,
15.01.2020 05:00,6.1,759.9,766.6,,97,Wind blowing from the north-west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.0,,,,,,,2.5,5.7,10.0,6,,,,
15.01.2020 02:00,6.1,761.1,767.8,-0.4,95,Wind blowing from the north-northeast,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.9,,,2500 or more  or no clouds.,,,3.1,5.4,4.0,12,,,,
14.01.2020 23:00,6.3,761.5,768.2,,93,Wind blowing from the north-west,1,,6,,Rain (not freezing) not falling as shower(s). ,,,6.0,8.3,,,,,,4.0,5.3,0.8,6,,,,
14.01.2020 20:00,6.3,762.1,768.8,-0.3,93,Wind blowing from the north-west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.9,,,300-600,,,3.5,5.3,1.0,12,,,,
14.01.2020 17:00,6.0,762.4,769.2,,94,Wind blowing from the north-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,300-600,,,2.9,5.1,0.4,6,,,,
14.01.2020 14:00,7.6,762.0,768.7,-1.9,74,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,300-600,,,10.0,3.3,0.7,12,,,,
14.01.2020 11:00,7.7,763.9,770.7,,78,Wind blowing from the north-northwest,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,300-600,,,9.0,4.1,0.4,6,,,,
14.01.2020 08:00,7.1,763.0,769.8,0.9,80,Wind blowing from the west-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,11.7,,,1500-2000,,,11.0,3.9,0.3,12,,,,
14.01.2020 05:00,7.3,762.1,768.7,,83,Wind blowing from the north,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.1,11.7,,,,,,7.0,4.6,0.2,6,,,,
14.01.2020 02:00,7.8,761.8,768.4,0.4,72,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.7,,,2500 or more  or no clouds.,,,15.0,3.1,No precipitation,12,,,,
13.01.2020 23:00,8.3,761.4,768.1,,73,Wind blowing from the north-northeast,2,,4,, ,,,5.1,11.7,,,,,,18.0,3.6,No precipitation,6,,,,
13.01.2020 20:00,9.9,760.2,766.9,1.4,67,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.7,,,2500 or more  or no clouds.,,,16.0,3.9,No precipitation,12,,,,
13.01.2020 17:00,10.8,758.8,765.5,,57,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,17.0,2.6,,,,,,
13.01.2020 14:00,11.1,759.3,766.0,-1.4,55,Wind blowing from the south,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.1,,,600-1000,,,18.0,2.2,No precipitation,12,,,,
13.01.2020 11:00,8.9,760.7,767.5,,66,Wind blowing from the north-west,1,,,90  or more  but not 100%, ,,,,,,,,,,15.0,2.9,,,,,,
13.01.2020 08:00,5.3,760.8,767.5,0.5,90,Wind blowing from the north,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,8.2,,,2500 or more  or no clouds.,,,8.0,3.8,No precipitation,12,,,,
13.01.2020 05:00,5.6,760.3,767.0,,91,Wind blowing from the west,2,,,, ,,,,,,,,,,9.0,4.2,,,,,,
13.01.2020 02:00,6.3,760.4,767.2,-1.1,84,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,8.2,,,2500 or more  or no clouds.,,,12.0,3.8,No precipitation,12,,,,
12.01.2020 23:00,7.2,761.5,768.2,,80,Wind blowing from the north-northeast,1,,4,, ,,,5.7,8.2,,,,,,14.0,4.0,No precipitation,6,,,,
12.01.2020 20:00,7.6,760.8,767.5,0.8,76,Wind blowing from the north-northeast,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,8.2,,,1500-2000,,,17.0,3.5,No precipitation,12,,,,
12.01.2020 17:00,8.1,760.0,766.8,,66,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,1500-2000,,,21.0,2.1,,,,,,
12.01.2020 14:00,8.1,760.2,766.9,-2.8,73,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,8.1,,,1500-2000,,,17.0,3.4,No precipitation,12,,,,
12.01.2020 11:00,6.9,763.0,769.8,,78,Wind blowing from the north-northeast,1,,4,, ,,,5.7,6.9,,,,,,15.0,3.3,No precipitation,6,,,,
12.01.2020 08:00,5.9,763.0,769.7,0.6,85,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,6.7,,,1000-1500,,,14.0,3.6,No precipitation,12,,,,
12.01.2020 05:00,5.8,762.4,769.1,,85,Wind blowing from the north-west,1,,,, ,,,,,,,,,,15.0,3.5,,,,,,
12.01.2020 02:00,5.9,762.8,769.6,0.0,84,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,6.8,,,2500 or more  or no clouds.,,,17.0,3.4,0.2,12,,,,
11.01.2020 23:00,6.1,762.8,769.6,,85,Wind blowing from the north-west,1,,5,, ,,,5.7,,,,,,,21.0,3.8,No precipitation,6,,,,
11.01.2020 20:00,6.3,762.2,769.0,0.9,87,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,7.7,,,1000-1500,,,30.0,4.3,7.0,12,,,,
11.01.2020 17:00,6.5,761.3,768.1,,87,Wind blowing from the north-west,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,300-600,,,30.0,4.5,4.0,6,,,,
11.01.2020 14:00,6.5,760.7,767.5,-1.7,90,Wind blowing from the north-west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,300-600,,,26.0,5.0,9.0,12,,,,
11.01.2020 11:00,6.3,762.4,769.2,,90,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,300-600,,,30.0,4.8,5.0,6,,,,
11.01.2020 08:00,5.7,761.9,768.7,1.5,95,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,10.1,,,300-600,,,6.0,5.0,2.0,12,,,,
11.01.2020 05:00,6.1,760.4,767.2,,89,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.1,10.1,,,,,,18.0,4.4,No precipitation,6,,,,
11.01.2020 02:00,6.8,759.8,766.5,-0.4,83,Wind blowing from the north-northeast,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.1,,,2500 or more  or no clouds.,,,18.0,4.1,No precipitation,12,,,,
10.01.2020 23:00,7.4,760.2,766.9,,82,Wind blowing from the north-northeast,2,,,, ,,,6.7,10.1,,,,,,10.0,4.5,No precipitation,6,,,,
10.01.2020 20:00,7.7,759.7,766.4,1.5,79,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.1,,,1500-2000,,,10.0,4.3,No precipitation,12,,,,
