Local time in Beihai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 17:00,24.5,759.1,760.3,,73,Wind blowing from the south-southeast,3,,,40%., ,,,19.9,25.7,,,600-1000,,,13.0,19.3,No precipitation,6,,,,
23.01.2020 14:00,25.3,759.9,761.1,-2.6,69,Wind blowing from the south-southeast,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,25.5,,,600-1000,,,10.0,19.2,No precipitation,12,,,,
23.01.2020 11:00,23.3,762.5,763.7,,82,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,24.0,,,600-1000,,,4.6,20.1,No precipitation,6,,,,
23.01.2020 08:00,20.7,761.2,762.5,0.9,95,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,5.0,19.9,No precipitation,12,,,,
23.01.2020 05:00,20.5,760.3,761.5,,95,Wind blowing from the east-southeast,2,,5,,Mist. ,,,19.4,24.0,,,,,,4.5,19.7,No precipitation,6,,,,
23.01.2020 02:00,20.6,761.2,762.4,-0.6,94,Wind blowing from the east-southeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,24.0,,,2500 or more  or no clouds.,,,5.0,19.6,No precipitation,12,,,,
22.01.2020 23:00,20.9,761.8,763.0,,91,Wind blowing from the east-southeast,3,,8,,Mist. ,,,19.2,24.0,,,,,,5.0,19.4,No precipitation,6,,,,
22.01.2020 20:00,20.6,760.8,762.1,0.5,89,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,24.0,,,1500-2000,,,6.0,18.7,No precipitation,12,,,,
22.01.2020 17:00,23.4,760.3,761.5,,73,Wind blowing from the south,1,,8,100%., ,,,19.2,24.0,,,600-1000,,,13.0,18.3,No precipitation,6,,,,
22.01.2020 14:00,23.4,761.6,762.9,-2.0,78,Wind blowing from the south-southeast,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,24.0,,,600-1000,,,7.0,19.3,No precipitation,12,,,,
22.01.2020 11:00,22.5,763.6,764.8,,84,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,22.5,,,600-1000,,,3.8,19.7,No precipitation,6,,,,
22.01.2020 08:00,19.6,762.7,763.9,0.7,96,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,600-1000,,,4.6,18.9,No precipitation,12,,,,
22.01.2020 05:00,19.6,762.0,763.3,,96,Wind blowing from the east,1,,7,,Mist. ,,,18.5,22.5,,,,,,4.9,18.9,No precipitation,6,,,,
22.01.2020 02:00,19.6,763.2,764.5,-0.1,95,Wind blowing from the east,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,22.5,,,2500 or more  or no clouds.,,,4.9,18.8,No precipitation,12,,,,
21.01.2020 23:00,19.3,763.3,764.5,,95,Wind blowing from the east-southeast,3,,9,,Mist. ,,,18.4,22.5,,,,,,4.0,18.5,No precipitation,6,,,,
21.01.2020 20:00,19.8,763.2,764.5,0.8,91,Wind blowing from the east,3,,9,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,22.5,,,600-1000,,,4.5,18.3,Trace of precipitation,12,,,,
21.01.2020 17:00,21.9,762.4,763.7,,80,Wind blowing from the east-southeast,3,,9,100%., ,,,18.4,22.5,,,600-1000,,,9.0,18.3,No precipitation,6,,,,
21.01.2020 14:00,21.9,763.4,764.7,-2.1,79,Wind blowing from the east-southeast,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.9,,,600-1000,,,9.0,18.1,Trace of precipitation,12,,,,
21.01.2020 11:00,20.1,765.5,766.8,,90,Wind blowing from the east,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,20.3,,,600-1000,,,3.7,18.4,No precipitation,6,,,,
21.01.2020 08:00,19.3,764.2,765.5,1.0,95,Wind blowing from the east-southeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.3,,,600-1000,,,3.9,18.5,Trace of precipitation,12,,,,
21.01.2020 05:00,18.5,763.2,764.5,,95,Wind blowing from the east,2,,6,,Mist. ,,,,20.3,,,,,,3.3,17.7,No precipitation,6,,,,
21.01.2020 02:00,18.5,764.0,765.3,-0.7,91,Wind blowing from the east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.3,,,2500 or more  or no clouds.,,,4.0,17.0,No precipitation,12,,,,
20.01.2020 23:00,18.5,764.7,766.0,,89,Wind blowing from the east,2,,6,,Mist. ,,,12.7,20.3,,,,,,3.5,16.7,No precipitation,6,,,,
20.01.2020 20:00,19.0,763.9,765.1,,87,Wind blowing from the east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,20.3,,,600-1000,,,4.5,16.8,No precipitation,12,,,,
20.01.2020 17:00,20.3,762.8,764.1,,79,Wind blowing from the east,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,20.3,,,1000-1500,,,5.0,16.5,No precipitation,6,,,,
20.01.2020 14:00,18.5,763.6,764.9,-2.2,70,Wind blowing from the north-northeast,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,18.5,,,600-1000,,,4.5,12.9,No precipitation,12,,,,
20.01.2020 11:00,15.2,765.8,767.1,,78,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,15.7,,,600-1000,,,4.9,11.4,No precipitation,6,,,,
20.01.2020 08:00,13.5,765.1,766.3,1.5,81,Wind blowing from the north-northwest,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.6,,,600-1000,,,5.0,10.3,No precipitation,12,,,,
20.01.2020 05:00,13.0,763.6,764.8,,78,Wind blowing from the north-east,1,,8,,Mist. ,,,,13.1,,,,,,7.0,9.3,No precipitation,6,,,,
20.01.2020 02:00,13.0,764.3,765.6,-0.6,78,Wind blowing from the north,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.1,,,2500 or more  or no clouds.,,,6.0,9.3,No precipitation,12,,,,
19.01.2020 23:00,12.7,764.9,766.2,,77,Wind blowing from the north,2,,9,,Mist. ,,,10.2,13.1,,,,,,6.0,8.8,No precipitation,6,,,,
19.01.2020 20:00,12.3,764.6,765.9,0.5,76,Wind blowing from the north-east,2,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.3,,,600-1000,,,6.0,8.2,0.8,12,,,,
19.01.2020 17:00,12.8,764.1,765.4,,75,Wind blowing from the north-northeast,3,,10,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,15.1,,,600-1000,,,6.0,8.5,No precipitation,6,,,,
19.01.2020 14:00,12.4,764.4,765.7,-2.2,77,Wind blowing from the north,3,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,600-1000,,,6.0,8.5,0.8,12,,,,
19.01.2020 11:00,11.0,766.6,767.8,,85,Calm  no wind,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,600-1000,,,6.0,8.6,0.8,6,,,,
19.01.2020 08:00,10.8,765.1,766.4,1.4,88,Wind blowing from the north-northwest,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,16.8,,,600-1000,,,6.0,8.9,Trace of precipitation,12,,,,
19.01.2020 05:00,11.1,763.7,765.0,,89,Wind blowing from the north,3,,9,,Mist. ,,,11.1,16.8,,,,,,3.5,9.4,No precipitation,6,,,,
19.01.2020 02:00,12.3,763.8,765.1,0.1,84,Wind blowing from the north-northwest,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,16.8,,,2500 or more  or no clouds.,,,4.1,9.7,No precipitation,12,,,,
18.01.2020 23:00,12.8,763.7,765.0,,83,Wind blowing from the north-northwest,2,,6,,Mist. ,,,11.4,16.8,,,,,,4.5,10.0,No precipitation,6,,,,
18.01.2020 20:00,13.3,762.3,763.6,1.2,81,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,16.8,,,600-1000,,,5.0,10.1,No precipitation,12,,,,
18.01.2020 17:00,15.1,761.1,762.4,,76,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,16.8,,,600-1000,,,6.0,10.9,No precipitation,6,,,,
18.01.2020 14:00,16.3,761.9,763.2,-2.4,69,Wind blowing from the north-east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,16.4,,,600-1000,,,8.0,10.6,No precipitation,12,,,,
18.01.2020 11:00,13.3,764.3,765.6,,79,Wind blowing from the north-east,2,,7,100%., ,,,11.4,13.4,,,600-1000,,,10.0,9.7,No precipitation,6,,,,
18.01.2020 08:00,11.5,763.9,765.1,0.9,88,Wind blowing from the north,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,13.4,,,600-1000,,,7.0,9.6,Trace of precipitation,12,,,,
18.01.2020 05:00,11.5,763.0,764.2,,89,Wind blowing from the north-northeast,2,,7,,Rain (not freezing) not falling as shower(s). ,,,11.5,13.4,,,,,,5.0,9.8,No precipitation,6,,,,
18.01.2020 02:00,12.1,763.6,764.8,-0.7,84,Wind blowing from the north-northwest,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,13.4,,,2500 or more  or no clouds.,,,5.0,9.5,No precipitation,12,,,,
17.01.2020 23:00,12.7,764.3,765.6,,77,Wind blowing from the north-east,2,,8,,Mist. ,,,11.8,13.4,,,,,,7.0,8.8,No precipitation,6,,,,
17.01.2020 20:00,12.5,763.6,764.9,0.5,74,Wind blowing from the north-northeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,13.8,,,600-1000,,,7.0,8.0,No precipitation,12,,,,
17.01.2020 17:00,12.9,763.1,764.4,,72,Wind blowing from the north-east,4,,10,100%., ,,,11.8,,,,1000-1500,,,9.0,8.0,No precipitation,6,,,,
17.01.2020 14:00,13.0,763.6,764.8,-1.9,71,Wind blowing from the north-east,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,,,,600-1000,,,11.0,7.9,No precipitation,12,,,,
17.01.2020 11:00,12.5,765.5,766.8,,74,Wind blowing from the north-east,3,,10,100%., ,,,11.8,,,,1000-1500,,,13.0,8.0,No precipitation,6,,,,
17.01.2020 08:00,12.0,764.7,766.0,1.5,77,Wind blowing from the north-northwest,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,1000-1500,,,15.0,8.1,No precipitation,12,,,,
17.01.2020 05:00,12.2,763.2,764.5,,77,Wind blowing from the north-east,4,,11,, ,,,12.1,,,,,,,14.0,8.3,No precipitation,6,,,,
17.01.2020 02:00,12.3,763.7,765.0,0.1,77,Wind blowing from the north-northwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,25.4,,,2500 or more  or no clouds.,,,14.0,8.4,No precipitation,12,,,,
16.01.2020 23:00,13.1,763.6,764.8,,77,Wind blowing from the north,4,,11,, ,,,13.1,25.4,,,,,,10.0,9.2,No precipitation,6,,,,
16.01.2020 20:00,13.8,762.5,763.8,1.6,78,Wind blowing from the north-northwest,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,25.4,,,1000-1500,,,10.0,10.0,No precipitation,12,,,,
16.01.2020 17:00,16.7,760.9,762.1,,76,Wind blowing from the north-northwest,5,,8,100%., ,,,16.7,25.4,,,600-1000,,,7.0,12.5,No precipitation,6,,,,
16.01.2020 14:00,25.3,760.6,761.8,-1.8,60,Wind blowing from the south,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,25.4,,,600-1000,,,12.0,17.0,No precipitation,12,,,,
16.01.2020 11:00,23.2,762.4,763.7,,77,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,19.9,24.8,,,600-1000,,,9.0,18.9,No precipitation,6,,,,
16.01.2020 08:00,20.1,761.5,762.7,1.2,92,Wind blowing from the east,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,600-1000,,,3.4,18.8,Trace of precipitation,12,,,,
16.01.2020 05:00,20.6,760.3,761.5,,92,Wind blowing from the east,2,,7,,Mist. ,,,20.0,24.8,,,,,,7.0,19.3,No precipitation,6,,,,
16.01.2020 02:00,20.4,759.7,760.9,-0.7,94,Wind blowing from the south-east,3,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,24.8,,,2500 or more  or no clouds.,,,5.0,19.4,No precipitation,12,,,,
15.01.2020 23:00,20.4,760.4,761.6,,92,Wind blowing from the east,2,,10,,Mist. ,,,17.3,24.8,,,,,,5.0,19.1,No precipitation,6,,,,
15.01.2020 20:00,21.6,759.7,760.9,0.7,81,Wind blowing from the east-southeast,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,24.8,,,600-1000,,,11.0,18.2,No precipitation,12,,,,
15.01.2020 17:00,23.8,759.0,760.2,,64,Wind blowing from the east-southeast,3,,10,90  or more  but not 100%, ,,,17.1,24.8,,,1500-2000,,,16.0,16.6,No precipitation,6,,,,
15.01.2020 14:00,24.1,759.7,760.9,-2.2,69,Wind blowing from the south-east,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,24.3,,,600-1000,,,14.0,18.1,No precipitation,12,,,,
15.01.2020 11:00,22.0,761.9,763.2,,82,Wind blowing from the south-east,7,,10,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,23.0,,,600-1000,,,7.0,18.8,No precipitation,6,,,,
15.01.2020 08:00,20.6,761.5,762.8,1.1,89,Wind blowing from the east-southeast,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,23.0,,,600-1000,,,9.0,18.7,Trace of precipitation,12,,,,
15.01.2020 05:00,20.0,760.4,761.6,,93,Wind blowing from the east-southeast,3,,7,,Mist. ,,,17.1,23.0,,,,,,7.0,18.8,No precipitation,6,,,,
15.01.2020 02:00,18.9,760.8,762.1,-0.3,94,Wind blowing from the east-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,23.0,,,2500 or more  or no clouds.,,,3.5,17.9,No precipitation,12,,,,
14.01.2020 23:00,17.4,761.1,762.4,,91,Wind blowing from the east-northeast,1,,9,,Mist. ,,,17.1,23.0,,,,,,3.7,15.9,No precipitation,6,,,,
14.01.2020 20:00,17.2,760.8,762.1,1.0,90,Wind blowing from the north-northwest,2,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,23.0,,,600-1000,,,4.1,15.5,Trace of precipitation,12,,,,
14.01.2020 17:00,22.8,759.8,761.0,,79,Wind blowing from the east,2,,9,100%., ,,,18.8,23.1,,,600-1000,,,10.0,19.0,No precipitation,6,,,,
14.01.2020 14:00,22.4,760.1,761.4,-2.2,79,Wind blowing from the east-southeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,23.9,,,600-1000,,,10.0,18.6,Trace of precipitation,12,,,,
14.01.2020 11:00,21.0,762.3,763.6,,88,Wind blowing from the east-southeast,5,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,600-1000,,,6.0,18.9,No precipitation,6,,,,
14.01.2020 08:00,20.1,761.6,762.9,0.9,92,Wind blowing from the east-southeast,4,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,6.0,18.8,1.0,12,,,,
14.01.2020 05:00,19.2,760.7,762.0,,94,Wind blowing from the east,3,,7,,Mist. ,,,14.8,23.9,,,,,,3.7,18.2,1.0,6,,,,
14.01.2020 02:00,19.2,761.0,762.3,-0.5,93,Wind blowing from the east,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,23.9,,,2500 or more  or no clouds.,,,3.3,18.0,1.0,12,,,,
13.01.2020 23:00,19.9,761.5,762.8,,85,Wind blowing from the east-southeast,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.8,23.9,,,,,,4.5,17.3,No precipitation,6,,,,
13.01.2020 20:00,20.4,759.7,761.0,0.6,80,Wind blowing from the east,3,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,23.9,,,600-1000,,,6.0,16.8,No precipitation,12,,,,
13.01.2020 17:00,23.0,759.1,760.3,,61,Wind blowing from the south-east,3,,,20–30%., ,,,12.5,23.9,,,600-1000,,,10.0,15.1,No precipitation,6,,,,
13.01.2020 14:00,22.7,760.1,761.4,-2.4,59,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,22.7,,,,,,8.0,14.3,No precipitation,12,,,,
13.01.2020 11:00,18.4,762.5,763.8,,69,Wind blowing from the east,3,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,18.6,,,600-1000,,,7.0,12.6,No precipitation,6,,,,
13.01.2020 08:00,15.3,762.1,763.3,0.9,77,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,15.3,,,2500 or more  or no clouds.,,,6.0,11.3,No precipitation,12,,,,
13.01.2020 05:00,14.8,761.2,762.5,,78,Wind blowing from the east-northeast,1,,5,, ,,,10.3,14.8,,,,,,7.0,11.0,No precipitation,6,,,,
13.01.2020 02:00,14.2,761.4,762.7,-1.0,82,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.2,,,2500 or more  or no clouds.,,,8.0,11.2,No precipitation,12,,,,
12.01.2020 23:00,13.8,762.4,763.6,,81,Wind blowing from the east-northeast,2,,8,, ,,,10.3,13.8,,,,,,8.0,10.6,No precipitation,6,,,,
12.01.2020 20:00,13.1,761.5,762.8,0.6,81,Wind blowing from the north-northeast,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,13.7,,,600-1000,,,8.0,9.9,0.8,12,,,,
12.01.2020 17:00,12.5,760.9,762.2,,81,Wind blowing from the north,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.9,,,600-1000,,,9.0,9.3,0.1,6,,,,
12.01.2020 14:00,11.3,762.0,763.3,-2.3,90,Wind blowing from the north,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,600-1000,,,7.0,9.7,0.8,12,,,,
12.01.2020 11:00,10.9,764.3,765.6,,87,Wind blowing from the north-northeast,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,600-1000,,,11.0,8.8,0.7,6,,,,
12.01.2020 08:00,11.4,763.3,764.5,1.2,81,Wind blowing from the north,2,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,600-1000,,,9.0,8.3,Trace of precipitation,12,,,,
12.01.2020 05:00,12.3,762.1,763.3,,69,Wind blowing from the north-east,4,,12,, ,,,12.1,,,,,,,20.0,6.8,No precipitation,6,,,,
12.01.2020 02:00,12.2,762.4,763.6,0.3,72,Wind blowing from the north-northeast,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,23.9,,,2500 or more  or no clouds.,,,16.0,7.3,No precipitation,12,,,,
11.01.2020 23:00,12.4,762.1,763.4,,70,Wind blowing from the north-east,3,,12,, ,,,12.4,23.9,,,,,,18.0,7.1,No precipitation,6,,,,
11.01.2020 20:00,13.7,761.6,762.9,1.0,71,Wind blowing from the north-northwest,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,23.9,,,600-1000,,,13.0,8.5,No precipitation,12,,,,
11.01.2020 17:00,14.7,760.6,761.9,,72,Wind blowing from the north-northwest,4,,12,, ,,,14.6,25.0,,,,,,11.0,9.7,No precipitation,6,,,,
11.01.2020 14:00,17.5,760.5,761.8,-1.0,73,Wind blowing from the north-northwest,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,25.6,,,2500 or more  or no clouds.,,,5.0,12.6,No precipitation,12,,,,
11.01.2020 11:00,23.2,761.5,762.7,,79,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,21.2,25.6,,,600-1000,,,7.0,19.4,No precipitation,6,,,,
11.01.2020 08:00,21.4,760.0,761.2,0.6,89,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,,,1500-2000,,,5.0,19.5,No precipitation,12,,,,
11.01.2020 05:00,21.3,759.4,760.6,,89,Wind blowing from the east,3,,7,, ,,,21.2,25.6,,,,,,7.0,19.4,No precipitation,6,,,,
11.01.2020 02:00,21.3,759.4,760.6,-0.3,89,Wind blowing from the east-southeast,3,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,25.6,,,2500 or more  or no clouds.,,,7.0,19.4,No precipitation,12,,,,
10.01.2020 23:00,21.3,759.7,760.9,,91,Wind blowing from the east-southeast,2,,10,,Mist. ,,,21.3,25.6,,,,,,5.0,19.8,No precipitation,6,,,,
10.01.2020 20:00,22.6,759.0,760.2,0.7,85,Wind blowing from the east-southeast,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,25.6,,,2500 or more  or no clouds.,,,8.0,20.0,No precipitation,12,,,,
10.01.2020 17:00,25.0,758.3,759.5,,71,Wind blowing from the south-east,3,,10,no clouds, ,,,21.3,25.6,,,,,,10.0,19.4,No precipitation,6,,,,
10.01.2020 14:00,25.0,759.1,760.3,-2.7,72,Wind blowing from the south-east,5,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,25.6,,,600-1000,,,8.0,19.6,No precipitation,12,,,,
10.01.2020 11:00,22.6,761.8,763.0,,84,Wind blowing from the east,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,,,,600-1000,,,5.0,19.8,No precipitation,6,,,,
10.01.2020 08:00,21.5,760.8,762.0,1.1,89,Wind blowing from the east-southeast,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,,,,600-1000,,,5.0,19.6,No precipitation,12,,,,
10.01.2020 05:00,21.4,759.7,760.9,,88,Wind blowing from the east,3,,8,,Mist. ,,,20.6,25.6,,,,,,6.0,19.3,No precipitation,6,,,,
10.01.2020 02:00,21.4,759.9,761.1,-0.4,87,Wind blowing from the east-southeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,25.6,,,2500 or more  or no clouds.,,,7.0,19.1,No precipitation,12,,,,
