Local time in Rizhao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 05:00,3.9,762.5,768.7,,86,Wind blowing from the north-west,1,,5,, ,,,3.3,7.8,,,,,,9.0,1.8,No precipitation,6,,,,
23.01.2020 02:00,4.7,762.9,769.0,0.4,88,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,7.8,,,2500 or more  or no clouds.,,,18.0,2.9,No precipitation,12,,,,
22.01.2020 23:00,4.5,762.5,768.7,,92,Wind blowing from the north,2,,,, ,,,,,,,,,,10.0,3.3,,,,,,
22.01.2020 20:00,5.6,762.5,768.7,1.2,91,Wind blowing from the north-east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.8,,,2500 or more  or no clouds.,,,12.0,4.2,No precipitation,12,,,,
22.01.2020 17:00,6.5,761.3,767.5,,84,Wind blowing from the east-northeast,2,,6,100%., ,,,5.2,7.8,,,2500 or more  or no clouds.,,,17.0,4.0,No precipitation,6,,,,
22.01.2020 14:00,7.4,760.9,766.9,,83,Wind blowing from the east-northeast,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.8,,,2500 or more  or no clouds.,,,16.0,4.7,No precipitation,12,,,,
22.01.2020 11:00,7.7,762.1,768.1,,83,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,5.2,8.4,,,2500 or more  or no clouds.,,,16.0,5.0,No precipitation,6,,,,
22.01.2020 08:00,5.6,761.1,767.2,-0.1,92,Wind blowing from the north-east,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,4.4,No precipitation,12,,,,
22.01.2020 05:00,5.6,761.2,767.4,,91,Wind blowing from the north-east,2,,5,,Mist. ,,,,,,,,,,6.0,4.2,No precipitation,6,,,,
22.01.2020 02:00,6.0,762.3,768.4,-0.7,89,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.4,,,2500 or more  or no clouds.,,,11.0,4.3,No precipitation,12,,,,
21.01.2020 23:00,6.2,763.0,769.2,,85,Wind blowing from the south-southeast,2,,7,, ,,,,8.4,,,,,,13.0,3.9,No precipitation,6,,,,
21.01.2020 20:00,6.1,763.2,769.3,-0.2,83,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.4,,,2500 or more  or no clouds.,,,10.0,3.4,No precipitation,12,,,,
21.01.2020 17:00,6.2,763.4,769.6,,73,Wind blowing from the south-southeast,2,,7,90  or more  but not 100%, ,,,1.0,8.4,,,2500 or more  or no clouds.,,,9.0,1.7,No precipitation,6,,,,
21.01.2020 14:00,7.6,763.5,769.6,-2.3,62,Wind blowing from the south,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.4,,,2500 or more  or no clouds.,,,11.0,0.6,No precipitation,12,,,,
21.01.2020 11:00,7.5,765.8,772.0,,62,Wind blowing from the south,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.8,,,,,,6.0,0.5,No precipitation,6,,,,
21.01.2020 08:00,3.1,765.4,771.6,0.3,71,Wind blowing from the east-northeast,1,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,2500 or more  or no clouds.,,,10.0,-1.8,No precipitation,12,,,,
21.01.2020 05:00,1.5,765.1,771.4,,76,Wind blowing from the east,1,,7,, ,,,-0.1,7.8,,,,,,15.0,-2.3,No precipitation,6,,,,
21.01.2020 02:00,1.7,766.1,772.3,-0.2,60,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,7.8,,,2500 or more  or no clouds.,,,25.0,-5.4,No precipitation,12,,,,
20.01.2020 23:00,1.6,766.3,772.5,,55,Wind blowing from the north-northeast,1,,10,, ,,,-0.2,7.8,,,,,,17.0,-6.5,No precipitation,6,,,,
20.01.2020 20:00,2.0,765.7,771.9,1.4,55,Wind blowing from the south-west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,7.8,,,,,,15.0,-6.3,No precipitation,12,,,,
20.01.2020 17:00,5.2,764.3,770.5,,41,Wind blowing from the north-east,3,,10,no clouds, ,,,-0.2,7.8,,,,,,13.0,-7.0,No precipitation,6,,,,
20.01.2020 14:00,7.2,763.3,769.5,-1.5,36,Wind blowing from the north-northeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,7.8,,,,,,9.0,-6.9,No precipitation,12,,,,
20.01.2020 11:00,7.0,764.8,771.0,,24,Wind blowing from the north-northeast,4,,8,no clouds, ,,,-0.2,7.1,,,,,,17.0,-12.2,No precipitation,6,,,,
20.01.2020 08:00,3.3,763.6,769.8,1.8,41,Wind blowing from the north-northeast,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.3,,,,,,9.0,-8.7,No precipitation,12,,,,
20.01.2020 05:00,1.4,761.8,768.0,,66,Wind blowing from the north-northwest,1,,4,,Haze. ,,,-0.2,6.3,,,,,,4.8,-4.3,No precipitation,6,,,,
20.01.2020 02:00,1.6,761.9,768.1,0.4,85,Wind blowing from the north,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.3,,,2500 or more  or no clouds.,,,2.0,-0.6,No precipitation,12,,,,
19.01.2020 23:00,3.3,761.5,767.7,,88,Calm  no wind,0,,,,Mist. ,,,0.1,6.3,,,,,,2.2,1.5,No precipitation,6,,,,
19.01.2020 20:00,2.4,761.6,767.8,1.1,77,Wind blowing from the east,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.3,,,2500 or more  or no clouds.,,,2.8,-1.2,No precipitation,12,,,,
19.01.2020 17:00,3.6,760.5,766.7,,65,Wind blowing from the south,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.3,,,2500 or more  or no clouds.,,,3.6,-2.4,No precipitation,6,,,,
19.01.2020 14:00,5.9,760.4,766.6,-1.9,56,Wind blowing from the east-southeast,3,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.3,,,2500 or more  or no clouds.,,,4.1,-2.4,No precipitation,12,,,,
19.01.2020 11:00,5.2,762.3,768.4,,57,Wind blowing from the north,3,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,5.3,,,2500 or more  or no clouds.,,,3.6,-2.6,No precipitation,6,,,,
19.01.2020 08:00,1.8,762.0,768.2,1.4,77,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.2,,,2500 or more  or no clouds.,,,2.9,-1.8,No precipitation,12,,,,
19.01.2020 05:00,1.0,760.6,766.9,,77,Wind blowing from the west-northwest,3,,8,,Haze. ,,,,5.2,,,,,,3.1,-2.6,No precipitation,6,,,,
19.01.2020 02:00,2.2,761.1,767.2,0.0,75,Wind blowing from the west-northwest,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.2,,,2500 or more  or no clouds.,,,3.4,-1.8,No precipitation,12,,,,
18.01.2020 23:00,2.4,761.1,767.3,,72,Wind blowing from the west,4,,6,,Haze. ,,,-2.9,5.2,,,,,,3.3,-2.1,No precipitation,6,,,,
18.01.2020 20:00,2.8,761.1,767.3,-0.1,68,Wind blowing from the west,3,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,5.2,,,2500 or more  or no clouds.,,,3.1,-2.5,No precipitation,12,,,,
18.01.2020 17:00,3.7,761.2,767.4,,66,Wind blowing from the west-southwest,1,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,5.2,,,2500 or more  or no clouds.,,,3.0,-2.1,No precipitation,6,,,,
18.01.2020 14:00,4.9,762.1,768.4,-2.1,58,Wind blowing from the west,2,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,5.2,,,2500 or more  or no clouds.,,,3.5,-2.7,No precipitation,12,,,,
18.01.2020 11:00,1.2,764.2,770.5,,72,Wind blowing from the west-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,5.3,,,,,,2.3,-3.3,No precipitation,6,,,,
18.01.2020 08:00,-2.9,764.2,770.5,0.5,85,Wind blowing from the west-southwest,1,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,5.3,,,2500 or more  or no clouds.,,,1.7,-5.1,No precipitation,12,,,,
18.01.2020 05:00,-1.4,763.7,770.0,,79,Wind blowing from the north-west,1,,4,,Haze. ,,,-1.9,5.3,,,,,,2.8,-4.6,No precipitation,6,,,,
18.01.2020 02:00,-1.0,764.0,770.2,-0.7,75,Wind blowing from the west-northwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,5.3,,,2500 or more  or no clouds.,,,3.0,-5.0,No precipitation,12,,,,
17.01.2020 23:00,-0.4,764.7,770.9,,63,Wind blowing from the west-northwest,2,,6,,Haze. ,,,-1.6,5.3,,,,,,2.9,-6.6,No precipitation,6,,,,
17.01.2020 20:00,0.6,764.6,770.9,1.0,59,Wind blowing from the north,0,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,5.3,,,2500 or more  or no clouds.,,,3.3,-6.5,No precipitation,12,,,,
17.01.2020 17:00,2.3,763.6,769.8,,58,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,5.3,,,2500 or more  or no clouds.,,,4.7,-5.1,No precipitation,6,,,,
17.01.2020 14:00,4.9,763.3,769.5,,46,Wind blowing from the south-west,2,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,5.3,,,2500 or more  or no clouds.,,,6.0,-6.0,No precipitation,12,,,,
17.01.2020 11:00,2.8,765.9,772.1,,45,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,3.0,,,2500 or more  or no clouds.,,,6.0,-8.2,No precipitation,6,,,,
17.01.2020 08:00,-1.1,765.7,772.0,0.7,69,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.4,,,2500 or more  or no clouds.,,,4.6,-6.1,No precipitation,12,,,,
17.01.2020 05:00,-0.7,765.0,771.3,,61,Wind blowing from the north-west,2,,8,,Haze. ,,,-1.0,2.4,,,,,,5.0,-7.3,No precipitation,6,,,,
17.01.2020 02:00,0.0,766.0,772.3,-0.3,64,Wind blowing from the north-northwest,2,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,2.4,,,2500 or more  or no clouds.,,,5.0,-6.0,No precipitation,12,,,,
16.01.2020 23:00,0.5,766.3,772.6,,66,Calm  no wind,0,,,,Haze. ,,,-1.0,2.4,,,,,,5.0,-5.1,No precipitation,6,,,,
16.01.2020 20:00,0.6,766.3,772.6,0.6,64,Wind blowing from the north,3,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,2.4,,,2500 or more  or no clouds.,,,6.0,-5.6,No precipitation,12,,,,
16.01.2020 17:00,1.1,765.7,772.0,,59,Wind blowing from the north-northeast,5,,9,, ,,,-1.0,2.4,,,,,,8.0,-6.2,No precipitation,6,,,,
16.01.2020 14:00,1.8,765.8,772.1,-1.5,46,Wind blowing from the north,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,3.2,,,2500 or more  or no clouds.,,,9.0,-8.6,No precipitation,12,,,,
16.01.2020 11:00,1.1,767.3,773.6,,44,Wind blowing from the north,4,,9,90  or more  but not 100%, ,,,-1.0,3.2,,,2500 or more  or no clouds.,,,14.0,-9.8,No precipitation,6,,,,
16.01.2020 08:00,-0.5,766.6,772.9,0.4,56,Wind blowing from the north-northeast,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,2500 or more  or no clouds.,,,10.0,-8.2,No precipitation,12,,,,
16.01.2020 05:00,-0.7,766.2,772.5,,59,Wind blowing from the north-northeast,3,,8,, ,,,-3.2,3.2,,,,,,11.0,-7.7,No precipitation,6,,,,
16.01.2020 02:00,-0.2,766.6,772.9,-0.5,58,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,3.2,,,2500 or more  or no clouds.,,,11.0,-7.5,No precipitation,12,,,,
15.01.2020 23:00,0.0,767.1,773.4,,57,Wind blowing from the north-northeast,3,,8,, ,,,-3.2,3.2,,,,,,11.0,-7.7,No precipitation,6,,,,
15.01.2020 20:00,0.7,766.7,773.0,0.7,59,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,3.2,,,2500 or more  or no clouds.,,,12.0,-6.4,No precipitation,12,,,,
15.01.2020 17:00,1.5,766.0,772.3,,64,Wind blowing from the east,1,,8,90  or more  but not 100%, ,,,-3.2,3.2,,,2500 or more  or no clouds.,,,15.0,-4.6,No precipitation,6,,,,
15.01.2020 14:00,2.7,766.0,772.3,,59,Wind blowing from the east-northeast,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,2.9,,,2500 or more  or no clouds.,,,19.0,-4.7,No precipitation,12,,,,
15.01.2020 11:00,1.2,767.5,773.8,,54,Wind blowing from the east-northeast,3,,7,70 – 80%., ,,,-3.2,1.6,,,2500 or more  or no clouds.,,,16.0,-7.3,No precipitation,6,,,,
15.01.2020 08:00,-2.4,767.0,773.4,-0.1,61,Wind blowing from the north-northeast,4,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,,,,2500 or more  or no clouds.,,,20.0,-8.9,No precipitation,12,,,,
15.01.2020 05:00,-2.3,767.1,773.4,,60,Wind blowing from the north,4,,7,, ,,,-3.7,1.5,,,,,,25.0,-9.2,No precipitation,6,,,,
15.01.2020 02:00,-2.5,767.3,773.6,,65,Wind blowing from the north-northeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,1.5,,,2500 or more  or no clouds.,,,18.0,-8.2,No precipitation,12,,,,
14.01.2020 23:00,-2.2,766.9,773.2,,66,Wind blowing from the north-northeast,4,,8,, ,,,-3.7,1.5,,,,,,16.0,-7.7,No precipitation,6,,,,
14.01.2020 20:00,-1.8,767.3,773.7,1.6,64,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,1.5,,,,,,12.0,-7.7,No precipitation,12,,,,
14.01.2020 17:00,0.0,765.7,772.0,,54,Wind blowing from the north-northeast,3,,8,no clouds, ,,,-3.7,1.6,,,,,,22.0,-8.4,No precipitation,6,,,,
14.01.2020 14:00,1.2,765.9,772.2,-0.9,52,Wind blowing from the north-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.5,,,,,,24.0,-7.8,No precipitation,12,,,,
14.01.2020 11:00,-0.3,766.8,773.1,,58,Wind blowing from the north,2,,12,no clouds, ,,,-3.7,3.8,,,,,,19.0,-7.6,No precipitation,6,,,,
14.01.2020 08:00,-2.8,765.9,772.3,1.1,61,Wind blowing from the east-northeast,2,,12,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,,,,,,,13.0,-9.3,1.0,12,,,,
14.01.2020 05:00,-3.1,764.8,771.1,,74,Wind blowing from the south-southeast,1,,12,, ,,,-3.1,3.8,,,,,,9.0,-7.1,No precipitation,6,,,,
14.01.2020 02:00,-2.0,764.5,770.8,0.5,82,Wind blowing from the north-northeast,5,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,3.8,,,2500 or more  or no clouds.,,,6.0,-4.7,2.0,12,,,,
13.01.2020 23:00,-1.6,764.0,770.3,,87,Wind blowing from the north-northeast,8,,12,,Snow not falling as shower(s). ,,,-1.8,3.8,,,,,,4.1,-3.5,2.0,6,,,,
13.01.2020 20:00,-0.6,763.1,769.4,0.8,94,Wind blowing from the north-northeast,6,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,3.8,,,600-1000,,,1.1,-1.4,0.8,12,,,,
13.01.2020 17:00,1.6,762.3,768.6,,84,Wind blowing from the north-northwest,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,3.8,,,600-1000,,,3.6,-0.8,No precipitation,6,,,,
13.01.2020 14:00,3.6,761.5,767.7,-1.8,64,Wind blowing from the east,4,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.3,,,600-1000,,,6.0,-2.6,No precipitation,12,,,,
13.01.2020 11:00,3.0,763.3,769.6,,64,Wind blowing from the east-southeast,1,,5,100%., ,,,-1.7,4.3,,,600-1000,,,8.0,-3.3,No precipitation,6,,,,
13.01.2020 08:00,-0.4,763.0,769.3,1.1,70,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,600-1000,,,7.0,-5.2,No precipitation,12,,,,
13.01.2020 05:00,-1.5,761.9,768.2,,70,Wind blowing from the north-northeast,1,,5,, ,,,-2.4,4.3,,,,,,8.0,-6.3,No precipitation,6,,,,
13.01.2020 02:00,-1.3,762.7,769.0,0.0,72,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,4.3,,,2500 or more  or no clouds.,,,7.0,-5.7,No precipitation,12,,,,
12.01.2020 23:00,-1.0,762.7,769.0,,70,Wind blowing from the north-northeast,2,,5,, ,,,-2.4,4.3,,,,,,9.0,-5.8,No precipitation,6,,,,
12.01.2020 20:00,-0.4,762.5,768.8,0.8,69,Wind blowing from the north-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,4.3,,,,,,13.0,-5.4,No precipitation,12,,,,
12.01.2020 17:00,1.3,761.7,768.0,,68,Wind blowing from the south-southeast,1,,7,no clouds, ,,,-2.4,4.3,,,,,,18.0,-4.1,No precipitation,6,,,,
12.01.2020 14:00,3.6,761.2,767.4,-2.1,49,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,4.2,,,,,,24.0,-6.1,No precipitation,12,,,,
12.01.2020 11:00,1.7,763.3,769.6,,60,Wind blowing from the north-northeast,3,,8,no clouds, ,,,-2.4,3.7,,,,,,23.0,-5.4,No precipitation,6,,,,
12.01.2020 08:00,-1.5,763.0,769.3,0.8,70,Wind blowing from the north,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,3.7,,,,,,26.0,-6.3,No precipitation,12,,,,
12.01.2020 05:00,-2.1,762.2,768.5,,72,Wind blowing from the north,2,,9,, ,,,-2.2,3.7,,,,,,28.0,-6.5,No precipitation,6,,,,
12.01.2020 02:00,-1.5,762.4,768.7,-0.2,76,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,3.7,,,2500 or more  or no clouds.,,,22.0,-5.3,No precipitation,12,,,,
11.01.2020 23:00,-0.4,762.6,768.8,,79,Calm  no wind,0,,,, ,,,-0.7,3.7,,,,,,9.0,-3.6,No precipitation,6,,,,
11.01.2020 20:00,1.7,762.3,768.5,0.6,76,Wind blowing from the north-northeast,5,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,3.7,,,600-1000,,,4.7,-2.1,No precipitation,12,,,,
11.01.2020 17:00,2.5,761.7,767.9,,58,Wind blowing from the north,2,,8,100%., ,,,-0.7,3.7,,,600-1000,,,10.0,-5.1,No precipitation,6,,,,
11.01.2020 14:00,3.4,761.4,767.6,-1.5,53,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,5.8,,,600-1000,,,9.0,-5.5,No precipitation,12,,,,
11.01.2020 11:00,3.0,762.9,769.1,,52,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,6.4,,,2500 or more  or no clouds.,,,7.0,-5.9,No precipitation,6,,,,
11.01.2020 08:00,0.2,762.9,769.1,0.8,67,Wind blowing from the north,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,6.4,,,,,,4.5,-5.2,No precipitation,12,,,,
11.01.2020 05:00,0.7,762.1,768.3,,64,Calm  no wind,0,,,,Haze. ,,,0.5,6.4,,,,,,4.3,-5.5,No precipitation,6,,,,
11.01.2020 02:00,1.5,762.9,769.1,0.2,65,Wind blowing from the north,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,6.4,,,2500 or more  or no clouds.,,,6.0,-4.4,No precipitation,12,,,,
10.01.2020 23:00,2.1,762.7,768.8,,55,Calm  no wind,0,,,, ,,,,,,,,,,17.0,-6.0,,,,,,
10.01.2020 20:00,2.6,762.7,768.9,1.0,63,Wind blowing from the north-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,6.4,,,,,,9.0,-3.9,No precipitation,12,,,,
10.01.2020 17:00,3.7,761.7,767.9,,63,Wind blowing from the north-east,1,,6,no clouds, ,,,0.2,6.4,,,,,,16.0,-2.7,No precipitation,6,,,,
10.01.2020 14:00,5.9,761.9,768.1,-2.2,52,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,6.4,,,,,,17.0,-3.2,No precipitation,12,,,,
10.01.2020 11:00,5.6,764.1,770.3,,52,Wind blowing from the south-southwest,2,,6,no clouds, ,,,0.2,5.6,,,,,,16.0,-3.5,No precipitation,6,,,,
10.01.2020 08:00,1.2,763.2,769.4,-0.6,54,Wind blowing from the north,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,3.7,,,,,,19.0,-7.1,No precipitation,12,,,,
10.01.2020 05:00,2.0,763.8,770.0,,55,Wind blowing from the north-west,2,,4,, ,,,-1.7,3.7,,,,,,19.0,-6.3,No precipitation,6,,,,
10.01.2020 02:00,0.5,764.3,770.5,-0.2,64,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,3.7,,,2500 or more  or no clouds.,,,15.0,-5.5,No precipitation,12,,,,
09.01.2020 23:00,1.2,764.5,770.8,,60,Wind blowing from the north,1,,5,, ,,,-2.0,3.7,,,,,,15.0,-5.9,No precipitation,6,,,,
