Local time in Chifeng,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 11:00,-7.6,716.5,780.9,,36,Wind blowing from the east-southeast,1,,3,no clouds, ,,,-16.5,-0.4,,,,,,14.0,-20.1,No precipitation,6,,,,
24.01.2020 08:00,-15.2,717.4,782.4,0.4,61,Wind blowing from the north-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-0.4,,,,,,4.4,-21.0,No precipitation,12,,,,
24.01.2020 05:00,-14.8,717.0,781.4,,56,Wind blowing from the north-northwest,3,,5,, ,,,-15.0,-0.4,,,,,,20.0,-21.8,No precipitation,6,,,,
24.01.2020 02:00,-13.8,716.8,780.9,0.8,53,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.4,,,2500 or more  or no clouds.,,,12.0,-21.3,No precipitation,12,,,,
23.01.2020 23:00,-10.7,716.0,779.8,,45,Calm  no wind,0,,,,Haze. ,,,-10.8,-0.4,,,,,,3.6,-20.3,No precipitation,6,,,,
23.01.2020 20:00,-7.2,715.3,779.2,2.1,36,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.4,,,,,,11.0,-19.7,No precipitation,12,,,,
23.01.2020 17:00,-3.0,713.2,776.2,,25,Wind blowing from the east,3,,6,no clouds, ,,,-10.8,-0.4,,,,,,30.0,-20.3,No precipitation,6,,,,
23.01.2020 14:00,-0.7,712.0,774.6,-0.3,24,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.4,,,,,,6.0,-18.8,No precipitation,12,,,,
23.01.2020 11:00,-2.2,712.3,775.5,,38,Wind blowing from the north,3,,6,no clouds, ,,,-10.8,-0.6,,,,,,30.0,-14.6,No precipitation,6,,,,
23.01.2020 08:00,-6.8,710.7,773.8,2.4,54,Wind blowing from the north-west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.6,,,,,,28.0,-14.6,No precipitation,12,,,,
23.01.2020 05:00,-5.7,708.3,770.8,,56,Wind blowing from the west-northwest,3,,6,, ,,,-10.8,-0.6,,,,,,27.0,-13.1,No precipitation,6,,,,
23.01.2020 02:00,-5.7,707.3,769.6,0.7,59,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.6,,,2500 or more  or no clouds.,,,14.0,-12.6,No precipitation,12,,,,
22.01.2020 23:00,-8.8,706.6,769.5,,60,Wind blowing from the south-southwest,1,,5,,Haze. ,,,-10.7,-0.6,,,,,,6.0,-15.2,No precipitation,6,,,,
22.01.2020 20:00,-5.2,706.3,769.5,0.5,48,Wind blowing from the west,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-0.6,,,,,,10.0,-14.5,No precipitation,12,,,,
22.01.2020 17:00,-2.5,705.8,768.5,,41,Wind blowing from the east-northeast,2,,5,no clouds, ,,,-10.7,0.1,,,,,,8.0,-14.2,No precipitation,6,,,,
22.01.2020 14:00,-1.7,705.9,768.2,-1.6,36,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.9,,,2500 or more  or no clouds.,,,15.0,-14.8,No precipitation,12,,,,
22.01.2020 11:00,-4.5,707.5,770.0,,42,Wind blowing from the south-east,2,,4,no clouds, ,,,-10.7,3.9,,,,,,21.0,-15.5,No precipitation,6,,,,
22.01.2020 08:00,-10.4,707.3,770.5,1.0,63,Wind blowing from the north-east,1,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.9,,,1500-2000,,,2.9,-16.1,No precipitation,12,,,,
22.01.2020 05:00,-9.3,706.3,768.7,,56,Calm  no wind,0,,,, ,,,-9.6,3.9,,,,,,21.0,-16.5,No precipitation,6,,,,
22.01.2020 02:00,-6.9,706.7,768.5,0.3,48,Wind blowing from the north,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,3.9,,,2500 or more  or no clouds.,,,15.0,-16.1,No precipitation,12,,,,
21.01.2020 23:00,-4.3,706.4,768.3,,42,Wind blowing from the west-southwest,1,,13,, ,,,-13.1,3.9,,,,,,22.0,-15.3,No precipitation,6,,,,
21.01.2020 20:00,-4.7,705.9,768.6,1.4,42,Wind blowing from the south-southwest,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,3.9,,,,,,13.0,-15.9,No precipitation,12,,,,
21.01.2020 17:00,0.2,704.5,766.7,,29,Wind blowing from the south,2,,13,no clouds, ,,,-13.1,3.9,,,,,,14.0,-15.7,No precipitation,6,,,,
21.01.2020 14:00,3.5,703.8,765.5,-1.6,23,Wind blowing from the west,8,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,3.6,,,,,,23.0,-15.7,No precipitation,12,,,,
21.01.2020 11:00,-0.2,705.4,767.8,,28,Wind blowing from the south-west,5,,8,no clouds, ,,,-13.1,-0.2,,,,,,29.0,-16.5,No precipitation,6,,,,
21.01.2020 08:00,-7.1,706.1,769.3,-0.2,39,Wind blowing from the south-west,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,,,,1500-2000,,,22.0,-18.7,No precipitation,12,,,,
21.01.2020 05:00,-9.5,706.3,769.3,,40,Wind blowing from the south-southeast,1,,7,, ,,,-13.2,-1.3,,,,,,10.0,-20.6,No precipitation,6,,,,
21.01.2020 02:00,-8.9,707.2,769.8,-1.0,38,Wind blowing from the south-west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-1.3,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
20.01.2020 23:00,-10.1,708.2,771.4,,41,Wind blowing from the south-west,2,,9,, ,,,-13.2,-1.3,,,,,,21.0,-20.9,No precipitation,6,,,,
20.01.2020 20:00,-8.8,708.4,772.3,,33,Wind blowing from the south-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-1.3,,,,,,30.0,-22.2,No precipitation,12,,,,
20.01.2020 17:00,-4.2,708.1,771.4,,28,Wind blowing from the south-southwest,3,,9,no clouds, ,,,-13.2,-1.3,,,,,,23.0,-20.0,No precipitation,6,,,,
20.01.2020 14:00,-1.5,707.8,770.7,-0.9,21,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-1.3,,,,,,30.0,-21.0,No precipitation,12,,,,
20.01.2020 11:00,-4.1,708.7,771.7,,27,Wind blowing from the north-northwest,5,,9,no clouds, ,,,-13.2,-1.7,,,,,,30.0,-20.3,No precipitation,6,,,,
20.01.2020 08:00,-11.4,707.5,771.2,1.6,51,Wind blowing from the north-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-1.7,,,,,,30.0,-19.5,No precipitation,12,,,,
20.01.2020 05:00,-11.5,705.9,769.0,,49,Wind blowing from the north-west,2,,10,, ,,,-12.3,-1.7,,,,,,30.0,-20.1,No precipitation,6,,,,
20.01.2020 02:00,-9.8,705.5,768.3,0.8,45,Wind blowing from the north-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-1.7,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
19.01.2020 23:00,-8.1,704.7,767.5,,42,Wind blowing from the west,5,,10,, ,,,-11.3,-1.7,,,,,,30.0,-18.8,No precipitation,6,,,,
19.01.2020 20:00,-7.2,704.1,767.4,1.1,41,Wind blowing from the west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-1.7,,,,,,30.0,-18.2,No precipitation,12,,,,
19.01.2020 17:00,-3.7,703.0,765.7,,35,Wind blowing from the west,6,,10,70 – 80%., ,,,-11.3,-1.4,,,1500-2000,,,22.0,-16.9,No precipitation,6,,,,
19.01.2020 14:00,-2.6,702.3,764.5,-1.7,28,Wind blowing from the west,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-0.7,,,1500-2000,,,20.0,-18.6,No precipitation,12,,,,
19.01.2020 11:00,-5.7,704.0,766.6,,35,Wind blowing from the south-west,3,,5,90  or more  but not 100%, ,,,-11.3,-0.7,,,1500-2000,,,30.0,-18.7,No precipitation,6,,,,
19.01.2020 08:00,-10.6,704.3,767.2,0.7,52,Wind blowing from the north-west,1,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-0.7,,,1500-2000,,,15.0,-18.6,No precipitation,12,,,,
19.01.2020 05:00,-10.4,703.6,766.0,,51,Wind blowing from the north-west,3,,11,, ,,,-12.1,-0.7,,,,,,30.0,-18.8,No precipitation,6,,,,
19.01.2020 02:00,-7.8,703.2,765.4,0.2,45,Wind blowing from the west-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-0.7,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
18.01.2020 23:00,-6.5,703.0,765.4,,46,Wind blowing from the west,3,,11,, ,,,-12.9,-0.7,,,,,,30.0,-16.2,No precipitation,6,,,,
18.01.2020 20:00,-3.6,702.7,765.6,0.7,41,Wind blowing from the west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-0.7,,,,,,24.0,-15.2,No precipitation,12,,,,
18.01.2020 17:00,-1.5,702.0,764.5,,42,Wind blowing from the west,5,,10,70 – 80%., ,,,-12.9,-0.7,,,1000-1500,,,19.0,-13.0,No precipitation,6,,,,
18.01.2020 14:00,-1.5,702.7,765.1,-2.6,41,Wind blowing from the west,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-1.2,,,2500 or more  or no clouds.,,,19.0,-13.3,No precipitation,12,,,,
18.01.2020 11:00,-4.9,705.3,768.3,,51,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%, ,,,-12.9,-1.2,,,,,,8.0,-13.5,No precipitation,6,,,,
18.01.2020 08:00,-11.9,706.2,769.8,-0.4,67,Wind blowing from the west-southwest,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.2,,,,,,6.0,-16.8,No precipitation,12,,,,
18.01.2020 05:00,-11.7,706.6,769.7,,59,Wind blowing from the west,2,,6,, ,,,-14.9,-1.2,,,,,,30.0,-18.1,No precipitation,6,,,,
18.01.2020 02:00,-11.0,707.8,770.8,-0.6,53,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.2,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
17.01.2020 23:00,-9.6,708.4,771.8,,39,Wind blowing from the south,1,,,, ,,,,,,,,,,19.0,-21.0,,,,,,
17.01.2020 20:00,-7.2,708.4,772.6,0.7,37,Wind blowing from the north-west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.2,,,,,,13.0,-19.4,No precipitation,12,,,,
17.01.2020 17:00,-3.3,707.7,771.2,,28,Wind blowing from the east-northeast,2,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.2,,,1500-2000,,,6.0,-19.2,No precipitation,6,,,,
17.01.2020 14:00,-2.0,707.6,770.8,-2.0,25,Wind blowing from the east,2,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-0.5,,,1500-2000,,,6.0,-19.4,No precipitation,12,,,,
17.01.2020 11:00,-6.5,709.6,773.3,,33,Wind blowing from the south-east,1,,3,no clouds, ,,,-14.9,-0.5,,,,,,11.0,-20.1,No precipitation,6,,,,
17.01.2020 08:00,-14.6,709.7,774.1,0.4,54,Wind blowing from the east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-0.5,,,,,,2.9,-21.9,No precipitation,12,,,,
17.01.2020 05:00,-13.8,709.3,773.1,,49,Wind blowing from the west-southwest,1,,3,, ,,,-16.1,-0.5,,,,,,14.0,-22.2,No precipitation,6,,,,
17.01.2020 02:00,-12.0,710.3,773.6,-0.5,47,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-0.5,,,2500 or more  or no clouds.,,,9.0,-21.0,No precipitation,12,,,,
16.01.2020 23:00,-11.4,710.8,774.7,,50,Calm  no wind,0,,,,Haze. ,,,-16.1,-0.5,,,,,,4.5,-19.8,No precipitation,6,,,,
16.01.2020 20:00,-8.3,710.6,775.2,0.1,41,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-0.5,,,,,,8.0,-19.2,No precipitation,12,,,,
16.01.2020 17:00,-4.1,710.5,774.2,,29,Wind blowing from the south-east,2,,5,no clouds, ,,,-16.1,-0.5,,,,,,11.0,-19.5,No precipitation,6,,,,
16.01.2020 14:00,-1.7,710.7,774.1,-2.2,20,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-0.5,,,,,,30.0,-21.7,No precipitation,12,,,,
16.01.2020 11:00,-6.5,712.9,777.1,,31,Wind blowing from the north,2,,4,no clouds, ,,,-16.1,-0.5,,,,,,17.0,-20.8,No precipitation,6,,,,
16.01.2020 08:00,-15.0,712.9,777.5,0.6,57,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-0.5,,,,,,6.0,-21.6,No precipitation,12,,,,
16.01.2020 05:00,-12.7,712.3,776.2,,48,Wind blowing from the north-west,2,,6,, ,,,-17.5,-0.5,,,,,,28.0,-21.4,No precipitation,6,,,,
16.01.2020 02:00,-12.5,712.5,776.1,0.2,47,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-0.5,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
15.01.2020 23:00,-11.6,712.3,776.6,,43,Wind blowing from the south,1,,6,, ,,,-17.5,-0.5,,,,,,16.0,-21.7,No precipitation,6,,,,
15.01.2020 20:00,-7.1,711.7,776.4,1.5,35,Wind blowing from the north-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-0.5,,,,,,24.0,-20.0,No precipitation,12,,,,
15.01.2020 17:00,-3.9,710.2,774.3,,31,Wind blowing from the east-northeast,2,,,no clouds, ,,,-17.5,-0.5,,,,,,11.0,-18.6,No precipitation,6,,,,
15.01.2020 14:00,-1.8,709.0,772.6,-1.4,26,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-1.6,,,,,,23.0,-18.8,No precipitation,12,,,,
15.01.2020 11:00,-8.1,710.4,774.8,,37,Wind blowing from the east-northeast,1,,3,no clouds, ,,,-17.5,-4.2,,,,,,10.0,-20.2,No precipitation,6,,,,
15.01.2020 08:00,-16.3,710.3,775.4,0.3,61,Wind blowing from the south-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,,,,,,,3.8,-22.1,No precipitation,12,,,,
15.01.2020 05:00,-15.7,710.0,774.5,,58,Wind blowing from the south-west,1,,3,, ,,,-19.4,-4.2,,,,,,17.0,-22.1,No precipitation,6,,,,
15.01.2020 02:00,-15.0,710.4,774.5,0.1,55,Wind blowing from the west-southwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.2,,,2500 or more  or no clouds.,,,10.0,-22.0,No precipitation,12,,,,
14.01.2020 23:00,-14.3,710.3,775.0,,52,Wind blowing from the east-northeast,1,,5,,Haze. ,,,-19.4,-4.2,,,,,,7.0,-22.0,No precipitation,6,,,,
14.01.2020 20:00,-11.4,710.0,775.3,0.9,44,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.2,,,,,,12.0,-21.2,No precipitation,12,,,,
14.01.2020 17:00,-7.7,709.1,773.8,,34,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.2,,,,,,3.7,-20.8,No precipitation,6,,,,
14.01.2020 14:00,-4.9,709.0,773.2,-1.7,24,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.0,,,,,,26.0,-22.4,No precipitation,12,,,,
14.01.2020 11:00,-10.2,710.7,775.3,,34,Wind blowing from the south-east,1,,5,no clouds, ,,,-19.4,-4.0,,,,,,17.0,-23.1,No precipitation,6,,,,
14.01.2020 08:00,-17.8,710.9,776.2,0.6,58,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.0,,,,,,7.0,-24.1,No precipitation,12,,,,
14.01.2020 05:00,-18.1,710.3,775.0,,57,Wind blowing from the north-east,0,,6,,Haze. ,,,-18.3,-4.0,,,,,,1.8,-24.5,No precipitation,6,,,,
14.01.2020 02:00,-16.7,710.5,774.8,0.2,51,Wind blowing from the south-west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-4.0,,,2500 or more  or no clouds.,,,18.0,-24.5,No precipitation,12,,,,
13.01.2020 23:00,-13.6,710.3,774.6,,41,Wind blowing from the south-southwest,1,,7,, ,,,-16.1,-4.0,,,,,,26.0,-24.0,No precipitation,6,,,,
13.01.2020 20:00,-10.4,709.4,774.1,1.5,34,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.0,,,,,,21.0,-23.3,No precipitation,12,,,,
13.01.2020 17:00,-6.9,707.9,772.1,,25,Wind blowing from the north-northeast,3,,7,no clouds, ,,,-16.1,-4.0,,,,,,30.0,-23.6,No precipitation,6,,,,
13.01.2020 14:00,-4.5,706.9,770.5,-0.9,21,Wind blowing from the north-northeast,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.1,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
13.01.2020 11:00,-7.8,707.8,771.9,,31,Wind blowing from the east-southeast,2,,,no clouds, ,,,-16.1,-4.9,,,,,,27.0,-22.0,No precipitation,6,,,,
13.01.2020 08:00,-14.6,707.2,771.6,0.6,43,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-4.9,,,,,,10.0,-24.4,No precipitation,12,,,,
13.01.2020 05:00,-15.4,706.6,770.8,,43,Wind blowing from the west-southwest,1,,9,, ,,,-17.2,-4.9,,,,,,30.0,-25.2,No precipitation,6,,,,
13.01.2020 02:00,-13.3,706.3,769.9,-0.2,39,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-4.9,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
12.01.2020 23:00,-13.3,706.5,770.7,,43,Wind blowing from the south-west,1,,9,, ,,,-17.2,-4.9,,,,,,27.0,-23.2,No precipitation,6,,,,
12.01.2020 20:00,-10.2,706.7,771.4,0.7,37,Wind blowing from the north-west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-4.9,,,,,,30.0,-22.1,No precipitation,12,,,,
12.01.2020 17:00,-7.8,706.0,770.2,,31,Wind blowing from the north-northeast,2,,8,no clouds, ,,,-17.2,-4.9,,,,,,19.0,-22.0,No precipitation,6,,,,
12.01.2020 14:00,-5.4,705.9,769.4,-2.2,28,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-4.3,,,,,,30.0,-21.1,No precipitation,12,,,,
12.01.2020 11:00,-9.8,708.1,772.2,,47,Wind blowing from the north,2,,5,no clouds, ,,,-17.2,-4.3,,,,,,27.0,-19.0,No precipitation,6,,,,
12.01.2020 08:00,-16.7,708.2,773.0,0.4,72,Wind blowing from the south-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-4.3,,,,,,9.0,-20.6,No precipitation,12,,,,
12.01.2020 05:00,-15.6,707.8,772.2,,65,Wind blowing from the east,1,,6,, ,,,-15.6,-4.3,,,,,,10.0,-20.7,No precipitation,6,,,,
12.01.2020 02:00,-13.1,708.7,772.4,-0.2,59,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-4.3,,,2500 or more  or no clouds.,,,27.0,-19.4,No precipitation,12,,,,
11.01.2020 23:00,-11.8,708.9,772.9,,55,Wind blowing from the north,2,,8,, ,,,-15.2,-4.3,,,,,,30.0,-19.0,No precipitation,6,,,,
11.01.2020 20:00,-10.2,709.2,773.8,0.4,49,Wind blowing from the north-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-4.3,,,,,,30.0,-18.9,No precipitation,12,,,,
11.01.2020 17:00,-8.0,708.8,772.7,,42,Wind blowing from the north-northeast,2,,8,50%., ,,,-15.2,-4.3,,,2500 or more  or no clouds.,,,20.0,-18.7,No precipitation,6,,,,
11.01.2020 14:00,-4.6,708.0,771.4,-2.0,36,Wind blowing from the north-west,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,0.1,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
11.01.2020 11:00,-8.4,710.0,774.1,,44,Wind blowing from the west-northwest,1,,6,40%., ,,,-15.2,,,,2500 or more  or no clouds.,,,17.0,-18.5,No precipitation,6,,,,
11.01.2020 08:00,-13.9,710.2,774.5,0.6,62,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,,,,,,,10.0,-19.6,No precipitation,12,,,,
11.01.2020 05:00,-11.4,709.6,773.2,,52,Wind blowing from the west-northwest,3,,8,, ,,,-14.2,0.1,,,,,,30.0,-19.3,No precipitation,6,,,,
11.01.2020 02:00,-11.7,709.8,772.9,0.2,48,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,0.1,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
10.01.2020 23:00,-11.1,709.6,772.9,,48,Wind blowing from the west-northwest,2,,9,, ,,,-11.3,0.1,,,,,,30.0,-20.0,No precipitation,6,,,,
10.01.2020 20:00,-8.2,708.9,772.8,1.7,44,Wind blowing from the north-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.1,,,,,,30.0,-18.3,No precipitation,12,,,,
