Local time in Longzi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 17:00,0.1,472.3,765.4,,15,Wind blowing from the east,2,,,, ,,,-22.2,1.0,,,,,,30.0,-23.5,No precipitation,6,,,,
25.01.2020 14:00,-3.0,475.5,770.9,-1.7,19,Wind blowing from the east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-3.0,,,2500 or more  or no clouds.,,,30.0,-23.4,No precipitation,12,,,,
25.01.2020 11:00,-10.1,477.2,774.6,,37,Wind blowing from the east,1,,,, ,,,-22.2,-2.9,,,,,,30.0,-22.0,No precipitation,6,,,,
25.01.2020 08:00,-22.2,476.2,778.3,0.2,71,Wind blowing from the north-west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-2.9,,,2500 or more  or no clouds.,,,30.0,-26.0,No precipitation,12,,,,
25.01.2020 05:00,-18.9,476.0,774.1,,63,Wind blowing from the west,0,,,, ,,,-18.9,-2.9,,,,,,30.0,-24.2,No precipitation,6,,,,
25.01.2020 02:00,-16.3,476.3,773.4,,54,Wind blowing from the west-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-2.9,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
24.01.2020 20:00,-6.1,474.4,766.8,1.3,23,Wind blowing from the north,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-2.9,,,2500 or more  or no clouds.,,,30.0,-23.9,0.2,12,,,,
24.01.2020 17:00,-4.0,473.1,762.2,,30,Wind blowing from the west-northwest,6,,,, ,,,-9.7,4.0,,,,,,30.0,-19.0,No precipitation,6,,,,
24.01.2020 14:00,-4.8,473.8,763.3,-0.3,34,Wind blowing from the north,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,,,,2500 or more  or no clouds.,,,30.0,-18.3,2.0,12,,,,
24.01.2020 11:00,-6.1,474.1,763.3,,65,Wind blowing from the west,2,,,, ,,,-9.7,,,,,,,30.0,-11.6,0.8,6,,,,
24.01.2020 08:00,-9.7,472.8,762.7,0.6,84,Wind blowing from the west-northwest,2,,12,,Intermittent fall of snowflakes  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,4.2,,,2500 or more  or no clouds.,,,4.7,-11.9,2.0,12,,,,
24.01.2020 05:00,-8.1,472.2,755.8,,85,Wind blowing from the south-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-15.5,4.2,,,,,,3.0,-10.2,2.0,6,,,,
24.01.2020 02:00,-7.3,472.2,758.2,,78,Wind blowing from the east,3,,15,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,4.2,,,2500 or more  or no clouds.,,,2.7,-10.5,0.3,12,,,,
23.01.2020 20:00,-4.0,469.5,760.6,2.1,45,Wind blowing from the east-northeast,6,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,4.2,,,2500 or more  or no clouds.,,,30.0,-14.2,Trace of precipitation,12,,,,
23.01.2020 17:00,3.7,467.4,749.3,,20,Wind blowing from the south-southwest,5,,13,, ,,,-15.5,7.3,,,,,,30.0,-17.2,No precipitation,6,,,,
23.01.2020 14:00,-1.0,471.0,758.0,-2.8,34,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-15.5,,,,,,,30.0,-15.0,Trace of precipitation,12,,,,
23.01.2020 11:00,-7.0,473.8,763.3,,59,Wind blowing from the south,1,,6,,Snow not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,,,,,,,30.0,-13.7,No precipitation,6,,,,
23.01.2020 08:00,-14.5,472.8,763.2,0.1,80,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
23.01.2020 05:00,-10.2,472.7,756.0,,76,Wind blowing from the east,2,,11,, ,,,-14.8,7.4,,,,,,30.0,-13.6,No precipitation,6,,,,
23.01.2020 02:00,-9.8,473.2,757.4,,69,Wind blowing from the north,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.4,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
22.01.2020 20:00,0.1,471.1,759.9,0.4,22,Wind blowing from the north-west,3,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,7.4,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
22.01.2020 17:00,6.7,470.7,753.0,,7,Wind blowing from the west,7,,18,20–30%., ,,,-14.8,7.4,,,1000-1500,,,30.0,-26.8,No precipitation,6,,,,
22.01.2020 14:00,5.4,472.9,754.5,-2.8,6,Wind blowing from the west,9,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,5.7,,,2500 or more  or no clouds.,,,7.0,-29.4,No precipitation,12,,,,
22.01.2020 11:00,-5.6,475.7,764.3,,63,Wind blowing from the east-northeast,1,,7,no clouds, ,,,-14.8,4.5,,,,,,30.0,-11.7,No precipitation,6,,,,
22.01.2020 08:00,-13.6,474.6,765.0,0.3,80,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,4.5,,,,,,30.0,-16.3,No precipitation,12,,,,
22.01.2020 05:00,-10.4,474.3,760.1,,80,Wind blowing from the north,1,,14,, ,,,-15.6,4.5,,,,,,30.0,-13.3,No precipitation,6,,,,
22.01.2020 02:00,-5.9,474.5,759.4,,67,Wind blowing from the south-east,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.5,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
21.01.2020 20:00,0.8,472.8,763.2,0.6,19,Wind blowing from the west-northwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,4.5,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
21.01.2020 17:00,4.4,472.2,758.6,,10,Wind blowing from the west,6,,12,, ,,,-15.6,4.4,,,,,,30.0,-24.6,No precipitation,6,,,,
21.01.2020 14:00,1.6,474.2,760.0,-2.1,17,Wind blowing from the south-east,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,4.3,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
21.01.2020 11:00,-6.8,476.3,766.9,,56,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-15.6,4.3,,,,,,30.0,-14.1,No precipitation,6,,,,
21.01.2020 08:00,-15.1,474.5,767.5,0.5,77,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,4.3,,,,,,11.0,-18.2,No precipitation,12,,,,
21.01.2020 05:00,-13.2,474.0,762.0,,79,Wind blowing from the north-northeast,1,,11,, ,,,-13.3,4.3,,,,,,30.0,-16.1,No precipitation,6,,,,
21.01.2020 02:00,-7.7,474.0,,,66,Wind blowing from the east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,4.3,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
20.01.2020 20:00,-1.6,472.2,,0.9,22,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,4.3,,,2500 or more  or no clouds.,,,29.0,-20.6,No precipitation,12,,,,
20.01.2020 17:00,3.7,471.3,,,8,Wind blowing from the south-west,5,,12,, ,,,-2.9,4.3,,,,,,30.0,-27.6,No precipitation,6,,,,
19.01.2020 20:00,-2.8,472.9,763.5,0.6,34,Wind blowing from the west-southwest,3,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,5.1,,,1000-1500,,,30.0,-16.5,No precipitation,12,,,,
19.01.2020 17:00,2.6,472.3,756.6,,12,Wind blowing from the south-southwest,7,,14,20–30%., ,,,-12.1,6.9,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,6,,,,
19.01.2020 14:00,3.8,473.0,753.1,-1.3,7,Wind blowing from the south-southwest,5,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,8.5,,,1000-1500,,,30.0,-29.0,No precipitation,12,,,,
19.01.2020 11:00,-2.8,474.3,757.7,,27,Wind blowing from the north,1,,10,no clouds, ,,,-12.1,8.5,,,,,,19.0,-19.2,No precipitation,6,,,,
19.01.2020 08:00,-11.7,473.7,761.2,-0.1,55,Wind blowing from the north-northwest,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,8.5,,,,,,30.0,-19.1,No precipitation,12,,,,
19.01.2020 05:00,-8.0,473.8,756.3,,44,Wind blowing from the north-northwest,2,,14,, ,,,-9.2,8.5,,,,,,30.0,-18.1,No precipitation,6,,,,
19.01.2020 02:00,-1.9,474.2,753.7,,24,Wind blowing from the north-northeast,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,8.5,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
18.01.2020 20:00,2.6,473.1,758.2,0.5,20,Wind blowing from the south-southwest,8,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,8.5,,,,,,30.0,-18.1,No precipitation,12,,,,
18.01.2020 17:00,6.9,472.6,749.8,,14,Wind blowing from the south-southwest,5,,13,no clouds, ,,,-9.2,8.5,,,,,,30.0,-18.8,No precipitation,6,,,,
18.01.2020 14:00,5.9,473.7,752.1,-1.8,14,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,9.4,,,,,,30.0,-19.6,No precipitation,12,,,,
18.01.2020 11:00,-1.7,475.5,758.4,,38,Wind blowing from the west-northwest,1,,11,no clouds, ,,,-9.2,9.4,,,,,,30.0,-14.2,No precipitation,6,,,,
18.01.2020 08:00,-8.7,474.5,760.3,0.2,55,Wind blowing from the north-northwest,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,9.4,,,,,,30.0,-16.1,No precipitation,12,,,,
18.01.2020 05:00,-0.5,474.3,751.9,,31,Wind blowing from the south-southeast,3,,17,, ,,,-9.1,9.4,,,,,,30.0,-15.6,No precipitation,6,,,,
18.01.2020 02:00,-0.4,475.1,752.6,,37,Wind blowing from the south,3,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,9.4,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
17.01.2020 20:00,3.0,474.4,759.5,1.0,24,Wind blowing from the south-southwest,7,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,9.4,,,,,,30.0,-15.6,No precipitation,12,,,,
17.01.2020 17:00,7.8,473.4,755.0,,15,Wind blowing from the south,8,,16,no clouds, ,,,-9.1,14.4,,,,,,30.0,-17.2,No precipitation,6,,,,
17.01.2020 14:00,8.5,474.3,753.4,,10,Wind blowing from the south-southwest,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,,,,,,,30.0,-21.4,No precipitation,12,,,,
17.01.2020 11:00,3.7,475.5,752.8,,12,Wind blowing from the east,2,,9,no clouds, ,,,-9.1,,,,,,,30.0,-23.1,No precipitation,6,,,,
17.01.2020 08:00,-7.7,474.5,756.1,0.2,55,Wind blowing from the west-northwest,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,,,,,,,30.0,-15.2,No precipitation,12,,,,
17.01.2020 05:00,-7.9,474.3,753.2,,63,Wind blowing from the west-northwest,1,,15,, ,,,,14.4,,,,,,30.0,-13.7,No precipitation,6,,,,
17.01.2020 02:00,-3.7,474.6,757.0,,43,Wind blowing from the north,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.4,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
16.01.2020 20:00,8.7,472.0,755.1,0.7,12,Wind blowing from the south-west,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,14.4,,,,,,30.0,-19.1,No precipitation,12,,,,
16.01.2020 17:00,13.1,471.3,750.1,,9,Wind blowing from the south-east,1,,4,no clouds, ,,,-12.9,,,,,,,30.0,-19.1,No precipitation,6,,,,
16.01.2020 14:00,3.4,474.1,758.2,-2.8,24,Wind blowing from the east-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,,,,,,,30.0,-15.3,No precipitation,12,,,,
16.01.2020 11:00,-5.1,476.9,765.4,,66,Wind blowing from the south-east,1,,,no clouds, ,,,-12.9,,,,,,,30.0,-10.6,No precipitation,6,,,,
16.01.2020 08:00,-12.5,475.9,764.9,0.7,80,Wind blowing from the west-southwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,,,,,,,30.0,-15.2,No precipitation,12,,,,
16.01.2020 05:00,-10.7,475.2,757.3,,78,Wind blowing from the north-west,1,,10,, ,,,-12.9,12.5,,,,,,30.0,-13.8,No precipitation,6,,,,
16.01.2020 02:00,-6.9,475.8,760.6,,75,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.5,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
15.01.2020 20:00,3.1,473.1,760.3,1.0,33,Wind blowing from the east,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,12.5,,,,,,30.0,-11.6,No precipitation,12,,,,
15.01.2020 17:00,11.5,472.1,751.9,,9,Wind blowing from the east,1,,3,no clouds, ,,,-12.9,,,,,,,30.0,-20.3,No precipitation,6,,,,
15.01.2020 14:00,3.8,474.6,758.5,-2.1,25,Wind blowing from the south-east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,,,,,,,30.0,-14.4,No precipitation,12,,,,
15.01.2020 11:00,-4.9,476.7,764.8,,68,Wind blowing from the north,1,,6,no clouds, ,,,-12.9,,,,,,,30.0,-9.9,No precipitation,6,,,,
15.01.2020 08:00,-12.2,475.7,762.4,0.6,83,Wind blowing from the north,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,,,,,,,30.0,-14.6,No precipitation,12,,,,
15.01.2020 05:00,-9.9,475.1,755.5,,80,Calm  no wind,0,,,, ,,,-13.2,13.7,,,,,,30.0,-12.7,No precipitation,6,,,,
15.01.2020 02:00,-6.5,474.8,756.4,,74,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.7,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,12,,,,
14.01.2020 20:00,6.2,471.8,756.4,1.2,15,Wind blowing from the south,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.7,,,,,,30.0,-18.5,No precipitation,12,,,,
14.01.2020 17:00,13.4,470.6,748.7,,5,Wind blowing from the west-northwest,2,,4,no clouds, ,,,-13.2,,,,,,,30.0,-25.5,No precipitation,6,,,,
14.01.2020 14:00,7.7,473.1,754.1,-2.6,14,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,,,,,,,30.0,-18.1,No precipitation,12,,,,
14.01.2020 11:00,-3.3,475.7,760.9,,47,Wind blowing from the south-east,1,,4,no clouds, ,,,-13.2,,,,,,,30.0,-13.0,No precipitation,6,,,,
14.01.2020 08:00,-12.7,474.6,760.5,-0.5,78,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,,,,,,,30.0,-15.7,No precipitation,12,,,,
14.01.2020 05:00,-10.6,475.1,755.7,,75,Wind blowing from the west,0,,7,, ,,,,15.0,,,,,,30.0,-14.2,No precipitation,6,,,,
14.01.2020 02:00,-7.1,475.6,759.1,,62,Wind blowing from the east-southeast,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.0,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
13.01.2020 20:00,7.0,472.8,758.6,0.2,16,Wind blowing from the east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.0,,,,,,30.0,-17.1,No precipitation,12,,,,
13.01.2020 17:00,13.7,472.6,752.8,,6,Wind blowing from the west-northwest,1,,3,no clouds, ,,,-14.8,,,,,,,30.0,-23.3,No precipitation,6,,,,
13.01.2020 14:00,6.0,475.4,760.2,-2.3,13,Wind blowing from the south-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,,,,,,,30.0,-20.4,No precipitation,12,,,,
13.01.2020 11:00,-3.2,477.7,767.2,,28,Wind blowing from the south,1,,2,no clouds, ,,,-14.8,,,,,,,30.0,-19.1,No precipitation,6,,,,
13.01.2020 08:00,-14.4,476.7,767.4,0.2,59,Wind blowing from the east-northeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,,,,,,,30.0,-20.7,No precipitation,12,,,,
13.01.2020 05:00,-12.4,476.5,760.6,,53,Wind blowing from the west,1,,6,, ,,,,12.5,,,,,,30.0,-20.0,No precipitation,6,,,,
13.01.2020 02:00,-9.3,476.7,763.2,,41,Wind blowing from the north,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.5,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
12.01.2020 20:00,3.1,474.9,766.2,0.7,10,Wind blowing from the north-northwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.5,,,,,,30.0,-25.6,No precipitation,12,,,,
12.01.2020 17:00,11.3,474.2,758.4,,4,Wind blowing from the west-southwest,4,,,70 – 80%., ,,,-18.1,,,,1000-1500,,,30.0,-29.5,No precipitation,6,,,,
12.01.2020 14:00,4.6,477.4,766.0,-2.3,6,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,6.0,,,,,,30.0,-30.0,No precipitation,12,,,,
12.01.2020 11:00,-5.8,479.7,773.4,,15,Wind blowing from the north-east,1,,,no clouds, ,,,-18.1,,,,,,,30.0,-28.3,No precipitation,6,,,,
12.01.2020 08:00,-17.0,478.7,774.1,0.5,38,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,,,,,,,30.0,-28.0,No precipitation,12,,,,
12.01.2020 05:00,-14.8,478.2,768.4,,39,Wind blowing from the south,1,,14,, ,,,-17.8,6.0,,,,,,30.0,-25.7,No precipitation,6,,,,
12.01.2020 02:00,-11.9,477.6,768.4,,23,Wind blowing from the east-southeast,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.0,,,2500 or more  or no clouds.,,,30.0,-28.9,No precipitation,12,,,,
11.01.2020 20:00,0.5,475.6,769.0,0.7,5,Wind blowing from the west,3,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,6.0,,,,,,30.0,-34.9,No precipitation,12,,,,
11.01.2020 17:00,5.9,474.9,763.0,,4,Wind blowing from the west,7,,15,no clouds, ,,,-17.8,5.9,,,,,,30.0,-33.3,No precipitation,6,,,,
11.01.2020 14:00,1.4,476.7,766.9,-1.8,10,Wind blowing from the east-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,4.9,,,,,,30.0,-26.9,No precipitation,12,,,,
11.01.2020 11:00,-8.0,478.5,772.1,,28,Wind blowing from the south,1,,3,no clouds, ,,,-17.8,,,,,,,30.0,-23.3,No precipitation,6,,,,
11.01.2020 08:00,-16.8,476.9,771.7,0.4,68,Wind blowing from the north-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,,,,,,,30.0,-21.3,No precipitation,12,,,,
11.01.2020 05:00,-14.7,476.5,766.3,,73,Wind blowing from the north-northeast,1,,11,, ,,,-16.2,4.9,,,,,,30.0,-18.5,No precipitation,6,,,,
11.01.2020 02:00,-11.9,476.4,765.7,,68,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,4.9,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
10.01.2020 20:00,-0.3,473.6,765.7,0.7,10,Wind blowing from the north,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,4.9,,,,,,30.0,-28.3,No precipitation,12,,,,
10.01.2020 17:00,4.7,472.9,759.1,,6,Wind blowing from the west,5,,12,no clouds, ,,,-16.2,4.9,,,,,,30.0,-29.9,No precipitation,6,,,,
10.01.2020 14:00,2.4,474.0,760.9,-2.1,6,Wind blowing from the west,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,5.8,,,,,,30.0,-31.6,No precipitation,12,,,,
10.01.2020 11:00,-6.1,476.1,766.0,,38,Wind blowing from the south-southeast,2,,3,no clouds, ,,,-16.2,,,,,,,30.0,-18.1,No precipitation,6,,,,
10.01.2020 08:00,-15.9,474.4,767.3,0.7,65,Wind blowing from the north-northeast,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,,,,,,,30.0,-21.0,No precipitation,12,,,,
10.01.2020 05:00,-12.5,473.7,760.9,,54,Wind blowing from the south-southwest,1,,11,, ,,,-12.6,5.8,,,,,,30.0,-19.9,No precipitation,6,,,,
10.01.2020 02:00,-10.3,473.2,758.2,,46,Wind blowing from the north-northwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,5.8,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
09.01.2020 20:00,-0.7,471.8,756.2,0.9,24,Wind blowing from the south-southwest,5,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.8,,,,,,30.0,-18.8,No precipitation,12,,,,
09.01.2020 17:00,3.8,470.9,752.5,,15,Wind blowing from the south-southwest,6,,16,no clouds, ,,,-8.7,5.8,,,,,,30.0,-20.5,No precipitation,6,,,,
