Local time in Yuanping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 05:00,-7.9,700.1,777.0,,70,Wind blowing from the north,1,,3,,Mist. ,,,-7.9,2.6,,,,,,2.9,-12.4,No precipitation,6,,,,
25.01.2020 02:00,-6.1,700.8,777.5,,63,Wind blowing from the west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,2.6,,,2500 or more  or no clouds.,,,6.0,-12.0,No precipitation,12,,,,
24.01.2020 20:00,-2.4,700.7,778.0,0.8,59,Wind blowing from the north-northwest,1,,4,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,2.6,,,2500 or more  or no clouds.,,,5.0,-9.5,No precipitation,12,,,,
24.01.2020 17:00,1.8,699.9,776.4,,36,Wind blowing from the south,1,,4,10%  or less  but not 0, ,,,-6.2,3.3,,,2500 or more  or no clouds.,,,12.0,-11.7,No precipitation,6,,,,
24.01.2020 14:00,1.6,700.8,777.1,-1.7,38,Wind blowing from the south,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,5.0,,,2500 or more  or no clouds.,,,12.0,-11.2,No precipitation,12,,,,
24.01.2020 11:00,-2.2,702.5,779.5,,46,Wind blowing from the north,2,,4,40%., ,,,-6.2,,,,2500 or more  or no clouds.,,,11.0,-12.3,No precipitation,6,,,,
24.01.2020 08:00,-5.9,702.1,779.4,1.2,60,Wind blowing from the north,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.0,,,2500 or more  or no clouds.,,,11.0,-12.4,No precipitation,12,,,,
24.01.2020 05:00,-5.7,700.9,777.3,,61,Wind blowing from the north-west,2,,4,, ,,,-8.9,5.0,,,,,,16.0,-12.2,No precipitation,6,,,,
24.01.2020 02:00,-3.6,700.6,776.5,,53,Wind blowing from the west,1,,4,, ,,,-8.9,5.0,,,,,,14.0,-11.8,No precipitation,6,,,,
23.01.2020 20:00,-1.1,698.1,775.3,1.6,64,Wind blowing from the south,0,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.0,,,2500 or more  or no clouds.,,,4.0,-7.2,No precipitation,12,,,,
23.01.2020 17:00,3.3,696.5,772.8,,40,Wind blowing from the east,1,,4,20–30%., ,,,-8.9,5.0,,,2500 or more  or no clouds.,,,7.0,-9.3,No precipitation,6,,,,
23.01.2020 14:00,3.8,696.2,772.0,-1.3,26,Wind blowing from the south-southwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.8,,,2500 or more  or no clouds.,,,11.0,-13.9,No precipitation,12,,,,
23.01.2020 11:00,-2.5,697.5,774.3,,58,Wind blowing from the south-east,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.0,,,2500 or more  or no clouds.,,,3.8,-9.8,No precipitation,6,,,,
23.01.2020 08:00,-8.7,696.5,773.8,1.4,74,Wind blowing from the north,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,3.0,,,2500 or more  or no clouds.,,,3.6,-12.5,No precipitation,12,,,,
23.01.2020 05:00,-8.0,695.1,771.4,,68,Wind blowing from the north-west,1,,2,, ,,,-10.2,3.0,,,,,,7.0,-12.9,No precipitation,6,,,,
23.01.2020 02:00,-5.6,695.2,771.3,,73,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,3.0,,,2500 or more  or no clouds.,,,2.8,-9.8,No precipitation,12,,,,
22.01.2020 20:00,-3.1,694.0,771.2,1.4,64,Wind blowing from the west-northwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,3.0,,,2500 or more  or no clouds.,,,5.0,-9.1,No precipitation,12,,,,
22.01.2020 17:00,2.2,692.6,768.7,,32,Wind blowing from the north,1,,3,20–30%., ,,,-10.2,3.0,,,2500 or more  or no clouds.,,,12.0,-12.8,No precipitation,6,,,,
22.01.2020 14:00,1.4,693.0,769.0,,32,Wind blowing from the south,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,1.6,,,2500 or more  or no clouds.,,,13.0,-13.5,No precipitation,12,,,,
22.01.2020 11:00,-4.6,694.6,771.5,,54,Wind blowing from the east-southeast,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,1.6,,,2500 or more  or no clouds.,,,3.7,-12.5,No precipitation,6,,,,
22.01.2020 08:00,-10.0,693.7,770.8,0.7,71,Wind blowing from the east,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,1.6,,,2500 or more  or no clouds.,,,5.0,-14.4,No precipitation,12,,,,
22.01.2020 05:00,-8.2,693.0,769.3,,62,Wind blowing from the north-east,1,,,, ,,,-9.3,1.6,,,,,,9.0,-14.2,No precipitation,6,,,,
22.01.2020 02:00,-7.4,693.2,769.6,,61,Wind blowing from the north,1,,3,, ,,,-9.3,1.6,,,,,,9.0,-13.8,No precipitation,6,,,,
21.01.2020 20:00,-2.7,692.6,769.5,1.3,52,Wind blowing from the north-northwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,1.6,,,2500 or more  or no clouds.,,,6.0,-11.2,No precipitation,12,,,,
21.01.2020 17:00,0.5,691.3,767.5,,31,Wind blowing from the south-east,1,,4,70 – 80%., ,,,-9.3,1.6,,,2500 or more  or no clouds.,,,18.0,-14.7,No precipitation,6,,,,
21.01.2020 14:00,-0.2,692.1,768.4,-2.4,25,Wind blowing from the south-east,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,1.2,,,2500 or more  or no clouds.,,,19.0,-17.9,No precipitation,12,,,,
21.01.2020 11:00,-4.5,694.5,771.5,,34,Wind blowing from the north-northwest,1,,5,70 – 80%., ,,,-9.3,1.2,,,2500 or more  or no clouds.,,,19.0,-18.0,No precipitation,6,,,,
21.01.2020 08:00,-9.0,694.2,771.5,0.5,51,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.2,,,2500 or more  or no clouds.,,,15.0,-17.3,No precipitation,12,,,,
21.01.2020 05:00,-8.6,693.7,770.2,,49,Wind blowing from the north-west,2,,5,, ,,,-11.0,1.2,,,,,,20.0,-17.6,No precipitation,6,,,,
21.01.2020 02:00,-7.6,694.8,771.4,,51,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.2,,,2500 or more  or no clouds.,,,12.0,-16.2,No precipitation,12,,,,
20.01.2020 20:00,-4.6,694.6,772.2,,41,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.2,,,,,,10.0,-15.9,No precipitation,12,,,,
20.01.2020 17:00,0.3,693.8,770.3,,19,Wind blowing from the west-southwest,1,,4,no clouds, ,,,-11.0,1.2,,,,,,30.0,-20.6,No precipitation,6,,,,
20.01.2020 14:00,-0.5,694.7,770.9,-2.3,26,Wind blowing from the south-southeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,2.2,,,,,,30.0,-17.7,No precipitation,12,,,,
20.01.2020 11:00,-5.0,697.0,773.8,,31,Wind blowing from the north,3,,9,no clouds, ,,,-11.0,2.2,,,,,,26.0,-19.5,No precipitation,6,,,,
20.01.2020 08:00,-10.5,696.7,774.0,1.3,50,Wind blowing from the north-west,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,2.2,,,2500 or more  or no clouds.,,,23.0,-18.9,No precipitation,12,,,,
20.01.2020 05:00,-8.6,695.4,772.0,,44,Wind blowing from the north-west,2,,9,, ,,,-12.0,2.2,,,,,,30.0,-18.7,No precipitation,6,,,,
20.01.2020 02:00,-4.9,695.0,771.1,,40,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,2.2,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
19.01.2020 20:00,-1.0,694.0,771.1,1.5,32,Wind blowing from the north,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,2.2,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,12,,,,
19.01.2020 17:00,0.8,692.5,769.0,,25,Wind blowing from the north,4,,9,10%  or less  but not 0, ,,,-12.0,2.2,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,6,,,,
19.01.2020 14:00,0.4,691.9,767.8,-1.9,28,Wind blowing from the north-northwest,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,1.5,,,2500 or more  or no clouds.,,,29.0,-16.0,No precipitation,12,,,,
19.01.2020 11:00,-4.2,693.8,770.2,,37,Wind blowing from the north,1,,7,20–30%., ,,,-12.0,1.5,,,2500 or more  or no clouds.,,,8.0,-16.7,No precipitation,6,,,,
19.01.2020 08:00,-11.5,694.0,771.2,,54,Wind blowing from the west,1,,,20–30%., ,,,-12.0,1.5,,,2500 or more  or no clouds.,,,16.0,-19.0,No precipitation,6,,,,
19.01.2020 05:00,-10.8,693.8,770.5,,51,Wind blowing from the north-northwest,1,,10,, ,,,-11.9,1.5,,,,,,28.0,-19.0,No precipitation,6,,,,
19.01.2020 02:00,-6.8,694.6,771.0,,40,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.5,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
18.01.2020 20:00,-1.2,693.9,770.9,1.4,27,Wind blowing from the west,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.5,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
18.01.2020 17:00,0.8,692.5,769.3,,38,Wind blowing from the south-southwest,2,,4,20–30%., ,,,-11.9,1.5,,,2500 or more  or no clouds.,,,17.0,-12.2,No precipitation,6,,,,
18.01.2020 14:00,0.2,693.2,769.9,-2.6,31,Wind blowing from the north-west,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.6,,,1000-1500,,,14.0,-14.9,No precipitation,12,,,,
18.01.2020 11:00,-5.1,695.8,773.1,,56,Wind blowing from the east-southeast,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.6,,,1000-1500,,,3.3,-12.7,No precipitation,6,,,,
18.01.2020 08:00,-10.7,695.7,773.6,0.6,74,Wind blowing from the east,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.6,,,2500 or more  or no clouds.,,,4.4,-14.4,No precipitation,12,,,,
18.01.2020 05:00,-11.6,695.1,772.3,,70,Wind blowing from the east-southeast,1,,3,,Haze. ,,,-11.6,0.6,,,,,,3.6,-16.1,No precipitation,6,,,,
18.01.2020 02:00,-10.0,696.1,773.1,,64,Wind blowing from the east-northeast,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,0.6,,,2500 or more  or no clouds.,,,10.0,-15.5,No precipitation,12,,,,
17.01.2020 20:00,-5.4,696.0,773.6,1.0,60,Wind blowing from the north-west,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,0.6,,,2500 or more  or no clouds.,,,6.0,-12.1,No precipitation,12,,,,
17.01.2020 17:00,-0.6,695.0,772.0,,40,Wind blowing from the west,1,,3,50%., ,,,-10.3,0.6,,,2500 or more  or no clouds.,,,11.0,-12.8,No precipitation,6,,,,
17.01.2020 14:00,-0.2,694.9,771.9,-2.0,38,Wind blowing from the north,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-0.2,,,2500 or more  or no clouds.,,,6.0,-13.1,No precipitation,12,,,,
17.01.2020 11:00,-5.4,696.9,774.3,,57,Wind blowing from the south-southeast,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-1.6,,,2500 or more  or no clouds.,,,3.8,-12.6,No precipitation,6,,,,
17.01.2020 08:00,-8.8,696.5,773.8,1.0,69,Wind blowing from the north-west,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-1.6,,,2500 or more  or no clouds.,,,4.0,-13.5,No precipitation,12,,,,
17.01.2020 05:00,-9.6,695.5,772.8,,71,Wind blowing from the east-northeast,1,,2,,Haze. ,,,-10.3,-1.6,,,,,,4.1,-14.0,No precipitation,6,,,,
17.01.2020 02:00,-10.1,696.1,773.5,,69,Wind blowing from the north-west,2,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-1.6,,,2500 or more  or no clouds.,,,4.5,-14.7,No precipitation,12,,,,
16.01.2020 20:00,-3.2,697.0,774.3,0.8,42,Wind blowing from the east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-1.6,,,2500 or more  or no clouds.,,,5.0,-14.3,No precipitation,12,,,,
16.01.2020 17:00,-2.3,696.2,773.3,,38,Calm  no wind,0,,,100%., ,,,-8.9,-1.6,,,2500 or more  or no clouds.,,,8.0,-14.7,No precipitation,6,,,,
16.01.2020 14:00,-2.5,696.3,773.4,-2.2,35,Wind blowing from the south,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-2.4,,,2500 or more  or no clouds.,,,8.0,-15.9,No precipitation,12,,,,
16.01.2020 11:00,-5.4,698.5,776.2,,53,Wind blowing from the east,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-4.0,,,2500 or more  or no clouds.,,,4.1,-13.5,No precipitation,6,,,,
16.01.2020 08:00,-8.1,697.6,775.4,0.6,64,Wind blowing from the north,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.0,,,2500 or more  or no clouds.,,,4.6,-13.7,No precipitation,12,,,,
16.01.2020 05:00,-8.4,697.0,774.6,,60,Wind blowing from the south-east,1,,4,,Haze. ,,,,-4.0,,,,,,5.0,-14.8,No precipitation,6,,,,
16.01.2020 02:00,-8.1,697.3,775.0,,54,Wind blowing from the north-northwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.0,,,2500 or more  or no clouds.,,,7.0,-15.8,No precipitation,12,,,,
15.01.2020 20:00,-5.9,697.1,776.2,1.3,43,Wind blowing from the south,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-4.0,,,2500 or more  or no clouds.,,,9.0,-16.5,No precipitation,12,,,,
15.01.2020 17:00,-5.2,695.8,774.4,,37,Wind blowing from the east-southeast,1,,3,20–30%., ,,,-16.9,-4.0,,,2500 or more  or no clouds.,,,11.0,-17.6,No precipitation,6,,,,
15.01.2020 14:00,-5.7,695.5,774.1,,30,Wind blowing from the east-southeast,1,,3,20–30%., ,,,-16.9,-5.0,,,2500 or more  or no clouds.,,,11.0,-20.5,No precipitation,6,,,,
15.01.2020 11:00,-11.0,697.9,777.4,,48,Wind blowing from the west-northwest,1,,3,20–30%., ,,,-16.9,-5.0,,,2500 or more  or no clouds.,,,8.0,-19.9,No precipitation,6,,,,
15.01.2020 08:00,-16.7,697.1,777.0,0.4,66,Wind blowing from the east,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.0,,,2500 or more  or no clouds.,,,5.0,-21.6,No precipitation,12,,,,
15.01.2020 05:00,-15.9,696.7,775.6,,63,Calm  no wind,0,,,,Haze. ,,,-17.4,-5.0,,,,,,5.0,-21.3,No precipitation,6,,,,
15.01.2020 02:00,-14.7,697.0,775.8,,61,Wind blowing from the north-west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-5.0,,,2500 or more  or no clouds.,,,7.0,-20.6,No precipitation,12,,,,
14.01.2020 20:00,-10.9,696.1,775.8,1.2,55,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-5.0,,,1000-1500,,,8.0,-18.2,No precipitation,12,,,,
14.01.2020 17:00,-6.0,694.9,773.6,,35,Wind blowing from the west,1,,3,50%., ,,,-17.4,-5.0,,,1000-1500,,,18.0,-19.0,No precipitation,6,,,,
14.01.2020 14:00,-6.4,695.2,773.5,-2.6,37,Wind blowing from the south-east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-5.2,,,,,,19.0,-18.7,No precipitation,12,,,,
14.01.2020 11:00,-10.3,697.8,776.6,,49,Wind blowing from the north-east,1,,6,20–30%., ,,,-17.4,-5.1,,,2500 or more  or no clouds.,,,7.0,-19.0,No precipitation,6,,,,
14.01.2020 08:00,-15.9,697.4,776.8,0.1,66,Wind blowing from the east,1,,8,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-5.1,,,2500 or more  or no clouds.,,,7.0,-20.8,No precipitation,12,,,,
14.01.2020 05:00,-15.7,697.3,776.2,,59,Wind blowing from the north,0,,8,, ,,,-16.0,-5.1,,,,,,21.0,-21.9,No precipitation,6,,,,
14.01.2020 02:00,-13.1,697.6,776.1,,51,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-5.1,,,2500 or more  or no clouds.,,,18.0,-21.1,No precipitation,12,,,,
13.01.2020 20:00,-8.7,696.7,774.9,1.3,41,Wind blowing from the north-northeast,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-5.1,,,2500 or more  or no clouds.,,,21.0,-19.6,No precipitation,12,,,,
13.01.2020 17:00,-6.4,695.4,772.7,,37,Wind blowing from the north-northeast,4,,10,20–30%., ,,,-9.5,-4.4,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,6,,,,
13.01.2020 14:00,-5.5,694.6,771.9,-1.2,40,Wind blowing from the north-northeast,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-2.1,,,2500 or more  or no clouds.,,,20.0,-17.0,No precipitation,12,,,,
13.01.2020 11:00,-6.3,695.8,773.2,,44,Wind blowing from the north,4,,9,50%., ,,,-9.5,-2.1,,,2500 or more  or no clouds.,,,17.0,-16.8,No precipitation,6,,,,
13.01.2020 08:00,-8.5,694.6,772.3,1.3,55,Wind blowing from the north-northwest,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,12.0,-16.1,No precipitation,12,,,,
13.01.2020 05:00,-6.3,693.3,770.1,,47,Wind blowing from the north,3,,8,, ,,,,-2.1,,,,,,14.0,-15.8,No precipitation,6,,,,
13.01.2020 02:00,-7.2,693.4,770.3,,61,Wind blowing from the north-northwest,3,,6,, ,,,-14.9,-2.1,,,,,,9.0,-13.6,No precipitation,6,,,,
12.01.2020 20:00,-7.3,693.1,771.7,0.6,62,Wind blowing from the north-northwest,2,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-2.1,,,2500 or more  or no clouds.,,,7.0,-13.5,No precipitation,12,,,,
12.01.2020 17:00,-4.4,692.5,770.3,,52,Wind blowing from the east,1,,2,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-2.1,,,2500 or more  or no clouds.,,,5.0,-13.0,No precipitation,6,,,,
12.01.2020 14:00,-4.0,692.5,770.0,-2.1,52,Wind blowing from the east-southeast,2,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.3,,,2500 or more  or no clouds.,,,5.0,-12.6,No precipitation,12,,,,
12.01.2020 11:00,-9.3,694.6,773.0,,63,Wind blowing from the north,1,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.3,,,2500 or more  or no clouds.,,,3.8,-15.2,No precipitation,6,,,,
12.01.2020 08:00,-14.9,694.1,772.9,0.7,72,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.3,,,2500 or more  or no clouds.,,,4.6,-18.8,No precipitation,12,,,,
12.01.2020 05:00,-13.3,693.4,771.1,,73,Wind blowing from the north-northeast,0,,3,,Mist. ,,,-13.5,-1.3,,,,,,3.9,-17.1,No precipitation,6,,,,
12.01.2020 02:00,-12.3,693.7,771.2,,69,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.3,,,2500 or more  or no clouds.,,,9.0,-16.8,No precipitation,12,,,,
11.01.2020 20:00,-8.1,693.7,771.6,0.8,63,Wind blowing from the north-northwest,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-1.3,,,2500 or more  or no clouds.,,,6.0,-13.9,No precipitation,12,,,,
11.01.2020 17:00,-3.1,692.9,770.1,,43,Wind blowing from the south,1,,3,50%., ,,,-10.9,-1.3,,,2500 or more  or no clouds.,,,11.0,-13.9,No precipitation,6,,,,
11.01.2020 14:00,-2.7,692.9,769.6,-2.7,41,Wind blowing from the south,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-2.4,,,2500 or more  or no clouds.,,,11.0,-14.4,No precipitation,12,,,,
11.01.2020 11:00,-6.8,695.6,773.2,,58,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-2.4,,,,,,6.0,-13.7,No precipitation,6,,,,
11.01.2020 08:00,-9.1,694.9,773.0,-0.2,61,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,,,,2500 or more  or no clouds.,,,10.0,-15.4,No precipitation,12,,,,
11.01.2020 05:00,-10.5,695.1,772.7,,61,Wind blowing from the east,1,,,, ,,,-10.5,-2.4,,,,,,7.0,-16.6,No precipitation,6,,,,
11.01.2020 02:00,-7.8,695.6,772.9,,46,Wind blowing from the north-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.4,,,2500 or more  or no clouds.,,,23.0,-17.4,No precipitation,12,,,,
10.01.2020 20:00,-8.5,695.8,774.1,0.6,77,Wind blowing from the west-southwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.4,,,2500 or more  or no clouds.,,,2.6,-11.8,No precipitation,12,,,,
10.01.2020 17:00,-4.1,695.2,772.6,,55,Wind blowing from the north,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.4,,,2500 or more  or no clouds.,,,5.0,-12.0,No precipitation,6,,,,
