Local time in Huadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 08:00,-24.3,754.3,781.5,1.7,84,Wind blowing from the north,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,,,,,,,3.9,-26.3,No precipitation,12,,,,
24.01.2020 05:00,-24.6,752.6,779.5,,82,Wind blowing from the north-east,1,,5,, ,,,-25.0,,,,,,,11.0,-26.8,No precipitation,6,,,,
24.01.2020 02:00,-21.1,752.0,778.5,,89,Wind blowing from the west-southwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-0.6,,,2500 or more  or no clouds.,,,8.0,-22.5,No precipitation,12,,,,
23.01.2020 20:00,-11.3,750.0,776.0,2.0,77,Wind blowing from the west-southwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-0.6,,,,,,13.0,-14.5,0.3,12,,,,
23.01.2020 17:00,-6.1,748.0,773.8,,59,Wind blowing from the west,3,,10,no clouds, ,,,-9.3,-0.6,,,,,,15.0,-13.0,No precipitation,6,,,,
23.01.2020 14:00,-3.2,745.8,771.3,2.1,62,Wind blowing from the west,5,,9,no clouds,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,0.1,,,,,,6.0,-9.5,0.5,12,,,,
23.01.2020 11:00,-0.6,743.7,769.0,,74,Wind blowing from the west,4,,8,90  or more  but not 100%,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,0.4,,,,,,4.4,-4.8,0.5,6,,,,
23.01.2020 08:00,-5.0,742.8,768.3,0.6,96,Wind blowing from the east,0,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,1.7,-5.5,0.2,12,,,,
23.01.2020 05:00,-5.9,742.2,767.5,,95,Calm  no wind,0,,,,Snow not falling as shower(s). ,,,-14.0,0.4,,,,,,3.0,-6.6,No precipitation,6,,,,
23.01.2020 02:00,-6.4,742.3,767.6,,97,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.4,,,2500 or more  or no clouds.,,,3.0,-6.8,No precipitation,12,,,,
22.01.2020 20:00,-5.8,743.7,769.5,0.2,95,Wind blowing from the east-northeast,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,0.4,,,1000-1500,,,1.7,-6.5,No precipitation,12,,,,
22.01.2020 17:00,-2.2,743.5,769.3,,82,Wind blowing from the south-west,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,0.4,,,1000-1500,,,4.7,-4.9,No precipitation,6,,,,
22.01.2020 14:00,-0.1,742.6,768.4,,81,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,0.4,,,1000-1500,,,6.0,-3.0,No precipitation,12,,,,
22.01.2020 11:00,-3.3,743.4,769.5,,61,Wind blowing from the north-northeast,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-3.0,,,1000-1500,,,3.1,-9.8,No precipitation,6,,,,
22.01.2020 08:00,-11.0,743.7,770.1,0.3,86,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-3.0,,,1000-1500,,,4.3,-12.9,No precipitation,12,,,,
22.01.2020 05:00,-14.0,743.4,769.6,,89,Calm  no wind,0,,,,Mist. ,,,-25.8,-3.0,,,,,,5.0,-15.4,No precipitation,6,,,,
22.01.2020 02:00,-18.3,743.9,770.1,,90,Wind blowing from the west-northwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-3.0,,,2500 or more  or no clouds.,,,4.3,-19.6,No precipitation,12,,,,
21.01.2020 20:00,-17.7,744.1,771.1,1.0,89,Wind blowing from the east-northeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-3.0,,,,,,4.3,-19.1,No precipitation,12,,,,
21.01.2020 17:00,-11.2,743.1,769.9,,75,Wind blowing from the north-east,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-3.0,,,1000-1500,,,2.9,-14.8,No precipitation,6,,,,
21.01.2020 14:00,-6.2,743.2,769.6,-2.9,54,Wind blowing from the east-southeast,1,,2,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-5.1,,,2500 or more  or no clouds.,,,7.0,-14.2,No precipitation,12,,,,
21.01.2020 11:00,-10.4,746.1,772.6,,59,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-7.8,,,,,,4.0,-16.9,No precipitation,6,,,,
21.01.2020 08:00,-24.1,747.7,774.7,0.5,82,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-7.8,,,2500 or more  or no clouds.,,,4.1,-26.3,No precipitation,12,,,,
21.01.2020 05:00,-25.4,747.2,774.1,,80,Wind blowing from the east-northeast,1,,5,, ,,,-25.5,-7.8,,,,,,8.0,-27.9,No precipitation,6,,,,
21.01.2020 02:00,-22.9,747.0,773.6,,86,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-7.8,,,2500 or more  or no clouds.,,,8.0,-24.6,0.1,12,,,,
20.01.2020 20:00,-12.8,745.3,771.7,1.9,89,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-7.8,,,,,,11.0,-14.2,0.5,12,,,,
20.01.2020 17:00,-9.7,743.4,769.4,,85,Wind blowing from the west,2,,8,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-6.8,,,1000-1500,,,16.0,-11.8,0.5,6,,,,
20.01.2020 14:00,-8.1,741.1,766.9,0.5,85,Wind blowing from the west-southwest,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.8,-4.2,,,1000-1500,,,5.0,-10.2,0.4,12,,,,
20.01.2020 11:00,-8.6,740.6,766.4,,77,Calm  no wind,0,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.8,-4.0,,,,,,4.3,-11.9,No precipitation,6,,,,
20.01.2020 08:00,-14.0,740.5,766.5,0.8,94,Wind blowing from the north-west,0,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-4.0,,,1000-1500,,,5.0,-14.8,Trace of precipitation,12,,,,
20.01.2020 05:00,-11.8,739.7,765.4,,91,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,13.0,-13.0,,,,,,
20.01.2020 02:00,-11.3,739.7,765.3,,91,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-4.0,,,2500 or more  or no clouds.,,,11.0,-12.5,0.5,12,,,,
19.01.2020 20:00,-9.9,739.2,765.1,0.8,91,Wind blowing from the west-southwest,1,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-4.0,,,1000-1500,,,9.0,-11.1,0.8,12,,,,
19.01.2020 17:00,-6.7,738.4,764.1,,85,Wind blowing from the west-southwest,4,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-4.0,,,2500 or more  or no clouds.,,,7.0,-8.8,0.5,6,,,,
19.01.2020 14:00,-4.2,736.6,762.2,-0.3,82,Wind blowing from the west,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-4.0,,,2500 or more  or no clouds.,,,3.6,-6.8,1.0,12,,,,
19.01.2020 11:00,-6.1,736.9,762.7,,77,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-5.4,,,,,,3.5,-9.5,0.8,6,,,,
19.01.2020 08:00,-11.0,737.0,763.0,0.1,92,Wind blowing from the east-southeast,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,3.5,-12.1,0.9,12,,,,
19.01.2020 05:00,-11.9,736.9,762.7,,90,Wind blowing from the north,1,,2,,Mist. ,,,,,,,,,,3.6,-13.2,0.3,6,,,,
19.01.2020 02:00,-12.8,737.7,763.4,,82,Wind blowing from the east-southeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.4,,,2500 or more  or no clouds.,,,5.0,-15.2,No precipitation,12,,,,
18.01.2020 20:00,-13.9,739.5,766.3,-0.8,83,Wind blowing from the east-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-5.4,,,1000-1500,,,2.9,-16.2,No precipitation,12,,,,
18.01.2020 17:00,-11.3,740.3,767.0,,65,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-5.4,,,1000-1500,,,4.3,-16.6,No precipitation,6,,,,
18.01.2020 14:00,-7.4,741.0,767.5,-2.0,45,Wind blowing from the south,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-6.8,,,,,,6.0,-17.3,No precipitation,12,,,,
18.01.2020 11:00,-13.7,743.0,769.8,,59,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-8.2,,,,,,4.1,-20.0,No precipitation,6,,,,
18.01.2020 08:00,-24.9,743.7,771.0,-0.5,81,Wind blowing from the north-northeast,1,,1,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,,,,2500 or more  or no clouds.,,,3.3,-27.2,No precipitation,12,,,,
18.01.2020 05:00,-25.6,744.2,771.2,,79,Wind blowing from the north-northeast,1,,1,,Haze. ,,,-28.0,-8.2,,,,,,7.0,-28.2,No precipitation,6,,,,
18.01.2020 02:00,-24.2,744.7,771.4,,81,Wind blowing from the north-east,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-8.2,,,2500 or more  or no clouds.,,,5.0,-26.6,No precipitation,12,,,,
17.01.2020 20:00,-20.0,745.3,772.6,0.0,88,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-8.2,,,1000-1500,,,3.0,-21.5,No precipitation,12,,,,
17.01.2020 17:00,-14.3,745.3,772.5,,74,Wind blowing from the north-northeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-8.2,,,2500 or more  or no clouds.,,,4.4,-17.9,No precipitation,6,,,,
17.01.2020 14:00,-8.4,745.3,772.1,,48,Wind blowing from the north,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-8.4,,,2500 or more  or no clouds.,,,7.0,-17.5,No precipitation,12,,,,
17.01.2020 11:00,-15.0,746.8,773.8,,60,Wind blowing from the south,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-9.3,,,,,,6.0,-21.1,No precipitation,6,,,,
17.01.2020 08:00,-26.1,747.9,775.4,0.0,78,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,,,,,,,3.8,-28.8,No precipitation,12,,,,
17.01.2020 05:00,-27.5,747.9,775.0,,76,Wind blowing from the north-northeast,1,,,,Haze. ,,,-28.6,-9.3,,,,,,7.0,-30.5,No precipitation,6,,,,
17.01.2020 02:00,-25.8,748.2,775.1,,79,Wind blowing from the east,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-9.3,,,2500 or more  or no clouds.,,,6.0,-28.4,No precipitation,12,,,,
16.01.2020 20:00,-20.7,748.0,775.6,0.3,87,Wind blowing from the east-northeast,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-9.3,,,,,,3.2,-22.3,No precipitation,12,,,,
16.01.2020 17:00,-12.1,747.7,774.8,,65,Wind blowing from the west,2,,6,no clouds, ,,,-28.6,-9.3,,,,,,8.0,-17.4,No precipitation,6,,,,
16.01.2020 14:00,-9.9,747.2,774.1,-1.2,57,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-9.8,,,,,,7.0,-16.8,No precipitation,12,,,,
16.01.2020 11:00,-17.4,748.4,775.7,,62,Wind blowing from the east-northeast,0,,1,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-10.2,,,,,,4.6,-23.0,No precipitation,6,,,,
16.01.2020 08:00,-26.8,748.4,776.1,0.7,77,Wind blowing from the north-northeast,1,,1,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,,,,2500 or more  or no clouds.,,,3.7,-29.6,No precipitation,12,,,,
16.01.2020 05:00,-27.5,747.7,775.1,,75,Wind blowing from the north-east,1,,2,,Haze. ,,,-29.3,-10.2,,,,,,5.0,-30.6,No precipitation,6,,,,
16.01.2020 02:00,-25.5,747.7,774.7,,77,Wind blowing from the north-east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-10.2,,,2500 or more  or no clouds.,,,5.0,-28.4,No precipitation,12,,,,
15.01.2020 20:00,-22.6,747.9,775.6,0.3,85,Wind blowing from the east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-10.2,,,,,,3.5,-24.5,No precipitation,12,,,,
15.01.2020 17:00,-16.7,747.6,775.0,,76,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-10.2,,,,,,3.8,-20.0,No precipitation,6,,,,
15.01.2020 14:00,-11.9,747.1,774.2,,56,Wind blowing from the east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-11.7,,,,,,7.0,-18.9,No precipitation,12,,,,
15.01.2020 11:00,-17.6,748.5,775.8,,63,Wind blowing from the east-northeast,0,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-11.7,,,,,,5.0,-23.0,No precipitation,6,,,,
15.01.2020 08:00,-27.2,748.9,776.5,0.3,76,Wind blowing from the north-east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-11.7,,,,,,4.8,-30.2,No precipitation,12,,,,
15.01.2020 05:00,-28.0,748.6,776.0,,74,Wind blowing from the east,0,,2,,Haze. ,,,-28.4,-11.7,,,,,,7.0,-31.2,No precipitation,6,,,,
15.01.2020 02:00,-27.3,748.6,775.7,,76,Wind blowing from the north-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,-11.7,,,2500 or more  or no clouds.,,,6.0,-30.3,No precipitation,12,,,,
14.01.2020 20:00,-21.9,748.2,775.9,0.8,86,Wind blowing from the north-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,-11.7,,,,,,3.6,-23.6,No precipitation,12,,,,
14.01.2020 17:00,-17.2,747.4,774.8,,77,Wind blowing from the north,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,-11.7,,,,,,3.7,-20.3,No precipitation,6,,,,
14.01.2020 14:00,-12.6,746.8,773.8,-1.2,57,Wind blowing from the east-northeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,-9.5,,,,,,6.0,-19.4,No precipitation,12,,,,
14.01.2020 11:00,-18.3,748.0,775.3,,70,Wind blowing from the east,1,,2,no clouds, ,,,-28.4,,,,,,,8.0,-22.4,No precipitation,6,,,,
14.01.2020 08:00,-27.1,748.4,776.0,1.1,76,Wind blowing from the east-southeast,1,,2,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,,,,1000-1500,,,5.0,-30.1,No precipitation,12,,,,
14.01.2020 05:00,-27.1,747.3,774.4,,77,Wind blowing from the north-east,1,,,, ,,,,,,,,,,9.0,-29.9,,,,,,
14.01.2020 02:00,-25.9,747.3,774.2,,79,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-9.5,,,2500 or more  or no clouds.,,,8.0,-28.5,No precipitation,12,,,,
13.01.2020 20:00,-20.0,745.3,772.0,1.2,86,Wind blowing from the north-east,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-9.5,,,,,,6.0,-21.8,No precipitation,12,,,,
13.01.2020 17:00,-12.4,744.1,770.3,,62,Wind blowing from the west,2,,6,no clouds, ,,,-15.6,-9.5,,,,,,16.0,-18.2,No precipitation,6,,,,
13.01.2020 14:00,-10.0,742.9,769.0,0.2,51,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-9.5,,,,,,20.0,-18.2,No precipitation,12,,,,
13.01.2020 11:00,-11.5,742.7,768.9,,68,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,-17.8,-11.3,,,,,,8.0,-16.2,No precipitation,6,,,,
13.01.2020 08:00,-14.9,742.2,768.5,1.1,91,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.4,,,2500 or more  or no clouds.,,,6.0,-16.1,Trace of precipitation,12,,,,
13.01.2020 05:00,-13.6,741.1,767.2,,90,Wind blowing from the west-southwest,2,,3,, ,,,,-12.4,,,,,,8.0,-14.9,No precipitation,6,,,,
13.01.2020 02:00,-14.6,740.8,767.1,,93,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.4,,,2500 or more  or no clouds.,,,7.0,-15.5,No precipitation,12,,,,
12.01.2020 20:00,-12.9,741.1,767.9,0.2,86,Wind blowing from the west-northwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-12.4,,,1000-1500,,,7.0,-14.8,No precipitation,12,,,,
12.01.2020 17:00,-12.8,740.9,767.7,,82,Wind blowing from the south-west,1,,3,100%., ,,,-26.4,-12.2,,,1000-1500,,,8.0,-15.2,No precipitation,6,,,,
12.01.2020 14:00,-13.2,741.1,767.8,-1.5,75,Wind blowing from the south-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-9.5,,,2500 or more  or no clouds.,,,8.0,-16.7,No precipitation,12,,,,
12.01.2020 11:00,-17.7,742.6,769.4,,82,Wind blowing from the south-east,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-9.5,,,,,,5.0,-20.0,No precipitation,6,,,,
12.01.2020 08:00,-24.3,743.2,770.2,0.3,81,Wind blowing from the east,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-9.5,,,1000-1500,,,6.0,-26.7,No precipitation,12,,,,
12.01.2020 05:00,-25.4,742.9,769.8,,80,Wind blowing from the north-east,1,,4,,Mist. ,,,-25.7,-9.5,,,,,,6.0,-27.9,No precipitation,6,,,,
12.01.2020 02:00,-23.4,743.6,770.2,,84,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-9.5,,,2500 or more  or no clouds.,,,5.0,-25.4,No precipitation,12,,,,
11.01.2020 20:00,-16.7,744.3,771.1,0.3,89,Wind blowing from the north-northeast,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-9.5,,,,,,4.3,-18.1,No precipitation,12,,,,
11.01.2020 17:00,-12.3,744.0,770.7,,74,Wind blowing from the west-southwest,2,,8,no clouds, ,,,-23.3,-9.5,,,,,,8.0,-16.0,No precipitation,6,,,,
11.01.2020 14:00,-10.1,743.0,769.4,-0.7,66,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-7.7,,,,,,9.0,-15.4,No precipitation,12,,,,
11.01.2020 11:00,-12.3,743.7,770.2,,81,Wind blowing from the west-southwest,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-7.7,,,,,,6.0,-14.9,No precipitation,6,,,,
11.01.2020 08:00,-20.8,743.5,770.5,0.9,89,Wind blowing from the west,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,,,,,,,3.1,-22.2,No precipitation,12,,,,
11.01.2020 05:00,-22.5,742.6,769.3,,85,Wind blowing from the east,1,,2,,Mist. ,,,-24.1,-7.7,,,,,,6.0,-24.4,No precipitation,6,,,,
11.01.2020 02:00,-19.3,742.6,768.9,,90,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-7.7,,,2500 or more  or no clouds.,,,5.0,-20.5,No precipitation,12,,,,
10.01.2020 20:00,-19.0,742.3,769.3,0.3,90,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-7.7,,,,,,3.0,-20.2,No precipitation,12,,,,
10.01.2020 17:00,-14.7,742.0,768.8,,85,Wind blowing from the north-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-7.7,,,,,,4.9,-16.7,No precipitation,6,,,,
10.01.2020 14:00,-9.2,742.1,768.7,-1.6,64,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-8.1,,,,,,6.0,-14.8,No precipitation,12,,,,
10.01.2020 11:00,-15.2,743.7,770.5,,91,Wind blowing from the east-northeast,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-8.1,,,,,,6.0,-16.4,No precipitation,6,,,,
10.01.2020 08:00,-23.2,745.0,772.1,0.0,84,Wind blowing from the east,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-8.1,,,2500 or more  or no clouds.,,,4.8,-25.2,No precipitation,12,,,,
10.01.2020 05:00,-23.7,745.0,771.7,,84,Wind blowing from the east,1,,2,, ,,,-23.7,-8.1,,,,,,7.0,-25.7,No precipitation,6,,,,
