Local time in Zhangjiakou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 17:00,2.8,702.9,775.0,,34,Wind blowing from the south-southwest,1,,3,no clouds, ,,,-12.7,4.0,,,,,,11.0,-11.5,No precipitation,6,,,,
25.01.2020 14:00,2.1,703.6,775.7,-1.7,35,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,2.1,,,,,,12.0,-11.8,No precipitation,12,,,,
25.01.2020 11:00,-4.5,705.3,778.3,,52,Wind blowing from the south,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-0.4,,,,,,6.0,-12.9,No precipitation,6,,,,
25.01.2020 08:00,-12.6,705.0,778.8,0.2,79,Wind blowing from the north,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-0.4,,,2500 or more  or no clouds.,,,5.0,-15.6,No precipitation,12,,,,
25.01.2020 05:00,-11.6,704.8,777.8,,79,Wind blowing from the north-northwest,1,,4,,Mist. ,,,-11.8,-0.4,,,,,,5.0,-14.5,No precipitation,6,,,,
25.01.2020 02:00,-10.4,705.2,778.0,-0.2,77,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.4,,,2500 or more  or no clouds.,,,3.2,-13.7,No precipitation,12,,,,
24.01.2020 23:00,-8.8,705.4,778.6,,73,Wind blowing from the west-northwest,1,,5,,Mist. ,,,-11.8,-0.4,,,,,,2.9,-12.8,No precipitation,6,,,,
24.01.2020 20:00,-6.2,705.1,778.8,0.6,64,Wind blowing from the north-east,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.4,,,,,,6.0,-11.9,No precipitation,12,,,,
24.01.2020 17:00,-1.3,704.5,777.2,,47,Wind blowing from the south,1,,5,20–30%., ,,,-11.8,0.6,,,2500 or more  or no clouds.,,,8.0,-11.2,No precipitation,6,,,,
24.01.2020 14:00,-1.4,705.1,777.9,-2.2,50,Wind blowing from the south,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,2.8,,,,,,6.0,-10.5,No precipitation,12,,,,
24.01.2020 11:00,-5.1,707.3,780.4,,47,Wind blowing from the south-west,1,,2,20–30%., ,,,-11.8,2.8,,,2500 or more  or no clouds.,,,14.0,-14.9,No precipitation,6,,,,
24.01.2020 08:00,-11.7,706.9,780.3,0.7,65,Wind blowing from the north,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,2.8,,,1500-2000,,,9.0,-17.0,No precipitation,12,,,,
24.01.2020 05:00,-10.7,706.2,778.9,,56,Wind blowing from the north-northwest,1,,5,, ,,,-11.0,2.8,,,,,,26.0,-17.8,No precipitation,6,,,,
24.01.2020 02:00,-9.7,705.7,778.1,0.5,52,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,2.8,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
23.01.2020 23:00,-7.0,705.2,777.5,,46,Wind blowing from the south-east,1,,,,Haze. ,,,-7.9,2.8,,,,,,5.0,-16.9,No precipitation,6,,,,
23.01.2020 20:00,-3.0,704.2,776.8,1.3,33,Wind blowing from the north-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,2.8,,,,,,30.0,-17.0,No precipitation,12,,,,
23.01.2020 17:00,0.7,702.9,774.7,,24,Wind blowing from the north-northwest,3,,7,no clouds, ,,,-7.9,2.8,,,,,,30.0,-17.6,No precipitation,6,,,,
23.01.2020 14:00,1.7,702.1,773.5,-0.8,32,Wind blowing from the west-northwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.6,,,,,,30.0,-13.2,No precipitation,12,,,,
23.01.2020 11:00,-1.2,702.9,774.8,,39,Wind blowing from the north-west,3,,6,no clouds, ,,,-7.9,3.6,,,,,,30.0,-13.4,No precipitation,6,,,,
23.01.2020 08:00,-7.7,701.8,774.3,1.5,62,Wind blowing from the north-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,,,,19.0,-13.7,No precipitation,12,,,,
23.01.2020 05:00,-6.7,700.3,771.7,,62,Wind blowing from the north-northwest,2,,5,, ,,,-12.6,3.6,,,,,,18.0,-12.8,No precipitation,6,,,,
23.01.2020 02:00,-6.0,699.7,770.9,1.0,61,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,3.6,,,2500 or more  or no clouds.,,,13.0,-12.3,No precipitation,12,,,,
22.01.2020 23:00,-5.8,698.7,770.7,,62,Wind blowing from the west-northwest,1,,4,, ,,,-12.6,3.6,,,,,,8.0,-11.9,No precipitation,6,,,,
22.01.2020 20:00,-4.0,697.9,770.7,1.4,57,Wind blowing from the south-southeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,3.6,,,2500 or more  or no clouds.,,,7.0,-11.3,No precipitation,12,,,,
22.01.2020 17:00,1.4,696.5,768.2,,37,Wind blowing from the south-southwest,1,,3,20–30%., ,,,-12.6,3.6,,,2500 or more  or no clouds.,,,9.0,-11.7,No precipitation,6,,,,
22.01.2020 14:00,2.1,696.7,768.2,-1.8,35,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,2.1,,,,,,12.0,-11.8,No precipitation,12,,,,
22.01.2020 11:00,-4.8,698.5,771.0,,47,Wind blowing from the north-west,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.3,,,2500 or more  or no clouds.,,,6.0,-14.4,No precipitation,6,,,,
22.01.2020 08:00,-12.4,697.9,771.0,0.6,71,Wind blowing from the north-northeast,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,0.3,,,2500 or more  or no clouds.,,,6.0,-16.7,No precipitation,12,,,,
22.01.2020 05:00,-11.5,697.3,769.3,,66,Wind blowing from the north-northeast,1,,4,, ,,,-13.5,0.3,,,,,,11.0,-16.6,No precipitation,6,,,,
22.01.2020 02:00,-10.4,697.7,769.7,0.1,63,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,0.3,,,2500 or more  or no clouds.,,,13.0,-16.1,No precipitation,12,,,,
21.01.2020 23:00,-9.1,697.6,770.1,,57,Wind blowing from the north-northeast,1,,4,, ,,,-13.5,0.3,,,,,,2.4,-16.1,No precipitation,6,,,,
21.01.2020 20:00,-6.1,697.2,770.2,1.2,49,Wind blowing from the north-east,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,0.3,,,,,,9.0,-15.1,No precipitation,12,,,,
21.01.2020 17:00,-0.8,696.0,768.1,,31,Wind blowing from the south,1,,3,20–30%., ,,,-13.5,0.3,,,2500 or more  or no clouds.,,,14.0,-15.8,No precipitation,6,,,,
21.01.2020 14:00,-1.1,696.8,768.9,-2.2,30,Wind blowing from the south,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-0.5,,,2500 or more  or no clouds.,,,19.0,-16.5,No precipitation,12,,,,
21.01.2020 11:00,-5.6,699.0,771.7,,37,Wind blowing from the south-southwest,1,,3,20–30%., ,,,-13.5,-0.5,,,2500 or more  or no clouds.,,,19.0,-18.0,No precipitation,6,,,,
21.01.2020 08:00,-13.2,698.8,772.1,0.4,60,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-0.5,,,,,,11.0,-19.3,No precipitation,12,,,,
21.01.2020 05:00,-12.6,698.4,770.9,,55,Wind blowing from the west-northwest,1,,4,, ,,,-12.9,-0.5,,,,,,30.0,-19.8,No precipitation,6,,,,
21.01.2020 02:00,-11.6,698.9,771.4,-0.1,52,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.5,,,2500 or more  or no clouds.,,,18.0,-19.5,No precipitation,12,,,,
20.01.2020 23:00,-10.2,699.0,771.9,,47,Wind blowing from the west-northwest,1,,5,, ,,,-11.8,-0.5,,,,,,13.0,-19.4,No precipitation,6,,,,
20.01.2020 20:00,-6.4,698.9,771.9,,33,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.5,,,,,,16.0,-20.0,No precipitation,12,,,,
20.01.2020 17:00,-2.0,698.4,770.6,,24,Wind blowing from the south-east,1,,5,no clouds, ,,,-11.8,-0.5,,,,,,25.0,-19.9,No precipitation,6,,,,
20.01.2020 14:00,-2.0,699.7,771.7,-2.4,24,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.3,,,,,,30.0,-19.9,No precipitation,12,,,,
20.01.2020 11:00,-6.6,702.1,774.9,,38,Wind blowing from the west-northwest,2,,7,no clouds, ,,,-11.8,0.3,,,,,,30.0,-18.6,No precipitation,6,,,,
20.01.2020 08:00,-11.1,700.9,773.9,1.3,53,Wind blowing from the north-west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.3,,,,,,30.0,-18.8,No precipitation,12,,,,
20.01.2020 05:00,-10.4,699.6,771.8,,52,Wind blowing from the west-northwest,1,,15,, ,,,-11.8,0.3,,,,,,30.0,-18.4,No precipitation,6,,,,
20.01.2020 02:00,-8.2,699.7,771.4,0.1,47,Wind blowing from the north-west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.3,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
19.01.2020 23:00,-6.7,699.6,771.8,,45,Wind blowing from the west,2,,15,, ,,,-11.8,0.3,,,,,,30.0,-16.7,No precipitation,6,,,,
19.01.2020 20:00,-4.7,698.5,771.3,2.0,42,Wind blowing from the north-west,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.3,,,,,,30.0,-15.7,No precipitation,12,,,,
19.01.2020 17:00,-1.2,696.5,768.3,,30,Wind blowing from the north-west,5,,11,10%  or less  but not 0, ,,,-11.8,0.3,,,1500-2000,,,30.0,-16.6,No precipitation,6,,,,
19.01.2020 14:00,-0.3,695.5,766.6,-1.8,32,Wind blowing from the west,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.2,,,1500-2000,,,24.0,-15.0,No precipitation,12,,,,
19.01.2020 11:00,-5.1,697.3,769.2,,35,Wind blowing from the west-northwest,4,,11,no clouds, ,,,-11.8,-0.8,,,,,,18.0,-18.2,No precipitation,6,,,,
19.01.2020 08:00,-11.3,697.5,770.1,0.2,52,Wind blowing from the west-northwest,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-0.8,,,1500-2000,,,17.0,-19.4,No precipitation,12,,,,
19.01.2020 05:00,-9.5,697.3,769.1,,46,Wind blowing from the north-northwest,3,,14,, ,,,-12.9,-0.8,,,,,,22.0,-19.0,No precipitation,6,,,,
19.01.2020 02:00,-6.5,698.2,769.9,-0.7,40,Wind blowing from the north-west,6,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-0.8,,,2500 or more  or no clouds.,,,21.0,-17.9,No precipitation,12,,,,
18.01.2020 23:00,-6.3,698.9,771.1,,45,Wind blowing from the north-west,4,,14,, ,,,-12.9,-0.8,,,,,,21.0,-16.3,No precipitation,6,,,,
18.01.2020 20:00,-4.5,698.5,771.3,2.7,42,Wind blowing from the north-west,4,,14,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-0.8,,,1500-2000,,,22.0,-15.5,No precipitation,12,,,,
18.01.2020 17:00,-1.2,695.8,767.8,,50,Wind blowing from the west-northwest,4,,7,70 – 80%., ,,,-12.9,-1.0,,,1500-2000,,,8.0,-10.3,No precipitation,6,,,,
18.01.2020 14:00,-2.6,696.3,768.4,-2.7,50,Wind blowing from the north,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,0.3,,,1000-1500,,,7.0,-11.6,No precipitation,12,,,,
18.01.2020 11:00,-5.9,699.0,771.5,,58,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,0.3,,,1500-2000,,,6.0,-13.0,No precipitation,6,,,,
18.01.2020 08:00,-12.1,698.9,771.7,-0.2,72,Wind blowing from the north,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,0.3,,,1500-2000,,,7.0,-16.1,No precipitation,12,,,,
18.01.2020 05:00,-11.4,699.1,771.4,,71,Wind blowing from the west-northwest,1,,7,, ,,,-12.1,0.3,,,,,,13.0,-15.6,No precipitation,6,,,,
18.01.2020 02:00,-10.8,700.1,772.3,-0.3,72,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,0.3,,,2500 or more  or no clouds.,,,14.0,-14.9,No precipitation,12,,,,
17.01.2020 23:00,-8.4,700.4,772.9,,66,Wind blowing from the north-northwest,4,,7,, ,,,-12.1,0.3,,,,,,17.0,-13.6,No precipitation,6,,,,
17.01.2020 20:00,-4.1,700.0,772.9,0.6,55,Wind blowing from the north-northwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,0.3,,,1500-2000,,,23.0,-11.8,No precipitation,12,,,,
17.01.2020 17:00,-1.9,699.4,771.9,,49,Wind blowing from the north,4,,7,50%., ,,,-12.1,0.3,,,2500 or more  or no clouds.,,,27.0,-11.4,No precipitation,6,,,,
17.01.2020 14:00,-0.7,699.4,771.6,-2.1,34,Wind blowing from the west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-0.4,,,2500 or more  or no clouds.,,,25.0,-14.6,No precipitation,12,,,,
17.01.2020 11:00,-4.3,701.5,774.4,,38,Wind blowing from the west,2,,4,90  or more  but not 100%, ,,,-12.1,-2.1,,,2500 or more  or no clouds.,,,24.0,-16.5,No precipitation,6,,,,
17.01.2020 08:00,-11.4,700.9,774.4,0.7,57,Wind blowing from the west-northwest,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,,,,2500 or more  or no clouds.,,,17.0,-18.4,No precipitation,12,,,,
17.01.2020 05:00,-11.4,700.2,773.0,,58,Wind blowing from the north,1,,4,, ,,,-13.4,-2.1,,,,,,25.0,-18.0,No precipitation,6,,,,
17.01.2020 02:00,-10.9,701.1,773.8,-0.3,54,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-2.1,,,2500 or more  or no clouds.,,,20.0,-18.4,No precipitation,12,,,,
16.01.2020 23:00,-10.5,701.4,774.7,,57,Wind blowing from the north,0,,,, ,,,,,,,,,,15.0,-17.4,,,,,,
16.01.2020 20:00,-8.2,701.4,775.2,0.5,50,Wind blowing from the north,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-2.1,,,2500 or more  or no clouds.,,,17.0,-16.8,No precipitation,12,,,,
16.01.2020 17:00,-3.9,700.9,773.9,,36,Wind blowing from the south-east,1,,6,70 – 80%., ,,,-13.4,-2.1,,,2500 or more  or no clouds.,,,18.0,-16.8,No precipitation,6,,,,
16.01.2020 14:00,-3.4,701.6,774.1,-2.2,32,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.7,,,1500-2000,,,23.0,-17.7,No precipitation,12,,,,
16.01.2020 11:00,-7.8,703.8,777.1,,40,Wind blowing from the south-southwest,1,,8,90  or more  but not 100%, ,,,-13.4,-1.7,,,1500-2000,,,25.0,-19.3,No precipitation,6,,,,
16.01.2020 08:00,-13.3,703.6,777.4,0.9,55,Wind blowing from the north-northwest,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-1.7,,,2500 or more  or no clouds.,,,28.0,-20.6,No precipitation,12,,,,
16.01.2020 05:00,-12.0,702.7,775.9,,54,Wind blowing from the north-northwest,2,,10,, ,,,-17.5,-1.7,,,,,,25.0,-19.6,No precipitation,6,,,,
16.01.2020 02:00,-8.9,703.2,775.8,0.2,45,Wind blowing from the north-northwest,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-1.7,,,2500 or more  or no clouds.,,,25.0,-18.9,No precipitation,12,,,,
15.01.2020 23:00,-8.0,703.0,776.2,,46,Wind blowing from the north-west,3,,10,, ,,,-17.5,-1.7,,,,,,21.0,-17.8,No precipitation,6,,,,
15.01.2020 20:00,-6.1,702.2,776.4,0.8,41,Wind blowing from the north-west,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-1.7,,,2500 or more  or no clouds.,,,27.0,-17.2,No precipitation,12,,,,
15.01.2020 17:00,-3.6,701.4,775.0,,33,Wind blowing from the north-northwest,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-17.5,,,,,,
15.01.2020 14:00,-3.0,701.4,774.7,-1.3,34,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-2.9,,,2500 or more  or no clouds.,,,27.0,-16.7,No precipitation,12,,,,
15.01.2020 11:00,-8.0,702.7,776.7,,48,Wind blowing from the south-west,2,,4,20–30%., ,,,-17.5,-5.8,,,2500 or more  or no clouds.,,,19.0,-17.3,No precipitation,6,,,,
15.01.2020 08:00,-17.0,702.5,777.5,1.0,70,Wind blowing from the north-northwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-5.8,,,2500 or more  or no clouds.,,,8.0,-21.2,No precipitation,12,,,,
15.01.2020 05:00,-16.7,701.5,775.7,,70,Wind blowing from the north,1,,4,, ,,,-17.9,-5.8,,,,,,16.0,-20.9,No precipitation,6,,,,
15.01.2020 02:00,-15.4,701.8,775.6,0.3,69,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-5.8,,,2500 or more  or no clouds.,,,7.0,-19.8,No precipitation,12,,,,
14.01.2020 23:00,-13.3,701.5,775.8,,61,Wind blowing from the north-west,2,,4,,Mist. ,,,-17.9,-5.8,,,,,,6.0,-19.2,No precipitation,6,,,,
14.01.2020 20:00,-11.8,700.7,775.6,0.9,56,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-5.8,,,,,,14.0,-18.8,No precipitation,12,,,,
14.01.2020 17:00,-6.9,699.8,773.6,,43,Wind blowing from the south-east,0,,6,90  or more  but not 100%, ,,,-17.9,-5.8,,,1500-2000,,,17.0,-17.4,No precipitation,6,,,,
14.01.2020 14:00,-6.3,700.2,773.7,-2.6,41,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.2,,,1500-2000,,,19.0,-17.4,No precipitation,12,,,,
14.01.2020 11:00,-11.1,702.8,777.1,,49,Wind blowing from the north-west,2,,6,20–30%., ,,,-17.9,-6.8,,,1500-2000,,,29.0,-19.7,No precipitation,6,,,,
14.01.2020 08:00,-17.7,702.1,777.1,0.0,69,Wind blowing from the north-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.8,,,,,,15.0,-22.0,No precipitation,12,,,,
14.01.2020 05:00,-15.7,702.1,776.5,,65,Wind blowing from the north-west,3,,7,, ,,,-15.8,-6.8,,,,,,30.0,-20.8,No precipitation,6,,,,
14.01.2020 02:00,-13.7,702.6,776.5,0.0,64,Wind blowing from the north-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-6.8,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
13.01.2020 23:00,-12.9,702.6,777.1,,62,Wind blowing from the north,3,,10,, ,,,-15.8,-6.8,,,,,,21.0,-18.7,No precipitation,6,,,,
13.01.2020 20:00,-11.0,701.9,776.5,1.2,56,Wind blowing from the north-west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-6.8,,,,,,22.0,-18.1,No precipitation,12,,,,
13.01.2020 17:00,-8.7,700.7,774.7,,47,Wind blowing from the north,5,,10,no clouds, ,,,-15.8,-6.8,,,,,,30.0,-18.2,No precipitation,6,,,,
13.01.2020 14:00,-7.7,700.2,773.8,-1.7,43,Wind blowing from the north-northwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-5.2,,,1500-2000,,,30.0,-18.1,No precipitation,12,,,,
13.01.2020 11:00,-12.1,701.9,776.2,,50,Wind blowing from the north-northwest,4,,10,no clouds, ,,,-15.8,,,,,,,30.0,-20.6,No precipitation,6,,,,
13.01.2020 08:00,-15.3,701.2,775.6,0.9,57,Wind blowing from the north-west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-5.2,,,,,,30.0,-21.9,No precipitation,12,,,,
13.01.2020 05:00,-14.8,700.3,774.3,,58,Wind blowing from the north-northwest,3,,10,, ,,,-14.8,-5.2,,,,,,30.0,-21.2,No precipitation,6,,,,
13.01.2020 02:00,-13.6,699.9,773.2,-0.1,58,Wind blowing from the north-west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-5.2,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
12.01.2020 23:00,-12.0,700.0,773.4,,56,Wind blowing from the north-west,4,,10,, ,,,-12.0,-5.2,,,,,,30.0,-19.0,No precipitation,6,,,,
12.01.2020 20:00,-10.2,699.7,773.2,1.2,53,Wind blowing from the north-west,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-5.2,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
12.01.2020 17:00,-8.1,698.5,771.7,,48,Wind blowing from the north,5,,9,20–30%., ,,,-10.9,-5.2,,,2500 or more  or no clouds.,,,29.0,-17.2,No precipitation,6,,,,
12.01.2020 14:00,-5.3,698.0,770.5,-1.9,43,Wind blowing from the north,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-5.1,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
12.01.2020 11:00,-7.9,699.9,772.9,,53,Wind blowing from the north-northwest,5,,8,90  or more  but not 100%, ,,,-10.9,-5.1,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,6,,,,
