Local time in Danzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 23:00,21.6,746.5,761.2,,85,Wind blowing from the south-southeast,3,,7,, ,,,18.1,30.0,,,,,,20.0,19.0,No precipitation,6,,,,
24.01.2020 20:00,23.6,745.5,760.3,1.0,77,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,30.0,,,600-1000,,,25.0,19.3,No precipitation,12,,,,
24.01.2020 17:00,28.1,744.5,759.2,,57,Wind blowing from the south-east,2,,5,60%., ,,,18.1,30.0,,,600-1000,,,30.0,18.8,No precipitation,6,,,,
24.01.2020 14:00,28.5,746.5,761.2,-1.8,47,Wind blowing from the west-northwest,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,29.8,,,600-1000,,,30.0,16.1,No precipitation,12,,,,
24.01.2020 11:00,24.4,748.3,763.1,,66,Wind blowing from the south-southeast,2,,3,70 – 80%., ,,,18.1,29.8,,,600-1000,,,24.0,17.6,No precipitation,6,,,,
24.01.2020 08:00,18.2,747.3,762.2,,96,Wind blowing from the west-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,29.8,,,600-1000,,,14.0,17.6,No precipitation,12,,,,
24.01.2020 05:00,19.1,746.3,761.0,,90,Wind blowing from the south,1,,5,, ,,,18.5,29.8,,,,,,22.0,17.4,No precipitation,6,,,,
24.01.2020 02:00,20.1,746.7,761.4,-0.5,87,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,29.8,,,2500 or more  or no clouds.,,,15.0,17.9,No precipitation,12,,,,
23.01.2020 23:00,21.3,747.2,762.0,,83,Wind blowing from the south-southwest,1,,5,, ,,,18.5,29.8,,,,,,14.0,18.3,No precipitation,6,,,,
23.01.2020 20:00,23.2,746.1,760.9,1.3,74,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,29.8,,,,,,18.0,18.3,No precipitation,12,,,,
23.01.2020 17:00,29.2,744.8,759.5,,48,Wind blowing from the south-east,1,,4,10%  or less  but not 0, ,,,18.5,29.8,,,600-1000,,,26.0,17.1,No precipitation,6,,,,
23.01.2020 14:00,28.4,746.1,760.8,-2.5,49,Wind blowing from the south-southeast,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,28.8,,,600-1000,,,30.0,16.7,No precipitation,12,,,,
23.01.2020 11:00,25.1,748.6,763.5,,62,Wind blowing from the south-east,2,,4,20–30%., ,,,18.5,28.8,,,600-1000,,,25.0,17.3,No precipitation,6,,,,
23.01.2020 08:00,19.3,747.7,762.6,1.3,93,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,28.8,,,2500 or more  or no clouds.,,,13.0,18.1,No precipitation,12,,,,
23.01.2020 05:00,18.8,746.4,761.2,,93,Wind blowing from the south,1,,5,, ,,,17.7,28.8,,,,,,13.0,17.6,No precipitation,6,,,,
23.01.2020 02:00,19.6,747.5,762.3,-0.2,90,Wind blowing from the south-southwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,28.8,,,2500 or more  or no clouds.,,,17.0,17.9,No precipitation,12,,,,
22.01.2020 23:00,21.0,747.7,762.5,,85,Wind blowing from the south-west,2,,5,, ,,,17.7,28.8,,,,,,18.0,18.4,No precipitation,6,,,,
22.01.2020 20:00,23.4,747.1,762.0,0.9,72,Wind blowing from the east-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,28.8,,,600-1000,,,23.0,18.1,No precipitation,12,,,,
22.01.2020 17:00,27.4,746.2,761.0,,54,Wind blowing from the south-southeast,2,,5,10%  or less  but not 0, ,,,17.7,28.8,,,600-1000,,,30.0,17.3,No precipitation,6,,,,
22.01.2020 14:00,28.0,747.5,762.3,,50,Wind blowing from the south-east,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,28.1,,,600-1000,,,27.0,16.6,No precipitation,12,,,,
22.01.2020 11:00,24.6,750.1,764.9,,61,Wind blowing from the south-southeast,1,,6,10%  or less  but not 0, ,,,17.7,27.0,,,600-1000,,,27.0,16.6,No precipitation,6,,,,
22.01.2020 08:00,18.1,749.0,764.0,0.9,92,Wind blowing from the south-west,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,27.0,,,600-1000,,,17.0,16.8,No precipitation,12,,,,
22.01.2020 05:00,19.4,748.1,763.0,,87,Wind blowing from the south-southeast,1,,7,, ,,,17.8,27.0,,,,,,21.0,17.2,No precipitation,6,,,,
22.01.2020 02:00,19.8,748.7,763.6,-1.2,82,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,27.0,,,2500 or more  or no clouds.,,,25.0,16.6,No precipitation,12,,,,
21.01.2020 23:00,20.9,749.9,764.8,,80,Wind blowing from the south-southeast,3,,7,, ,,,17.8,27.0,,,,,,25.0,17.3,No precipitation,6,,,,
21.01.2020 20:00,22.1,748.8,763.8,0.5,74,Wind blowing from the south-east,3,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,27.0,,,600-1000,,,27.0,17.3,No precipitation,12,,,,
21.01.2020 17:00,25.5,748.3,763.2,,58,Wind blowing from the east-southeast,3,,8,70 – 80%., ,,,17.8,27.0,,,1500-2000,,,30.0,16.6,No precipitation,6,,,,
21.01.2020 14:00,26.7,749.5,764.3,,50,Wind blowing from the south-east,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,26.8,,,600-1000,,,30.0,15.4,No precipitation,12,,,,
21.01.2020 11:00,23.0,751.6,766.5,,66,Wind blowing from the south-east,3,,8,70 – 80%., ,,,17.8,26.7,,,600-1000,,,24.0,16.3,No precipitation,6,,,,
21.01.2020 08:00,18.7,750.6,765.6,1.2,87,Wind blowing from the south-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,26.7,,,1500-2000,,,9.0,16.5,No precipitation,12,,,,
21.01.2020 05:00,18.4,749.4,764.3,,89,Wind blowing from the south-southeast,1,,7,, ,,,18.4,26.7,,,,,,16.0,16.6,No precipitation,6,,,,
21.01.2020 02:00,19.5,750.0,764.8,,83,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,26.7,,,2500 or more  or no clouds.,,,19.0,16.5,No precipitation,12,,,,
20.01.2020 23:00,20.2,750.5,765.4,,81,Wind blowing from the south-east,2,,8,, ,,,19.6,26.7,,,,,,20.0,16.8,No precipitation,6,,,,
20.01.2020 20:00,21.9,749.5,764.5,0.9,73,Wind blowing from the south-east,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,26.7,,,2500 or more  or no clouds.,,,22.0,16.8,No precipitation,12,,,,
20.01.2020 17:00,24.5,748.6,763.4,,63,Wind blowing from the south-east,3,,9,90  or more  but not 100%, ,,,19.6,26.7,,,,,,27.0,17.0,No precipitation,6,,,,
20.01.2020 14:00,26.1,749.0,763.9,-1.9,56,Wind blowing from the south-southeast,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,26.2,,,1500-2000,,,18.0,16.6,No precipitation,12,,,,
20.01.2020 11:00,23.9,750.9,765.8,,65,Wind blowing from the south-southeast,4,,9,90  or more  but not 100%, ,,,19.6,25.5,,,600-1000,,,24.0,16.9,No precipitation,6,,,,
20.01.2020 08:00,19.7,750.1,765.1,1.4,88,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,2500 or more  or no clouds.,,,14.0,17.7,Trace of precipitation,12,,,,
20.01.2020 05:00,19.6,748.7,763.6,,89,Wind blowing from the east-southeast,1,,5,, ,,,19.6,25.5,,,,,,12.0,17.7,No precipitation,6,,,,
20.01.2020 02:00,20.2,749.0,763.9,,87,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.5,,,2500 or more  or no clouds.,,,16.0,18.0,0.3,12,,,,
19.01.2020 23:00,20.2,749.5,764.3,,87,Wind blowing from the east-southeast,1,,,, ,,,19.8,25.5,,,,,,16.0,18.0,0.3,6,,,,
19.01.2020 20:00,21.2,749.3,764.2,1.3,87,Wind blowing from the east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.5,,,600-1000,,,13.0,19.0,0.3,12,,,,
19.01.2020 17:00,23.6,748.0,762.9,,74,Wind blowing from the north,1,,6,90  or more  but not 100%, ,,,19.8,26.3,,,,,,12.0,18.7,No precipitation,6,,,,
19.01.2020 14:00,25.3,748.3,763.2,-2.0,60,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,28.0,,,2500 or more  or no clouds.,,,24.0,17.0,No precipitation,12,,,,
19.01.2020 11:00,25.1,750.3,765.1,,61,Wind blowing from the south-east,2,,6,90  or more  but not 100%, ,,,19.8,28.0,,,600-1000,,,26.0,17.1,No precipitation,6,,,,
19.01.2020 08:00,20.1,749.2,764.1,1.3,88,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,,,,13.0,18.1,No precipitation,12,,,,
19.01.2020 05:00,20.3,747.9,762.7,,87,Wind blowing from the south-southeast,1,,6,, ,,,18.7,28.0,,,,,,14.0,18.1,No precipitation,6,,,,
19.01.2020 02:00,20.9,748.0,762.8,,84,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,28.0,,,2500 or more  or no clouds.,,,16.0,18.1,No precipitation,12,,,,
18.01.2020 23:00,20.9,748.6,763.4,,83,Wind blowing from the south-southeast,1,,6,, ,,,18.7,28.0,,,,,,15.0,17.9,No precipitation,6,,,,
18.01.2020 20:00,22.3,747.5,762.4,1.8,77,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,28.0,,,600-1000,,,19.0,18.1,No precipitation,12,,,,
18.01.2020 17:00,26.2,745.7,760.5,,57,Wind blowing from the south-east,2,,6,70 – 80%., ,,,18.7,28.0,,,600-1000,,,24.0,17.0,No precipitation,6,,,,
18.01.2020 14:00,27.2,746.7,761.5,-2.5,51,Wind blowing from the south,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.4,,,600-1000,,,20.0,16.2,No precipitation,12,,,,
18.01.2020 11:00,23.5,749.2,764.2,,71,Wind blowing from the south-east,3,,6,70 – 80%., ,,,18.7,26.8,,,600-1000,,,15.0,17.9,No precipitation,6,,,,
18.01.2020 08:00,18.9,748.9,763.9,1.0,92,Wind blowing from the south-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,600-1000,,,5.0,17.6,No precipitation,12,,,,
18.01.2020 05:00,19.0,747.9,762.7,,93,Wind blowing from the east-northeast,1,,6,,Mist. ,,,18.9,26.8,,,,,,4.1,17.8,No precipitation,6,,,,
18.01.2020 02:00,19.9,748.8,763.6,,88,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.8,,,2500 or more  or no clouds.,,,6.0,17.9,No precipitation,12,,,,
17.01.2020 23:00,20.3,749.2,764.2,,88,Wind blowing from the east,1,,6,, ,,,19.2,26.8,,,,,,7.0,18.2,No precipitation,6,,,,
17.01.2020 20:00,20.8,748.2,763.2,1.1,86,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.8,,,600-1000,,,9.0,18.4,No precipitation,12,,,,
17.01.2020 17:00,25.3,747.1,762.0,,67,Wind blowing from the east-northeast,3,,6,20–30%., ,,,19.2,27.3,,,1500-2000,,,14.0,18.7,No precipitation,6,,,,
17.01.2020 14:00,26.0,748.0,762.7,-2.5,63,Wind blowing from the east-northeast,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,28.5,,,600-1000,,,15.0,18.4,No precipitation,12,,,,
17.01.2020 11:00,21.0,750.5,765.5,,87,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,300-600,,,4.1,18.8,No precipitation,6,,,,
17.01.2020 08:00,19.4,749.5,764.4,1.5,96,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,,,,300-600,,,0.9,18.7,No precipitation,12,,,,
17.01.2020 05:00,19.9,748.0,762.8,,94,Wind blowing from the east-northeast,1,,5,,Mist. ,,,16.0,28.5,,,,,,4.1,18.9,No precipitation,6,,,,
17.01.2020 02:00,20.2,748.3,763.0,,92,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,28.5,,,2500 or more  or no clouds.,,,3.9,18.9,No precipitation,12,,,,
16.01.2020 23:00,20.6,748.3,763.1,,84,Wind blowing from the north-northeast,1,,5,, ,,,16.0,28.5,,,,,,8.0,17.8,No precipitation,6,,,,
16.01.2020 20:00,22.6,747.3,762.3,1.7,73,Wind blowing from the north-northeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,28.5,,,600-1000,,,10.0,17.5,No precipitation,12,,,,
16.01.2020 17:00,27.2,745.6,760.5,,55,Wind blowing from the north,2,,6,20–30%., ,,,16.0,28.5,,,600-1000,,,18.0,17.4,No precipitation,6,,,,
16.01.2020 14:00,27.6,746.4,761.2,-1.9,44,Wind blowing from the east-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,27.6,,,,,,24.0,14.3,No precipitation,12,,,,
16.01.2020 11:00,23.8,748.3,763.1,,57,Wind blowing from the north-west,1,,6,no clouds, ,,,16.0,27.5,,,,,,20.0,14.8,No precipitation,6,,,,
16.01.2020 08:00,16.6,747.1,762.1,0.7,85,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,27.5,,,,,,24.0,14.1,No precipitation,12,,,,
16.01.2020 05:00,17.0,746.4,761.2,,88,Wind blowing from the south,1,,5,, ,,,16.8,27.5,,,,,,18.0,15.0,No precipitation,6,,,,
16.01.2020 02:00,18.0,746.6,761.5,,85,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.5,,,2500 or more  or no clouds.,,,23.0,15.4,No precipitation,12,,,,
15.01.2020 23:00,19.6,746.6,761.5,,80,Wind blowing from the south,1,,,, ,,,17.2,27.5,,,,,,17.0,16.1,No precipitation,6,,,,
15.01.2020 20:00,21.9,745.9,760.9,1.1,67,Wind blowing from the west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.5,,,,,,26.0,15.5,No precipitation,12,,,,
15.01.2020 17:00,26.9,744.8,759.6,,44,Wind blowing from the south-east,3,,9,10%  or less  but not 0, ,,,17.2,27.5,,,600-1000,,,30.0,13.6,No precipitation,6,,,,
15.01.2020 14:00,26.7,745.7,760.5,,45,Wind blowing from the south-southeast,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,28.3,,,600-1000,,,30.0,13.8,No precipitation,12,,,,
15.01.2020 11:00,24.2,748.3,763.1,,58,Wind blowing from the south-southeast,4,,9,10%  or less  but not 0, ,,,17.2,28.3,,,600-1000,,,29.0,15.4,No precipitation,6,,,,
15.01.2020 08:00,18.2,747.8,762.7,1.2,86,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,28.3,,,,,,18.0,15.8,No precipitation,12,,,,
15.01.2020 05:00,17.9,746.6,761.5,,87,Wind blowing from the south-east,2,,,, ,,,17.4,28.3,,,,,,16.0,15.7,No precipitation,6,,,,
15.01.2020 02:00,18.8,747.1,761.9,,85,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,28.3,,,2500 or more  or no clouds.,,,20.0,16.2,No precipitation,12,,,,
14.01.2020 23:00,20.1,747.4,762.2,,78,Wind blowing from the south-southeast,1,,,, ,,,18.1,28.3,,,,,,24.0,16.1,No precipitation,6,,,,
14.01.2020 20:00,22.2,746.5,761.5,1.3,67,Wind blowing from the south-southwest,1,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,28.3,,,2500 or more  or no clouds.,,,30.0,15.8,No precipitation,12,,,,
14.01.2020 17:00,26.6,745.2,760.0,,49,Wind blowing from the south-east,3,,9,10%  or less  but not 0, ,,,18.1,28.3,,,1500-2000,,,30.0,15.0,No precipitation,6,,,,
14.01.2020 14:00,27.3,746.1,760.9,,49,Wind blowing from the south-southeast,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,27.4,,,600-1000,,,30.0,15.7,No precipitation,12,,,,
14.01.2020 11:00,24.6,748.6,763.4,,62,Wind blowing from the south-southeast,3,,9,20–30%., ,,,18.1,27.0,,,600-1000,,,24.0,16.8,No precipitation,6,,,,
14.01.2020 08:00,18.3,748.0,762.9,0.9,87,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,27.0,,,,,,13.0,16.1,No precipitation,12,,,,
14.01.2020 05:00,18.8,747.1,761.9,,86,Wind blowing from the south-east,2,,6,, ,,,17.0,27.0,,,,,,15.0,16.4,No precipitation,6,,,,
14.01.2020 02:00,19.1,747.2,762.1,,85,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,27.0,,,2500 or more  or no clouds.,,,16.0,16.5,No precipitation,12,,,,
13.01.2020 23:00,20.2,747.0,761.8,,82,Wind blowing from the south-southeast,1,,7,, ,,,17.0,27.0,,,,,,16.0,17.0,No precipitation,6,,,,
13.01.2020 20:00,22.1,746.2,761.1,1.7,73,Wind blowing from the south,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,27.0,,,600-1000,,,20.0,17.0,No precipitation,12,,,,
13.01.2020 17:00,26.2,744.5,759.4,,53,Wind blowing from the east-southeast,2,,7,10%  or less  but not 0, ,,,17.0,27.0,,,2500 or more  or no clouds.,,,25.0,15.9,No precipitation,6,,,,
13.01.2020 14:00,25.7,745.7,760.6,,56,Wind blowing from the south-southeast,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,25.7,,,600-1000,,,25.0,16.3,No precipitation,12,,,,
13.01.2020 11:00,22.4,748.3,763.3,,69,Wind blowing from the south-southeast,3,,6,50%., ,,,17.0,22.7,,,600-1000,,,14.0,16.4,No precipitation,6,,,,
13.01.2020 08:00,18.2,747.8,762.9,1.3,90,Wind blowing from the east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,19.3,,,600-1000,,,6.0,16.5,No precipitation,12,,,,
13.01.2020 05:00,17.0,746.5,761.6,,93,Wind blowing from the east,1,,,,Mist. ,,,17.0,19.3,,,,,,6.0,15.9,No precipitation,6,,,,
13.01.2020 02:00,17.8,746.9,762.0,,90,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,19.5,,,2500 or more  or no clouds.,,,7.0,16.1,No precipitation,12,,,,
12.01.2020 23:00,18.2,747.5,762.6,,89,Wind blowing from the east,2,,,, ,,,17.8,19.7,,,,,,8.0,16.4,No precipitation,6,,,,
12.01.2020 20:00,18.7,746.7,761.7,0.5,88,Wind blowing from the south-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,300-600,,,5.0,16.7,Trace of precipitation,12,,,,
12.01.2020 17:00,19.1,746.2,761.2,,83,Wind blowing from the north-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,600-1000,,,6.0,16.1,No precipitation,6,,,,
12.01.2020 14:00,18.7,746.8,761.8,-2.4,87,Wind blowing from the east-northeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,600-1000,,,5.0,16.5,Trace of precipitation,12,,,,
12.01.2020 11:00,18.0,749.2,764.3,,91,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,300-600,,,3.1,16.5,No precipitation,6,,,,
12.01.2020 08:00,18.0,747.7,762.7,0.7,90,Wind blowing from the north-northeast,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,28.4,,,600-1000,,,5.0,16.3,Trace of precipitation,12,,,,
12.01.2020 05:00,18.0,747.0,761.8,,89,Wind blowing from the north-east,2,,6,,Mist. ,,,18.0,28.4,,,,,,4.3,16.2,No precipitation,6,,,,
12.01.2020 02:00,19.5,747.0,761.8,0.1,89,Wind blowing from the east-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,28.4,,,2500 or more  or no clouds.,,,4.4,17.6,No precipitation,12,,,,
11.01.2020 23:00,19.7,746.9,761.8,,88,Wind blowing from the north-east,1,,6,,Mist. ,,,19.3,28.4,,,,,,6.0,17.7,No precipitation,6,,,,
11.01.2020 20:00,23.1,745.6,760.5,1.0,80,Wind blowing from the east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,28.4,,,600-1000,,,18.0,19.5,No precipitation,12,,,,
11.01.2020 17:00,26.8,744.6,759.3,,57,Wind blowing from the east-northeast,1,,5,50%., ,,,19.3,28.4,,,600-1000,,,30.0,17.6,No precipitation,6,,,,
11.01.2020 14:00,26.7,745.1,759.8,,54,Wind blowing from the east-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,27.6,,,600-1000,,,30.0,16.6,No precipitation,12,,,,
11.01.2020 11:00,24.8,747.3,762.1,,67,Wind blowing from the south-east,2,,5,20–30%., ,,,19.3,27.0,,,600-1000,,,28.0,18.3,No precipitation,6,,,,
11.01.2020 08:00,19.5,746.3,761.2,1.0,89,Wind blowing from the south-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,27.0,,,,,,15.0,17.6,No precipitation,12,,,,
11.01.2020 05:00,20.4,745.3,760.1,,85,Wind blowing from the south-west,1,,6,, ,,,19.2,27.0,,,,,,23.0,17.8,No precipitation,6,,,,
11.01.2020 02:00,20.7,745.6,760.3,-0.3,85,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,27.0,,,2500 or more  or no clouds.,,,22.0,18.1,No precipitation,12,,,,
