Local time in Jarud,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 11:00,-7.7,753.4,779.8,,32,Wind blowing from the west-southwest,1,,3,70 – 80%., ,,,-18.6,-2.3,,,2500 or more  or no clouds.,,,16.0,-21.5,No precipitation,6,,,,
24.01.2020 08:00,-17.9,754.3,781.2,,55,Wind blowing from the west,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-2.3,,,,,,5.0,-24.8,No precipitation,12,,,,
24.01.2020 05:00,-17.1,753.4,780.0,,54,Wind blowing from the north-west,1,,6,, ,,,-17.1,-2.3,,,,,,18.0,-24.2,No precipitation,6,,,,
24.01.2020 02:00,-14.6,753.1,779.4,0.5,47,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-2.3,,,2500 or more  or no clouds.,,,26.0,-23.4,No precipitation,12,,,,
23.01.2020 23:00,-11.3,752.6,778.9,,39,Wind blowing from the north-west,1,,,, ,,,-13.3,-2.3,,,,,,29.0,-22.5,No precipitation,6,,,,
23.01.2020 20:00,-9.9,752.1,778.4,2.2,34,Wind blowing from the west-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-2.3,,,,,,11.0,-22.8,No precipitation,12,,,,
23.01.2020 17:00,-5.8,749.9,776.1,,24,Wind blowing from the north-northwest,3,,10,no clouds, ,,,-13.3,-2.3,,,,,,27.0,-23.2,No precipitation,6,,,,
23.01.2020 14:00,-2.6,747.9,773.9,0.0,21,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-2.3,,,,,,30.0,-21.9,No precipitation,12,,,,
23.01.2020 11:00,-5.4,747.9,774.0,,29,Wind blowing from the north-west,3,,7,no clouds, ,,,-13.3,-3.5,,,,,,27.0,-20.6,No precipitation,6,,,,
23.01.2020 08:00,-9.4,745.9,772.1,3.3,44,Wind blowing from the north-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-3.5,,,,,,16.0,-19.4,No precipitation,12,,,,
23.01.2020 05:00,-11.3,742.6,768.5,,64,Wind blowing from the south,2,,5,, ,,,-13.3,-3.5,,,,,,12.0,-16.8,No precipitation,6,,,,
23.01.2020 02:00,-13.2,742.0,767.8,0.0,69,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-3.5,,,2500 or more  or no clouds.,,,15.0,-17.7,No precipitation,12,,,,
22.01.2020 23:00,-12.3,742.0,767.9,,67,Wind blowing from the south,1,,,,Haze. ,,,-12.3,-3.5,,,,,,5.0,-17.3,No precipitation,6,,,,
22.01.2020 20:00,-10.4,743.3,769.4,0.3,56,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-3.5,,,,,,11.0,-17.5,No precipitation,12,,,,
22.01.2020 17:00,-6.4,743.0,768.7,,43,Wind blowing from the south-east,2,,5,, ,,,-10.0,-0.2,,,,,,15.0,-16.9,No precipitation,6,,,,
22.01.2020 14:00,-3.9,743.1,768.7,,32,Wind blowing from the south-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,3.8,,,,,,30.0,-18.2,No precipitation,12,,,,
22.01.2020 11:00,-5.0,744.6,770.2,,34,Wind blowing from the south-southeast,2,,6,no clouds, ,,,-10.0,,,,,,,16.0,-18.4,No precipitation,6,,,,
22.01.2020 08:00,-10.0,744.1,769.9,1.2,47,Wind blowing from the west,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,,,,,,,5.0,-19.2,No precipitation,12,,,,
22.01.2020 05:00,-7.3,742.9,768.3,,39,Wind blowing from the north-west,1,,7,, ,,,-13.8,3.8,,,,,,30.0,-18.9,No precipitation,6,,,,
22.01.2020 02:00,-7.0,742.4,767.6,0.1,38,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,3.8,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
21.01.2020 23:00,-6.4,742.3,767.8,,38,Wind blowing from the north-northwest,1,,,, ,,,-13.8,3.8,,,,,,30.0,-18.4,No precipitation,6,,,,
21.01.2020 20:00,-4.6,741.3,767.2,2.3,43,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,3.8,,,,,,21.0,-15.3,No precipitation,12,,,,
21.01.2020 17:00,-0.2,739.0,764.5,,38,Wind blowing from the north-west,3,,8,no clouds, ,,,-13.8,3.8,,,,,,23.0,-12.8,No precipitation,6,,,,
21.01.2020 14:00,3.6,736.9,762.2,,25,Wind blowing from the west,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,3.7,,,2500 or more  or no clouds.,,,24.0,-14.6,No precipitation,12,,,,
21.01.2020 11:00,-4.6,738.4,764.1,,32,Wind blowing from the south-west,2,,4,no clouds, ,,,-13.8,-1.3,,,,,,19.0,-18.8,No precipitation,6,,,,
21.01.2020 08:00,-13.2,739.3,765.3,-0.8,57,Wind blowing from the north-west,1,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,,,,2500 or more  or no clouds.,,,5.0,-19.9,No precipitation,12,,,,
21.01.2020 05:00,-12.5,740.1,765.9,,53,Wind blowing from the west-northwest,0,,7,, ,,,-13.3,-1.3,,,,,,26.0,-20.1,No precipitation,6,,,,
21.01.2020 02:00,-12.3,742.0,767.8,,53,Wind blowing from the north-northwest,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.3,,,2500 or more  or no clouds.,,,6.0,-20.1,No precipitation,12,,,,
20.01.2020 23:00,-11.2,742.8,768.7,,49,Wind blowing from the south-east,1,,,, ,,,-11.4,-1.3,,,,,,8.0,-20.0,No precipitation,6,,,,
20.01.2020 20:00,-8.9,743.1,769.2,0.5,43,Wind blowing from the west-northwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.3,,,,,,7.0,-19.2,No precipitation,12,,,,
20.01.2020 17:00,-4.6,742.6,768.4,,28,Wind blowing from the west,4,,11,no clouds, ,,,-11.4,-1.3,,,,,,28.0,-20.4,No precipitation,6,,,,
20.01.2020 14:00,-2.1,741.6,767.2,-0.2,26,Wind blowing from the north-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-2.0,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
20.01.2020 11:00,-6.2,741.8,767.5,,39,Wind blowing from the north-northwest,3,,11,no clouds, ,,,-11.4,-4.1,,,,,,30.0,-17.9,No precipitation,6,,,,
20.01.2020 08:00,-11.3,740.8,766.7,2.1,49,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-4.1,,,2500 or more  or no clouds.,,,13.0,-19.9,No precipitation,12,,,,
20.01.2020 05:00,-11.3,738.7,764.5,,50,Wind blowing from the west-northwest,2,,9,, ,,,-12.9,-4.1,,,,,,30.0,-19.7,No precipitation,6,,,,
20.01.2020 02:00,-9.5,738.3,763.9,0.2,48,Wind blowing from the west,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-4.1,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
19.01.2020 23:00,-7.8,738.1,763.8,,53,Wind blowing from the west,2,,,, ,,,-12.9,-4.1,,,,,,15.0,-15.9,No precipitation,6,,,,
19.01.2020 20:00,-8.8,738.4,764.3,0.3,54,Wind blowing from the north-northwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-4.1,,,,,,3.1,-16.6,No precipitation,12,,,,
19.01.2020 17:00,-5.4,738.1,763.9,,41,Wind blowing from the south-east,1,,8,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-4.1,,,2500 or more  or no clouds.,,,6.0,-16.6,No precipitation,6,,,,
19.01.2020 14:00,-4.7,737.8,763.4,-1.3,38,Wind blowing from the north-west,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-4.7,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
19.01.2020 11:00,-6.8,739.1,764.8,,41,Wind blowing from the west-northwest,2,,,50%., ,,,,,,,2500 or more  or no clouds.,,,24.0,-17.9,,,,,,
19.01.2020 08:00,-11.8,739.1,765.0,1.3,56,Wind blowing from the west-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-5.1,,,,,,13.0,-18.8,No precipitation,12,,,,
19.01.2020 05:00,-12.7,737.8,763.6,,58,Wind blowing from the west,1,,7,, ,,,-14.4,-5.1,,,,,,30.0,-19.4,No precipitation,6,,,,
19.01.2020 02:00,-9.5,737.7,763.3,0.6,51,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.1,,,2500 or more  or no clouds.,,,25.0,-17.8,No precipitation,12,,,,
18.01.2020 23:00,-9.5,737.1,762.8,,60,Wind blowing from the west-northwest,1,,,,Haze. ,,,-14.4,-5.1,,,,,,4.1,-16.0,No precipitation,6,,,,
18.01.2020 20:00,-7.5,737.3,763.3,0.0,55,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.1,,,2500 or more  or no clouds.,,,16.0,-15.0,No precipitation,12,,,,
18.01.2020 17:00,-6.2,737.3,763.2,,47,Wind blowing from the east-southeast,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.1,,,2500 or more  or no clouds.,,,5.0,-15.9,No precipitation,6,,,,
18.01.2020 14:00,-5.6,737.7,763.4,-2.5,41,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-1.6,,,2500 or more  or no clouds.,,,12.0,-16.8,No precipitation,12,,,,
18.01.2020 11:00,-8.5,740.2,766.2,,47,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%, ,,,-14.4,-1.6,,,2500 or more  or no clouds.,,,8.0,-17.8,No precipitation,6,,,,
18.01.2020 08:00,-13.9,741.1,767.3,-0.3,61,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,,,,,,,5.0,-19.8,No precipitation,12,,,,
18.01.2020 05:00,-13.6,741.4,767.4,,59,Wind blowing from the north,1,,4,, ,,,-14.1,-1.6,,,,,,22.0,-19.9,No precipitation,6,,,,
18.01.2020 02:00,-12.3,742.7,768.4,-0.9,54,Wind blowing from the north-west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.6,,,2500 or more  or no clouds.,,,18.0,-19.7,No precipitation,12,,,,
17.01.2020 23:00,-12.2,743.6,769.6,,57,Wind blowing from the north-west,2,,,, ,,,-12.5,-1.6,,,,,,9.0,-19.0,No precipitation,6,,,,
17.01.2020 20:00,-10.0,744.1,770.2,0.3,52,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.6,,,,,,5.0,-18.0,No precipitation,12,,,,
17.01.2020 17:00,-5.6,743.8,769.7,,39,Wind blowing from the east-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.6,,,,,,5.0,-17.4,No precipitation,6,,,,
17.01.2020 14:00,-1.6,743.6,769.3,-1.9,26,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.6,,,2500 or more  or no clouds.,,,18.0,-18.6,No precipitation,12,,,,
17.01.2020 11:00,-5.9,745.5,771.4,,34,Wind blowing from the north-east,2,,5,no clouds, ,,,-12.5,-1.8,,,,,,19.0,-19.2,No precipitation,6,,,,
17.01.2020 08:00,-12.0,745.3,771.4,0.0,50,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,,,,2500 or more  or no clouds.,,,10.0,-20.3,No precipitation,12,,,,
17.01.2020 05:00,-11.9,745.3,771.2,,48,Wind blowing from the west,1,,5,, ,,,-16.1,-1.8,,,,,,30.0,-20.7,No precipitation,6,,,,
17.01.2020 02:00,-10.3,746.2,772.0,,43,Wind blowing from the west-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-1.8,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
16.01.2020 23:00,-10.9,746.6,772.6,,48,Wind blowing from the west-northwest,1,,,, ,,,-16.1,-1.8,,,,,,13.0,-19.8,No precipitation,6,,,,
16.01.2020 20:00,-8.7,746.8,773.2,0.5,47,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-1.8,,,,,,10.0,-18.0,No precipitation,12,,,,
16.01.2020 17:00,-4.6,746.3,772.4,,39,Wind blowing from the east-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-1.8,,,,,,6.0,-16.5,No precipitation,6,,,,
16.01.2020 14:00,-2.3,746.6,772.6,,32,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-2.3,,,,,,19.0,-16.8,No precipitation,12,,,,
16.01.2020 11:00,-6.6,748.4,774.6,,40,Wind blowing from the south-west,2,,6,no clouds, ,,,-16.1,-3.1,,,,,,19.0,-18.0,No precipitation,6,,,,
16.01.2020 08:00,-16.0,748.0,774.6,0.3,69,Wind blowing from the south-east,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.1,,,2500 or more  or no clouds.,,,0.6,-20.5,No precipitation,12,,,,
16.01.2020 05:00,-13.7,747.7,774.0,,55,Wind blowing from the west,0,,11,, ,,,-17.0,-3.1,,,,,,17.0,-20.8,No precipitation,6,,,,
16.01.2020 02:00,-12.6,747.6,773.6,,52,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.1,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
15.01.2020 23:00,-11.7,747.7,773.9,,49,Wind blowing from the north,1,,,, ,,,-17.0,-3.1,,,,,,22.0,-20.3,No precipitation,6,,,,
15.01.2020 20:00,-9.7,747.4,773.9,0.9,42,Wind blowing from the north-northwest,3,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.1,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
15.01.2020 17:00,-7.9,746.5,772.9,,41,Wind blowing from the north-west,1,,8,70 – 80%., ,,,-17.0,-3.1,,,2500 or more  or no clouds.,,,18.0,-19.1,No precipitation,6,,,,
15.01.2020 14:00,-3.4,745.0,771.1,,33,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.1,,,,,,30.0,-17.4,No precipitation,12,,,,
15.01.2020 11:00,-7.4,746.1,772.3,,44,Wind blowing from the north-northwest,2,,,no clouds, ,,,,,,,,,,15.0,-17.8,,,,,,
15.01.2020 08:00,-16.1,746.1,772.8,0.2,65,Wind blowing from the west-northwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,,,,,,,5.0,-21.2,No precipitation,12,,,,
15.01.2020 05:00,-16.9,745.9,772.4,,64,Wind blowing from the west,1,,4,, ,,,-17.8,-5.5,,,,,,30.0,-22.1,No precipitation,6,,,,
15.01.2020 02:00,-16.4,746.6,772.9,0.1,61,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-5.5,,,2500 or more  or no clouds.,,,20.0,-22.2,No precipitation,12,,,,
14.01.2020 23:00,-14.7,746.5,772.9,,60,Wind blowing from the north-northwest,2,,,, ,,,-17.8,-5.5,,,,,,11.0,-20.9,No precipitation,6,,,,
14.01.2020 20:00,-14.0,746.8,773.6,0.7,60,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-5.5,,,,,,2.4,-20.1,No precipitation,12,,,,
14.01.2020 17:00,-8.9,746.1,772.5,,41,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-17.8,-5.5,,,,,,9.0,-19.8,No precipitation,6,,,,
14.01.2020 14:00,-6.0,745.8,772.0,,31,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-5.5,,,,,,27.0,-20.4,No precipitation,12,,,,
14.01.2020 11:00,-8.8,747.0,773.3,,37,Calm  no wind,0,,,, ,,,-17.8,-6.6,,,,,,17.0,-20.9,No precipitation,6,,,,
14.01.2020 08:00,-17.3,747.1,773.8,0.4,63,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-6.6,,,,,,6.0,-22.8,No precipitation,12,,,,
14.01.2020 05:00,-15.9,746.7,773.1,,55,Wind blowing from the west-northwest,2,,4,, ,,,-16.6,-6.6,,,,,,30.0,-22.9,No precipitation,6,,,,
14.01.2020 02:00,-15.9,746.9,773.2,,55,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.6,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
13.01.2020 23:00,-13.7,746.7,773.0,,50,Wind blowing from the north-west,2,,,, ,,,-14.1,-6.6,,,,,,22.0,-21.9,No precipitation,6,,,,
13.01.2020 20:00,-11.4,746.2,772.6,1.2,45,Wind blowing from the north-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-6.6,,,,,,16.0,-21.0,No precipitation,12,,,,
13.01.2020 17:00,-8.2,745.0,771.1,,36,Wind blowing from the north-northwest,2,,9,no clouds, ,,,-12.8,-6.6,,,,,,24.0,-20.6,No precipitation,6,,,,
13.01.2020 14:00,-6.8,743.7,769.6,,31,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-6.3,,,,,,30.0,-21.1,No precipitation,12,,,,
13.01.2020 11:00,-8.9,744.0,770.1,,37,Wind blowing from the north,4,,9,no clouds, ,,,-12.8,-6.3,,,,,,28.0,-21.0,No precipitation,6,,,,
13.01.2020 08:00,-12.6,742.6,768.8,1.4,49,Wind blowing from the north-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-6.3,,,,,,18.0,-21.1,No precipitation,12,,,,
13.01.2020 05:00,-12.2,741.2,767.2,,47,Wind blowing from the west-northwest,2,,8,, ,,,-15.1,-6.3,,,,,,30.0,-21.2,No precipitation,6,,,,
13.01.2020 02:00,-10.3,740.4,766.2,0.1,39,Wind blowing from the west-northwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-6.3,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
12.01.2020 23:00,-10.7,740.3,766.3,,42,Wind blowing from the west-northwest,1,,,, ,,,-15.2,-6.3,,,,,,30.0,-21.1,No precipitation,6,,,,
12.01.2020 20:00,-10.9,740.2,766.4,-0.5,45,Wind blowing from the west-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-6.3,,,,,,30.0,-20.5,No precipitation,12,,,,
12.01.2020 17:00,-9.0,740.7,766.9,,37,Wind blowing from the west-northwest,3,,10,20–30%., ,,,-15.2,-6.3,,,2500 or more  or no clouds.,,,25.0,-21.0,No precipitation,6,,,,
12.01.2020 14:00,-6.9,741.1,767.1,-2.1,27,Wind blowing from the north-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-4.8,,,,,,30.0,-22.8,No precipitation,12,,,,
12.01.2020 11:00,-10.1,743.2,769.3,,38,Wind blowing from the north-northwest,4,,10,no clouds, ,,,-15.2,-4.8,,,,,,30.0,-21.7,No precipitation,6,,,,
12.01.2020 08:00,-15.1,743.8,770.2,0.1,54,Wind blowing from the west-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-4.8,,,,,,22.0,-22.5,No precipitation,12,,,,
12.01.2020 05:00,-14.8,743.7,769.9,,53,Wind blowing from the west-northwest,3,,9,, ,,,-15.2,-4.8,,,,,,30.0,-22.3,No precipitation,6,,,,
12.01.2020 02:00,-13.8,744.2,770.2,-0.6,53,Wind blowing from the north-west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-4.8,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
11.01.2020 23:00,-12.0,744.8,770.8,,50,Wind blowing from the north-west,3,,,, ,,,-12.0,-4.8,,,,,,30.0,-20.5,No precipitation,6,,,,
11.01.2020 20:00,-10.7,745.0,771.1,0.3,44,Wind blowing from the north-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-4.8,,,,,,22.0,-20.6,No precipitation,12,,,,
11.01.2020 17:00,-8.1,744.7,770.7,,42,Wind blowing from the west-northwest,3,,9,20–30%., ,,,-10.8,-4.8,,,2500 or more  or no clouds.,,,26.0,-18.8,No precipitation,6,,,,
11.01.2020 14:00,-5.1,744.2,770.1,,35,Wind blowing from the north,4,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-3.2,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
11.01.2020 11:00,-6.7,745.1,771.1,,40,Wind blowing from the north-northwest,4,,9,20–30%., ,,,-10.8,-3.2,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,6,,,,
11.01.2020 08:00,-10.1,744.3,770.4,0.6,56,Wind blowing from the west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,,,,,,,15.0,-17.4,No precipitation,12,,,,
11.01.2020 05:00,-9.5,743.7,769.6,,53,Wind blowing from the north-west,3,,10,, ,,,-11.0,,,,,,,30.0,-17.3,No precipitation,6,,,,
11.01.2020 02:00,-9.8,743.9,769.6,0.8,53,Wind blowing from the west-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-3.2,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
10.01.2020 23:00,-9.4,743.1,769.0,,48,Wind blowing from the north-northwest,4,,,, ,,,-12.3,-3.2,,,,,,27.0,-18.4,No precipitation,6,,,,
