Local time in Ruili,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,22.3,693.7,758.8,,33,Wind blowing from the west,3,,10,20–30%., ,,,7.7,24.8,,,1000-1500,,,21.0,5.3,No precipitation,6,,,,
24.01.2020 14:00,19.8,695.3,760.6,-2.1,54,Wind blowing from the south,2,,3,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,24.8,,,1000-1500,,,14.0,10.2,No precipitation,12,,,,
24.01.2020 11:00,11.3,697.4,763.8,,87,Wind blowing from the south,1,,2,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,600-1000,,,5.0,9.2,No precipitation,6,,,,
24.01.2020 08:00,8.4,696.1,762.1,0.6,92,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,24.8,,,600-1000,,,7.0,7.2,No precipitation,12,,,,
24.01.2020 05:00,9.5,695.5,760.5,,92,Calm  no wind,0,,,,Mist. ,,,7.1,24.8,,,,,,6.0,8.3,No precipitation,6,,,,
24.01.2020 02:00,11.3,696.1,761.5,,87,Wind blowing from the west-southwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,24.8,,,2500 or more  or no clouds.,,,9.0,9.2,No precipitation,12,,,,
23.01.2020 20:00,17.6,694.6,760.6,0.7,61,Wind blowing from the west,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,24.8,,,1000-1500,,,7.0,10.0,No precipitation,12,,,,
23.01.2020 17:00,24.7,693.9,758.8,,28,Wind blowing from the west,2,,4,10%  or less  but not 0, ,,,7.1,24.9,,,1000-1500,,,6.0,5.0,No precipitation,6,,,,
23.01.2020 14:00,20.1,696.5,762.1,-2.2,49,Wind blowing from the east-southeast,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,24.9,,,1000-1500,,,15.0,9.1,No precipitation,12,,,,
23.01.2020 11:00,11.7,698.7,765.2,,81,Wind blowing from the south,2,,3,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,,,,600-1000,,,7.0,8.6,No precipitation,6,,,,
23.01.2020 08:00,7.5,697.4,763.9,0.5,93,Wind blowing from the south,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.9,,,600-1000,,,6.0,6.4,No precipitation,12,,,,
23.01.2020 05:00,8.7,696.9,762.1,,92,Calm  no wind,0,,,,Mist. ,,,8.7,24.9,,,,,,6.0,7.5,No precipitation,6,,,,
23.01.2020 02:00,9.8,697.6,763.5,,90,Wind blowing from the west,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.9,,,2500 or more  or no clouds.,,,8.0,8.2,No precipitation,12,,,,
22.01.2020 20:00,16.4,696.4,762.4,0.5,62,Wind blowing from the north,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.9,,,1000-1500,,,13.0,9.1,No precipitation,12,,,,
22.01.2020 17:00,24.4,695.9,760.8,,39,Wind blowing from the south-west,2,,5,10%  or less  but not 0, ,,,8.8,24.6,,,1000-1500,,,18.0,9.6,No precipitation,6,,,,
22.01.2020 14:00,18.4,698.3,764.1,-2.2,63,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,23.5,,,1000-1500,,,7.0,11.2,No precipitation,12,,,,
22.01.2020 11:00,11.2,700.5,767.2,,92,Wind blowing from the west,1,,2,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,600-1000,,,4.3,9.9,No precipitation,6,,,,
22.01.2020 08:00,9.4,698.8,765.0,0.9,96,Wind blowing from the north,0,,2,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,23.5,,,2500 or more  or no clouds.,,,0.1,8.8,No precipitation,12,,,,
22.01.2020 05:00,11.1,697.9,763.2,,92,Wind blowing from the south-southeast,0,,3,, ,,,8.4,23.5,,,,,,8.0,9.9,No precipitation,6,,,,
22.01.2020 02:00,11.6,699.0,764.8,,91,Wind blowing from the west,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,23.5,,,2500 or more  or no clouds.,,,7.0,10.2,No precipitation,12,,,,
21.01.2020 20:00,17.6,697.3,763.3,0.9,69,Wind blowing from the north,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,23.5,,,1000-1500,,,10.0,11.9,No precipitation,12,,,,
21.01.2020 17:00,23.2,696.4,761.7,,42,Wind blowing from the south-southwest,1,,3,50%., ,,,8.4,24.1,,,1000-1500,,,18.0,9.6,No precipitation,6,,,,
21.01.2020 14:00,18.3,698.2,764.1,,58,Wind blowing from the south-west,1,,3,100%., ,,,8.4,24.2,,,1000-1500,,,15.0,9.9,No precipitation,6,,,,
21.01.2020 11:00,11.2,700.1,766.8,,89,Wind blowing from the west-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,,,,5.0,9.5,No precipitation,6,,,,
21.01.2020 08:00,9.2,698.2,764.4,0.7,95,Wind blowing from the west,0,,2,40%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,24.2,,,600-1000,,,4.0,8.4,No precipitation,12,,,,
21.01.2020 05:00,9.6,697.5,762.7,,92,Wind blowing from the west-southwest,1,,4,,Mist. ,,,5.9,24.2,,,,,,3.1,8.4,No precipitation,6,,,,
21.01.2020 02:00,11.2,697.9,763.6,,91,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,24.2,,,2500 or more  or no clouds.,,,10.0,9.8,No precipitation,12,,,,
20.01.2020 20:00,16.7,696.5,763.0,0.8,71,Wind blowing from the south-west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,24.2,,,1000-1500,,,11.0,11.4,No precipitation,12,,,,
20.01.2020 17:00,24.1,695.7,760.9,,39,Wind blowing from the west-southwest,2,,4,10%  or less  but not 0, ,,,5.9,24.2,,,1000-1500,,,27.0,9.3,No precipitation,6,,,,
20.01.2020 14:00,19.1,697.9,763.8,-1.8,44,Wind blowing from the west-southwest,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,23.8,,,1000-1500,,,16.0,6.6,No precipitation,12,,,,
20.01.2020 11:00,10.9,699.7,766.6,,81,Wind blowing from the west-southwest,1,,2,10%  or less  but not 0, ,,,5.9,,,,1000-1500,,,8.0,7.8,No precipitation,6,,,,
20.01.2020 08:00,6.4,698.1,764.8,1.2,93,Wind blowing from the west,0,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.8,,,600-1000,,,8.0,5.4,No precipitation,12,,,,
20.01.2020 05:00,8.0,696.9,762.4,,92,Wind blowing from the west-northwest,1,,4,, ,,,6.8,23.8,,,,,,6.0,6.8,No precipitation,6,,,,
20.01.2020 02:00,9.1,697.3,763.2,,90,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,23.8,,,2500 or more  or no clouds.,,,9.0,7.5,No precipitation,12,,,,
19.01.2020 20:00,16.0,695.9,762.3,0.4,69,Wind blowing from the east,0,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,23.8,,,1000-1500,,,11.0,10.3,No precipitation,12,,,,
19.01.2020 17:00,23.6,695.5,760.9,,30,Wind blowing from the south,1,,3,10%  or less  but not 0, ,,,6.8,24.8,,,1000-1500,,,25.0,5.0,No precipitation,6,,,,
19.01.2020 14:00,19.2,697.6,763.3,-2.1,49,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,24.8,,,2500 or more  or no clouds.,,,15.0,8.2,No precipitation,12,,,,
19.01.2020 11:00,10.2,699.7,766.6,,83,Wind blowing from the south-southeast,2,,2,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,600-1000,,,5.0,7.4,No precipitation,6,,,,
19.01.2020 08:00,7.1,698.1,764.6,0.8,94,Wind blowing from the west,1,,2,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,24.8,,,600-1000,,,5.0,6.2,No precipitation,12,,,,
19.01.2020 05:00,8.2,697.3,762.7,,93,Calm  no wind,0,,,, ,,,6.7,24.8,,,,,,6.0,7.1,No precipitation,6,,,,
19.01.2020 02:00,10.0,697.6,763.3,,89,Wind blowing from the south-west,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,24.8,,,2500 or more  or no clouds.,,,12.0,8.3,No precipitation,12,,,,
18.01.2020 20:00,16.2,696.0,762.4,0.4,74,Calm  no wind,0,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,24.8,,,1000-1500,,,13.0,11.6,No precipitation,12,,,,
18.01.2020 17:00,24.1,695.6,760.9,,31,Wind blowing from the west-southwest,2,,4,no clouds, ,,,6.7,24.9,,,,,,26.0,5.9,No precipitation,6,,,,
18.01.2020 14:00,19.3,697.7,763.6,-2.0,48,Wind blowing from the south,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,24.9,,,1000-1500,,,11.0,8.0,No precipitation,12,,,,
18.01.2020 11:00,10.4,699.7,766.6,,86,Wind blowing from the south-west,1,,3,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,600-1000,,,5.0,8.2,No precipitation,6,,,,
18.01.2020 08:00,6.9,698.3,764.9,0.7,93,Wind blowing from the south-southwest,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,24.9,,,600-1000,,,2.5,5.8,No precipitation,12,,,,
18.01.2020 05:00,8.3,697.6,762.9,,93,Wind blowing from the west-northwest,1,,3,,Mist. ,,,7.7,24.9,,,,,,5.0,7.2,No precipitation,6,,,,
18.01.2020 02:00,9.7,698.5,764.3,,90,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,24.9,,,2500 or more  or no clouds.,,,9.0,8.1,No precipitation,12,,,,
17.01.2020 20:00,16.1,697.1,763.5,0.4,74,Wind blowing from the north-west,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,24.9,,,1000-1500,,,12.0,11.5,No precipitation,12,,,,
17.01.2020 17:00,24.6,696.7,761.8,,39,Wind blowing from the west,1,,4,10%  or less  but not 0, ,,,7.7,24.6,,,1000-1500,,,20.0,9.7,No precipitation,6,,,,
17.01.2020 14:00,20.0,698.5,764.2,,53,Wind blowing from the south-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,24.4,,,1000-1500,,,13.0,10.1,No precipitation,12,,,,
17.01.2020 11:00,10.4,700.6,767.5,,90,Wind blowing from the south-southwest,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,600-1000,,,2.3,8.8,No precipitation,6,,,,
17.01.2020 08:00,7.9,699.1,765.6,1.1,94,Wind blowing from the west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,24.4,,,600-1000,,,3.6,7.0,No precipitation,12,,,,
17.01.2020 05:00,9.5,698.0,763.3,,93,Wind blowing from the south-southwest,1,,3,,Mist. ,,,8.8,24.4,,,,,,3.6,8.4,No precipitation,6,,,,
17.01.2020 02:00,10.1,698.4,764.3,,90,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.4,,,2500 or more  or no clouds.,,,13.0,8.5,No precipitation,12,,,,
16.01.2020 20:00,16.4,696.6,762.7,1.0,70,Wind blowing from the north,0,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.4,,,1000-1500,,,8.0,10.9,No precipitation,12,,,,
16.01.2020 17:00,24.2,695.6,760.6,,43,Wind blowing from the south-southwest,2,,4,10%  or less  but not 0, ,,,8.8,24.4,,,1000-1500,,,23.0,10.8,No precipitation,6,,,,
16.01.2020 14:00,18.4,697.3,763.0,-1.7,63,Wind blowing from the west-southwest,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,23.5,,,1000-1500,,,8.0,11.2,No precipitation,12,,,,
16.01.2020 11:00,11.2,699.0,765.5,,93,Wind blowing from the north-west,2,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,600-1000,,,3.9,10.1,No precipitation,6,,,,
16.01.2020 08:00,9.0,697.5,763.7,0.8,96,Wind blowing from the south-west,1,,2,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,23.5,,,2500 or more  or no clouds.,,,0.1,8.4,No precipitation,12,,,,
16.01.2020 05:00,10.1,696.7,761.9,,93,Wind blowing from the north-west,1,,4,, ,,,10.1,23.5,,,,,,8.0,9.0,No precipitation,6,,,,
16.01.2020 02:00,11.2,697.3,763.3,,94,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,23.5,,,2500 or more  or no clouds.,,,7.0,10.3,No precipitation,12,,,,
15.01.2020 20:00,16.6,695.8,761.7,0.6,78,Wind blowing from the south,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,23.5,,,2500 or more  or no clouds.,,,7.0,12.8,No precipitation,12,,,,
15.01.2020 17:00,23.4,695.2,760.3,,50,Wind blowing from the south-southwest,1,,3,, ,,,10.1,23.5,,,,,,15.0,12.4,No precipitation,6,,,,
15.01.2020 14:00,15.9,696.8,762.7,-1.7,77,Wind blowing from the south-west,1,,3,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,23.5,,,600-1000,,,3.7,11.9,No precipitation,12,,,,
15.01.2020 11:00,11.5,698.5,764.9,,94,Wind blowing from the south-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,,,,1.6,10.6,No precipitation,6,,,,
15.01.2020 08:00,10.6,697.1,763.0,0.6,96,Wind blowing from the north-west,1,,2,100%.,Fog or ice fog  sky invisible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,23.5,,,2500 or more  or no clouds.,,,0.4,10.0,No precipitation,12,,,,
15.01.2020 05:00,10.4,696.5,761.7,,94,Calm  no wind,0,,,,Mist. ,,,9.5,23.5,,,,,,1.3,9.5,No precipitation,6,,,,
15.01.2020 02:00,11.9,696.6,762.4,,94,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,23.5,,,2500 or more  or no clouds.,,,5.0,11.0,No precipitation,12,,,,
14.01.2020 20:00,17.1,695.1,760.9,1.0,74,Wind blowing from the south-southwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,23.5,,,1000-1500,,,11.0,12.4,No precipitation,12,,,,
14.01.2020 17:00,23.0,694.1,759.1,,48,Wind blowing from the south-west,1,,4,10%  or less  but not 0, ,,,9.5,23.9,,,1000-1500,,,15.0,11.4,No precipitation,6,,,,
14.01.2020 14:00,16.7,695.4,761.1,-2.0,71,Wind blowing from the south,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,24.0,,,1000-1500,,,15.0,11.4,No precipitation,12,,,,
14.01.2020 11:00,11.3,697.4,763.7,,93,Wind blowing from the north-west,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,600-1000,,,3.1,10.2,No precipitation,6,,,,
14.01.2020 08:00,10.3,696.0,761.8,0.5,93,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.0,,,600-1000,,,9.0,9.2,No precipitation,12,,,,
14.01.2020 05:00,10.3,695.5,760.5,,94,Wind blowing from the west-northwest,1,,4,,Mist. ,,,7.5,24.0,,,,,,2.6,9.4,No precipitation,6,,,,
14.01.2020 02:00,11.8,695.6,761.0,,93,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.0,,,2500 or more  or no clouds.,,,4.8,10.7,No precipitation,12,,,,
13.01.2020 20:00,17.2,694.3,760.3,1.3,77,Wind blowing from the south-west,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.0,,,1000-1500,,,9.0,13.1,No precipitation,12,,,,
13.01.2020 17:00,23.7,693.0,757.8,,42,Wind blowing from the south-west,2,,3,10%  or less  but not 0, ,,,7.5,24.0,,,1000-1500,,,21.0,10.0,No precipitation,6,,,,
13.01.2020 14:00,19.4,694.5,760.0,-2.2,53,Wind blowing from the west-southwest,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.2,,,1000-1500,,,10.0,9.6,No precipitation,12,,,,
13.01.2020 11:00,12.2,696.7,763.0,,80,Wind blowing from the south-southwest,1,,3,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,600-1000,,,4.8,8.9,No precipitation,6,,,,
13.01.2020 08:00,7.5,695.5,761.8,0.3,94,Wind blowing from the south,1,,3,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.2,,,2500 or more  or no clouds.,,,0.3,6.6,No precipitation,12,,,,
13.01.2020 05:00,10.2,695.2,760.3,,85,Wind blowing from the south,1,,3,, ,,,8.7,23.2,,,,,,8.0,7.8,No precipitation,6,,,,
13.01.2020 02:00,9.6,695.8,761.5,,92,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.2,,,2500 or more  or no clouds.,,,7.0,8.4,No precipitation,12,,,,
12.01.2020 20:00,15.8,694.0,760.0,0.4,76,Wind blowing from the west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.2,,,1000-1500,,,9.0,11.6,No precipitation,12,,,,
12.01.2020 17:00,22.7,693.6,758.7,,42,Wind blowing from the west-southwest,2,,4,10%  or less  but not 0, ,,,8.7,23.2,,,1000-1500,,,14.0,9.1,No precipitation,6,,,,
12.01.2020 14:00,18.9,695.5,761.0,-3.0,54,Wind blowing from the west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,22.8,,,1000-1500,,,8.0,9.4,No precipitation,12,,,,
12.01.2020 11:00,11.3,698.5,765.1,,86,Wind blowing from the west-southwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,600-1000,,,4.0,9.0,No precipitation,6,,,,
12.01.2020 08:00,9.1,697.5,763.8,0.6,96,Wind blowing from the east-southeast,1,,2,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,22.8,,,600-1000,,,2.7,8.5,No precipitation,12,,,,
12.01.2020 05:00,9.4,696.9,762.3,,95,Wind blowing from the south,1,,3,,Mist. ,,,9.3,22.8,,,,,,0.3,8.6,No precipitation,6,,,,
12.01.2020 02:00,10.6,697.1,763.0,,92,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,22.8,,,2500 or more  or no clouds.,,,10.0,9.4,No precipitation,12,,,,
11.01.2020 20:00,16.1,695.5,761.2,,76,Wind blowing from the north-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,22.8,,,1000-1500,,,10.0,11.9,No precipitation,12,,,,
11.01.2020 17:00,22.5,694.9,759.9,,37,Wind blowing from the south-southwest,1,,4,, ,,,10.9,22.8,,,,,,19.0,7.1,No precipitation,6,,,,
11.01.2020 14:00,17.3,696.8,762.5,-1.8,70,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,24.0,,,2500 or more  or no clouds.,,,7.0,11.8,No precipitation,12,,,,
11.01.2020 11:00,13.7,698.6,764.6,,83,Wind blowing from the east,1,,3,100%., ,,,10.9,,,,600-1000,,,10.0,10.9,No precipitation,6,,,,
11.01.2020 08:00,12.3,697.0,762.5,0.4,92,Wind blowing from the north-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,24.0,,,600-1000,,,6.0,11.0,No precipitation,12,,,,
11.01.2020 05:00,11.0,696.6,761.8,,94,Calm  no wind,0,,,,Mist. ,,,10.9,24.0,,,,,,2.0,10.1,No precipitation,6,,,,
11.01.2020 02:00,12.4,696.5,761.7,,92,Wind blowing from the north-west,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,24.0,,,2500 or more  or no clouds.,,,7.0,11.1,No precipitation,12,,,,
10.01.2020 20:00,18.9,695.4,760.7,0.9,69,Wind blowing from the south-west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,24.0,,,1000-1500,,,14.0,13.1,No precipitation,12,,,,
10.01.2020 17:00,22.8,694.5,759.3,,48,Wind blowing from the south-west,1,,3,70 – 80%., ,,,12.1,24.2,,,1000-1500,,,19.0,11.2,No precipitation,6,,,,
10.01.2020 14:00,21.0,695.8,760.7,-2.4,59,Wind blowing from the north-northwest,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,24.2,,,1000-1500,,,13.0,12.7,No precipitation,12,,,,
10.01.2020 11:00,14.5,698.2,764.0,,87,Wind blowing from the east,1,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,,,,600-1000,,,3.8,12.4,No precipitation,6,,,,
10.01.2020 08:00,12.5,696.6,762.1,0.5,94,Wind blowing from the north,0,,3,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,24.2,,,600-1000,,,5.0,11.6,No precipitation,12,,,,
10.01.2020 05:00,12.2,696.1,760.9,,94,Calm  no wind,0,,,,Mist. ,,,11.7,24.2,,,,,,5.0,11.3,No precipitation,6,,,,
10.01.2020 02:00,13.9,696.7,761.9,,90,Wind blowing from the south-west,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.2,,,2500 or more  or no clouds.,,,10.0,12.3,No precipitation,12,,,,
