Local time in Mangnai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.01.2020 17:00,-3.1,530.7,770.2,,17,Wind blowing from the south-southwest,2,,3,10%  or less  but not 0, ,,,-19.0,-2.9,,,1500-2000,,,30.0,-24.7,No precipitation,6,,,,
22.01.2020 14:00,-8.5,531.9,773.6,,26,Wind blowing from the south-southwest,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-3.8,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
22.01.2020 11:00,-15.1,532.4,775.2,,55,Wind blowing from the south-west,1,,3,70 – 80%., ,,,-19.0,-3.8,,,2000-2500,,,29.0,-22.1,No precipitation,6,,,,
22.01.2020 08:00,-18.8,531.1,774.1,0.4,56,Wind blowing from the north,0,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.8,,,2500 or more  or no clouds.,,,30.0,-25.4,No precipitation,12,,,,
22.01.2020 05:00,-17.2,530.7,771.8,,50,Wind blowing from the north-west,1,,4,, ,,,-18.1,-3.8,,,,,,30.0,-25.2,No precipitation,6,,,,
22.01.2020 02:00,-15.0,530.8,771.4,,47,Wind blowing from the east,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-3.8,,,2500 or more  or no clouds.,,,16.0,-23.8,No precipitation,12,,,,
21.01.2020 23:00,-9.9,531.0,772.8,,40,Wind blowing from the south-southeast,2,,5,, ,,,-18.1,-3.8,,,,,,26.0,-21.0,No precipitation,6,,,,
21.01.2020 20:00,-7.8,530.7,773.0,0.7,37,Wind blowing from the east-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-3.8,,,2000-2500,,,16.0,-20.0,No precipitation,12,,,,
21.01.2020 17:00,-6.3,530.0,769.5,,34,Wind blowing from the west-southwest,3,,5,70 – 80%., ,,,-18.1,-3.3,,,2000-2500,,,30.0,-19.6,No precipitation,6,,,,
21.01.2020 14:00,-7.3,531.0,771.6,,35,Wind blowing from the south-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-3.3,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
21.01.2020 11:00,-14.6,531.7,774.0,,58,Wind blowing from the south-west,1,,4,20–30%., ,,,-18.1,-3.3,,,2500 or more  or no clouds.,,,13.0,-21.2,No precipitation,6,,,,
21.01.2020 08:00,-17.9,530.6,772.9,0.5,65,Wind blowing from the west-northwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.3,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
21.01.2020 05:00,-14.7,530.1,768.1,,54,Wind blowing from the east-southeast,1,,5,, ,,,-18.8,-3.3,,,,,,27.0,-22.0,No precipitation,6,,,,
21.01.2020 02:00,-14.9,530.0,770.6,-0.1,55,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.3,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
20.01.2020 23:00,-10.0,530.1,770.4,,42,Wind blowing from the north-east,2,,5,, ,,,-18.8,-3.3,,,,,,13.0,-20.5,No precipitation,6,,,,
20.01.2020 20:00,-7.7,529.7,771.3,,37,Wind blowing from the north-east,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.3,,,,,,22.0,-19.9,No precipitation,12,,,,
20.01.2020 17:00,-3.4,529.3,766.3,,29,Wind blowing from the south,2,,4,10%  or less  but not 0, ,,,-18.8,-3.3,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,6,,,,
20.01.2020 14:00,-8.2,531.1,771.4,-0.7,43,Wind blowing from the south-southwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-5.4,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
20.01.2020 11:00,-12.5,531.8,773.2,,54,Wind blowing from the north,1,,4,10%  or less  but not 0, ,,,-18.8,-5.4,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,6,,,,
20.01.2020 08:00,-17.4,531.3,774.4,-0.1,71,Wind blowing from the north,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-5.4,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
20.01.2020 05:00,-13.3,531.4,770.8,,56,Wind blowing from the east-northeast,2,,,, ,,,-17.9,-5.4,,,,,,30.0,-20.2,No precipitation,6,,,,
20.01.2020 02:00,-13.2,531.9,773.0,-0.3,53,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-5.4,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
19.01.2020 23:00,-10.5,532.2,774.7,,44,Wind blowing from the south-southeast,1,,5,, ,,,-17.9,-5.4,,,,,,25.0,-20.4,No precipitation,6,,,,
19.01.2020 20:00,-9.1,532.2,775.4,0.5,43,Wind blowing from the north-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-5.4,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
19.01.2020 17:00,-6.3,531.7,772.8,,34,Wind blowing from the west-southwest,3,,5,10%  or less  but not 0, ,,,-17.9,-5.4,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,6,,,,
19.01.2020 14:00,-9.1,532.8,774.5,-1.0,39,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-7.2,,,,,,30.0,-20.5,No precipitation,12,,,,
19.01.2020 11:00,-14.0,533.8,776.9,,54,Calm  no wind,0,,,20–30%., ,,,-17.9,-7.2,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,6,,,,
19.01.2020 08:00,-16.8,533.4,777.5,0.1,60,Wind blowing from the north-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-7.2,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,12,,,,
19.01.2020 05:00,-16.1,533.3,775.8,,55,Wind blowing from the north-west,0,,4,, ,,,-18.0,-7.2,,,,,,30.0,-23.1,No precipitation,6,,,,
19.01.2020 02:00,-13.7,534.0,776.0,-0.6,53,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-7.2,,,2500 or more  or no clouds.,,,14.0,-21.4,No precipitation,12,,,,
18.01.2020 23:00,-10.4,534.6,778.5,,40,Wind blowing from the north-east,2,,8,, ,,,-18.0,-7.2,,,,,,30.0,-21.4,No precipitation,6,,,,
18.01.2020 20:00,-9.7,534.9,779.2,0.1,44,Wind blowing from the east-southeast,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-6.0,,,2500 or more  or no clouds.,,,19.0,-19.9,No precipitation,12,,,,
18.01.2020 17:00,-7.7,534.8,777.4,,41,Wind blowing from the south,2,,8,70 – 80%., ,,,-18.0,-3.0,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,6,,,,
18.01.2020 14:00,-8.4,536.0,777.7,-1.1,40,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-3.0,,,,,,30.0,-19.6,No precipitation,12,,,,
18.01.2020 11:00,-14.9,537.1,780.9,,62,Wind blowing from the north,1,,7,no clouds, ,,,-18.0,-3.0,,,,,,30.0,-20.7,No precipitation,6,,,,
18.01.2020 08:00,-16.0,535.9,778.9,0.6,63,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.0,,,,,,30.0,-21.4,No precipitation,12,,,,
18.01.2020 05:00,-15.1,535.3,775.9,,62,Wind blowing from the south-east,3,,,, ,,,-16.2,-3.0,,,,,,21.0,-20.9,No precipitation,6,,,,
18.01.2020 02:00,-11.5,534.8,775.0,0.7,51,Wind blowing from the east-southeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-3.0,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
17.01.2020 23:00,-8.0,534.1,775.0,,42,Wind blowing from the east,4,,6,, ,,,-16.2,-3.0,,,,,,30.0,-18.7,No precipitation,6,,,,
17.01.2020 20:00,-6.4,532.9,773.8,1.6,38,Wind blowing from the north-northeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-3.0,,,2500 or more  or no clouds.,,,26.0,-18.4,No precipitation,12,,,,
17.01.2020 17:00,-3.3,531.3,768.1,,33,Wind blowing from the south-southwest,2,,4,20–30%., ,,,-16.2,-2.7,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,6,,,,
17.01.2020 14:00,-6.8,532.3,771.4,-0.8,42,Wind blowing from the south-west,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-2.5,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
17.01.2020 11:00,-12.1,533.1,773.4,,54,Wind blowing from the south-southeast,1,,4,no clouds, ,,,-16.2,-2.5,,,,,,30.0,-19.7,No precipitation,6,,,,
17.01.2020 08:00,-14.6,532.3,772.5,0.4,70,Wind blowing from the south-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-2.5,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
17.01.2020 05:00,-11.4,531.9,768.7,,56,Wind blowing from the east,2,,4,, ,,,-16.2,-2.5,,,,,,30.0,-18.6,No precipitation,6,,,,
17.01.2020 02:00,-11.4,532.3,771.3,-0.7,54,Wind blowing from the east-southeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-2.5,,,2500 or more  or no clouds.,,,28.0,-18.9,No precipitation,12,,,,
16.01.2020 23:00,-7.8,533.0,774.6,,46,Wind blowing from the north-east,1,,4,, ,,,-16.2,-2.5,,,,,,27.0,-17.4,No precipitation,6,,,,
16.01.2020 20:00,-5.7,533.1,774.2,0.7,41,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-2.5,,,2500 or more  or no clouds.,,,17.0,-17.1,No precipitation,12,,,,
16.01.2020 17:00,-2.8,532.4,769.9,,30,Wind blowing from the south-west,2,,4,, ,,,-16.2,0.9,,,,,,30.0,-18.0,No precipitation,6,,,,
16.01.2020 14:00,-6.6,533.7,772.3,-0.6,40,Wind blowing from the south-southwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,1.6,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
16.01.2020 11:00,-14.5,534.3,776.4,,62,Wind blowing from the north-northwest,1,,5,60%., ,,,-16.2,1.6,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,6,,,,
16.01.2020 08:00,-15.7,533.4,773.5,0.5,59,Wind blowing from the south-southeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,1.6,,,2500 or more  or no clouds.,,,26.0,-21.9,No precipitation,12,,,,
16.01.2020 05:00,-12.3,532.9,768.7,,47,Wind blowing from the south-east,1,,17,, ,,,-12.3,1.6,,,,,,30.0,-21.3,No precipitation,6,,,,
16.01.2020 02:00,-9.5,533.1,768.8,-0.3,40,Wind blowing from the north-northeast,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.6,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
15.01.2020 23:00,-7.7,533.4,771.7,,46,Wind blowing from the south-east,2,,17,, ,,,-10.0,1.6,,,,,,22.0,-17.3,No precipitation,6,,,,
15.01.2020 20:00,-3.5,532.4,768.2,1.3,30,Wind blowing from the north-northwest,4,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.6,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
15.01.2020 17:00,0.9,531.1,763.9,,20,Wind blowing from the west,10,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.6,,,,,,3.0,-19.5,No precipitation,6,,,,
15.01.2020 14:00,-1.7,531.1,764.2,-0.5,33,Wind blowing from the south-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-1.7,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
15.01.2020 11:00,-8.3,531.6,767.7,,58,Wind blowing from the south-southeast,3,,7,10%  or less  but not 0, ,,,-12.0,-3.0,,,2500 or more  or no clouds.,,,26.0,-15.1,No precipitation,6,,,,
15.01.2020 08:00,-8.3,530.0,764.5,0.8,57,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-3.0,,,2500 or more  or no clouds.,,,29.0,-15.3,No precipitation,12,,,,
15.01.2020 05:00,-8.0,529.2,764.1,,54,Wind blowing from the south-southeast,3,,,, ,,,-14.9,-3.0,,,,,,30.0,-15.7,No precipitation,6,,,,
15.01.2020 02:00,-6.0,528.2,763.1,0.1,49,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.0,,,2500 or more  or no clouds.,,,27.0,-15.2,No precipitation,12,,,,
14.01.2020 23:00,-4.9,528.1,764.6,,31,Wind blowing from the north-northeast,2,,8,, ,,,-14.9,-3.0,,,,,,24.0,-19.4,No precipitation,6,,,,
14.01.2020 20:00,-3.1,527.0,762.9,0.6,38,Wind blowing from the east-southeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-3.0,,,1500-2000,,,17.0,-15.7,No precipitation,12,,,,
14.01.2020 17:00,-4.9,526.4,762.1,,27,Wind blowing from the north-northeast,1,,3,100%., ,,,-14.9,0.7,,,1500-2000,,,30.0,-21.0,No precipitation,6,,,,
14.01.2020 14:00,-7.7,525.4,761.2,-1.2,32,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
14.01.2020 11:00,-12.0,526.6,764.0,,42,Wind blowing from the west,0,,4,90  or more  but not 100%, ,,,-14.9,,,,,,,17.0,-22.3,No precipitation,6,,,,
14.01.2020 08:00,-13.5,526.3,762.6,-1.0,45,Wind blowing from the south-east,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.8,,,2000-2500,,,24.0,-22.9,No precipitation,12,,,,
14.01.2020 05:00,-11.8,527.3,760.6,,39,Wind blowing from the south-southwest,1,,6,, ,,,-11.9,0.8,,,,,,30.0,-23.0,No precipitation,6,,,,
14.01.2020 02:00,-10.2,528.3,763.2,-0.9,38,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.8,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
13.01.2020 23:00,-7.9,529.2,766.2,,31,Wind blowing from the south-southwest,1,,6,, ,,,-11.9,0.8,,,,,,30.0,-22.1,No precipitation,6,,,,
13.01.2020 20:00,-4.4,528.6,764.7,0.1,25,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.8,,,2500 or more  or no clouds.,,,28.0,-21.5,No precipitation,12,,,,
13.01.2020 17:00,0.5,528.5,761.9,,18,Wind blowing from the south,2,,4,20–30%., ,,,-11.9,0.8,,,1500-2000,,,30.0,-21.1,No precipitation,6,,,,
13.01.2020 14:00,-3.5,529.3,764.4,-1.4,23,Wind blowing from the west-southwest,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.4,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
13.01.2020 11:00,-8.9,530.7,767.8,,33,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%, ,,,-11.9,,,,,,,24.0,-22.3,No precipitation,6,,,,
13.01.2020 08:00,-11.1,530.0,766.0,0.0,31,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.4,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
13.01.2020 05:00,-11.0,530.0,764.6,,35,Calm  no wind,0,,,, ,,,-15.7,0.4,,,,,,30.0,-23.5,No precipitation,6,,,,
13.01.2020 02:00,-9.6,529.8,765.7,-0.6,34,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.4,,,2500 or more  or no clouds.,,,26.0,-22.5,No precipitation,12,,,,
12.01.2020 23:00,-6.8,530.4,768.8,,28,Wind blowing from the north-northwest,2,,6,, ,,,-15.7,0.4,,,,,,25.0,-22.3,No precipitation,6,,,,
12.01.2020 20:00,-3.3,529.8,767.2,-0.1,19,Wind blowing from the north-east,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.4,,,2500 or more  or no clouds.,,,20.0,-23.7,No precipitation,12,,,,
12.01.2020 17:00,-0.6,529.9,766.1,,13,Wind blowing from the south-southwest,3,,5,70 – 80%., ,,,-15.7,0.4,,,2500 or more  or no clouds.,,,30.0,-25.7,No precipitation,6,,,,
12.01.2020 14:00,-4.6,531.3,769.1,-1.2,19,Wind blowing from the south-southwest,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-4.5,,,2500 or more  or no clouds.,,,30.0,-24.7,No precipitation,12,,,,
12.01.2020 11:00,-11.6,532.5,773.2,,26,Wind blowing from the north-northwest,2,,5,60%., ,,,-15.7,-5.0,,,2500 or more  or no clouds.,,,17.0,-27.3,No precipitation,6,,,,
12.01.2020 08:00,-14.0,531.9,773.8,-0.3,28,Wind blowing from the east-northeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-5.0,,,2500 or more  or no clouds.,,,30.0,-28.6,No precipitation,12,,,,
12.01.2020 05:00,-14.1,532.2,772.0,,31,Wind blowing from the north,1,,5,, ,,,-19.3,-5.0,,,,,,30.0,-27.6,No precipitation,6,,,,
12.01.2020 02:00,-11.9,532.6,772.3,-0.1,26,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-5.0,,,2500 or more  or no clouds.,,,22.0,-27.5,No precipitation,12,,,,
11.01.2020 23:00,-9.5,532.7,775.1,,24,Wind blowing from the east,2,,,, ,,,-19.3,-5.0,,,,,,14.0,-26.3,No precipitation,6,,,,
11.01.2020 20:00,-10.0,532.5,777.4,0.6,38,Wind blowing from the east-southeast,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-5.0,,,1500-2000,,,12.0,-21.6,No precipitation,12,,,,
11.01.2020 17:00,-5.5,531.9,772.5,,20,Wind blowing from the south-west,2,,3,90  or more  but not 100%, ,,,-19.3,-3.7,,,,,,30.0,-24.9,No precipitation,6,,,,
11.01.2020 14:00,-7.2,532.3,773.4,-1.1,21,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-3.2,,,2500 or more  or no clouds.,,,30.0,-25.8,No precipitation,12,,,,
11.01.2020 11:00,-14.6,533.4,776.0,,41,Wind blowing from the west,1,,3,20–30%., ,,,-19.3,-3.2,,,2500 or more  or no clouds.,,,7.0,-25.0,No precipitation,6,,,,
11.01.2020 08:00,-18.9,532.7,776.4,0.5,54,Wind blowing from the north,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-3.2,,,,,,30.0,-25.9,No precipitation,12,,,,
11.01.2020 05:00,-16.0,532.2,772.1,,42,Wind blowing from the east,1,,7,, ,,,-17.0,-3.2,,,,,,30.0,-26.0,No precipitation,6,,,,
11.01.2020 02:00,-14.7,532.2,772.0,-0.3,36,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.2,,,2500 or more  or no clouds.,,,14.0,-26.5,No precipitation,12,,,,
10.01.2020 23:00,-9.1,532.5,773.6,,24,Wind blowing from the east-northeast,1,,7,, ,,,-16.1,-3.2,,,,,,30.0,-26.0,No precipitation,6,,,,
10.01.2020 20:00,-7.5,532.6,773.8,0.2,22,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.2,,,,,,24.0,-25.6,No precipitation,12,,,,
10.01.2020 17:00,-3.7,532.4,770.4,,17,Wind blowing from the south,2,,5,70 – 80%., ,,,-16.1,-3.2,,,2000-2500,,,24.0,-25.2,No precipitation,6,,,,
10.01.2020 14:00,-4.8,533.0,771.2,-0.7,22,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.8,,,,,,30.0,-23.3,No precipitation,12,,,,
10.01.2020 11:00,-12.6,533.7,775.5,,57,Wind blowing from the south-southwest,1,,8,no clouds, ,,,-16.1,-6.2,,,,,,16.0,-19.4,No precipitation,6,,,,
10.01.2020 08:00,-14.3,532.5,773.8,0.3,63,Wind blowing from the south-east,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-6.2,,,2500 or more  or no clouds.,,,20.0,-19.8,Trace of precipitation,12,,,,
10.01.2020 05:00,-12.3,532.2,771.7,,55,Wind blowing from the south-east,3,,8,, ,,,-17.3,-6.2,,,,,,26.0,-19.5,No precipitation,6,,,,
10.01.2020 02:00,-11.2,531.6,771.7,0.5,63,Wind blowing from the south-southeast,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-6.2,,,2500 or more  or no clouds.,,,26.0,-17.0,No precipitation,12,,,,
09.01.2020 23:00,-9.6,531.1,772.2,,71,Wind blowing from the east,4,,7,,Snow not falling as shower(s). ,,,-17.3,-6.2,,,,,,21.0,-13.9,No precipitation,6,,,,
09.01.2020 20:00,-7.7,530.6,772.3,1.2,62,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-6.2,,,2500 or more  or no clouds.,,,23.0,-13.7,No precipitation,12,,,,
09.01.2020 17:00,-6.7,529.4,769.0,,48,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,-17.3,-6.2,,,,,,30.0,-16.1,No precipitation,6,,,,
