Local time in Da Qaidam,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,-8.9,519.1,780.8,,51,Wind blowing from the south-west,1,,3,100%., ,,,-24.0,-5.5,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,6,,,,
24.01.2020 14:00,-9.7,520.2,781.9,-0.6,44,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-5.5,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
24.01.2020 11:00,-18.8,520.8,787.2,,66,Wind blowing from the south-southwest,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-23.6,,,,,,
24.01.2020 08:00,-23.6,520.2,785.0,0.7,76,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-5.5,,,,,,30.0,-26.6,No precipitation,12,,,,
24.01.2020 05:00,-21.7,519.5,779.4,,71,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,30.0,-25.5,,,,,,
24.01.2020 02:00,-20.1,519.3,779.5,0.3,65,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-5.5,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
23.01.2020 23:00,-18.2,519.0,783.4,,62,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,-23.7,,,,,,
23.01.2020 20:00,-11.3,518.4,781.5,1.2,52,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-5.5,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
23.01.2020 17:00,-5.6,517.2,777.4,,36,Wind blowing from the north-northeast,1,,3,60%., ,,,-24.1,-5.6,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,6,,,,
23.01.2020 14:00,-7.7,517.4,777.5,-0.4,34,Wind blowing from the north-northwest,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-6.7,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
23.01.2020 11:00,-16.8,517.8,781.1,,58,Wind blowing from the east-northeast,0,,,60%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-23.1,,,,,,
23.01.2020 08:00,-22.3,516.6,781.3,0.5,72,Wind blowing from the north,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-6.7,,,2500 or more  or no clouds.,,,30.0,-26.0,No precipitation,12,,,,
23.01.2020 05:00,-23.9,516.1,776.5,,75,Calm  no wind,0,,,, ,,,-24.9,-6.7,,,,,,30.0,-27.1,No precipitation,6,,,,
23.01.2020 02:00,-21.7,516.4,776.3,,79,Wind blowing from the south-east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-6.7,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
22.01.2020 23:00,-17.7,516.5,780.4,,72,Wind blowing from the east-northeast,0,,,, ,,,,,,,,,,22.0,-21.5,,,,,,
22.01.2020 20:00,-15.2,516.2,780.7,0.5,60,Wind blowing from the north-northeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-6.7,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
22.01.2020 17:00,-7.1,515.7,775.0,,46,Wind blowing from the north,1,,3,40%., ,,,-24.9,-6.7,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,6,,,,
22.01.2020 14:00,-8.2,516.1,774.3,,39,Wind blowing from the north-east,0,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-5.4,,,2500 or more  or no clouds.,,,29.0,-19.7,No precipitation,12,,,,
22.01.2020 11:00,-18.7,516.8,781.0,,67,Wind blowing from the north-east,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-23.3,,,,,,
22.01.2020 08:00,-22.5,515.6,779.7,-0.1,72,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-5.4,,,,,,30.0,-26.2,No precipitation,12,,,,
22.01.2020 05:00,-22.5,515.7,775.0,,78,Wind blowing from the east,1,,3,, ,,,-26.0,-5.4,,,,,,30.0,-25.3,No precipitation,6,,,,
22.01.2020 02:00,-19.0,516.4,775.7,,72,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-5.4,,,2500 or more  or no clouds.,,,22.0,-22.8,No precipitation,12,,,,
21.01.2020 23:00,-18.1,516.7,780.1,,65,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-23.2,,,,,,
21.01.2020 20:00,-15.0,516.6,781.6,0.7,66,Wind blowing from the east-northeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-5.4,,,2500 or more  or no clouds.,,,28.0,-19.9,No precipitation,12,,,,
21.01.2020 17:00,-7.1,515.9,775.9,,43,Wind blowing from the west-southwest,0,,3,100%., ,,,-26.0,-5.4,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,6,,,,
21.01.2020 14:00,-9.9,516.0,776.8,,49,Wind blowing from the west-northwest,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-7.6,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
21.01.2020 11:00,-17.3,516.1,779.3,,75,Wind blowing from the west,1,,,90  or more  but not 100%, ,,,,,,,,,,27.0,-20.7,,,,,,
21.01.2020 08:00,-23.1,514.9,779.8,0.1,78,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-7.6,,,,,,30.0,-25.9,No precipitation,12,,,,
21.01.2020 05:00,-23.4,514.8,775.0,,77,Calm  no wind,0,,,, ,,,-24.9,-7.6,,,,,,30.0,-26.3,No precipitation,6,,,,
21.01.2020 02:00,-21.8,515.4,777.1,-0.3,75,Wind blowing from the east-southeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-7.6,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
20.01.2020 23:00,-18.3,515.7,779.5,,71,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-22.3,,,,,,
20.01.2020 20:00,-16.3,515.6,781.3,,62,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-7.6,,,,,,30.0,-21.9,No precipitation,12,,,,
20.01.2020 17:00,-8.3,515.1,773.9,,49,Wind blowing from the north,1,,3,, ,,,-24.9,-8.0,,,,,,30.0,-17.1,No precipitation,6,,,,
20.01.2020 14:00,-11.9,516.3,779.5,-0.7,62,Wind blowing from the north-west,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-7.4,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
20.01.2020 11:00,-18.5,517.0,781.4,,79,Calm  no wind,0,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-21.2,,,,,,
20.01.2020 08:00,-23.8,516.3,782.5,0.0,72,Wind blowing from the west-southwest,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-7.4,,,,,,30.0,-27.4,No precipitation,12,,,,
20.01.2020 05:00,-20.9,516.3,775.5,,70,Wind blowing from the east,1,,3,, ,,,-23.7,-7.4,,,,,,30.0,-24.9,No precipitation,6,,,,
20.01.2020 02:00,-23.6,516.9,779.2,0.3,72,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-7.4,,,2500 or more  or no clouds.,,,30.0,-27.2,No precipitation,12,,,,
19.01.2020 23:00,-18.3,516.6,779.8,,61,Wind blowing from the north-northeast,0,,3,, ,,,-24.5,-7.4,,,,,,30.0,-24.0,No precipitation,6,,,,
19.01.2020 20:00,-16.7,517.0,781.1,0.3,61,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-7.4,,,,,,30.0,-22.6,No precipitation,12,,,,
19.01.2020 17:00,-8.0,516.7,776.2,,37,Wind blowing from the north-northeast,1,,4,20–30%., ,,,-24.5,-6.8,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,6,,,,
19.01.2020 14:00,-9.9,517.3,778.1,-0.9,50,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-6.4,,,,,,27.0,-18.4,No precipitation,12,,,,
19.01.2020 11:00,-16.8,518.2,783.1,,80,Wind blowing from the west-southwest,1,,,90  or more  but not 100%, ,,,,,,,,,,28.0,-19.4,,,,,,
19.01.2020 08:00,-19.6,517.9,782.5,-0.5,80,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,,,,,,,30.0,-22.2,No precipitation,12,,,,
19.01.2020 05:00,-21.0,518.4,778.0,,77,Wind blowing from the north-northeast,1,,,, ,,,-24.5,-6.4,,,,,,30.0,-24.0,No precipitation,6,,,,
19.01.2020 02:00,-20.7,518.7,779.4,-0.9,72,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-6.4,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
18.01.2020 23:00,-19.8,519.6,783.9,,75,Wind blowing from the north-east,1,,,, ,,,,,,,,,,30.0,-23.1,,,,,,
18.01.2020 20:00,-16.8,519.3,784.8,0.2,68,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-6.4,,,,,,30.0,-21.3,No precipitation,12,,,,
18.01.2020 17:00,-6.7,519.1,777.8,,41,Wind blowing from the west,1,,3,20–30%., ,,,-21.0,-6.4,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,6,,,,
18.01.2020 14:00,-8.6,519.7,778.9,-0.3,52,Wind blowing from the south-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-6.7,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
18.01.2020 11:00,-14.8,520.0,783.4,,74,Wind blowing from the south-southwest,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,25.0,-18.4,,,,,,
18.01.2020 08:00,-19.8,518.5,782.9,0.7,77,Wind blowing from the north-northeast,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,,,,2500 or more  or no clouds.,,,16.0,-22.8,No precipitation,12,,,,
18.01.2020 05:00,-18.9,517.8,776.8,,77,Wind blowing from the east-northeast,1,,3,, ,,,-24.8,-6.7,,,,,,30.0,-21.9,No precipitation,6,,,,
18.01.2020 02:00,-17.2,518.0,776.9,0.6,73,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-6.7,,,2500 or more  or no clouds.,,,28.0,-21.0,No precipitation,12,,,,
17.01.2020 23:00,-17.9,517.4,781.7,,72,Wind blowing from the north-east,1,,,, ,,,,,,,,,,25.0,-21.7,,,,,,
17.01.2020 20:00,-15.7,516.6,782.1,0.1,77,Wind blowing from the north-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-6.7,,,2500 or more  or no clouds.,,,16.0,-18.8,No precipitation,12,,,,
17.01.2020 17:00,-8.2,516.5,776.8,,58,Wind blowing from the north-west,1,,4,no clouds, ,,,-24.8,-6.7,,,,,,30.0,-15.0,No precipitation,6,,,,
17.01.2020 14:00,-9.7,517.0,778.0,-0.5,52,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-8.9,,,,,,12.0,-17.7,No precipitation,12,,,,
17.01.2020 11:00,-18.5,517.5,782.2,,84,Calm  no wind,0,,,60%., ,,,,,,,2500 or more  or no clouds.,,,4.9,-20.5,,,,,,
17.01.2020 08:00,-23.1,516.9,782.1,-0.3,80,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-8.9,,,2500 or more  or no clouds.,,,8.0,-25.6,No precipitation,12,,,,
17.01.2020 05:00,-22.3,517.2,778.4,,80,Wind blowing from the north-east,1,,,, ,,,-23.9,-8.9,,,,,,12.0,-24.8,No precipitation,6,,,,
17.01.2020 02:00,-21.4,517.8,779.8,-0.6,81,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-8.9,,,2500 or more  or no clouds.,,,12.0,-23.8,No precipitation,12,,,,
16.01.2020 23:00,-18.3,518.4,783.8,,77,Calm  no wind,0,,,, ,,,,,,,,,,10.0,-21.3,,,,,,
16.01.2020 20:00,-15.2,518.3,783.1,0.3,83,Wind blowing from the east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-8.9,,,2500 or more  or no clouds.,,,9.0,-17.4,No precipitation,12,,,,
16.01.2020 17:00,-9.0,518.0,779.7,,68,Wind blowing from the south-west,1,,4,40%., ,,,-23.9,-3.1,,,2500 or more  or no clouds.,,,9.0,-13.8,No precipitation,6,,,,
16.01.2020 14:00,-10.9,518.2,778.4,-1.1,71,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,,,,,,,9.0,-15.1,No precipitation,12,,,,
16.01.2020 11:00,-18.9,519.3,783.4,,82,Wind blowing from the south-southwest,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,7.0,-21.2,,,,,,
16.01.2020 08:00,-21.2,518.7,781.3,0.2,83,Wind blowing from the north-east,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-3.1,,,2500 or more  or no clouds.,,,8.0,-23.3,No precipitation,12,,,,
16.01.2020 05:00,-22.5,518.5,776.9,,77,Calm  no wind,0,,,, ,,,,,,,,,,8.0,-25.4,,,,,,
16.01.2020 02:00,-17.9,518.4,776.1,-0.1,79,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.1,,,2500 or more  or no clouds.,,,8.0,-20.7,3.0,12,,,,
15.01.2020 23:00,-15.4,518.5,775.1,,81,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,7.0,-17.9,,,,,,
15.01.2020 20:00,-11.3,517.4,771.4,0.8,84,Wind blowing from the east-northeast,1,,8,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-3.1,,,2500 or more  or no clouds.,,,5.0,-13.5,5.0,12,,,,
15.01.2020 17:00,-3.1,516.6,764.8,,73,Calm  no wind,0,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.0,2.4,,,,,,30.0,-7.4,5.0,6,,,,
15.01.2020 14:00,-6.6,515.7,765.4,-0.1,87,Wind blowing from the north,1,,8,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,,,,2500 or more  or no clouds.,,,0.4,-8.4,2.0,12,,,,
15.01.2020 11:00,-7.0,515.8,765.3,,73,Wind blowing from the east,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,,,,2500 or more  or no clouds.,,,3.4,-11.0,No precipitation,6,,,,
15.01.2020 08:00,-7.6,514.3,763.3,1.4,64,Wind blowing from the east-northeast,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
15.01.2020 05:00,-6.1,512.9,756.4,,60,Wind blowing from the north-east,1,,4,, ,,,-15.7,3.2,,,,,,30.0,-12.6,No precipitation,6,,,,
15.01.2020 02:00,-5.9,512.9,758.3,0.4,64,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,3.2,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
14.01.2020 23:00,-5.2,512.5,761.6,,64,Wind blowing from the east,1,,,, ,,,,,,,,,,20.0,-11.1,,,,,,
14.01.2020 20:00,-5.0,510.9,762.6,0.8,66,Wind blowing from the south,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,3.2,,,2500 or more  or no clouds.,,,28.0,-10.4,No precipitation,12,,,,
14.01.2020 17:00,2.4,510.1,756.9,,48,Wind blowing from the north-northeast,0,,4,90  or more  but not 100%, ,,,-15.7,3.2,,,,,,30.0,-7.5,No precipitation,6,,,,
14.01.2020 14:00,-1.4,510.7,757.9,-0.9,47,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.6,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
14.01.2020 11:00,-9.2,511.6,764.0,,64,Calm  no wind,0,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-14.9,,,,,,
14.01.2020 08:00,-15.3,511.5,765.3,-0.4,76,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-0.6,,,,,,28.0,-18.6,No precipitation,12,,,,
14.01.2020 05:00,-14.7,511.9,762.4,,73,Wind blowing from the east-southeast,1,,5,, ,,,-17.3,-0.6,,,,,,30.0,-18.5,No precipitation,6,,,,
14.01.2020 02:00,-11.2,513.5,764.8,-1.0,55,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-0.6,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
13.01.2020 23:00,-11.9,514.5,771.1,,65,Wind blowing from the east-southeast,1,,5,, ,,,-17.3,-0.6,,,,,,30.0,-17.3,No precipitation,6,,,,
13.01.2020 20:00,-8.4,514.5,770.0,0.0,48,Wind blowing from the north-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-0.6,,,,,,30.0,-17.5,No precipitation,12,,,,
13.01.2020 17:00,-2.6,514.5,766.0,,37,Wind blowing from the north-east,1,,,20–30%., ,,,-17.3,-0.6,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,6,,,,
13.01.2020 14:00,-6.4,515.4,768.0,-0.7,38,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-4.4,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
13.01.2020 11:00,-13.8,516.1,773.8,,56,Wind blowing from the north-northeast,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-20.7,,,,,,
13.01.2020 08:00,-15.5,514.9,772.0,-0.2,61,Calm  no wind,0,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-4.4,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
13.01.2020 05:00,-14.5,515.1,769.0,,54,Wind blowing from the north-east,1,,4,, ,,,-20.8,-4.4,,,,,,30.0,-21.8,No precipitation,6,,,,
13.01.2020 02:00,-11.6,515.1,766.9,-0.3,51,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-4.4,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
12.01.2020 23:00,-12.5,515.4,772.9,,47,Calm  no wind,0,,,, ,,,-20.8,-4.4,,,,,,30.0,-21.5,No precipitation,6,,,,
12.01.2020 20:00,-10.8,515.9,775.9,-0.4,51,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-4.4,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
12.01.2020 17:00,-6.2,516.3,773.5,,24,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,-20.8,-4.4,,,,,,30.0,-23.5,No precipitation,6,,,,
12.01.2020 14:00,-5.2,516.9,771.0,-0.8,21,Wind blowing from the north-east,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-5.2,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
12.01.2020 11:00,-14.0,517.7,777.4,,66,Calm  no wind,0,,,, ,,,,,,,,,,26.0,-19.1,,,,,,
12.01.2020 08:00,-19.7,516.9,777.3,-0.3,68,Wind blowing from the south,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-6.2,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
12.01.2020 05:00,-19.3,517.2,775.5,,68,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-23.7,,,,,,
12.01.2020 02:00,-14.3,517.0,773.5,-0.1,60,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-6.2,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
11.01.2020 23:00,-14.4,517.1,778.9,,70,Wind blowing from the south,1,,4,, ,,,-22.5,-6.2,,,,,,30.0,-18.7,No precipitation,6,,,,
11.01.2020 20:00,-10.7,517.1,779.3,-0.1,50,Wind blowing from the east,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-6.2,,,2500 or more  or no clouds.,,,29.0,-19.3,No precipitation,12,,,,
11.01.2020 17:00,-7.3,517.2,776.8,,40,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%, ,,,-22.5,-6.2,,,,,,30.0,-18.6,No precipitation,6,,,,
11.01.2020 14:00,-9.3,517.8,776.0,-0.4,40,Wind blowing from the north-northeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-6.6,,,2500 or more  or no clouds.,,,27.0,-20.4,No precipitation,12,,,,
11.01.2020 11:00,-18.2,518.2,781.0,,76,Wind blowing from the north-northwest,0,,,, ,,,,,,,,,,26.0,-21.5,,,,,,
11.01.2020 08:00,-22.5,517.3,782.0,-0.1,78,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-6.6,,,,,,30.0,-25.3,No precipitation,12,,,,
11.01.2020 05:00,-21.3,517.4,776.9,,78,Wind blowing from the east,1,,4,, ,,,-21.8,-6.6,,,,,,30.0,-24.1,No precipitation,6,,,,
11.01.2020 02:00,-16.4,517.9,775.3,-0.8,55,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-6.6,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
