Local time in Kuche,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 02:00,-6.1,674.9,773.5,,68,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.0,,,2500 or more  or no clouds.,,,13.0,-11.2,No precipitation,12,,,,
22.01.2020 23:00,-4.7,674.2,773.8,,63,Wind blowing from the north,1,,3,, ,,,-11.3,1.0,,,,,,10.0,-10.7,No precipitation,6,,,,
22.01.2020 20:00,-2.6,673.2,772.4,0.2,59,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.0,,,2500 or more  or no clouds.,,,9.0,-9.7,No precipitation,12,,,,
22.01.2020 17:00,0.4,673.0,771.5,,46,Wind blowing from the south-southwest,1,,3,, ,,,-11.3,1.2,,,,,,15.0,-10.1,No precipitation,6,,,,
22.01.2020 14:00,-2.6,674.7,773.8,,56,Wind blowing from the east-southeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.4,,,2500 or more  or no clouds.,,,13.0,-10.2,No precipitation,12,,,,
22.01.2020 11:00,-9.6,674.6,774.9,,78,Wind blowing from the north-northeast,1,,3,, ,,,-11.3,,,,,,,8.0,-12.7,No precipitation,6,,,,
22.01.2020 08:00,-10.8,673.2,772.6,0.5,81,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.4,,,2500 or more  or no clouds.,,,6.0,-13.4,No precipitation,12,,,,
22.01.2020 05:00,-10.7,672.7,771.1,,79,Calm  no wind,0,,,, ,,,-11.1,1.4,,,,,,9.0,-13.6,No precipitation,6,,,,
22.01.2020 02:00,-9.0,673.1,771.8,,75,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.4,,,2500 or more  or no clouds.,,,10.0,-12.6,No precipitation,12,,,,
21.01.2020 23:00,-7.9,672.7,772.5,,73,Wind blowing from the north,1,,5,, ,,,-11.1,1.4,,,,,,8.0,-11.9,No precipitation,6,,,,
21.01.2020 20:00,-3.6,671.7,770.8,-0.1,57,Wind blowing from the north,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.4,,,2500 or more  or no clouds.,,,6.0,-10.9,No precipitation,12,,,,
21.01.2020 17:00,1.1,671.8,769.9,,41,Wind blowing from the west,2,,5,, ,,,-11.1,1.4,,,,,,19.0,-10.7,No precipitation,6,,,,
21.01.2020 14:00,-1.9,672.9,771.4,,51,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.0,,,2500 or more  or no clouds.,,,15.0,-10.7,No precipitation,12,,,,
21.01.2020 11:00,-8.9,672.7,772.5,,80,Wind blowing from the north,1,,3,, ,,,-11.1,,,,,,,8.0,-11.7,No precipitation,6,,,,
21.01.2020 08:00,-10.5,671.7,770.7,0.2,81,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.0,,,2500 or more  or no clouds.,,,9.0,-13.1,No precipitation,12,,,,
21.01.2020 05:00,-9.9,671.5,770.0,,82,Wind blowing from the north-northeast,1,,5,, ,,,-11.4,-1.0,,,,,,10.0,-12.4,No precipitation,6,,,,
21.01.2020 02:00,-8.3,671.7,770.1,0.2,77,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.0,,,2500 or more  or no clouds.,,,9.0,-11.6,No precipitation,12,,,,
20.01.2020 23:00,-8.1,671.5,771.0,,78,Wind blowing from the north,1,,5,, ,,,-11.4,-1.0,,,,,,7.0,-11.3,No precipitation,6,,,,
20.01.2020 20:00,-2.8,670.6,769.5,,58,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.0,,,2500 or more  or no clouds.,,,13.0,-10.1,No precipitation,12,,,,
20.01.2020 17:00,-1.2,670.6,768.5,,53,Wind blowing from the west,2,,5,, ,,,-11.4,-1.1,,,,,,12.0,-9.6,No precipitation,6,,,,
20.01.2020 14:00,-2.1,671.9,769.8,0.0,61,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.1,,,2500 or more  or no clouds.,,,12.0,-8.8,No precipitation,12,,,,
20.01.2020 11:00,-8.3,671.9,771.4,,82,Calm  no wind,0,,,, ,,,-11.4,-1.1,,,,,,9.0,-10.8,0.1,6,,,,
20.01.2020 08:00,-10.8,671.2,770.3,-0.5,86,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-1.1,,,2500 or more  or no clouds.,,,8.0,-12.7,No precipitation,12,,,,
20.01.2020 05:00,-7.7,671.7,769.9,,81,Wind blowing from the north-west,1,,4,, ,,,-7.8,-1.1,,,,,,12.0,-10.4,No precipitation,6,,,,
20.01.2020 02:00,-5.5,672.8,771.0,-0.9,75,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-1.1,,,2500 or more  or no clouds.,,,12.0,-9.2,0.2,12,,,,
19.01.2020 23:00,-7.2,673.7,772.7,,87,Wind blowing from the north,2,,5,,Mist. ,,,-7.6,-1.1,,,,,,3.1,-9.0,0.1,6,,,,
19.01.2020 20:00,-3.5,674.2,772.6,-0.6,72,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,-1.1,,,2500 or more  or no clouds.,,,11.0,-7.8,0.1,12,,,,
19.01.2020 17:00,-1.7,674.8,772.9,,67,Wind blowing from the west-northwest,2,,5,,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,-0.4,,,,,,17.0,-7.0,0.1,6,,,,
19.01.2020 14:00,-2.8,676.6,775.2,-0.1,77,Wind blowing from the west-southwest,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,-0.4,,,2500 or more  or no clouds.,,,8.0,-6.3,Trace of precipitation,12,,,,
19.01.2020 11:00,-4.6,676.7,775.4,,85,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,,,,,,,4.6,-6.7,No precipitation,6,,,,
19.01.2020 08:00,-4.8,676.5,774.9,-0.7,84,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,-0.4,,,2500 or more  or no clouds.,,,10.0,-7.2,Trace of precipitation,12,,,,
19.01.2020 05:00,-4.9,677.2,775.5,,84,Wind blowing from the south,1,,5,, ,,,-5.0,-0.4,,,,,,8.0,-7.2,No precipitation,6,,,,
19.01.2020 02:00,-4.5,678.2,776.8,-0.8,79,Wind blowing from the west,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,-0.4,,,2500 or more  or no clouds.,,,6.0,-7.7,0.1,12,,,,
18.01.2020 23:00,-3.6,679.0,777.8,,72,Wind blowing from the west,2,,5,, ,,,-3.8,-0.4,,,,,,11.0,-7.9,0.1,6,,,,
18.01.2020 20:00,-2.1,679.0,777.6,-0.4,68,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,-0.4,,,2500 or more  or no clouds.,,,14.0,-7.2,0.1,12,,,,
18.01.2020 17:00,-0.8,679.4,777.7,,61,Wind blowing from the west,2,,4,, ,,,-3.8,-0.8,,,,,,13.0,-7.4,0.1,6,,,,
18.01.2020 14:00,-1.7,681.6,780.2,-0.6,73,Wind blowing from the west,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,-1.1,,,2500 or more  or no clouds.,,,8.0,-5.9,0.1,12,,,,
18.01.2020 11:00,-3.4,682.2,781.1,,82,Wind blowing from the east,1,,2,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,-1.1,,,,,,7.0,-6.0,No precipitation,6,,,,
18.01.2020 08:00,-3.5,681.7,780.5,-0.1,81,Wind blowing from the north-northwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,-1.1,,,2500 or more  or no clouds.,,,8.0,-6.3,No precipitation,12,,,,
18.01.2020 05:00,-3.1,681.8,780.5,,79,Wind blowing from the north,1,,3,, ,,,,-1.1,,,,,,8.0,-6.2,No precipitation,6,,,,
18.01.2020 02:00,-2.3,682.2,781.0,0.5,73,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.1,,,2500 or more  or no clouds.,,,13.0,-6.5,No precipitation,12,,,,
17.01.2020 23:00,-1.8,681.7,780.7,,76,Wind blowing from the north-east,2,,,, ,,,-7.8,-1.1,,,,,,7.0,-5.6,No precipitation,6,,,,
17.01.2020 20:00,-1.4,680.7,779.7,1.4,73,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,-1.1,,,2500 or more  or no clouds.,,,10.0,-5.6,0.7,12,,,,
17.01.2020 17:00,-1.2,679.3,778.5,,75,Wind blowing from the east-southeast,1,,3,, ,,,-7.8,-0.3,,,,,,10.0,-5.2,0.1,6,,,,
17.01.2020 14:00,-1.9,679.8,779.2,1.0,77,Wind blowing from the east,1,,2,,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,-0.3,,,2500 or more  or no clouds.,,,10.0,-5.4,0.7,12,,,,
17.01.2020 11:00,-4.5,678.8,778.5,,90,Wind blowing from the north-east,1,,2,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.8,-0.3,,,,,,3.9,-5.9,0.6,6,,,,
17.01.2020 08:00,-5.1,676.6,775.4,0.9,89,Wind blowing from the east,1,,2,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,-0.3,,,2500 or more  or no clouds.,,,6.0,-6.6,No precipitation,12,,,,
17.01.2020 05:00,-7.2,675.7,774.2,,89,Wind blowing from the north-northeast,1,,,,Mist. ,,,-7.8,-0.3,,,,,,6.0,-8.7,0.1,6,,,,
17.01.2020 02:00,-7.3,675.4,774.0,-0.1,89,Wind blowing from the north-east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-0.3,,,2500 or more  or no clouds.,,,4.2,-8.8,0.3,12,,,,
16.01.2020 23:00,-6.9,675.5,774.6,,89,Wind blowing from the north-northeast,1,,3,,Mist. ,,,-7.1,-0.3,,,,,,2.5,-8.5,No precipitation,6,,,,
16.01.2020 20:00,-3.4,675.3,774.1,-0.1,81,Wind blowing from the north,1,,3,,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-0.3,,,2500 or more  or no clouds.,,,3.9,-6.3,0.2,12,,,,
16.01.2020 17:00,-0.3,675.4,773.3,,73,Wind blowing from the north-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,0.7,,,,,,8.0,-4.7,0.1,6,,,,
16.01.2020 14:00,-1.3,676.7,774.5,-0.2,75,Wind blowing from the south,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,1.5,,,2500 or more  or no clouds.,,,8.0,-5.2,No precipitation,12,,,,
16.01.2020 11:00,-4.0,676.9,775.3,,86,Wind blowing from the east-southeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,1.5,,,,,,3.5,-6.0,No precipitation,6,,,,
16.01.2020 08:00,-6.0,676.3,774.9,0.4,89,Wind blowing from the north,0,,2,,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,1.5,,,2500 or more  or no clouds.,,,5.0,-7.5,Trace of precipitation,12,,,,
16.01.2020 05:00,-4.5,675.9,773.6,,82,Wind blowing from the east,1,,,, ,,,-6.5,1.5,,,,,,8.0,-7.1,No precipitation,6,,,,
16.01.2020 02:00,-2.2,676.2,773.8,0.2,81,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,1.5,,,2500 or more  or no clouds.,,,7.0,-5.0,0.1,12,,,,
15.01.2020 23:00,-2.6,676.0,774.4,,84,Wind blowing from the north,0,,5,,Mist. ,,,-6.5,1.5,,,,,,5.0,-4.9,0.1,6,,,,
15.01.2020 20:00,-2.1,675.1,773.7,0.5,81,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,1.5,,,2500 or more  or no clouds.,,,9.0,-4.9,Trace of precipitation,12,,,,
15.01.2020 17:00,0.7,674.6,772.4,,64,Wind blowing from the west-southwest,2,,5,, ,,,-6.5,1.5,,,,,,16.0,-5.5,No precipitation,6,,,,
15.01.2020 14:00,-0.6,675.2,772.9,0.2,63,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,-0.2,,,2500 or more  or no clouds.,,,10.0,-6.8,No precipitation,12,,,,
15.01.2020 11:00,-4.4,675.0,773.1,,78,Wind blowing from the east-southeast,2,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,-0.2,,,,,,9.0,-7.7,No precipitation,6,,,,
15.01.2020 08:00,-6.5,673.6,771.7,0.2,90,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,-0.2,,,2500 or more  or no clouds.,,,3.3,-7.9,No precipitation,12,,,,
15.01.2020 05:00,-5.6,673.4,771.2,,90,Wind blowing from the west-southwest,1,,3,,Mist. ,,,-5.6,-0.2,,,,,,5.0,-7.0,No precipitation,6,,,,
15.01.2020 02:00,-3.3,673.0,770.6,0.3,85,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,-0.2,,,2500 or more  or no clouds.,,,4.2,-5.5,0.1,12,,,,
14.01.2020 23:00,-1.9,672.7,770.5,,82,Wind blowing from the east-southeast,1,,5,, ,,,-5.5,-0.2,,,,,,9.0,-4.6,0.1,6,,,,
14.01.2020 20:00,-1.2,671.6,769.3,,79,Wind blowing from the west-southwest,1,,5,,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-5.5,-0.2,,,2500 or more  or no clouds.,,,15.0,-4.4,0.1,12,,,,
14.01.2020 14:00,-2.3,670.1,767.6,1.2,82,Wind blowing from the north-northwest,2,,5,,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,-1.3,,,2500 or more  or no clouds.,,,13.0,-5.0,0.1,12,,,,
14.01.2020 11:00,-4.3,668.9,766.6,,65,Wind blowing from the north-east,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,3.3,-9.9,No precipitation,6,,,,
14.01.2020 08:00,-5.2,667.4,764.8,0.8,68,Wind blowing from the north-west,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-1.3,,,2500 or more  or no clouds.,,,5.0,-10.2,No precipitation,12,,,,
14.01.2020 05:00,-5.0,666.6,763.5,,66,Wind blowing from the south-southeast,1,,2,, ,,,-9.1,-1.3,,,,,,7.0,-10.4,No precipitation,6,,,,
14.01.2020 02:00,-4.5,667.7,764.8,-0.2,63,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-1.3,,,2500 or more  or no clouds.,,,8.0,-10.5,No precipitation,12,,,,
13.01.2020 23:00,-4.3,667.9,766.1,,63,Wind blowing from the east,1,,3,,Haze. ,,,-10.3,-1.3,,,,,,5.0,-10.3,No precipitation,6,,,,
13.01.2020 20:00,-2.8,667.9,765.8,0.0,56,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-1.3,,,2500 or more  or no clouds.,,,10.0,-10.4,No precipitation,12,,,,
13.01.2020 17:00,-1.5,667.9,765.7,,52,Wind blowing from the south-east,1,,3,, ,,,-10.3,-1.3,,,,,,11.0,-10.3,No precipitation,6,,,,
13.01.2020 14:00,-1.8,668.8,767.1,-1.0,54,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-1.3,,,2500 or more  or no clouds.,,,9.0,-9.9,No precipitation,12,,,,
13.01.2020 11:00,-7.7,669.8,769.0,,77,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,,,,,,,3.3,-11.0,No precipitation,6,,,,
13.01.2020 08:00,-8.3,669.1,767.6,-0.5,79,Wind blowing from the north-east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-1.3,,,2500 or more  or no clouds.,,,4.3,-11.4,No precipitation,12,,,,
13.01.2020 05:00,-9.0,669.6,767.7,,79,Wind blowing from the north-northeast,1,,4,,Mist. ,,,-12.3,-1.3,,,,,,5.0,-12.0,No precipitation,6,,,,
13.01.2020 02:00,-10.2,670.1,769.0,-0.6,80,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-1.3,,,2500 or more  or no clouds.,,,3.7,-13.0,No precipitation,12,,,,
12.01.2020 23:00,-8.0,670.7,770.5,,74,Wind blowing from the south,1,,4,,Haze. ,,,-12.3,-1.3,,,,,,2.9,-11.8,No precipitation,6,,,,
12.01.2020 20:00,-4.2,670.5,769.8,-0.3,60,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-1.3,,,2500 or more  or no clouds.,,,8.0,-11.0,No precipitation,12,,,,
12.01.2020 17:00,-1.4,670.8,769.6,,52,Wind blowing from the west,1,,4,, ,,,-12.3,-0.5,,,,,,8.0,-10.2,No precipitation,6,,,,
12.01.2020 14:00,-3.6,673.0,772.3,-0.4,64,Wind blowing from the north-west,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-0.5,,,2500 or more  or no clouds.,,,6.0,-9.6,No precipitation,12,,,,
12.01.2020 11:00,-10.0,673.4,773.7,,86,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,,,,2.3,-11.9,No precipitation,6,,,,
12.01.2020 08:00,-11.7,672.1,771.6,-0.7,84,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-0.5,,,2500 or more  or no clouds.,,,3.2,-13.9,No precipitation,12,,,,
12.01.2020 05:00,-11.5,672.8,771.7,,84,Wind blowing from the north-northeast,1,,4,,Mist. ,,,-13.8,-0.5,,,,,,4.7,-13.7,No precipitation,6,,,,
12.01.2020 02:00,-9.8,673.9,773.0,-0.9,80,Wind blowing from the north-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-0.5,,,2500 or more  or no clouds.,,,3.4,-12.6,No precipitation,12,,,,
11.01.2020 23:00,-8.6,674.8,775.8,,80,Wind blowing from the east-northeast,1,,,,Mist. ,,,-13.8,-0.5,,,,,,3.6,-11.4,No precipitation,6,,,,
11.01.2020 20:00,-3.8,673.7,773.8,0.0,66,Wind blowing from the south-east,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-0.5,,,2500 or more  or no clouds.,,,5.0,-9.2,No precipitation,12,,,,
11.01.2020 17:00,-0.8,673.7,773.1,,53,Wind blowing from the south-west,2,,4,, ,,,-13.8,-0.5,,,,,,8.0,-9.4,No precipitation,6,,,,
11.01.2020 14:00,-2.6,674.1,773.8,0.4,62,Wind blowing from the east-southeast,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-1.3,,,2500 or more  or no clouds.,,,6.0,-8.9,No precipitation,12,,,,
11.01.2020 11:00,-12.2,673.7,774.7,,84,Wind blowing from the north-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,,,,,,,2.3,-14.4,No precipitation,6,,,,
11.01.2020 08:00,-13.3,672.5,772.6,0.2,83,Wind blowing from the north-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.3,,,2500 or more  or no clouds.,,,2.8,-15.6,No precipitation,12,,,,
11.01.2020 05:00,-12.9,672.3,771.6,,84,Wind blowing from the north-northeast,1,,4,,Mist. ,,,-13.0,-1.3,,,,,,3.5,-15.0,No precipitation,6,,,,
11.01.2020 02:00,-12.4,672.7,772.5,0.0,85,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.3,,,2500 or more  or no clouds.,,,1.8,-14.4,No precipitation,12,,,,
10.01.2020 23:00,-9.6,672.7,773.4,,77,Wind blowing from the north,1,,4,,Mist. ,,,-12.6,-1.3,,,,,,2.5,-12.9,No precipitation,6,,,,
10.01.2020 20:00,-4.9,672.3,771.9,-0.4,66,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.3,,,2500 or more  or no clouds.,,,7.0,-10.3,No precipitation,12,,,,
10.01.2020 17:00,-1.7,672.7,770.7,,54,Wind blowing from the south-southwest,2,,3,, ,,,-12.6,-1.1,,,,,,7.0,-9.8,No precipitation,6,,,,
10.01.2020 14:00,-4.3,674.2,773.2,-0.3,62,Wind blowing from the south-east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-0.9,,,2500 or more  or no clouds.,,,8.0,-10.5,No precipitation,12,,,,
10.01.2020 11:00,-11.8,674.5,775.1,,85,Wind blowing from the north-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-0.9,,,,,,2.0,-13.8,No precipitation,6,,,,
10.01.2020 08:00,-11.0,673.6,773.4,-0.8,82,Wind blowing from the north,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.9,,,2500 or more  or no clouds.,,,4.4,-13.5,No precipitation,12,,,,
10.01.2020 05:00,-5.8,674.4,772.6,,69,Wind blowing from the east-northeast,1,,,, ,,,-13.6,-0.9,,,,,,8.0,-10.6,No precipitation,6,,,,
10.01.2020 02:00,-6.9,675.0,773.8,0.1,73,Wind blowing from the east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-0.9,,,2500 or more  or no clouds.,,,4.2,-10.9,No precipitation,12,,,,
09.01.2020 23:00,-7.5,674.9,775.4,,75,Calm  no wind,0,,,,Haze. ,,,-13.6,-0.9,,,,,,2.7,-11.3,No precipitation,6,,,,
09.01.2020 20:00,-5.0,674.6,775.0,0.6,65,Wind blowing from the south-southeast,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-0.9,,,2500 or more  or no clouds.,,,7.0,-10.7,No precipitation,12,,,,
09.01.2020 17:00,-1.4,674.0,773.6,,52,Wind blowing from the south,2,,4,, ,,,-13.6,-0.9,,,,,,9.0,-10.0,No precipitation,6,,,,
