Local time in Chenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 05:00,7.3,731.5,764.4,,99,Wind blowing from the north-northwest,3,,8,,Mist. ,,,7.3,22.4,,,,,,3.4,7.2,No precipitation,6,,,,
23.01.2020 02:00,8.3,731.9,764.7,-0.5,97,Wind blowing from the north-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,22.4,,,2500 or more  or no clouds.,,,30.0,7.9,No precipitation,12,,,,
22.01.2020 23:00,9.1,732.4,765.3,,94,Wind blowing from the north,5,,19,, ,,,9.1,22.4,,,,,,30.0,8.2,No precipitation,6,,,,
22.01.2020 20:00,12.0,731.1,763.9,,82,Wind blowing from the north,5,,20,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,22.4,,,1000-1500,,,30.0,9.0,No precipitation,12,,,,
22.01.2020 17:00,21.1,729.5,761.8,,61,Wind blowing from the south-east,5,,,70 – 80%., ,,,,,,,1000-1500,,,30.0,13.3,,,,,,
22.01.2020 14:00,21.3,729.8,762.0,,59,Wind blowing from the south-southeast,7,,20,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,21.4,,,1000-1500,,,30.0,13.0,No precipitation,12,,,,
22.01.2020 11:00,19.6,730.9,763.3,,61,Wind blowing from the south-southeast,14,,20,70 – 80%., ,,,11.5,20.1,,,1000-1500,,,30.0,11.9,No precipitation,6,,,,
22.01.2020 08:00,16.2,730.8,763.3,0.5,75,Wind blowing from the south-southeast,12,,20,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,30.0,11.8,No precipitation,12,,,,
22.01.2020 05:00,16.2,730.3,762.7,,74,Wind blowing from the south,11,,,, ,,,,,,,,,,30.0,11.6,,,,,,
22.01.2020 02:00,16.6,731.7,764.1,-0.1,70,Wind blowing from the south-southeast,9,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,19.0,,,2500 or more  or no clouds.,,,30.0,11.1,No precipitation,12,,,,
21.01.2020 23:00,16.5,731.8,764.7,,69,Wind blowing from the south-southeast,10,,21,, ,,,6.7,19.0,,,,,,30.0,10.8,No precipitation,6,,,,
21.01.2020 20:00,16.7,731.0,764.1,0.7,68,Wind blowing from the south,11,,21,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.0,,,1000-1500,,,30.0,10.8,No precipitation,12,,,,
21.01.2020 17:00,18.3,730.3,763.3,,65,Wind blowing from the south-southeast,15,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,11.6,,,,,,
21.01.2020 14:00,18.8,731.0,763.9,,63,Wind blowing from the south-southeast,13,,21,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,18.9,,,2500 or more  or no clouds.,,,30.0,11.6,No precipitation,12,,,,
21.01.2020 11:00,11.6,734.1,767.5,,80,Wind blowing from the north-east,1,,6,, ,,,6.7,11.7,,,,,,30.0,8.3,No precipitation,6,,,,
21.01.2020 08:00,6.8,733.6,767.4,0.6,98,Wind blowing from the north,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,2500 or more  or no clouds.,,,30.0,6.5,No precipitation,12,,,,
21.01.2020 05:00,7.1,733.0,766.7,,95,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,6.4,,,,,,
21.01.2020 02:00,7.3,734.2,767.8,,91,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,10.7,,,2500 or more  or no clouds.,,,30.0,5.9,No precipitation,12,,,,
20.01.2020 23:00,7.8,735.1,768.8,,87,Wind blowing from the north,1,,5,, ,,,4.6,10.7,,,,,,30.0,5.8,No precipitation,6,,,,
20.01.2020 20:00,7.9,734.4,768.3,0.4,84,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,10.7,,,2500 or more  or no clouds.,,,30.0,5.4,No precipitation,12,,,,
20.01.2020 17:00,8.5,734.0,767.8,,81,Wind blowing from the north,3,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,10.7,,,2500 or more  or no clouds.,,,30.0,5.3,No precipitation,6,,,,
20.01.2020 14:00,10.3,734.1,767.8,-2.2,67,Wind blowing from the north,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,10.4,,,2500 or more  or no clouds.,,,30.0,4.4,No precipitation,12,,,,
20.01.2020 11:00,7.8,736.3,770.2,,79,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%, ,,,4.2,7.8,,,2500 or more  or no clouds.,,,30.0,4.4,No precipitation,6,,,,
20.01.2020 08:00,5.1,735.5,769.6,0.9,99,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,5.0,No precipitation,12,,,,
20.01.2020 05:00,4.9,734.6,768.7,,96,Wind blowing from the south-southwest,1,,3,,Rain (not freezing) not falling as shower(s). ,,,2.8,6.1,,,,,,30.0,4.3,No precipitation,6,,,,
20.01.2020 02:00,4.8,735.8,769.9,,93,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,6.1,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,12,,,,
19.01.2020 23:00,4.8,736.1,770.3,,88,Wind blowing from the south,2,,6,, ,,,2.8,6.1,,,,,,30.0,3.0,No precipitation,6,,,,
19.01.2020 20:00,4.6,736.0,770.2,0.6,90,Wind blowing from the south-southwest,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,6.1,,,2500 or more  or no clouds.,,,30.0,3.1,Trace of precipitation,12,,,,
19.01.2020 17:00,5.7,735.4,769.6,,81,Wind blowing from the east,2,,,40%., ,,,,,,,1500-2000,,,30.0,2.7,,,,,,
19.01.2020 14:00,4.8,735.8,770.1,,90,Wind blowing from the north,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,5.1,,,1000-1500,,,30.0,3.3,0.1,12,,,,
19.01.2020 11:00,4.3,737.9,772.3,,99,Wind blowing from the north,2,,6,, ,,,2.3,4.4,,,,,,28.0,4.2,No precipitation,6,,,,
19.01.2020 08:00,2.9,737.1,771.5,1.0,99,Wind blowing from the north-northwest,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.2,,,200-300,,,1.8,2.8,2.0,12,,,,
19.01.2020 05:00,3.1,736.1,770.5,,99,Wind blowing from the north,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,,3.2,,,,,,0.7,3.0,0.6,6,,,,
19.01.2020 02:00,3.1,736.6,771.1,,99,Wind blowing from the north,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.2,,,2500 or more  or no clouds.,,,1.3,3.0,2.0,12,,,,
18.01.2020 23:00,3.1,736.6,771.0,,99,Wind blowing from the north,4,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.4,3.1,,,,,,0.8,3.0,1.0,6,,,,
18.01.2020 20:00,2.8,735.0,769.4,1.2,99,Wind blowing from the north-northwest,3,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,2.9,,,300-600,,,0.7,2.7,0.9,12,,,,
18.01.2020 17:00,2.8,733.8,768.2,,99,Wind blowing from the north,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,2.9,,,300-600,,,0.8,2.7,0.6,6,,,,
18.01.2020 14:00,2.7,733.9,768.4,-1.8,99,Wind blowing from the north,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,2.9,,,2500 or more  or no clouds.,,,3.3,2.6,0.6,12,,,,
18.01.2020 11:00,2.3,735.7,770.2,,99,Wind blowing from the north,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,2.5,,,300-600,,,2.5,2.2,0.2,6,,,,
18.01.2020 08:00,1.8,735.1,769.6,0.5,99,Wind blowing from the north-northwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.2,,,600-1000,,,1.0,1.7,0.3,12,,,,
18.01.2020 05:00,1.5,734.6,769.1,,99,Wind blowing from the north-northwest,2,,5,,Mist. ,,,,2.2,,,,,,1.6,1.4,0.1,6,,,,
18.01.2020 02:00,1.7,735.9,770.5,-1.0,99,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.2,,,2500 or more  or no clouds.,,,3.7,1.6,0.1,12,,,,
17.01.2020 23:00,1.8,736.9,771.6,,99,Wind blowing from the north-northwest,3,,6,, ,,,0.2,2.2,,,,,,30.0,1.7,No precipitation,6,,,,
17.01.2020 20:00,1.7,736.4,771.1,0.3,99,Wind blowing from the north-northwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,2.2,,,1500-2000,,,30.0,1.6,0.1,12,,,,
17.01.2020 17:00,1.7,736.1,770.8,,99,Wind blowing from the north,3,,,100%., ,,,,,,,600-1000,,,30.0,1.6,,,,,,
17.01.2020 14:00,1.9,736.3,770.9,,99,Wind blowing from the north-northwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,2.2,,,2500 or more  or no clouds.,,,30.0,1.8,0.1,12,,,,
17.01.2020 11:00,0.9,738.5,773.3,,99,Wind blowing from the north-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,1.7,,,300-600,,,3.9,0.8,0.1,6,,,,
17.01.2020 08:00,0.3,738.1,772.9,0.6,99,Wind blowing from the north-northwest,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,1.8,,,2500 or more  or no clouds.,,,4.2,0.2,3.0,12,,,,
17.01.2020 05:00,0.6,737.5,772.2,,99,Wind blowing from the north-northwest,4,,8,,Mist. ,,,0.6,2.2,,,,,,1.6,0.5,1.0,6,,,,
17.01.2020 02:00,1.0,738.4,773.2,,99,Wind blowing from the north-northwest,4,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,2500 or more  or no clouds.,,,1.0,0.9,3.0,12,,,,
16.01.2020 23:00,1.0,737.9,772.6,,99,Wind blowing from the north-northwest,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,0.9,,,,,,,0.9,0.9,2.0,6,,,,
16.01.2020 20:00,1.2,737.4,772.0,1.2,99,Wind blowing from the north-northwest,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,300-600,,,2.2,1.1,5.0,12,,,,
16.01.2020 17:00,1.4,736.2,770.8,,99,Wind blowing from the north-northwest,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,300-600,,,2.2,1.3,2.0,6,,,,
16.01.2020 14:00,1.5,736.2,770.6,-1.3,99,Wind blowing from the north-northwest,4,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.3,5.9,,,300-600,,,2.2,1.4,8.0,12,,,,
16.01.2020 11:00,1.7,737.5,772.0,,99,Wind blowing from the north-northwest,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.5,5.9,,,300-600,,,1.6,1.6,5.0,6,,,,
16.01.2020 08:00,1.6,736.3,770.6,1.7,99,Wind blowing from the north-northwest,6,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,5.9,,,300-600,,,1.7,1.5,4.0,12,,,,
16.01.2020 05:00,2.2,734.6,768.8,,99,Wind blowing from the north-northwest,5,,9,,Rain or drizzle and snow  slight. ,,,2.2,5.9,,,,,,2.1,2.1,1.0,6,,,,
16.01.2020 02:00,3.5,734.3,768.4,,99,Wind blowing from the north-northwest,4,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,5.9,,,2500 or more  or no clouds.,,,2.0,3.4,1.0,12,,,,
15.01.2020 23:00,5.1,733.9,767.9,,99,Wind blowing from the north-northwest,4,,7,,Drizzle  not freezing  intermittent  moderate at time of observation. ,,,4.4,5.9,,,,,,0.6,5.0,0.3,6,,,,
15.01.2020 20:00,5.3,732.1,766.0,1.2,99,Wind blowing from the north,3,,7,,Drizzle  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.4,5.9,,,2500 or more  or no clouds.,,,0.6,5.2,No precipitation,12,,,,
15.01.2020 17:00,5.6,730.9,764.8,,99,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,5.9,,,300-600,,,0.8,5.5,No precipitation,6,,,,
15.01.2020 14:00,5.7,730.9,764.8,,99,Wind blowing from the north,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,5.9,,,2500 or more  or no clouds.,,,1.8,5.6,0.2,12,,,,
15.01.2020 11:00,5.3,733.0,767.0,,99,Wind blowing from the north-northwest,3,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,5.3,,,,,,0.5,5.2,0.1,6,,,,
15.01.2020 08:00,4.7,732.6,766.6,0.6,99,Wind blowing from the north-northeast,2,,5,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.9,,,300-600,,,0.5,4.6,1.0,12,,,,
15.01.2020 05:00,4.5,732.0,766.0,,99,Wind blowing from the north-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,,4.9,,,,,,0.5,4.4,0.4,6,,,,
15.01.2020 02:00,4.5,732.8,766.9,,99,Wind blowing from the north,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,,4.9,,,2500 or more  or no clouds.,,,0.5,4.4,3.0,12,,,,
14.01.2020 23:00,4.7,733.5,767.6,,99,Wind blowing from the north-northwest,2,,5,,Rain (not freezing) not falling as shower(s). ,,,3.7,5.5,,,,,,0.9,4.6,2.0,6,,,,
14.01.2020 20:00,4.7,733.9,768.0,-0.4,99,Wind blowing from the north-northwest,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.0,,,300-600,,,1.7,4.6,4.0,12,,,,
14.01.2020 17:00,4.6,734.3,768.4,,99,Wind blowing from the north,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.6,,,300-600,,,1.3,4.5,1.0,6,,,,
14.01.2020 14:00,4.9,734.0,768.1,-2.3,99,Wind blowing from the north,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,2500 or more  or no clouds.,,,30.0,4.8,4.0,12,,,,
14.01.2020 11:00,4.2,736.3,770.5,,99,Wind blowing from the north-northwest,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,3.7,7.5,,,300-600,,,2.1,4.1,3.0,6,,,,
14.01.2020 08:00,3.8,735.9,770.0,1.1,99,Wind blowing from the north-northwest,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.5,,,300-600,,,1.2,3.7,3.0,12,,,,
14.01.2020 05:00,4.0,734.8,768.9,,99,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,3.4,7.5,,,,,,30.0,3.9,1.0,6,,,,
14.01.2020 02:00,4.9,734.7,768.7,,89,Wind blowing from the north-northwest,3,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.5,,,2500 or more  or no clouds.,,,30.0,3.2,No precipitation,12,,,,
13.01.2020 23:00,5.5,734.5,768.4,,83,Wind blowing from the north-northwest,3,,6,, ,,,3.4,7.5,,,,,,30.0,2.8,No precipitation,6,,,,
13.01.2020 20:00,6.0,733.0,767.0,1.2,85,Wind blowing from the north,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.5,,,600-1000,,,30.0,3.7,No precipitation,12,,,,
13.01.2020 17:00,6.6,731.8,765.8,,83,Wind blowing from the north,3,,6,70 – 80%., ,,,3.4,7.5,,,1000-1500,,,30.0,3.9,No precipitation,6,,,,
13.01.2020 14:00,7.3,731.5,765.4,,78,Wind blowing from the east-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.3,,,1000-1500,,,30.0,3.7,No precipitation,12,,,,
13.01.2020 11:00,5.8,733.9,767.9,,82,Wind blowing from the north-northwest,2,,5,, ,,,3.4,5.9,,,,,,30.0,3.0,No precipitation,6,,,,
13.01.2020 08:00,3.7,733.2,767.3,0.2,95,Wind blowing from the west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,1000-1500,,,30.0,3.0,No precipitation,12,,,,
13.01.2020 05:00,3.5,733.0,767.1,,95,Wind blowing from the north-northwest,2,,5,, ,,,2.4,4.9,,,,,,30.0,2.8,No precipitation,6,,,,
13.01.2020 02:00,3.5,732.4,766.5,,93,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.9,,,2500 or more  or no clouds.,,,30.0,2.5,No precipitation,12,,,,
12.01.2020 23:00,3.6,734.1,768.3,,89,Wind blowing from the west-northwest,2,,5,, ,,,2.3,4.9,,,,,,30.0,2.0,No precipitation,6,,,,
12.01.2020 20:00,4.0,733.0,767.2,0.5,87,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.9,,,1500-2000,,,30.0,2.0,No precipitation,12,,,,
12.01.2020 17:00,4.6,732.5,766.7,,81,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,1500-2000,,,30.0,1.6,,,,,,
12.01.2020 14:00,3.9,733.3,767.6,-2.5,82,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,4.1,,,1500-2000,,,30.0,1.1,No precipitation,12,,,,
12.01.2020 11:00,3.5,735.8,770.2,,84,Wind blowing from the north-northwest,2,,7,100%., ,,,2.0,3.5,,,1500-2000,,,30.0,1.1,No precipitation,6,,,,
12.01.2020 08:00,2.6,735.7,770.2,0.0,94,Wind blowing from the north-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.8,,,1500-2000,,,30.0,1.7,No precipitation,12,,,,
12.01.2020 05:00,2.4,735.7,770.1,,99,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,30.0,2.3,,,,,,
12.01.2020 02:00,2.5,736.0,770.5,-0.1,99,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.8,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,12,,,,
11.01.2020 23:00,2.7,736.1,770.6,,99,Wind blowing from the north,3,,7,, ,,,1.8,2.8,,,,,,30.0,2.6,No precipitation,6,,,,
11.01.2020 20:00,2.7,736.1,770.6,1.3,99,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,2.7,,,1000-1500,,,30.0,2.6,3.0,12,,,,
11.01.2020 17:00,2.5,734.8,769.3,,99,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,3.0,,,200-300,,,30.0,2.4,3.0,6,,,,
11.01.2020 14:00,2.4,735.0,769.4,-1.6,99,Wind blowing from the north,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,3.3,,,200-300,,,8.0,2.3,4.0,12,,,,
11.01.2020 11:00,1.9,736.6,771.1,,99,Wind blowing from the north,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.8,,,,200-300,,,10.0,1.8,0.8,6,,,,
11.01.2020 08:00,1.8,735.2,769.6,1.4,99,Wind blowing from the north,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.0,,,200-300,,,1.9,1.7,0.5,12,,,,
11.01.2020 05:00,1.8,733.8,768.1,,99,Wind blowing from the north-northwest,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.8,4.0,,,,,,1.2,1.7,0.2,6,,,,
11.01.2020 02:00,2.3,733.6,767.8,0.0,99,Wind blowing from the north-northwest,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,4.1,,,2500 or more  or no clouds.,,,2.1,2.2,0.6,12,,,,
10.01.2020 23:00,2.5,733.6,767.9,,99,Wind blowing from the north-northwest,5,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.5,5.3,,,,,,0.7,2.4,0.3,6,,,,
10.01.2020 20:00,2.6,733.0,767.3,1.4,99,Wind blowing from the north,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,,,,200-300,,,6.0,2.5,0.6,12,,,,
10.01.2020 17:00,2.9,731.6,765.7,,99,Wind blowing from the north-northwest,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,200-300,,,1.5,2.8,0.3,6,,,,
10.01.2020 14:00,3.3,731.6,765.7,-1.6,99,Wind blowing from the north,6,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,300-600,,,1.0,3.2,Trace of precipitation,12,,,,
10.01.2020 11:00,3.8,733.2,767.2,,99,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,,,,300-600,,,2.8,3.7,No precipitation,6,,,,
10.01.2020 08:00,3.5,732.4,766.4,0.9,99,Wind blowing from the north-northwest,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,,,,300-600,,,0.8,3.4,Trace of precipitation,12,,,,
10.01.2020 05:00,3.7,731.5,765.3,,99,Wind blowing from the north-west,3,,9,,Mist. ,,,3.7,12.3,,,,,,0.9,3.6,No precipitation,6,,,,
10.01.2020 02:00,4.1,732.2,765.9,-0.2,99,Wind blowing from the north-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,12.3,,,2500 or more  or no clouds.,,,30.0,4.0,No precipitation,12,,,,
09.01.2020 23:00,5.3,732.4,766.2,,90,Wind blowing from the north-northwest,4,,9,, ,,,5.3,12.3,,,,,,30.0,3.8,No precipitation,6,,,,
09.01.2020 20:00,6.6,732.2,766.0,1.2,86,Wind blowing from the north,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,12.3,,,2500 or more  or no clouds.,,,30.0,4.4,No precipitation,12,,,,
