Local time in Yangjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 05:00,19.5,754.5,762.5,,95,Wind blowing from the north-east,3,,7,, ,,,19.3,24.4,,,,,,8.0,18.6,No precipitation,6,,,,
25.01.2020 02:00,20.0,755.1,763.1,-0.5,95,Wind blowing from the north-east,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.4,,,2500 or more  or no clouds.,,,6.0,19.1,No precipitation,12,,,,
24.01.2020 23:00,20.2,755.6,763.6,,96,Wind blowing from the east-northeast,3,,7,, ,,,19.1,24.4,,,,,,9.0,19.5,No precipitation,6,,,,
24.01.2020 20:00,21.0,754.8,762.8,0.9,96,Wind blowing from the south-east,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.4,,,300-600,,,6.0,20.3,0.2,12,,,,
24.01.2020 17:00,23.9,753.9,761.9,,80,Wind blowing from the south,2,,7,40%., ,,,19.1,24.4,,,300-600,,,30.0,20.2,0.2,6,,,,
24.01.2020 14:00,24.3,754.5,762.5,-2.4,79,Wind blowing from the south,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.4,,,300-600,,,28.0,20.4,0.2,12,,,,
24.01.2020 11:00,21.8,756.9,764.9,,88,Wind blowing from the east-northeast,3,,6,100%., ,,,19.1,25.8,,,1000-1500,,,14.0,19.7,No precipitation,6,,,,
24.01.2020 08:00,20.0,755.9,763.9,1.4,96,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,2500 or more  or no clouds.,,,9.0,19.3,No precipitation,12,,,,
24.01.2020 05:00,19.3,754.5,762.5,,98,Wind blowing from the north-east,3,,8,,Mist. ,,,19.1,25.8,,,,,,3.2,18.9,No precipitation,6,,,,
24.01.2020 02:00,19.8,754.9,763.0,,97,Wind blowing from the east-northeast,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.8,,,2500 or more  or no clouds.,,,5.0,19.3,No precipitation,12,,,,
23.01.2020 20:00,21.3,754.4,762.4,1.0,93,Wind blowing from the south-east,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.8,,,1000-1500,,,11.0,20.2,No precipitation,12,,,,
23.01.2020 17:00,22.7,753.4,761.4,,81,Wind blowing from the south-southeast,4,,,20–30%., ,,,19.5,25.8,,,1000-1500,,,21.0,19.2,No precipitation,6,,,,
23.01.2020 14:00,24.5,754.2,762.1,-2.1,72,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.8,,,1000-1500,,,30.0,19.1,No precipitation,12,,,,
23.01.2020 11:00,23.7,756.3,764.3,,75,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,19.5,24.6,,,1000-1500,,,17.0,19.0,No precipitation,6,,,,
23.01.2020 08:00,19.9,755.3,763.3,0.9,94,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,,,,2500 or more  or no clouds.,,,10.0,18.9,No precipitation,12,,,,
23.01.2020 05:00,19.5,754.4,762.4,,95,Wind blowing from the north,2,,6,, ,,,18.1,24.6,,,,,,7.0,18.6,No precipitation,6,,,,
23.01.2020 02:00,20.2,755.1,763.1,,91,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,24.6,,,2500 or more  or no clouds.,,,11.0,18.6,No precipitation,12,,,,
22.01.2020 23:00,20.8,755.6,763.6,,89,Wind blowing from the east-northeast,1,,6,, ,,,17.8,24.6,,,,,,13.0,18.9,No precipitation,6,,,,
22.01.2020 20:00,21.4,755.2,763.3,0.4,86,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,24.6,,,1000-1500,,,17.0,18.9,Trace of precipitation,12,,,,
22.01.2020 17:00,21.9,754.8,762.8,,83,Wind blowing from the south,4,,6,90  or more  but not 100%, ,,,17.8,24.6,,,1000-1500,,,17.0,18.8,No precipitation,6,,,,
22.01.2020 14:00,23.2,755.5,763.6,,75,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,24.6,,,2500 or more  or no clouds.,,,13.0,18.5,Trace of precipitation,12,,,,
22.01.2020 11:00,21.0,757.8,765.9,,82,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,23.0,,,1000-1500,,,8.0,17.8,No precipitation,6,,,,
22.01.2020 08:00,18.5,757.1,765.2,1.0,92,Wind blowing from the north-east,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,9.0,17.1,No precipitation,12,,,,
22.01.2020 05:00,18.7,756.1,764.2,,92,Wind blowing from the north-east,2,,8,, ,,,16.0,23.0,,,,,,10.0,17.3,No precipitation,6,,,,
22.01.2020 02:00,18.1,756.8,764.9,,94,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,23.0,,,2500 or more  or no clouds.,,,10.0,17.1,No precipitation,12,,,,
21.01.2020 23:00,18.0,758.0,766.1,,90,Wind blowing from the east,2,,8,, ,,,15.8,23.0,,,,,,12.0,16.3,No precipitation,6,,,,
21.01.2020 20:00,18.9,757.0,765.2,-0.2,86,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,23.0,,,1000-1500,,,16.0,16.5,No precipitation,12,,,,
21.01.2020 17:00,21.0,757.2,765.3,,70,Wind blowing from the south-southeast,4,,,90  or more  but not 100%, ,,,15.8,23.0,,,1000-1500,,,26.0,15.3,No precipitation,6,,,,
21.01.2020 14:00,22.0,757.9,766.0,,68,Wind blowing from the south-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,23.0,,,1000-1500,,,26.0,15.8,No precipitation,12,,,,
21.01.2020 11:00,20.9,759.9,768.1,,64,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%, ,,,15.1,21.5,,,300-600,,,11.0,13.8,No precipitation,6,,,,
21.01.2020 08:00,16.3,759.1,767.3,1.3,74,Wind blowing from the north-east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,300-600,,,9.0,11.6,No precipitation,12,,,,
21.01.2020 05:00,16.2,757.8,765.9,,74,Wind blowing from the north-east,3,,8,, ,,,12.9,21.5,,,,,,10.0,11.5,No precipitation,6,,,,
21.01.2020 02:00,16.1,758.2,766.3,-0.9,76,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,21.5,,,2500 or more  or no clouds.,,,11.0,11.8,No precipitation,12,,,,
20.01.2020 23:00,16.7,759.1,767.3,,74,Wind blowing from the east-northeast,3,,8,, ,,,12.9,21.5,,,,,,12.0,12.0,No precipitation,6,,,,
20.01.2020 20:00,18.0,758.4,766.6,,69,Wind blowing from the east-northeast,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,21.5,,,1000-1500,,,16.0,12.2,No precipitation,12,,,,
20.01.2020 17:00,20.6,757.2,765.4,,60,Wind blowing from the east,2,,10,60%., ,,,12.9,21.5,,,1000-1500,,,20.0,12.5,No precipitation,6,,,,
20.01.2020 14:00,20.4,757.6,765.7,-2.6,58,Wind blowing from the north-northeast,2,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,20.9,,,1000-1500,,,16.0,11.8,No precipitation,12,,,,
20.01.2020 11:00,15.0,760.2,768.4,,68,Wind blowing from the north-northeast,4,,10,100%., ,,,12.9,,,,1000-1500,,,14.0,9.1,No precipitation,6,,,,
20.01.2020 08:00,13.2,759.2,767.5,1.5,72,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,1000-1500,,,24.0,8.2,No precipitation,12,,,,
20.01.2020 05:00,13.3,757.7,766.0,,71,Wind blowing from the north-east,4,,9,, ,,,13.2,18.2,,,,,,21.0,8.1,No precipitation,6,,,,
20.01.2020 02:00,13.4,758.1,766.3,-0.4,72,Wind blowing from the north-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,18.2,,,2500 or more  or no clouds.,,,21.0,8.4,No precipitation,12,,,,
19.01.2020 23:00,13.7,758.5,766.7,,74,Wind blowing from the east-northeast,4,,9,, ,,,13.7,18.2,,,,,,11.0,9.1,No precipitation,6,,,,
19.01.2020 20:00,14.3,758.3,766.6,1.2,76,Wind blowing from the east-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,18.5,,,300-600,,,9.0,10.1,No precipitation,12,,,,
19.01.2020 17:00,15.9,757.1,765.3,,72,Wind blowing from the east-northeast,4,,10,100%., ,,,15.5,,,,300-600,,,9.0,10.8,No precipitation,6,,,,
19.01.2020 14:00,17.6,757.2,765.4,-2.2,64,Wind blowing from the north-east,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,,,,300-600,,,9.0,10.7,No precipitation,12,,,,
19.01.2020 11:00,16.4,759.4,767.5,,65,Wind blowing from the north-northeast,3,,10,100%., ,,,15.5,,,,300-600,,,12.0,9.8,No precipitation,6,,,,
19.01.2020 08:00,15.6,758.0,766.2,1.7,66,Wind blowing from the north-east,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,22.3,,,300-600,,,13.0,9.2,Trace of precipitation,12,,,,
19.01.2020 05:00,16.4,756.3,764.4,,66,Wind blowing from the east-northeast,5,,8,, ,,,13.5,22.3,,,,,,10.0,10.0,No precipitation,6,,,,
19.01.2020 02:00,17.0,756.8,764.9,0.0,65,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,22.3,,,2500 or more  or no clouds.,,,11.0,10.3,No precipitation,12,,,,
18.01.2020 23:00,17.5,756.8,765.0,,64,Wind blowing from the north-east,3,,8,, ,,,13.5,22.3,,,,,,12.0,10.6,No precipitation,6,,,,
18.01.2020 20:00,18.5,755.8,763.9,1.2,62,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,22.3,,,300-600,,,15.0,11.0,No precipitation,12,,,,
18.01.2020 17:00,21.5,754.6,762.7,,57,Wind blowing from the south-east,2,,9,90  or more  but not 100%, ,,,13.5,22.3,,,2500 or more  or no clouds.,,,21.0,12.6,No precipitation,6,,,,
18.01.2020 14:00,21.1,755.2,763.3,-2.4,52,Wind blowing from the north-east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,21.3,,,2500 or more  or no clouds.,,,24.0,10.8,No precipitation,12,,,,
18.01.2020 11:00,17.2,757.6,765.8,,56,Wind blowing from the east-northeast,3,,9,90  or more  but not 100%, ,,,13.5,20.1,,,,,,28.0,8.3,No precipitation,6,,,,
18.01.2020 08:00,13.6,757.4,765.7,0.7,65,Wind blowing from the north-east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,2500 or more  or no clouds.,,,30.0,7.1,No precipitation,12,,,,
18.01.2020 05:00,14.3,756.7,764.9,,63,Wind blowing from the east-northeast,3,,10,, ,,,13.2,20.1,,,,,,30.0,7.3,No precipitation,6,,,,
18.01.2020 02:00,14.7,757.1,765.3,-0.5,63,Wind blowing from the north-east,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.1,,,2500 or more  or no clouds.,,,30.0,7.7,No precipitation,12,,,,
17.01.2020 23:00,15.2,757.6,765.7,,66,Wind blowing from the east-northeast,4,,10,, ,,,13.2,20.6,,,,,,30.0,8.9,No precipitation,6,,,,
17.01.2020 20:00,15.9,756.9,765.1,0.9,65,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.7,,,300-600,,,30.0,9.3,No precipitation,12,,,,
17.01.2020 17:00,18.1,756.0,764.2,,61,Wind blowing from the east-northeast,4,,10,90  or more  but not 100%, ,,,13.2,23.0,,,300-600,,,30.0,10.4,No precipitation,6,,,,
17.01.2020 14:00,19.4,756.1,764.2,-2.4,60,Wind blowing from the east-northeast,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,24.9,,,,,,30.0,11.4,No precipitation,12,,,,
17.01.2020 11:00,15.7,758.5,766.6,,73,Wind blowing from the north-east,5,,10,90  or more  but not 100%, ,,,13.2,25.4,,,1000-1500,,,30.0,10.8,No precipitation,6,,,,
17.01.2020 08:00,13.3,758.0,766.2,1.6,89,Wind blowing from the east-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,25.4,,,300-600,,,26.0,11.5,0.1,12,,,,
17.01.2020 05:00,14.0,756.4,764.5,,94,Wind blowing from the east-northeast,5,,9,, ,,,14.0,25.4,,,,,,16.0,13.0,0.1,6,,,,
17.01.2020 02:00,16.2,756.5,764.6,0.7,95,Wind blowing from the east-northeast,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,25.4,,,2500 or more  or no clouds.,,,6.0,15.4,0.1,12,,,,
16.01.2020 23:00,20.4,755.8,763.9,,94,Wind blowing from the east,1,,8,, ,,,18.3,25.4,,,,,,9.0,19.4,No precipitation,6,,,,
16.01.2020 20:00,20.7,755.0,763.1,1.1,93,Wind blowing from the south,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.4,,,,,,10.0,19.5,No precipitation,12,,,,
16.01.2020 17:00,22.9,753.9,761.9,,74,Wind blowing from the south,2,,8,10%  or less  but not 0, ,,,18.3,25.4,,Sky obscured by fog and/or other meteorological phenomena.,300-600,,,16.0,18.0,No precipitation,6,,,,
16.01.2020 14:00,24.4,754.1,762.1,-1.8,66,Wind blowing from the south,4,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.4,,,300-600,,,18.0,17.6,Trace of precipitation,12,,,,
16.01.2020 11:00,23.0,755.9,763.9,,75,Wind blowing from the east-southeast,2,,9,90  or more  but not 100%, ,,,18.3,24.1,,,600-1000,,,10.0,18.3,No precipitation,6,,,,
16.01.2020 08:00,18.7,755.4,763.5,1.1,95,Wind blowing from the east-northeast,3,,9,no clouds,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,5.0,17.8,Trace of precipitation,12,,,,
16.01.2020 05:00,19.1,754.3,762.3,,94,Wind blowing from the east-northeast,5,,9,,Rain (not freezing) not falling as shower(s). ,,,15.8,24.1,,,,,,7.0,18.1,No precipitation,6,,,,
16.01.2020 02:00,19.5,754.6,762.6,-0.3,94,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,24.1,,,2500 or more  or no clouds.,,,7.0,18.5,No precipitation,12,,,,
15.01.2020 23:00,19.4,754.9,762.9,,93,Wind blowing from the east,2,,10,, ,,,15.8,24.1,,,,,,8.0,18.2,No precipitation,6,,,,
15.01.2020 20:00,19.5,754.0,762.1,0.5,91,Wind blowing from the east-southeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,24.1,,,,,,9.0,17.9,No precipitation,12,,,,
15.01.2020 17:00,22.3,753.5,761.5,,72,Wind blowing from the south-southeast,4,,10,no clouds, ,,,15.8,24.1,,,,,,21.0,17.0,No precipitation,6,,,,
15.01.2020 14:00,23.4,754.3,762.3,-2.5,65,Wind blowing from the south-southeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,24.1,,,,,,25.0,16.4,No precipitation,12,,,,
15.01.2020 11:00,21.8,756.8,764.9,,68,Wind blowing from the east,2,,10,10%  or less  but not 0, ,,,15.8,23.5,,Sky obscured by fog and/or other meteorological phenomena.,300-600,,,14.0,15.6,No precipitation,6,,,,
15.01.2020 08:00,16.2,756.7,764.8,1.2,87,Wind blowing from the north-east,4,,10,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,23.5,,,2500 or more  or no clouds.,,,6.0,14.0,No precipitation,12,,,,
15.01.2020 05:00,16.3,755.5,763.6,,91,Wind blowing from the east-northeast,6,,9,,Mist. ,,,16.1,23.5,,,,,,5.0,14.8,No precipitation,6,,,,
15.01.2020 02:00,16.6,755.8,763.9,-0.1,94,Wind blowing from the east-northeast,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,23.5,,,2500 or more  or no clouds.,,,6.0,15.6,No precipitation,12,,,,
14.01.2020 23:00,18.0,755.9,764.0,,84,Wind blowing from the east,2,,9,, ,,,16.1,23.5,,,,,,17.0,15.2,No precipitation,6,,,,
14.01.2020 20:00,19.6,755.2,763.3,0.6,74,Wind blowing from the east,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,23.5,,,1000-1500,,,20.0,14.8,No precipitation,12,,,,
14.01.2020 17:00,21.4,754.6,762.7,,66,Wind blowing from the south-southeast,3,,9,100%., ,,,16.1,23.5,,,300-600,,,30.0,14.7,No precipitation,6,,,,
14.01.2020 14:00,23.0,754.6,762.7,-2.7,62,Wind blowing from the south-southeast,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,23.6,,,300-600,,,26.0,15.3,No precipitation,12,,,,
14.01.2020 11:00,20.4,757.3,765.4,,73,Wind blowing from the north-northeast,1,,9,90  or more  but not 100%, ,,,16.1,23.6,,,300-600,,,11.0,15.4,No precipitation,6,,,,
14.01.2020 08:00,16.6,756.5,764.7,1.0,80,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,,,,300-600,,,6.0,13.1,Trace of precipitation,12,,,,
14.01.2020 05:00,16.5,755.5,763.6,,75,Wind blowing from the north-east,5,,9,,Haze. ,,,15.1,23.6,,,,,,6.0,12.0,No precipitation,6,,,,
14.01.2020 02:00,17.3,756.4,764.5,0.9,81,Wind blowing from the east-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,23.6,,,2500 or more  or no clouds.,,,9.0,14.0,No precipitation,12,,,,
13.01.2020 23:00,17.4,755.5,763.6,,90,Wind blowing from the east,3,,6,, ,,,15.1,23.6,,,,,,13.0,15.7,No precipitation,6,,,,
13.01.2020 20:00,18.6,754.4,762.5,1.0,84,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,23.6,,,,,,12.0,15.8,No precipitation,12,,,,
13.01.2020 17:00,20.9,753.4,761.5,,68,Wind blowing from the south,3,,,no clouds, ,,,15.1,23.6,,,,,,16.0,14.7,No precipitation,6,,,,
13.01.2020 14:00,22.0,754.1,762.2,-2.3,52,Wind blowing from the south,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,22.4,,,1000-1500,,,18.0,11.7,No precipitation,12,,,,
13.01.2020 11:00,19.2,756.4,764.5,,53,Wind blowing from the north-east,4,,9,no clouds, ,,,14.8,19.2,,,,,,18.0,9.4,No precipitation,6,,,,
13.01.2020 08:00,15.3,755.7,763.9,0.5,61,Wind blowing from the north-east,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,,,,1000-1500,,,23.0,7.8,No precipitation,12,,,,
13.01.2020 05:00,15.4,755.2,763.3,,58,Wind blowing from the north-east,3,,9,, ,,,13.4,19.0,,,,,,28.0,7.1,No precipitation,6,,,,
13.01.2020 02:00,15.6,755.1,763.3,-0.4,56,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,19.0,,,2500 or more  or no clouds.,,,30.0,6.8,No precipitation,12,,,,
12.01.2020 23:00,15.9,755.5,763.7,,58,Wind blowing from the east-northeast,4,,9,, ,,,13.4,19.0,,,,,,26.0,7.6,No precipitation,6,,,,
12.01.2020 20:00,16.4,754.9,763.0,0.9,58,Wind blowing from the east-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,20.2,,,1000-1500,,,30.0,8.1,No precipitation,12,,,,
12.01.2020 17:00,18.0,754.0,762.2,,54,Wind blowing from the east-northeast,2,,10,90  or more  but not 100%, ,,,13.4,22.7,,,,,,30.0,8.5,No precipitation,6,,,,
12.01.2020 14:00,18.1,754.0,762.1,-3.0,54,Wind blowing from the north-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,,,,1000-1500,,,30.0,8.6,No precipitation,12,,,,
12.01.2020 11:00,14.8,757.0,765.1,,62,Wind blowing from the north-northeast,4,,10,100%., ,,,13.4,,,,1000-1500,,,30.0,7.6,No precipitation,6,,,,
12.01.2020 08:00,13.5,756.1,764.3,1.2,70,Wind blowing from the north-northeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,25.4,,,1000-1500,,,30.0,8.1,No precipitation,12,,,,
12.01.2020 05:00,14.4,754.9,763.0,,74,Wind blowing from the north-northeast,4,,10,, ,,,14.1,25.4,,,,,,30.0,9.8,No precipitation,6,,,,
12.01.2020 02:00,15.4,755.2,763.3,0.5,75,Wind blowing from the north-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,25.4,,,2500 or more  or no clouds.,,,20.0,11.0,No precipitation,12,,,,
11.01.2020 23:00,16.8,754.7,762.7,,77,Wind blowing from the east-northeast,4,,9,, ,,,16.8,25.4,,,,,,13.0,12.7,No precipitation,6,,,,
11.01.2020 20:00,20.2,753.7,761.8,1.2,74,Wind blowing from the north-northwest,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,25.4,,,1000-1500,,,10.0,15.4,No precipitation,12,,,,
11.01.2020 17:00,22.8,752.5,760.6,,80,Wind blowing from the south,2,,5,20–30%., ,,,18.8,25.4,,,1000-1500,,,21.0,19.1,No precipitation,6,,,,
11.01.2020 14:00,23.9,752.8,760.8,-2.2,68,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,24.1,,,2500 or more  or no clouds.,,,24.0,17.6,No precipitation,12,,,,
11.01.2020 11:00,22.7,755.0,763.0,,76,Wind blowing from the north-northeast,2,,5,100%., ,,,18.8,25.4,,,1000-1500,,,22.0,18.2,No precipitation,6,,,,
11.01.2020 08:00,19.3,754.2,762.2,0.8,90,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,1000-1500,,,13.0,17.6,No precipitation,12,,,,
11.01.2020 05:00,19.1,753.4,761.4,,92,Wind blowing from the north-northeast,2,,8,, ,,,18.8,25.4,,,,,,14.0,17.7,No precipitation,6,,,,
