Local time in Jixi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 23:00,-18.0,750.5,778.1,,46,Wind blowing from the south-west,3,,,, ,,,-18.1,-10.2,,,,,,11.0,-26.8,No precipitation,6,,,,
24.01.2020 20:00,-15.7,750.6,778.2,1.0,38,Wind blowing from the south-west,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-10.1,,,,,,18.0,-26.8,No precipitation,12,,,,
24.01.2020 17:00,-12.7,749.6,777.0,,36,Wind blowing from the west,5,,,no clouds, ,,,-15.8,-6.4,,,,,,24.0,-24.7,No precipitation,6,,,,
24.01.2020 14:00,-10.3,748.6,775.7,-0.2,30,Wind blowing from the west-southwest,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-3.3,,,,,,18.0,-24.6,No precipitation,12,,,,
24.01.2020 11:00,-12.2,748.8,776.0,,34,Wind blowing from the west,6,,12,no clouds, ,,,-15.8,,,,,,,24.0,-24.9,No precipitation,6,,,,
24.01.2020 08:00,-14.9,748.1,775.3,1.9,40,Wind blowing from the west-southwest,7,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-3.3,,,,,,20.0,-25.5,No precipitation,12,,,,
24.01.2020 05:00,-15.1,746.2,773.2,,46,Wind blowing from the south-west,7,,18,, ,,,-17.4,-3.3,,,,,,23.0,-24.1,No precipitation,6,,,,
24.01.2020 02:00,-14.0,745.8,772.6,1.1,44,Wind blowing from the west-southwest,5,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-3.3,,,2500 or more  or no clouds.,,,23.0,-23.6,No precipitation,12,,,,
23.01.2020 23:00,-12.1,744.7,771.6,,47,Wind blowing from the west,5,,18,, ,,,-17.4,-3.3,,,,,,21.0,-21.1,No precipitation,6,,,,
23.01.2020 20:00,-10.1,743.0,770.0,2.7,48,Wind blowing from the west,9,,18,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-3.3,,,1000-1500,,,15.0,-19.0,Trace of precipitation,12,,,,
23.01.2020 17:00,-6.4,740.3,767.1,,55,Wind blowing from the west-southwest,8,,15,20–30%., ,,,-17.4,-3.3,,,1000-1500,,,18.0,-14.0,No precipitation,6,,,,
23.01.2020 14:00,-6.0,738.4,765.0,-0.9,62,Wind blowing from the north-northwest,1,,3,40%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.3,,,2500 or more  or no clouds.,,,7.0,-12.1,Trace of precipitation,12,,,,
23.01.2020 11:00,-10.5,739.3,766.1,,75,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-17.4,-1.3,,,2500 or more  or no clouds.,,,4.7,-14.1,Trace of precipitation,6,,,,
23.01.2020 08:00,-14.9,740.8,767.5,-0.4,85,Wind blowing from the south-southeast,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.3,,,2500 or more  or no clouds.,,,3.6,-16.9,Trace of precipitation,12,,,,
23.01.2020 05:00,-16.5,741.2,767.9,,85,Wind blowing from the south-southeast,1,,5,, ,,,-16.5,-1.3,,,,,,9.0,-18.4,No precipitation,6,,,,
23.01.2020 02:00,-15.0,742.2,768.7,,83,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-1.3,,,2500 or more  or no clouds.,,,12.0,-17.2,No precipitation,12,,,,
22.01.2020 23:00,-12.6,742.7,769.3,,77,Wind blowing from the south-west,1,,,, ,,,-12.8,-1.3,,,,,,9.0,-15.8,No precipitation,6,,,,
22.01.2020 20:00,-7.5,742.4,768.8,1.3,55,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.3,,,,,,19.0,-15.0,No precipitation,12,,,,
22.01.2020 17:00,-4.2,741.1,767.5,,50,Wind blowing from the west-southwest,3,,10,20–30%., ,,,-12.8,-1.3,,,2500 or more  or no clouds.,,,18.0,-13.1,No precipitation,6,,,,
22.01.2020 14:00,-1.3,739.9,766.2,,50,Wind blowing from the west-southwest,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.3,,,2500 or more  or no clouds.,,,16.0,-10.4,No precipitation,12,,,,
22.01.2020 11:00,-2.9,740.2,766.5,,57,Wind blowing from the west-southwest,5,,10,90  or more  but not 100%, ,,,-12.8,-2.8,,,2500 or more  or no clouds.,,,17.0,-10.4,No precipitation,6,,,,
22.01.2020 08:00,-6.3,740.2,766.6,1.2,49,Wind blowing from the west-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-6.3,,,600-1000,,,17.0,-15.3,No precipitation,12,,,,
22.01.2020 05:00,-8.9,739.0,765.4,,51,Wind blowing from the south-west,6,,7,, ,,,-16.7,-6.4,,,,,,19.0,-17.2,No precipitation,6,,,,
22.01.2020 02:00,-11.0,739.6,766.1,,65,Wind blowing from the east-northeast,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-6.4,,,2500 or more  or no clouds.,,,6.0,-16.3,No precipitation,12,,,,
21.01.2020 23:00,-11.3,740.2,766.9,,69,Wind blowing from the east,1,,,, ,,,-16.7,-6.4,,,,,,8.0,-16.0,No precipitation,6,,,,
21.01.2020 20:00,-10.2,741.2,768.1,-0.5,65,Wind blowing from the east-northeast,2,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-6.4,,,1000-1500,,,8.0,-15.5,No precipitation,12,,,,
21.01.2020 17:00,-7.8,741.7,768.7,,54,Wind blowing from the east-northeast,2,,10,90  or more  but not 100%, ,,,-16.7,-6.4,,,1000-1500,,,12.0,-15.5,No precipitation,6,,,,
21.01.2020 14:00,-6.9,742.6,769.4,,50,Wind blowing from the south-west,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-6.9,,,2500 or more  or no clouds.,,,17.0,-15.8,No precipitation,12,,,,
21.01.2020 11:00,-10.0,743.3,770.2,,59,Wind blowing from the south-west,6,,10,no clouds, ,,,-16.7,-8.6,,,,,,14.0,-16.5,No precipitation,6,,,,
21.01.2020 08:00,-14.1,743.7,770.8,1.1,74,Wind blowing from the south-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-8.6,,,,,,7.0,-17.7,No precipitation,12,,,,
21.01.2020 05:00,-15.9,742.6,769.6,,74,Wind blowing from the west-southwest,3,,9,, ,,,-16.6,-8.6,,,,,,10.0,-19.5,No precipitation,6,,,,
21.01.2020 02:00,-14.8,742.1,769.0,1.3,68,Wind blowing from the south-west,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-8.6,,,2500 or more  or no clouds.,,,9.0,-19.4,No precipitation,12,,,,
20.01.2020 23:00,-13.4,740.8,767.8,,70,Wind blowing from the south-west,6,,,, ,,,-16.6,-8.6,,,,,,7.0,-17.7,No precipitation,6,,,,
20.01.2020 20:00,-12.6,739.6,766.7,,74,Wind blowing from the west,5,,8,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-8.6,,,2500 or more  or no clouds.,,,6.0,-16.4,No precipitation,12,,,,
20.01.2020 17:00,-10.9,738.1,765.1,,67,Wind blowing from the west-southwest,5,,8,60%., ,,,-16.6,-8.6,,,2500 or more  or no clouds.,,,8.0,-15.8,No precipitation,6,,,,
20.01.2020 14:00,-9.2,736.9,763.6,0.0,62,Wind blowing from the west-southwest,5,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-8.6,,,2500 or more  or no clouds.,,,9.0,-15.3,0.2,12,,,,
20.01.2020 11:00,-10.6,736.9,763.8,,72,Wind blowing from the west-southwest,4,,6,60%., ,,,-16.6,-7.8,,,2500 or more  or no clouds.,,,8.0,-14.8,No precipitation,6,,,,
20.01.2020 08:00,-16.2,736.9,763.9,0.9,84,Wind blowing from the west-northwest,2,,5,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,,,,2500 or more  or no clouds.,,,6.0,-18.3,0.2,12,,,,
20.01.2020 05:00,-15.8,736.0,763.0,,84,Wind blowing from the south,1,,5,,Mist. ,,,-17.7,-7.8,,,,,,6.0,-17.9,0.2,6,,,,
20.01.2020 02:00,-15.4,736.1,762.8,0.1,83,Wind blowing from the west-northwest,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-7.8,,,2500 or more  or no clouds.,,,2.1,-17.6,No precipitation,12,,,,
19.01.2020 23:00,-15.7,736.0,762.8,,79,Wind blowing from the south-west,2,,,,Haze. ,,,-17.7,-7.8,,,,,,4.4,-18.5,No precipitation,6,,,,
19.01.2020 20:00,-13.2,736.2,763.2,0.5,72,Wind blowing from the west-southwest,1,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-7.8,,,2500 or more  or no clouds.,,,5.0,-17.3,No precipitation,12,,,,
19.01.2020 17:00,-12.1,735.7,762.6,,68,Wind blowing from the east-northeast,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-7.8,,,2500 or more  or no clouds.,,,5.0,-16.8,No precipitation,6,,,,
19.01.2020 14:00,-9.0,734.8,761.5,-1.0,60,Wind blowing from the north-east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-7.8,,,2500 or more  or no clouds.,,,8.0,-15.5,No precipitation,12,,,,
19.01.2020 11:00,-10.9,735.8,762.6,,60,Wind blowing from the south,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-8.1,,,2500 or more  or no clouds.,,,5.0,-17.3,No precipitation,6,,,,
19.01.2020 08:00,-16.7,736.5,763.6,-0.1,79,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,,,,2500 or more  or no clouds.,,,5.0,-19.5,No precipitation,12,,,,
19.01.2020 05:00,-16.8,736.6,763.5,,79,Wind blowing from the south,0,,4,, ,,,-19.8,-8.1,,,,,,8.0,-19.6,No precipitation,6,,,,
19.01.2020 02:00,-15.6,737.5,764.3,-0.8,76,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-8.1,,,2500 or more  or no clouds.,,,7.0,-18.9,No precipitation,12,,,,
18.01.2020 23:00,-14.7,738.3,765.3,,70,Wind blowing from the south,1,,,, ,,,-19.8,-8.1,,,,,,9.0,-19.0,No precipitation,6,,,,
18.01.2020 20:00,-13.7,739.4,766.7,0.1,66,Wind blowing from the west-northwest,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-8.1,,,2500 or more  or no clouds.,,,9.0,-18.7,No precipitation,12,,,,
18.01.2020 17:00,-10.2,739.3,766.4,,51,Wind blowing from the west,1,,6,40%., ,,,-19.8,-8.1,,,2500 or more  or no clouds.,,,14.0,-18.4,No precipitation,6,,,,
18.01.2020 14:00,-9.2,739.3,766.2,-1.2,50,Wind blowing from the west,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-9.1,,,2500 or more  or no clouds.,,,13.0,-17.7,No precipitation,12,,,,
18.01.2020 11:00,-12.7,740.5,767.6,,53,Wind blowing from the west,3,,6,60%., ,,,-19.8,-9.1,,,2500 or more  or no clouds.,,,14.0,-20.3,No precipitation,6,,,,
18.01.2020 08:00,-18.7,741.5,768.9,-0.2,77,Wind blowing from the south-west,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-9.1,,,2500 or more  or no clouds.,,,8.0,-21.7,No precipitation,12,,,,
18.01.2020 05:00,-17.9,741.7,768.9,,69,Wind blowing from the west-southwest,2,,6,, ,,,-18.0,-9.1,,,,,,13.0,-22.2,No precipitation,6,,,,
18.01.2020 02:00,-15.9,742.1,769.1,-0.5,65,Wind blowing from the west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-9.1,,,2500 or more  or no clouds.,,,15.0,-21.1,No precipitation,12,,,,
17.01.2020 23:00,-15.7,742.6,769.8,,65,Wind blowing from the west-northwest,3,,,, ,,,-17.8,-9.1,,,,,,14.0,-20.8,No precipitation,6,,,,
17.01.2020 20:00,-13.5,743.0,770.3,-0.3,56,Wind blowing from the south-west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-9.1,,,,,,16.0,-20.4,No precipitation,12,,,,
17.01.2020 17:00,-11.5,743.3,770.5,,49,Wind blowing from the south-west,4,,10,no clouds, ,,,-17.8,-9.1,,,,,,12.0,-20.1,No precipitation,6,,,,
17.01.2020 14:00,-9.4,743.0,770.2,-1.0,43,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-9.2,,,,,,22.0,-19.7,No precipitation,12,,,,
17.01.2020 11:00,-12.4,744.0,771.2,,53,Wind blowing from the west-southwest,5,,10,no clouds, ,,,-17.8,-9.2,,,,,,17.0,-20.0,No precipitation,6,,,,
17.01.2020 08:00,-16.1,744.4,771.7,0.6,63,Wind blowing from the west-southwest,5,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,,,,2500 or more  or no clouds.,,,13.0,-21.5,No precipitation,12,,,,
17.01.2020 05:00,-17.1,743.8,771.0,,67,Wind blowing from the west-southwest,7,,10,, ,,,-18.6,-9.2,,,,,,20.0,-21.9,No precipitation,6,,,,
17.01.2020 02:00,-17.5,743.8,771.0,0.4,69,Wind blowing from the west-southwest,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-9.2,,,2500 or more  or no clouds.,,,18.0,-21.8,No precipitation,12,,,,
16.01.2020 23:00,-16.2,743.4,770.6,,66,Wind blowing from the south-west,5,,,, ,,,-18.7,-9.2,,,,,,14.0,-21.1,No precipitation,6,,,,
16.01.2020 20:00,-14.6,743.2,770.7,0.7,61,Wind blowing from the west-southwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-9.2,,,,,,14.0,-20.5,No precipitation,12,,,,
16.01.2020 17:00,-11.0,742.5,769.7,,51,Wind blowing from the west,6,,10,no clouds, ,,,-18.7,-9.2,,,,,,16.0,-19.2,No precipitation,6,,,,
16.01.2020 14:00,-9.3,741.5,768.6,-0.8,51,Wind blowing from the south-west,7,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-9.3,,,,,,15.0,-17.6,No precipitation,12,,,,
16.01.2020 11:00,-12.2,742.3,769.6,,56,Wind blowing from the west-southwest,5,,8,no clouds, ,,,-18.7,-9.4,,,,,,15.0,-19.2,No precipitation,6,,,,
16.01.2020 08:00,-18.0,743.2,770.6,-0.2,74,Wind blowing from the west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.4,,,2500 or more  or no clouds.,,,10.0,-21.5,No precipitation,12,,,,
16.01.2020 05:00,-18.6,743.4,770.8,,73,Wind blowing from the north-west,1,,7,, ,,,-21.9,-9.4,,,,,,8.0,-22.2,No precipitation,6,,,,
16.01.2020 02:00,-18.3,743.6,770.8,-0.5,75,Wind blowing from the west-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-9.4,,,2500 or more  or no clouds.,,,12.0,-21.6,No precipitation,12,,,,
15.01.2020 23:00,-16.6,744.1,771.5,,69,Wind blowing from the west,3,,,, ,,,-21.9,-9.4,,,,,,10.0,-21.0,No precipitation,6,,,,
15.01.2020 20:00,-14.5,744.6,772.2,0.2,62,Wind blowing from the west-southwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-9.4,,,,,,14.0,-20.2,No precipitation,12,,,,
15.01.2020 17:00,-12.6,744.4,771.9,,56,Wind blowing from the west,2,,6,no clouds, ,,,-21.9,-9.4,,,,,,12.0,-19.6,No precipitation,6,,,,
15.01.2020 14:00,-9.9,744.3,771.6,-0.9,49,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-9.9,,,,,,16.0,-18.6,No precipitation,12,,,,
15.01.2020 11:00,-14.5,745.2,772.7,,62,Wind blowing from the west-southwest,4,,6,no clouds, ,,,-21.9,-10.3,,,,,,10.0,-20.2,No precipitation,6,,,,
15.01.2020 08:00,-20.7,745.6,773.4,0.1,79,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-10.3,,,,,,8.0,-23.4,No precipitation,12,,,,
15.01.2020 05:00,-19.9,745.5,773.0,,80,Wind blowing from the west,3,,5,, ,,,-20.9,-10.3,,,,,,10.0,-22.5,No precipitation,6,,,,
15.01.2020 02:00,-19.6,745.9,773.2,0.1,79,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-10.3,,,2500 or more  or no clouds.,,,10.0,-22.3,No precipitation,12,,,,
14.01.2020 23:00,-18.0,745.8,773.2,,78,Wind blowing from the west,4,,,, ,,,-20.9,-10.3,,,,,,9.0,-20.9,No precipitation,6,,,,
14.01.2020 20:00,-15.9,745.6,773.4,0.4,69,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-10.3,,,,,,11.0,-20.4,No precipitation,12,,,,
14.01.2020 17:00,-12.9,745.2,772.7,,59,Wind blowing from the west,2,,8,no clouds, ,,,-20.9,-10.3,,,,,,12.0,-19.4,No precipitation,6,,,,
14.01.2020 14:00,-10.6,744.3,771.6,-0.5,55,Wind blowing from the south-west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-9.8,,,,,,17.0,-17.9,No precipitation,12,,,,
14.01.2020 11:00,-13.8,744.8,772.2,,66,Wind blowing from the west,3,,6,no clouds, ,,,-20.9,-9.3,,,,,,9.0,-18.8,No precipitation,6,,,,
14.01.2020 08:00,-20.2,744.8,772.4,0.9,78,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-9.3,,,,,,9.0,-23.0,No precipitation,12,,,,
14.01.2020 05:00,-19.9,743.9,771.4,,80,Wind blowing from the west,2,,7,, ,,,-20.5,-9.3,,,,,,12.0,-22.5,No precipitation,6,,,,
14.01.2020 02:00,-18.5,743.3,770.5,0.8,80,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-9.3,,,2500 or more  or no clouds.,,,11.0,-21.1,No precipitation,12,,,,
13.01.2020 23:00,-17.0,742.5,769.7,,78,Wind blowing from the west,3,,,, ,,,-17.0,-9.3,,,,,,10.0,-19.9,No precipitation,6,,,,
13.01.2020 20:00,-15.0,741.6,768.9,1.3,71,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-9.3,,,,,,9.0,-19.2,No precipitation,12,,,,
13.01.2020 17:00,-12.1,740.3,767.4,,62,Wind blowing from the west-northwest,2,,10,20–30%., ,,,-16.2,-9.3,,,2500 or more  or no clouds.,,,10.0,-17.9,No precipitation,6,,,,
13.01.2020 14:00,-9.9,738.8,765.7,0.2,53,Wind blowing from the west-southwest,6,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-9.3,,,600-1000,,,19.0,-17.7,No precipitation,12,,,,
13.01.2020 11:00,-11.7,738.6,765.5,,59,Wind blowing from the south-west,7,,10,10%  or less  but not 0, ,,,-16.2,-9.8,,,2500 or more  or no clouds.,,,17.0,-18.1,No precipitation,6,,,,
13.01.2020 08:00,-15.8,738.3,765.4,1.1,73,Wind blowing from the south-west,5,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,11.0,-19.5,No precipitation,12,,,,
13.01.2020 05:00,-15.8,737.2,764.2,,74,Wind blowing from the west,4,,8,, ,,,-19.1,-9.8,,,,,,13.0,-19.4,No precipitation,6,,,,
13.01.2020 02:00,-15.5,737.1,763.9,0.2,72,Wind blowing from the west-southwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-9.8,,,2500 or more  or no clouds.,,,17.0,-19.4,No precipitation,12,,,,
12.01.2020 23:00,-15.2,736.9,763.9,,69,Wind blowing from the west-southwest,5,,,, ,,,-19.1,-9.8,,,,,,14.0,-19.6,No precipitation,6,,,,
12.01.2020 20:00,-14.5,737.0,764.2,0.1,69,Wind blowing from the west-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-9.8,,,,,,14.0,-18.9,No precipitation,12,,,,
12.01.2020 17:00,-12.3,736.9,764.0,,56,Wind blowing from the west-southwest,4,,9,no clouds, ,,,-19.1,-9.8,,,,,,16.0,-19.3,No precipitation,6,,,,
12.01.2020 14:00,-9.9,737.1,763.9,-1.2,50,Wind blowing from the west-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.5,,,,,,19.0,-18.4,No precipitation,12,,,,
12.01.2020 11:00,-12.6,738.3,765.2,,62,Wind blowing from the south-west,4,,9,no clouds, ,,,-19.1,-8.0,,,,,,15.0,-18.4,No precipitation,6,,,,
12.01.2020 08:00,-18.7,739.4,766.6,0.4,82,Wind blowing from the north-west,2,,10,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.0,,,,,,6.0,-21.1,No precipitation,12,,,,
12.01.2020 05:00,-17.3,739.0,766.1,,79,Wind blowing from the west,4,,11,, ,,,-17.3,-8.0,,,,,,13.0,-20.1,No precipitation,6,,,,
12.01.2020 02:00,-15.9,739.8,766.6,0.4,75,Wind blowing from the west,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-8.0,,,2500 or more  or no clouds.,,,16.0,-19.3,No precipitation,12,,,,
11.01.2020 23:00,-14.2,739.4,766.3,,68,Wind blowing from the west-southwest,7,,,, ,,,-16.3,-8.0,,,,,,17.0,-18.8,No precipitation,6,,,,
11.01.2020 20:00,-12.7,739.5,766.6,0.8,67,Wind blowing from the west-southwest,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-8.0,,,,,,18.0,-17.7,No precipitation,12,,,,
11.01.2020 17:00,-10.8,738.7,765.7,,61,Wind blowing from the west,6,,,20–30%., ,,,-16.3,-8.0,,,2500 or more  or no clouds.,,,19.0,-16.9,No precipitation,6,,,,
