Local time in Yichun (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.02.2020 05:00,11.4,752.5,764.3,,92,Wind blowing from the south-southwest,2,,4,,Mist. ,,,9.1,22.9,,,,,,6.0,10.1,No precipitation,6,,,,
24.02.2020 02:00,12.7,753.3,765.1,,88,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,22.9,,,2500 or more  or no clouds.,,,8.0,10.8,No precipitation,12,,,,
23.02.2020 20:00,19.0,754.0,766.0,0.0,60,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,22.9,,,,,,13.0,11.1,No precipitation,12,,,,
23.02.2020 17:00,22.6,754.0,765.9,,46,Wind blowing from the east-northeast,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,15.0,10.4,,,,,,
23.02.2020 14:00,21.6,755.7,767.5,,44,Wind blowing from the north-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,21.6,,,2500 or more  or no clouds.,,,16.0,8.8,No precipitation,12,,,,
23.02.2020 11:00,17.0,758.6,770.6,,50,Wind blowing from the east-northeast,2,,,no clouds, ,,,,,,,,,,11.0,6.5,,,,,,
23.02.2020 08:00,10.1,759.1,771.2,0.7,77,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.0,,,,,,12.0,6.3,No precipitation,12,,,,
23.02.2020 05:00,10.0,758.4,770.4,,71,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,15.0,5.0,,,,,,
23.02.2020 02:00,11.3,759.8,771.9,,66,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,18.0,,,2500 or more  or no clouds.,,,16.0,5.2,No precipitation,12,,,,
22.02.2020 20:00,15.5,760.2,772.3,,48,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,18.0,,,2500 or more  or no clouds.,,,16.0,4.5,No precipitation,12,,,,
22.02.2020 17:00,17.4,759.5,771.6,,39,Wind blowing from the east,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,21.0,3.3,,,,,,
22.02.2020 14:00,16.9,760.4,772.5,-2.4,42,Wind blowing from the east-southeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,17.0,,,,,,16.0,3.9,No precipitation,12,,,,
22.02.2020 11:00,12.9,762.8,775.0,,68,Wind blowing from the east,4,,7,90  or more  but not 100%, ,,,10.1,13.4,,,1500-2000,,,10.0,7.1,No precipitation,6,,,,
22.02.2020 08:00,10.3,762.7,774.9,,93,Wind blowing from the east-southeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,2500 or more  or no clouds.,,,2.4,9.2,No precipitation,12,,,,
22.02.2020 05:00,10.2,761.6,773.8,,91,Wind blowing from the west,2,,6,,Mist. ,,,10.2,13.4,,,,,,2.8,8.8,No precipitation,6,,,,
22.02.2020 02:00,10.4,762.1,774.2,,91,Wind blowing from the west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,13.5,,,2500 or more  or no clouds.,,,2.9,9.0,No precipitation,12,,,,
21.02.2020 20:00,11.1,761.8,774.1,1.1,88,Wind blowing from the west,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,15.3,,,1500-2000,,,4.4,9.2,Trace of precipitation,12,,,,
21.02.2020 17:00,11.7,760.7,772.9,,81,Wind blowing from the west,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,,,,300-600,,,8.0,8.6,No precipitation,6,,,,
21.02.2020 14:00,13.3,760.4,772.5,,66,Wind blowing from the west,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,,,,300-600,,,12.0,7.1,No precipitation,12,,,,
21.02.2020 11:00,13.1,760.8,772.9,,68,Wind blowing from the west,2,,4,100%., ,,,11.2,,,,1500-2000,,,14.0,7.3,No precipitation,6,,,,
21.02.2020 08:00,11.5,759.4,771.4,1.8,73,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,18.8,,,1500-2000,,,16.0,6.8,No precipitation,12,,,,
21.02.2020 05:00,11.8,757.6,769.6,,66,Wind blowing from the east,1,,6,,Rain (not freezing) not falling as shower(s). ,,,4.3,18.8,,,,,,17.0,5.7,No precipitation,6,,,,
21.02.2020 02:00,13.5,758.2,770.2,,55,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.8,,,2500 or more  or no clouds.,,,20.0,4.6,No precipitation,12,,,,
20.02.2020 20:00,15.3,757.9,770.0,,46,Wind blowing from the east-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,18.8,,,,,,18.0,3.8,No precipitation,12,,,,
20.02.2020 17:00,18.1,756.8,768.9,,38,Wind blowing from the east-northeast,3,,,no clouds, ,,,,,,,,,,21.0,3.6,,,,,,
20.02.2020 14:00,17.6,757.3,769.3,-3.0,34,Wind blowing from the east-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,17.6,,,,,,23.0,1.6,No precipitation,12,,,,
20.02.2020 11:00,12.8,760.3,772.4,,47,Wind blowing from the east,4,,7,no clouds, ,,,4.3,12.8,,,,,,12.0,1.8,No precipitation,6,,,,
20.02.2020 08:00,5.2,760.0,772.3,1.6,87,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,12.0,,,2500 or more  or no clouds.,,,9.0,3.2,No precipitation,12,,,,
20.02.2020 05:00,4.9,758.4,770.7,,90,Wind blowing from the east-southeast,1,,4,, ,,,4.9,12.0,,,,,,11.0,3.4,No precipitation,6,,,,
20.02.2020 02:00,6.5,758.2,770.5,,85,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,12.0,,,2500 or more  or no clouds.,,,11.0,4.2,No precipitation,12,,,,
19.02.2020 20:00,10.7,757.0,769.3,0.6,64,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.0,,,1500-2000,,,13.0,4.2,No precipitation,12,,,,
19.02.2020 17:00,11.8,756.4,768.6,,54,Wind blowing from the east-southeast,1,,,100%., ,,,,,,,1500-2000,,,16.0,2.8,,,,,,
19.02.2020 14:00,11.9,757.0,769.1,,53,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,14.8,,,1500-2000,,,15.0,2.6,0.2,12,,,,
19.02.2020 11:00,9.5,758.3,770.5,,62,Wind blowing from the east,1,,4,100%., ,,,6.9,,,,1500-2000,,,17.0,2.4,0.2,6,,,,
19.02.2020 08:00,7.1,758.1,770.3,0.6,78,Wind blowing from the south-east,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,14.8,,,1500-2000,,,17.0,3.5,0.2,12,,,,
19.02.2020 05:00,7.4,757.5,769.6,,72,Wind blowing from the south-southwest,1,,6,,Rain (not freezing) not falling as shower(s). ,,,1.7,14.8,,,,,,19.0,2.7,No precipitation,6,,,,
19.02.2020 02:00,8.8,757.9,770.0,,54,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,14.8,,,2500 or more  or no clouds.,,,25.0,0.0,No precipitation,12,,,,
18.02.2020 20:00,10.8,758.0,770.3,0.4,40,Wind blowing from the east-southeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,14.8,,,2500 or more  or no clouds.,,,25.0,-2.3,No precipitation,12,,,,
18.02.2020 17:00,13.7,757.6,769.9,,28,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,26.0,-4.5,,,,,,
18.02.2020 14:00,13.2,759.1,771.4,,28,Wind blowing from the east-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,13.6,,,,,,26.0,-4.9,No precipitation,12,,,,
18.02.2020 11:00,11.1,762.1,774.5,,32,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,25.0,-5.0,,,,,,
18.02.2020 08:00,3.6,762.6,775.0,0.4,78,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,13.6,,,2500 or more  or no clouds.,,,25.0,0.0,No precipitation,12,,,,
18.02.2020 05:00,1.6,762.2,774.6,,86,Wind blowing from the south,1,,,, ,,,,,,,,,,26.0,-0.5,,,,,,
18.02.2020 02:00,3.3,762.8,775.2,,76,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,13.6,,,2500 or more  or no clouds.,,,28.0,-0.5,No precipitation,12,,,,
17.02.2020 20:00,8.1,762.0,774.4,,49,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,13.6,,,,,,28.0,-2.2,No precipitation,12,,,,
17.02.2020 17:00,12.5,761.5,773.9,,25,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,30.0,-7.0,,,,,,
17.02.2020 14:00,11.6,762.6,775.0,-2.4,27,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,11.7,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
17.02.2020 11:00,8.8,765.0,777.4,,46,Wind blowing from the east-southeast,1,,3,no clouds, ,,,1.0,10.1,,,,,,23.0,-2.2,No precipitation,6,,,,
17.02.2020 08:00,2.8,764.2,776.8,0.9,92,Wind blowing from the west-southwest,0,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,10.1,,,2500 or more  or no clouds.,,,15.0,1.6,No precipitation,12,,,,
17.02.2020 05:00,1.6,763.3,775.7,,91,Wind blowing from the south-west,1,,3,, ,,,1.0,10.1,,,,,,15.0,0.3,No precipitation,6,,,,
17.02.2020 02:00,1.3,762.4,775.0,,90,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,10.1,,,2500 or more  or no clouds.,,,19.0,-0.2,No precipitation,12,,,,
16.02.2020 20:00,5.9,761.0,773.5,,64,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,10.1,,,,,,25.0,-0.4,No precipitation,12,,,,
16.02.2020 17:00,9.6,759.8,772.2,,41,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,30.0,-3.0,,,,,,
16.02.2020 14:00,7.5,760.4,772.9,-3.2,51,Wind blowing from the north-northwest,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,8.7,,,600-1000,,,22.0,-2.2,2.0,12,,,,
16.02.2020 11:00,4.0,763.6,776.1,,79,Wind blowing from the west,1,,8,90  or more  but not 100%, ,,,2.4,,,,1000-1500,,,14.0,0.7,0.5,6,,,,
16.02.2020 08:00,2.7,762.8,775.3,1.5,91,Wind blowing from the south-southeast,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,2.4,,,,200-300,,,13.0,1.4,2.0,12,,,,
16.02.2020 05:00,2.6,761.3,773.8,,90,Wind blowing from the west,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.5,,,,,,,7.0,1.1,2.0,6,,,,
16.02.2020 02:00,3.0,760.7,773.2,,94,Wind blowing from the west,4,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.9,,,,2500 or more  or no clouds.,,,3.9,2.1,7.0,12,,,,
15.02.2020 20:00,4.3,759.1,771.4,,95,Wind blowing from the west,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.3,20.1,,,300-600,,,2.7,3.6,24.0,12,,,,
15.02.2020 17:00,5.9,755.8,767.8,,93,Wind blowing from the west,5,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.9,22.1,,,300-600,,,5.0,4.9,13.0,6,,,,
15.02.2020 14:00,7.4,752.4,764.4,0.2,92,Wind blowing from the west,7,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.4,22.9,,,300-600,,,5.0,6.2,29.0,12,,,,
15.02.2020 11:00,9.0,752.2,764.2,,94,Wind blowing from the west,4,,11,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,9.0,22.9,,,Less than  50,,,4.7,8.1,21.0,6,,,,
15.02.2020 08:00,10.4,751.0,762.9,2.0,94,Wind blowing from the west,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,22.9,,,300-600,,,2.4,9.5,11.0,12,,,,
15.02.2020 05:00,16.7,749.0,760.6,,90,Wind blowing from the south,1,,,, ,,,,,,,,,,30.0,15.1,,,,,,
15.02.2020 02:00,16.8,749.3,761.0,,90,Wind blowing from the east-northeast,2,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,22.9,,,2500 or more  or no clouds.,,,29.0,15.2,No precipitation,12,,,,
14.02.2020 20:00,20.1,748.6,760.3,1.8,77,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,22.9,,,2500 or more  or no clouds.,,,21.0,15.9,Trace of precipitation,12,,,,
14.02.2020 17:00,22.1,746.8,758.4,,67,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,14.6,22.9,,,2500 or more  or no clouds.,,,20.0,15.7,No precipitation,6,,,,
14.02.2020 14:00,20.8,746.7,758.4,-1.6,72,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,20.9,,,600-1000,,,14.0,15.6,Trace of precipitation,12,,,,
14.02.2020 11:00,17.1,748.3,760.0,,88,Wind blowing from the east-northeast,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,18.0,,,1500-2000,,,5.0,15.1,No precipitation,6,,,,
14.02.2020 08:00,14.8,747.4,759.2,1.2,96,Wind blowing from the east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,1000-1500,,,2.5,14.2,No precipitation,12,,,,
14.02.2020 05:00,14.7,746.2,757.9,,95,Wind blowing from the east-northeast,2,,6,,Mist. ,,,13.1,18.0,,,,,,3.9,13.9,No precipitation,6,,,,
14.02.2020 02:00,14.7,747.4,759.1,,96,Wind blowing from the north-east,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,18.0,,,2500 or more  or no clouds.,,,2.1,14.1,No precipitation,12,,,,
13.02.2020 20:00,15.8,747.6,759.4,0.8,92,Wind blowing from the east-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,18.0,,,2500 or more  or no clouds.,,,8.0,14.5,No precipitation,12,,,,
13.02.2020 17:00,18.0,746.8,758.5,,83,Wind blowing from the north-east,2,,,, ,,,,,,,,,,10.0,15.1,,,,,,
13.02.2020 14:00,15.9,748.1,760.0,-2.0,89,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,19.4,,,1500-2000,,,5.0,14.1,2.0,12,,,,
13.02.2020 11:00,13.9,750.1,762.0,,96,Wind blowing from the east-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,1500-2000,,,1.7,13.3,No precipitation,6,,,,
13.02.2020 08:00,13.2,750.2,762.1,0.7,95,Wind blowing from the east-northeast,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,19.4,,,1500-2000,,,3.6,12.4,2.0,12,,,,
13.02.2020 05:00,13.2,749.5,761.3,,95,Wind blowing from the east-northeast,2,,6,,Mist. ,,,10.0,19.4,,,,,,4.3,12.4,2.0,6,,,,
13.02.2020 02:00,13.9,750.1,761.8,,90,Wind blowing from the east,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,19.4,,,2500 or more  or no clouds.,,,4.3,12.3,No precipitation,12,,,,
12.02.2020 20:00,16.8,750.9,762.8,0.8,83,Wind blowing from the east,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,19.4,,,2500 or more  or no clouds.,,,8.0,13.9,No precipitation,12,,,,
12.02.2020 17:00,19.3,750.1,762.0,,70,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,25.0,13.7,,,,,,
12.02.2020 14:00,18.1,751.1,763.0,,72,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,18.3,,,600-1000,,,14.0,13.0,0.4,12,,,,
12.02.2020 11:00,12.3,753.2,765.3,,93,Wind blowing from the west-northwest,1,,3,, ,,,9.0,12.3,,,,,,9.0,11.2,No precipitation,6,,,,
12.02.2020 08:00,10.3,753.1,765.2,0.8,97,Wind blowing from the north-west,0,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.3,,,300-600,,,3.0,9.8,5.0,12,,,,
12.02.2020 05:00,10.0,752.3,764.4,,97,Wind blowing from the west-southwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,,10.0,,,,,,3.1,9.5,4.0,6,,,,
12.02.2020 02:00,9.8,752.7,764.8,,97,Wind blowing from the south-west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.9,,,,,,1.4,9.3,5.0,6,,,,
11.02.2020 20:00,9.7,753.0,765.1,0.5,96,Wind blowing from the south-southeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.7,,,300-600,,,1.2,9.1,4.0,12,,,,
11.02.2020 17:00,9.9,752.5,764.6,,94,Wind blowing from the north,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.4,,,300-600,,,2.6,9.0,1.0,6,,,,
11.02.2020 14:00,9.8,752.6,764.8,,94,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.6,,,300-600,,,2.7,8.9,7.0,12,,,,
11.02.2020 11:00,9.0,754.6,766.7,,92,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,300-600,,,3.7,7.8,5.0,6,,,,
11.02.2020 08:00,8.3,754.5,766.6,0.6,95,Wind blowing from the north-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,11.6,,,300-600,,,2.2,7.5,5.0,12,,,,
11.02.2020 05:00,8.4,753.9,766.0,,94,Wind blowing from the east,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.3,11.6,,,,,,2.7,7.5,2.0,6,,,,
11.02.2020 02:00,8.8,754.3,766.5,,90,Wind blowing from the north-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,11.6,,,2500 or more  or no clouds.,,,7.0,7.3,No precipitation,12,,,,
10.02.2020 20:00,10.5,754.8,767.0,0.3,79,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,11.6,,,1500-2000,,,8.0,7.0,Trace of precipitation,12,,,,
10.02.2020 17:00,11.4,754.5,766.7,,71,Wind blowing from the west,1,,,, ,,,,,,,,,,11.0,6.3,,,,,,
10.02.2020 14:00,10.8,755.2,767.4,-2.4,72,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,13.4,,,2500 or more  or no clouds.,,,10.0,6.0,0.2,12,,,,
10.02.2020 11:00,8.6,757.6,769.9,,80,Wind blowing from the north-west,1,,4,100%., ,,,4.9,13.4,,,1500-2000,,,9.0,5.3,0.2,6,,,,
10.02.2020 08:00,5.9,757.3,769.6,0.5,91,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,,,,1500-2000,,,5.0,4.5,0.2,12,,,,
10.02.2020 05:00,5.6,756.8,769.0,,88,Wind blowing from the south-east,1,,,, ,,,,,,,,,,11.0,3.8,,,,,,
10.02.2020 02:00,5.1,758.7,771.0,,92,Wind blowing from the west,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,13.4,,,2500 or more  or no clouds.,,,9.0,3.9,No precipitation,12,,,,
09.02.2020 20:00,8.1,759.4,771.7,0.0,79,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,13.4,,,,,,18.0,4.7,No precipitation,12,,,,
09.02.2020 17:00,12.7,759.4,771.6,,53,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,24.0,3.4,,,,,,
09.02.2020 14:00,11.2,760.2,772.4,-2.8,59,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,11.6,,,1500-2000,,,24.0,3.3,No precipitation,12,,,,
09.02.2020 11:00,10.2,763.0,775.3,,63,Wind blowing from the south-east,1,,4,100%., ,,,6.8,10.2,,,1500-2000,,,16.0,3.5,No precipitation,6,,,,
09.02.2020 08:00,6.9,762.7,775.0,,84,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,9.3,,,1500-2000,,,14.0,4.4,No precipitation,12,,,,
09.02.2020 05:00,7.4,762.1,774.4,,73,Wind blowing from the north-east,1,,,, ,,,,,,,,,,17.0,2.9,,,,,,
09.02.2020 02:00,7.6,762.4,774.8,,71,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,9.3,,,2500 or more  or no clouds.,,,18.0,2.7,No precipitation,12,,,,
08.02.2020 20:00,8.4,761.8,774.2,,85,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,9.3,,,2500 or more  or no clouds.,,,10.0,6.0,No precipitation,12,,,,
08.02.2020 17:00,8.9,760.8,773.1,,78,Wind blowing from the east-southeast,1,,5,100%., ,,,6.8,9.3,,,300-600,,,15.0,5.3,No precipitation,6,,,,
08.02.2020 14:00,8.8,760.7,773.0,-1.6,82,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,8.9,,,300-600,,,9.0,5.9,0.1,12,,,,
08.02.2020 11:00,7.8,762.3,774.7,,84,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,9.0,,,300-600,,,9.0,5.3,No precipitation,6,,,,
