Local time in Shangzhi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 08:00,-13.9,749.1,768.1,0.8,78,Wind blowing from the south-west,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,,,,2500 or more  or no clouds.,,,4.2,-16.9,No precipitation,12,,,,
23.01.2020 05:00,-16.0,748.3,767.2,,79,Wind blowing from the south-east,1,,3,,Haze. ,,,-19.7,-2.5,,,,,,4.7,-18.8,No precipitation,6,,,,
23.01.2020 02:00,-18.7,749.8,768.7,,83,Wind blowing from the south-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-2.5,,,2500 or more  or no clouds.,,,3.7,-20.9,No precipitation,12,,,,
22.01.2020 20:00,-14.0,751.7,770.6,0.6,75,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.5,,,,,,2.9,-17.5,No precipitation,12,,,,
22.01.2020 17:00,-9.2,751.1,769.8,,68,Wind blowing from the south-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.5,,,,,,1.2,-14.0,No precipitation,6,,,,
22.01.2020 14:00,-3.9,749.9,768.4,,61,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.9,,,,,,10.0,-10.3,No precipitation,12,,,,
22.01.2020 11:00,-6.2,750.2,768.9,,66,Wind blowing from the east,1,,,, ,,,,-4.1,,,,,,4.5,-11.5,No precipitation,6,,,,
22.01.2020 08:00,-6.9,749.7,768.5,1.4,78,Wind blowing from the west-southwest,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-4.1,,,2500 or more  or no clouds.,,,2.1,-10.2,No precipitation,12,,,,
22.01.2020 05:00,-5.4,748.3,766.9,,68,Wind blowing from the west,1,,5,, ,,,-19.6,-4.1,,,,,,10.0,-10.4,No precipitation,6,,,,
22.01.2020 02:00,-5.2,748.3,766.7,,57,Wind blowing from the west,2,,5,, ,,,-19.6,-4.1,,,,,,25.0,-12.4,No precipitation,6,,,,
21.01.2020 20:00,-13.4,747.6,766.8,0.2,76,Wind blowing from the west-southwest,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-4.1,,,2500 or more  or no clouds.,,,1.4,-16.7,No precipitation,12,,,,
21.01.2020 17:00,-9.8,747.4,766.4,,68,Wind blowing from the east-southeast,2,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-4.1,,,,,,1.0,-14.6,No precipitation,6,,,,
21.01.2020 14:00,-5.0,748.5,767.2,-2.5,51,Wind blowing from the east-southeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-4.3,,,1000-1500,,,11.0,-13.6,No precipitation,12,,,,
21.01.2020 11:00,-9.0,751.0,770.0,,63,Wind blowing from the west-southwest,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-8.9,,,,,,7.0,-14.8,No precipitation,6,,,,
21.01.2020 08:00,-18.3,752.4,771.7,0.3,85,Wind blowing from the south-southwest,0,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-11.4,,,2500 or more  or no clouds.,,,0.6,-20.2,No precipitation,12,,,,
21.01.2020 05:00,-16.0,752.1,771.3,,83,Wind blowing from the south-west,1,,5,,Mist. ,,,-16.7,-11.4,,,,,,4.5,-18.2,No precipitation,6,,,,
21.01.2020 02:00,-12.9,751.9,771.0,,87,Wind blowing from the south-west,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-11.4,,,2500 or more  or no clouds.,,,2.8,-14.7,No precipitation,12,,,,
20.01.2020 20:00,-15.5,750.7,769.9,,86,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-11.4,,,2500 or more  or no clouds.,,,1.1,-17.4,No precipitation,12,,,,
20.01.2020 17:00,-13.8,749.2,768.4,,79,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%, ,,,-16.7,-10.2,,,,,,1.3,-16.7,No precipitation,6,,,,
20.01.2020 14:00,-11.6,747.4,766.5,0.0,73,Wind blowing from the south-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-8.4,,,2500 or more  or no clouds.,,,2.0,-15.6,0.4,12,,,,
20.01.2020 11:00,-13.8,747.4,766.4,,76,Wind blowing from the south-southwest,3,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,,,,,,,1.9,-17.1,0.2,6,,,,
20.01.2020 08:00,-16.0,746.9,766.0,0.7,82,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-8.4,,,2500 or more  or no clouds.,,,1.0,-18.4,0.9,12,,,,
20.01.2020 05:00,-16.3,746.2,765.1,,82,Wind blowing from the south-southwest,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-16.3,-8.4,,,,,,0.9,-18.7,0.5,6,,,,
20.01.2020 02:00,-15.9,746.1,765.0,,83,Wind blowing from the south-west,2,,6,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-8.4,,,2500 or more  or no clouds.,,,1.1,-18.1,0.5,12,,,,
19.01.2020 20:00,-12.4,745.1,764.0,0.8,86,Wind blowing from the west-southwest,3,,6,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-8.4,,,1000-1500,,,2.0,-14.3,0.1,12,,,,
19.01.2020 17:00,-10.3,744.3,763.2,,83,Wind blowing from the south-southeast,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-8.4,,,,,,1.8,-12.6,No precipitation,6,,,,
19.01.2020 14:00,-8.8,743.2,762.1,-0.7,71,Wind blowing from the south-east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-7.9,,,2500 or more  or no clouds.,,,3.3,-13.1,0.3,12,,,,
19.01.2020 11:00,-11.6,743.9,762.8,,77,Wind blowing from the north-northwest,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-7.9,,,,,,2.3,-14.8,0.3,6,,,,
19.01.2020 08:00,-14.2,744.1,763.0,0.1,82,Wind blowing from the north,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.9,-16.6,0.2,12,,,,
19.01.2020 05:00,-15.3,744.0,763.0,,79,Wind blowing from the south-east,1,,4,,Haze. ,,,,-7.9,,,,,,1.7,-18.1,No precipitation,6,,,,
19.01.2020 02:00,-16.0,744.8,763.6,,81,Wind blowing from the north-east,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-7.9,,,2500 or more  or no clouds.,,,2.6,-18.5,No precipitation,12,,,,
18.01.2020 20:00,-14.4,746.5,766.0,-0.7,73,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-7.9,,,,,,1.7,-18.2,No precipitation,12,,,,
18.01.2020 17:00,-12.5,747.2,766.6,,67,Wind blowing from the east-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-7.9,,,,,,1.7,-17.4,No precipitation,6,,,,
18.01.2020 14:00,-8.4,747.4,766.6,-2.2,52,Wind blowing from the south,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-8.1,,,,,,6.0,-16.5,No precipitation,12,,,,
18.01.2020 11:00,-14.3,749.6,769.1,,70,Wind blowing from the south-west,1,,2,40%., ,,,-25.5,-10.1,,,1000-1500,,,3.1,-18.7,No precipitation,6,,,,
18.01.2020 08:00,-23.7,750.2,769.9,-0.1,80,Wind blowing from the south-southeast,0,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,,,,2500 or more  or no clouds.,,,1.2,-26.2,No precipitation,12,,,,
18.01.2020 05:00,-25.1,750.3,769.9,,78,Wind blowing from the south-southwest,0,,2,,Haze. ,,,-27.6,-10.1,,,,,,3.2,-27.8,No precipitation,6,,,,
18.01.2020 02:00,-24.7,751.0,770.4,,79,Wind blowing from the south-southwest,0,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-10.1,,,2500 or more  or no clouds.,,,1.9,-27.3,No precipitation,12,,,,
17.01.2020 20:00,-20.7,751.7,771.6,-0.3,80,Wind blowing from the south,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-10.1,,,,,,1.6,-23.2,No precipitation,12,,,,
17.01.2020 17:00,-16.0,752.0,771.7,,70,Wind blowing from the east-southeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-10.1,,,,,,1.6,-20.2,No precipitation,6,,,,
17.01.2020 14:00,-11.7,752.2,771.7,-1.5,59,Wind blowing from the south-east,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-11.7,,,,,,4.8,-18.1,No precipitation,12,,,,
17.01.2020 11:00,-16.9,753.7,773.3,,72,Wind blowing from the south,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-15.7,,,,,,1.7,-20.8,No precipitation,6,,,,
17.01.2020 08:00,-25.7,754.6,774.5,0.0,78,Wind blowing from the south,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-15.7,,,2500 or more  or no clouds.,,,0.5,-28.4,No precipitation,12,,,,
17.01.2020 05:00,-26.5,754.6,774.4,,77,Wind blowing from the west-southwest,1,,6,,Haze. ,,,-26.5,-15.7,,,,,,1.5,-29.3,No precipitation,6,,,,
17.01.2020 02:00,-24.5,755.0,774.7,,78,Wind blowing from the north,0,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-15.7,,,2500 or more  or no clouds.,,,1.3,-27.2,No precipitation,12,,,,
16.01.2020 20:00,-20.3,754.8,774.4,0.3,82,Wind blowing from the south-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-15.7,,,,,,1.2,-22.6,No precipitation,12,,,,
16.01.2020 17:00,-17.9,754.5,774.3,,76,Wind blowing from the west-southwest,3,,9,no clouds, ,,,-26.0,-15.3,,,,,,1.9,-21.1,No precipitation,6,,,,
16.01.2020 14:00,-15.7,753.6,773.3,-0.5,70,Wind blowing from the west-southwest,5,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-11.2,,,2500 or more  or no clouds.,,,3.6,-19.9,No precipitation,12,,,,
16.01.2020 11:00,-18.1,754.1,773.8,,78,Wind blowing from the south-west,4,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-11.2,,,,,,1.9,-21.1,No precipitation,6,,,,
16.01.2020 08:00,-19.8,753.7,773.4,0.8,82,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-11.2,,,2500 or more  or no clouds.,,,1.6,-22.1,No precipitation,12,,,,
16.01.2020 05:00,-24.4,752.9,772.6,,79,Wind blowing from the south-southwest,1,,2,,Haze. ,,,-28.7,-11.2,,,,,,3.1,-27.0,No precipitation,6,,,,
16.01.2020 02:00,-25.6,753.1,772.6,,78,Wind blowing from the south,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-11.2,,,2500 or more  or no clouds.,,,1.3,-28.3,No precipitation,12,,,,
15.01.2020 20:00,-20.7,754.3,774.3,0.3,80,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-11.2,,,,,,1.1,-23.2,No precipitation,12,,,,
15.01.2020 17:00,-15.2,754.0,773.8,,65,Wind blowing from the south-southwest,1,,5,no clouds, ,,,-28.7,-11.2,,,,,,1.3,-20.3,No precipitation,6,,,,
15.01.2020 14:00,-11.6,753.8,773.4,,58,Wind blowing from the south-west,3,,4,no clouds, ,,,-28.7,-11.5,,,,,,7.0,-18.2,No precipitation,6,,,,
15.01.2020 11:00,-18.1,755.1,774.9,,71,Wind blowing from the south-southwest,2,,2,no clouds, ,,,-28.7,-13.7,,,,,,3.0,-22.1,No precipitation,6,,,,
15.01.2020 08:00,-27.9,755.6,775.7,0.2,76,Wind blowing from the south-west,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-13.7,,,2500 or more  or no clouds.,,,0.7,-30.8,No precipitation,12,,,,
15.01.2020 05:00,-28.4,755.4,775.3,,75,Wind blowing from the south-southwest,1,,3,,Haze. ,,,-28.4,-13.7,,,,,,1.6,-31.5,No precipitation,6,,,,
15.01.2020 02:00,-26.5,755.7,775.4,,77,Wind blowing from the south-southwest,0,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-13.7,,,2500 or more  or no clouds.,,,1.5,-29.3,No precipitation,12,,,,
14.01.2020 20:00,-21.5,755.6,775.5,0.7,81,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-13.7,,,,,,0.4,-23.9,No precipitation,12,,,,
14.01.2020 17:00,-17.6,754.9,774.6,,75,Wind blowing from the south-west,1,,4,no clouds, ,,,-23.8,-13.7,,,,,,1.5,-21.0,No precipitation,6,,,,
14.01.2020 14:00,-13.9,754.4,773.8,-0.4,66,Wind blowing from the south-west,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-11.6,,,1000-1500,,,3.1,-18.9,No precipitation,12,,,,
14.01.2020 11:00,-17.7,754.8,774.4,,82,Wind blowing from the south-west,2,,4,50%., ,,,-23.8,-11.5,,,1000-1500,,,1.7,-20.0,No precipitation,6,,,,
14.01.2020 08:00,-23.4,754.8,774.5,0.8,79,Wind blowing from the west-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-11.5,,,,,,0.8,-26.0,No precipitation,12,,,,
14.01.2020 05:00,-22.7,754.0,773.6,,80,Wind blowing from the south-southwest,1,,4,,Mist. ,,,-22.7,-11.5,,,,,,1.3,-25.2,No precipitation,6,,,,
14.01.2020 02:00,-20.2,753.6,772.9,,82,Wind blowing from the west-southwest,2,,6,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-11.5,,,2500 or more  or no clouds.,,,2.5,-22.5,No precipitation,12,,,,
13.01.2020 20:00,-18.0,752.0,771.4,1.3,80,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-11.5,,,,,,3.6,-20.7,No precipitation,12,,,,
13.01.2020 17:00,-15.2,750.7,769.9,,71,Wind blowing from the west-southwest,2,,7,no clouds, ,,,-17.7,-11.5,,,,,,3.2,-19.3,No precipitation,6,,,,
13.01.2020 14:00,-12.0,749.5,768.5,0.3,62,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-11.5,,,,,,7.0,-17.8,0.2,12,,,,
13.01.2020 11:00,-13.6,749.2,768.3,,72,Wind blowing from the south-west,3,,6,no clouds, ,,,-17.7,-12.7,,,,,,4.0,-17.6,0.1,6,,,,
13.01.2020 08:00,-17.4,748.6,767.9,1.3,82,Wind blowing from the west-southwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-12.7,,,2500 or more  or no clouds.,,,2.7,-19.7,0.2,12,,,,
13.01.2020 05:00,-14.9,747.3,766.4,,83,Wind blowing from the west-southwest,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,,,,,,,,2.2,-17.1,0.1,6,,,,
13.01.2020 02:00,-15.1,747.3,766.3,,84,Wind blowing from the west-southwest,2,,6,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-12.7,,,,,,3.2,-17.2,No precipitation,6,,,,
12.01.2020 20:00,-15.5,747.5,766.7,0.4,83,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-12.7,,,2500 or more  or no clouds.,,,2.3,-17.7,No precipitation,12,,,,
12.01.2020 17:00,-15.1,747.1,766.3,,79,Wind blowing from the south-west,3,,,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-12.7,,,1000-1500,,,2.3,-17.9,No precipitation,6,,,,
12.01.2020 14:00,-13.1,747.4,766.6,-1.2,75,Wind blowing from the south-west,4,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-12.7,,,2500 or more  or no clouds.,,,4.6,-16.6,No precipitation,12,,,,
12.01.2020 11:00,-14.7,748.6,767.9,,79,Wind blowing from the south-west,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-14.0,,,,,,3.1,-17.5,No precipitation,6,,,,
12.01.2020 08:00,-17.3,749.5,768.9,-0.2,84,Wind blowing from the south-southwest,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,,,,2500 or more  or no clouds.,,,1.4,-19.4,No precipitation,12,,,,
12.01.2020 05:00,-18.2,749.7,769.0,,83,Wind blowing from the south-southwest,2,,6,,Snow not falling as shower(s). ,,,-20.7,,,,,,,1.5,-20.4,No precipitation,6,,,,
12.01.2020 02:00,-19.3,750.6,769.9,,83,Wind blowing from the south-west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-14.0,,,2500 or more  or no clouds.,,,1.9,-21.5,No precipitation,12,,,,
11.01.2020 20:00,-18.4,751.5,770.9,1.0,83,Wind blowing from the south-west,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-13.0,,,2500 or more  or no clouds.,,,1.6,-20.6,Trace of precipitation,12,,,,
11.01.2020 17:00,-17.3,750.5,769.9,,80,Wind blowing from the west-southwest,3,,8,50%., ,,,-18.9,-13.0,,,1000-1500,,,2.1,-19.9,No precipitation,6,,,,
11.01.2020 14:00,-14.4,749.5,768.7,-0.2,76,Wind blowing from the west-southwest,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-7.8,,,2500 or more  or no clouds.,,,3.7,-17.7,No precipitation,12,,,,
11.01.2020 11:00,-14.7,749.7,768.7,,81,Wind blowing from the west-southwest,4,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,,,,,,,2.2,-17.2,No precipitation,6,,,,
11.01.2020 08:00,-17.9,749.2,768.6,0.9,84,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,,,,2500 or more  or no clouds.,,,2.1,-19.9,No precipitation,12,,,,
11.01.2020 05:00,-18.2,748.3,767.5,,84,Wind blowing from the south-west,1,,5,,Mist. ,,,-18.5,-7.8,,,,,,2.4,-20.2,No precipitation,6,,,,
11.01.2020 02:00,-16.4,748.1,767.1,,85,Wind blowing from the south-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-7.8,,,2500 or more  or no clouds.,,,1.6,-18.3,No precipitation,12,,,,
10.01.2020 20:00,-16.9,748.0,767.2,0.2,86,Wind blowing from the west-southwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-7.8,,,2500 or more  or no clouds.,,,1.0,-18.7,No precipitation,12,,,,
10.01.2020 17:00,-13.4,747.8,767.0,,83,Wind blowing from the south-west,1,,8,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-7.8,,,,,,1.6,-15.7,No precipitation,6,,,,
10.01.2020 14:00,-8.6,748.1,767.1,-1.5,79,Wind blowing from the west-southwest,3,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-8.6,,,2500 or more  or no clouds.,,,5.0,-11.6,No precipitation,12,,,,
10.01.2020 11:00,-11.6,749.6,768.7,,80,Wind blowing from the south-west,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-10.1,,,1000-1500,,,4.4,-14.4,No precipitation,6,,,,
10.01.2020 08:00,-14.9,750.7,769.9,-0.2,86,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-10.1,,,2500 or more  or no clouds.,,,2.4,-16.7,No precipitation,12,,,,
10.01.2020 05:00,-18.2,750.9,770.2,,83,Wind blowing from the south-southwest,1,,3,,Mist. ,,,-19.0,-10.1,,,,,,4.0,-20.4,No precipitation,6,,,,
10.01.2020 02:00,-18.1,751.8,770.9,,83,Wind blowing from the west-southwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-10.1,,,2500 or more  or no clouds.,,,2.9,-20.3,No precipitation,12,,,,
09.01.2020 20:00,-16.3,752.5,771.7,0.3,86,Wind blowing from the south-southwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-10.1,,,2500 or more  or no clouds.,,,2.0,-18.1,No precipitation,12,,,,
09.01.2020 17:00,-13.4,752.2,771.3,,78,Wind blowing from the south-west,2,,8,70 – 80%., ,,,-15.9,-10.1,,,1000-1500,,,2.3,-16.4,No precipitation,6,,,,
09.01.2020 14:00,-10.3,751.5,770.5,-0.7,72,Wind blowing from the south-west,5,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.9,,,2500 or more  or no clouds.,,,7.0,-14.5,No precipitation,12,,,,
09.01.2020 11:00,-11.8,752.2,771.3,,76,Wind blowing from the west-southwest,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,,,,,,,7.0,-15.2,No precipitation,6,,,,
