Local time in Weichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 02:00,-13.7,693.8,778.0,,79,Wind blowing from the north-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-2.7,,,2500 or more  or no clouds.,,,2.4,-16.6,No precipitation,12,,,,
24.01.2020 20:00,-11.8,694.0,780.9,0.5,72,Wind blowing from the north-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-2.7,,,2500 or more  or no clouds.,,,8.0,-15.8,No precipitation,12,,,,
24.01.2020 17:00,-4.6,693.5,778.9,,47,Wind blowing from the south-east,2,,5,50%., ,,,-21.4,-2.7,,,2500 or more  or no clouds.,,,12.0,-14.2,No precipitation,6,,,,
24.01.2020 14:00,-3.8,693.9,778.6,-2.5,40,Wind blowing from the south-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-0.3,,,2500 or more  or no clouds.,,,14.0,-15.7,No precipitation,12,,,,
24.01.2020 11:00,-11.1,696.4,782.3,,43,Wind blowing from the west-northwest,1,,7,50%., ,,,-21.4,,,,2500 or more  or no clouds.,,,17.0,-21.2,No precipitation,6,,,,
24.01.2020 08:00,-21.4,697.0,783.8,0.5,74,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,,,,,,,15.0,-24.9,No precipitation,12,,,,
24.01.2020 05:00,-19.6,696.5,782.0,,69,Wind blowing from the north-northeast,1,,7,, ,,,-19.6,-0.3,,,,,,30.0,-23.8,No precipitation,6,,,,
24.01.2020 02:00,-16.6,696.0,780.4,,62,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-0.3,,,2500 or more  or no clouds.,,,28.0,-22.2,No precipitation,12,,,,
23.01.2020 20:00,-8.5,694.4,779.2,2.0,45,Wind blowing from the north-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-0.3,,,,,,28.0,-18.3,No precipitation,12,,,,
23.01.2020 17:00,-3.5,692.4,776.4,,27,Wind blowing from the north-west,3,,8,no clouds, ,,,-14.4,-0.3,,,,,,30.0,-19.8,No precipitation,6,,,,
23.01.2020 14:00,-0.4,690.9,774.1,-0.9,26,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,1.9,,,,,,30.0,-17.6,No precipitation,12,,,,
23.01.2020 11:00,-4.7,691.8,775.6,,46,Wind blowing from the north,2,,5,no clouds, ,,,-14.4,1.9,,,,,,20.0,-14.8,No precipitation,6,,,,
23.01.2020 08:00,-12.1,690.5,774.9,1.9,81,Wind blowing from the north,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,,,,,,,12.0,-14.7,No precipitation,12,,,,
23.01.2020 05:00,-13.7,688.6,771.8,,83,Wind blowing from the north-east,1,,,, ,,,-17.8,1.9,,,,,,10.0,-16.0,No precipitation,6,,,,
23.01.2020 02:00,-13.0,687.9,770.8,,80,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,1.9,,,2500 or more  or no clouds.,,,6.0,-15.7,No precipitation,12,,,,
22.01.2020 20:00,-8.8,686.4,771.2,1.0,65,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,1.9,,,,,,13.0,-14.2,No precipitation,12,,,,
22.01.2020 17:00,-1.1,685.4,768.7,,44,Calm  no wind,0,,,no clouds, ,,,-17.8,1.9,,,,,,10.0,-11.8,No precipitation,6,,,,
22.01.2020 14:00,-0.6,685.6,768.6,,37,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-0.4,,,,,,12.0,-13.5,No precipitation,12,,,,
22.01.2020 11:00,-9.3,687.1,771.4,,55,Wind blowing from the north-west,1,,5,no clouds, ,,,-17.8,-0.4,,,,,,9.0,-16.7,No precipitation,6,,,,
22.01.2020 08:00,-17.6,687.4,772.6,0.6,78,Wind blowing from the north-northeast,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-0.4,,,2500 or more  or no clouds.,,,9.0,-20.5,No precipitation,12,,,,
22.01.2020 05:00,-17.1,686.8,770.6,,77,Wind blowing from the north,1,,5,, ,,,-20.9,-0.4,,,,,,11.0,-20.2,No precipitation,6,,,,
22.01.2020 02:00,-15.8,687.3,770.6,,78,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-0.4,,,2500 or more  or no clouds.,,,10.0,-18.8,No precipitation,12,,,,
21.01.2020 20:00,-10.9,686.8,772.6,1.3,64,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-0.4,,,,,,17.0,-16.4,No precipitation,12,,,,
21.01.2020 17:00,-3.3,685.5,769.6,,39,Wind blowing from the south,0,,7,70 – 80%., ,,,-20.9,-0.4,,,2500 or more  or no clouds.,,,12.0,-15.3,No precipitation,6,,,,
21.01.2020 14:00,-1.0,685.3,768.9,-1.8,33,Wind blowing from the south,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-0.8,,,,,,23.0,-15.2,No precipitation,12,,,,
21.01.2020 11:00,-10.5,687.1,772.0,,48,Wind blowing from the north-west,1,,5,no clouds, ,,,-20.9,-4.7,,,,,,12.0,-19.4,No precipitation,6,,,,
21.01.2020 08:00,-20.4,687.6,773.8,-0.1,75,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.7,,,,,,15.0,-23.7,No precipitation,12,,,,
21.01.2020 05:00,-19.8,687.7,772.6,,75,Wind blowing from the north-northeast,2,,5,, ,,,-20.1,-4.7,,,,,,27.0,-23.2,No precipitation,6,,,,
21.01.2020 02:00,-19.2,688.4,773.2,,73,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-4.7,,,2500 or more  or no clouds.,,,21.0,-22.8,No precipitation,12,,,,
20.01.2020 20:00,-13.0,688.5,773.6,0.5,53,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-4.7,,,,,,18.0,-20.6,No precipitation,12,,,,
20.01.2020 17:00,-6.5,688.0,772.2,,33,Wind blowing from the north-west,1,,8,no clouds, ,,,-16.4,-4.7,,,,,,30.0,-20.1,No precipitation,6,,,,
20.01.2020 14:00,-5.3,688.3,771.8,-0.6,32,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-4.3,,,,,,30.0,-19.4,No precipitation,12,,,,
20.01.2020 11:00,-7.8,688.9,772.6,,38,Wind blowing from the south,2,,11,no clouds, ,,,-16.4,-4.3,,,,,,30.0,-19.7,No precipitation,6,,,,
20.01.2020 08:00,-13.8,687.5,772.0,1.4,56,Wind blowing from the west-northwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-4.3,,,,,,30.0,-20.7,No precipitation,12,,,,
20.01.2020 05:00,-14.8,686.1,769.9,,61,Wind blowing from the north-east,1,,11,, ,,,-14.9,-4.3,,,,,,30.0,-20.8,No precipitation,6,,,,
20.01.2020 02:00,-11.6,686.2,769.2,,51,Wind blowing from the west-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-4.3,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
19.01.2020 20:00,-9.7,685.2,769.4,1.4,52,Wind blowing from the west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-4.3,,,,,,20.0,-17.7,No precipitation,12,,,,
19.01.2020 17:00,-6.2,683.8,766.9,,39,Wind blowing from the west,5,,12,20–30%., ,,,-14.3,-4.3,,,2500 or more  or no clouds.,,,20.0,-17.9,No precipitation,6,,,,
19.01.2020 14:00,-4.4,682.8,765.2,-2.1,36,Wind blowing from the west,4,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.0,,,2500 or more  or no clouds.,,,19.0,-17.2,No precipitation,12,,,,
19.01.2020 11:00,-9.4,684.9,768.0,,46,Wind blowing from the north-northeast,2,,13,70 – 80%., ,,,-14.3,-3.0,,,2500 or more  or no clouds.,,,22.0,-19.1,No precipitation,6,,,,
19.01.2020 08:00,-13.9,685.1,768.7,0.5,59,Wind blowing from the north,1,,14,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-3.0,,,2500 or more  or no clouds.,,,24.0,-20.2,No precipitation,12,,,,
19.01.2020 05:00,-12.5,684.6,767.6,,55,Wind blowing from the north,2,,14,, ,,,-18.8,-3.0,,,,,,30.0,-19.7,No precipitation,6,,,,
19.01.2020 02:00,-10.4,684.5,767.0,,52,Wind blowing from the west-northwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.0,,,2500 or more  or no clouds.,,,27.0,-18.4,No precipitation,12,,,,
18.01.2020 20:00,-6.1,684.1,768.4,0.9,51,Wind blowing from the west-northwest,4,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.0,,,2500 or more  or no clouds.,,,19.0,-14.8,No precipitation,12,,,,
18.01.2020 17:00,-4.5,683.2,766.5,,55,Wind blowing from the west,3,,10,70 – 80%., ,,,-18.8,-3.0,,,2500 or more  or no clouds.,,,14.0,-12.2,No precipitation,6,,,,
18.01.2020 14:00,-3.4,683.8,766.8,-2.4,51,Wind blowing from the west-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-1.8,,,2500 or more  or no clouds.,,,12.0,-12.1,No precipitation,12,,,,
18.01.2020 11:00,-10.1,686.2,770.6,,59,Wind blowing from the west,1,,5,70 – 80%., ,,,-18.8,-1.3,,,2500 or more  or no clouds.,,,7.0,-16.6,No precipitation,6,,,,
18.01.2020 08:00,-18.2,686.8,771.8,-0.6,81,Wind blowing from the north-east,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-1.3,,,2500 or more  or no clouds.,,,13.0,-20.7,No precipitation,12,,,,
18.01.2020 05:00,-15.5,687.4,771.4,,75,Wind blowing from the north-northeast,3,,7,, ,,,-19.1,-1.3,,,,,,19.0,-18.9,No precipitation,6,,,,
18.01.2020 02:00,-14.2,688.2,771.4,,75,Wind blowing from the north-northeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-1.3,,,2500 or more  or no clouds.,,,22.0,-17.7,No precipitation,12,,,,
17.01.2020 20:00,-9.2,688.9,774.1,1.2,49,Wind blowing from the north,2,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-1.3,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
17.01.2020 17:00,-4.9,687.7,771.7,,31,Wind blowing from the west-northwest,2,,11,50%., ,,,-19.1,-1.3,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,6,,,,
17.01.2020 14:00,-1.7,687.3,770.5,,25,Wind blowing from the west,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-1.3,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
17.01.2020 11:00,-9.9,689.3,774.0,,40,Wind blowing from the south-west,1,,5,20–30%., ,,,-19.1,-3.4,,,2500 or more  or no clouds.,,,10.0,-21.2,No precipitation,6,,,,
17.01.2020 08:00,-18.2,689.5,775.0,0.3,67,Wind blowing from the north,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-3.4,,,2500 or more  or no clouds.,,,10.0,-22.8,No precipitation,12,,,,
17.01.2020 05:00,-16.2,689.2,773.8,,63,Wind blowing from the north,2,,6,, ,,,-20.2,-3.4,,,,,,28.0,-21.6,No precipitation,6,,,,
17.01.2020 02:00,-14.2,690.1,774.2,,56,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.4,,,2500 or more  or no clouds.,,,24.0,-21.1,No precipitation,12,,,,
16.01.2020 20:00,-10.4,690.3,776.3,0.7,46,Wind blowing from the north-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.4,,,,,,28.0,-19.8,No precipitation,12,,,,
16.01.2020 17:00,-7.0,689.6,774.9,,42,Wind blowing from the east-southeast,1,,7,no clouds, ,,,-20.2,-3.4,,,,,,14.0,-18.0,No precipitation,6,,,,
16.01.2020 14:00,-5.1,690.1,774.8,-2.4,34,Wind blowing from the south-southwest,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.5,,,2500 or more  or no clouds.,,,14.0,-18.5,No precipitation,12,,,,
16.01.2020 11:00,-11.8,692.5,778.3,,49,Wind blowing from the north-northwest,1,,8,40%., ,,,-20.2,-3.5,,,2500 or more  or no clouds.,,,15.0,-20.4,No precipitation,6,,,,
16.01.2020 08:00,-20.0,693.0,779.5,0.8,70,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-3.5,,,,,,19.0,-24.1,No precipitation,12,,,,
16.01.2020 05:00,-19.6,692.2,777.8,,70,Wind blowing from the north,5,,8,, ,,,-22.4,-3.5,,,,,,26.0,-23.7,No precipitation,6,,,,
16.01.2020 02:00,-18.0,692.7,777.4,,69,Wind blowing from the north-northeast,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-3.5,,,2500 or more  or no clouds.,,,22.0,-22.3,No precipitation,12,,,,
15.01.2020 20:00,-11.4,691.7,778.4,1.3,54,Wind blowing from the north-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-3.5,,,,,,23.0,-18.9,No precipitation,12,,,,
15.01.2020 17:00,-7.0,690.4,775.9,,42,Wind blowing from the north-west,2,,7,40%., ,,,-22.4,-3.5,,,2500 or more  or no clouds.,,,24.0,-18.0,No precipitation,6,,,,
15.01.2020 14:00,-3.6,688.9,773.5,,34,Wind blowing from the west-southwest,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-3.5,,,2500 or more  or no clouds.,,,16.0,-17.2,No precipitation,12,,,,
15.01.2020 11:00,-12.9,690.7,776.8,,51,Wind blowing from the west-southwest,1,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,7.0,-20.9,,,,,,
15.01.2020 08:00,-22.1,690.7,777.7,0.5,75,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-5.8,,,,,,10.0,-25.3,No precipitation,12,,,,
15.01.2020 05:00,-20.5,690.2,776.2,,73,Calm  no wind,0,,,, ,,,-22.3,-5.8,,,,,,24.0,-24.1,No precipitation,6,,,,
15.01.2020 02:00,-19.5,690.7,776.1,,73,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-5.8,,,2500 or more  or no clouds.,,,18.0,-23.1,No precipitation,12,,,,
14.01.2020 20:00,-13.4,689.6,776.4,1.0,55,Wind blowing from the north-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-5.8,,,,,,20.0,-20.5,No precipitation,12,,,,
14.01.2020 17:00,-10.1,688.6,774.5,,45,Wind blowing from the east,1,,6,20–30%., ,,,-22.3,-5.8,,,2500 or more  or no clouds.,,,13.0,-19.8,No precipitation,6,,,,
14.01.2020 14:00,-7.2,688.5,773.6,-1.7,34,Wind blowing from the west-southwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-7.2,,,2500 or more  or no clouds.,,,15.0,-20.4,No precipitation,12,,,,
14.01.2020 11:00,-13.8,690.2,776.3,,49,Wind blowing from the north,2,,7,no clouds, ,,,-22.3,-7.9,,,,,,20.0,-22.2,No precipitation,6,,,,
14.01.2020 08:00,-21.9,690.5,777.7,0.2,68,Wind blowing from the north-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-7.9,,,,,,23.0,-26.2,No precipitation,12,,,,
14.01.2020 05:00,-20.8,690.3,776.7,,66,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,30.0,-25.5,,,,,,
14.01.2020 02:00,-19.4,690.3,775.8,,64,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-7.9,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,12,,,,
13.01.2020 20:00,-15.2,689.2,775.7,1.2,53,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-7.9,,,,,,29.0,-22.6,No precipitation,12,,,,
13.01.2020 17:00,-11.9,688.0,773.5,,44,Calm  no wind,0,,,no clouds, ,,,-18.9,-7.9,,,,,,30.0,-21.7,No precipitation,6,,,,
13.01.2020 14:00,-8.0,686.8,771.4,-1.1,35,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-6.2,,,,,,30.0,-20.8,No precipitation,12,,,,
13.01.2020 11:00,-12.5,687.9,773.2,,44,Wind blowing from the north-northwest,3,,7,no clouds, ,,,-18.9,-6.2,,,,,,30.0,-22.2,No precipitation,6,,,,
13.01.2020 08:00,-18.7,687.5,773.6,0.7,61,Wind blowing from the north-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,,,,,,,25.0,-24.4,No precipitation,12,,,,
13.01.2020 05:00,-16.9,686.8,771.9,,57,Wind blowing from the north,3,,,, ,,,,,,,,,,30.0,-23.4,,,,,,
13.01.2020 02:00,-16.7,686.8,771.2,,56,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-6.2,,,2500 or more  or no clouds.,,,30.0,-23.4,No precipitation,12,,,,
12.01.2020 20:00,-14.4,687.2,773.6,1.0,56,Wind blowing from the north,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-6.2,,,,,,30.0,-21.3,No precipitation,12,,,,
12.01.2020 17:00,-10.6,686.2,771.4,,41,Wind blowing from the north,1,,10,no clouds, ,,,-20.3,-6.2,,,,,,30.0,-21.3,No precipitation,6,,,,
12.01.2020 14:00,-6.7,685.3,769.3,-1.8,32,Wind blowing from the north-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-6.6,,,,,,30.0,-20.7,No precipitation,12,,,,
12.01.2020 11:00,-12.4,687.1,772.3,,50,Wind blowing from the north-northeast,2,,7,no clouds, ,,,-20.3,-7.5,,,,,,20.0,-20.7,No precipitation,6,,,,
12.01.2020 08:00,-20.3,687.5,773.8,0.7,73,Wind blowing from the north,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-7.5,,,,,,14.0,-23.9,No precipitation,12,,,,
12.01.2020 05:00,-18.4,686.8,772.0,,72,Wind blowing from the north,4,,6,, ,,,-18.4,-7.5,,,,,,22.0,-22.2,No precipitation,6,,,,
12.01.2020 02:00,-16.3,687.5,772.0,,66,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-7.5,,,2500 or more  or no clouds.,,,17.0,-21.2,No precipitation,12,,,,
11.01.2020 20:00,-13.5,688.0,773.8,0.3,57,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-7.5,,,2500 or more  or no clouds.,,,25.0,-20.2,No precipitation,12,,,,
11.01.2020 17:00,-9.5,687.7,772.4,,46,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%, ,,,-18.2,-7.5,,,,,,19.0,-19.0,No precipitation,6,,,,
11.01.2020 14:00,-7.7,687.5,771.9,-2.0,45,Wind blowing from the west-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-6.4,,,2500 or more  or no clouds.,,,25.0,-17.8,No precipitation,12,,,,
11.01.2020 11:00,-12.2,689.5,774.7,,53,Wind blowing from the west-northwest,1,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-5.8,,,2500 or more  or no clouds.,,,6.0,-20.0,No precipitation,6,,,,
11.01.2020 08:00,-17.9,689.8,775.7,0.6,73,Wind blowing from the north,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-5.8,,,,,,30.0,-21.6,No precipitation,12,,,,
11.01.2020 05:00,-15.4,689.2,774.1,,62,Wind blowing from the north,2,,9,, ,,,-15.5,-5.8,,,,,,30.0,-21.0,No precipitation,6,,,,
11.01.2020 02:00,-15.3,690.1,774.5,,58,Wind blowing from the north,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-5.8,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
10.01.2020 20:00,-12.7,689.5,774.4,1.3,56,Wind blowing from the north,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-5.8,,,,,,30.0,-19.7,No precipitation,12,,,,
10.01.2020 17:00,-9.4,688.2,772.5,,50,Wind blowing from the north-northwest,2,,11,no clouds, ,,,-14.8,-5.0,,,,,,30.0,-18.1,No precipitation,6,,,,
10.01.2020 14:00,-6.4,687.3,771.3,-0.7,41,Wind blowing from the west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-2.7,,,,,,30.0,-17.5,No precipitation,12,,,,
10.01.2020 11:00,-7.7,688.0,772.1,,45,Wind blowing from the west,4,,,no clouds, ,,,,,,,,,,30.0,-17.8,,,,,,
10.01.2020 08:00,-11.8,688.0,772.2,-0.3,63,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-2.7,,,,,,25.0,-17.4,No precipitation,12,,,,
10.01.2020 05:00,-12.4,688.3,772.0,,68,Wind blowing from the north,2,,5,, ,,,-21.4,-2.7,,,,,,25.0,-17.1,No precipitation,6,,,,
