Local time in Fuding,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 08:00,12.3,764.5,767.9,1.0,98,Wind blowing from the south-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,12.0,14.0,,,300-600,,,2.8,12.0,0.4,12,,,,
25.01.2020 05:00,12.1,763.5,766.9,,98,Wind blowing from the north,1,,3,,Rain (not freezing) not falling as shower(s). ,,,12.1,14.0,,,,,,5.0,11.8,0.3,6,,,,
25.01.2020 02:00,12.5,764.2,767.6,-1.7,95,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,14.0,,,2500 or more  or no clouds.,,,6.0,11.7,0.1,12,,,,
24.01.2020 23:00,12.6,765.9,769.3,,95,Wind blowing from the west-southwest,1,,,,Rain (not freezing) not falling as shower(s). ,,,12.6,14.0,,,,,,7.0,11.8,0.1,6,,,,
24.01.2020 20:00,13.4,765.7,769.0,1.0,86,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,14.0,,,600-1000,,,12.0,11.1,No precipitation,12,,,,
24.01.2020 17:00,13.6,764.7,768.1,,85,Wind blowing from the north,1,,5,100%., ,,,12.9,,,,600-1000,,,16.0,11.1,No precipitation,6,,,,
24.01.2020 14:00,13.8,764.5,767.9,-1.5,83,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,600-1000,,,29.0,11.0,No precipitation,12,,,,
24.01.2020 11:00,13.4,766.0,769.3,,91,Wind blowing from the north-northeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,600-1000,,,10.0,12.0,No precipitation,6,,,,
24.01.2020 08:00,13.0,765.2,768.6,1.0,97,Wind blowing from the north-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,600-1000,,,6.0,12.5,0.1,12,,,,
24.01.2020 05:00,13.0,764.2,767.5,,99,Wind blowing from the west-northwest,1,,5,,Rain (not freezing) not falling as shower(s). ,,,12.1,17.3,,,,,,6.0,12.8,0.1,6,,,,
24.01.2020 02:00,12.9,764.1,767.5,-0.4,97,Wind blowing from the north-west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.3,,,2500 or more  or no clouds.,,,5.0,12.4,0.2,12,,,,
23.01.2020 23:00,13.0,764.5,767.8,,96,Wind blowing from the north-northwest,1,,,,Rain (not freezing) not falling as shower(s). ,,,12.1,17.3,,,,,,9.0,12.4,0.1,6,,,,
23.01.2020 20:00,13.6,763.6,767.0,1.5,94,Wind blowing from the north-northwest,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.3,,,600-1000,,,13.0,12.7,0.1,12,,,,
23.01.2020 17:00,15.5,762.1,765.5,,85,Wind blowing from the north,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,20.3,,,600-1000,,,5.0,13.0,No precipitation,6,,,,
23.01.2020 14:00,17.2,761.2,764.6,-2.0,76,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,22.6,,,600-1000,,,7.0,12.9,No precipitation,12,,,,
23.01.2020 11:00,15.7,763.2,766.6,,86,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,,,,300-600,,,5.0,13.4,No precipitation,6,,,,
23.01.2020 08:00,12.7,762.3,765.7,1.2,97,Wind blowing from the north,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,600-1000,,,8.0,12.2,No precipitation,12,,,,
23.01.2020 05:00,12.3,761.1,764.4,,98,Wind blowing from the north,1,,4,,Mist. ,,,11.5,22.6,,,,,,6.0,12.0,No precipitation,6,,,,
23.01.2020 02:00,13.0,760.9,764.2,-0.2,97,Wind blowing from the north-northwest,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,22.6,,,2500 or more  or no clouds.,,,7.0,12.5,No precipitation,12,,,,
22.01.2020 23:00,14.1,761.1,764.4,,93,Wind blowing from the north,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.5,22.6,,,,,,7.0,13.0,No precipitation,6,,,,
22.01.2020 20:00,16.0,760.8,764.2,1.1,85,Wind blowing from the west-northwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,22.6,,,600-1000,,,8.0,13.5,No precipitation,12,,,,
22.01.2020 17:00,20.3,759.7,763.0,,63,Wind blowing from the south-southeast,2,,6,40%., ,,,11.4,22.6,,,2500 or more  or no clouds.,,,20.0,13.0,No precipitation,6,,,,
22.01.2020 14:00,22.3,759.4,762.7,-2.8,58,Wind blowing from the south-southeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,22.4,,,2500 or more  or no clouds.,,,23.0,13.6,No precipitation,12,,,,
22.01.2020 11:00,18.6,762.2,765.6,,61,Wind blowing from the south-southeast,2,,3,40%., ,,,11.4,18.6,,,2500 or more  or no clouds.,,,9.0,10.9,No precipitation,6,,,,
22.01.2020 08:00,11.6,762.9,766.3,,86,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,6.0,9.3,No precipitation,6,,,,
22.01.2020 05:00,11.7,762.7,766.1,,83,Wind blowing from the south-west,1,,2,, ,,,8.2,15.0,,,,,,8.0,8.9,No precipitation,6,,,,
22.01.2020 02:00,11.7,764.1,767.5,-1.0,82,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,15.0,,,2500 or more  or no clouds.,,,8.0,8.7,No precipitation,12,,,,
21.01.2020 23:00,11.5,765.1,768.4,,80,Wind blowing from the north-northwest,1,,,, ,,,7.3,15.0,,,,,,8.0,8.2,No precipitation,6,,,,
21.01.2020 20:00,11.7,766.0,769.5,1.0,80,Wind blowing from the west,0,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.0,,,600-1000,,,7.0,8.4,No precipitation,12,,,,
21.01.2020 17:00,14.0,765.0,768.4,,64,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,7.3,15.0,,,600-1000,,,9.0,7.3,No precipitation,6,,,,
21.01.2020 14:00,14.6,765.9,769.3,-2.8,55,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.0,,,600-1000,,,11.0,5.7,No precipitation,12,,,,
21.01.2020 11:00,13.1,768.7,772.1,,51,Wind blowing from the south-east,1,,3,100%., ,,,7.3,13.1,,,600-1000,,,12.0,3.2,No precipitation,6,,,,
21.01.2020 08:00,8.8,768.1,771.6,0.9,80,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.6,,,600-1000,,,9.0,5.5,No precipitation,12,,,,
21.01.2020 05:00,8.3,767.2,770.7,,80,Wind blowing from the south-west,1,,4,, ,,,7.3,12.6,,,,,,10.0,5.1,No precipitation,6,,,,
21.01.2020 02:00,7.6,767.6,771.1,-0.2,82,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.6,,,2500 or more  or no clouds.,,,8.0,4.7,No precipitation,12,,,,
20.01.2020 23:00,8.9,767.8,771.3,,76,Wind blowing from the north-west,1,,,, ,,,8.7,12.6,,,,,,10.0,4.9,No precipitation,6,,,,
20.01.2020 20:00,10.9,767.3,770.8,1.4,71,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.6,,,600-1000,,,15.0,5.7,No precipitation,12,,,,
20.01.2020 17:00,11.6,765.9,769.3,,69,Wind blowing from the south-east,2,,5,90  or more  but not 100%, ,,,8.7,12.6,,,600-1000,,,13.0,6.1,No precipitation,6,,,,
20.01.2020 14:00,11.9,765.1,768.6,-1.8,69,Wind blowing from the east-southeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.6,,,600-1000,,,13.0,6.4,No precipitation,12,,,,
20.01.2020 11:00,11.3,766.9,770.3,,74,Wind blowing from the north,1,,3,90  or more  but not 100%, ,,,8.7,14.4,,,600-1000,,,10.0,6.8,No precipitation,6,,,,
20.01.2020 08:00,9.2,766.6,770.0,1.5,92,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,600-1000,,,7.0,8.0,No precipitation,12,,,,
20.01.2020 05:00,8.9,765.1,768.6,,93,Wind blowing from the north,1,,3,,Rain (not freezing) not falling as shower(s). ,,,7.5,14.4,,,,,,6.0,7.8,No precipitation,6,,,,
20.01.2020 02:00,9.5,765.3,768.7,-0.1,82,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,14.4,,,2500 or more  or no clouds.,,,9.0,6.6,No precipitation,12,,,,
19.01.2020 23:00,10.3,765.4,768.8,,78,Wind blowing from the east,1,,,, ,,,7.3,14.4,,,,,,12.0,6.6,No precipitation,6,,,,
19.01.2020 20:00,10.6,765.2,768.7,1.0,74,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,14.4,,,1000-1500,,,15.0,6.2,No precipitation,12,,,,
19.01.2020 17:00,11.1,764.2,767.6,,69,Wind blowing from the east-southeast,2,,5,100%., ,,,7.3,14.4,,,1000-1500,,,19.0,5.6,No precipitation,6,,,,
19.01.2020 14:00,12.6,763.3,766.7,-1.5,61,Wind blowing from the south-southeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,14.4,,,1000-1500,,,30.0,5.3,No precipitation,12,,,,
19.01.2020 11:00,13.6,764.8,768.2,,56,Wind blowing from the south-east,2,,4,90  or more  but not 100%, ,,,7.3,13.6,,,1000-1500,,,29.0,5.0,No precipitation,6,,,,
19.01.2020 08:00,8.0,765.1,768.6,,79,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,600-1000,,,14.0,4.6,No precipitation,6,,,,
19.01.2020 05:00,7.5,764.3,767.8,,74,Wind blowing from the north,2,,4,, ,,,7.3,10.8,,,,,,16.0,3.2,No precipitation,6,,,,
19.01.2020 02:00,7.4,764.6,768.1,-0.8,75,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.8,,,2500 or more  or no clouds.,,,16.0,3.3,No precipitation,12,,,,
18.01.2020 23:00,7.4,765.4,768.9,,77,Wind blowing from the north-west,1,,,,Rain (not freezing) not falling as shower(s). ,,,7.4,10.8,,,,,,14.0,3.6,No precipitation,6,,,,
18.01.2020 20:00,8.1,765.2,768.7,1.1,64,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,10.8,,,600-1000,,,29.0,1.7,No precipitation,12,,,,
18.01.2020 17:00,9.4,764.1,767.5,,59,Wind blowing from the north-northeast,1,,5,100%., ,,,7.8,12.0,,,600-1000,,,30.0,1.8,No precipitation,6,,,,
18.01.2020 14:00,10.6,764.0,767.5,-2.1,55,Wind blowing from the west-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,13.0,,,600-1000,,,29.0,1.9,No precipitation,12,,,,
18.01.2020 11:00,9.4,766.1,769.6,,55,Wind blowing from the north,1,,6,100%., ,,,7.8,,,,600-1000,,,30.0,0.8,No precipitation,6,,,,
18.01.2020 08:00,8.2,766.0,769.5,1.5,63,Wind blowing from the north-west,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,13.4,,,600-1000,,,30.0,1.6,No precipitation,12,,,,
18.01.2020 05:00,8.2,764.5,767.9,,64,Wind blowing from the east-northeast,2,,8,, ,,,8.2,13.4,,,,,,30.0,1.8,No precipitation,6,,,,
18.01.2020 02:00,8.8,765.4,768.8,0.0,62,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.4,,,2500 or more  or no clouds.,,,30.0,1.9,No precipitation,12,,,,
17.01.2020 23:00,9.8,765.4,768.8,,60,Wind blowing from the north-east,3,,,, ,,,9.8,13.4,,,,,,30.0,2.4,No precipitation,6,,,,
17.01.2020 20:00,10.7,765.2,768.7,1.2,56,Wind blowing from the north-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,13.4,,,600-1000,,,30.0,2.3,No precipitation,12,,,,
17.01.2020 17:00,12.0,764.0,767.4,,54,Wind blowing from the north-northeast,3,,9,100%., ,,,10.0,13.4,,,600-1000,,,30.0,3.0,No precipitation,6,,,,
17.01.2020 14:00,12.5,763.1,766.5,,56,Wind blowing from the north,5,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,13.5,,,600-1000,,,30.0,4.0,,,,,,
17.01.2020 11:00,12.6,765.2,768.6,,65,Wind blowing from the north,1,,4,100%., ,,,10.0,13.5,,,600-1000,,,30.0,6.2,No precipitation,6,,,,
17.01.2020 08:00,10.2,764.9,768.3,,83,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,13.5,,,2500 or more  or no clouds.,,,30.0,7.4,2.0,12,,,,
17.01.2020 02:00,10.4,763.2,766.6,-0.1,93,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,13.5,,,2500 or more  or no clouds.,,,14.0,9.3,3.0,12,,,,
16.01.2020 23:00,11.6,763.3,766.6,,87,Wind blowing from the north-northwest,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.6,13.5,,,,,,25.0,9.5,2.0,6,,,,
16.01.2020 20:00,12.2,762.9,766.3,1.4,96,Wind blowing from the north-northwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,13.5,,,300-600,,,5.0,11.6,2.0,12,,,,
16.01.2020 17:00,12.7,761.5,764.8,,92,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,13.5,,,300-600,,,15.0,11.4,No precipitation,6,,,,
16.01.2020 14:00,12.9,760.6,764.0,-1.8,92,Wind blowing from the south-east,0,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,12.9,,,600-1000,,,12.0,11.6,2.0,12,,,,
16.01.2020 11:00,11.8,762.4,765.7,,94,Wind blowing from the south-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,11.8,,,600-1000,,,14.0,10.9,2.0,6,,,,
16.01.2020 08:00,10.1,762.8,766.3,0.3,99,Wind blowing from the west-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.1,,,600-1000,,,3.0,9.9,0.9,12,,,,
16.01.2020 05:00,9.8,762.5,766.0,,99,Wind blowing from the north,1,,2,,Mist. ,,,,10.0,,,,,,2.9,9.7,0.1,6,,,,
16.01.2020 02:00,9.6,763.8,767.2,-0.6,99,Wind blowing from the west-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.2,,,2500 or more  or no clouds.,,,3.5,9.5,0.2,12,,,,
15.01.2020 23:00,9.6,764.4,767.8,,96,Wind blowing from the north-west,1,,,,Mist. ,,,7.5,10.6,,,,,,4.8,9.0,0.1,6,,,,
15.01.2020 20:00,9.2,764.6,768.1,0.2,96,Wind blowing from the north,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.7,,,600-1000,,,3.3,8.6,2.0,12,,,,
15.01.2020 17:00,10.0,764.4,767.8,,85,Wind blowing from the east-northeast,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,13.3,,,600-1000,,,5.0,7.6,0.1,6,,,,
15.01.2020 14:00,9.5,764.2,767.7,,84,Wind blowing from the south-southwest,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,600-1000,,,5.0,6.9,2.0,12,,,,
15.01.2020 11:00,8.3,766.6,770.0,,87,Wind blowing from the north-east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,600-1000,,,3.6,6.3,2.0,6,,,,
15.01.2020 08:00,7.9,767.4,770.8,0.9,76,Wind blowing from the north-northwest,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.6,,,600-1000,,,4.5,3.9,0.5,12,,,,
15.01.2020 05:00,8.9,766.5,769.9,,70,Wind blowing from the north-northwest,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.3,17.6,,,,,,5.0,3.7,No precipitation,6,,,,
15.01.2020 02:00,10.1,766.4,769.8,,68,Wind blowing from the north-northeast,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.6,,,2500 or more  or no clouds.,,,6.0,4.3,No precipitation,12,,,,
14.01.2020 23:00,10.6,766.9,770.2,,64,Wind blowing from the north-northeast,2,,,,Haze. ,,,8.3,17.6,,,,,,6.0,3.9,No precipitation,6,,,,
14.01.2020 20:00,11.7,766.3,769.8,1.5,69,Wind blowing from the east,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.6,,,600-1000,,,6.0,6.2,No precipitation,12,,,,
14.01.2020 17:00,13.3,764.8,768.1,,66,Wind blowing from the north-northeast,3,,6,100%., ,,,8.3,17.6,,,600-1000,,,10.0,7.1,No precipitation,6,,,,
14.01.2020 14:00,15.7,762.8,766.2,-1.6,60,Wind blowing from the south-east,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.6,,,600-1000,,,20.0,8.0,No precipitation,12,,,,
14.01.2020 11:00,15.2,764.4,767.8,,59,Wind blowing from the east-southeast,1,,3,70 – 80%., ,,,8.3,15.2,,,600-1000,,,12.0,7.2,No precipitation,6,,,,
14.01.2020 08:00,9.6,764.5,768.0,1.2,84,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,13.4,,,600-1000,,,8.0,7.0,No precipitation,12,,,,
14.01.2020 05:00,9.8,763.3,766.6,,81,Wind blowing from the west,1,,4,, ,,,7.3,13.4,,,,,,8.0,6.7,No precipitation,6,,,,
14.01.2020 02:00,10.5,764.0,767.4,-0.1,71,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.4,,,2500 or more  or no clouds.,,,8.0,5.5,No precipitation,12,,,,
13.01.2020 23:00,10.7,764.1,767.5,,66,Wind blowing from the north,2,,,, ,,,7.3,13.4,,,,,,8.0,4.6,No precipitation,6,,,,
13.01.2020 20:00,11.0,764.0,767.5,1.3,62,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.4,,,600-1000,,,8.0,4.0,No precipitation,12,,,,
13.01.2020 17:00,12.4,762.7,766.0,,57,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,7.3,13.4,,,600-1000,,,11.0,4.1,No precipitation,6,,,,
13.01.2020 14:00,12.5,762.3,765.7,-2.0,56,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,16.8,,,600-1000,,,11.0,4.0,No precipitation,12,,,,
13.01.2020 11:00,10.3,764.3,767.8,,63,Wind blowing from the south,2,,4,100%., ,,,7.3,,,,600-1000,,,8.0,3.6,No precipitation,6,,,,
13.01.2020 08:00,7.8,764.5,768.0,0.2,72,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,600-1000,,,8.0,3.1,No precipitation,12,,,,
13.01.2020 05:00,8.5,764.3,767.7,,65,Calm  no wind,0,,,, ,,,8.5,16.8,,,,,,11.0,2.3,No precipitation,6,,,,
13.01.2020 02:00,9.3,764.5,767.8,-0.4,63,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,16.8,,,2500 or more  or no clouds.,,,17.0,2.6,No precipitation,12,,,,
12.01.2020 23:00,10.1,764.9,768.3,,68,Wind blowing from the north-northwest,1,,,, ,,,10.1,16.8,,,,,,15.0,4.3,No precipitation,6,,,,
12.01.2020 20:00,10.4,764.1,767.5,2.3,65,Wind blowing from the north-northeast,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.8,,,600-1000,,,26.0,4.1,No precipitation,12,,,,
12.01.2020 17:00,13.3,761.8,765.2,,57,Wind blowing from the south-southeast,3,,,no clouds, ,,,10.9,16.8,,,,,,30.0,5.0,No precipitation,6,,,,
12.01.2020 14:00,15.6,761.2,764.6,-2.7,43,Wind blowing from the north,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.9,,,600-1000,,,30.0,3.1,No precipitation,12,,,,
12.01.2020 11:00,13.5,763.9,767.2,,49,Wind blowing from the north-east,3,,8,90  or more  but not 100%, ,,,10.9,14.2,,,600-1000,,,30.0,3.0,No precipitation,6,,,,
12.01.2020 08:00,11.2,763.6,767.0,1.4,62,Wind blowing from the north,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,,,,600-1000,,,30.0,4.2,Trace of precipitation,12,,,,
12.01.2020 05:00,11.4,762.2,765.6,,63,Wind blowing from the north,2,,6,, ,,,11.2,14.8,,,,,,30.0,4.6,No precipitation,6,,,,
12.01.2020 02:00,11.3,761.7,765.1,0.2,78,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,14.8,,,2500 or more  or no clouds.,,,30.0,7.6,0.1,12,,,,
11.01.2020 23:00,11.3,761.5,764.8,,82,Wind blowing from the north,2,,,,Rain (not freezing) not falling as shower(s). ,,,11.2,14.8,,,,,,19.0,8.3,No precipitation,6,,,,
11.01.2020 20:00,12.4,760.6,764.0,,93,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.8,,,600-1000,,,15.0,11.3,1.0,12,,,,
11.01.2020 17:00,13.7,759.5,762.9,,90,Wind blowing from the north-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,600-1000,,,20.0,12.1,0.8,6,,,,
11.01.2020 14:00,13.7,759.1,762.5,-1.5,95,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,14.8,,,300-600,,,5.0,12.9,1.0,12,,,,
11.01.2020 11:00,14.1,760.6,763.9,,92,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,14.8,,,600-1000,,,6.0,12.8,0.3,6,,,,
