Local time in Lhasa,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 17:00,2.9,485.9,759.1,,6,Wind blowing from the north-west,2,,6,90  or more  but not 100%, ,,,-11.1,3.4,,,,,,30.0,-31.3,No precipitation,6,,,,
25.01.2020 14:00,-1.4,489.3,766.0,,10,Wind blowing from the west-southwest,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.4,,,1000-1500,,,30.0,-29.1,No precipitation,12,,,,
25.01.2020 11:00,-7.3,491.4,771.4,,20,Wind blowing from the east,2,,6,no clouds, ,,,-11.1,-1.0,,,,,,28.0,-26.5,No precipitation,6,,,,
25.01.2020 08:00,-10.5,490.5,771.7,0.3,25,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-1.0,,,,,,30.0,-26.8,No precipitation,12,,,,
25.01.2020 05:00,-8.2,490.2,769.1,,18,Wind blowing from the east,3,,7,, ,,,-8.2,-1.0,,,,,,30.0,-28.4,No precipitation,6,,,,
25.01.2020 02:00,-6.2,490.7,768.4,,14,Wind blowing from the east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-1.0,,,2500 or more  or no clouds.,,,30.0,-29.4,No precipitation,12,,,,
24.01.2020 23:00,-3.9,490.7,767.8,,10,Wind blowing from the north,2,,10,, ,,,-5.1,-1.0,,,,,,30.0,-31.1,No precipitation,6,,,,
24.01.2020 20:00,-3.6,489.7,767.2,0.8,7,Wind blowing from the north,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,-0.7,,,2500 or more  or no clouds.,,,30.0,-34.6,No precipitation,12,,,,
24.01.2020 17:00,-2.4,488.9,764.2,,9,Wind blowing from the north-northwest,2,,10,100%., ,,,-5.1,2.5,,,1000-1500,,,30.0,-31.0,No precipitation,6,,,,
24.01.2020 14:00,-1.9,489.0,763.6,-0.4,7,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,,,,1000-1500,,,30.0,-33.3,No precipitation,12,,,,
24.01.2020 11:00,-3.3,489.4,764.9,,15,Wind blowing from the north-east,2,,9,90  or more  but not 100%, ,,,-5.1,,,,1000-1500,,,30.0,-26.3,No precipitation,6,,,,
24.01.2020 08:00,-5.0,487.8,762.2,0.9,17,Wind blowing from the north-northeast,2,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.0,,,1000-1500,,,30.0,-26.3,No precipitation,12,,,,
24.01.2020 05:00,-3.6,486.9,758.2,,15,Wind blowing from the north-northeast,3,,14,, ,,,-7.3,5.0,,,,,,30.0,-26.5,No precipitation,6,,,,
24.01.2020 02:00,-2.9,486.6,757.0,0.8,13,Wind blowing from the north-northeast,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.0,,,2500 or more  or no clouds.,,,30.0,-27.5,No precipitation,12,,,,
23.01.2020 23:00,-2.4,485.8,759.0,,18,Wind blowing from the north-northeast,4,,14,, ,,,-7.3,5.0,,,,,,30.0,-23.5,No precipitation,6,,,,
23.01.2020 20:00,-0.6,483.8,756.8,1.7,17,Wind blowing from the north-northeast,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.0,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,12,,,,
23.01.2020 17:00,2.5,482.1,750.7,,7,Wind blowing from the north-northeast,6,,13,90  or more  but not 100%, ,,,-7.3,7.3,,,,,,14.0,-29.9,No precipitation,6,,,,
23.01.2020 14:00,2.8,483.7,751.6,-2.5,12,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.6,,,,,,30.0,-23.8,No precipitation,12,,,,
23.01.2020 11:00,-2.9,486.2,757.3,,22,Wind blowing from the east,2,,6,no clouds, ,,,-7.3,7.6,,,,,,27.0,-21.7,No precipitation,6,,,,
23.01.2020 08:00,-6.3,485.1,756.3,0.0,26,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,7.6,,,,,,30.0,-22.7,No precipitation,12,,,,
23.01.2020 05:00,-3.8,485.1,752.7,,20,Wind blowing from the east,2,,8,, ,,,-6.5,7.6,,,,,,30.0,-23.5,No precipitation,6,,,,
23.01.2020 02:00,-1.2,485.3,752.3,0.2,15,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,7.6,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
22.01.2020 23:00,1.4,485.1,752.0,,9,Wind blowing from the north-east,3,,11,, ,,,-6.5,7.6,,,,,,30.0,-28.1,No precipitation,6,,,,
22.01.2020 20:00,3.8,484.3,754.2,,8,Wind blowing from the south-southwest,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,7.6,,,2500 or more  or no clouds.,,,19.0,-27.5,No precipitation,12,,,,
22.01.2020 17:00,7.2,484.5,750.4,,5,Wind blowing from the west-southwest,3,,11,90  or more  but not 100%, ,,,-6.5,7.6,,,,,,30.0,-30.0,No precipitation,6,,,,
22.01.2020 14:00,5.8,486.5,753.7,,5,Wind blowing from the west-southwest,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.9,,,1000-1500,,,30.0,-31.0,No precipitation,12,,,,
22.01.2020 11:00,3.2,487.8,756.1,,10,Wind blowing from the west-southwest,3,,6,60%., ,,,-6.5,4.5,,,1000-1500,,,20.0,-25.5,No precipitation,6,,,,
22.01.2020 08:00,-5.0,486.2,758.1,0.5,32,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.5,,,,,,22.0,-19.2,No precipitation,12,,,,
22.01.2020 05:00,-1.6,485.7,754.3,,22,Wind blowing from the east,2,,,, ,,,-8.3,4.5,,,,,,30.0,-20.6,No precipitation,6,,,,
22.01.2020 02:00,-0.4,486.3,755.0,0.1,17,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.5,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
21.01.2020 23:00,1.8,486.2,756.7,,12,Wind blowing from the east,2,,6,, ,,,-8.3,4.5,,,,,,28.0,-24.6,No precipitation,6,,,,
21.01.2020 20:00,2.2,485.6,759.1,-0.1,12,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.5,,,2500 or more  or no clouds.,,,16.0,-24.3,No precipitation,12,,,,
21.01.2020 17:00,4.0,485.7,756.2,,9,Wind blowing from the north-west,1,,6,90  or more  but not 100%, ,,,-8.3,4.9,,,,,,30.0,-26.1,No precipitation,6,,,,
21.01.2020 14:00,3.2,487.6,759.4,,9,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.9,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
21.01.2020 11:00,-2.2,488.9,763.4,,21,Wind blowing from the east-southeast,1,,4,no clouds, ,,,-8.3,4.9,,,,,,30.0,-21.6,No precipitation,6,,,,
21.01.2020 08:00,-8.3,487.3,762.2,1.3,35,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.9,,,,,,30.0,-21.1,No precipitation,12,,,,
21.01.2020 05:00,-4.8,486.0,757.1,,21,Wind blowing from the east,2,,9,, ,,,-6.1,4.9,,,,,,30.0,-23.8,No precipitation,6,,,,
21.01.2020 02:00,-4.5,486.1,757.7,,17,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,4.9,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
20.01.2020 23:00,-2.4,486.3,758.8,,9,Wind blowing from the north,1,,9,, ,,,-5.8,4.9,,,,,,16.0,-31.0,No precipitation,6,,,,
20.01.2020 20:00,1.6,485.4,757.3,0.1,4,Wind blowing from the south-west,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,4.9,,,1000-1500,,,26.0,-36.4,No precipitation,12,,,,
20.01.2020 17:00,3.2,485.3,755.1,,5,Wind blowing from the west,1,,7,70 – 80%., ,,,-5.8,5.7,,,1000-1500,,,30.0,-32.9,No precipitation,6,,,,
20.01.2020 14:00,2.2,487.0,757.2,-0.9,8,Wind blowing from the west,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,7.5,,,1000-1500,,,30.0,-28.7,No precipitation,12,,,,
20.01.2020 11:00,-1.3,487.9,759.4,,20,Wind blowing from the west,3,,8,no clouds, ,,,-5.8,7.5,,,,,,30.0,-21.4,No precipitation,6,,,,
20.01.2020 08:00,-5.1,486.2,757.6,0.6,32,Wind blowing from the west,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,7.5,,,,,,30.0,-19.2,No precipitation,12,,,,
20.01.2020 05:00,-3.3,485.6,754.2,,28,Wind blowing from the west,2,,,, ,,,-3.5,7.5,,,,,,30.0,-19.2,No precipitation,6,,,,
20.01.2020 02:00,-1.3,485.4,753.0,,20,Wind blowing from the west-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,7.5,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
19.01.2020 23:00,0.7,485.1,753.6,,15,Wind blowing from the south-west,4,,13,, ,,,-3.5,7.5,,,,,,30.0,-23.0,No precipitation,6,,,,
19.01.2020 20:00,3.0,483.2,750.9,1.1,11,Wind blowing from the south,5,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,7.5,,,1000-1500,,,16.0,-24.6,No precipitation,12,,,,
19.01.2020 17:00,5.5,482.1,747.7,,8,Wind blowing from the south,2,,,100%., ,,,-3.5,10.5,,,1000-1500,,,30.0,-26.2,No precipitation,6,,,,
19.01.2020 14:00,5.0,485.1,750.4,,10,Wind blowing from the west-southwest,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,10.6,,,1000-1500,,,30.0,-24.1,No precipitation,12,,,,
19.01.2020 11:00,1.1,487.3,755.0,,25,Wind blowing from the south-southwest,2,,11,20–30%., ,,,-3.5,10.6,,,1000-1500,,,30.0,-16.7,No precipitation,6,,,,
19.01.2020 08:00,-1.5,486.6,753.9,0.2,30,Wind blowing from the west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,10.6,,,,,,30.0,-16.8,No precipitation,12,,,,
19.01.2020 05:00,-1.3,486.4,751.5,,28,Wind blowing from the west,2,,11,, ,,,-4.9,10.6,,,,,,30.0,-17.5,No precipitation,6,,,,
19.01.2020 02:00,2.5,486.2,750.7,,16,Wind blowing from the south-west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,10.6,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
18.01.2020 23:00,4.3,485.3,750.7,,14,Wind blowing from the south-southwest,2,,,, ,,,-4.9,10.6,,,,,,30.0,-20.9,No precipitation,6,,,,
18.01.2020 20:00,7.0,483.6,751.0,-0.1,11,Wind blowing from the west-southwest,3,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,10.6,,,1000-1500,,,30.0,-21.5,No precipitation,12,,,,
18.01.2020 17:00,10.4,483.7,746.7,,7,Wind blowing from the south,3,,10,20–30%., ,,,-4.9,12.4,,,1000-1500,,,30.0,-24.0,No precipitation,6,,,,
18.01.2020 14:00,7.4,486.5,751.3,-1.6,14,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,13.3,,,,,,30.0,-18.4,No precipitation,12,,,,
18.01.2020 11:00,3.2,488.1,754.0,,26,Wind blowing from the west,2,,7,no clouds, ,,,-4.9,13.3,,,,,,30.0,-14.5,No precipitation,6,,,,
18.01.2020 08:00,-4.6,486.9,754.8,0.7,46,Wind blowing from the south-southwest,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,13.3,,,,,,28.0,-14.5,No precipitation,12,,,,
18.01.2020 05:00,-0.2,486.2,749.5,,31,Wind blowing from the west,2,,14,, ,,,-3.8,13.3,,,,,,30.0,-15.3,No precipitation,6,,,,
18.01.2020 02:00,2.1,486.7,750.1,,25,Wind blowing from the west-northwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,13.3,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
17.01.2020 23:00,6.1,486.3,752.1,,16,Wind blowing from the south-west,2,,14,, ,,,-3.8,13.3,,,,,,25.0,-17.9,No precipitation,6,,,,
17.01.2020 20:00,9.2,484.4,750.1,0.7,11,Wind blowing from the south-west,3,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,13.3,,,1000-1500,,,16.0,-19.8,No precipitation,12,,,,
17.01.2020 17:00,12.2,483.7,747.1,,9,Wind blowing from the south-southwest,4,,12,90  or more  but not 100%, ,,,-3.8,13.3,,,1000-1500,,,27.0,-19.8,No precipitation,6,,,,
17.01.2020 14:00,10.3,486.5,751.8,,11,Wind blowing from the west-southwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,13.3,,,1000-1500,,,30.0,-18.9,No precipitation,12,,,,
17.01.2020 11:00,1.8,488.1,758.2,,28,Wind blowing from the east,2,,3,no clouds, ,,,-3.8,,,,,,,20.0,-14.8,No precipitation,6,,,,
17.01.2020 08:00,-3.2,486.6,755.5,1.1,39,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,13.3,,,,,,30.0,-15.2,No precipitation,12,,,,
17.01.2020 05:00,-2.7,485.5,749.6,,41,Wind blowing from the east,1,,,, ,,,-5.0,13.3,,,,,,18.0,-14.4,No precipitation,6,,,,
17.01.2020 02:00,-1.5,485.6,751.5,,30,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,13.3,,,2500 or more  or no clouds.,,,12.0,-16.8,No precipitation,12,,,,
16.01.2020 23:00,0.3,484.8,753.9,,24,Wind blowing from the south-east,0,,5,,Haze. ,,,-5.0,13.3,,,,,,6.0,-17.9,No precipitation,6,,,,
16.01.2020 20:00,5.9,483.9,751.9,-0.2,13,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,13.3,,,,,,20.0,-20.4,No precipitation,12,,,,
16.01.2020 17:00,12.7,484.1,747.4,,7,Wind blowing from the north-west,1,,5,no clouds, ,,,-5.0,14.1,,,,,,30.0,-22.3,No precipitation,6,,,,
16.01.2020 14:00,8.3,486.8,754.0,-2.1,12,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,14.1,,,,,,30.0,-19.5,No precipitation,12,,,,
16.01.2020 11:00,0.5,488.9,760.0,,19,Wind blowing from the east,2,,4,no clouds, ,,,-5.0,,,,,,,30.0,-20.5,No precipitation,6,,,,
16.01.2020 08:00,-4.4,487.7,756.3,1.1,31,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,14.1,,,,,,30.0,-19.0,No precipitation,12,,,,
16.01.2020 05:00,-2.7,486.6,750.7,,27,Wind blowing from the east,1,,10,, ,,,-5.6,14.1,,,,,,30.0,-19.1,No precipitation,6,,,,
16.01.2020 02:00,-2.7,486.1,751.6,,20,Wind blowing from the south-southwest,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,14.1,,,2500 or more  or no clouds.,,,15.0,-22.6,No precipitation,12,,,,
15.01.2020 23:00,0.5,485.7,754.3,,12,Wind blowing from the north-northwest,0,,10,,Haze. ,,,-5.6,14.1,,,,,,6.0,-25.7,No precipitation,6,,,,
15.01.2020 20:00,8.6,484.8,752.0,0.2,4,Wind blowing from the west-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,14.1,,,,,,21.0,-31.4,No precipitation,12,,,,
15.01.2020 17:00,13.9,484.6,748.0,,2,Wind blowing from the west-southwest,4,,10,no clouds, ,,,-5.6,14.1,,,,,,30.0,-34.9,No precipitation,6,,,,
15.01.2020 14:00,10.9,486.6,752.5,,4,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,14.1,,,,,,30.0,-29.7,No precipitation,12,,,,
15.01.2020 11:00,1.7,488.2,757.6,,25,Wind blowing from the east-southeast,1,,3,no clouds, ,,,-5.6,,,,,,,12.0,-16.2,No precipitation,6,,,,
15.01.2020 08:00,-4.9,486.9,757.2,0.9,39,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,,,,,,,25.0,-16.7,No precipitation,12,,,,
15.01.2020 05:00,-3.6,486.0,750.2,,24,Wind blowing from the west-southwest,1,,9,, ,,,-7.8,14.1,,,,,,30.0,-21.3,No precipitation,6,,,,
15.01.2020 02:00,-3.3,485.6,752.5,,30,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,14.1,,,2500 or more  or no clouds.,,,10.0,-18.4,No precipitation,12,,,,
14.01.2020 23:00,1.6,485.0,754.3,,14,Wind blowing from the north-west,2,,9,,Haze. ,,,-7.8,14.1,,,,,,5.0,-23.1,No precipitation,6,,,,
14.01.2020 20:00,5.6,483.9,754.0,0.3,8,Wind blowing from the south-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,14.1,,,,,,11.0,-26.1,No precipitation,12,,,,
14.01.2020 17:00,13.9,483.6,747.1,,4,Wind blowing from the south-west,3,,6,no clouds, ,,,-7.8,14.1,,,,,,30.0,-27.6,No precipitation,6,,,,
14.01.2020 14:00,8.4,486.3,753.3,-2.2,13,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,11.2,,,,,,21.0,-18.4,No precipitation,12,,,,
14.01.2020 11:00,-1.1,488.5,762.6,,30,Wind blowing from the east,2,,4,no clouds, ,,,-7.8,,,,,,,29.0,-16.5,No precipitation,6,,,,
14.01.2020 08:00,-7.6,487.0,760.9,0.5,51,Wind blowing from the east-northeast,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,11.2,,,,,,30.0,-16.0,No precipitation,12,,,,
14.01.2020 05:00,-4.8,486.5,753.6,,40,Wind blowing from the east,1,,3,, ,,,-7.3,11.2,,,,,,30.0,-16.6,No precipitation,6,,,,
14.01.2020 02:00,-2.9,487.1,756.4,0.2,36,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,11.2,,,2500 or more  or no clouds.,,,27.0,-15.9,No precipitation,12,,,,
13.01.2020 23:00,-3.2,486.9,760.3,,33,Wind blowing from the east,1,,4,,Haze. ,,,-7.3,11.2,,,,,,3.4,-17.2,No precipitation,6,,,,
13.01.2020 20:00,2.2,486.1,759.3,-0.8,17,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,11.2,,,2500 or more  or no clouds.,,,11.0,-20.4,No precipitation,12,,,,
13.01.2020 17:00,10.4,486.9,754.6,,8,Wind blowing from the south-southeast,1,,4,no clouds, ,,,-7.3,10.9,,,,,,30.0,-22.5,No precipitation,6,,,,
13.01.2020 14:00,5.4,489.5,760.2,,12,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.9,,,,,,30.0,-21.8,No precipitation,12,,,,
13.01.2020 11:00,-1.4,491.7,767.5,,23,Wind blowing from the east,2,,4,no clouds, ,,,-7.3,7.9,,,,,,24.0,-19.9,No precipitation,6,,,,
13.01.2020 08:00,-7.2,490.5,768.0,0.4,36,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,7.9,,,,,,30.0,-19.7,No precipitation,12,,,,
13.01.2020 05:00,-5.6,490.1,761.1,,34,Wind blowing from the east,1,,4,, ,,,-8.7,7.9,,,,,,30.0,-19.0,No precipitation,6,,,,
13.01.2020 02:00,-3.1,490.2,763.0,,25,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,7.9,,,2500 or more  or no clouds.,,,27.0,-20.4,No precipitation,12,,,,
12.01.2020 23:00,-2.8,490.3,767.1,,24,Wind blowing from the east-northeast,1,,,, ,,,-8.7,7.9,,,,,,8.0,-20.6,No precipitation,6,,,,
12.01.2020 20:00,-0.9,489.1,766.6,-0.1,16,Wind blowing from the south-southeast,0,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,7.9,,,1000-1500,,,8.0,-23.6,No precipitation,12,,,,
12.01.2020 17:00,7.9,489.2,760.3,,7,Wind blowing from the south-southwest,1,,6,70 – 80%., ,,,-8.7,7.9,,,1000-1500,,,30.0,-25.9,No precipitation,6,,,,
12.01.2020 14:00,2.7,492.2,767.0,-2.0,10,Wind blowing from the south-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.4,,,,,,30.0,-25.9,No precipitation,12,,,,
12.01.2020 11:00,-4.2,494.2,773.2,,21,Wind blowing from the east,2,,6,no clouds, ,,,-8.7,5.4,,,,,,30.0,-23.3,No precipitation,6,,,,
12.01.2020 08:00,-8.4,492.9,772.3,0.3,29,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,5.4,,,,,,30.0,-23.3,No precipitation,12,,,,
12.01.2020 05:00,-6.5,492.6,767.1,,23,Wind blowing from the east-northeast,2,,6,, ,,,-9.4,5.4,,,,,,30.0,-24.2,No precipitation,6,,,,
12.01.2020 02:00,-4.8,491.8,767.6,0.6,20,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,5.4,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
11.01.2020 23:00,-2.8,491.2,769.3,,17,Wind blowing from the east,2,,,, ,,,-9.4,5.4,,,,,,12.0,-24.5,No precipitation,6,,,,
