Local time in Qionghai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,24.2,758.5,760.6,,78,Wind blowing from the east-southeast,4,,9,70 – 80%., ,,,21.3,25.9,,,600-1000,,,30.0,20.1,No precipitation,6,,,,
24.01.2020 14:00,25.5,759.6,761.8,-1.8,72,Wind blowing from the east-southeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.2,,,600-1000,,,29.0,20.1,No precipitation,12,,,,
24.01.2020 11:00,24.6,761.4,763.6,,78,Wind blowing from the south-southeast,3,,9,90  or more  but not 100%, ,,,21.3,26.4,,,600-1000,,,28.0,20.5,No precipitation,6,,,,
24.01.2020 08:00,22.0,760.5,762.7,1.3,94,Wind blowing from the south-east,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,600-1000,,,12.0,21.0,No precipitation,12,,,,
24.01.2020 05:00,22.2,759.2,761.3,,92,Wind blowing from the south-east,2,,6,, ,,,19.2,26.4,,,,,,19.0,20.8,No precipitation,6,,,,
24.01.2020 02:00,21.3,759.8,762.0,-0.5,95,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,26.4,,,2500 or more  or no clouds.,,,9.0,20.5,No precipitation,12,,,,
23.01.2020 23:00,21.8,760.3,762.5,,93,Wind blowing from the south-east,2,,,, ,,,18.9,26.4,,,,,,13.0,20.6,No precipitation,6,,,,
23.01.2020 20:00,22.3,759.1,761.3,0.8,91,Wind blowing from the south-east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,26.4,,,600-1000,,,17.0,20.8,No precipitation,12,,,,
23.01.2020 17:00,25.8,758.3,760.5,,72,Wind blowing from the south-east,3,,,40%., ,,,18.9,26.4,,,600-1000,,,30.0,20.4,No precipitation,6,,,,
23.01.2020 14:00,25.5,759.2,761.4,-2.2,75,Wind blowing from the south-east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,26.9,,,600-1000,,,26.0,20.7,No precipitation,12,,,,
23.01.2020 11:00,24.7,761.4,763.6,,80,Wind blowing from the south,1,,2,70 – 80%., ,,,18.9,26.9,,,600-1000,,,17.0,21.0,No precipitation,6,,,,
23.01.2020 08:00,19.9,760.4,762.6,1.1,97,Wind blowing from the south-west,1,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,600-1000,,,3.8,19.4,No precipitation,12,,,,
23.01.2020 05:00,19.2,759.3,761.5,,96,Wind blowing from the east-northeast,1,,5,,Mist. ,,,18.9,26.9,,,,,,5.0,18.5,No precipitation,6,,,,
23.01.2020 02:00,19.3,760.1,762.3,-0.7,96,Wind blowing from the south-west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.9,,,2500 or more  or no clouds.,,,4.0,18.6,No precipitation,12,,,,
22.01.2020 23:00,20.4,760.8,763.0,,95,Wind blowing from the south-southeast,1,,6,,Mist. ,,,19.3,26.9,,,,,,3.9,19.6,No precipitation,6,,,,
22.01.2020 20:00,21.8,760.3,762.4,0.5,91,Wind blowing from the south-east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.9,,,600-1000,,,13.0,20.3,No precipitation,12,,,,
22.01.2020 17:00,24.8,759.8,762.0,,75,Wind blowing from the south-east,3,,6,50%., ,,,19.3,26.9,,,600-1000,,,22.0,20.1,No precipitation,6,,,,
22.01.2020 14:00,26.7,760.4,762.6,-2.6,63,Wind blowing from the south-east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.8,,,600-1000,,,23.0,19.1,No precipitation,12,,,,
22.01.2020 11:00,23.9,763.0,765.1,,79,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,19.3,25.1,,,600-1000,,,16.0,20.0,No precipitation,6,,,,
22.01.2020 08:00,19.4,761.7,763.9,,96,Wind blowing from the east-northeast,0,,,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,,,,600-1000,,,3.0,18.7,No precipitation,6,,,,
22.01.2020 05:00,19.6,760.7,762.9,,96,Wind blowing from the west,1,,6,,Mist. ,,,17.1,25.1,,,,,,5.0,18.9,No precipitation,6,,,,
22.01.2020 02:00,20.5,762.0,764.2,-1.0,93,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.1,,,2500 or more  or no clouds.,,,7.0,19.3,No precipitation,12,,,,
21.01.2020 23:00,20.4,763.0,765.2,,92,Wind blowing from the west,1,,8,, ,,,17.1,25.1,,,,,,10.0,19.1,No precipitation,6,,,,
21.01.2020 20:00,21.5,762.5,764.7,0.3,86,Wind blowing from the east-southeast,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.1,,,600-1000,,,18.0,19.1,No precipitation,12,,,,
21.01.2020 17:00,23.6,762.2,764.4,,74,Wind blowing from the east,3,,8,70 – 80%., ,,,17.1,25.1,,,600-1000,,,25.0,18.7,No precipitation,6,,,,
21.01.2020 14:00,24.9,762.8,765.0,-1.9,65,Wind blowing from the east,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.1,,,600-1000,,,26.0,17.9,No precipitation,12,,,,
21.01.2020 11:00,24.1,764.7,766.9,,68,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,17.1,24.9,,,600-1000,,,22.0,17.8,No precipitation,6,,,,
21.01.2020 08:00,17.4,763.6,765.8,1.2,96,Wind blowing from the north,0,,2,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,24.9,,,600-1000,,,2.8,16.8,No precipitation,12,,,,
21.01.2020 05:00,17.3,762.4,764.6,,95,Wind blowing from the east,0,,7,,Mist. ,,,17.3,24.9,,,,,,5.0,16.5,No precipitation,6,,,,
21.01.2020 02:00,18.5,762.9,765.1,-0.7,93,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.9,,,2500 or more  or no clouds.,,,8.0,17.3,No precipitation,12,,,,
20.01.2020 23:00,19.4,763.6,765.8,,90,Wind blowing from the south-southwest,1,,8,, ,,,18.9,24.9,,,,,,10.0,17.7,No precipitation,6,,,,
20.01.2020 20:00,20.7,763.0,765.1,0.9,84,Wind blowing from the east-southeast,1,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.9,,,600-1000,,,12.0,17.9,No precipitation,12,,,,
20.01.2020 17:00,23.1,762.1,764.3,,71,Wind blowing from the east,4,,8,60%., ,,,18.9,24.9,,,600-1000,,,21.0,17.6,No precipitation,6,,,,
20.01.2020 14:00,24.2,762.5,764.7,-1.4,67,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.9,,,600-1000,,,26.0,17.7,No precipitation,12,,,,
20.01.2020 11:00,23.3,763.9,766.1,,74,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,18.9,24.3,,,600-1000,,,21.0,18.4,No precipitation,6,,,,
20.01.2020 08:00,19.5,763.1,765.3,1.5,94,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,600-1000,,,7.0,18.5,No precipitation,12,,,,
20.01.2020 05:00,19.2,761.6,763.8,,95,Wind blowing from the east-northeast,1,,6,,Mist. ,,,18.9,24.3,,,,,,6.0,18.4,No precipitation,6,,,,
20.01.2020 02:00,19.1,761.9,764.1,-0.8,95,Wind blowing from the west-northwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,24.3,,,2500 or more  or no clouds.,,,7.0,18.3,No precipitation,12,,,,
19.01.2020 23:00,19.8,762.7,764.9,,91,Wind blowing from the north,0,,7,, ,,,19.7,24.3,,,,,,11.0,18.3,No precipitation,6,,,,
19.01.2020 20:00,20.9,762.4,764.5,1.2,86,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,24.3,,,600-1000,,,15.0,18.5,2.0,12,,,,
19.01.2020 17:00,23.3,761.2,763.4,,75,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%, ,,,19.7,24.3,,,600-1000,,,21.0,18.6,No precipitation,6,,,,
19.01.2020 14:00,23.7,761.5,763.6,-1.7,71,Wind blowing from the south-east,4,,,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,24.2,,,600-1000,,,24.0,18.1,2.0,12,,,,
19.01.2020 11:00,22.3,763.2,765.4,,86,Wind blowing from the south,2,,4,, ,,,19.7,23.7,,,,,,12.0,19.8,2.0,6,,,,
19.01.2020 08:00,20.1,762.1,764.2,,95,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,23.7,,,600-1000,,,4.4,19.3,No precipitation,6,,,,
19.01.2020 05:00,19.7,760.7,762.9,,94,Wind blowing from the north-east,1,,7,,Mist. ,,,19.2,23.7,,,,,,7.0,18.7,No precipitation,6,,,,
19.01.2020 02:00,20.1,760.9,763.1,-0.7,92,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,23.7,,,2500 or more  or no clouds.,,,10.0,18.8,No precipitation,12,,,,
18.01.2020 23:00,20.5,761.6,763.8,,89,Wind blowing from the east-southeast,1,,8,, ,,,19.2,23.7,,,,,,13.0,18.6,No precipitation,6,,,,
18.01.2020 20:00,21.4,760.6,762.7,1.2,84,Wind blowing from the east-southeast,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,23.7,,,600-1000,,,13.0,18.6,Trace of precipitation,12,,,,
18.01.2020 17:00,23.3,759.4,761.6,,75,Wind blowing from the east,4,,8,90  or more  but not 100%, ,,,19.2,23.7,,,600-1000,,,17.0,18.6,No precipitation,6,,,,
18.01.2020 14:00,23.1,760.3,762.5,-2.0,77,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,23.2,,,600-1000,,,16.0,18.8,0.1,12,,,,
18.01.2020 11:00,22.5,762.3,764.5,,80,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,24.7,,,600-1000,,,9.0,18.9,No precipitation,6,,,,
18.01.2020 08:00,19.3,761.8,763.9,1.1,95,Wind blowing from the north,2,,5,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,600-1000,,,3.0,18.5,0.1,12,,,,
18.01.2020 05:00,19.8,760.7,762.9,,93,Wind blowing from the north-west,1,,7,,Mist. ,,,18.4,24.7,,,,,,3.8,18.6,0.1,6,,,,
18.01.2020 02:00,20.4,761.5,763.7,-0.4,93,Wind blowing from the west-northwest,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,2500 or more  or no clouds.,,,3.8,19.2,0.1,12,,,,
17.01.2020 23:00,20.9,761.9,764.1,,89,Wind blowing from the north-east,1,,8,,Mist. ,,,18.4,24.7,,,,,,5.0,19.0,No precipitation,6,,,,
17.01.2020 20:00,21.2,761.3,763.5,0.7,86,Wind blowing from the east-northeast,3,,8,70 – 80%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,24.7,,,600-1000,,,7.0,18.8,2.0,12,,,,
17.01.2020 17:00,21.7,760.6,762.7,,85,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,24.7,,,300-600,,,7.0,19.1,2.0,6,,,,
17.01.2020 14:00,21.6,761.0,763.2,,92,Wind blowing from the north,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,300-600,,,5.0,20.2,2.0,12,,,,
17.01.2020 11:00,23.4,762.9,765.1,,83,Wind blowing from the north-northwest,1,,4,70 – 80%., ,,,18.4,26.9,,,600-1000,,,9.0,20.3,No precipitation,6,,,,
17.01.2020 08:00,19.7,762.1,764.2,1.7,97,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,26.9,,,600-1000,,,1.8,19.2,No precipitation,12,,,,
17.01.2020 05:00,18.4,760.4,762.6,,96,Wind blowing from the north-east,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,16.1,26.9,,,,,,0.1,17.8,No precipitation,6,,,,
17.01.2020 02:00,19.7,760.8,763.0,0.0,96,Wind blowing from the west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,26.9,,,2500 or more  or no clouds.,,,2.9,19.0,No precipitation,12,,,,
16.01.2020 23:00,20.7,760.8,763.0,,94,Calm  no wind,0,,,,Mist. ,,,16.1,26.9,,,,,,5.0,19.7,No precipitation,6,,,,
16.01.2020 20:00,22.1,760.0,762.2,1.2,89,Wind blowing from the east,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,26.9,,,600-1000,,,9.0,20.2,No precipitation,12,,,,
16.01.2020 17:00,24.6,758.8,760.9,,72,Wind blowing from the east-southeast,4,,,60%., ,,,16.1,26.9,,,600-1000,,,15.0,19.2,No precipitation,6,,,,
16.01.2020 14:00,26.7,759.1,761.2,-1.8,55,Wind blowing from the east-northeast,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,26.7,,,600-1000,,,14.0,16.9,No precipitation,12,,,,
16.01.2020 11:00,24.5,760.9,763.1,,72,Wind blowing from the east-southeast,1,,2,70 – 80%., ,,,16.1,25.9,,,600-1000,,,14.0,19.1,No precipitation,6,,,,
16.01.2020 08:00,16.4,760.0,762.1,0.6,97,Wind blowing from the south,1,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,25.9,,,600-1000,,,4.2,15.9,No precipitation,12,,,,
16.01.2020 05:00,16.8,759.4,761.5,,95,Calm  no wind,0,,,,Mist. ,,,16.8,25.9,,,,,,4.8,16.0,No precipitation,6,,,,
16.01.2020 02:00,17.7,759.4,761.6,0.0,94,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.9,,,2500 or more  or no clouds.,,,8.0,16.7,No precipitation,12,,,,
15.01.2020 23:00,18.9,759.4,761.6,,94,Wind blowing from the west,0,,8,,Mist. ,,,17.1,25.9,,,,,,6.0,17.9,No precipitation,6,,,,
15.01.2020 20:00,20.5,758.8,760.9,0.3,88,Wind blowing from the east-southeast,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.9,,,600-1000,,,13.0,18.4,No precipitation,12,,,,
15.01.2020 17:00,23.8,758.5,760.6,,69,Wind blowing from the east-southeast,3,,9,70 – 80%., ,,,17.1,25.9,,,600-1000,,,9.0,17.8,No precipitation,6,,,,
15.01.2020 14:00,25.0,759.1,761.2,,60,Wind blowing from the east-southeast,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.6,,,600-1000,,,24.0,16.7,No precipitation,12,,,,
15.01.2020 11:00,24.2,761.5,763.6,,68,Wind blowing from the south-east,4,,9,70 – 80%., ,,,17.1,25.6,,,600-1000,,,24.0,17.9,No precipitation,6,,,,
15.01.2020 08:00,17.5,761.0,763.2,1.2,95,Wind blowing from the south-southwest,1,,2,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,,,,600-1000,,,4.9,16.7,No precipitation,12,,,,
15.01.2020 05:00,17.6,759.8,762.0,,95,Wind blowing from the west,1,,7,,Mist. ,,,17.3,25.6,,,,,,7.0,16.8,No precipitation,6,,,,
15.01.2020 02:00,18.3,760.3,762.4,,94,Wind blowing from the south-west,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.6,,,2500 or more  or no clouds.,,,7.0,17.3,No precipitation,12,,,,
14.01.2020 23:00,18.5,760.6,762.8,,94,Wind blowing from the south-southwest,1,,9,, ,,,17.3,25.6,,,,,,8.0,17.5,No precipitation,6,,,,
14.01.2020 20:00,20.6,759.8,762.0,0.6,83,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.6,,,,,,15.0,17.6,No precipitation,12,,,,
14.01.2020 17:00,23.6,759.2,761.4,,69,Wind blowing from the south-east,5,,9,50%., ,,,17.3,25.6,,,600-1000,,,22.0,17.6,No precipitation,6,,,,
14.01.2020 14:00,25.3,759.7,761.8,-2.2,58,Wind blowing from the east-southeast,5,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.6,,,600-1000,,,27.0,16.4,No precipitation,12,,,,
14.01.2020 11:00,23.5,761.9,764.1,,71,Wind blowing from the east-southeast,4,,7,70 – 80%., ,,,17.3,25.0,,,600-1000,,,22.0,17.9,No precipitation,6,,,,
14.01.2020 08:00,17.8,761.2,763.4,1.2,97,Wind blowing from the south,1,,2,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.0,,,600-1000,,,3.0,17.3,No precipitation,12,,,,
14.01.2020 05:00,17.4,760.0,762.2,,95,Wind blowing from the west,1,,7,,Mist. ,,,17.4,25.0,,,,,,3.6,16.6,No precipitation,6,,,,
14.01.2020 02:00,18.3,759.9,762.1,-0.1,94,Wind blowing from the south-west,0,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,25.0,,,2500 or more  or no clouds.,,,4.1,17.3,No precipitation,12,,,,
13.01.2020 23:00,19.3,760.0,762.2,,93,Wind blowing from the south-west,1,,7,,Mist. ,,,18.0,25.0,,,,,,6.0,18.1,No precipitation,6,,,,
13.01.2020 20:00,20.7,759.4,761.5,1.0,85,Wind blowing from the south-east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,25.0,,,600-1000,,,12.0,18.1,No precipitation,12,,,,
13.01.2020 17:00,23.3,758.4,760.6,,72,Wind blowing from the east-southeast,4,,7,60%., ,,,18.0,25.0,,,600-1000,,,18.0,18.0,No precipitation,6,,,,
13.01.2020 14:00,24.0,758.9,761.1,-2.2,67,Wind blowing from the east,5,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,25.0,,,600-1000,,,19.0,17.5,No precipitation,12,,,,
13.01.2020 11:00,23.6,761.1,763.3,,69,Wind blowing from the east-northeast,3,,7,60%., ,,,18.0,23.7,,,600-1000,,,13.0,17.6,No precipitation,6,,,,
13.01.2020 08:00,18.4,760.2,762.4,0.7,94,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,600-1000,,,4.0,17.4,No precipitation,12,,,,
13.01.2020 05:00,19.0,759.5,761.7,,88,Wind blowing from the north-northwest,1,,4,, ,,,18.7,22.0,,,,,,7.0,17.0,No precipitation,6,,,,
13.01.2020 02:00,19.2,759.9,762.1,-0.5,86,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.0,,,2500 or more  or no clouds.,,,9.0,16.8,No precipitation,12,,,,
12.01.2020 23:00,19.4,760.4,762.6,,85,Wind blowing from the north-northeast,1,,7,, ,,,19.1,22.0,,,,,,9.0,16.8,No precipitation,6,,,,
12.01.2020 20:00,19.7,759.2,761.4,0.3,85,Wind blowing from the east-northeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.2,,,600-1000,,,9.0,17.1,Trace of precipitation,12,,,,
12.01.2020 17:00,21.3,758.9,761.1,,76,Wind blowing from the north-east,3,,7,100%., ,,,19.1,24.9,,,600-1000,,,11.0,16.9,No precipitation,6,,,,
12.01.2020 14:00,21.2,759.5,761.7,-1.8,78,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,300-600,,,9.0,17.2,Trace of precipitation,12,,,,
12.01.2020 11:00,21.9,761.3,763.5,,80,Wind blowing from the north,3,,6,90  or more  but not 100%, ,,,19.1,,,,600-1000,,,7.0,18.3,No precipitation,6,,,,
12.01.2020 08:00,19.5,760.4,762.6,1.2,88,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.5,,,600-1000,,,5.0,17.5,No precipitation,12,,,,
12.01.2020 05:00,19.5,759.2,761.4,,91,Wind blowing from the north-northeast,3,,7,,Mist. ,,,18.7,26.5,,,,,,4.0,18.0,No precipitation,6,,,,
12.01.2020 02:00,20.5,759.2,761.3,0.0,95,Wind blowing from the north,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,26.5,,,2500 or more  or no clouds.,,,3.8,19.7,No precipitation,12,,,,
11.01.2020 23:00,21.4,759.2,761.4,,94,Wind blowing from the north-northwest,2,,8,,Mist. ,,,18.7,26.5,,,,,,6.0,20.4,No precipitation,6,,,,
11.01.2020 20:00,22.2,758.3,760.5,,90,Wind blowing from the east-northeast,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,26.5,,,600-1000,,,10.0,20.5,No precipitation,12,,,,
11.01.2020 17:00,24.9,757.6,759.8,,77,Wind blowing from the east-northeast,4,,8,70 – 80%., ,,,18.7,26.5,,,600-1000,,,18.0,20.6,No precipitation,6,,,,
11.01.2020 14:00,26.4,757.9,760.0,-1.9,68,Wind blowing from the east,5,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,26.4,,,600-1000,,,20.0,20.0,No precipitation,12,,,,
11.01.2020 11:00,24.6,759.8,762.0,,80,Wind blowing from the north-east,3,,4,90  or more  but not 100%, ,,,18.7,26.0,,,600-1000,,,11.0,20.9,No precipitation,6,,,,
11.01.2020 08:00,19.4,759.0,761.2,1.0,97,Wind blowing from the north,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,26.0,,,600-1000,,,3.9,18.9,No precipitation,12,,,,
11.01.2020 05:00,19.1,758.0,760.2,,96,Wind blowing from the north-northeast,1,,6,,Mist. ,,,19.1,26.0,,,,,,6.0,18.4,No precipitation,6,,,,
11.01.2020 02:00,19.8,758.3,760.5,-0.5,96,Wind blowing from the west-southwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,26.0,,,2500 or more  or no clouds.,,,2.3,19.1,No precipitation,12,,,,
10.01.2020 23:00,20.8,758.8,761.0,,93,Wind blowing from the north-west,1,,8,, ,,,20.1,26.0,,,,,,7.0,19.6,No precipitation,6,,,,
10.01.2020 20:00,22.0,758.4,760.6,0.8,90,Wind blowing from the east,2,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,26.0,,,600-1000,,,11.0,20.3,No precipitation,12,,,,
10.01.2020 17:00,24.0,757.6,759.8,,79,Wind blowing from the east-southeast,3,,8,70 – 80%., ,,,20.1,26.0,,,600-1000,,,18.0,20.1,No precipitation,6,,,,
