Local time in Haikou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,26.2,754.3,759.9,,65,Wind blowing from the south-east,5,,10,20–30%., ,,,21.2,27.1,,,300-600,,,30.0,19.1,No precipitation,6,,,,
24.01.2020 14:00,26.7,755.6,761.2,-1.9,64,Wind blowing from the south-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,27.5,,,300-600,,,30.0,19.3,No precipitation,12,,,,
24.01.2020 11:00,25.1,757.5,763.2,,72,Wind blowing from the south-east,4,,8,90  or more  but not 100%, ,,,21.2,27.5,,,300-600,,,30.0,19.7,No precipitation,6,,,,
24.01.2020 08:00,21.3,756.7,762.4,1.1,95,Wind blowing from the east-southeast,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,27.5,,,300-600,,,13.0,20.5,No precipitation,12,,,,
24.01.2020 05:00,21.5,755.6,761.2,,95,Wind blowing from the south-east,4,,9,, ,,,20.5,27.5,,,,,,16.0,20.7,No precipitation,6,,,,
24.01.2020 02:00,21.5,756.1,761.8,-0.3,95,Wind blowing from the south-east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,27.5,,,2500 or more  or no clouds.,,,13.0,20.7,No precipitation,12,,,,
23.01.2020 23:00,21.9,756.4,762.1,,93,Wind blowing from the east-southeast,4,,9,, ,,,20.5,27.5,,,,,,11.0,20.7,No precipitation,6,,,,
23.01.2020 20:00,23.8,755.4,761.1,1.2,75,Wind blowing from the east-southeast,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,27.5,,,300-600,,,30.0,19.1,No precipitation,12,,,,
23.01.2020 17:00,27.1,754.2,759.8,,59,Wind blowing from the south-southeast,3,,7,60%., ,,,20.5,27.5,,,300-600,,,30.0,18.4,No precipitation,6,,,,
23.01.2020 14:00,24.8,755.5,761.2,-2.3,81,Wind blowing from the north-northeast,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,27.4,,,300-600,,,26.0,21.3,No precipitation,12,,,,
23.01.2020 11:00,24.2,757.8,763.5,,79,Wind blowing from the south-east,3,,,70 – 80%., ,,,20.5,25.8,,,300-600,,,30.0,20.3,No precipitation,6,,,,
23.01.2020 08:00,20.7,756.8,762.5,1.1,96,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,300-600,,,12.0,20.0,No precipitation,12,,,,
23.01.2020 05:00,20.6,755.7,761.4,,96,Wind blowing from the east-southeast,1,,7,, ,,,19.4,25.8,,,,,,13.0,19.9,No precipitation,6,,,,
23.01.2020 02:00,20.8,756.9,762.6,-0.1,97,Wind blowing from the east-southeast,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.8,,,2500 or more  or no clouds.,,,3.3,20.3,No precipitation,12,,,,
22.01.2020 23:00,21.2,757.0,762.7,,95,Wind blowing from the east-southeast,3,,8,,Mist. ,,,19.4,25.8,,,,,,6.0,20.4,No precipitation,6,,,,
22.01.2020 20:00,22.6,756.6,762.3,0.7,88,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.8,,,300-600,,,10.0,20.5,No precipitation,12,,,,
22.01.2020 17:00,23.6,755.9,761.6,,84,Wind blowing from the east,3,,8,90  or more  but not 100%, ,,,19.4,25.8,,,300-600,,,10.0,20.7,No precipitation,6,,,,
22.01.2020 14:00,24.5,757.0,762.7,-2.3,82,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,26.6,,,300-600,,,12.0,21.2,No precipitation,12,,,,
22.01.2020 11:00,24.6,759.3,765.0,,73,Wind blowing from the east-southeast,3,,9,90  or more  but not 100%, ,,,19.4,26.6,,,300-600,,,22.0,19.4,No precipitation,6,,,,
22.01.2020 08:00,19.5,758.4,764.1,0.9,95,Wind blowing from the east-northeast,0,,9,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,,,,300-600,,,6.0,18.7,No precipitation,12,,,,
22.01.2020 05:00,19.8,757.5,763.2,,94,Wind blowing from the east,1,,9,, ,,,17.6,26.6,,,,,,11.0,18.8,No precipitation,6,,,,
22.01.2020 02:00,20.5,757.8,763.5,-1.5,91,Wind blowing from the south-east,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.6,,,2500 or more  or no clouds.,,,13.0,19.0,No precipitation,12,,,,
21.01.2020 23:00,20.8,759.3,765.0,,87,Wind blowing from the east-southeast,3,,10,, ,,,17.6,26.6,,,,,,17.0,18.6,No precipitation,6,,,,
21.01.2020 20:00,21.8,758.5,764.2,0.6,79,Wind blowing from the east-southeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.6,,,300-600,,,26.0,18.0,No precipitation,12,,,,
21.01.2020 17:00,25.1,757.9,763.6,,62,Wind blowing from the east-southeast,4,,10,90  or more  but not 100%, ,,,17.6,26.6,,,300-600,,,30.0,17.3,No precipitation,6,,,,
21.01.2020 14:00,26.0,758.8,764.5,-2.2,56,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.1,,,300-600,,,30.0,16.5,No precipitation,12,,,,
21.01.2020 11:00,23.9,761.0,766.7,,70,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%, ,,,17.6,24.0,,,300-600,,,24.0,18.1,No precipitation,6,,,,
21.01.2020 08:00,18.9,760.1,765.9,1.2,93,Wind blowing from the east,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,24.0,,,300-600,,,10.0,17.7,No precipitation,12,,,,
21.01.2020 05:00,19.0,758.9,764.6,,90,Wind blowing from the east,1,,8,, ,,,18.9,24.0,,,,,,13.0,17.3,No precipitation,6,,,,
21.01.2020 02:00,19.8,759.4,765.1,-0.6,88,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,24.0,,,2500 or more  or no clouds.,,,11.0,17.8,No precipitation,12,,,,
20.01.2020 23:00,20.3,760.0,765.7,,83,Wind blowing from the east-southeast,3,,8,, ,,,20.2,24.0,,,,,,14.0,17.3,No precipitation,6,,,,
20.01.2020 20:00,21.5,759.2,764.9,,76,Wind blowing from the east-southeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,24.0,,,300-600,,,20.0,17.1,No precipitation,12,,,,
20.01.2020 17:00,23.5,758.2,763.9,,70,Wind blowing from the east,3,,8,90  or more  but not 100%, ,,,20.2,24.0,,,300-600,,,23.0,17.7,No precipitation,6,,,,
20.01.2020 14:00,22.9,758.8,764.5,-1.9,76,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,23.2,,,300-600,,,14.0,18.4,No precipitation,12,,,,
20.01.2020 11:00,21.8,760.7,766.4,,81,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,20.2,23.7,,,300-600,,,10.0,18.4,No precipitation,6,,,,
20.01.2020 08:00,20.2,759.6,765.4,1.6,87,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,,,,300-600,,,10.0,18.0,No precipitation,12,,,,
20.01.2020 05:00,20.2,758.0,763.7,,87,Wind blowing from the east,4,,8,, ,,,20.2,,,,,,,9.0,18.0,No precipitation,6,,,,
20.01.2020 02:00,20.3,758.8,764.5,-0.3,87,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,,,,2500 or more  or no clouds.,,,8.0,18.1,Trace of precipitation,12,,,,
19.01.2020 23:00,20.5,759.1,764.8,,87,Wind blowing from the east,4,,10,, ,,,20.5,24.2,,,,,,8.0,18.3,Trace of precipitation,6,,,,
19.01.2020 20:00,20.8,759.0,764.7,1.1,88,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,24.2,,,300-600,,,6.0,18.7,Trace of precipitation,12,,,,
19.01.2020 17:00,20.9,757.9,763.6,,86,Wind blowing from the east-northeast,4,,10,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,24.6,,,300-600,,,7.0,18.5,No precipitation,6,,,,
19.01.2020 14:00,21.6,758.0,763.7,-1.8,84,Wind blowing from the north-east,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,26.1,,,300-600,,,14.0,18.8,No precipitation,12,,,,
19.01.2020 11:00,23.2,759.8,765.5,,80,Wind blowing from the north-northeast,3,,7,70 – 80%., ,,,20.5,26.1,,,300-600,,,22.0,19.6,No precipitation,6,,,,
19.01.2020 08:00,20.7,758.4,764.1,1.1,87,Wind blowing from the east,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,300-600,,,17.0,18.5,No precipitation,12,,,,
19.01.2020 05:00,20.8,757.3,763.0,,87,Wind blowing from the east,2,,9,, ,,,19.5,26.1,,,,,,18.0,18.6,No precipitation,6,,,,
19.01.2020 02:00,20.6,757.6,763.3,-0.3,87,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,26.1,,,2500 or more  or no clouds.,,,14.0,18.4,No precipitation,12,,,,
18.01.2020 23:00,20.7,757.9,763.6,,86,Wind blowing from the east-southeast,3,,9,, ,,,19.4,26.1,,,,,,14.0,18.3,No precipitation,6,,,,
18.01.2020 20:00,21.8,757.1,762.8,1.6,79,Wind blowing from the east-southeast,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,26.1,,,300-600,,,17.0,18.0,No precipitation,12,,,,
18.01.2020 17:00,24.6,755.5,761.2,,66,Wind blowing from the east,4,,8,60%., ,,,19.4,26.1,,,300-600,,,25.0,17.8,No precipitation,6,,,,
18.01.2020 14:00,25.4,756.3,762.0,-2.5,65,Wind blowing from the east-southeast,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.4,,,300-600,,,21.0,18.3,No precipitation,12,,,,
18.01.2020 11:00,22.1,758.8,764.5,,77,Wind blowing from the east,4,,7,90  or more  but not 100%, ,,,19.4,22.1,,,300-600,,,13.0,17.9,No precipitation,6,,,,
18.01.2020 08:00,19.8,758.3,764.1,1.0,87,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,,,,300-600,,,9.0,17.6,No precipitation,12,,,,
18.01.2020 05:00,19.5,757.3,763.0,,89,Wind blowing from the east,3,,6,,Mist. ,,,18.8,21.2,,,,,,7.0,17.6,No precipitation,6,,,,
18.01.2020 02:00,19.9,758.2,763.9,-0.6,88,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,21.2,,,2500 or more  or no clouds.,,,8.0,17.9,No precipitation,12,,,,
17.01.2020 23:00,20.1,758.8,764.5,,87,Wind blowing from the east,2,,7,, ,,,18.8,21.7,,,,,,8.0,17.9,No precipitation,6,,,,
17.01.2020 20:00,19.9,757.9,763.6,0.6,87,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.4,,,300-600,,,10.0,17.7,No precipitation,12,,,,
17.01.2020 17:00,20.1,757.3,763.0,,87,Wind blowing from the east,3,,8,100%., ,,,18.8,,,,300-600,,,9.0,17.9,No precipitation,6,,,,
17.01.2020 14:00,20.5,757.9,763.6,-2.0,86,Wind blowing from the east-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,300-600,,,9.0,18.1,7.0,12,,,,
17.01.2020 11:00,19.4,759.9,765.7,,94,Wind blowing from the north-east,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,300-600,,,2.7,18.4,7.0,6,,,,
17.01.2020 08:00,19.0,758.7,764.4,1.7,93,Wind blowing from the north-east,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,27.0,,,300-600,,,3.8,17.8,7.0,12,,,,
17.01.2020 05:00,20.4,757.0,762.7,,97,Wind blowing from the west-northwest,1,,5,,Rain (not freezing) not falling as shower(s). ,,,18.9,27.0,,,,,,4.5,19.9,No precipitation,6,,,,
17.01.2020 02:00,20.5,757.3,763.0,0.0,95,Wind blowing from the south-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,27.0,,,2500 or more  or no clouds.,,,5.0,19.7,No precipitation,12,,,,
16.01.2020 23:00,21.6,757.3,763.0,,93,Wind blowing from the east,2,,7,, ,,,18.9,27.0,,,,,,9.0,20.4,No precipitation,6,,,,
16.01.2020 20:00,22.4,756.4,762.1,1.3,88,Wind blowing from the east,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,27.0,,,300-600,,,13.0,20.3,No precipitation,12,,,,
16.01.2020 17:00,24.8,755.1,760.8,,71,Wind blowing from the north-northeast,3,,7,40%., ,,,18.9,27.0,,,300-600,,,15.0,19.2,No precipitation,6,,,,
16.01.2020 14:00,25.2,755.5,761.2,-2.1,70,Wind blowing from the north-east,3,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,27.5,,,300-600,,,18.0,19.3,No precipitation,12,,,,
16.01.2020 11:00,24.5,757.6,763.3,,62,Wind blowing from the south-east,4,,,70 – 80%., ,,,18.9,27.5,,,300-600,,,18.0,16.7,No precipitation,6,,,,
16.01.2020 08:00,19.5,756.8,762.5,1.6,96,Wind blowing from the north-east,1,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,300-600,,,13.0,18.8,No precipitation,12,,,,
16.01.2020 05:00,19.7,755.2,760.9,,95,Wind blowing from the south-east,4,,8,,Mist. ,,,19.4,27.5,,,,,,5.0,18.9,No precipitation,6,,,,
16.01.2020 02:00,20.8,755.9,761.5,0.1,91,Wind blowing from the east-southeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,27.5,,,2500 or more  or no clouds.,,,15.0,19.3,No precipitation,12,,,,
15.01.2020 23:00,21.1,755.8,761.5,,85,Wind blowing from the east-southeast,3,,10,, ,,,19.4,27.5,,,,,,18.0,18.5,No precipitation,6,,,,
15.01.2020 20:00,22.5,755.1,760.8,0.7,71,Wind blowing from the east-southeast,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,27.5,,,300-600,,,27.0,17.0,No precipitation,12,,,,
15.01.2020 17:00,26.1,754.4,760.0,,54,Wind blowing from the east-southeast,4,,10,40%., ,,,19.4,27.5,,,300-600,,,30.0,16.1,No precipitation,6,,,,
15.01.2020 14:00,26.9,755.1,760.7,-2.8,45,Wind blowing from the south-east,5,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,27.2,,,300-600,,,30.0,14.0,No precipitation,12,,,,
15.01.2020 11:00,24.7,757.9,763.6,,62,Wind blowing from the east-southeast,5,,9,60%., ,,,19.4,27.2,,,300-600,,,30.0,16.9,No precipitation,6,,,,
15.01.2020 08:00,20.0,757.6,763.3,1.5,84,Wind blowing from the east,2,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,300-600,,,19.0,17.2,No precipitation,12,,,,
15.01.2020 05:00,19.8,756.1,761.8,,85,Wind blowing from the east-southeast,3,,9,, ,,,19.7,27.2,,,,,,21.0,17.2,No precipitation,6,,,,
15.01.2020 02:00,20.0,756.5,762.1,-0.3,85,Wind blowing from the south-east,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.2,,,2500 or more  or no clouds.,,,16.0,17.4,No precipitation,12,,,,
14.01.2020 23:00,20.8,756.8,762.5,,82,Wind blowing from the east-southeast,3,,12,, ,,,19.9,27.2,,,,,,18.0,17.6,No precipitation,6,,,,
14.01.2020 20:00,21.9,756.0,761.7,1.1,75,Wind blowing from the south-east,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,27.2,,,300-600,,,21.0,17.3,No precipitation,12,,,,
14.01.2020 17:00,25.4,754.9,760.5,,57,Wind blowing from the south-east,5,,12,20–30%., ,,,19.9,27.2,,,300-600,,,30.0,16.3,No precipitation,6,,,,
14.01.2020 14:00,26.6,755.5,761.2,-2.6,55,Wind blowing from the east-southeast,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,27.0,,,300-600,,,30.0,16.8,No precipitation,12,,,,
14.01.2020 11:00,24.3,758.1,763.8,,69,Wind blowing from the east-southeast,3,,10,60%., ,,,19.9,24.4,,,300-600,,,25.0,18.3,No precipitation,6,,,,
14.01.2020 08:00,20.6,757.4,763.1,1.0,89,Wind blowing from the east-southeast,3,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,300-600,,,15.0,18.7,No precipitation,12,,,,
14.01.2020 05:00,20.2,756.4,762.1,,94,Wind blowing from the east-southeast,2,,9,, ,,,19.7,24.3,,,,,,8.0,19.2,No precipitation,6,,,,
14.01.2020 02:00,20.1,756.8,762.5,0.5,93,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.3,,,2500 or more  or no clouds.,,,8.0,18.9,No precipitation,12,,,,
13.01.2020 23:00,20.3,756.3,762.0,,89,Wind blowing from the east,2,,9,, ,,,19.0,24.3,,,,,,9.0,18.4,No precipitation,6,,,,
13.01.2020 20:00,21.3,755.6,761.3,1.4,79,Wind blowing from the east-southeast,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.3,,,300-600,,,13.0,17.5,No precipitation,12,,,,
13.01.2020 17:00,23.7,754.2,759.9,,71,Wind blowing from the east,4,,8,20–30%., ,,,18.6,24.3,,,300-600,,,17.0,18.1,No precipitation,6,,,,
13.01.2020 14:00,23.7,755.2,760.9,-2.5,69,Wind blowing from the east,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,23.9,,,300-600,,,13.0,17.7,No precipitation,12,,,,
13.01.2020 11:00,23.2,757.7,763.4,,70,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%, ,,,18.6,23.4,,,300-600,,,19.0,17.4,No precipitation,6,,,,
13.01.2020 08:00,19.8,757.0,762.8,1.0,84,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,19.8,,,300-600,,,11.0,17.0,No precipitation,12,,,,
13.01.2020 05:00,19.7,756.0,761.7,,84,Wind blowing from the east,2,,6,, ,,,18.3,19.8,,,,,,10.0,16.9,No precipitation,6,,,,
13.01.2020 02:00,19.1,756.2,761.9,-0.9,84,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,19.8,,,2500 or more  or no clouds.,,,16.0,16.3,No precipitation,12,,,,
12.01.2020 23:00,19.2,757.1,762.9,,81,Wind blowing from the east,2,,10,, ,,,18.3,,,,,,,16.0,15.9,No precipitation,6,,,,
12.01.2020 20:00,18.8,756.1,761.8,0.5,82,Wind blowing from the east,3,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,300-600,,,15.0,15.7,No precipitation,12,,,,
12.01.2020 17:00,19.2,755.6,761.4,,79,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%, ,,,18.3,,,,300-600,,,16.0,15.5,No precipitation,6,,,,
12.01.2020 14:00,19.4,756.1,761.9,-2.4,79,Wind blowing from the east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,300-600,,,14.0,15.7,No precipitation,12,,,,
12.01.2020 11:00,19.3,758.5,764.2,,80,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%, ,,,18.3,25.6,,,300-600,,,11.0,15.8,No precipitation,6,,,,
12.01.2020 08:00,18.5,757.0,762.7,0.8,85,Wind blowing from the north-east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,25.6,,,300-600,,,12.0,15.9,No precipitation,12,,,,
12.01.2020 05:00,18.4,756.2,761.9,,83,Wind blowing from the north-east,4,,7,, ,,,18.4,25.6,,,,,,12.0,15.5,No precipitation,6,,,,
12.01.2020 02:00,19.0,756.3,762.0,0.5,84,Wind blowing from the north-east,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.6,,,2500 or more  or no clouds.,,,7.0,16.2,No precipitation,12,,,,
11.01.2020 23:00,21.5,755.8,761.5,,93,Wind blowing from the east-northeast,2,,8,,Mist. ,,,20.1,25.6,,,,,,7.0,20.3,No precipitation,6,,,,
11.01.2020 20:00,22.6,754.9,760.6,0.9,86,Wind blowing from the east,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,25.6,,,300-600,,,11.0,20.1,No precipitation,12,,,,
11.01.2020 17:00,24.9,754.0,759.7,,71,Wind blowing from the east,3,,8,20–30%., ,,,20.1,25.6,,,300-600,,,25.0,19.3,No precipitation,6,,,,
11.01.2020 14:00,24.5,754.6,760.3,-2.0,77,Wind blowing from the east-northeast,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,25.3,,,300-600,,,15.0,20.2,No precipitation,12,,,,
11.01.2020 11:00,24.2,756.6,762.3,,81,Wind blowing from the north-east,2,,6,70 – 80%., ,,,20.1,26.5,,,300-600,,,16.0,20.7,No precipitation,6,,,,
11.01.2020 08:00,21.1,755.5,761.2,0.9,95,Wind blowing from the east,2,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,,,,300-600,,,6.0,20.3,No precipitation,12,,,,
11.01.2020 05:00,20.5,754.6,760.3,,96,Wind blowing from the east,1,,8,,Fog or ice fog. ,,,20.1,26.5,,,,,,5.0,19.8,No precipitation,6,,,,
11.01.2020 02:00,21.3,755.0,760.6,-0.2,93,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.5,,,2500 or more  or no clouds.,,,7.0,20.1,No precipitation,12,,,,
10.01.2020 23:00,21.6,755.2,760.9,,92,Wind blowing from the east,3,,8,, ,,,21.6,26.5,,,,,,9.0,20.2,No precipitation,6,,,,
10.01.2020 20:00,22.9,754.7,760.4,0.8,83,Wind blowing from the east-southeast,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,26.5,,,300-600,,,19.0,19.9,No precipitation,12,,,,
