Local time in Guiping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.02.2020 05:00,17.8,756.1,767.7,,78,Wind blowing from the north,4,,9,, ,,,14.7,24.8,,,,,,14.0,13.9,No precipitation,6,,,,
23.02.2020 02:00,18.9,756.7,768.3,,76,Wind blowing from the north-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,24.8,,,2500 or more  or no clouds.,,,14.0,14.6,No precipitation,12,,,,
22.02.2020 20:00,19.4,756.4,768.2,0.6,70,Wind blowing from the north,6,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,24.8,,,600-1000,,,13.0,13.8,No precipitation,12,,,,
22.02.2020 17:00,24.2,755.8,767.5,,54,Wind blowing from the north-east,3,,7,20–30%., ,,,14.7,25.0,,,1000-1500,,,17.0,14.3,No precipitation,6,,,,
22.02.2020 14:00,23.2,757.6,769.3,-2.4,54,Wind blowing from the east,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,25.0,,,1000-1500,,,15.0,13.4,No precipitation,12,,,,
22.02.2020 11:00,19.5,760.0,771.8,,68,Wind blowing from the east,4,,7,no clouds, ,,,14.7,25.0,,,,,,10.0,13.4,No precipitation,6,,,,
22.02.2020 08:00,15.1,759.4,771.3,1.3,92,Wind blowing from the east,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,25.0,,,600-1000,,,4.1,13.8,No precipitation,12,,,,
22.02.2020 05:00,15.0,758.1,769.8,,94,Wind blowing from the west-southwest,1,,8,,Mist. ,,,15.0,25.0,,,,,,3.9,14.0,No precipitation,6,,,,
22.02.2020 02:00,16.7,758.5,770.2,,89,Wind blowing from the west-northwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,25.0,,,2500 or more  or no clouds.,,,6.0,14.9,No precipitation,12,,,,
21.02.2020 20:00,19.0,757.5,769.2,0.9,75,Wind blowing from the north,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.0,,,,,,14.0,14.5,No precipitation,12,,,,
21.02.2020 17:00,24.8,756.6,768.2,,52,Wind blowing from the south-southwest,2,,,no clouds, ,,,17.3,25.0,,,,,,19.0,14.3,No precipitation,6,,,,
21.02.2020 14:00,23.4,757.9,769.6,-1.9,54,Wind blowing from the east,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,23.5,,,1500-2000,,,17.0,13.6,No precipitation,12,,,,
21.02.2020 11:00,20.7,759.8,771.5,,61,Wind blowing from the north-east,4,,10,90  or more  but not 100%, ,,,17.3,20.9,,,1500-2000,,,16.0,12.9,No precipitation,6,,,,
21.02.2020 08:00,18.9,758.3,770.1,,64,Wind blowing from the north-northeast,6,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,20.8,,,1000-1500,,,15.0,11.9,No precipitation,12,,,,
21.02.2020 05:00,19.1,756.5,768.2,,64,Wind blowing from the north-east,4,,8,, ,,,14.3,20.8,,,,,,17.0,12.1,No precipitation,6,,,,
21.02.2020 02:00,17.7,756.7,768.5,,76,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,20.8,,,2500 or more  or no clouds.,,,13.0,13.4,No precipitation,12,,,,
20.02.2020 20:00,19.2,755.5,767.2,0.7,66,Wind blowing from the north,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,20.8,,,1000-1500,,,18.0,12.7,Trace of precipitation,12,,,,
20.02.2020 17:00,20.0,754.8,766.6,,61,Wind blowing from the north-northeast,3,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,20.8,,,1000-1500,,,20.0,12.3,No precipitation,6,,,,
20.02.2020 14:00,18.8,755.8,767.5,-2.1,63,Wind blowing from the north-east,3,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,19.4,,,1000-1500,,,16.0,11.6,Trace of precipitation,12,,,,
20.02.2020 11:00,17.9,757.9,769.7,,54,Wind blowing from the north-northeast,6,,11,90  or more  but not 100%, ,,,14.3,17.9,,,1000-1500,,,30.0,8.5,No precipitation,6,,,,
20.02.2020 08:00,16.9,756.6,768.4,1.4,56,Wind blowing from the north-northeast,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,16.9,,,1000-1500,,,30.0,8.1,No precipitation,12,,,,
20.02.2020 05:00,14.4,755.2,767.0,,72,Wind blowing from the north-northeast,2,,11,, ,,,13.6,16.8,,,,,,14.0,9.4,No precipitation,6,,,,
20.02.2020 02:00,16.0,755.5,767.3,,58,Wind blowing from the north-east,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.8,,,2500 or more  or no clouds.,,,30.0,7.7,No precipitation,12,,,,
19.02.2020 20:00,15.6,755.1,766.9,0.4,57,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,16.3,,,600-1000,,,18.0,7.1,No precipitation,12,,,,
19.02.2020 17:00,15.5,754.7,766.6,,52,Wind blowing from the east-northeast,4,,9,100%., ,,,12.0,17.4,,,600-1000,,,16.0,5.7,No precipitation,6,,,,
19.02.2020 14:00,15.8,755.9,767.8,-1.7,50,Wind blowing from the east-northeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.8,,,1000-1500,,,28.0,5.4,No precipitation,12,,,,
19.02.2020 11:00,15.4,757.6,769.4,,48,Wind blowing from the north-northeast,2,,9,100%., ,,,12.0,17.8,,,600-1000,,,30.0,4.5,No precipitation,6,,,,
19.02.2020 08:00,14.0,756.9,768.9,1.0,52,Wind blowing from the east-northeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,17.8,,,600-1000,,,30.0,4.3,No precipitation,12,,,,
19.02.2020 05:00,14.2,755.9,767.8,,49,Wind blowing from the east-northeast,2,,9,, ,,,10.9,17.8,,,,,,30.0,3.6,No precipitation,6,,,,
19.02.2020 02:00,14.8,756.7,768.5,,45,Wind blowing from the north,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,17.8,,,2500 or more  or no clouds.,,,30.0,3.0,No precipitation,12,,,,
18.02.2020 20:00,12.2,755.6,767.6,0.1,51,Wind blowing from the north,7,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,17.8,,,,,,28.0,2.4,No precipitation,12,,,,
18.02.2020 17:00,17.4,755.5,767.4,,30,Wind blowing from the north-east,2,,11,no clouds, ,,,9.4,17.8,,,,,,30.0,-0.3,No precipitation,6,,,,
18.02.2020 14:00,16.7,757.1,769.0,-2.7,31,Wind blowing from the east-northeast,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,16.8,,,,,,30.0,-0.5,No precipitation,12,,,,
18.02.2020 11:00,14.5,759.8,771.9,,37,Wind blowing from the north-east,5,,13,10%  or less  but not 0, ,,,9.4,15.1,,,1500-2000,,,30.0,0.0,No precipitation,6,,,,
18.02.2020 08:00,11.0,759.7,771.9,1.0,45,Wind blowing from the north-east,4,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,15.1,,,1500-2000,,,30.0,-0.5,No precipitation,12,,,,
18.02.2020 05:00,12.2,758.7,770.7,,37,Wind blowing from the north-northeast,6,,13,, ,,,9.3,15.1,,,,,,30.0,-2.1,No precipitation,6,,,,
18.02.2020 02:00,12.8,759.3,771.3,,34,Wind blowing from the north-northeast,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.1,,,2500 or more  or no clouds.,,,30.0,-2.7,No precipitation,12,,,,
17.02.2020 20:00,10.2,758.8,770.9,0.9,63,Wind blowing from the north,7,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.1,,,,,,30.0,3.3,No precipitation,12,,,,
17.02.2020 17:00,15.0,757.9,769.9,,34,Wind blowing from the east-northeast,4,,10,no clouds, ,,,8.0,15.1,,,,,,30.0,-0.7,No precipitation,6,,,,
17.02.2020 14:00,13.5,759.2,771.3,-2.0,38,Wind blowing from the east,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,13.5,,,1500-2000,,,30.0,-0.5,No precipitation,12,,,,
17.02.2020 11:00,10.9,761.2,773.4,,50,Wind blowing from the north-east,2,,9,100%., ,,,8.0,13.0,,,1500-2000,,,30.0,0.9,No precipitation,6,,,,
17.02.2020 08:00,9.6,760.6,772.8,1.7,50,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,1500-2000,,,30.0,-0.3,No precipitation,12,,,,
17.02.2020 05:00,9.4,758.9,771.0,,57,Wind blowing from the east-northeast,4,,9,, ,,,8.0,13.0,,,,,,30.0,1.3,No precipitation,6,,,,
17.02.2020 02:00,9.9,758.7,770.8,,54,Wind blowing from the north-northeast,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,13.0,,,2500 or more  or no clouds.,,,30.0,1.0,No precipitation,12,,,,
16.02.2020 20:00,10.3,757.3,769.4,1.5,67,Wind blowing from the north-northeast,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,15.5,,,,,,30.0,4.4,No precipitation,12,,,,
16.02.2020 17:00,12.8,755.8,767.8,,55,Wind blowing from the north-northeast,4,,12,no clouds, ,,,8.4,,,,,,,30.0,4.0,No precipitation,6,,,,
16.02.2020 14:00,11.8,757.0,769.0,-2.4,57,Wind blowing from the north-east,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,600-1000,,,30.0,3.6,No precipitation,12,,,,
16.02.2020 11:00,8.7,759.4,771.5,,69,Wind blowing from the north-northeast,5,,10,90  or more  but not 100%, ,,,8.4,,,,600-1000,,,30.0,3.3,No precipitation,6,,,,
16.02.2020 08:00,8.4,758.5,770.6,2.1,73,Wind blowing from the north-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,600-1000,,,30.0,3.8,0.4,12,,,,
16.02.2020 05:00,9.2,756.4,768.2,,77,Wind blowing from the north-east,4,,13,, ,,,9.2,26.3,,,,,,30.0,5.4,No precipitation,6,,,,
16.02.2020 02:00,10.5,755.5,767.2,,77,Wind blowing from the north-east,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,26.3,,,2500 or more  or no clouds.,,,30.0,6.6,0.9,12,,,,
15.02.2020 20:00,15.5,750.9,762.5,4.3,81,Wind blowing from the north-east,4,,13,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,26.3,,,600-1000,,,30.0,12.3,0.5,12,,,,
15.02.2020 17:00,22.4,746.6,758.1,,77,Wind blowing from the north,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,26.3,,,600-1000,,,28.0,18.2,0.4,6,,,,
15.02.2020 14:00,24.3,746.2,757.6,-1.8,80,Wind blowing from the north,1,,18,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,26.2,,,1000-1500,,,25.0,20.6,21.0,12,,,,
15.02.2020 11:00,22.1,748.0,759.5,,86,Wind blowing from the south-west,3,,18,, ,,,19.8,,,,,,,30.0,19.6,0.1,6,,,,
15.02.2020 08:00,21.2,746.9,758.4,1.6,96,Wind blowing from the west-northwest,1,,18,100%.,Fog or ice fog. ,Shower(s).,Rain.,19.6,26.2,,,300-600,,,10.0,20.5,43.0,12,,,,
15.02.2020 05:00,20.8,745.3,756.7,,96,Wind blowing from the south-west,6,,18,,Rain  not freezing  intermittent  heavy at time of observation. ,,,19.2,26.2,,,,,,2.3,20.1,43.0,6,,,,
15.02.2020 02:00,20.7,746.3,757.7,,94,Wind blowing from the south-southeast,5,,11,,Shower(s) of hail  with or without rain or rain and snow mixed  not associated with thunder  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.2,,,2500 or more  or no clouds.,,,2.6,19.7,22.0,12,,,,
14.02.2020 20:00,22.8,745.3,756.8,0.7,87,Wind blowing from the north-northeast,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.2,,,600-1000,,,11.0,20.5,0.3,12,,,,
14.02.2020 17:00,23.9,744.6,756.0,,81,Wind blowing from the north-east,4,,5,90  or more  but not 100%, ,,,19.2,26.2,,,1000-1500,,,30.0,20.4,No precipitation,6,,,,
14.02.2020 14:00,24.5,745.4,756.8,-2.3,76,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,25.2,,,1000-1500,,,30.0,20.0,12.0,12,,,,
14.02.2020 11:00,21.4,747.7,759.1,,88,Wind blowing from the east-southeast,2,,9,100%., ,,,19.2,25.2,,,600-1000,,,20.0,19.3,5.0,6,,,,
14.02.2020 08:00,19.6,746.7,758.2,0.9,97,Wind blowing from the east-northeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.2,,,600-1000,,,4.4,19.1,19.0,12,,,,
14.02.2020 05:00,20.1,745.8,757.3,,95,Wind blowing from the east,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.7,25.2,,,,,,9.0,19.3,8.0,6,,,,
14.02.2020 02:00,21.3,746.7,758.1,,87,Wind blowing from the north-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,25.2,,,2500 or more  or no clouds.,,,22.0,19.0,8.0,12,,,,
13.02.2020 20:00,21.5,745.9,757.4,-0.3,84,Wind blowing from the north-northeast,6,,9,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,25.2,,,600-1000,,,6.0,18.7,2.0,12,,,,
13.02.2020 17:00,23.5,746.2,757.6,,74,Wind blowing from the north-east,4,,9,90  or more  but not 100%, ,,,17.7,25.2,,,600-1000,,,30.0,18.6,No precipitation,6,,,,
13.02.2020 14:00,23.6,747.1,758.6,-2.9,69,Wind blowing from the north-east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.9,,,1000-1500,,,29.0,17.6,14.0,12,,,,
13.02.2020 11:00,21.2,750.0,761.5,,85,Wind blowing from the east,3,,9,90  or more  but not 100%, ,,,17.7,21.6,,,600-1000,,,9.0,18.6,5.0,6,,,,
13.02.2020 08:00,18.3,749.6,761.2,0.6,94,Wind blowing from the north,5,,9,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,16.9,21.6,,,600-1000,,,15.0,17.3,14.0,12,,,,
13.02.2020 05:00,18.6,749.0,760.6,,95,Wind blowing from the north,3,,8,,Rain (not freezing) not falling as shower(s). ,,,16.3,21.6,,,,,,6.0,17.8,9.0,6,,,,
13.02.2020 02:00,19.5,748.4,760.0,,88,Wind blowing from the north-northeast,6,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,21.6,,,2500 or more  or no clouds.,,,11.0,17.5,0.1,12,,,,
12.02.2020 20:00,20.0,749.8,761.5,0.5,87,Wind blowing from the north,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,21.6,,,1000-1500,,,7.0,17.8,No precipitation,12,,,,
12.02.2020 17:00,20.4,749.3,760.9,,83,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,21.6,,,1000-1500,,,6.0,17.4,No precipitation,6,,,,
12.02.2020 14:00,21.4,750.4,762.1,-2.0,76,Wind blowing from the east,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,21.6,,,1500-2000,,,10.0,17.0,No precipitation,12,,,,
12.02.2020 11:00,18.8,752.4,764.1,,84,Wind blowing from the east,2,,4,100%., ,,,15.7,19.5,,,1000-1500,,,8.0,16.0,No precipitation,6,,,,
12.02.2020 08:00,17.2,752.2,763.9,0.4,90,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.6,,,600-1000,,,9.0,15.5,Trace of precipitation,12,,,,
12.02.2020 05:00,17.0,751.8,763.5,,91,Wind blowing from the north-northwest,1,,5,, ,,,,18.6,,,,,,9.0,15.5,No precipitation,6,,,,
12.02.2020 02:00,17.6,752.5,764.2,,93,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.6,,,2500 or more  or no clouds.,,,8.0,16.5,No precipitation,12,,,,
11.02.2020 20:00,17.6,751.9,763.7,0.8,87,Wind blowing from the north,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,18.6,,,1000-1500,,,8.0,15.4,No precipitation,12,,,,
11.02.2020 17:00,17.5,751.1,762.8,,82,Wind blowing from the east-northeast,2,,11,90  or more  but not 100%, ,,,14.7,17.9,,,1500-2000,,,10.0,14.4,No precipitation,6,,,,
11.02.2020 14:00,16.8,752.5,764.2,-2.1,79,Wind blowing from the east-northeast,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,17.3,,,1000-1500,,,13.0,13.1,No precipitation,12,,,,
11.02.2020 11:00,15.7,754.6,766.5,,79,Wind blowing from the south-southeast,1,,12,100%., ,,,13.9,16.0,,,600-1000,,,15.0,12.1,No precipitation,6,,,,
11.02.2020 08:00,14.9,753.8,765.7,1.2,80,Wind blowing from the east,1,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.8,,,600-1000,,,21.0,11.5,No precipitation,12,,,,
11.02.2020 05:00,15.4,752.6,764.4,,76,Wind blowing from the north-east,8,,12,, ,,,,15.8,,,,,,23.0,11.2,No precipitation,6,,,,
11.02.2020 02:00,15.1,754.2,766.0,,79,Wind blowing from the north-east,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.8,,,2500 or more  or no clouds.,,,24.0,11.5,No precipitation,12,,,,
10.02.2020 20:00,14.8,754.1,766.0,0.3,76,Wind blowing from the north-northeast,6,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,15.8,,,600-1000,,,23.0,10.6,No precipitation,12,,,,
10.02.2020 17:00,15.4,753.8,765.7,,77,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%, ,,,9.8,15.8,,,1000-1500,,,23.0,11.4,No precipitation,6,,,,
10.02.2020 14:00,14.4,755.5,767.4,-1.8,75,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.5,,,600-1000,,,30.0,10.0,No precipitation,12,,,,
10.02.2020 11:00,14.0,757.3,769.3,,71,Wind blowing from the north-east,3,,7,100%., ,,,9.8,14.0,,,1000-1500,,,30.0,8.8,No precipitation,6,,,,
10.02.2020 08:00,12.5,756.3,768.3,0.5,72,Wind blowing from the north-northeast,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,12.5,,,600-1000,,,30.0,7.6,No precipitation,12,,,,
10.02.2020 05:00,10.7,755.8,767.8,,90,Wind blowing from the east,1,,7,, ,,,9.6,12.3,,,,,,27.0,9.1,No precipitation,6,,,,
10.02.2020 02:00,11.6,756.5,768.5,,76,Wind blowing from the north-northeast,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.3,,,2500 or more  or no clouds.,,,30.0,7.5,No precipitation,12,,,,
09.02.2020 20:00,11.7,757.9,770.0,0.3,86,Wind blowing from the south-west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,12.3,,,600-1000,,,27.0,9.4,0.1,12,,,,
09.02.2020 17:00,11.9,757.6,769.7,,85,Wind blowing from the east,0,,6,100%., ,,,9.6,12.0,,,600-1000,,,24.0,9.5,No precipitation,6,,,,
09.02.2020 14:00,11.6,758.8,770.9,-2.1,86,Wind blowing from the south-west,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,11.7,,,600-1000,,,29.0,9.3,0.9,12,,,,
09.02.2020 11:00,10.3,760.9,773.1,,94,Wind blowing from the south-west,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,12.0,,,600-1000,,,16.0,9.4,0.6,6,,,,
09.02.2020 08:00,9.6,759.8,772.0,0.7,98,Wind blowing from the east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,12.3,,,300-600,,,1.7,9.3,1.0,12,,,,
09.02.2020 05:00,10.0,759.1,771.1,,97,Wind blowing from the east,1,,,,Mist. ,,,10.0,13.0,,,,,,5.0,9.5,0.5,6,,,,
09.02.2020 02:00,10.7,759.5,771.6,,93,Wind blowing from the east-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,,,,2500 or more  or no clouds.,,,20.0,9.6,1.0,12,,,,
08.02.2020 20:00,11.1,758.3,770.4,1.1,96,Wind blowing from the north-east,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,,,,300-600,,,4.1,10.5,2.0,12,,,,
08.02.2020 17:00,11.2,757.2,769.2,,97,Wind blowing from the east,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,14.4,,,600-1000,,,3.2,10.7,1.0,6,,,,
08.02.2020 14:00,11.5,757.3,769.3,-1.1,97,Wind blowing from the east,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,14.4,,,600-1000,,,3.7,11.0,0.8,12,,,,
08.02.2020 11:00,12.0,758.4,770.4,,97,Wind blowing from the north-east,2,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,14.8,,,600-1000,,,2.3,11.5,0.3,6,,,,
08.02.2020 08:00,12.3,756.7,768.7,1.0,96,Wind blowing from the east-northeast,2,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,14.8,,,600-1000,,,2.7,11.7,Trace of precipitation,12,,,,
08.02.2020 05:00,12.9,755.7,767.6,,95,Wind blowing from the south-southeast,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.8,,,,,,,10.0,12.1,No precipitation,6,,,,
08.02.2020 02:00,13.1,756.2,768.1,,93,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,,,,2500 or more  or no clouds.,,,7.0,12.0,3.0,12,,,,
