Local time in Wuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 23:00,13.4,753.5,763.9,,92,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,13.4,21.6,,,,,,2.8,12.1,4.0,6,,,,
24.01.2020 20:00,16.1,753.2,763.6,1.3,84,Wind blowing from the north-east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,23.3,,,600-1000,,,3.8,13.4,Trace of precipitation,12,,,,
24.01.2020 17:00,19.0,751.9,762.2,,74,Wind blowing from the north,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,26.0,,,1500-2000,,,4.3,14.3,No precipitation,6,,,,
24.01.2020 14:00,20.8,752.4,762.6,-2.2,70,Wind blowing from the north,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,,,,2000-2500,,,5.0,15.1,No precipitation,12,,,,
24.01.2020 11:00,21.1,754.6,764.8,,73,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,,,,2000-2500,,,4.0,16.1,No precipitation,6,,,,
24.01.2020 08:00,18.5,754.0,764.2,1.8,87,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,27.1,,,2000-2500,,,5.0,16.3,No precipitation,12,,,,
24.01.2020 05:00,18.5,752.2,762.3,,88,Wind blowing from the east,1,,4,,Mist. ,,,18.5,27.1,,,,,,4.8,16.5,No precipitation,6,,,,
24.01.2020 02:00,19.3,752.2,762.3,,84,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.1,,,2500 or more  or no clouds.,,,6.0,16.5,No precipitation,12,,,,
23.01.2020 20:00,23.3,751.0,761.2,1.1,70,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.1,,,2000-2500,,,7.0,17.5,No precipitation,12,,,,
23.01.2020 17:00,26.0,749.9,760.0,,57,Wind blowing from the north,1,,4,70 – 80%., ,,,18.7,27.1,,,2000-2500,,,12.0,16.8,No precipitation,6,,,,
23.01.2020 14:00,26.1,751.0,761.1,-2.5,58,Wind blowing from the west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,26.3,,,1000-1500,,,11.0,17.2,No precipitation,12,,,,
23.01.2020 11:00,23.6,753.5,763.7,,70,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,18.7,23.9,,,2000-2500,,,7.0,17.8,No precipitation,6,,,,
23.01.2020 08:00,18.8,752.7,762.9,0.9,89,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,23.9,,,2000-2500,,,4.7,16.9,No precipitation,12,,,,
23.01.2020 05:00,19.0,751.8,762.0,,88,Wind blowing from the east,1,,,,Mist. ,,,16.3,23.9,,,,,,5.0,17.0,No precipitation,6,,,,
23.01.2020 02:00,19.9,752.8,763.0,,83,Wind blowing from the east-southeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,23.9,,,2500 or more  or no clouds.,,,5.0,16.9,No precipitation,12,,,,
22.01.2020 23:00,21.3,752.8,763.0,,76,Wind blowing from the east,1,,,, ,,,,23.9,,,,,,7.0,16.9,No precipitation,6,,,,
22.01.2020 20:00,22.1,751.9,762.1,0.4,72,Wind blowing from the east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,23.9,,,2000-2500,,,8.0,16.8,No precipitation,12,,,,
22.01.2020 17:00,22.9,751.5,761.7,,67,Wind blowing from the east-northeast,2,,7,100%., ,,,16.3,23.9,,,2000-2500,,,9.0,16.5,No precipitation,6,,,,
22.01.2020 14:00,23.1,752.5,762.7,,65,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,23.4,,,2000-2500,,,10.0,16.2,No precipitation,12,,,,
22.01.2020 11:00,21.3,755.2,765.4,,67,Wind blowing from the east-southeast,2,,7,20–30%., ,,,16.3,22.8,,,2500 or more  or no clouds.,,,8.0,14.9,No precipitation,6,,,,
22.01.2020 08:00,16.6,754.7,765.1,0.4,87,Wind blowing from the east-southeast,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,22.5,,,1500-2000,,,5.0,14.4,No precipitation,12,,,,
22.01.2020 05:00,16.7,754.3,764.6,,85,Wind blowing from the north-northeast,1,,7,,Mist. ,,,13.2,22.5,,,,,,5.0,14.2,No precipitation,6,,,,
22.01.2020 02:00,17.8,754.8,765.1,,80,Wind blowing from the east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,22.5,,,2500 or more  or no clouds.,,,6.0,14.3,No precipitation,12,,,,
21.01.2020 23:00,18.7,754.6,765.0,,74,Wind blowing from the east-southeast,3,,7,, ,,,13.1,22.5,,,,,,7.0,14.0,No precipitation,6,,,,
21.01.2020 20:00,20.6,754.0,764.3,0.6,65,Wind blowing from the east-southeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,22.5,,,2000-2500,,,8.0,13.8,No precipitation,12,,,,
21.01.2020 17:00,21.9,753.4,763.7,,61,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,12.9,22.5,,,2000-2500,,,9.0,14.0,No precipitation,6,,,,
21.01.2020 14:00,20.5,754.8,765.1,,64,Wind blowing from the east-northeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,20.8,,,1500-2000,,,9.0,13.5,No precipitation,12,,,,
21.01.2020 11:00,16.8,757.4,767.9,,70,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,16.8,,,2000-2500,,,6.0,11.3,No precipitation,6,,,,
21.01.2020 08:00,13.5,756.8,767.3,1.3,81,Wind blowing from the east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,6.0,10.3,No precipitation,12,,,,
21.01.2020 05:00,13.2,755.5,766.0,,81,Wind blowing from the east,1,,,,Mist. ,,,10.9,15.8,,,,,,6.0,10.0,No precipitation,6,,,,
21.01.2020 02:00,13.3,756.4,766.9,-0.5,77,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.8,,,2500 or more  or no clouds.,,,6.0,9.4,No precipitation,12,,,,
20.01.2020 23:00,13.3,756.9,767.5,,75,Wind blowing from the north-east,2,,5,,Mist. ,,,10.8,15.8,,,,,,5.0,9.0,No precipitation,6,,,,
20.01.2020 20:00,13.1,756.1,766.6,,77,Wind blowing from the north,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.8,,,2000-2500,,,6.0,9.2,No precipitation,12,,,,
20.01.2020 17:00,15.3,755.3,765.8,,68,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%, ,,,10.8,15.8,,,2000-2500,,,8.0,9.4,No precipitation,6,,,,
20.01.2020 14:00,14.7,756.1,766.6,-2.2,67,Wind blowing from the north-east,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.8,,,2000-2500,,,7.0,8.6,Trace of precipitation,12,,,,
20.01.2020 11:00,13.0,758.3,768.9,,72,Wind blowing from the north,2,,6,100%., ,,,9.8,13.0,,,1500-2000,,,8.0,8.1,No precipitation,6,,,,
20.01.2020 08:00,11.2,757.5,768.1,1.5,78,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,8.0,7.5,Trace of precipitation,12,,,,
20.01.2020 05:00,11.0,756.0,766.6,,78,Wind blowing from the north-east,2,,5,, ,,,,12.4,,,,,,8.0,7.3,No precipitation,6,,,,
20.01.2020 02:00,10.9,756.7,767.2,-0.5,79,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.4,,,2500 or more  or no clouds.,,,8.0,7.4,No precipitation,12,,,,
19.01.2020 23:00,10.8,757.2,767.8,,80,Wind blowing from the east-northeast,2,,5,,Rain (not freezing) not falling as shower(s). ,,,8.7,12.4,,,,,,6.0,7.5,No precipitation,6,,,,
19.01.2020 20:00,11.3,757.2,767.8,0.8,73,Wind blowing from the east-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.4,,,1500-2000,,,9.0,6.6,Trace of precipitation,12,,,,
19.01.2020 17:00,11.7,756.4,767.1,,69,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,14.0,,,1500-2000,,,9.0,6.2,No precipitation,6,,,,
19.01.2020 14:00,12.0,756.8,767.5,-2.6,64,Wind blowing from the north-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,15.3,,,1500-2000,,,10.0,5.4,No precipitation,12,,,,
19.01.2020 11:00,9.8,759.4,770.0,,72,Wind blowing from the north-east,2,,6,100%., ,,,8.7,,,,1500-2000,,,10.0,5.0,No precipitation,6,,,,
19.01.2020 08:00,8.7,758.2,768.9,1.6,77,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,15.3,,,1500-2000,,,10.0,4.9,No precipitation,12,,,,
19.01.2020 05:00,9.2,756.6,767.2,,75,Wind blowing from the north-northeast,2,,6,, ,,,8.2,15.3,,,,,,8.0,5.0,No precipitation,6,,,,
19.01.2020 02:00,10.0,756.6,767.2,0.5,74,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,15.3,,,2500 or more  or no clouds.,,,7.0,5.6,No precipitation,12,,,,
18.01.2020 23:00,11.1,756.1,766.7,,73,Wind blowing from the north,1,,6,,Mist. ,,,8.2,15.3,,,,,,6.0,6.4,No precipitation,6,,,,
18.01.2020 20:00,12.0,754.5,765.1,1.0,71,Wind blowing from the north,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,15.3,,,1500-2000,,,6.0,6.9,No precipitation,12,,,,
18.01.2020 17:00,14.0,753.5,764.1,,66,Calm  no wind,0,,,90  or more  but not 100%, ,,,8.2,15.3,,,1500-2000,,,7.0,7.8,No precipitation,6,,,,
18.01.2020 14:00,14.6,754.1,764.7,-2.3,59,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.6,,,1500-2000,,,7.0,6.7,No precipitation,12,,,,
18.01.2020 11:00,11.1,756.4,767.0,,69,Wind blowing from the north,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.3,,,1500-2000,,,6.0,5.6,No precipitation,6,,,,
18.01.2020 08:00,8.3,756.3,766.9,0.6,80,Wind blowing from the north,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.3,,,1500-2000,,,6.0,5.1,No precipitation,12,,,,
18.01.2020 05:00,8.8,755.7,766.3,,74,Wind blowing from the north-east,3,,8,,Mist. ,,,8.7,11.3,,,,,,6.0,4.4,No precipitation,6,,,,
18.01.2020 02:00,9.4,756.4,767.0,-0.3,70,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.3,,,2500 or more  or no clouds.,,,7.0,4.2,No precipitation,12,,,,
17.01.2020 23:00,9.6,756.7,767.4,,69,Wind blowing from the north-northeast,3,,8,,Haze. ,,,8.7,11.3,,,,,,7.0,4.2,No precipitation,6,,,,
17.01.2020 20:00,10.3,756.1,766.8,0.3,67,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.3,,,1500-2000,,,7.0,4.4,No precipitation,12,,,,
17.01.2020 17:00,10.9,755.8,766.5,,64,Wind blowing from the north-east,3,,7,100%., ,,,8.7,12.4,,,2000-2500,,,8.0,4.4,No precipitation,6,,,,
17.01.2020 14:00,10.5,756.6,767.2,-2.2,65,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,2000-2500,,,8.0,4.2,No precipitation,12,,,,
17.01.2020 11:00,9.4,758.8,769.6,,66,Wind blowing from the north-northeast,3,,8,100%., ,,,8.7,,,,1500-2000,,,10.0,3.4,No precipitation,6,,,,
17.01.2020 08:00,8.8,758.0,768.7,1.3,68,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,1500-2000,,,12.0,3.2,No precipitation,12,,,,
17.01.2020 05:00,9.0,756.7,767.4,,69,Wind blowing from the north-east,2,,8,, ,,,8.9,17.1,,,,,,12.0,3.6,No precipitation,6,,,,
17.01.2020 02:00,9.3,757.1,767.7,0.0,69,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,17.9,,,2500 or more  or no clouds.,,,12.0,3.9,No precipitation,12,,,,
16.01.2020 23:00,9.8,757.1,767.7,,69,Wind blowing from the north-east,2,,6,, ,,,9.8,18.4,,,,,,11.0,4.4,No precipitation,6,,,,
16.01.2020 20:00,10.6,755.9,766.4,1.6,71,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,19.2,,,1500-2000,,,10.0,5.6,No precipitation,12,,,,
16.01.2020 17:00,12.4,754.3,764.8,,71,Wind blowing from the north,2,,7,100%., ,,,12.4,21.3,,,1500-2000,,,11.0,7.3,No precipitation,6,,,,
16.01.2020 14:00,14.3,753.8,764.2,-0.9,70,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,1500-2000,,,10.0,8.9,No precipitation,12,,,,
16.01.2020 11:00,16.1,754.7,765.1,,72,Wind blowing from the north,4,,7,100%., ,,,15.9,,,,1500-2000,,,7.0,11.1,No precipitation,6,,,,
16.01.2020 08:00,16.3,753.5,763.9,1.3,85,Wind blowing from the north,3,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,4.9,13.8,Trace of precipitation,12,,,,
16.01.2020 05:00,17.1,752.2,762.4,,80,Wind blowing from the north-northeast,2,,6,,Mist. ,,,10.6,24.0,,,,,,5.0,13.6,No precipitation,6,,,,
16.01.2020 02:00,17.9,752.5,762.7,0.3,77,Wind blowing from the east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,24.0,,,2500 or more  or no clouds.,,,6.0,13.8,No precipitation,12,,,,
15.01.2020 23:00,18.4,752.2,762.6,,72,Wind blowing from the north-northeast,2,,6,,Mist. ,,,10.6,24.0,,,,,,7.0,13.3,No precipitation,6,,,,
15.01.2020 20:00,19.2,750.8,761.2,1.0,67,Wind blowing from the north-northeast,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,24.0,,,1500-2000,,,7.0,12.9,No precipitation,12,,,,
15.01.2020 17:00,21.3,749.8,760.1,,61,Calm  no wind,0,,,90  or more  but not 100%, ,,,10.6,24.0,,,1500-2000,,,9.0,13.5,No precipitation,6,,,,
15.01.2020 14:00,22.8,750.7,761.0,-3.4,54,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,22.9,,,600-1000,,,9.0,13.0,No precipitation,12,,,,
15.01.2020 11:00,16.7,754.1,764.6,,68,Wind blowing from the east-northeast,2,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,16.7,,,600-1000,,,7.0,10.8,No precipitation,6,,,,
15.01.2020 08:00,10.9,754.3,764.8,1.2,88,Wind blowing from the north-east,3,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,,,,,,,5.0,9.0,No precipitation,12,,,,
15.01.2020 05:00,10.9,753.1,763.6,,86,Wind blowing from the east-northeast,3,,8,,Mist. ,,,10.8,,,,,,,6.0,8.7,No precipitation,6,,,,
15.01.2020 02:00,12.0,753.8,764.3,-0.3,80,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,2500 or more  or no clouds.,,,7.0,8.7,No precipitation,12,,,,
14.01.2020 23:00,11.6,754.1,764.6,,80,Wind blowing from the north-east,3,,8,, ,,,11.4,16.4,,,,,,7.0,8.3,No precipitation,6,,,,
14.01.2020 20:00,11.5,753.7,764.2,0.3,82,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,16.5,,,1500-2000,,,7.0,8.5,No precipitation,12,,,,
14.01.2020 17:00,11.5,753.4,763.9,,83,Wind blowing from the north-east,3,,8,100%., ,,,11.5,19.7,,,1500-2000,,,7.0,8.7,No precipitation,6,,,,
14.01.2020 14:00,12.4,753.4,763.8,-2.0,79,Wind blowing from the north-northeast,3,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,1500-2000,,,7.0,8.9,No precipitation,12,,,,
14.01.2020 11:00,13.8,755.4,765.8,,72,Wind blowing from the north-northeast,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,,,,600-1000,,,6.0,8.8,No precipitation,6,,,,
14.01.2020 08:00,14.7,754.4,764.8,1.0,70,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,600-1000,,,7.0,9.3,No precipitation,12,,,,
14.01.2020 05:00,15.1,753.4,763.7,,69,Wind blowing from the north-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.6,21.6,,,,,,7.0,9.5,No precipitation,6,,,,
14.01.2020 02:00,15.7,753.2,763.6,-0.3,70,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,21.6,,,2500 or more  or no clouds.,,,7.0,10.2,No precipitation,12,,,,
13.01.2020 23:00,16.4,753.5,763.9,,63,Wind blowing from the east-northeast,2,,5,, ,,,12.6,21.6,,,,,,7.0,9.3,No precipitation,6,,,,
13.01.2020 20:00,16.4,752.1,762.5,1.0,64,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,21.6,,,600-1000,,,8.0,9.6,No precipitation,12,,,,
13.01.2020 17:00,19.4,751.1,761.5,,55,Wind blowing from the north-northwest,3,,4,90  or more  but not 100%, ,,,12.6,21.6,,,2000-2500,,,10.0,10.1,No precipitation,6,,,,
13.01.2020 14:00,19.3,752.0,762.4,-2.9,51,Wind blowing from the north-northeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,19.3,,,2500 or more  or no clouds.,,,10.0,8.9,No precipitation,12,,,,
13.01.2020 11:00,15.2,754.9,765.4,,63,Wind blowing from the east,2,,4,90  or more  but not 100%, ,,,11.4,16.0,,,1500-2000,,,8.0,8.2,No precipitation,6,,,,
13.01.2020 08:00,12.7,753.9,764.4,0.5,66,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.0,,,1500-2000,,,8.0,6.5,Trace of precipitation,12,,,,
13.01.2020 05:00,12.9,753.4,763.9,,70,Wind blowing from the north,1,,4,, ,,,,16.0,,,,,,9.0,7.6,No precipitation,6,,,,
13.01.2020 02:00,13.3,753.4,763.9,-0.5,71,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.0,,,2500 or more  or no clouds.,,,9.0,8.2,No precipitation,12,,,,
12.01.2020 23:00,13.8,753.9,764.4,,66,Wind blowing from the east,1,,6,,Rain (not freezing) not falling as shower(s). ,,,6.9,16.0,,,,,,10.0,7.6,No precipitation,6,,,,
12.01.2020 20:00,14.0,753.0,763.6,0.6,61,Wind blowing from the south-southwest,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.0,,,1500-2000,,,10.0,6.6,No precipitation,12,,,,
12.01.2020 17:00,14.8,752.4,763.0,,55,Wind blowing from the south,1,,6,100%., ,,,6.9,16.0,,,1500-2000,,,10.0,5.9,No precipitation,6,,,,
12.01.2020 14:00,15.7,753.1,763.6,-3.7,51,Wind blowing from the south,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,15.7,,,2500 or more  or no clouds.,,,12.0,5.6,0.1,12,,,,
12.01.2020 11:00,11.7,756.8,767.5,,61,Wind blowing from the north-east,2,,6,20–30%., ,,,6.9,12.2,,,600-1000,,,11.0,4.4,No precipitation,6,,,,
12.01.2020 08:00,7.2,756.3,767.0,0.8,82,Wind blowing from the north-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,,,,2500 or more  or no clouds.,,,9.0,4.3,0.9,12,,,,
12.01.2020 05:00,7.6,755.5,766.3,,85,Wind blowing from the north,2,,5,, ,,,7.5,,,,,,,10.0,5.2,0.5,6,,,,
12.01.2020 02:00,8.3,755.7,766.3,0.2,87,Wind blowing from the east-northeast,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,,,,2500 or more  or no clouds.,,,8.0,6.3,2.0,12,,,,
11.01.2020 23:00,8.4,755.5,766.2,,81,Wind blowing from the north-east,2,,7,, ,,,8.1,,,,,,,11.0,5.3,1.0,6,,,,
11.01.2020 20:00,8.3,755.4,766.0,0.9,88,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,300-600,,,9.0,6.4,0.8,12,,,,
11.01.2020 17:00,8.9,754.5,765.1,,88,Wind blowing from the north-west,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,25.5,,,600-1000,,,4.6,7.0,No precipitation,6,,,,
11.01.2020 14:00,10.2,753.9,764.4,-1.3,82,Wind blowing from the north-east,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,27.0,,,1500-2000,,,7.0,7.3,No precipitation,12,,,,
11.01.2020 11:00,12.1,755.2,765.6,,74,Wind blowing from the north-northwest,3,,8,100%., ,,,12.1,27.0,,,1500-2000,,,8.0,7.6,No precipitation,6,,,,
11.01.2020 08:00,14.1,753.1,763.3,1.7,74,Wind blowing from the north,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,27.0,,,1500-2000,,,6.0,9.5,No precipitation,12,,,,
11.01.2020 05:00,15.2,751.4,761.6,,77,Wind blowing from the north,1,,8,,Mist. ,,,15.2,27.0,,,,,,5.0,11.2,No precipitation,6,,,,
