Local time in Nenjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,-17.5,751.3,776.3,,53,Wind blowing from the south-southwest,4,,7,no clouds, ,,,-27.6,-13.0,,,,,,30.0,-24.8,No precipitation,6,,,,
24.01.2020 14:00,-15.5,751.1,775.9,-0.9,46,Wind blowing from the south-west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-11.0,,,,,,30.0,-24.5,No precipitation,12,,,,
24.01.2020 11:00,-18.6,752.0,776.8,,49,Wind blowing from the south-west,4,,7,no clouds, ,,,-27.6,-11.0,,,,,,23.0,-26.7,No precipitation,6,,,,
24.01.2020 08:00,-25.7,752.0,777.1,0.9,63,Wind blowing from the west-southwest,2,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-11.0,,,,,,2.2,-30.7,No precipitation,12,,,,
24.01.2020 05:00,-23.4,751.1,775.9,,56,Wind blowing from the west-southwest,3,,9,, ,,,-25.7,-11.0,,,,,,16.0,-29.7,No precipitation,6,,,,
24.01.2020 02:00,-21.5,750.3,774.9,1.7,55,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-11.0,,,2500 or more  or no clouds.,,,30.0,-28.1,No precipitation,12,,,,
23.01.2020 23:00,-17.5,748.6,773.2,,47,Wind blowing from the west,5,,,, ,,,-21.6,-11.0,,,,,,30.0,-26.1,No precipitation,6,,,,
23.01.2020 20:00,-14.9,746.8,771.3,2.8,41,Wind blowing from the west,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.0,,,,,,30.0,-25.2,No precipitation,12,,,,
23.01.2020 17:00,-13.6,744.0,768.2,,38,Wind blowing from the west-northwest,3,,13,no clouds, ,,,,-11.0,,,,,,16.0,-24.9,No precipitation,6,,,,
23.01.2020 14:00,-11.3,741.7,765.7,0.4,45,Wind blowing from the west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.3,,,,,,30.0,-21.1,0.3,12,,,,
23.01.2020 11:00,-14.1,741.3,765.7,,70,Wind blowing from the west-southwest,4,,10,40%., ,,,-26.5,-14.1,,,2500 or more  or no clouds.,,,11.0,-18.5,0.2,6,,,,
23.01.2020 08:00,-16.4,741.4,766.2,0.1,78,Wind blowing from the south-west,5,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-14.3,,,2500 or more  or no clouds.,,,8.0,-19.3,0.3,12,,,,
23.01.2020 05:00,-16.1,741.3,765.8,,77,Wind blowing from the south,6,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-29.1,-14.3,,,,,,6.0,-19.2,0.1,6,,,,
23.01.2020 02:00,-16.7,742.8,767.1,,65,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.3,-14.3,,,2500 or more  or no clouds.,,,19.0,-21.7,No precipitation,12,,,,
22.01.2020 23:00,-21.7,743.9,768.7,,77,Wind blowing from the east-southeast,2,,,, ,,,-30.3,-14.3,,,,,,11.0,-24.6,No precipitation,6,,,,
22.01.2020 20:00,-25.7,745.0,770.5,0.3,76,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.3,-14.3,,,,,,10.0,-28.7,No precipitation,12,,,,
22.01.2020 17:00,-21.3,744.7,770.0,,67,Wind blowing from the east,2,,6,no clouds, ,,,-30.3,-14.3,,,,,,9.0,-25.8,No precipitation,6,,,,
22.01.2020 14:00,-15.4,743.9,768.9,,55,Wind blowing from the south-west,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.3,-14.3,,,2500 or more  or no clouds.,,,23.0,-22.4,No precipitation,12,,,,
22.01.2020 11:00,-19.8,744.3,769.3,,75,Wind blowing from the south-east,2,,3,20–30%., ,,,-30.3,-17.5,,,2500 or more  or no clouds.,,,14.0,-23.2,No precipitation,6,,,,
22.01.2020 08:00,-26.7,743.8,768.9,1.0,76,Wind blowing from the west,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.3,-17.5,,,,,,3.2,-29.7,No precipitation,12,,,,
22.01.2020 05:00,-28.0,742.8,767.8,,77,Wind blowing from the south-southwest,1,,3,,Haze. ,,,-30.3,-17.5,,,,,,5.0,-30.8,No precipitation,6,,,,
22.01.2020 02:00,-29.4,742.6,767.7,,74,Wind blowing from the east-southeast,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-17.5,,,2500 or more  or no clouds.,,,4.9,-32.6,0.3,12,,,,
21.01.2020 23:00,-24.8,741.4,766.5,,77,Wind blowing from the west-southwest,2,,,,Haze. ,,,-30.0,-17.5,,,,,,3.4,-27.7,0.1,6,,,,
21.01.2020 20:00,-21.4,740.9,766.0,0.6,80,Wind blowing from the west,2,,5,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-17.5,,,2500 or more  or no clouds.,,,2.3,-23.9,0.3,12,,,,
21.01.2020 17:00,-18.2,740.3,765.2,,81,Wind blowing from the west-southwest,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-17.5,,,2500 or more  or no clouds.,,,1.5,-20.7,0.2,6,,,,
21.01.2020 14:00,-19.5,739.9,764.8,,79,Wind blowing from the north,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-19.2,,,2500 or more  or no clouds.,,,4.6,-22.2,No precipitation,12,,,,
21.01.2020 11:00,-22.7,741.8,766.8,,77,Wind blowing from the north-east,2,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-19.2,,,2500 or more  or no clouds.,,,3.9,-25.6,No precipitation,6,,,,
21.01.2020 08:00,-28.0,742.8,768.1,0.4,76,Wind blowing from the north,0,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.6,-19.2,,,2500 or more  or no clouds.,,,4.8,-30.9,No precipitation,12,,,,
21.01.2020 05:00,-26.6,742.4,767.6,,76,Wind blowing from the west-northwest,1,,6,,Haze. ,,,-32.5,-19.2,,,,,,7.0,-29.6,No precipitation,6,,,,
21.01.2020 02:00,-26.8,742.6,767.6,0.3,78,Wind blowing from the south-west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.5,-19.2,,,2500 or more  or no clouds.,,,6.0,-29.5,No precipitation,12,,,,
20.01.2020 23:00,-23.3,742.3,767.4,,79,Wind blowing from the west-southwest,2,,,,Haze. ,,,-32.5,-19.2,,,,,,7.0,-25.9,No precipitation,6,,,,
20.01.2020 20:00,-24.6,742.2,767.7,,78,Wind blowing from the south-southwest,2,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.5,-19.2,,,,,,7.0,-27.3,No precipitation,12,,,,
20.01.2020 17:00,-22.7,741.6,766.9,,74,Wind blowing from the west-southwest,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.5,-19.2,,,,,,1.7,-26.1,No precipitation,6,,,,
20.01.2020 14:00,-19.6,741.1,766.3,-0.3,61,Wind blowing from the south,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.5,-18.8,,,,,,4.5,-25.2,No precipitation,12,,,,
20.01.2020 11:00,-23.6,741.4,766.6,,71,Wind blowing from the east-southeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.5,-18.8,,,,,,3.6,-27.4,No precipitation,6,,,,
20.01.2020 08:00,-31.6,741.1,766.7,0.8,72,Wind blowing from the south-southeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.5,,,,,,,3.1,-35.0,No precipitation,12,,,,
20.01.2020 05:00,-28.9,740.3,765.7,,75,Wind blowing from the west-northwest,2,,3,,Haze. ,,,-32.3,-18.8,,,,,,4.0,-31.9,No precipitation,6,,,,
20.01.2020 02:00,-31.5,740.3,765.5,0.1,71,Wind blowing from the east,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-18.8,,,2500 or more  or no clouds.,,,4.1,-35.0,No precipitation,12,,,,
19.01.2020 23:00,-28.3,740.2,765.4,,76,Wind blowing from the south,1,,,,Haze. ,,,-29.7,-18.8,,,,,,4.4,-31.2,No precipitation,6,,,,
19.01.2020 20:00,-28.4,740.2,765.7,0.1,74,Wind blowing from the east-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-18.8,,,,,,3.1,-31.6,No precipitation,12,,,,
19.01.2020 17:00,-25.6,740.1,765.4,,73,Wind blowing from the east,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-18.8,,,,,,4.2,-29.0,No precipitation,6,,,,
19.01.2020 14:00,-19.5,739.9,764.8,-0.7,64,Wind blowing from the north,0,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-16.4,,,2500 or more  or no clouds.,,,5.0,-24.6,No precipitation,12,,,,
19.01.2020 11:00,-23.6,740.6,765.7,,76,Wind blowing from the north-east,1,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-16.4,,,2500 or more  or no clouds.,,,4.3,-26.6,No precipitation,6,,,,
19.01.2020 08:00,-28.8,740.8,766.1,0.5,75,Wind blowing from the north-east,0,,,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-16.4,,,2500 or more  or no clouds.,,,3.5,-31.8,No precipitation,12,,,,
19.01.2020 05:00,-27.4,740.3,765.3,,76,Wind blowing from the north-east,2,,,,Haze. ,,,-28.3,-16.4,,,,,,4.1,-30.3,No precipitation,6,,,,
19.01.2020 02:00,-28.2,740.7,765.6,-0.1,75,Wind blowing from the east-northeast,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-16.4,,,2500 or more  or no clouds.,,,3.6,-31.3,No precipitation,12,,,,
18.01.2020 23:00,-26.7,740.8,765.7,,77,Wind blowing from the east,0,,,,Haze. ,,,-27.1,-16.4,,,,,,2.2,-29.5,No precipitation,6,,,,
18.01.2020 20:00,-23.4,741.2,766.3,0.2,80,Wind blowing from the west-southwest,1,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-16.4,,,2500 or more  or no clouds.,,,1.7,-25.9,No precipitation,12,,,,
18.01.2020 17:00,-20.1,741.0,765.8,,75,Wind blowing from the north-east,2,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-16.4,,,2500 or more  or no clouds.,,,2.7,-23.4,No precipitation,6,,,,
18.01.2020 14:00,-17.0,741.2,765.8,-1.1,67,Wind blowing from the north-east,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-14.2,,,2500 or more  or no clouds.,,,5.0,-21.7,No precipitation,12,,,,
18.01.2020 11:00,-20.0,742.3,767.1,,75,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-14.2,,,,,,4.0,-23.3,No precipitation,6,,,,
18.01.2020 08:00,-25.5,742.6,767.8,-0.3,77,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.8,,,,2500 or more  or no clouds.,,,3.1,-28.3,No precipitation,12,,,,
18.01.2020 05:00,-23.8,742.9,767.9,,81,Wind blowing from the west,1,,4,,Mist. ,,,,,,,,,,4.5,-26.1,No precipitation,6,,,,
18.01.2020 02:00,-22.1,743.4,768.1,-0.7,77,Wind blowing from the south-southwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.2,-14.2,,,2500 or more  or no clouds.,,,5.0,-25.0,No precipitation,12,,,,
17.01.2020 23:00,-23.1,744.1,769.0,,78,Wind blowing from the south-southwest,2,,,,Mist. ,,,-30.2,-14.2,,,,,,6.0,-25.9,No precipitation,6,,,,
17.01.2020 20:00,-22.7,744.6,769.9,-0.1,78,Wind blowing from the south-west,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.2,-14.2,,,,,,7.0,-25.5,No precipitation,12,,,,
17.01.2020 17:00,-21.5,744.7,770.1,,73,Wind blowing from the east-southeast,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.2,-14.2,,,2500 or more  or no clouds.,,,6.0,-25.0,No precipitation,6,,,,
17.01.2020 14:00,-16.4,744.8,769.8,-1.1,61,Wind blowing from the south-southeast,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.2,-16.4,,,2500 or more  or no clouds.,,,11.0,-22.2,No precipitation,12,,,,
17.01.2020 11:00,-21.9,745.9,771.1,,74,Wind blowing from the west-southwest,1,,2,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.2,-17.6,,,2500 or more  or no clouds.,,,6.0,-25.3,No precipitation,6,,,,
17.01.2020 08:00,-28.1,746.3,771.8,0.3,75,Wind blowing from the west,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.1,-17.6,,,,,,2.1,-31.2,No precipitation,12,,,,
17.01.2020 05:00,-29.4,746.0,771.4,,74,Wind blowing from the east-southeast,1,,2,,Haze. ,,,-32.8,-17.6,,,,,,6.0,-32.6,No precipitation,6,,,,
17.01.2020 02:00,-27.3,746.3,771.4,-0.1,78,Wind blowing from the west-southwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-17.6,,,2500 or more  or no clouds.,,,9.0,-30.0,No precipitation,12,,,,
16.01.2020 23:00,-25.0,746.4,771.7,,76,Wind blowing from the south-southwest,1,,,, ,,,-32.8,-17.6,,,,,,9.0,-28.0,No precipitation,6,,,,
16.01.2020 20:00,-25.1,746.6,772.3,0.0,76,Wind blowing from the south-east,2,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-17.6,,,,,,7.0,-28.1,No precipitation,12,,,,
16.01.2020 17:00,-22.9,746.6,772.2,,71,Wind blowing from the south-east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-17.6,,,,,,6.0,-26.7,No precipitation,6,,,,
16.01.2020 14:00,-17.6,746.2,771.4,-1.2,57,Wind blowing from the south,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-17.6,,,,,,11.0,-24.1,No precipitation,12,,,,
16.01.2020 11:00,-24.0,747.4,772.9,,70,Wind blowing from the south-southeast,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-19.8,,,2500 or more  or no clouds.,,,2.8,-27.9,No precipitation,6,,,,
16.01.2020 08:00,-31.2,747.4,773.2,0.3,73,Wind blowing from the east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,,,,2500 or more  or no clouds.,,,2.9,-34.4,No precipitation,12,,,,
16.01.2020 05:00,-30.9,747.1,772.8,,74,Wind blowing from the east-northeast,1,,2,,Haze. ,,,-31.5,-19.8,,,,,,5.0,-34.0,No precipitation,6,,,,
16.01.2020 02:00,-30.8,747.1,772.6,-0.1,73,Wind blowing from the east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.0,-19.8,,,2500 or more  or no clouds.,,,4.8,-34.1,No precipitation,12,,,,
15.01.2020 23:00,-29.2,747.2,772.7,,76,Wind blowing from the south-west,1,,,,Haze. ,,,-29.4,-19.8,,,,,,2.7,-32.1,No precipitation,6,,,,
15.01.2020 20:00,-28.0,747.7,773.3,0.3,75,Wind blowing from the east-southeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-19.8,,,,,,2.2,-31.1,No precipitation,12,,,,
15.01.2020 17:00,-24.0,747.4,772.9,,74,Wind blowing from the east-northeast,1,,2,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.4,-19.8,,,2500 or more  or no clouds.,,,2.1,-27.3,No precipitation,6,,,,
15.01.2020 14:00,-20.1,747.3,772.4,-0.7,73,Wind blowing from the south-southeast,1,,2,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.4,-15.9,,,2500 or more  or no clouds.,,,6.0,-23.7,No precipitation,12,,,,
15.01.2020 11:00,-23.2,748.0,773.2,,80,Wind blowing from the south-southwest,1,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.4,,,,2500 or more  or no clouds.,,,3.7,-25.7,No precipitation,6,,,,
15.01.2020 08:00,-26.4,748.0,773.4,0.4,76,Wind blowing from the west,2,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-15.9,,,2500 or more  or no clouds.,,,3.2,-29.4,No precipitation,12,,,,
15.01.2020 05:00,-26.7,747.6,772.9,,77,Wind blowing from the west-southwest,1,,3,,Haze. ,,,-28.6,-15.9,,,,,,7.0,-29.5,No precipitation,6,,,,
15.01.2020 02:00,-24.6,748.0,772.9,0.3,79,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-15.9,,,2500 or more  or no clouds.,,,7.0,-27.2,No precipitation,12,,,,
14.01.2020 23:00,-23.5,747.7,772.9,,78,Wind blowing from the south,2,,,, ,,,-28.6,-15.9,,,,,,9.0,-26.3,No precipitation,6,,,,
14.01.2020 20:00,-22.2,747.9,773.3,0.4,71,Wind blowing from the south-southwest,1,,3,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-15.9,,,2500 or more  or no clouds.,,,4.9,-26.0,No precipitation,12,,,,
14.01.2020 17:00,-21.4,747.5,772.8,,74,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-15.9,,,,,,5.0,-24.8,No precipitation,6,,,,
14.01.2020 14:00,-16.9,747.2,772.1,-0.5,60,Wind blowing from the south-southeast,2,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-13.3,,,,,,16.0,-22.8,No precipitation,12,,,,
14.01.2020 11:00,-21.8,747.7,772.8,,64,Wind blowing from the south,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-13.3,,,,,,2.2,-26.8,No precipitation,6,,,,
14.01.2020 08:00,-28.1,747.8,773.3,0.7,76,Wind blowing from the east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,,,,,,,3.1,-31.0,No precipitation,12,,,,
14.01.2020 05:00,-26.1,747.1,772.4,,76,Wind blowing from the west,1,,3,, ,,,-26.5,,,,,,,17.0,-29.1,No precipitation,6,,,,
14.01.2020 02:00,-24.0,747.1,771.8,0.7,76,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-13.3,,,2500 or more  or no clouds.,,,25.0,-27.0,No precipitation,12,,,,
13.01.2020 23:00,-23.6,746.4,771.2,,76,Wind blowing from the south-west,1,,,, ,,,-26.3,-13.3,,,,,,11.0,-26.6,No precipitation,6,,,,
13.01.2020 20:00,-23.3,746.0,771.3,0.8,76,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-13.3,,,,,,7.0,-26.3,No precipitation,12,,,,
13.01.2020 17:00,-22.4,745.2,770.3,,74,Wind blowing from the east-southeast,2,,3,no clouds, ,,,-26.3,-13.3,,,,,,6.0,-25.8,No precipitation,6,,,,
13.01.2020 14:00,-14.5,744.2,768.9,0.2,58,Wind blowing from the south-east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-13.5,,,,,,28.0,-21.1,No precipitation,12,,,,
13.01.2020 11:00,-16.2,744.0,768.4,,65,Wind blowing from the south-east,1,,3,no clouds, ,,,-26.3,-14.5,,,,,,18.0,-21.3,No precipitation,6,,,,
13.01.2020 08:00,-25.1,743.1,767.8,1.6,78,Wind blowing from the south-east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-14.5,,,,,,5.0,-27.8,No precipitation,12,,,,
13.01.2020 05:00,-24.0,741.5,766.2,,78,Wind blowing from the east,1,,3,, ,,,-25.8,-14.5,,,,,,24.0,-26.7,No precipitation,6,,,,
13.01.2020 02:00,-24.2,740.7,765.3,0.5,77,Wind blowing from the south-southeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-14.5,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,12,,,,
12.01.2020 23:00,-17.2,740.2,764.5,,81,Wind blowing from the west,1,,,, ,,,,-14.5,,,,,,15.0,-19.7,No precipitation,6,,,,
12.01.2020 20:00,-14.8,739.9,764.3,0.4,72,Wind blowing from the south-west,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-14.5,,,2500 or more  or no clouds.,,,4.5,-18.7,No precipitation,12,,,,
12.01.2020 17:00,-16.0,739.5,764.1,,73,Wind blowing from the south,1,,4,90  or more  but not 100%, ,,,-27.6,-14.5,,,,,,18.0,-19.7,No precipitation,6,,,,
12.01.2020 14:00,-14.7,739.6,764.2,-1.1,62,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-10.2,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
12.01.2020 11:00,-16.8,740.7,765.3,,65,Wind blowing from the south-west,3,,4,90  or more  but not 100%, ,,,-27.6,-10.1,,,,,,20.0,-21.8,No precipitation,6,,,,
12.01.2020 08:00,-20.5,741.7,766.5,-0.6,74,Wind blowing from the south-west,3,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,,,,2500 or more  or no clouds.,,,3.0,-23.9,No precipitation,12,,,,
12.01.2020 05:00,-24.5,742.3,766.9,,79,Wind blowing from the west-southwest,2,,4,, ,,,-27.6,-10.1,,,,,,26.0,-27.1,No precipitation,6,,,,
12.01.2020 02:00,-25.8,743.5,768.0,-0.6,77,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-10.1,,,2500 or more  or no clouds.,,,30.0,-28.6,No precipitation,12,,,,
11.01.2020 23:00,-22.0,744.1,768.6,,80,Wind blowing from the west-southwest,2,,,, ,,,-25.5,-10.1,,,,,,25.0,-24.5,No precipitation,6,,,,
