Local time in Sanya (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 17:00,21.2,722.3,758.5,,90,Wind blowing from the east,5,,9,90  or more  but not 100%, ,,,18.4,23.5,,,,,,29.0,19.5,No precipitation,6,,,,
25.01.2020 14:00,23.1,723.6,759.7,-1.9,77,Wind blowing from the east,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,23.5,,,300-600,,,30.0,18.8,No precipitation,12,,,,
25.01.2020 11:00,22.0,725.5,761.7,,79,Wind blowing from the east,5,,10,90  or more  but not 100%, ,,,18.4,22.7,,,,,,28.0,18.2,No precipitation,6,,,,
25.01.2020 08:00,18.6,724.9,761.2,0.7,100,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,2500 or more  or no clouds.,,,12.0,18.6,No precipitation,12,,,,
25.01.2020 05:00,18.6,724.2,760.5,,100,Wind blowing from the east,5,,10,, ,,,18.6,22.7,,,,,,9.0,18.6,No precipitation,6,,,,
25.01.2020 02:00,19.2,725.0,761.2,-0.8,100,Wind blowing from the east,7,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.7,,,2500 or more  or no clouds.,,,18.0,19.2,No precipitation,12,,,,
24.01.2020 23:00,19.6,725.8,762.1,,100,Wind blowing from the east,6,,9,, ,,,19.2,22.7,,,,,,12.0,19.6,No precipitation,6,,,,
24.01.2020 20:00,19.8,725.2,761.5,0.7,100,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,22.7,,,2500 or more  or no clouds.,,,20.0,19.8,No precipitation,12,,,,
24.01.2020 17:00,21.4,724.5,760.7,,96,Wind blowing from the east-southeast,4,,9,90  or more  but not 100%, ,,,19.2,22.7,,,,,,24.0,20.7,No precipitation,6,,,,
24.01.2020 14:00,22.0,725.8,762.0,-1.8,93,Wind blowing from the south-east,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,23.9,,,2500 or more  or no clouds.,,,29.0,20.8,No precipitation,12,,,,
24.01.2020 11:00,21.6,727.6,763.9,,99,Wind blowing from the south-east,5,,9,90  or more  but not 100%, ,,,19.2,24.5,,,,,,20.0,21.4,No precipitation,6,,,,
24.01.2020 08:00,19.5,726.4,762.9,1.1,100,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,2500 or more  or no clouds.,,,18.0,19.5,No precipitation,12,,,,
24.01.2020 05:00,19.6,725.3,761.5,,100,Wind blowing from the east,5,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,18.5,24.5,,,,,,0.1,19.6,No precipitation,6,,,,
24.01.2020 02:00,19.9,726.0,762.1,,100,Wind blowing from the east-southeast,5,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.5,,,2500 or more  or no clouds.,,,0.1,19.9,No precipitation,12,,,,
23.01.2020 20:00,19.9,725.5,761.8,0.7,100,Wind blowing from the east,4,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.5,,,2500 or more  or no clouds.,,,6.0,19.9,No precipitation,12,,,,
23.01.2020 17:00,21.5,724.8,761.1,,95,Wind blowing from the east,3,,8,20–30%., ,,,18.5,24.5,,,300-600,,,24.0,20.7,No precipitation,6,,,,
23.01.2020 14:00,23.9,725.6,761.8,-2.0,69,Wind blowing from the south-east,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.5,,,2500 or more  or no clouds.,,,15.0,17.9,No precipitation,12,,,,
23.01.2020 11:00,22.8,727.6,763.9,,82,Wind blowing from the south-east,3,,,, ,,,18.5,23.7,,,,,,28.0,19.6,No precipitation,6,,,,
23.01.2020 08:00,19.1,726.4,762.8,1.3,100,Wind blowing from the east-southeast,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,,,,200-300,,,14.0,19.1,No precipitation,12,,,,
23.01.2020 05:00,18.8,725.1,761.4,,100,Wind blowing from the east,3,,8,,Mist. ,,,18.3,23.7,,,,,,5.0,18.8,No precipitation,6,,,,
23.01.2020 02:00,19.2,726.0,762.2,,100,Wind blowing from the east,4,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,23.7,,,2500 or more  or no clouds.,,,0.1,19.2,No precipitation,12,,,,
22.01.2020 23:00,19.2,727.0,763.3,,100,Wind blowing from the east,4,,8,,Mist. ,,,18.3,23.7,,,,,,0.6,19.2,No precipitation,6,,,,
22.01.2020 20:00,19.4,726.3,762.7,0.5,100,Wind blowing from the east,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,23.7,,,100-200,,,15.0,19.4,No precipitation,12,,,,
22.01.2020 17:00,21.0,725.8,762.1,,94,Wind blowing from the east-southeast,4,,8,20–30%., ,,,18.3,23.7,,,300-600,,,20.0,20.0,No precipitation,6,,,,
22.01.2020 14:00,23.1,726.6,762.9,,83,Wind blowing from the east,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,23.7,,,300-600,,,21.0,20.1,No precipitation,12,,,,
22.01.2020 11:00,22.6,728.8,765.1,,86,Wind blowing from the east-northeast,3,,9,70 – 80%., ,,,18.3,23.2,,,300-600,,,23.0,20.1,No precipitation,6,,,,
22.01.2020 08:00,18.9,727.4,763.9,0.9,100,Wind blowing from the east-northeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,100-200,,,15.0,18.9,No precipitation,12,,,,
22.01.2020 05:00,18.6,726.5,763.0,,100,Wind blowing from the east-northeast,3,,11,,Mist. ,,,17.3,23.2,,,,,,4.6,18.6,No precipitation,6,,,,
22.01.2020 02:00,18.4,727.6,764.0,,100,Wind blowing from the east-northeast,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,23.2,,,2500 or more  or no clouds.,,,9.0,18.4,No precipitation,12,,,,
21.01.2020 23:00,19.0,728.5,765.0,,100,Wind blowing from the east,7,,11,, ,,,17.3,23.2,,,,,,16.0,19.0,No precipitation,6,,,,
21.01.2020 20:00,19.1,728.1,764.7,0.5,99,Wind blowing from the east-northeast,6,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,23.2,,,300-600,,,17.0,18.9,No precipitation,12,,,,
21.01.2020 17:00,20.7,727.6,764.2,,89,Wind blowing from the east,5,,10,70 – 80%., ,,,17.3,23.2,,,300-600,,,21.0,18.8,No precipitation,6,,,,
21.01.2020 14:00,22.6,728.3,764.8,,75,Wind blowing from the east,6,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,23.2,,,300-600,,,22.0,17.9,No precipitation,12,,,,
21.01.2020 11:00,21.1,730.1,766.7,,82,Wind blowing from the east,6,,10,70 – 80%., ,,,17.3,22.8,,,300-600,,,21.0,17.9,No precipitation,6,,,,
21.01.2020 08:00,18.3,728.8,765.5,1.0,99,Wind blowing from the north-east,7,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,,,,300-600,,,13.0,18.1,No precipitation,12,,,,
21.01.2020 05:00,17.4,727.8,764.4,,100,Wind blowing from the north-east,6,,12,, ,,,17.4,22.8,,,,,,9.0,17.4,No precipitation,6,,,,
21.01.2020 02:00,18.0,728.4,764.8,-0.8,100,Wind blowing from the east-northeast,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,22.8,,,2500 or more  or no clouds.,,,13.0,18.0,No precipitation,12,,,,
20.01.2020 23:00,18.7,729.2,765.7,,97,Wind blowing from the east,5,,12,, ,,,17.8,22.8,,,,,,15.0,18.2,No precipitation,6,,,,
20.01.2020 20:00,19.1,728.5,765.2,,94,Wind blowing from the east,7,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,22.8,,,300-600,,,18.0,18.1,No precipitation,12,,,,
20.01.2020 17:00,20.4,727.6,764.1,,87,Wind blowing from the east,7,,13,60%., ,,,17.8,22.8,,,300-600,,,21.0,18.2,No precipitation,6,,,,
20.01.2020 14:00,21.8,728.0,764.5,-1.2,80,Wind blowing from the east,7,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,22.8,,,300-600,,,20.0,18.2,No precipitation,12,,,,
20.01.2020 11:00,21.6,729.2,765.7,,83,Wind blowing from the east,6,,13,70 – 80%., ,,,17.8,22.2,,,300-600,,,19.0,18.6,No precipitation,6,,,,
20.01.2020 08:00,18.2,728.4,765.0,1.6,100,Wind blowing from the east-northeast,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,2500 or more  or no clouds.,,,12.0,18.2,No precipitation,12,,,,
20.01.2020 05:00,18.1,726.8,763.3,,100,Wind blowing from the east-northeast,7,,12,, ,,,17.9,22.2,,,,,,13.0,18.1,No precipitation,6,,,,
20.01.2020 02:00,18.1,727.4,763.9,-0.7,99,Wind blowing from the east-northeast,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,22.2,,,2500 or more  or no clouds.,,,13.0,17.9,No precipitation,12,,,,
19.01.2020 23:00,19.1,728.1,764.6,,93,Wind blowing from the east,6,,11,, ,,,18.4,22.2,,,,,,18.0,17.9,No precipitation,6,,,,
19.01.2020 20:00,19.5,727.9,764.5,0.9,96,Wind blowing from the east,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,22.2,,,2500 or more  or no clouds.,,,16.0,18.8,No precipitation,12,,,,
19.01.2020 17:00,20.0,727.0,763.4,,92,Wind blowing from the east,7,,11,90  or more  but not 100%, ,,,18.4,22.2,,,,,,21.0,18.7,No precipitation,6,,,,
19.01.2020 14:00,21.9,727.2,763.5,-1.7,85,Wind blowing from the east,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,22.2,,,2500 or more  or no clouds.,,,20.0,19.3,0.7,12,,,,
19.01.2020 11:00,20.3,728.9,765.4,,96,Wind blowing from the east-northeast,5,,11,90  or more  but not 100%, ,,,18.4,23.0,,,,,,14.0,19.6,0.2,6,,,,
19.01.2020 08:00,18.6,727.6,764.1,1.2,100,Wind blowing from the east-northeast,6,,11,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,200-300,,,20.0,18.6,0.7,12,,,,
19.01.2020 05:00,18.9,726.4,762.9,,100,Wind blowing from the north-east,3,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.2,,,,,,,1.0,18.9,0.5,6,,,,
19.01.2020 02:00,19.5,726.7,763.0,-0.6,100,Wind blowing from the south-east,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,23.0,,,2500 or more  or no clouds.,,,10.0,19.5,No precipitation,12,,,,
18.01.2020 23:00,19.7,727.3,763.7,,98,Wind blowing from the east,5,,12,, ,,,18.1,23.0,,,,,,12.0,19.4,No precipitation,6,,,,
18.01.2020 20:00,19.7,726.5,763.0,1.3,100,Wind blowing from the east,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,23.0,,,2500 or more  or no clouds.,,,20.0,19.7,No precipitation,12,,,,
18.01.2020 17:00,20.5,725.2,761.6,,93,Wind blowing from the east,6,,13,90  or more  but not 100%, ,,,18.1,23.0,,,,,,11.0,19.3,No precipitation,6,,,,
18.01.2020 14:00,22.1,725.8,762.1,-1.8,87,Wind blowing from the east,7,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,23.0,,,300-600,,,13.0,19.8,No precipitation,12,,,,
18.01.2020 11:00,21.4,727.6,764.0,,86,Wind blowing from the east-northeast,7,,13,60%., ,,,18.1,23.8,,,300-600,,,12.0,19.0,No precipitation,6,,,,
18.01.2020 08:00,18.5,726.9,763.4,1.0,100,Wind blowing from the east-northeast,8,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,,,,300-600,,,20.0,18.5,No precipitation,12,,,,
18.01.2020 05:00,18.2,725.9,762.4,,100,Wind blowing from the east-northeast,5,,11,,Mist. ,,,18.1,23.8,,,,,,4.6,18.2,No precipitation,6,,,,
18.01.2020 02:00,18.4,727.0,763.3,-0.6,100,Wind blowing from the east,7,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,23.8,,,2500 or more  or no clouds.,,,5.0,18.4,No precipitation,12,,,,
17.01.2020 23:00,18.9,727.6,763.9,,100,Wind blowing from the east-northeast,6,,10,,Mist. ,,,18.2,23.8,,,,,,2.8,18.9,No precipitation,6,,,,
17.01.2020 20:00,19.6,726.7,763.3,0.7,100,Wind blowing from the east,7,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,23.8,,,200-300,,,20.0,19.6,No precipitation,12,,,,
17.01.2020 17:00,20.5,726.0,762.4,,95,Wind blowing from the east,6,,10,70 – 80%., ,,,18.2,23.8,,,300-600,,,25.0,19.7,No precipitation,6,,,,
17.01.2020 14:00,22.5,726.4,762.7,-2.1,74,Wind blowing from the east,6,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,23.8,,,300-600,,,12.0,17.6,No precipitation,12,,,,
17.01.2020 11:00,22.5,728.5,764.9,,79,Wind blowing from the north-east,4,,9,70 – 80%., ,,,18.2,23.7,,,300-600,,,25.0,18.7,No precipitation,6,,,,
17.01.2020 08:00,18.7,727.6,764.2,1.7,100,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,,,,100-200,,,15.0,18.7,No precipitation,12,,,,
17.01.2020 05:00,18.6,725.9,762.3,,100,Wind blowing from the east,4,,7,,Mist. ,,,17.5,23.7,,,,,,3.9,18.6,No precipitation,6,,,,
17.01.2020 02:00,18.8,726.7,763.0,-0.1,100,Wind blowing from the north-east,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.7,,,2500 or more  or no clouds.,,,1.8,18.8,No precipitation,12,,,,
16.01.2020 23:00,19.2,726.8,763.0,,100,Wind blowing from the east,4,,8,,Mist. ,,,17.5,23.7,,,,,,4.3,19.2,No precipitation,6,,,,
16.01.2020 20:00,19.4,726.1,762.6,1.2,99,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.7,,,100-200,,,15.0,19.2,No precipitation,12,,,,
16.01.2020 17:00,21.0,724.9,761.3,,87,Wind blowing from the east-southeast,5,,8,90  or more  but not 100%, ,,,17.5,23.7,,,100-200,,,15.0,18.8,No precipitation,6,,,,
16.01.2020 14:00,22.4,725.2,761.5,-1.5,80,Wind blowing from the east,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.7,,,300-600,,,10.0,18.8,No precipitation,12,,,,
16.01.2020 11:00,23.0,726.7,763.0,,73,Wind blowing from the east-southeast,3,,9,70 – 80%., ,,,17.5,23.2,,,300-600,,,10.0,17.9,No precipitation,6,,,,
16.01.2020 08:00,18.1,726.1,762.7,1.2,100,Wind blowing from the north-east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,,,,100-200,,,15.0,18.1,No precipitation,12,,,,
16.01.2020 05:00,17.7,724.9,761.3,,100,Wind blowing from the east-northeast,3,,9,, ,,,17.5,22.7,,,,,,8.0,17.7,No precipitation,6,,,,
16.01.2020 02:00,18.1,725.2,761.5,-0.3,99,Wind blowing from the east,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,22.7,,,2500 or more  or no clouds.,,,10.0,17.9,No precipitation,12,,,,
15.01.2020 23:00,18.4,725.5,761.8,,92,Wind blowing from the east,6,,10,, ,,,17.8,22.7,,,,,,23.0,17.1,No precipitation,6,,,,
15.01.2020 20:00,18.5,725.0,761.5,0.5,93,Wind blowing from the east,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,22.7,,,300-600,,,24.0,17.3,No precipitation,12,,,,
15.01.2020 17:00,21.0,724.5,760.8,,68,Wind blowing from the east,4,,10,50%., ,,,17.8,22.7,,,300-600,,,30.0,14.9,No precipitation,6,,,,
15.01.2020 14:00,22.1,724.9,761.2,-2.3,67,Wind blowing from the east,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,23.1,,,300-600,,,25.0,15.7,No precipitation,12,,,,
15.01.2020 11:00,21.8,727.2,763.6,,69,Wind blowing from the east,6,,10,70 – 80%., ,,,17.8,23.1,,,300-600,,,28.0,15.9,No precipitation,6,,,,
15.01.2020 08:00,18.1,726.5,763.0,1.1,93,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,2500 or more  or no clouds.,,,18.0,17.0,No precipitation,12,,,,
15.01.2020 05:00,18.2,725.4,761.8,,94,Wind blowing from the east,4,,10,, ,,,17.8,23.1,,,,,,19.0,17.2,No precipitation,6,,,,
15.01.2020 02:00,18.5,726.1,762.4,-0.3,97,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.1,,,2500 or more  or no clouds.,,,15.0,18.0,No precipitation,12,,,,
14.01.2020 23:00,18.5,726.4,762.8,,96,Wind blowing from the east,4,,13,, ,,,17.7,23.1,,,,,,15.0,17.9,No precipitation,6,,,,
14.01.2020 20:00,19.1,725.9,762.4,0.7,93,Wind blowing from the east,4,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.1,,,300-600,,,18.0,17.9,No precipitation,12,,,,
14.01.2020 17:00,20.6,725.2,761.5,,75,Wind blowing from the east-southeast,6,,13,20–30%., ,,,17.7,23.1,,,300-600,,,30.0,16.0,No precipitation,6,,,,
14.01.2020 14:00,22.3,725.6,761.9,-2.1,76,Wind blowing from the east-southeast,6,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,22.8,,,300-600,,,24.0,17.9,No precipitation,12,,,,
14.01.2020 11:00,21.9,727.7,764.1,,83,Wind blowing from the east,5,,11,90  or more  but not 100%, ,,,17.7,22.3,,,,,,21.0,18.9,No precipitation,6,,,,
14.01.2020 08:00,18.5,726.7,763.2,1.3,100,Wind blowing from the east-northeast,7,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,300-600,,,12.0,18.5,No precipitation,12,,,,
14.01.2020 05:00,18.1,725.4,761.8,,100,Wind blowing from the east-northeast,7,,12,, ,,,17.1,22.3,,,,,,10.0,18.1,No precipitation,6,,,,
14.01.2020 02:00,18.0,725.6,762.0,-0.1,100,Wind blowing from the east-northeast,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,22.3,,,2500 or more  or no clouds.,,,8.0,18.0,No precipitation,12,,,,
13.01.2020 23:00,18.6,725.7,762.1,,100,Wind blowing from the east-northeast,6,,12,, ,,,17.1,22.3,,,,,,11.0,18.6,No precipitation,6,,,,
13.01.2020 20:00,18.8,724.9,761.5,0.8,98,Wind blowing from the east,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,22.3,,,2500 or more  or no clouds.,,,14.0,18.5,No precipitation,12,,,,
13.01.2020 17:00,19.8,724.1,760.6,,90,Wind blowing from the east,8,,15,90  or more  but not 100%, ,,,17.1,22.3,,,,,,16.0,18.1,No precipitation,6,,,,
13.01.2020 14:00,21.3,724.7,761.1,-2.1,84,Wind blowing from the east,7,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,22.3,,,2500 or more  or no clouds.,,,15.0,18.5,No precipitation,12,,,,
13.01.2020 11:00,21.4,726.8,763.3,,80,Wind blowing from the north-east,6,,15,90  or more  but not 100%, ,,,17.1,23.4,,,,,,13.0,17.8,No precipitation,6,,,,
13.01.2020 08:00,17.9,725.5,762.0,0.9,99,Wind blowing from the north-east,8,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,,,,2500 or more  or no clouds.,,,25.0,17.7,No precipitation,12,,,,
13.01.2020 05:00,17.5,724.6,761.1,,98,Wind blowing from the east-northeast,7,,13,, ,,,17.4,,,,,,,8.0,17.2,No precipitation,6,,,,
13.01.2020 02:00,17.7,725.1,761.4,-0.4,98,Wind blowing from the east-northeast,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.4,,,2500 or more  or no clouds.,,,8.0,17.4,No precipitation,12,,,,
12.01.2020 23:00,17.8,725.5,761.8,,100,Wind blowing from the east-northeast,7,,13,,Mist. ,,,17.8,23.4,,,,,,5.0,17.8,No precipitation,6,,,,
12.01.2020 20:00,18.5,724.5,760.9,0.4,99,Wind blowing from the east,9,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,23.4,,,2500 or more  or no clouds.,,,20.0,18.3,No precipitation,12,,,,
12.01.2020 17:00,19.8,724.1,760.4,,96,Wind blowing from the east,7,,13,90  or more  but not 100%, ,,,18.9,23.4,,,,,,25.0,19.1,No precipitation,6,,,,
12.01.2020 14:00,22.0,724.5,760.7,-1.9,81,Wind blowing from the east,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.1,,,2500 or more  or no clouds.,,,14.0,18.6,No precipitation,12,,,,
12.01.2020 11:00,22.5,726.4,762.7,,79,Wind blowing from the east-northeast,6,,13,90  or more  but not 100%, ,,,18.9,24.9,,,,,,25.0,18.7,No precipitation,6,,,,
12.01.2020 08:00,19.5,725.5,761.8,1.2,92,Wind blowing from the north-east,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,2500 or more  or no clouds.,,,21.0,18.2,No precipitation,12,,,,
12.01.2020 05:00,19.3,724.3,760.6,,93,Wind blowing from the north-east,8,,12,, ,,,18.2,,,,,,,19.0,18.1,No precipitation,6,,,,
12.01.2020 02:00,19.4,724.6,760.6,-0.4,99,Wind blowing from the north-east,8,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.9,,,2500 or more  or no clouds.,,,13.0,19.2,No precipitation,12,,,,
11.01.2020 23:00,19.9,725.0,761.1,,100,Wind blowing from the east-northeast,6,,11,, ,,,18.2,24.9,,,,,,8.0,19.9,No precipitation,6,,,,
11.01.2020 20:00,20.0,724.1,760.4,0.6,100,Wind blowing from the east-northeast,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.9,,,2500 or more  or no clouds.,,,20.0,20.0,No precipitation,12,,,,
