Local time in Xinyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 23:00,6.7,761.0,771.8,,94,Wind blowing from the north,3,,8,,Mist. ,,,3.8,7.1,,,,,,3.0,5.8,No precipitation,6,,,,
23.01.2020 20:00,7.0,759.6,770.4,1.5,93,Wind blowing from the north-east,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.1,,,2500 or more  or no clouds.,,,3.3,5.9,No precipitation,12,,,,
23.01.2020 17:00,6.8,758.1,768.9,,93,Wind blowing from the north-east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,6.9,,,2500 or more  or no clouds.,,,3.3,5.7,No precipitation,6,,,,
23.01.2020 14:00,6.0,757.8,768.6,-1.7,92,Wind blowing from the north-northeast,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.0,,,2500 or more  or no clouds.,,,2.3,4.8,No precipitation,12,,,,
23.01.2020 11:00,5.1,759.5,770.4,,94,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,7.0,,,2500 or more  or no clouds.,,,2.0,4.2,No precipitation,6,,,,
23.01.2020 08:00,4.1,758.6,769.5,1.2,98,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,,,,2500 or more  or no clouds.,,,1.4,3.8,No precipitation,12,,,,
23.01.2020 05:00,3.8,757.4,768.2,,96,Wind blowing from the north-northwest,1,,3,,Mist. ,,,1.6,7.0,,,,,,1.8,3.2,No precipitation,6,,,,
23.01.2020 02:00,3.8,758.0,768.8,,95,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.0,,,2500 or more  or no clouds.,,,1.9,3.1,No precipitation,12,,,,
22.01.2020 23:00,4.2,758.3,769.2,,94,Wind blowing from the north-northeast,1,,5,,Mist. ,,,1.0,7.0,,,,,,1.9,3.3,No precipitation,6,,,,
22.01.2020 20:00,4.9,757.7,768.6,1.5,89,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.0,,,2500 or more  or no clouds.,,,2.1,3.2,No precipitation,12,,,,
22.01.2020 17:00,6.5,756.2,767.0,,77,Wind blowing from the north-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.0,,,2500 or more  or no clouds.,,,2.4,2.8,No precipitation,6,,,,
22.01.2020 14:00,6.0,755.8,766.6,,77,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.4,,,2500 or more  or no clouds.,,,2.0,2.3,No precipitation,12,,,,
22.01.2020 11:00,3.2,757.9,768.8,,88,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.4,,,2500 or more  or no clouds.,,,1.7,1.4,No precipitation,6,,,,
22.01.2020 08:00,2.0,756.8,767.7,1.3,93,Wind blowing from the north-northeast,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.4,,,2500 or more  or no clouds.,,,1.5,1.0,No precipitation,12,,,,
22.01.2020 05:00,1.6,755.5,766.3,,92,Calm  no wind,0,,,,Mist. ,,,1.0,6.4,,,,,,1.7,0.4,No precipitation,6,,,,
22.01.2020 02:00,2.3,757.2,768.1,,90,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.4,,,2500 or more  or no clouds.,,,1.9,0.8,No precipitation,12,,,,
21.01.2020 23:00,3.4,757.1,767.9,,82,Wind blowing from the north-northwest,1,,3,,Mist. ,,,1.8,6.4,,,,,,2.5,0.6,No precipitation,6,,,,
21.01.2020 20:00,4.8,756.9,767.7,1.2,75,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,7.7,,,2500 or more  or no clouds.,,,3.1,0.6,No precipitation,12,,,,
21.01.2020 17:00,5.7,755.7,766.5,,75,Wind blowing from the north-east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,2500 or more  or no clouds.,,,3.6,1.6,No precipitation,6,,,,
21.01.2020 14:00,5.7,756.5,767.3,,73,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,2500 or more  or no clouds.,,,4.8,1.1,No precipitation,12,,,,
21.01.2020 11:00,5.1,758.1,769.0,,69,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,2500 or more  or no clouds.,,,5.0,-0.1,No precipitation,6,,,,
21.01.2020 08:00,3.5,757.6,768.4,0.6,73,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.7,,,2500 or more  or no clouds.,,,6.0,-0.9,No precipitation,12,,,,
21.01.2020 05:00,3.0,757.0,767.8,,74,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,8.0,-1.2,,,,,,
21.01.2020 02:00,2.3,758.6,769.3,-0.8,79,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,12.7,,,2500 or more  or no clouds.,,,8.0,-1.0,No precipitation,12,,,,
20.01.2020 23:00,3.5,759.4,770.2,,71,Wind blowing from the west,2,,5,, ,,,0.2,12.7,,,,,,8.0,-1.4,No precipitation,6,,,,
20.01.2020 20:00,7.8,758.8,769.7,,47,Wind blowing from the east-northeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,12.7,,,2500 or more  or no clouds.,,,13.0,-2.8,No precipitation,12,,,,
20.01.2020 17:00,11.6,757.3,768.0,,31,Wind blowing from the east-northeast,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,16.0,-4.9,,,,,,
20.01.2020 14:00,12.0,758.0,768.7,-2.0,30,Wind blowing from the north-east,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,12.7,,,2500 or more  or no clouds.,,,14.0,-5.0,No precipitation,12,,,,
20.01.2020 11:00,9.4,760.0,770.7,,55,Wind blowing from the east-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,12.1,,,,,,6.0,0.8,No precipitation,6,,,,
20.01.2020 08:00,0.3,759.1,769.9,1.2,92,Wind blowing from the west-northwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,12.1,,,,,,4.4,-0.8,No precipitation,12,,,,
20.01.2020 05:00,1.4,757.9,768.7,,92,Calm  no wind,0,,,,Mist. ,,,0.1,12.1,,,,,,5.0,0.2,No precipitation,6,,,,
20.01.2020 02:00,2.2,758.3,769.0,0.0,88,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,12.1,,,2500 or more  or no clouds.,,,5.0,0.4,No precipitation,12,,,,
19.01.2020 23:00,5.3,758.3,769.0,,61,Wind blowing from the south,1,,4,, ,,,0.1,12.1,,,,,,9.0,-1.6,No precipitation,6,,,,
19.01.2020 20:00,7.4,758.2,769.0,1.3,47,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,12.1,,,,,,12.0,-3.2,No precipitation,12,,,,
19.01.2020 17:00,10.6,756.9,767.6,,36,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,12.0,-3.8,,,,,,
19.01.2020 14:00,10.9,757.6,768.4,-2.6,31,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,11.4,,,,,,13.0,-5.6,No precipitation,12,,,,
19.01.2020 11:00,8.9,760.2,771.0,,54,Wind blowing from the east-southeast,1,,3,20–30%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,9.3,,,2500 or more  or no clouds.,,,6.0,0.1,No precipitation,6,,,,
19.01.2020 08:00,0.2,759.7,770.7,1.4,98,Wind blowing from the north-west,1,,2,10%  or less  but not 0,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,9.3,,,2500 or more  or no clouds.,,,0.1,-0.1,No precipitation,12,,,,
19.01.2020 05:00,1.5,758.3,769.2,,98,Wind blowing from the west-northwest,1,,2,,Mist. ,,,-1.2,9.3,,,,,,1.5,1.2,No precipitation,6,,,,
19.01.2020 02:00,2.5,758.5,769.3,-0.3,95,Wind blowing from the west-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.3,,,2500 or more  or no clouds.,,,2.2,1.8,No precipitation,12,,,,
18.01.2020 23:00,4.9,758.8,769.7,,85,Wind blowing from the west,1,,4,,Mist. ,,,-1.2,9.3,,,,,,3.0,2.6,No precipitation,6,,,,
18.01.2020 20:00,5.9,758.8,769.7,1.3,75,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.3,,,2500 or more  or no clouds.,,,3.2,1.8,No precipitation,12,,,,
18.01.2020 17:00,7.5,757.5,768.4,,60,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.3,,,,,,5.0,0.2,No precipitation,6,,,,
18.01.2020 14:00,8.6,758.0,768.8,-2.7,58,Wind blowing from the east-southeast,1,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.8,,,2500 or more  or no clouds.,,,4.8,0.8,No precipitation,12,,,,
18.01.2020 11:00,4.4,760.7,771.7,,79,Wind blowing from the south-west,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.4,,,2500 or more  or no clouds.,,,3.9,1.1,No precipitation,6,,,,
18.01.2020 08:00,-1.0,760.0,771.0,0.9,97,Wind blowing from the east,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.4,,,2500 or more  or no clouds.,,,1.1,-1.4,No precipitation,12,,,,
18.01.2020 05:00,-0.6,759.1,769.9,,95,Wind blowing from the west,1,,4,,Mist. ,,,-0.6,7.4,,,,,,2.5,-1.3,No precipitation,6,,,,
18.01.2020 02:00,1.2,760.2,771.1,-0.6,88,Wind blowing from the east-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,7.4,,,2500 or more  or no clouds.,,,4.0,-0.6,No precipitation,12,,,,
17.01.2020 23:00,2.5,760.8,771.7,,81,Wind blowing from the south-west,2,,4,,Mist. ,,,-0.4,7.4,,,,,,4.7,-0.4,No precipitation,6,,,,
17.01.2020 20:00,3.6,760.0,771.0,0.6,80,Wind blowing from the south-east,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,7.4,,,2500 or more  or no clouds.,,,4.7,0.5,No precipitation,12,,,,
17.01.2020 17:00,6.6,759.4,770.3,,60,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,7.4,,,,,,5.0,-0.6,No precipitation,6,,,,
17.01.2020 14:00,6.1,760.0,770.8,-2.9,63,Wind blowing from the south-west,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,6.6,,,2500 or more  or no clouds.,,,5.0,-0.6,No precipitation,12,,,,
17.01.2020 11:00,3.3,762.9,773.9,,75,Wind blowing from the south-east,1,,3,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,3.6,,,1000-1500,,,5.0,-0.7,No precipitation,6,,,,
17.01.2020 08:00,-0.4,762.4,773.5,0.9,98,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,1.0,,,2500 or more  or no clouds.,,,0.8,-0.7,No precipitation,12,,,,
17.01.2020 05:00,0.6,761.5,772.6,,96,Wind blowing from the north-west,1,,3,,Mist. ,,,,1.0,,,,,,2.0,0.0,No precipitation,6,,,,
17.01.2020 02:00,0.8,762.5,773.5,-0.5,96,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,1.0,,,2500 or more  or no clouds.,,,1.7,0.2,0.1,12,,,,
16.01.2020 23:00,0.9,763.0,774.1,,97,Wind blowing from the north-northwest,1,,6,,Mist. ,,,-0.7,0.9,,,,,,1.7,0.5,No precipitation,6,,,,
16.01.2020 20:00,0.8,763.0,774.1,1.5,96,Wind blowing from the north,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,0.8,,,1000-1500,,,2.0,0.2,0.2,12,,,,
16.01.2020 17:00,0.6,761.5,772.6,,96,Wind blowing from the north,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,0.7,,,1000-1500,,,1.8,0.0,0.2,6,,,,
16.01.2020 14:00,0.1,761.4,772.5,-1.8,98,Wind blowing from the north,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,0.8,,,1000-1500,,,1.0,-0.2,0.1,12,,,,
16.01.2020 11:00,-0.2,763.2,774.3,,97,Wind blowing from the north-northwest,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,1000-1500,,,1.3,-0.6,No precipitation,6,,,,
16.01.2020 08:00,-0.5,762.4,773.5,1.2,91,Wind blowing from the north,2,,8,100%.,Mist. ,Snow and/or other types of solid precipitation,Rain.,-0.7,,,,1000-1500,,,3.0,-1.8,Trace of precipitation,12,,,,
16.01.2020 05:00,-0.7,761.2,772.3,,91,Wind blowing from the north,3,,8,,Mist. ,,,-0.7,1.0,,,,,,3.4,-2.0,No precipitation,6,,,,
16.01.2020 02:00,-0.5,761.9,773.0,0.2,90,Wind blowing from the north,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,1.5,,,2500 or more  or no clouds.,,,2.9,-1.9,2.0,12,,,,
15.01.2020 23:00,-0.3,761.7,772.8,,92,Wind blowing from the north,3,,8,,Mist. ,,,-0.4,2.2,,,,,,2.4,-1.4,0.5,6,,,,
15.01.2020 20:00,-0.1,760.9,772.0,1.5,97,Wind blowing from the north-northeast,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-0.2,,,,300-600,,,1.3,-0.5,3.0,12,,,,
15.01.2020 17:00,0.1,759.4,770.4,,97,Wind blowing from the north-northeast,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.0,,,,300-600,,,1.2,-0.3,1.0,6,,,,
15.01.2020 14:00,0.8,758.8,769.7,-1.7,86,Wind blowing from the north-northeast,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.0,,,,300-600,,,2.4,-1.3,1.0,12,,,,
15.01.2020 11:00,0.2,760.5,771.5,,95,Wind blowing from the north,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,,,,1000-1500,,,1.1,-0.5,1.0,6,,,,
15.01.2020 08:00,0.9,760.0,770.9,1.1,77,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,5.9,,,2500 or more  or no clouds.,,,3.2,-2.8,No precipitation,12,,,,
15.01.2020 05:00,1.0,758.9,769.8,,73,Wind blowing from the north-east,3,,6,,Mist. ,,,-0.3,5.9,,,,,,3.6,-3.3,No precipitation,6,,,,
15.01.2020 02:00,1.5,760.3,771.2,-0.5,69,Wind blowing from the north-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,5.9,,,2500 or more  or no clouds.,,,4.1,-3.6,No precipitation,12,,,,
14.01.2020 23:00,2.1,760.8,771.7,,64,Wind blowing from the east,3,,6,,Haze. ,,,-0.3,5.9,,,,,,4.6,-4.0,No precipitation,6,,,,
14.01.2020 20:00,3.1,760.2,771.1,-0.1,61,Wind blowing from the east-northeast,3,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,5.9,,,2500 or more  or no clouds.,,,4.7,-3.7,No precipitation,12,,,,
14.01.2020 17:00,5.0,760.3,771.2,,46,Wind blowing from the east,2,,6,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,5.9,,,2500 or more  or no clouds.,,,6.0,-5.7,No precipitation,6,,,,
14.01.2020 14:00,4.8,760.2,771.1,-2.9,51,Wind blowing from the east-northeast,3,,5,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,5.7,,,2500 or more  or no clouds.,,,4.8,-4.7,No precipitation,12,,,,
14.01.2020 11:00,1.9,763.1,774.1,,75,Wind blowing from the north-east,2,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,5.8,,,2500 or more  or no clouds.,,,2.2,-2.1,No precipitation,6,,,,
14.01.2020 08:00,-0.1,761.7,772.6,0.5,91,Wind blowing from the north-east,3,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,5.8,,,2500 or more  or no clouds.,,,1.7,-1.4,No precipitation,12,,,,
14.01.2020 05:00,-0.1,761.2,772.2,,96,Wind blowing from the north-northwest,1,,3,,Mist. ,,,-0.3,5.8,,,,,,1.4,-0.7,No precipitation,6,,,,
14.01.2020 02:00,0.6,761.5,772.4,0.6,96,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,5.8,,,2500 or more  or no clouds.,,,1.3,0.0,No precipitation,12,,,,
13.01.2020 23:00,2.5,760.9,771.7,,89,Wind blowing from the north,2,,5,,Mist. ,,,2.4,6.2,,,,,,2.1,0.9,No precipitation,6,,,,
13.01.2020 20:00,4.2,759.7,770.5,2.1,87,Wind blowing from the north,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,6.9,,,2500 or more  or no clouds.,,,1.9,2.2,No precipitation,12,,,,
13.01.2020 17:00,5.3,757.6,768.4,,87,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,1.9,3.3,No precipitation,6,,,,
13.01.2020 14:00,5.6,757.0,767.8,-1.3,87,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,2.1,3.6,No precipitation,12,,,,
13.01.2020 11:00,5.1,758.3,769.1,,92,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,2.0,3.9,No precipitation,6,,,,
13.01.2020 08:00,4.5,757.4,768.2,1.6,95,Wind blowing from the north-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.3,,,2500 or more  or no clouds.,,,2.4,3.8,No precipitation,12,,,,
13.01.2020 05:00,5.3,755.8,766.6,,76,Wind blowing from the south-southwest,2,,3,,Mist. ,,,,10.3,,,,,,6.0,1.4,No precipitation,6,,,,
13.01.2020 02:00,5.2,756.5,767.2,-0.5,89,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.3,,,2500 or more  or no clouds.,,,5.0,3.5,No precipitation,12,,,,
12.01.2020 23:00,6.2,757.0,767.7,,79,Wind blowing from the east,1,,,,Mist. ,,,,10.3,,,,,,6.0,2.7,No precipitation,6,,,,
12.01.2020 20:00,6.9,757.1,768.0,1.0,68,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,10.3,,,2500 or more  or no clouds.,,,8.0,1.4,No precipitation,12,,,,
12.01.2020 17:00,8.5,756.1,766.9,,56,Wind blowing from the south-southeast,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,12.0,0.2,,,,,,
12.01.2020 14:00,8.5,756.2,767.0,-2.9,61,Wind blowing from the south-west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,9.2,,,2500 or more  or no clouds.,,,11.0,1.4,No precipitation,12,,,,
12.01.2020 11:00,6.3,759.1,769.9,,79,Wind blowing from the south-southwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.3,,,,,,7.0,2.8,No precipitation,6,,,,
12.01.2020 08:00,0.2,758.2,769.1,0.5,98,Wind blowing from the east-southeast,2,,3,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.3,,,,,,2.8,-0.1,No precipitation,12,,,,
12.01.2020 05:00,-0.4,757.7,768.6,,98,Wind blowing from the west,1,,2,,Mist. ,,,-0.4,7.3,,,,,,2.8,-0.7,No precipitation,6,,,,
12.01.2020 02:00,0.1,758.6,769.5,-0.9,98,Wind blowing from the south-southwest,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,7.3,,,2500 or more  or no clouds.,,,0.1,-0.2,No precipitation,12,,,,
11.01.2020 23:00,1.9,759.5,770.5,,97,Wind blowing from the west-northwest,1,,3,,Mist. ,,,1.9,7.3,,,,,,1.8,1.5,No precipitation,6,,,,
11.01.2020 20:00,4.3,758.8,769.6,0.9,86,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,7.3,,,2500 or more  or no clouds.,,,3.7,2.2,No precipitation,12,,,,
11.01.2020 17:00,6.1,757.9,768.7,,73,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,7.3,,,,,,4.9,1.6,No precipitation,6,,,,
11.01.2020 14:00,6.4,757.6,768.4,-2.4,72,Wind blowing from the south-east,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,6.5,,,1000-1500,,,6.0,1.7,No precipitation,12,,,,
11.01.2020 11:00,3.8,760.0,770.9,,91,Wind blowing from the west-northwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.8,,,1000-1500,,,4.7,2.5,No precipitation,6,,,,
11.01.2020 08:00,2.0,758.9,769.9,0.1,98,Calm  no wind,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.6,,,1000-1500,,,2.1,1.7,Trace of precipitation,12,,,,
11.01.2020 05:00,2.0,758.8,769.7,,98,Wind blowing from the west-northwest,2,,5,,Mist. ,,,,2.6,,,,,,2.1,1.7,No precipitation,6,,,,
