Local time in Yong'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 05:00,14.4,740.7,763.3,,95,Wind blowing from the north-east,1,,6,, ,,,14.1,28.6,,,,,,6.0,13.6,No precipitation,6,,,,
24.01.2020 02:00,16.0,741.2,763.7,,89,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,28.6,,,2500 or more  or no clouds.,,,13.0,14.2,No precipitation,12,,,,
23.01.2020 20:00,23.1,739.8,762.5,1.4,57,Wind blowing from the south,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,28.6,,,1000-1500,,,30.0,14.1,No precipitation,12,,,,
23.01.2020 17:00,26.3,738.4,761.0,,46,Wind blowing from the south,3,,8,90  or more  but not 100%, ,,,14.1,28.6,,,,,,30.0,13.8,No precipitation,6,,,,
23.01.2020 14:00,27.7,738.7,761.1,-2.9,41,Wind blowing from the south,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,28.9,,,2500 or more  or no clouds.,,,30.0,13.3,No precipitation,12,,,,
23.01.2020 11:00,21.3,741.6,764.3,,65,Wind blowing from the north-west,1,,4,90  or more  but not 100%, ,,,14.1,28.9,,,1000-1500,,,8.0,14.5,No precipitation,6,,,,
23.01.2020 08:00,14.6,741.3,764.1,0.8,92,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,28.9,,,2500 or more  or no clouds.,,,10.0,13.3,No precipitation,12,,,,
23.01.2020 05:00,14.4,740.5,763.1,,91,Wind blowing from the east,0,,,, ,,,8.9,28.9,,,,,,12.0,13.0,No precipitation,6,,,,
23.01.2020 02:00,15.9,741.0,763.5,,83,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,28.9,,,2500 or more  or no clouds.,,,15.0,13.0,No precipitation,12,,,,
22.01.2020 23:00,18.3,741.1,763.9,,74,Wind blowing from the south,1,,,, ,,,8.9,28.9,,,,,,22.0,13.6,No precipitation,6,,,,
22.01.2020 20:00,21.4,740.5,763.6,1.1,59,Wind blowing from the south,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,28.9,,,2500 or more  or no clouds.,,,26.0,13.1,No precipitation,12,,,,
22.01.2020 17:00,26.4,739.4,762.1,,41,Wind blowing from the south-west,3,,9,70 – 80%., ,,,8.9,28.9,,,1000-1500,,,30.0,12.1,No precipitation,6,,,,
22.01.2020 14:00,27.3,739.0,761.7,,41,Wind blowing from the south-southeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,27.6,,,1000-1500,,,30.0,12.9,No precipitation,12,,,,
22.01.2020 11:00,17.4,742.4,765.5,,68,Wind blowing from the west,2,,3,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,19.9,,,1000-1500,,,4.4,11.4,No precipitation,6,,,,
22.01.2020 08:00,9.7,742.9,766.3,0.4,98,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,19.9,,,2500 or more  or no clouds.,,,2.1,9.4,No precipitation,12,,,,
22.01.2020 05:00,10.5,742.5,765.7,,96,Wind blowing from the south-southeast,2,,5,,Mist. ,,,8.0,19.9,,,,,,5.0,9.9,No precipitation,6,,,,
22.01.2020 02:00,10.7,742.7,765.8,,94,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,19.9,,,2500 or more  or no clouds.,,,5.0,9.8,No precipitation,12,,,,
21.01.2020 23:00,12.7,743.2,766.5,,86,Wind blowing from the south,1,,5,, ,,,8.0,19.9,,,,,,10.0,10.4,No precipitation,6,,,,
21.01.2020 20:00,14.8,743.2,766.6,0.2,76,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,19.9,,,2500 or more  or no clouds.,,,13.0,10.6,No precipitation,12,,,,
21.01.2020 17:00,18.1,743.0,766.3,,57,Wind blowing from the north-east,3,,5,90  or more  but not 100%, ,,,8.0,19.9,,,,,,16.0,9.5,No precipitation,6,,,,
21.01.2020 14:00,19.2,743.2,766.3,,52,Wind blowing from the north-east,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,19.3,,,2500 or more  or no clouds.,,,10.0,9.1,No precipitation,12,,,,
21.01.2020 11:00,13.8,746.2,769.7,,69,Wind blowing from the north-east,1,,2,90  or more  but not 100%, ,,,8.0,16.1,,,,,,8.0,8.2,No precipitation,6,,,,
21.01.2020 08:00,8.3,746.1,769.8,1.0,95,Wind blowing from the north-northeast,0,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,1000-1500,,,5.0,7.5,No precipitation,12,,,,
21.01.2020 05:00,8.7,745.1,768.6,,91,Wind blowing from the south-southeast,1,,4,, ,,,7.8,16.1,,,,,,7.0,7.3,No precipitation,6,,,,
21.01.2020 02:00,10.0,745.1,768.5,-0.7,86,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,16.1,,,2500 or more  or no clouds.,,,10.0,7.8,No precipitation,12,,,,
20.01.2020 23:00,9.9,745.8,769.3,,85,Wind blowing from the south,1,,5,, ,,,7.8,16.1,,,,,,11.0,7.5,No precipitation,6,,,,
20.01.2020 20:00,9.8,744.8,768.5,,85,Wind blowing from the east-northeast,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,16.1,,,1000-1500,,,15.0,7.4,No precipitation,12,,,,
20.01.2020 17:00,14.8,743.8,767.3,,57,Wind blowing from the north-east,2,,5,50%., ,,,7.8,16.1,,,1000-1500,,,16.0,6.4,No precipitation,6,,,,
20.01.2020 14:00,14.3,743.9,767.4,-2.5,58,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,14.3,,,2500 or more  or no clouds.,,,13.0,6.2,No precipitation,12,,,,
20.01.2020 11:00,10.9,746.4,770.0,,68,Wind blowing from the north,1,,5,100%., ,,,7.8,11.3,,,1000-1500,,,14.0,5.2,No precipitation,6,,,,
20.01.2020 08:00,8.2,746.4,770.1,1.4,82,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.3,,,300-600,,,12.0,5.3,No precipitation,12,,,,
20.01.2020 05:00,8.0,745.0,768.7,,82,Wind blowing from the north,1,,5,, ,,,7.2,11.3,,,,,,11.0,5.1,No precipitation,6,,,,
20.01.2020 02:00,8.4,745.4,769.0,-0.2,79,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.3,,,2500 or more  or no clouds.,,,13.0,5.0,No precipitation,12,,,,
19.01.2020 23:00,9.1,745.6,769.3,,79,Wind blowing from the north-east,2,,5,, ,,,7.2,11.3,,,,,,14.0,5.7,No precipitation,6,,,,
19.01.2020 20:00,9.9,745.1,768.8,0.9,73,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.3,,,1000-1500,,,16.0,5.3,No precipitation,12,,,,
19.01.2020 17:00,10.9,744.2,767.8,,72,Wind blowing from the north-northeast,1,,5,100%., ,,,7.2,11.3,,,1000-1500,,,17.0,6.1,No precipitation,6,,,,
19.01.2020 14:00,10.7,744.0,767.6,-2.2,75,Wind blowing from the north-east,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.9,,,1000-1500,,,15.0,6.5,0.4,12,,,,
19.01.2020 11:00,9.3,746.2,769.9,,78,Wind blowing from the north-east,1,,5,100%., ,,,7.2,12.1,,,1000-1500,,,16.0,5.7,No precipitation,6,,,,
19.01.2020 08:00,7.4,745.6,769.3,1.5,90,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,7.3,,,,300-600,,,17.0,5.9,4.0,12,,,,
19.01.2020 05:00,7.8,744.1,767.8,,92,Wind blowing from the north,2,,5,, ,,,7.4,12.1,,,,,,15.0,6.6,3.0,6,,,,
19.01.2020 02:00,8.3,744.1,767.6,0.3,97,Wind blowing from the north-east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,12.1,,,2500 or more  or no clouds.,,,2.6,7.9,3.0,12,,,,
18.01.2020 23:00,8.5,743.8,767.5,,96,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.2,12.1,,,,,,1.9,7.9,0.5,6,,,,
18.01.2020 20:00,8.9,743.0,766.7,0.5,91,Wind blowing from the north-east,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,12.1,,,300-600,,,9.0,7.5,Trace of precipitation,12,,,,
18.01.2020 17:00,10.3,742.5,766.1,,74,Wind blowing from the north-northeast,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,12.1,,,300-600,,,14.0,5.9,No precipitation,6,,,,
18.01.2020 14:00,11.7,742.5,766.0,-2.2,64,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,12.1,,,1000-1500,,,9.0,5.1,No precipitation,12,,,,
18.01.2020 11:00,10.0,744.7,768.4,,69,Calm  no wind,0,,,100%., ,,,7.2,10.2,,,1000-1500,,,10.0,4.6,No precipitation,6,,,,
18.01.2020 08:00,7.7,744.8,768.6,0.9,83,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.7,,,1000-1500,,,17.0,5.0,No precipitation,12,,,,
18.01.2020 05:00,7.4,743.9,767.6,,84,Wind blowing from the east-northeast,1,,,, ,,,6.0,9.7,,,,,,14.0,4.9,No precipitation,6,,,,
18.01.2020 02:00,7.6,744.5,768.2,-0.9,84,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.7,,,2500 or more  or no clouds.,,,14.0,5.1,No precipitation,12,,,,
17.01.2020 23:00,8.2,745.4,769.2,,80,Wind blowing from the north-east,2,,5,, ,,,6.0,9.7,,,,,,13.0,5.0,No precipitation,6,,,,
17.01.2020 20:00,8.6,745.2,769.0,0.7,76,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.7,,,1000-1500,,,16.0,4.6,No precipitation,12,,,,
17.01.2020 17:00,8.9,744.5,768.3,,77,Wind blowing from the north-east,2,,5,100%., ,,,6.0,10.0,,,1000-1500,,,16.0,5.1,No precipitation,6,,,,
17.01.2020 14:00,9.4,744.3,768.0,-2.2,75,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,14.7,,,1000-1500,,,10.0,5.2,1.0,12,,,,
17.01.2020 11:00,7.4,746.5,770.3,,86,Wind blowing from the east-northeast,2,,6,100%., ,,,6.0,,,,1000-1500,,,10.0,5.2,0.1,6,,,,
17.01.2020 08:00,6.0,746.2,770.1,,92,Wind blowing from the north-east,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,2500 or more  or no clouds.,,,13.0,4.8,1.0,12,,,,
17.01.2020 02:00,8.0,744.8,768.3,-0.2,75,Wind blowing from the north,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,18.1,,,2500 or more  or no clouds.,,,27.0,3.8,No precipitation,12,,,,
16.01.2020 23:00,8.2,745.0,768.4,,81,Wind blowing from the north-east,1,,11,, ,,,8.2,18.1,,,,,,24.0,5.1,No precipitation,6,,,,
16.01.2020 20:00,8.6,744.4,767.9,1.3,76,Wind blowing from the north,4,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,18.1,,,1000-1500,,,30.0,4.6,Trace of precipitation,12,,,,
16.01.2020 17:00,10.0,743.1,766.5,,76,Wind blowing from the north-northwest,4,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,18.7,,,1000-1500,,,20.0,6.0,No precipitation,6,,,,
16.01.2020 14:00,14.7,740.9,764.0,-1.1,71,Wind blowing from the north-northwest,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,20.6,,,1000-1500,,,12.0,9.5,No precipitation,12,,,,
16.01.2020 11:00,16.6,742.0,765.0,,63,Wind blowing from the north-east,2,,6,90  or more  but not 100%, ,,,12.7,20.6,,,,,,8.0,9.5,No precipitation,6,,,,
16.01.2020 08:00,13.0,742.2,765.3,1.1,77,Wind blowing from the north-east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,20.6,,,1000-1500,,,8.0,9.1,No precipitation,12,,,,
16.01.2020 05:00,12.9,741.1,764.2,,76,Wind blowing from the north-east,2,,9,, ,,,11.3,20.6,,,,,,8.0,8.8,No precipitation,6,,,,
16.01.2020 02:00,13.5,741.5,764.5,0.1,73,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.6,,,2500 or more  or no clouds.,,,9.0,8.8,No precipitation,12,,,,
15.01.2020 23:00,14.6,741.4,764.5,,70,Wind blowing from the north-northeast,2,,10,, ,,,11.3,20.6,,,,,,12.0,9.2,No precipitation,6,,,,
15.01.2020 20:00,17.1,740.9,764.0,1.0,60,Wind blowing from the south-east,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.6,,,1000-1500,,,17.0,9.3,No precipitation,12,,,,
15.01.2020 17:00,18.7,739.9,762.9,,53,Wind blowing from the south,4,,10,70 – 80%., ,,,11.3,20.6,,,1000-1500,,,19.0,8.9,No precipitation,6,,,,
15.01.2020 14:00,20.3,740.5,763.4,-2.9,45,Wind blowing from the south,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.6,,,1000-1500,,,22.0,8.0,No precipitation,12,,,,
15.01.2020 11:00,17.2,743.4,766.5,,52,Wind blowing from the south,5,,,50%., ,,,11.3,18.3,,,1000-1500,,,17.0,7.3,No precipitation,6,,,,
15.01.2020 08:00,11.5,743.4,766.7,0.8,80,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,18.3,,,2500 or more  or no clouds.,,,9.0,8.2,No precipitation,12,,,,
15.01.2020 05:00,11.5,742.6,765.8,,78,Wind blowing from the north-east,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.0,18.3,,,,,,10.0,7.8,No precipitation,6,,,,
15.01.2020 02:00,11.8,742.5,765.7,-0.2,77,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,18.3,,,2500 or more  or no clouds.,,,10.0,7.9,No precipitation,12,,,,
14.01.2020 23:00,13.0,742.7,765.9,,72,Wind blowing from the north-northeast,2,,5,, ,,,,18.3,,,,,,13.0,8.1,No precipitation,6,,,,
14.01.2020 20:00,14.2,743.4,766.9,1.3,66,Wind blowing from the north-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,18.3,,,1000-1500,,,19.0,7.9,No precipitation,12,,,,
14.01.2020 17:00,16.2,742.1,765.4,,55,Wind blowing from the north,2,,6,100%., ,,,6.0,18.3,,,1000-1500,,,18.0,7.2,No precipitation,6,,,,
14.01.2020 14:00,17.0,742.1,765.3,-2.3,52,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,20.1,,,2500 or more  or no clouds.,,,15.0,7.1,No precipitation,12,,,,
14.01.2020 11:00,14.7,744.4,767.7,,61,Wind blowing from the north-east,3,,6,10%  or less  but not 0, ,,,6.0,20.1,,,1000-1500,,,9.0,7.3,No precipitation,6,,,,
14.01.2020 08:00,7.4,744.7,768.2,1.7,94,Wind blowing from the west-southwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,20.1,,,300-600,,,9.0,6.5,No precipitation,12,,,,
14.01.2020 05:00,8.4,743.0,766.3,,87,Wind blowing from the south,1,,7,, ,,,6.0,20.1,,,,,,10.0,6.4,No precipitation,6,,,,
14.01.2020 02:00,10.6,743.2,766.3,0.9,77,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,20.1,,,2500 or more  or no clouds.,,,16.0,6.7,No precipitation,12,,,,
13.01.2020 23:00,11.9,742.3,765.6,,73,Wind blowing from the east-southeast,0,,7,, ,,,6.0,20.1,,,,,,19.0,7.2,No precipitation,6,,,,
13.01.2020 20:00,14.3,741.4,764.8,1.8,60,Wind blowing from the north-east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,20.1,,,2500 or more  or no clouds.,,,18.0,6.6,No precipitation,12,,,,
13.01.2020 17:00,17.7,739.6,762.8,,44,Wind blowing from the north-northeast,2,,6,70 – 80%., ,,,6.0,20.1,,,1000-1500,,,22.0,5.3,No precipitation,6,,,,
13.01.2020 14:00,19.3,739.6,762.7,-3.6,40,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,19.3,,,,,,25.0,5.4,No precipitation,12,,,,
13.01.2020 11:00,13.2,743.2,766.6,,57,Wind blowing from the east-northeast,3,,5,no clouds, ,,,6.0,13.2,,,,,,11.0,4.9,No precipitation,6,,,,
13.01.2020 08:00,7.0,743.4,767.1,0.9,88,Wind blowing from the east,0,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.7,,,2500 or more  or no clouds.,,,12.0,5.2,No precipitation,12,,,,
13.01.2020 05:00,7.8,742.5,766.1,,77,Wind blowing from the south-west,1,,5,, ,,,6.5,9.7,,,,,,15.0,4.0,No precipitation,6,,,,
13.01.2020 02:00,7.9,743.2,766.9,0.0,77,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.7,,,2500 or more  or no clouds.,,,16.0,4.1,No precipitation,12,,,,
12.01.2020 23:00,8.5,743.2,766.9,,70,Wind blowing from the north-east,2,,5,, ,,,6.5,9.7,,,,,,12.0,3.3,No precipitation,6,,,,
12.01.2020 20:00,8.9,742.9,766.6,0.9,72,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.7,,,1000-1500,,,11.0,4.1,No precipitation,12,,,,
12.01.2020 17:00,9.6,742.0,765.6,,70,Calm  no wind,0,,,100%., ,,,6.5,9.7,,,1000-1500,,,14.0,4.4,No precipitation,6,,,,
12.01.2020 14:00,9.3,742.3,765.9,-2.5,73,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,11.3,,,1000-1500,,,12.0,4.7,No precipitation,12,,,,
12.01.2020 11:00,8.1,744.8,768.6,,78,Wind blowing from the east-northeast,2,,5,100%., ,,,6.5,,,,1000-1500,,,10.0,4.5,No precipitation,6,,,,
12.01.2020 08:00,6.5,744.9,768.7,1.4,88,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,,,,300-600,,,8.0,4.7,No precipitation,12,,,,
12.01.2020 05:00,7.4,743.5,767.2,,77,Wind blowing from the north,2,,9,, ,,,7.0,,,,,,,18.0,3.6,No precipitation,6,,,,
12.01.2020 02:00,7.1,743.6,767.2,-0.2,88,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.2,,,2500 or more  or no clouds.,,,12.0,5.2,0.1,12,,,,
11.01.2020 23:00,7.3,743.8,767.4,,88,Wind blowing from the east-northeast,2,,10,, ,,,7.2,15.2,,,,,,11.0,5.4,No precipitation,6,,,,
11.01.2020 20:00,8.2,742.5,766.0,0.7,81,Wind blowing from the north-northwest,2,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,17.3,,,1000-1500,,,18.0,5.1,0.1,12,,,,
11.01.2020 17:00,8.2,741.8,765.3,,90,Wind blowing from the north-northeast,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,300-600,,,7.0,6.7,0.1,6,,,,
11.01.2020 14:00,11.0,740.5,763.7,-1.6,75,Wind blowing from the south-southwest,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,,,,1000-1500,,,10.0,6.6,No precipitation,12,,,,
11.01.2020 11:00,12.7,742.1,765.3,,70,Wind blowing from the north-northwest,4,,7,100%., ,,,11.8,,,,1000-1500,,,8.0,7.4,No precipitation,6,,,,
11.01.2020 08:00,12.4,741.1,764.2,1.3,78,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,,,,1000-1500,,,7.0,8.7,Trace of precipitation,12,,,,
11.01.2020 05:00,12.0,739.8,762.5,,81,Wind blowing from the north-northeast,2,,6,,Mist. ,,,9.5,26.0,,,,,,7.0,8.8,No precipitation,6,,,,
11.01.2020 02:00,13.1,739.3,762.0,0.3,91,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,26.0,,,2500 or more  or no clouds.,,,8.0,11.7,No precipitation,12,,,,
10.01.2020 23:00,15.2,739.0,761.9,,81,Wind blowing from the south-southeast,2,,5,, ,,,9.5,26.0,,,,,,12.0,12.0,No precipitation,6,,,,
10.01.2020 20:00,17.0,738.0,761.1,1.0,74,Wind blowing from the east,2,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,26.0,,,1000-1500,,,15.0,12.3,No precipitation,12,,,,
10.01.2020 17:00,24.4,737.0,759.7,,45,Wind blowing from the west,0,,5,10%  or less  but not 0, ,,,9.5,26.0,,,1000-1500,,,21.0,11.7,No precipitation,6,,,,
10.01.2020 14:00,24.7,737.3,760.0,-3.2,43,Wind blowing from the east-northeast,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,25.1,,,1000-1500,,,16.0,11.3,No precipitation,12,,,,
10.01.2020 11:00,18.7,740.5,763.5,,57,Wind blowing from the west,2,,5,, ,,,9.5,25.1,,,,,,7.0,10.0,No precipitation,6,,,,
10.01.2020 08:00,10.5,740.6,763.8,-0.1,93,Wind blowing from the north-northwest,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,25.1,,,,,,6.0,9.4,No precipitation,12,,,,
10.01.2020 05:00,10.1,740.7,763.6,,92,Wind blowing from the east-northeast,1,,,, ,,,6.9,25.1,,,,,,8.0,8.9,No precipitation,6,,,,
