Local time in Tailai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 02:00,-19.1,761.8,775.9,,67,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-10.0,,,2500 or more  or no clouds.,,,11.0,-23.7,No precipitation,12,,,,
24.01.2020 20:00,-16.9,763.2,777.7,-0.2,57,Wind blowing from the south,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-10.0,,,,,,25.0,-23.4,No precipitation,12,,,,
24.01.2020 17:00,-13.8,763.4,777.8,,50,Wind blowing from the south-southwest,3,,7,no clouds, ,,,-24.8,-10.0,,,,,,30.0,-22.0,No precipitation,6,,,,
24.01.2020 14:00,-10.1,763.9,778.2,-1.5,34,Wind blowing from the south-southwest,4,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-6.0,,,2500 or more  or no clouds.,,,30.0,-23.0,No precipitation,12,,,,
24.01.2020 11:00,-13.7,765.4,779.7,,42,Wind blowing from the south-west,3,,5,no clouds, ,,,-24.8,-5.8,,,,,,19.0,-23.9,No precipitation,6,,,,
24.01.2020 08:00,-23.2,765.7,780.1,1.2,69,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-5.8,,,,,,6.0,-27.3,No precipitation,12,,,,
24.01.2020 05:00,-22.6,764.5,778.9,,60,Wind blowing from the north-west,1,,8,, ,,,-22.8,-5.8,,,,,,30.0,-28.2,No precipitation,6,,,,
24.01.2020 02:00,-19.9,764.2,778.3,,52,Wind blowing from the north-west,2,,11,, ,,,-19.9,-5.8,,,,,,30.0,-27.2,No precipitation,6,,,,
23.01.2020 20:00,-12.9,760.9,775.0,2.3,40,Wind blowing from the west-northwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-5.8,,,,,,14.0,-23.7,No precipitation,12,,,,
23.01.2020 17:00,-10.4,758.6,772.6,,43,Wind blowing from the west,4,,12,no clouds, ,,,-18.8,-5.8,,,,,,4.6,-20.6,No precipitation,6,,,,
23.01.2020 14:00,-6.1,756.8,770.6,0.8,36,Wind blowing from the west-northwest,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-5.8,,,,,,30.0,-18.8,No precipitation,12,,,,
23.01.2020 11:00,-7.0,756.0,769.8,,42,Wind blowing from the north-west,5,,10,no clouds, ,,,-18.8,-7.0,,,,,,28.0,-18.0,No precipitation,6,,,,
23.01.2020 08:00,-18.4,754.1,768.1,1.9,76,Wind blowing from the south-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-8.0,,,,,,2.8,-21.6,No precipitation,12,,,,
23.01.2020 05:00,-17.4,752.2,766.2,,74,Wind blowing from the south-southwest,2,,4,,Haze. ,,,-22.1,-8.0,,,,,,3.5,-20.9,No precipitation,6,,,,
23.01.2020 02:00,-14.2,753.0,766.8,,64,Wind blowing from the south,3,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-8.0,,,2500 or more  or no clouds.,,,6.0,-19.5,No precipitation,12,,,,
22.01.2020 20:00,-11.9,755.5,769.6,-0.5,55,Wind blowing from the south,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-8.0,,,,,,12.0,-19.3,No precipitation,12,,,,
22.01.2020 17:00,-11.1,756.0,770.1,,52,Wind blowing from the south-southeast,2,,3,no clouds, ,,,-22.1,-8.0,,,,,,11.0,-19.0,No precipitation,6,,,,
22.01.2020 14:00,-8.5,755.7,769.7,,44,Wind blowing from the south-west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-8.0,,,,,,9.0,-18.6,No precipitation,12,,,,
22.01.2020 11:00,-9.8,756.9,771.0,,43,Wind blowing from the west-southwest,1,,3,no clouds, ,,,-22.1,-8.4,,,,,,3.8,-20.0,No precipitation,6,,,,
22.01.2020 08:00,-22.0,756.4,770.8,1.5,74,Wind blowing from the west-northwest,0,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,,,,,,,1.8,-25.4,No precipitation,12,,,,
22.01.2020 05:00,-20.4,754.9,769.0,,75,Wind blowing from the west,1,,7,,Haze. ,,,-20.8,-8.4,,,,,,1.9,-23.7,No precipitation,6,,,,
22.01.2020 02:00,-20.6,754.3,768.4,,74,Wind blowing from the south-east,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.4,,,,,,2.0,-24.0,No precipitation,6,,,,
21.01.2020 20:00,-18.8,751.9,766.0,1.9,75,Wind blowing from the north,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-8.4,,,,,,2.5,-22.1,No precipitation,12,,,,
21.01.2020 17:00,-12.8,750.0,764.0,,69,Wind blowing from the north-northeast,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-8.4,,,,,,6.0,-17.3,No precipitation,6,,,,
21.01.2020 14:00,-8.9,748.3,762.3,-1.9,55,Wind blowing from the south-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-8.7,,,,,,15.0,-16.3,No precipitation,12,,,,
21.01.2020 11:00,-13.3,750.2,764.2,,63,Wind blowing from the south-southwest,4,,7,20–30%., ,,,-22.5,-10.9,,,2500 or more  or no clouds.,,,12.0,-19.0,No precipitation,6,,,,
21.01.2020 08:00,-18.8,751.7,765.8,-1.1,75,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-10.9,,,2500 or more  or no clouds.,,,15.0,-22.1,No precipitation,12,,,,
21.01.2020 05:00,-19.7,752.8,766.9,,75,Wind blowing from the south,3,,5,, ,,,-25.1,-10.9,,,,,,8.0,-23.1,No precipitation,6,,,,
21.01.2020 02:00,-21.3,753.9,768.0,,76,Wind blowing from the south,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-10.9,,,2500 or more  or no clouds.,,,4.4,-24.4,No precipitation,12,,,,
20.01.2020 20:00,-16.2,753.8,768.1,,77,Wind blowing from the south,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-10.9,,,,,,2.2,-19.3,No precipitation,12,,,,
20.01.2020 17:00,-13.9,753.3,767.5,,72,Wind blowing from the south,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-10.9,,,,,,2.9,-17.9,No precipitation,6,,,,
20.01.2020 14:00,-11.4,752.2,766.4,-0.3,65,Wind blowing from the west-southwest,2,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-11.4,,,2500 or more  or no clouds.,,,2.6,-16.8,No precipitation,12,,,,
20.01.2020 11:00,-14.3,752.5,766.6,,70,Wind blowing from the south,1,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-13.2,,,2500 or more  or no clouds.,,,1.3,-18.7,No precipitation,6,,,,
20.01.2020 08:00,-23.3,751.8,766.1,1.3,75,Wind blowing from the north,1,,2,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-13.2,,,2500 or more  or no clouds.,,,1.0,-26.5,No precipitation,12,,,,
20.01.2020 05:00,-25.1,750.5,764.8,,72,Wind blowing from the north-northwest,1,,3,,Haze. ,,,-25.1,-13.2,,,,,,1.5,-28.7,No precipitation,6,,,,
20.01.2020 02:00,-23.9,750.4,764.6,,75,Wind blowing from the south,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-13.2,,,2500 or more  or no clouds.,,,1.3,-27.1,No precipitation,12,,,,
19.01.2020 20:00,-19.6,750.4,764.5,-0.1,78,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-13.2,,,,,,1.5,-22.5,No precipitation,12,,,,
19.01.2020 17:00,-15.5,750.5,764.5,,72,Wind blowing from the north,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-13.2,,,,,,1.2,-19.4,No precipitation,6,,,,
19.01.2020 14:00,-13.3,749.8,763.7,-0.5,65,Wind blowing from the north-northwest,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-12.1,,,,,,1.9,-18.5,0.1,12,,,,
19.01.2020 11:00,-16.2,750.3,764.3,,70,Wind blowing from the north-northwest,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-12.1,,,,,,1.6,-20.4,No precipitation,6,,,,
19.01.2020 08:00,-18.7,750.4,764.5,0.9,77,Wind blowing from the north-northwest,2,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-12.1,,,2500 or more  or no clouds.,,,1.5,-21.7,0.2,12,,,,
19.01.2020 05:00,-17.3,749.5,763.5,,79,Wind blowing from the north-northwest,3,,4,,Haze. ,,,,-12.1,,,,,,1.7,-20.1,0.2,6,,,,
19.01.2020 02:00,-16.3,749.5,763.3,,79,Wind blowing from the north-northwest,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-12.1,,,2500 or more  or no clouds.,,,1.6,-19.2,0.1,12,,,,
18.01.2020 20:00,-15.2,749.9,764.1,-0.2,78,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-12.1,,,2500 or more  or no clouds.,,,3.6,-18.2,No precipitation,12,,,,
18.01.2020 17:00,-14.9,750.1,764.2,,73,Calm  no wind,0,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-12.1,,,2500 or more  or no clouds.,,,5.0,-18.7,No precipitation,6,,,,
18.01.2020 14:00,-12.1,750.4,764.5,-1.6,66,Wind blowing from the south,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-7.5,,,2500 or more  or no clouds.,,,4.6,-17.3,No precipitation,12,,,,
18.01.2020 11:00,-16.4,752.0,766.1,,75,Wind blowing from the south-west,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,,,,,,,4.1,-19.9,No precipitation,6,,,,
18.01.2020 08:00,-21.6,752.9,767.2,-0.3,75,Wind blowing from the south-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,,,,,,,5.0,-24.8,No precipitation,12,,,,
18.01.2020 05:00,-19.0,753.2,767.3,,80,Wind blowing from the south,1,,4,,Haze. ,,,-26.3,-7.2,,,,,,3.8,-21.6,No precipitation,6,,,,
18.01.2020 02:00,-18.9,754.2,768.1,,79,Wind blowing from the south,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-7.2,,,2500 or more  or no clouds.,,,3.2,-21.6,No precipitation,12,,,,
17.01.2020 20:00,-16.7,755.6,770.0,-0.2,77,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-7.2,,,,,,4.9,-19.8,No precipitation,12,,,,
17.01.2020 17:00,-12.8,755.8,770.1,,63,Wind blowing from the south-southwest,2,,3,no clouds, ,,,-26.3,-7.2,,,,,,9.0,-18.4,No precipitation,6,,,,
17.01.2020 14:00,-7.7,756.0,770.0,-1.1,47,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-7.2,,,,,,9.0,-17.1,No precipitation,12,,,,
17.01.2020 11:00,-12.0,757.1,771.2,,61,Wind blowing from the west-northwest,1,,3,no clouds, ,,,-26.3,-10.3,,,,,,7.0,-18.0,No precipitation,6,,,,
17.01.2020 08:00,-25.7,757.0,771.4,0.2,73,Wind blowing from the north-northeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-10.3,,,,,,5.0,-29.1,No precipitation,12,,,,
17.01.2020 05:00,-24.5,756.8,771.1,,74,Wind blowing from the north,1,,4,, ,,,-28.2,-10.3,,,,,,11.0,-27.8,No precipitation,6,,,,
17.01.2020 02:00,-19.7,757.2,771.3,,77,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-10.3,,,2500 or more  or no clouds.,,,10.0,-22.8,No precipitation,12,,,,
16.01.2020 20:00,-16.4,758.1,772.6,0.1,69,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-10.3,,,,,,10.0,-20.8,No precipitation,12,,,,
16.01.2020 17:00,-13.6,758.0,772.4,,61,Wind blowing from the south,3,,5,no clouds, ,,,-28.7,-10.3,,,,,,7.0,-19.5,No precipitation,6,,,,
16.01.2020 14:00,-10.4,758.3,772.6,-1.2,48,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-10.3,,,,,,30.0,-19.3,No precipitation,12,,,,
16.01.2020 11:00,-14.3,759.5,773.9,,57,Wind blowing from the west-northwest,2,,3,no clouds, ,,,-28.7,-14.3,,,,,,9.0,-21.0,No precipitation,6,,,,
16.01.2020 08:00,-26.4,759.6,774.3,0.6,73,Wind blowing from the west-southwest,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,,,,,,,3.2,-29.8,No precipitation,12,,,,
16.01.2020 05:00,-27.6,759.0,773.6,,71,Wind blowing from the south-west,1,,2,,Haze. ,,,-29.0,-17.0,,,,,,2.3,-31.2,No precipitation,6,,,,
16.01.2020 02:00,-26.9,758.8,773.4,,71,Wind blowing from the north-northeast,0,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.0,-17.0,,,2500 or more  or no clouds.,,,2.2,-30.6,No precipitation,12,,,,
15.01.2020 20:00,-23.8,758.7,773.5,0.8,74,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.0,-17.0,,,,,,2.2,-27.1,No precipitation,12,,,,
15.01.2020 17:00,-19.8,757.9,772.4,,70,Calm  no wind,0,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.0,-14.5,,,2500 or more  or no clouds.,,,2.2,-23.9,No precipitation,6,,,,
15.01.2020 14:00,-17.6,757.4,771.9,,65,Wind blowing from the north-west,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.0,-11.2,,,2500 or more  or no clouds.,,,3.8,-22.6,No precipitation,6,,,,
15.01.2020 11:00,-20.8,758.0,772.4,,74,Wind blowing from the north-northwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.0,-11.0,,,,,,4.1,-24.2,No precipitation,6,,,,
15.01.2020 08:00,-27.7,758.2,772.7,0.6,72,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.0,-11.0,,,,,,8.0,-31.2,No precipitation,12,,,,
15.01.2020 05:00,-25.3,757.6,772.0,,73,Wind blowing from the south,1,,4,, ,,,-27.1,-11.0,,,,,,9.0,-28.7,No precipitation,6,,,,
15.01.2020 02:00,-24.6,758.3,772.6,,73,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.1,-11.0,,,2500 or more  or no clouds.,,,9.0,-28.0,No precipitation,12,,,,
14.01.2020 20:00,-17.6,758.7,773.2,0.4,74,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.1,-11.0,,,,,,4.4,-21.1,No precipitation,12,,,,
14.01.2020 17:00,-14.5,758.3,772.7,,65,Wind blowing from the south,2,,4,no clouds, ,,,-27.1,-11.0,,,,,,15.0,-19.6,No precipitation,6,,,,
14.01.2020 14:00,-12.0,758.1,772.3,-0.8,57,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.1,-9.9,,,,,,11.0,-18.8,No precipitation,12,,,,
14.01.2020 11:00,-13.5,758.9,773.2,,60,Wind blowing from the west,1,,2,no clouds, ,,,-27.1,-9.9,,,,,,4.9,-19.6,No precipitation,6,,,,
14.01.2020 08:00,-26.2,758.9,773.5,0.6,71,Wind blowing from the south,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.1,,,,,,,7.0,-29.9,No precipitation,12,,,,
14.01.2020 05:00,-25.9,758.3,772.7,,72,Wind blowing from the east-northeast,1,,2,, ,,,-25.9,-9.9,,,,,,8.0,-29.5,No precipitation,6,,,,
14.01.2020 02:00,-23.6,758.2,772.5,,74,Wind blowing from the south-southeast,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-9.9,,,2500 or more  or no clouds.,,,6.0,-26.9,No precipitation,12,,,,
13.01.2020 20:00,-20.7,757.4,771.8,0.9,76,Wind blowing from the south-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-9.9,,,,,,12.0,-23.8,No precipitation,12,,,,
13.01.2020 17:00,-14.3,756.5,770.7,,60,Wind blowing from the north,0,,6,no clouds, ,,,-19.8,-9.9,,,,,,19.0,-20.4,No precipitation,6,,,,
13.01.2020 14:00,-9.9,755.4,769.4,0.2,49,Wind blowing from the north,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-9.9,,,,,,28.0,-18.8,No precipitation,12,,,,
13.01.2020 11:00,-12.2,755.2,769.3,,47,Wind blowing from the north,3,,6,no clouds, ,,,-19.8,-10.5,,,,,,16.0,-21.2,No precipitation,6,,,,
13.01.2020 08:00,-19.0,754.0,768.1,1.5,63,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,,,,,,,23.0,-24.3,No precipitation,12,,,,
13.01.2020 05:00,-17.9,752.5,766.6,,60,Wind blowing from the north,2,,6,, ,,,-22.0,-10.5,,,,,,20.0,-23.8,No precipitation,6,,,,
13.01.2020 02:00,-18.1,751.6,765.5,,68,Wind blowing from the north-northwest,3,,6,, ,,,-22.0,-10.5,,,,,,11.0,-22.6,No precipitation,6,,,,
12.01.2020 20:00,-17.2,750.8,765.1,-0.4,73,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-10.5,,,,,,9.0,-21.0,No precipitation,12,,,,
12.01.2020 17:00,-14.5,751.2,765.2,,64,Wind blowing from the south,2,,6,no clouds, ,,,-22.0,-10.5,,,,,,14.0,-19.8,No precipitation,6,,,,
12.01.2020 14:00,-10.8,751.6,765.4,-2.1,53,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-8.0,,,,,,25.0,-18.7,No precipitation,12,,,,
12.01.2020 11:00,-13.7,753.7,767.8,,53,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-22.0,-8.0,,,,,,17.0,-21.2,No precipitation,6,,,,
12.01.2020 08:00,-21.6,754.6,768.9,0.3,74,Wind blowing from the west-southwest,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-8.0,,,2500 or more  or no clouds.,,,17.0,-25.0,No precipitation,12,,,,
12.01.2020 05:00,-18.2,754.3,768.4,,67,Wind blowing from the north-northwest,2,,5,, ,,,-22.4,-8.0,,,,,,30.0,-22.8,No precipitation,6,,,,
12.01.2020 02:00,-15.4,755.2,769.0,,64,Wind blowing from the north-northwest,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-8.0,,,2500 or more  or no clouds.,,,18.0,-20.7,No precipitation,12,,,,
11.01.2020 20:00,-17.3,755.8,770.2,0.3,77,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-8.0,,,,,,6.0,-20.4,No precipitation,12,,,,
11.01.2020 17:00,-13.0,755.5,769.6,,64,Wind blowing from the south,1,,6,no clouds, ,,,-24.3,-8.0,,,,,,3.9,-18.4,No precipitation,6,,,,
11.01.2020 14:00,-8.3,755.1,769.1,-0.7,49,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-8.3,,,,,,26.0,-17.1,No precipitation,12,,,,
11.01.2020 11:00,-11.3,755.8,769.9,,59,Wind blowing from the north-northwest,4,,5,no clouds, ,,,-24.3,-9.8,,,,,,12.0,-17.9,No precipitation,6,,,,
11.01.2020 08:00,-21.5,755.2,769.6,1.2,76,Wind blowing from the west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,7.0,-24.6,No precipitation,12,,,,
11.01.2020 05:00,-20.6,754.0,768.3,,76,Wind blowing from the west-southwest,1,,3,, ,,,-24.3,-9.8,,,,,,7.0,-23.7,No precipitation,6,,,,
11.01.2020 02:00,-21.0,754.0,768.1,,78,Wind blowing from the north-west,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-9.8,,,2500 or more  or no clouds.,,,3.0,-23.8,No precipitation,12,,,,
10.01.2020 20:00,-21.4,752.8,767.2,0.6,76,Wind blowing from the south-southeast,0,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-9.8,,,,,,2.1,-24.5,No precipitation,12,,,,
10.01.2020 17:00,-16.3,752.2,766.4,,71,Wind blowing from the north,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-9.8,,,,,,3.2,-20.3,No precipitation,6,,,,
10.01.2020 14:00,-11.1,751.7,765.7,-1.0,57,Wind blowing from the south-southwest,1,,2,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-7.8,,,2500 or more  or no clouds.,,,4.5,-18.1,No precipitation,12,,,,
10.01.2020 11:00,-12.9,752.7,766.7,,63,Wind blowing from the south,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-5.7,,,,,,4.5,-18.5,No precipitation,6,,,,
10.01.2020 08:00,-23.6,753.4,767.6,0.0,75,Wind blowing from the south-west,0,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-5.7,,,2500 or more  or no clouds.,,,6.0,-26.8,No precipitation,12,,,,
