Local time in Xingtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.01.2020 14:00,3.3,750.1,767.5,-2.5,51,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,4.8,,,2500 or more  or no clouds.,,,7.0,-6.1,No precipitation,12,,,,
21.01.2020 11:00,0.8,752.6,770.1,,53,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,-3.1,5.0,,,2500 or more  or no clouds.,,,8.0,-7.9,No precipitation,6,,,,
21.01.2020 08:00,-2.4,752.2,769.8,0.1,64,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,,,,2500 or more  or no clouds.,,,9.0,-8.3,No precipitation,12,,,,
21.01.2020 05:00,-2.6,752.1,769.6,,65,Wind blowing from the west-northwest,3,,4,, ,,,-2.6,5.0,,,,,,10.0,-8.3,No precipitation,6,,,,
21.01.2020 02:00,-1.0,753.1,770.5,-0.8,55,Wind blowing from the west-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.0,,,2500 or more  or no clouds.,,,11.0,-9.1,No precipitation,12,,,,
20.01.2020 23:00,-1.0,753.9,771.4,,55,Wind blowing from the west-northwest,1,,7,, ,,,-2.3,5.8,,,,,,10.0,-8.9,No precipitation,6,,,,
20.01.2020 20:00,-0.1,753.7,771.2,,52,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.8,,,,,,12.0,-8.8,No precipitation,12,,,,
20.01.2020 17:00,3.2,752.9,770.2,,36,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%, ,,,-2.3,5.8,,,2500 or more  or no clouds.,,,15.0,-10.4,No precipitation,6,,,,
20.01.2020 14:00,4.3,753.4,770.6,-2.1,24,Wind blowing from the east-southeast,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.7,,,2500 or more  or no clouds.,,,21.0,-14.5,No precipitation,12,,,,
20.01.2020 11:00,3.2,755.5,772.8,,30,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-2.3,7.7,,,2500 or more  or no clouds.,,,14.0,-12.7,No precipitation,6,,,,
20.01.2020 08:00,0.3,754.0,771.4,2.1,40,Wind blowing from the north,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.7,,,2500 or more  or no clouds.,,,20.0,-12.0,No precipitation,12,,,,
20.01.2020 05:00,1.6,751.9,769.1,,38,Wind blowing from the north-west,1,,6,, ,,,-2.2,7.7,,,,,,17.0,-11.2,No precipitation,6,,,,
20.01.2020 02:00,3.2,751.0,768.1,0.8,36,Wind blowing from the north-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,7.7,,,2500 or more  or no clouds.,,,17.0,-10.4,No precipitation,12,,,,
19.01.2020 23:00,4.8,750.2,767.4,,34,Wind blowing from the north-northwest,3,,9,, ,,,-2.2,7.7,,,,,,14.0,-9.7,No precipitation,6,,,,
19.01.2020 20:00,3.1,749.6,767.0,1.3,54,Wind blowing from the west-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,7.7,,,2500 or more  or no clouds.,,,8.0,-5.5,No precipitation,12,,,,
19.01.2020 17:00,5.5,748.3,765.4,,46,Wind blowing from the south-east,4,,9,70 – 80%., ,,,-2.2,7.7,,,2500 or more  or no clouds.,,,8.0,-5.2,No precipitation,6,,,,
19.01.2020 14:00,7.2,748.5,765.6,-2.9,35,Wind blowing from the south-southeast,6,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,7.7,,,2500 or more  or no clouds.,,,8.0,-7.2,No precipitation,12,,,,
19.01.2020 11:00,4.2,751.4,768.6,,37,Wind blowing from the south-southeast,5,,13,50%., ,,,-2.8,5.8,,,2500 or more  or no clouds.,,,7.0,-9.5,No precipitation,6,,,,
19.01.2020 08:00,-1.4,751.7,769.3,1.5,38,Wind blowing from the west,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,5.8,,,2500 or more  or no clouds.,,,13.0,-13.9,No precipitation,12,,,,
19.01.2020 05:00,2.6,750.2,767.5,,19,Wind blowing from the west,5,,,, ,,,-6.6,5.8,,,,,,30.0,-18.7,No precipitation,6,,,,
19.01.2020 02:00,3.3,750.5,767.8,-0.1,25,Wind blowing from the west-northwest,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,5.8,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
18.01.2020 23:00,4.7,750.6,768.0,,29,Wind blowing from the north-west,3,,8,, ,,,-6.6,5.2,,,,,,30.0,-11.8,No precipitation,6,,,,
18.01.2020 20:00,-0.4,749.5,767.2,0.8,92,Wind blowing from the north,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,2.7,,,2500 or more  or no clouds.,,,0.8,-1.5,No precipitation,12,,,,
18.01.2020 17:00,1.7,748.7,766.3,,81,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,2.7,,,2500 or more  or no clouds.,,,1.2,-1.2,No precipitation,6,,,,
18.01.2020 14:00,0.8,749.7,767.2,-2.7,88,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,0.8,,,2500 or more  or no clouds.,,,1.0,-1.0,No precipitation,12,,,,
18.01.2020 11:00,-2.8,752.4,770.1,,99,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%,Fog  depositing rime  sky visible. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-6.6,-0.1,,,2500 or more  or no clouds.,,,0.4,-2.9,No precipitation,6,,,,
18.01.2020 08:00,-5.9,752.5,770.2,0.5,99,Wind blowing from the south,2,,4,100%.,Fog  depositing rime  sky visible. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-6.6,-0.1,,,2500 or more  or no clouds.,,,0.2,-6.0,No precipitation,12,,,,
18.01.2020 05:00,-5.6,752.0,769.7,,99,Wind blowing from the west-southwest,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-5.6,-0.1,,,,,,less than 0.1,-5.7,No precipitation,6,,,,
18.01.2020 02:00,-3.9,753.4,771.1,-0.3,99,Wind blowing from the south,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,-0.1,,,2500 or more  or no clouds.,,,less than 0.1,-4.0,No precipitation,12,,,,
17.01.2020 23:00,-3.7,753.7,771.4,,99,Wind blowing from the west-northwest,2,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-5.4,-0.1,,,,,,less than 0.1,-3.8,No precipitation,6,,,,
17.01.2020 20:00,-2.6,753.4,771.1,0.6,99,Wind blowing from the south-southeast,2,,5,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,-0.1,,,2500 or more  or no clouds.,,,0.4,-2.7,No precipitation,12,,,,
17.01.2020 17:00,-1.8,752.8,770.5,,95,Wind blowing from the south-east,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,-0.1,,,2500 or more  or no clouds.,,,0.8,-2.5,No precipitation,6,,,,
17.01.2020 14:00,-0.7,752.5,770.2,-2.3,87,Wind blowing from the south-east,3,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,0.7,,,2500 or more  or no clouds.,,,1.1,-2.6,No precipitation,12,,,,
17.01.2020 11:00,-2.6,754.8,772.6,,94,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,0.7,,,2500 or more  or no clouds.,,,0.9,-3.4,No precipitation,6,,,,
17.01.2020 08:00,-4.8,754.4,772.2,0.7,94,Wind blowing from the west-northwest,3,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,0.7,,,2500 or more  or no clouds.,,,1.0,-5.6,No precipitation,12,,,,
17.01.2020 05:00,-4.5,753.7,771.4,,94,Wind blowing from the north-west,2,,3,,Mist. ,,,-4.8,0.7,,,,,,0.9,-5.3,No precipitation,6,,,,
17.01.2020 02:00,-4.2,754.5,772.2,-1.1,92,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,0.7,,,2500 or more  or no clouds.,,,1.0,-5.3,No precipitation,12,,,,
16.01.2020 23:00,-3.2,755.6,773.3,,92,Wind blowing from the west,2,,3,,Mist. ,,,-3.6,0.7,,,,,,0.8,-4.3,No precipitation,6,,,,
16.01.2020 20:00,-2.4,756.1,773.8,0.7,83,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,0.7,,,2500 or more  or no clouds.,,,1.2,-5.0,No precipitation,12,,,,
16.01.2020 17:00,-0.7,755.4,773.1,,72,Wind blowing from the east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,0.7,,,2500 or more  or no clouds.,,,1.3,-5.1,No precipitation,6,,,,
16.01.2020 14:00,0.4,755.7,773.3,-1.7,67,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,0.4,,,2500 or more  or no clouds.,,,1.4,-5.0,No precipitation,12,,,,
16.01.2020 11:00,-1.9,757.4,775.2,,88,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,-1.8,,,,,,1.0,-3.6,No precipitation,6,,,,
16.01.2020 08:00,-3.4,756.6,774.4,1.2,98,Wind blowing from the south-southeast,1,,4,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,-2.2,,,2500 or more  or no clouds.,,,0.6,-3.7,No precipitation,12,,,,
16.01.2020 05:00,-3.6,755.4,773.2,,96,Wind blowing from the north-west,2,,4,,Mist. ,,,,-2.2,,,,,,0.7,-4.1,No precipitation,6,,,,
16.01.2020 02:00,-2.9,755.8,773.5,-0.4,95,Wind blowing from the south-southwest,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.2,,,2500 or more  or no clouds.,,,0.7,-3.6,No precipitation,12,,,,
15.01.2020 23:00,-2.3,756.2,774.0,,88,Wind blowing from the east-northeast,1,,3,,Mist. ,,,,-2.2,,,,,,1.1,-4.0,No precipitation,6,,,,
15.01.2020 20:00,-2.3,756.0,773.8,0.9,91,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,-2.2,,,300-600,,,0.8,-3.6,No precipitation,12,,,,
15.01.2020 17:00,-2.5,755.1,772.9,,92,Wind blowing from the south-east,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,-1.9,,,2500 or more  or no clouds.,,,0.8,-3.6,No precipitation,6,,,,
15.01.2020 14:00,-2.4,754.9,772.7,-1.8,87,Wind blowing from the east,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,1.4,,,2500 or more  or no clouds.,,,0.9,-4.3,No precipitation,12,,,,
15.01.2020 11:00,-3.4,756.7,774.6,,92,Wind blowing from the south,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,1.8,,,2500 or more  or no clouds.,,,1.0,-4.5,No precipitation,6,,,,
15.01.2020 08:00,-5.5,755.6,773.5,0.5,95,Wind blowing from the west-northwest,2,,5,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,1.8,,,2500 or more  or no clouds.,,,1.3,-6.2,No precipitation,12,,,,
15.01.2020 05:00,-6.1,755.1,772.9,,99,Wind blowing from the north-west,1,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-6.7,1.8,,,,,,0.3,-6.2,No precipitation,6,,,,
15.01.2020 02:00,-3.9,755.6,773.3,-0.1,99,Wind blowing from the north,1,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.8,,,2500 or more  or no clouds.,,,less than 0.1,-4.0,No precipitation,12,,,,
14.01.2020 23:00,-3.4,755.7,773.3,,99,Wind blowing from the east,1,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-6.7,1.8,,,,,,0.3,-3.5,No precipitation,6,,,,
14.01.2020 20:00,-2.8,755.5,773.4,1.2,99,Wind blowing from the south-southeast,2,,7,100%.,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.8,,,2500 or more  or no clouds.,,,0.3,-2.9,No precipitation,12,,,,
14.01.2020 17:00,-1.9,754.3,772.1,,65,Wind blowing from the east-southeast,2,,7,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.8,,,2500 or more  or no clouds.,,,2.4,-7.6,No precipitation,6,,,,
14.01.2020 14:00,0.9,754.0,771.7,-2.6,36,Wind blowing from the east-southeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.8,,,,,,10.0,-12.5,No precipitation,12,,,,
14.01.2020 11:00,1.0,756.6,774.3,,37,Wind blowing from the east-southeast,3,,,no clouds, ,,,-6.7,1.0,,,,,,13.0,-12.1,No precipitation,6,,,,
14.01.2020 08:00,-6.5,755.8,773.6,0.7,80,Wind blowing from the west-northwest,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,0.4,,,2500 or more  or no clouds.,,,2.5,-9.4,No precipitation,12,,,,
14.01.2020 05:00,-6.1,755.1,772.9,,89,Wind blowing from the west-northwest,4,,6,,Mist. ,,,-6.1,0.4,,,,,,1.6,-7.6,No precipitation,6,,,,
14.01.2020 02:00,-4.7,755.4,773.1,0.6,89,Wind blowing from the west,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,0.4,,,2500 or more  or no clouds.,,,1.5,-6.2,No precipitation,12,,,,
13.01.2020 23:00,-3.8,754.8,772.5,,88,Wind blowing from the west-northwest,4,,5,,Mist. ,,,-5.9,0.4,,,,,,1.7,-5.5,No precipitation,6,,,,
13.01.2020 20:00,-2.8,754.0,771.7,1.5,89,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,0.4,,,2500 or more  or no clouds.,,,1.4,-4.4,No precipitation,12,,,,
13.01.2020 17:00,-0.4,752.5,770.1,,74,Wind blowing from the south,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,0.4,,,2500 or more  or no clouds.,,,2.4,-4.6,No precipitation,6,,,,
13.01.2020 14:00,-0.1,751.9,769.6,-1.3,79,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.2,,,2500 or more  or no clouds.,,,1.9,-3.3,No precipitation,12,,,,
13.01.2020 11:00,-0.7,753.2,770.8,,78,Wind blowing from the east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.4,,,2500 or more  or no clouds.,,,1.4,-4.1,No precipitation,6,,,,
13.01.2020 08:00,-3.2,752.1,769.8,1.0,89,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,,,,2500 or more  or no clouds.,,,1.4,-4.8,No precipitation,12,,,,
13.01.2020 05:00,-4.4,751.1,768.7,,94,Wind blowing from the west-northwest,3,,4,,Mist. ,,,-5.9,2.4,,,,,,1.1,-5.2,No precipitation,6,,,,
13.01.2020 02:00,-5.0,751.4,769.0,-0.1,94,Wind blowing from the west-northwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.4,,,2500 or more  or no clouds.,,,1.1,-5.8,No precipitation,12,,,,
12.01.2020 23:00,-3.0,751.5,769.0,,88,Wind blowing from the west-northwest,2,,6,,Mist. ,,,-3.3,2.4,,,,,,1.2,-4.7,No precipitation,6,,,,
12.01.2020 20:00,-2.8,751.3,768.9,0.6,87,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.4,,,2500 or more  or no clouds.,,,1.4,-4.7,No precipitation,12,,,,
12.01.2020 17:00,-0.4,750.7,768.2,,76,Wind blowing from the east,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.4,,,2500 or more  or no clouds.,,,1.8,-4.1,No precipitation,6,,,,
12.01.2020 14:00,2.0,750.2,767.7,-2.2,59,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.4,,,2500 or more  or no clouds.,,,2.8,-5.2,No precipitation,12,,,,
12.01.2020 11:00,0.5,752.4,769.9,,63,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,0.6,,,2500 or more  or no clouds.,,,3.1,-5.9,No precipitation,6,,,,
12.01.2020 08:00,-2.9,751.9,769.6,0.3,69,Wind blowing from the east-northeast,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,,,,2500 or more  or no clouds.,,,2.8,-7.8,No precipitation,12,,,,
12.01.2020 05:00,-2.9,751.6,769.3,,66,Wind blowing from the south-southeast,1,,3,,Mist. ,,,-3.4,0.6,,,,,,4.7,-8.4,No precipitation,6,,,,
12.01.2020 02:00,-2.6,751.8,769.3,-0.8,59,Wind blowing from the south-southeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,0.6,,,2500 or more  or no clouds.,,,4.7,-9.7,No precipitation,12,,,,
11.01.2020 23:00,-3.2,752.6,770.2,,76,Wind blowing from the north-west,1,,4,,Mist. ,,,-3.4,0.6,,,,,,5.0,-6.8,No precipitation,6,,,,
11.01.2020 20:00,-2.6,752.7,770.4,0.5,55,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,0.6,,,2500 or more  or no clouds.,,,11.0,-10.6,No precipitation,12,,,,
11.01.2020 17:00,-0.6,752.2,769.8,,75,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,0.8,,,2500 or more  or no clouds.,,,3.8,-4.5,No precipitation,6,,,,
11.01.2020 14:00,0.2,752.1,769.6,-2.4,61,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,2.1,,,2500 or more  or no clouds.,,,4.2,-6.6,No precipitation,12,,,,
11.01.2020 11:00,-0.6,754.5,772.0,,72,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,2.1,,,2500 or more  or no clouds.,,,2.1,-5.0,No precipitation,6,,,,
11.01.2020 08:00,-2.6,753.1,770.8,0.3,88,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,2.1,,,2500 or more  or no clouds.,,,1.5,-4.3,No precipitation,12,,,,
11.01.2020 05:00,-1.3,752.8,770.4,,86,Wind blowing from the west-northwest,3,,5,,Mist. ,,,-3.2,2.1,,,,,,2.0,-3.3,No precipitation,6,,,,
11.01.2020 02:00,-1.6,753.1,770.6,0.3,89,Wind blowing from the west-northwest,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,2.1,,,2500 or more  or no clouds.,,,1.5,-3.2,No precipitation,12,,,,
10.01.2020 23:00,-0.3,752.8,770.4,,83,Wind blowing from the west-northwest,3,,4,,Mist. ,,,-3.2,2.1,,,,,,1.8,-2.8,No precipitation,6,,,,
10.01.2020 20:00,-0.6,752.2,769.9,0.3,85,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,2.1,,,2500 or more  or no clouds.,,,1.5,-2.8,No precipitation,12,,,,
10.01.2020 17:00,0.8,751.9,769.4,,74,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,2.1,,,2500 or more  or no clouds.,,,1.9,-3.3,No precipitation,6,,,,
10.01.2020 14:00,1.1,751.9,769.3,-2.0,77,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,1.6,,,2500 or more  or no clouds.,,,1.6,-2.5,No precipitation,12,,,,
10.01.2020 11:00,-1.5,753.9,771.5,,99,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-3.2,-0.2,,,2500 or more  or no clouds.,,,0.9,-1.6,No precipitation,6,,,,
10.01.2020 08:00,-2.4,752.9,770.5,0.5,99,Wind blowing from the north-west,2,,4,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,-0.2,,,2500 or more  or no clouds.,,,0.2,-2.5,No precipitation,12,,,,
10.01.2020 05:00,-2.1,752.4,769.9,,99,Wind blowing from the north,3,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-4.3,-0.2,,,,,,0.6,-2.2,No precipitation,6,,,,
10.01.2020 02:00,-1.7,753.1,770.8,0.2,99,Wind blowing from the north-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.2,,,2500 or more  or no clouds.,,,0.9,-1.8,No precipitation,12,,,,
09.01.2020 23:00,-1.7,752.9,770.5,,99,Wind blowing from the east-northeast,2,,,,Fog or ice fog. ,,,-4.3,-0.2,,,,,,0.7,-1.8,No precipitation,6,,,,
09.01.2020 20:00,-0.8,752.6,770.2,0.2,99,Wind blowing from the south-east,2,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,-0.2,,,2500 or more  or no clouds.,,,0.7,-0.9,No precipitation,12,,,,
09.01.2020 17:00,-0.4,752.4,770.0,,97,Wind blowing from the south,1,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,0.5,,,2500 or more  or no clouds.,,,0.7,-0.8,No precipitation,6,,,,
09.01.2020 14:00,-1.0,752.8,770.4,-1.9,99,Wind blowing from the south-southeast,2,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,,,,2500 or more  or no clouds.,,,0.6,-1.1,No precipitation,12,,,,
