Local time in Bijie,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.02.2020 02:00,5.4,642.4,770.8,,95,Wind blowing from the north-northeast,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,8.3,,,2500 or more  or no clouds.,,,4.7,4.7,,,,,,
22.02.2020 20:00,6.4,642.0,770.7,1.1,93,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,8.5,,,300-600,,,1.7,5.4,No precipitation,12,,,,
22.02.2020 17:00,8.3,640.9,769.0,,86,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,13.1,,,300-600,,,3.8,6.1,No precipitation,6,,,,
22.02.2020 14:00,7.4,642.4,770.8,-2.0,87,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,300-600,,,4.4,5.4,No precipitation,12,,,,
22.02.2020 11:00,6.4,644.4,773.3,,89,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,300-600,,,4.9,4.7,No precipitation,6,,,,
22.02.2020 08:00,5.4,643.9,772.5,0.4,93,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Rain.,Drizzle.,3.8,13.9,,,300-600,,,2.9,4.4,0.8,12,,,,
22.02.2020 05:00,5.3,643.5,770.8,,93,Wind blowing from the east-southeast,0,,4,,Mist. ,,,3.5,13.9,,,,,,2.6,4.3,0.8,6,,,,
22.02.2020 02:00,5.6,644.5,772.2,,92,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.9,,,2500 or more  or no clouds.,,,3.8,4.4,0.8,12,,,,
21.02.2020 20:00,8.5,643.6,772.5,1.3,68,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.9,,,1000-1500,,,11.0,2.9,No precipitation,12,,,,
21.02.2020 17:00,13.1,642.3,769.8,,54,Wind blowing from the east,1,,,70 – 80%., ,,,,,,,600-1000,,,16.0,4.0,,,,,,
21.02.2020 14:00,12.3,643.8,771.8,-2.2,51,Wind blowing from the east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,12.3,,,600-1000,,,20.0,2.5,No precipitation,12,,,,
21.02.2020 11:00,7.7,646.0,775.6,,65,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,3.5,7.7,,,,,,19.0,1.5,No precipitation,6,,,,
21.02.2020 08:00,3.8,645.0,775.3,,80,Wind blowing from the west-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,,,,300-600,,,19.0,0.7,0.1,12,,,,
21.02.2020 05:00,3.7,644.0,774.0,,80,Wind blowing from the north,1,,,, ,,,,,,,,,,23.0,0.6,,,,,,
21.02.2020 02:00,3.6,644.2,774.1,,83,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,5.7,,,2500 or more  or no clouds.,,,20.0,1.0,0.1,12,,,,
20.02.2020 20:00,3.7,641.5,770.8,1.9,91,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,300-600,,,3.8,2.4,Trace of precipitation,12,,,,
20.02.2020 17:00,4.4,639.6,768.4,,83,Wind blowing from the north-northwest,2,,5,100%., ,,,4.1,,,,600-1000,,,12.0,1.8,No precipitation,6,,,,
20.02.2020 14:00,5.4,639.4,767.9,-0.8,84,Wind blowing from the north,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,300-600,,,6.0,2.9,No precipitation,12,,,,
20.02.2020 11:00,5.4,640.2,768.4,,88,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,300-600,,,3.8,3.6,No precipitation,6,,,,
20.02.2020 08:00,5.3,638.7,765.7,1.1,87,Wind blowing from the north,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,15.9,,,300-600,,,4.8,3.3,No precipitation,12,,,,
20.02.2020 05:00,5.0,637.6,763.2,,89,Wind blowing from the north-northwest,1,,3,,Mist. ,,,1.2,15.9,,,,,,5.0,3.3,No precipitation,6,,,,
20.02.2020 02:00,4.7,637.8,764.6,,92,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,15.9,,,2500 or more  or no clouds.,,,4.3,3.5,No precipitation,12,,,,
19.02.2020 20:00,10.4,637.2,764.8,0.4,69,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,15.9,,,,,,8.0,5.0,No precipitation,12,,,,
19.02.2020 17:00,15.6,636.8,763.2,,50,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,13.0,5.2,,,,,,
19.02.2020 14:00,11.3,638.7,766.5,-2.6,62,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.3,,,,,,13.0,4.1,0.1,12,,,,
19.02.2020 11:00,4.2,641.3,771.3,,79,Wind blowing from the east,1,,4,100%., ,,,1.1,9.4,,,600-1000,,,17.0,0.9,No precipitation,6,,,,
19.02.2020 08:00,1.7,640.4,770.3,0.0,86,Wind blowing from the west-southwest,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,,,,600-1000,,,18.0,-0.4,1.0,12,,,,
19.02.2020 05:00,1.2,640.4,769.9,,91,Wind blowing from the west,1,,,, ,,,,,,,,,,18.0,-0.1,,,,,,
19.02.2020 02:00,1.2,640.7,769.6,,94,Wind blowing from the west-northwest,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,9.4,,,2500 or more  or no clouds.,,,3.5,0.3,1.0,12,,,,
18.02.2020 20:00,4.0,639.0,768.5,1.1,75,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,9.4,,,1000-1500,,,7.0,0.0,No precipitation,12,,,,
18.02.2020 17:00,6.0,637.9,766.8,,70,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,1000-1500,,,10.0,0.8,,,,,,
18.02.2020 14:00,8.4,638.9,767.3,-2.3,55,Wind blowing from the south-southeast,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,9.1,,,600-1000,,,12.0,-0.1,No precipitation,12,,,,
18.02.2020 11:00,7.5,641.2,770.2,,57,Wind blowing from the south-southeast,2,,,70 – 80%., ,,,,,,,1000-1500,,,11.0,-0.5,,,,,,
18.02.2020 08:00,2.0,641.3,771.5,-0.5,81,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,2500 or more  or no clouds.,,,10.0,-0.9,No precipitation,12,,,,
18.02.2020 05:00,1.8,641.8,771.8,,75,Wind blowing from the south-east,1,,,, ,,,,,,,,,,11.0,-2.2,,,,,,
18.02.2020 02:00,1.9,643.7,774.3,,68,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.4,,,2500 or more  or no clouds.,,,15.0,-3.4,No precipitation,12,,,,
17.02.2020 20:00,3.1,643.3,774.1,0.4,61,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.4,,,2500 or more  or no clouds.,,,14.0,-3.7,No precipitation,12,,,,
17.02.2020 17:00,4.8,642.9,773.2,,44,Wind blowing from the east,1,,,100%., ,,,,,,,600-1000,,,19.0,-6.4,,,,,,
17.02.2020 14:00,3.7,644.2,774.8,-1.8,48,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.8,,,600-1000,,,19.0,-6.3,No precipitation,12,,,,
17.02.2020 11:00,2.1,646.0,777.4,,51,Wind blowing from the south-southwest,1,,4,100%., ,,,1.2,,,,600-1000,,,20.0,-7.2,No precipitation,6,,,,
17.02.2020 08:00,1.3,645.1,776.2,0.6,61,Wind blowing from the south-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,6.8,,,600-1000,,,18.0,-5.4,No precipitation,12,,,,
17.02.2020 05:00,1.3,644.5,774.8,,60,Wind blowing from the north-west,1,,,, ,,,,,,,,,,18.0,-5.8,,,,,,
17.02.2020 02:00,2.0,644.6,774.9,,69,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,6.8,,,2500 or more  or no clouds.,,,18.0,-3.1,No precipitation,12,,,,
16.02.2020 20:00,3.6,641.3,772.6,1.2,63,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,6.8,,,1000-1500,,,20.0,-2.8,No precipitation,12,,,,
16.02.2020 17:00,5.8,640.1,770.8,,56,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,,,,24.0,-2.3,,,,,,
16.02.2020 14:00,5.6,641.5,772.4,-2.5,52,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,6.0,,,600-1000,,,22.0,-3.7,0.3,12,,,,
16.02.2020 11:00,1.1,644.0,776.0,,60,Wind blowing from the north-east,1,,,20–30%., ,,,,,,,600-1000,,,19.0,-6.0,,,,,,
16.02.2020 08:00,-2.4,644.2,777.0,0.0,72,Wind blowing from the south-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.5,,,2500 or more  or no clouds.,,,17.0,-6.9,2.0,12,,,,
16.02.2020 05:00,-3.3,644.2,777.0,,76,Wind blowing from the west-southwest,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-3.4,5.9,,,,,,6.0,-6.9,1.0,6,,,,
16.02.2020 02:00,-3.1,644.8,777.6,,79,Wind blowing from the north-northwest,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,7.8,,,2500 or more  or no clouds.,,,2.8,-6.2,2.0,12,,,,
15.02.2020 20:00,0.0,642.2,772.8,1.6,76,Wind blowing from the north-west,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,,,,300-600,,,10.0,-3.7,0.2,12,,,,
15.02.2020 17:00,0.6,640.6,770.4,,73,Wind blowing from the north-west,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.4,,,300-600,,,13.0,-3.7,No precipitation,6,,,,
15.02.2020 14:00,1.3,640.5,769.6,-0.5,76,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,16.3,,,300-600,,,13.0,-2.6,No precipitation,12,,,,
15.02.2020 11:00,2.5,641.0,769.3,,79,Wind blowing from the north-west,3,,9,100%., ,,,2.5,16.3,,,300-600,,,19.0,-0.9,No precipitation,6,,,,
15.02.2020 08:00,4.5,638.6,765.4,2.1,79,Wind blowing from the north-northwest,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.3,,,2500 or more  or no clouds.,,,22.0,1.2,5.0,12,,,,
15.02.2020 05:00,5.9,636.5,762.0,,87,Wind blowing from the north-west,2,,9,, ,,,5.0,16.3,,,,,,16.0,3.9,5.0,6,,,,
15.02.2020 02:00,7.8,635.9,760.8,,86,Wind blowing from the north,3,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,16.3,,,2500 or more  or no clouds.,,,17.0,5.6,5.0,12,,,,
14.02.2020 20:00,12.0,633.6,759.3,2.6,71,Wind blowing from the north,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,16.3,,,300-600,,,5.0,6.9,No precipitation,12,,,,
14.02.2020 17:00,14.5,631.0,755.5,,63,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,1000-1500,,,7.0,7.5,,,,,,
14.02.2020 14:00,14.7,631.6,755.8,-1.5,57,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,19.2,,,2500 or more  or no clouds.,,,8.0,6.3,No precipitation,12,,,,
14.02.2020 11:00,11.9,633.1,757.9,,74,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,19.2,,,600-1000,,,7.0,7.4,No precipitation,6,,,,
14.02.2020 08:00,5.0,631.5,756.7,0.5,96,Wind blowing from the west-northwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,19.2,,,,,,3.6,4.4,No precipitation,12,,,,
14.02.2020 05:00,5.8,631.0,754.4,,94,Wind blowing from the north-west,1,,2,,Mist. ,,,5.8,19.2,,,,,,3.8,4.9,No precipitation,6,,,,
14.02.2020 02:00,7.0,632.3,756.4,,92,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,19.2,,,2500 or more  or no clouds.,,,4.2,5.8,No precipitation,12,,,,
13.02.2020 20:00,12.1,631.9,757.0,1.2,75,Wind blowing from the west-northwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,19.2,,,,,,5.0,7.8,No precipitation,12,,,,
13.02.2020 17:00,18.9,630.7,753.7,,39,Wind blowing from the east,1,,,50%., ,,,,,,,600-1000,,,15.0,4.7,,,,,,
13.02.2020 14:00,15.7,631.8,755.9,-2.5,62,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,19.1,,,300-600,,,8.0,8.4,No precipitation,12,,,,
13.02.2020 11:00,8.4,634.3,760.2,,93,Wind blowing from the east,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,300-600,,,3.0,7.3,No precipitation,6,,,,
13.02.2020 08:00,6.0,634.3,760.0,0.4,97,Wind blowing from the west,1,,2,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,19.1,,,300-600,,,0.2,5.6,No precipitation,12,,,,
13.02.2020 05:00,7.3,633.9,758.2,,97,Wind blowing from the north-west,1,,4,,Mist. ,,,6.3,19.1,,,,,,0.9,6.9,No precipitation,6,,,,
13.02.2020 02:00,6.5,635.3,759.7,,95,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,19.1,,,2500 or more  or no clouds.,,,3.1,5.8,No precipitation,12,,,,
12.02.2020 20:00,11.6,634.5,759.9,0.9,80,Wind blowing from the west,0,,4,no clouds,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,19.1,,,,,,7.0,8.3,Trace of precipitation,12,,,,
12.02.2020 17:00,16.1,633.6,757.6,,57,Wind blowing from the north-east,1,,,60%., ,,,,,,,600-1000,,,12.0,7.6,,,,,,
12.02.2020 14:00,17.7,634.1,757.8,-2.9,47,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.7,,,600-1000,,,11.0,6.3,No precipitation,12,,,,
12.02.2020 11:00,11.9,637.0,762.6,,70,Wind blowing from the north-northeast,1,,3,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,14.9,,,600-1000,,,7.0,6.6,No precipitation,6,,,,
12.02.2020 08:00,7.6,636.6,762.9,-0.3,90,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,,,,300-600,,,5.0,6.1,No precipitation,12,,,,
12.02.2020 05:00,7.8,636.9,762.0,,87,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,11.0,5.8,,,,,,
12.02.2020 02:00,8.2,638.1,764.0,,83,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,14.9,,,2500 or more  or no clouds.,,,13.0,5.5,No precipitation,12,,,,
11.02.2020 20:00,9.4,636.7,763.7,1.5,77,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,14.9,,,,,,12.0,5.6,No precipitation,12,,,,
11.02.2020 17:00,14.5,635.2,760.7,,54,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,20.0,5.3,,,,,,
11.02.2020 14:00,11.6,636.2,762.7,-1.9,66,Wind blowing from the east,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,11.6,,,600-1000,,,18.0,5.5,0.1,12,,,,
11.02.2020 11:00,7.5,638.1,765.8,,79,Wind blowing from the north-east,1,,2,100%., ,,,4.5,7.5,,,600-1000,,,17.0,4.1,0.1,6,,,,
11.02.2020 08:00,4.6,637.4,765.6,0.6,93,Wind blowing from the east,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,300-600,,,12.0,3.6,0.2,12,,,,
11.02.2020 05:00,4.5,636.8,764.5,,95,Wind blowing from the east,1,,3,,Mist. ,,,3.9,7.1,,,,,,7.0,3.8,0.1,6,,,,
11.02.2020 02:00,4.6,637.5,765.4,,95,Wind blowing from the south-southeast,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.1,,,2500 or more  or no clouds.,,,3.7,3.9,,,,,,
10.02.2020 20:00,5.4,636.0,764.0,0.4,92,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.1,,,300-600,,,3.6,4.2,No precipitation,12,,,,
10.02.2020 17:00,7.0,635.6,763.2,,85,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.1,,,300-600,,,3.8,4.7,No precipitation,6,,,,
10.02.2020 14:00,6.3,636.7,764.6,-2.4,86,Wind blowing from the south-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.5,,,300-600,,,7.0,4.1,0.2,12,,,,
10.02.2020 11:00,4.9,639.1,767.9,,94,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.5,,,300-600,,,4.2,4.0,No precipitation,6,,,,
10.02.2020 08:00,4.0,638.7,767.4,0.5,96,Wind blowing from the north-west,0,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,6.5,,,300-600,,,1.8,3.4,0.2,12,,,,
10.02.2020 05:00,3.9,638.2,766.6,,94,Wind blowing from the east,1,,3,,Rain (not freezing) not falling as shower(s). ,,,3.3,6.5,,,,,,2.3,3.0,0.2,6,,,,
10.02.2020 02:00,4.0,639.6,768.2,,92,Wind blowing from the east-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,6.5,,,2500 or more  or no clouds.,,,5.0,2.8,No precipitation,12,,,,
09.02.2020 20:00,5.0,640.8,770.0,-0.2,84,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,6.5,,,300-600,,,13.0,2.5,No precipitation,12,,,,
09.02.2020 17:00,5.7,641.0,770.2,,78,Wind blowing from the south-southeast,1,,,100%., ,,,,,,,600-1000,,,22.0,2.2,,,,,,
09.02.2020 14:00,5.9,642.7,772.0,-2.5,75,Wind blowing from the east-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,6.2,,,600-1000,,,29.0,1.8,No precipitation,12,,,,
09.02.2020 11:00,4.7,645.2,775.3,,82,Wind blowing from the east-southeast,1,,2,100%., ,,,3.3,5.0,,,600-1000,,,29.0,1.9,No precipitation,6,,,,
09.02.2020 08:00,3.5,644.8,775.1,0.4,90,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,300-600,,,24.0,2.0,0.1,12,,,,
09.02.2020 05:00,3.5,644.4,774.5,,93,Calm  no wind,0,,,, ,,,,,,,,,,19.0,2.5,,,,,,
09.02.2020 02:00,3.7,644.9,775.0,,92,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,5.0,,,2500 or more  or no clouds.,,,10.0,2.5,0.1,12,,,,
08.02.2020 20:00,3.8,643.3,773.2,1.6,94,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,5.0,,,300-600,,,3.4,2.9,No precipitation,12,,,,
08.02.2020 17:00,4.5,641.7,771.2,,87,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,300-600,,,14.0,2.5,,,,,,
08.02.2020 14:00,4.9,642.1,771.6,-1.7,83,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.1,,,300-600,,,21.0,2.3,No precipitation,12,,,,
08.02.2020 11:00,4.6,643.8,773.6,,84,Wind blowing from the north-northeast,1,,,100%., ,,,3.6,,,,300-600,,,29.0,2.1,No precipitation,6,,,,
08.02.2020 08:00,3.8,642.6,772.3,1.0,89,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,300-600,,,30.0,2.2,0.1,12,,,,
08.02.2020 05:00,3.6,641.6,770.8,,90,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,22.0,2.1,,,,,,
08.02.2020 02:00,3.8,642.4,771.4,,91,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.1,,,2500 or more  or no clouds.,,,12.0,2.5,0.7,12,,,,
07.02.2020 20:00,4.3,640.6,769.9,2.0,93,Wind blowing from the north-west,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.1,,,300-600,,,5.0,3.3,0.6,12,,,,
07.02.2020 17:00,5.8,638.6,767.2,,88,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,8.1,,,300-600,,,4.8,4.0,No precipitation,6,,,,
07.02.2020 14:00,7.0,638.9,767.2,-1.9,79,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,8.7,,,300-600,,,8.0,3.6,0.1,12,,,,
