Local time in Nanchong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 05:00,7.5,735.7,767.2,,93,Wind blowing from the north-northeast,2,,5,, ,,,6.9,11.8,,,,,,13.0,6.4,No precipitation,6,,,,
24.01.2020 02:00,7.5,735.7,767.2,-0.3,94,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,11.8,,,2500 or more  or no clouds.,,,14.0,6.6,No precipitation,12,,,,
23.01.2020 23:00,7.9,736.0,767.5,,92,Wind blowing from the north-northeast,2,,6,, ,,,7.9,11.8,,,,,,14.0,6.7,No precipitation,6,,,,
23.01.2020 20:00,10.3,735.1,766.6,2.1,86,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,11.8,,,2500 or more  or no clouds.,,,15.0,8.1,No precipitation,12,,,,
23.01.2020 17:00,10.9,733.0,764.3,,81,Wind blowing from the north-northeast,4,,,90  or more  but not 100%, ,,,,,,,600-1000,,,13.0,7.8,,,,,,
23.01.2020 14:00,11.4,733.2,764.5,-1.5,79,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.1,,,1500-2000,,,11.0,7.9,Trace of precipitation,12,,,,
23.01.2020 11:00,10.9,734.7,766.0,,79,Wind blowing from the north-northeast,4,,6,100%., ,,,8.6,,,,1500-2000,,,18.0,7.4,No precipitation,6,,,,
23.01.2020 08:00,8.9,733.6,765.0,,94,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,2000-2500,,,8.0,8.0,Trace of precipitation,12,,,,
23.01.2020 05:00,9.4,732.7,763.9,,87,Wind blowing from the east,1,,,, ,,,,,,,,,,11.0,7.3,,,,,,
23.01.2020 02:00,9.7,733.6,764.8,-0.2,85,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,15.1,,,2500 or more  or no clouds.,,,10.0,7.3,No precipitation,12,,,,
22.01.2020 23:00,10.1,733.8,765.0,,80,Wind blowing from the east-northeast,1,,5,, ,,,7.2,15.1,,,,,,9.0,6.8,No precipitation,6,,,,
22.01.2020 20:00,10.9,733.2,764.6,,72,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,15.1,,,2500 or more  or no clouds.,,,14.0,5.9,No precipitation,12,,,,
22.01.2020 17:00,12.6,731.8,763.0,,60,Wind blowing from the south-east,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,17.0,5.0,,,,,,
22.01.2020 14:00,14.0,732.1,763.3,,54,Wind blowing from the north-east,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,14.1,,,600-1000,,,14.0,4.8,No precipitation,12,,,,
22.01.2020 11:00,12.6,734.2,765.5,,62,Wind blowing from the south-southeast,1,,2,no clouds, ,,,7.2,13.6,,,,,,11.0,5.5,No precipitation,6,,,,
22.01.2020 08:00,7.5,733.3,764.9,0.8,95,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,2000-2500,,,6.0,6.8,No precipitation,12,,,,
22.01.2020 05:00,8.0,732.5,763.8,,93,Wind blowing from the north-northwest,0,,,, ,,,,,,,,,,8.0,6.9,,,,,,
22.01.2020 02:00,8.8,733.3,764.5,-0.2,87,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,13.6,,,2500 or more  or no clouds.,,,9.0,6.8,No precipitation,12,,,,
21.01.2020 23:00,9.1,733.5,764.9,,88,Calm  no wind,0,,,, ,,,6.0,13.6,,,,,,11.0,7.2,No precipitation,6,,,,
21.01.2020 20:00,8.9,732.4,763.9,1.4,81,Wind blowing from the east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,13.6,,,2500 or more  or no clouds.,,,11.0,5.8,No precipitation,12,,,,
21.01.2020 17:00,12.9,731.0,762.3,,53,Wind blowing from the south,2,,,40%., ,,,,,,,2500 or more  or no clouds.,,,15.0,3.6,,,,,,
21.01.2020 14:00,13.2,732.0,763.3,-2.8,52,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,13.2,,,2500 or more  or no clouds.,,,16.0,3.6,No precipitation,12,,,,
21.01.2020 11:00,9.2,734.8,766.3,,78,Wind blowing from the north,1,,2,100%., ,,,6.0,12.5,,,1500-2000,,,9.0,5.6,No precipitation,6,,,,
21.01.2020 08:00,6.4,734.2,765.8,1.2,90,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,12.5,,,1500-2000,,,10.0,4.9,No precipitation,12,,,,
21.01.2020 05:00,7.0,733.0,764.4,,91,Wind blowing from the north-east,1,,,, ,,,,,,,,,,9.0,5.6,,,,,,
21.01.2020 02:00,7.7,733.7,765.1,,83,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,12.5,,,2500 or more  or no clouds.,,,11.0,5.0,No precipitation,12,,,,
20.01.2020 23:00,8.4,734.5,766.0,,74,Wind blowing from the north,1,,4,, ,,,5.3,12.5,,,,,,8.0,4.0,No precipitation,6,,,,
20.01.2020 20:00,9.3,733.9,765.6,1.1,68,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,12.5,,,1500-2000,,,10.0,3.7,No precipitation,12,,,,
20.01.2020 17:00,11.1,732.8,764.3,,57,Wind blowing from the south,1,,,100%., ,,,,,,,1500-2000,,,12.0,2.9,,,,,,
20.01.2020 14:00,12.3,733.9,765.4,-3.0,52,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,13.8,,,2500 or more  or no clouds.,,,13.0,2.7,No precipitation,12,,,,
20.01.2020 11:00,9.2,736.9,768.7,,72,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,5.3,13.8,,,,,,11.0,4.4,No precipitation,6,,,,
20.01.2020 08:00,5.4,736.1,767.9,0.5,93,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,,,,2500 or more  or no clouds.,,,8.0,4.4,No precipitation,12,,,,
20.01.2020 05:00,6.3,735.6,767.0,,83,Wind blowing from the north,1,,,, ,,,,,,,,,,11.0,3.6,,,,,,
20.01.2020 02:00,6.5,736.3,767.8,,74,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.8,,,2500 or more  or no clouds.,,,11.0,2.2,No precipitation,12,,,,
19.01.2020 23:00,5.9,736.2,767.9,,74,Wind blowing from the east-southeast,1,,5,, ,,,3.5,13.8,,,,,,14.0,1.6,No precipitation,6,,,,
19.01.2020 20:00,8.6,736.0,767.9,1.3,58,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.8,,,,,,19.0,0.6,No precipitation,12,,,,
19.01.2020 17:00,13.5,734.7,766.2,,31,Wind blowing from the north-west,1,,,40%., ,,,,,,,600-1000,,,30.0,-3.3,,,,,,
19.01.2020 14:00,13.6,736.3,767.8,,35,Wind blowing from the south,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.8,,,2500 or more  or no clouds.,,,25.0,-1.6,No precipitation,12,,,,
19.01.2020 11:00,9.9,739.4,771.2,,65,Wind blowing from the south-southeast,1,,2,no clouds, ,,,3.5,9.9,,,,,,18.0,3.6,No precipitation,6,,,,
19.01.2020 08:00,4.0,738.6,770.6,0.5,88,Wind blowing from the east-northeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,9.8,,,,,,17.0,2.2,No precipitation,12,,,,
19.01.2020 05:00,4.4,738.1,769.9,,88,Wind blowing from the east,1,,,, ,,,,,,,,,,17.0,2.6,,,,,,
19.01.2020 02:00,5.6,738.9,770.8,,97,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,9.8,,,2500 or more  or no clouds.,,,8.0,5.2,No precipitation,12,,,,
18.01.2020 23:00,6.4,739.1,771.1,,96,Wind blowing from the south-east,1,,5,, ,,,6.4,9.8,,,,,,8.0,5.8,No precipitation,6,,,,
18.01.2020 20:00,7.9,737.8,769.7,2.1,87,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.8,,,2000-2500,,,11.0,5.9,No precipitation,12,,,,
18.01.2020 17:00,9.6,735.7,767.3,,74,Wind blowing from the north-northeast,2,,5,100%., ,,,6.5,10.7,,,2500 or more  or no clouds.,,,15.0,5.2,No precipitation,6,,,,
18.01.2020 14:00,8.6,735.6,767.2,-1.6,84,Wind blowing from the north,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,10.9,,,2000-2500,,,13.0,6.1,No precipitation,12,,,,
18.01.2020 11:00,7.4,737.2,769.0,,91,Wind blowing from the north,2,,4,100%., ,,,6.5,,,,1500-2000,,,11.0,6.0,No precipitation,6,,,,
18.01.2020 08:00,6.6,735.5,767.2,0.9,96,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,10.9,,,2000-2500,,,7.0,6.0,No precipitation,12,,,,
18.01.2020 05:00,6.9,734.6,766.2,,93,Wind blowing from the north,1,,,, ,,,,,,,,,,8.0,5.8,,,,,,
18.01.2020 02:00,7.3,735.8,767.4,-1.1,90,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,10.9,,,2500 or more  or no clouds.,,,10.0,5.8,No precipitation,12,,,,
17.01.2020 23:00,8.2,736.9,768.6,,78,Wind blowing from the east,1,,4,, ,,,4.8,10.9,,,,,,16.0,4.6,No precipitation,6,,,,
17.01.2020 20:00,8.7,736.6,768.4,1.0,76,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,10.9,,,600-1000,,,17.0,4.7,No precipitation,12,,,,
17.01.2020 17:00,10.7,735.6,767.2,,61,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,,,,,1500-2000,,,23.0,3.3,,,,,,
17.01.2020 14:00,10.5,736.3,768.1,,60,Wind blowing from the north-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,13.0,,,2000-2500,,,24.0,3.1,No precipitation,12,,,,
17.01.2020 11:00,9.2,738.8,770.6,,80,Wind blowing from the north,2,,4,100%., ,,,4.8,13.0,,,1500-2000,,,18.0,5.8,No precipitation,6,,,,
17.01.2020 08:00,6.0,737.7,769.6,0.3,91,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,13.0,,,1500-2000,,,15.0,4.6,No precipitation,12,,,,
17.01.2020 05:00,6.0,737.4,769.0,,95,Wind blowing from the north-east,1,,,, ,,,,,,,,,,13.0,5.3,,,,,,
17.01.2020 02:00,5.2,738.1,769.9,,96,Wind blowing from the south-east,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.0,,,2500 or more  or no clouds.,,,14.0,4.6,No precipitation,12,,,,
16.01.2020 23:00,7.0,738.4,770.1,,85,Wind blowing from the east-southeast,1,,,, ,,,5.8,13.0,,,,,,21.0,4.7,No precipitation,6,,,,
16.01.2020 20:00,8.5,737.4,769.3,1.7,66,Wind blowing from the east,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,13.0,,,600-1000,,,28.0,2.5,No precipitation,12,,,,
16.01.2020 17:00,12.2,735.7,767.2,,48,Wind blowing from the south-east,2,,,90  or more  but not 100%, ,,,,,,,600-1000,,,30.0,1.5,,,,,,
16.01.2020 14:00,11.7,736.6,768.2,-2.3,51,Wind blowing from the west-northwest,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,12.4,,,600-1000,,,30.0,1.9,No precipitation,12,,,,
16.01.2020 11:00,9.7,738.9,770.7,,58,Wind blowing from the north-east,2,,4,50%., ,,,5.8,9.7,,,600-1000,,,27.0,1.8,No precipitation,6,,,,
16.01.2020 08:00,5.9,737.9,769.9,0.9,100,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,8.4,,,2500 or more  or no clouds.,,,8.0,5.9,Trace of precipitation,12,,,,
16.01.2020 05:00,6.1,737.0,768.9,,100,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,12.0,6.1,,,,,,
16.01.2020 02:00,6.4,737.1,768.9,,99,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,8.4,,,2500 or more  or no clouds.,,,14.0,6.3,No precipitation,12,,,,
15.01.2020 23:00,6.8,736.9,768.7,,97,Wind blowing from the north-northeast,2,,5,, ,,,6.4,8.4,,,,,,20.0,6.4,No precipitation,6,,,,
15.01.2020 20:00,7.1,735.3,767.1,2.4,96,Wind blowing from the north-northeast,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,8.4,,,300-600,,,20.0,6.5,Trace of precipitation,12,,,,
15.01.2020 17:00,7.8,732.9,764.5,,91,Wind blowing from the north-northeast,3,,5,100%., ,,,6.4,8.5,,,1500-2000,,,13.0,6.4,No precipitation,6,,,,
15.01.2020 14:00,8.0,732.1,763.6,,88,Wind blowing from the north-northeast,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,8.7,,,1500-2000,,,15.0,6.1,0.1,12,,,,
15.01.2020 11:00,7.2,733.9,765.7,,97,Wind blowing from the east-northeast,2,,,100%., ,,,6.4,8.7,,,1500-2000,,,9.0,6.8,No precipitation,6,,,,
15.01.2020 08:00,6.5,732.9,764.5,0.8,99,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.7,,,300-600,,,8.0,6.4,0.1,12,,,,
15.01.2020 05:00,6.4,732.1,763.6,,99,Wind blowing from the north,2,,6,,Mist. ,,,6.1,8.7,,,,,,6.0,6.3,0.1,6,,,,
15.01.2020 02:00,6.7,732.5,764.1,,98,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,8.7,,,2500 or more  or no clouds.,,,7.0,6.4,No precipitation,12,,,,
14.01.2020 23:00,7.2,732.5,764.2,,93,Wind blowing from the east-northeast,2,,6,, ,,,5.9,8.7,,,,,,13.0,6.1,No precipitation,6,,,,
14.01.2020 20:00,7.8,732.0,763.6,0.6,91,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,8.7,,,2000-2500,,,11.0,6.4,No precipitation,12,,,,
14.01.2020 17:00,8.5,731.4,763.0,,91,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,2000-2500,,,7.0,7.1,,,,,,
14.01.2020 14:00,8.3,732.7,764.4,-2.7,92,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.0,,,2500 or more  or no clouds.,,,7.0,7.1,No precipitation,12,,,,
14.01.2020 11:00,7.0,735.4,767.1,,99,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.0,,,1500-2000,,,3.5,6.9,No precipitation,6,,,,
14.01.2020 08:00,6.4,735.1,766.8,0.5,100,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,9.0,,,1500-2000,,,3.8,6.4,No precipitation,12,,,,
14.01.2020 05:00,6.3,734.6,766.3,,99,Wind blowing from the south-southeast,1,,4,,Mist. ,,,5.4,9.0,,,,,,3.6,6.2,No precipitation,6,,,,
14.01.2020 02:00,6.0,735.2,766.9,0.0,99,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,9.0,,,2500 or more  or no clouds.,,,4.6,5.9,No precipitation,12,,,,
13.01.2020 23:00,8.0,735.2,766.9,,90,Wind blowing from the north-northeast,2,,5,, ,,,,9.0,,,,,,8.0,6.5,No precipitation,6,,,,
13.01.2020 20:00,8.4,733.8,765.5,2.0,88,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,9.0,,,1500-2000,,,9.0,6.5,No precipitation,12,,,,
13.01.2020 17:00,8.8,731.8,763.3,,85,Wind blowing from the south-southwest,1,,5,100%., ,,,5.2,11.6,,,1500-2000,,,11.0,6.4,No precipitation,6,,,,
13.01.2020 14:00,8.4,731.5,763.0,,88,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,2000-2500,,,9.0,6.5,No precipitation,12,,,,
13.01.2020 11:00,7.5,733.3,765.0,,89,Wind blowing from the north,3,,6,100%., ,,,5.2,,,,2000-2500,,,10.0,5.8,No precipitation,6,,,,
13.01.2020 08:00,5.8,731.5,763.1,0.8,96,Wind blowing from the north-east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,2000-2500,,,9.0,5.2,No precipitation,12,,,,
13.01.2020 05:00,6.3,730.7,762.1,,92,Wind blowing from the north-east,4,,,, ,,,,,,,,,,10.0,5.1,,,,,,
13.01.2020 02:00,6.7,732.1,763.5,-0.6,90,Wind blowing from the east-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.2,,,2500 or more  or no clouds.,,,15.0,5.2,No precipitation,12,,,,
12.01.2020 23:00,7.5,732.7,764.3,,86,Wind blowing from the north,2,,10,, ,,,3.0,13.2,,,,,,15.0,5.3,No precipitation,6,,,,
12.01.2020 20:00,8.7,732.1,763.9,1.2,69,Wind blowing from the north,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.2,,,2500 or more  or no clouds.,,,17.0,3.3,No precipitation,12,,,,
12.01.2020 17:00,11.7,730.9,762.4,,59,Wind blowing from the north-northeast,5,,,90  or more  but not 100%, ,,,,,,,600-1000,,,30.0,4.0,,,,,,
12.01.2020 14:00,12.3,731.7,763.1,-3.6,61,Wind blowing from the east-northeast,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,14.1,,,2500 or more  or no clouds.,,,19.0,5.0,No precipitation,12,,,,
12.01.2020 11:00,8.8,735.3,767.0,,83,Wind blowing from the north,2,,4,60%., ,,,3.0,14.1,,,2000-2500,,,13.0,6.1,No precipitation,6,,,,
12.01.2020 08:00,3.3,734.6,766.5,-0.1,100,Wind blowing from the north,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,14.1,,,,,,4.9,3.3,No precipitation,12,,,,
12.01.2020 05:00,4.3,734.7,766.3,,99,Wind blowing from the north-northeast,1,,4,,Mist. ,,,3.5,14.1,,,,,,7.0,4.2,No precipitation,6,,,,
12.01.2020 02:00,5.4,735.2,766.7,-0.8,91,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,14.1,,,2500 or more  or no clouds.,,,15.0,4.1,No precipitation,12,,,,
11.01.2020 23:00,6.4,736.0,767.8,,84,Wind blowing from the east,1,,,, ,,,3.5,14.1,,,,,,24.0,3.9,No precipitation,6,,,,
11.01.2020 20:00,9.0,735.4,767.2,0.9,62,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,14.1,,,,,,27.0,2.1,No precipitation,12,,,,
11.01.2020 17:00,13.3,734.5,766.0,,42,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,30.0,0.7,,,,,,
11.01.2020 14:00,13.0,735.6,767.1,-3.1,41,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.3,,,,,,30.0,0.1,No precipitation,12,,,,
11.01.2020 11:00,9.7,738.7,770.5,,63,Wind blowing from the north-northwest,1,,4,no clouds, ,,,3.5,10.1,,,,,,24.0,3.0,No precipitation,6,,,,
11.01.2020 08:00,3.6,737.9,769.9,1.2,100,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,10.1,,,,,,14.0,3.6,No precipitation,12,,,,
11.01.2020 05:00,4.9,736.7,768.6,,97,Wind blowing from the south-southeast,1,,6,, ,,,4.8,10.1,,,,,,27.0,4.5,No precipitation,6,,,,
11.01.2020 02:00,6.6,736.6,768.4,-0.1,88,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.1,,,2500 or more  or no clouds.,,,30.0,4.8,No precipitation,12,,,,
10.01.2020 23:00,7.1,736.7,768.4,,82,Calm  no wind,0,,,, ,,,6.1,10.1,,,,,,30.0,4.2,No precipitation,6,,,,
10.01.2020 20:00,7.7,734.8,766.6,1.5,77,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.1,,,1500-2000,,,30.0,3.9,No precipitation,12,,,,
10.01.2020 17:00,9.0,733.3,764.9,,70,Wind blowing from the north-northeast,3,,6,100%., ,,,6.1,10.1,,,2000-2500,,,30.0,3.8,No precipitation,6,,,,
10.01.2020 14:00,9.9,733.0,764.5,-2.1,68,Wind blowing from the north,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.1,,,2500 or more  or no clouds.,,,30.0,4.3,No precipitation,12,,,,
10.01.2020 11:00,8.5,735.1,766.7,,79,Wind blowing from the north,2,,6,100%., ,,,6.1,8.9,,,2000-2500,,,30.0,5.1,No precipitation,6,,,,
10.01.2020 08:00,6.1,733.8,765.5,0.8,100,Wind blowing from the north-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,8.9,,,1500-2000,,,12.0,6.1,No precipitation,12,,,,
10.01.2020 05:00,6.3,733.0,764.6,,99,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,24.0,6.2,,,,,,
10.01.2020 02:00,6.9,733.3,765.0,-0.6,98,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.9,,,2500 or more  or no clouds.,,,26.0,6.6,0.3,12,,,,
09.01.2020 23:00,7.1,733.9,765.5,,99,Wind blowing from the north,3,,8,, ,,,6.7,8.9,,,,,,20.0,7.0,0.2,6,,,,
09.01.2020 20:00,7.3,733.6,765.3,1.3,100,Wind blowing from the north-northeast,4,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.9,,,300-600,,,16.0,7.3,0.3,12,,,,
