Local time in Hohhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.01.2020 23:00,-11.3,668.1,774.3,,82,Wind blowing from the north-west,3,,4,,Mist. ,,,-13.2,-2.7,,,,,,2.4,-13.8,No precipitation,6,,,,
22.01.2020 20:00,-9.7,667.4,774.6,1.4,77,Wind blowing from the north-northwest,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-2.7,,,,,,3.4,-13.1,No precipitation,12,,,,
22.01.2020 17:00,-3.3,666.0,771.6,,57,Wind blowing from the south,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-1.2,,,,,,5.0,-10.6,No precipitation,6,,,,
22.01.2020 14:00,-3.1,665.7,771.0,-1.0,52,Wind blowing from the south,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.4,,,,,,4.8,-11.6,No precipitation,12,,,,
22.01.2020 11:00,-6.0,666.7,772.3,,59,Wind blowing from the east-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.4,,,,,,7.0,-12.9,No precipitation,6,,,,
22.01.2020 08:00,-12.5,665.8,772.3,0.7,79,Wind blowing from the north-west,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.4,,,,,,6.0,-15.4,No precipitation,12,,,,
22.01.2020 05:00,-12.7,665.1,770.1,,80,Wind blowing from the north-west,3,,5,,Mist. ,,,-13.4,-0.4,,,,,,6.0,-15.4,No precipitation,6,,,,
22.01.2020 02:00,-11.6,665.5,770.3,0.1,77,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-0.4,,,2500 or more  or no clouds.,,,8.0,-14.8,No precipitation,12,,,,
21.01.2020 23:00,-9.7,665.4,770.3,,69,Wind blowing from the north-west,4,,5,, ,,,-13.4,-0.4,,,,,,11.0,-14.3,No precipitation,6,,,,
21.01.2020 20:00,-7.9,664.9,771.4,1.2,64,Wind blowing from the north-west,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-0.4,,,,,,11.0,-13.5,No precipitation,12,,,,
21.01.2020 17:00,-1.2,663.7,768.4,,44,Wind blowing from the west,1,,5,no clouds, ,,,-13.4,-0.4,,,,,,16.0,-11.9,No precipitation,6,,,,
21.01.2020 14:00,-1.0,664.0,768.9,-1.9,41,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.0,,,,,,15.0,-12.6,No precipitation,12,,,,
21.01.2020 11:00,-3.4,665.9,771.6,,43,Wind blowing from the south-east,2,,5,no clouds, ,,,-13.4,-3.4,,,,,,20.0,-14.2,No precipitation,6,,,,
21.01.2020 08:00,-13.2,665.4,773.0,0.2,76,Wind blowing from the north-northwest,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,9.0,-16.5,No precipitation,12,,,,
21.01.2020 05:00,-12.6,665.2,771.3,,72,Wind blowing from the north-west,4,,5,, ,,,-18.0,-5.7,,,,,,15.0,-16.6,No precipitation,6,,,,
21.01.2020 02:00,-13.1,666.0,772.4,-0.3,70,Wind blowing from the north-northwest,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.7,,,2500 or more  or no clouds.,,,17.0,-17.4,No precipitation,12,,,,
20.01.2020 23:00,-13.0,666.3,773.4,,68,Wind blowing from the north-west,3,,6,, ,,,-18.0,-5.7,,,,,,18.0,-17.8,No precipitation,6,,,,
20.01.2020 20:00,-12.6,666.3,774.8,,65,Wind blowing from the north-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.7,,,,,,14.0,-17.8,No precipitation,12,,,,
20.01.2020 17:00,-6.3,666.1,772.9,,44,Wind blowing from the south,2,,6,no clouds, ,,,-18.0,-5.7,,,,,,24.0,-16.6,No precipitation,6,,,,
20.01.2020 14:00,-6.8,666.9,773.8,-2.0,48,Wind blowing from the south-southeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-6.8,,,,,,14.0,-16.0,No precipitation,12,,,,
20.01.2020 11:00,-9.6,668.9,776.2,,53,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-18.0,-6.8,,,,,,12.0,-17.4,No precipitation,6,,,,
20.01.2020 08:00,-16.5,668.8,777.3,0.9,71,Wind blowing from the north-west,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-6.8,,,2500 or more  or no clouds.,,,14.0,-20.5,No precipitation,12,,,,
20.01.2020 05:00,-15.4,667.9,775.3,,68,Wind blowing from the north-northwest,1,,5,, ,,,-18.4,-6.8,,,,,,15.0,-20.1,No precipitation,6,,,,
20.01.2020 02:00,-14.8,667.9,775.3,-0.3,72,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-6.8,,,2500 or more  or no clouds.,,,11.0,-18.7,No precipitation,12,,,,
19.01.2020 23:00,-12.3,668.2,775.8,,72,Wind blowing from the south-west,2,,5,,Haze. ,,,-18.4,-6.8,,,,,,4.4,-16.3,No precipitation,6,,,,
19.01.2020 20:00,-10.9,667.7,776.5,1.4,67,Wind blowing from the south-east,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-6.8,,,,,,6.0,-15.8,No precipitation,12,,,,
19.01.2020 17:00,-7.2,666.3,773.9,,57,Wind blowing from the south-southwest,1,,5,no clouds, ,,,-18.4,-6.8,,,,,,8.0,-14.3,No precipitation,6,,,,
19.01.2020 14:00,-7.9,665.7,772.8,-0.7,58,Wind blowing from the south,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-7.9,,,,,,6.0,-14.9,No precipitation,12,,,,
19.01.2020 11:00,-11.3,666.4,774.3,,65,Wind blowing from the east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-9.6,,,,,,5.0,-16.6,No precipitation,6,,,,
19.01.2020 08:00,-18.3,665.9,775.1,0.1,80,Wind blowing from the north-west,3,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-9.6,,,2500 or more  or no clouds.,,,4.4,-21.0,No precipitation,12,,,,
19.01.2020 05:00,-17.8,665.8,774.1,,80,Wind blowing from the north-west,3,,5,,Haze. ,,,-17.8,-9.6,,,,,,3.4,-20.4,No precipitation,6,,,,
19.01.2020 02:00,-15.2,667.0,774.7,-0.9,86,Wind blowing from the north-northeast,1,,5,,Intermittent fall of snowflakes  heavy at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-9.6,,,2500 or more  or no clouds.,,,0.1,-17.0,No precipitation,12,,,,
18.01.2020 23:00,-14.8,667.9,776.0,,74,Wind blowing from the west-northwest,1,,5,,Mist. ,,,-16.2,-9.6,,,,,,1.7,-18.4,No precipitation,6,,,,
18.01.2020 20:00,-14.1,667.7,775.7,1.1,83,Wind blowing from the north-northwest,2,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-9.6,,,2500 or more  or no clouds.,,,0.8,-16.4,0.1,12,,,,
18.01.2020 17:00,-10.7,666.6,773.5,,79,Wind blowing from the south-east,2,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-9.1,,,2500 or more  or no clouds.,,,1.1,-13.6,0.1,6,,,,
18.01.2020 14:00,-9.8,666.2,772.9,-2.0,77,Wind blowing from the south,1,,3,60%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-12.9,-7.5,,,2500 or more  or no clouds.,,,0.9,-13.1,0.1,12,,,,
18.01.2020 11:00,-11.4,668.2,775.5,,85,Wind blowing from the south,1,,3,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-12.9,,,,2500 or more  or no clouds.,,,0.5,-13.4,No precipitation,6,,,,
18.01.2020 08:00,-11.5,667.3,774.7,0.1,87,Wind blowing from the south,1,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,0.6,-13.2,0.1,12,,,,
18.01.2020 05:00,-10.9,667.2,773.8,,86,Wind blowing from the north,0,,3,,Mist. ,,,-14.4,-7.5,,,,,,0.9,-12.8,No precipitation,6,,,,
18.01.2020 02:00,-11.1,668.5,775.0,-0.6,86,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-7.5,,,2500 or more  or no clouds.,,,0.8,-13.0,0.1,12,,,,
17.01.2020 23:00,-10.4,669.1,775.9,,83,Wind blowing from the south-southwest,0,,4,,Mist. ,,,-14.4,-7.5,,,,,,1.2,-12.7,0.1,6,,,,
17.01.2020 20:00,-11.6,669.2,777.4,0.4,83,Wind blowing from the east-northeast,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-7.5,,,2500 or more  or no clouds.,,,1.0,-13.9,Trace of precipitation,12,,,,
17.01.2020 17:00,-9.1,668.8,776.0,,74,Wind blowing from the south,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-7.5,,,2500 or more  or no clouds.,,,1.3,-12.9,No precipitation,6,,,,
17.01.2020 14:00,-7.6,668.5,775.4,-1.3,70,Wind blowing from the south,3,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-7.0,,,2500 or more  or no clouds.,,,1.3,-12.1,Trace of precipitation,12,,,,
17.01.2020 11:00,-8.4,669.8,777.4,,68,Wind blowing from the south-east,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-7.0,,,2500 or more  or no clouds.,,,2.9,-13.4,Trace of precipitation,6,,,,
17.01.2020 08:00,-14.1,669.3,777.7,0.7,83,Wind blowing from the north-west,3,,3,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,,,,2500 or more  or no clouds.,,,1.9,-16.4,No precipitation,12,,,,
17.01.2020 05:00,-12.4,668.6,775.8,,79,Wind blowing from the north-northwest,2,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-15.8,-7.0,,,,,,2.0,-15.4,No precipitation,6,,,,
17.01.2020 02:00,-12.6,669.2,776.2,-0.5,77,Wind blowing from the north-northwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-7.0,,,2500 or more  or no clouds.,,,2.1,-15.9,No precipitation,12,,,,
16.01.2020 23:00,-13.7,669.7,777.7,,78,Wind blowing from the north-west,2,,4,,Haze. ,,,-16.6,-7.0,,,,,,1.6,-16.7,No precipitation,6,,,,
16.01.2020 20:00,-12.4,669.4,778.0,0.5,76,Wind blowing from the north-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-7.0,,,,,,1.3,-15.8,No precipitation,12,,,,
16.01.2020 17:00,-8.8,668.9,776.8,,64,Wind blowing from the south-southeast,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-7.0,,,2500 or more  or no clouds.,,,1.6,-14.4,No precipitation,6,,,,
16.01.2020 14:00,-7.7,668.8,776.6,-1.9,49,Wind blowing from the south-southeast,2,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.8,,,2500 or more  or no clouds.,,,2.2,-16.6,No precipitation,12,,,,
16.01.2020 11:00,-11.0,670.7,778.8,,63,Wind blowing from the south-southeast,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.8,,,2500 or more  or no clouds.,,,1.6,-16.8,No precipitation,6,,,,
16.01.2020 08:00,-14.5,670.0,778.3,0.5,68,Wind blowing from the north-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-5.8,,,,,,7.0,-19.1,No precipitation,12,,,,
16.01.2020 05:00,-15.2,669.5,777.2,,76,Wind blowing from the west-northwest,1,,4,,Haze. ,,,-17.8,-5.8,,,,,,4.1,-18.5,No precipitation,6,,,,
16.01.2020 02:00,-16.3,670.6,778.6,-0.3,79,Wind blowing from the north-northwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-5.8,,,2500 or more  or no clouds.,,,1.8,-19.1,No precipitation,12,,,,
15.01.2020 23:00,-13.0,670.9,779.0,,72,Calm  no wind,0,,,,Haze. ,,,-17.8,-5.8,,,,,,2.3,-17.0,No precipitation,6,,,,
15.01.2020 20:00,-11.1,669.9,778.7,1.3,65,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-5.8,,,,,,2.9,-16.4,No precipitation,12,,,,
15.01.2020 17:00,-7.7,668.6,776.2,,54,Wind blowing from the south-west,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-5.8,,,2500 or more  or no clouds.,,,5.0,-15.4,No precipitation,6,,,,
15.01.2020 14:00,-7.5,668.8,776.6,-1.2,40,Wind blowing from the east-southeast,2,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-7.5,,,2500 or more  or no clouds.,,,4.6,-18.8,No precipitation,12,,,,
15.01.2020 11:00,-11.1,670.0,778.6,,59,Wind blowing from the south,2,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-8.9,,,2500 or more  or no clouds.,,,2.6,-17.7,No precipitation,6,,,,
15.01.2020 08:00,-16.7,668.8,778.1,0.6,66,Wind blowing from the north-west,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,,,,2500 or more  or no clouds.,,,25.0,-21.6,No precipitation,12,,,,
15.01.2020 05:00,-15.5,668.2,776.0,,61,Wind blowing from the north-northwest,2,,5,, ,,,-20.7,-8.9,,,,,,30.0,-21.3,No precipitation,6,,,,
15.01.2020 02:00,-16.7,668.5,776.8,0.0,65,Wind blowing from the north-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-8.9,,,2500 or more  or no clouds.,,,20.0,-21.7,No precipitation,12,,,,
14.01.2020 23:00,-15.8,668.5,777.5,,69,Wind blowing from the north-west,4,,5,, ,,,-20.8,-8.9,,,,,,9.0,-20.2,No precipitation,6,,,,
14.01.2020 20:00,-14.4,668.1,778.2,1.0,70,Wind blowing from the north-west,4,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-8.9,,,,,,6.0,-18.7,No precipitation,12,,,,
14.01.2020 17:00,-9.2,667.1,775.8,,54,Wind blowing from the west,1,,4,no clouds, ,,,-20.8,-8.9,,,,,,8.0,-16.8,No precipitation,6,,,,
14.01.2020 14:00,-9.9,666.9,775.8,-2.3,57,Wind blowing from the east-southeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.9,,,2500 or more  or no clouds.,,,7.0,-17.0,No precipitation,12,,,,
14.01.2020 11:00,-14.2,669.2,779.3,,66,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-12.8,,,2500 or more  or no clouds.,,,5.0,-19.2,No precipitation,6,,,,
14.01.2020 08:00,-20.5,669.1,780.6,0.1,76,Wind blowing from the north-northwest,4,,5,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,,,,2500 or more  or no clouds.,,,5.0,-23.6,No precipitation,12,,,,
14.01.2020 05:00,-19.9,669.0,779.0,,77,Wind blowing from the north-west,4,,5,,Haze. ,,,-20.8,-12.7,,,,,,4.7,-22.9,No precipitation,6,,,,
14.01.2020 02:00,-20.3,669.9,780.0,-0.3,78,Wind blowing from the north-west,4,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-12.7,,,2500 or more  or no clouds.,,,3.8,-23.1,No precipitation,12,,,,
13.01.2020 23:00,-19.8,670.2,780.4,,78,Wind blowing from the north-northwest,2,,5,,Haze. ,,,-19.9,-12.7,,,,,,3.0,-22.7,No precipitation,6,,,,
13.01.2020 20:00,-19.2,670.0,780.5,0.9,79,Wind blowing from the north-west,2,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-12.7,,,,,,2.6,-21.9,No precipitation,12,,,,
13.01.2020 17:00,-14.0,669.1,778.2,,71,Wind blowing from the south-southwest,1,,14,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-9.6,,,,,,2.8,-18.1,No precipitation,6,,,,
13.01.2020 14:00,-13.2,668.4,777.0,-0.7,63,Wind blowing from the south-southeast,3,,14,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,,,,,,,3.2,-18.8,No precipitation,12,,,,
13.01.2020 11:00,-13.8,669.1,777.8,,67,Wind blowing from the south,4,,14,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,,,,,,,1.4,-18.6,No precipitation,6,,,,
13.01.2020 08:00,-16.2,667.9,776.7,0.9,59,Wind blowing from the north,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-6.9,,,,,,30.0,-22.4,No precipitation,12,,,,
13.01.2020 05:00,-15.9,667.0,774.9,,57,Wind blowing from the north,8,,14,, ,,,-17.1,-6.9,,,,,,30.0,-22.5,No precipitation,6,,,,
13.01.2020 02:00,-14.7,666.7,773.7,-0.3,60,Wind blowing from the north,9,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-6.9,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,12,,,,
12.01.2020 23:00,-13.8,667.0,774.2,,61,Wind blowing from the north,7,,13,, ,,,-17.1,-6.9,,,,,,30.0,-19.7,No precipitation,6,,,,
12.01.2020 20:00,-12.7,666.9,775.6,1.0,61,Wind blowing from the north,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-6.9,,,,,,30.0,-18.8,No precipitation,12,,,,
12.01.2020 17:00,-9.5,665.9,773.4,,55,Wind blowing from the north,6,,10,no clouds, ,,,-17.1,-6.9,,,,,,30.0,-16.9,No precipitation,6,,,,
12.01.2020 14:00,-7.1,665.8,772.9,-1.5,56,Wind blowing from the south-southeast,3,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-6.9,,,2500 or more  or no clouds.,,,4.7,-14.4,No precipitation,12,,,,
12.01.2020 11:00,-8.9,667.3,774.8,,54,Calm  no wind,0,,,50%., ,,,-17.1,-8.9,,,2500 or more  or no clouds.,,,23.0,-16.7,No precipitation,6,,,,
12.01.2020 08:00,-16.8,666.9,776.0,0.8,83,Wind blowing from the north-west,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,,,,2500 or more  or no clouds.,,,1.9,-19.1,No precipitation,12,,,,
12.01.2020 05:00,-15.2,666.1,773.8,,82,Wind blowing from the north-west,1,,3,,Snow not falling as shower(s). ,,,-16.7,-9.3,,,,,,1.6,-17.6,No precipitation,6,,,,
12.01.2020 02:00,-16.2,666.6,774.6,-0.3,81,Wind blowing from the north-west,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-9.3,,,2500 or more  or no clouds.,,,1.5,-18.8,No precipitation,12,,,,
11.01.2020 23:00,-15.0,666.9,775.0,,81,Wind blowing from the east-southeast,1,,5,,Mist. ,,,-17.5,-9.3,,,,,,1.7,-17.5,No precipitation,6,,,,
11.01.2020 20:00,-14.4,666.7,775.5,0.3,80,Wind blowing from the north-west,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-9.3,,,,,,1.4,-17.1,No precipitation,12,,,,
11.01.2020 17:00,-10.3,666.4,774.0,,69,Wind blowing from the south,1,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-9.3,,,2500 or more  or no clouds.,,,1.5,-14.9,No precipitation,6,,,,
11.01.2020 14:00,-10.3,666.0,773.8,-2.0,64,Wind blowing from the south,1,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-9.9,,,2500 or more  or no clouds.,,,1.7,-15.8,No precipitation,12,,,,
11.01.2020 11:00,-11.7,668.0,776.8,,71,Wind blowing from the south,2,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-10.8,,,2500 or more  or no clouds.,,,1.7,-15.9,No precipitation,6,,,,
11.01.2020 08:00,-15.3,668.0,777.7,-0.3,82,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-10.8,,,2500 or more  or no clouds.,,,1.1,-17.7,No precipitation,12,,,,
11.01.2020 05:00,-14.6,668.3,776.9,,81,Wind blowing from the west-northwest,1,,4,,Mist. ,,,-17.9,-10.8,,,,,,2.7,-17.1,No precipitation,6,,,,
11.01.2020 02:00,-15.7,669.5,778.0,-1.1,82,Wind blowing from the north-northwest,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-10.8,,,2500 or more  or no clouds.,,,1.7,-18.1,No precipitation,12,,,,
10.01.2020 23:00,-17.1,670.6,780.1,,84,Wind blowing from the north,1,,6,,Mist. ,,,-17.9,-10.8,,,,,,1.6,-19.2,No precipitation,6,,,,
10.01.2020 20:00,-17.4,670.8,780.7,1.0,80,Wind blowing from the north-west,3,,6,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-10.8,,,2500 or more  or no clouds.,,,1.9,-20.0,Trace of precipitation,12,,,,
10.01.2020 17:00,-13.5,669.8,778.6,,79,Wind blowing from the south,3,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-10.8,,,2500 or more  or no clouds.,,,1.9,-16.4,No precipitation,6,,,,
10.01.2020 14:00,-10.9,669.5,777.6,-1.7,70,Wind blowing from the south,3,,5,60%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-9.9,,,2500 or more  or no clouds.,,,1.9,-15.3,Trace of precipitation,12,,,,
10.01.2020 11:00,-13.2,671.2,780.0,,79,Wind blowing from the south,2,,3,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,,,,2500 or more  or no clouds.,,,1.8,-16.1,Trace of precipitation,6,,,,
10.01.2020 08:00,-14.5,670.3,778.9,0.2,84,Wind blowing from the west-northwest,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.9,,,2500 or more  or no clouds.,,,1.7,-16.7,Trace of precipitation,12,,,,
