Local time in Heyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 05:00,19.1,756.7,763.0,,94,Wind blowing from the north-northeast,1,,3,, ,,,15.9,26.5,,,,,,24.0,18.1,No precipitation,6,,,,
23.01.2020 02:00,19.6,757.1,763.4,,90,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,26.5,,,2500 or more  or no clouds.,,,27.0,17.9,No precipitation,12,,,,
22.01.2020 23:00,20.3,757.4,763.8,,85,Wind blowing from the east-southeast,1,,7,, ,,,15.7,26.5,,,,,,24.0,17.6,No precipitation,6,,,,
22.01.2020 20:00,21.4,757.0,763.4,0.9,77,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,26.5,,,2500 or more  or no clouds.,,,22.0,17.2,No precipitation,12,,,,
22.01.2020 17:00,25.5,756.1,762.5,,57,Wind blowing from the west,2,,7,90  or more  but not 100%, ,,,15.7,26.5,,,,,,30.0,16.3,No precipitation,6,,,,
22.01.2020 14:00,24.7,757.1,763.5,,60,Wind blowing from the west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,25.6,,,600-1000,,,30.0,16.4,No precipitation,12,,,,
22.01.2020 11:00,19.5,760.2,766.6,,70,Wind blowing from the east,1,,3,90  or more  but not 100%, ,,,15.7,20.7,,,,,,21.0,13.8,No precipitation,6,,,,
22.01.2020 08:00,16.1,760.0,766.4,0.9,91,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,20.7,,,600-1000,,,15.0,14.6,No precipitation,12,,,,
22.01.2020 05:00,16.1,759.1,765.6,,92,Wind blowing from the south-east,0,,4,, ,,,13.2,20.7,,,,,,15.0,14.8,No precipitation,6,,,,
22.01.2020 02:00,16.1,759.5,766.0,,91,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.7,,,2500 or more  or no clouds.,,,15.0,14.6,No precipitation,12,,,,
21.01.2020 23:00,16.6,760.4,766.9,,86,Wind blowing from the north-northeast,1,,5,, ,,,13.2,20.7,,,,,,15.0,14.2,No precipitation,6,,,,
21.01.2020 20:00,18.0,759.7,766.2,-0.1,75,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.7,,,600-1000,,,15.0,13.5,No precipitation,12,,,,
21.01.2020 17:00,19.5,759.8,766.3,,67,Wind blowing from the south-west,2,,5,100%., ,,,13.2,20.7,,,600-1000,,,20.0,13.2,No precipitation,6,,,,
21.01.2020 14:00,19.9,760.1,766.6,,61,Wind blowing from the west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.6,,,600-1000,,,22.0,12.1,No precipitation,12,,,,
21.01.2020 11:00,17.9,762.6,769.1,,62,Wind blowing from the west,2,,3,90  or more  but not 100%, ,,,13.2,20.6,,,,,,30.0,10.5,No precipitation,6,,,,
21.01.2020 08:00,13.6,761.9,768.4,1.7,89,Wind blowing from the east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,20.6,,,2500 or more  or no clouds.,,,27.0,11.8,No precipitation,12,,,,
21.01.2020 05:00,13.5,760.2,766.6,,88,Wind blowing from the east-northeast,1,,2,, ,,,11.0,20.6,,,,,,25.0,11.5,No precipitation,6,,,,
21.01.2020 02:00,13.9,760.6,767.0,-0.4,86,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,20.6,,,2500 or more  or no clouds.,,,27.0,11.6,No precipitation,12,,,,
20.01.2020 23:00,14.7,761.0,767.5,,80,Wind blowing from the east-northeast,1,,5,, ,,,11.0,20.6,,,,,,29.0,11.2,No precipitation,6,,,,
20.01.2020 20:00,16.8,760.4,766.9,,67,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,20.6,,,2500 or more  or no clouds.,,,27.0,10.6,No precipitation,12,,,,
20.01.2020 17:00,20.2,759.3,765.7,,50,Wind blowing from the west,1,,5,no clouds, ,,,11.0,20.6,,,,,,30.0,9.4,No precipitation,6,,,,
20.01.2020 14:00,18.7,760.0,766.6,-2.7,50,Wind blowing from the east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.8,,,2000-2500,,,30.0,8.0,No precipitation,12,,,,
20.01.2020 11:00,14.3,762.7,769.3,,57,Wind blowing from the north-west,1,,5,90  or more  but not 100%, ,,,10.6,14.6,,,,,,19.0,5.9,No precipitation,6,,,,
20.01.2020 08:00,11.2,762.1,768.7,1.2,71,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,17.0,6.1,No precipitation,12,,,,
20.01.2020 05:00,11.1,760.9,767.5,,70,Wind blowing from the east-northeast,2,,5,, ,,,9.9,12.3,,,,,,19.0,5.8,No precipitation,6,,,,
20.01.2020 02:00,11.3,761.6,768.2,-0.4,69,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,12.3,,,2500 or more  or no clouds.,,,25.0,5.8,Trace of precipitation,12,,,,
19.01.2020 23:00,11.4,762.0,768.6,,72,Wind blowing from the north-east,2,,5,, ,,,9.9,12.3,,,,,,22.0,6.5,Trace of precipitation,6,,,,
19.01.2020 20:00,11.3,761.8,768.4,0.9,69,Wind blowing from the east-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,12.4,,,600-1000,,,26.0,5.8,Trace of precipitation,12,,,,
19.01.2020 17:00,11.9,760.9,767.5,,69,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,13.6,,,600-1000,,,14.0,6.4,No precipitation,6,,,,
19.01.2020 14:00,12.0,760.8,767.4,-2.2,62,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,14.2,,,1000-1500,,,30.0,4.9,Trace of precipitation,12,,,,
19.01.2020 11:00,10.8,763.0,769.6,,72,Wind blowing from the north-east,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,14.2,,,600-1000,,,15.0,5.9,No precipitation,6,,,,
19.01.2020 08:00,10.0,762.2,768.8,1.6,83,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,14.2,,,600-1000,,,13.0,7.2,No precipitation,12,,,,
19.01.2020 05:00,11.1,760.6,767.2,,70,Wind blowing from the east-northeast,2,,5,, ,,,9.2,14.2,,,,,,16.0,5.8,No precipitation,6,,,,
19.01.2020 02:00,11.7,760.6,767.2,0.3,68,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,14.2,,,2500 or more  or no clouds.,,,18.0,6.0,No precipitation,12,,,,
18.01.2020 23:00,12.1,760.3,766.9,,65,Wind blowing from the north-west,1,,5,, ,,,9.2,14.2,,,,,,13.0,5.7,No precipitation,6,,,,
18.01.2020 20:00,12.4,759.4,766.0,0.7,62,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,14.2,,,1500-2000,,,20.0,5.3,No precipitation,12,,,,
18.01.2020 17:00,13.5,758.7,765.3,,58,Wind blowing from the north-northeast,2,,6,100%., ,,,9.2,14.4,,,1500-2000,,,27.0,5.4,No precipitation,6,,,,
18.01.2020 14:00,13.2,759.0,765.6,-2.5,56,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,15.6,,,1500-2000,,,27.0,4.6,No precipitation,12,,,,
18.01.2020 11:00,10.9,761.5,768.1,,62,Wind blowing from the east,1,,7,100%., ,,,9.2,,,,1500-2000,,,21.0,3.9,No precipitation,6,,,,
18.01.2020 08:00,9.4,761.4,768.0,0.9,67,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,1500-2000,,,17.0,3.5,No precipitation,12,,,,
18.01.2020 05:00,9.4,760.5,767.1,,66,Wind blowing from the east-northeast,2,,7,, ,,,9.3,15.6,,,,,,30.0,3.3,No precipitation,6,,,,
18.01.2020 02:00,9.8,761.0,767.6,-0.6,66,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,15.6,,,2500 or more  or no clouds.,,,26.0,3.7,No precipitation,12,,,,
17.01.2020 23:00,10.4,761.6,768.2,,63,Wind blowing from the north-northeast,3,,7,, ,,,9.9,15.6,,,,,,30.0,3.6,No precipitation,6,,,,
17.01.2020 20:00,11.4,760.9,767.5,1.2,60,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,15.6,,,2500 or more  or no clouds.,,,30.0,3.9,No precipitation,12,,,,
17.01.2020 17:00,14.5,759.7,766.3,,50,Wind blowing from the north-east,2,,11,90  or more  but not 100%, ,,,9.9,16.4,,,,,,30.0,4.2,No precipitation,6,,,,
17.01.2020 14:00,14.6,759.8,766.3,-2.7,50,Wind blowing from the east-northeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,,,,2500 or more  or no clouds.,,,30.0,4.3,No precipitation,12,,,,
17.01.2020 11:00,12.1,762.5,769.1,,57,Wind blowing from the north-east,4,,11,10%  or less  but not 0, ,,,9.9,,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,3.8,No precipitation,6,,,,
17.01.2020 08:00,10.1,762.1,768.7,1.2,65,Wind blowing from the north-east,2,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,,,,600-1000,,,30.0,3.8,No precipitation,12,,,,
17.01.2020 05:00,10.6,760.9,767.4,,62,Wind blowing from the north-east,5,,11,, ,,,10.6,24.9,,,,,,30.0,3.6,No precipitation,6,,,,
17.01.2020 02:00,11.5,760.9,767.4,0.3,63,Wind blowing from the east-northeast,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,24.9,,,2500 or more  or no clouds.,,,30.0,4.7,No precipitation,12,,,,
16.01.2020 23:00,12.3,760.6,767.1,,67,Wind blowing from the east-northeast,4,,9,, ,,,12.3,24.9,,,,,,30.0,6.3,No precipitation,6,,,,
16.01.2020 20:00,13.8,759.4,766.0,2.4,66,Wind blowing from the east-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,24.9,,,1500-2000,,,30.0,7.5,No precipitation,12,,,,
16.01.2020 17:00,16.5,757.0,763.5,,66,Wind blowing from the north-northeast,3,,7,100%., ,,,15.1,24.9,,,600-1000,,,25.0,10.1,No precipitation,6,,,,
16.01.2020 14:00,24.2,755.8,762.1,-2.5,56,Wind blowing from the south-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,24.4,,,600-1000,,,28.0,14.8,No precipitation,12,,,,
16.01.2020 11:00,20.5,758.3,764.7,,70,Wind blowing from the north-east,2,,4,20–30%., ,,,15.1,24.2,,,2500 or more  or no clouds.,,,10.0,14.8,No precipitation,6,,,,
16.01.2020 08:00,15.7,757.9,764.3,0.9,97,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,24.2,,,,,,9.0,15.3,No precipitation,12,,,,
16.01.2020 05:00,15.9,757.0,763.3,,97,Calm  no wind,0,,,, ,,,10.8,24.2,,,,,,12.0,15.5,No precipitation,6,,,,
16.01.2020 02:00,17.7,757.7,764.1,0.4,91,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,24.2,,,2500 or more  or no clouds.,,,15.0,16.2,No precipitation,12,,,,
15.01.2020 23:00,19.6,757.3,763.7,,76,Wind blowing from the south-southwest,2,,6,, ,,,10.8,24.2,,,,,,20.0,15.2,No precipitation,6,,,,
15.01.2020 20:00,21.4,756.1,762.6,0.8,66,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,24.2,,,2500 or more  or no clouds.,,,27.0,14.7,No precipitation,12,,,,
15.01.2020 17:00,23.5,755.3,761.8,,53,Wind blowing from the west-southwest,3,,6,no clouds, ,,,10.8,24.2,,,,,,30.0,13.3,No precipitation,6,,,,
15.01.2020 14:00,21.9,756.1,762.6,-3.6,50,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,22.0,,,,,,26.0,11.0,No precipitation,12,,,,
15.01.2020 11:00,16.9,759.7,766.2,,58,Wind blowing from the north,1,,5,no clouds, ,,,10.8,21.1,,,,,,20.0,8.5,No precipitation,6,,,,
15.01.2020 08:00,11.4,760.6,767.1,1.2,77,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,21.1,,,1500-2000,,,14.0,7.5,No precipitation,12,,,,
15.01.2020 05:00,10.8,759.4,766.0,,80,Wind blowing from the north-east,2,,6,, ,,,10.8,21.1,,,,,,19.0,7.4,No precipitation,6,,,,
15.01.2020 02:00,12.3,759.2,765.7,0.1,68,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,21.1,,,2500 or more  or no clouds.,,,23.0,6.5,No precipitation,12,,,,
14.01.2020 23:00,13.3,759.1,765.7,,67,Wind blowing from the south-west,1,,6,, ,,,12.0,21.1,,,,,,30.0,7.3,No precipitation,6,,,,
14.01.2020 20:00,15.7,758.5,765.0,1.3,60,Wind blowing from the north-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,21.1,,,,,,30.0,7.9,No precipitation,12,,,,
14.01.2020 17:00,19.6,757.2,763.6,,50,Wind blowing from the north-northwest,1,,5,20–30%., ,,,12.0,21.1,,,2500 or more  or no clouds.,,,30.0,8.9,No precipitation,6,,,,
14.01.2020 14:00,19.9,757.6,764.0,-2.7,48,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.5,,,2500 or more  or no clouds.,,,29.0,8.5,No precipitation,12,,,,
14.01.2020 11:00,16.8,760.3,766.8,,63,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,12.0,20.5,,,,,,27.0,9.7,No precipitation,6,,,,
14.01.2020 08:00,12.7,759.9,766.4,1.1,83,Wind blowing from the east-northeast,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,20.5,,,2500 or more  or no clouds.,,,18.0,9.8,No precipitation,12,,,,
14.01.2020 05:00,13.8,758.8,765.3,,77,Wind blowing from the north-east,1,,4,, ,,,9.1,20.5,,,,,,24.0,9.8,No precipitation,6,,,,
14.01.2020 02:00,14.1,759.2,765.7,0.4,76,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,20.5,,,2500 or more  or no clouds.,,,23.0,9.9,No precipitation,12,,,,
13.01.2020 23:00,14.9,758.8,765.4,,71,Wind blowing from the east-northeast,1,,,, ,,,9.1,20.5,,,,,,26.0,9.6,No precipitation,6,,,,
13.01.2020 20:00,16.4,757.3,763.9,1.2,66,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,20.5,,,,,,19.0,10.0,No precipitation,12,,,,
13.01.2020 17:00,19.6,756.1,762.6,,51,Wind blowing from the south-west,2,,6,70 – 80%., ,,,9.1,20.5,,,1500-2000,,,30.0,9.2,No precipitation,6,,,,
13.01.2020 14:00,18.1,756.4,763.0,-3.4,48,Wind blowing from the north-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.1,,,,,,30.0,6.9,No precipitation,12,,,,
13.01.2020 11:00,13.0,759.8,766.4,,56,Wind blowing from the north-west,1,,6,no clouds, ,,,9.1,15.3,,,,,,30.0,4.4,No precipitation,6,,,,
13.01.2020 08:00,9.4,759.6,766.2,0.3,67,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.3,,,600-1000,,,29.0,3.5,No precipitation,12,,,,
13.01.2020 05:00,9.4,759.3,765.9,,69,Wind blowing from the north-east,3,,6,, ,,,9.3,15.3,,,,,,27.0,4.0,No precipitation,6,,,,
13.01.2020 02:00,9.9,759.4,766.0,0.3,64,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.3,,,2500 or more  or no clouds.,,,30.0,3.4,No precipitation,12,,,,
12.01.2020 23:00,10.1,759.1,765.7,,65,Wind blowing from the west,1,,8,, ,,,9.7,15.3,,,,,,30.0,3.8,No precipitation,6,,,,
12.01.2020 20:00,12.2,758.0,764.6,1.0,60,Wind blowing from the north-northwest,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.3,,,2500 or more  or no clouds.,,,30.0,4.6,No precipitation,12,,,,
12.01.2020 17:00,14.8,757.0,763.5,,50,Wind blowing from the north-northeast,2,,11,40%., ,,,9.7,15.8,,,600-1000,,,30.0,4.4,No precipitation,6,,,,
12.01.2020 14:00,14.6,757.6,764.1,-2.9,50,Wind blowing from the east-northeast,3,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,600-1000,,,30.0,4.3,No precipitation,12,,,,
12.01.2020 11:00,11.2,760.5,767.1,,61,Wind blowing from the north,4,,11,90  or more  but not 100%, ,,,9.7,,,,,,,30.0,3.9,No precipitation,6,,,,
12.01.2020 08:00,9.8,760.4,767.0,0.7,67,Wind blowing from the north-east,4,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,1500-2000,,,30.0,3.9,No precipitation,12,,,,
12.01.2020 05:00,9.8,759.7,766.3,,66,Wind blowing from the north-east,4,,11,, ,,,9.8,22.3,,,,,,30.0,3.7,No precipitation,6,,,,
12.01.2020 02:00,10.8,759.5,766.0,0.1,63,Wind blowing from the east-northeast,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,22.3,,,2500 or more  or no clouds.,,,30.0,4.0,No precipitation,12,,,,
11.01.2020 23:00,11.3,759.4,766.0,,64,Wind blowing from the east-northeast,4,,10,, ,,,11.3,22.3,,,,,,30.0,4.7,No precipitation,6,,,,
11.01.2020 20:00,12.9,758.5,765.0,1.6,63,Wind blowing from the north-east,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,22.3,,,1500-2000,,,30.0,6.0,No precipitation,12,,,,
11.01.2020 17:00,15.9,756.9,763.3,,60,Wind blowing from the north-northeast,2,,9,100%., ,,,15.4,24.8,,,1500-2000,,,15.0,8.1,No precipitation,6,,,,
11.01.2020 14:00,21.9,754.7,761.1,-2.2,55,Wind blowing from the north-east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,25.8,,,600-1000,,,15.0,12.4,No precipitation,12,,,,
11.01.2020 11:00,19.5,756.9,763.3,,79,Wind blowing from the east,2,,3,100%., ,,,16.3,,,,600-1000,,,14.0,15.7,No precipitation,6,,,,
11.01.2020 08:00,16.5,756.4,762.8,1.1,98,Wind blowing from the east-northeast,2,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,25.8,,,600-1000,,,13.0,16.1,No precipitation,12,,,,
11.01.2020 05:00,16.9,755.3,761.6,,98,Wind blowing from the north-east,1,,,, ,,,16.8,25.8,,,,,,17.0,16.5,No precipitation,6,,,,
11.01.2020 02:00,17.5,755.0,761.3,-0.4,96,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,25.8,,,2500 or more  or no clouds.,,,19.0,16.8,No precipitation,12,,,,
10.01.2020 23:00,18.9,755.4,761.8,,87,Wind blowing from the north-east,1,,6,, ,,,17.5,25.8,,,,,,22.0,16.6,No precipitation,6,,,,
10.01.2020 20:00,21.3,754.7,761.1,0.6,72,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,25.8,,,,,,19.0,16.0,No precipitation,12,,,,
10.01.2020 17:00,24.8,754.1,760.4,,54,Wind blowing from the south-west,3,,6,20–30%., ,,,17.5,25.8,,,1000-1500,,,30.0,14.8,No precipitation,6,,,,
10.01.2020 14:00,24.7,754.8,761.1,-3.2,55,Wind blowing from the west-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,25.1,,,1000-1500,,,30.0,15.0,No precipitation,12,,,,
10.01.2020 11:00,20.4,758.0,764.4,,67,Wind blowing from the south-west,2,,4,100%., ,,,17.5,22.9,,,600-1000,,,18.0,14.0,No precipitation,6,,,,
10.01.2020 08:00,17.8,757.6,763.9,1.1,84,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,14.0,15.0,No precipitation,12,,,,
10.01.2020 05:00,18.1,756.5,762.9,,80,Wind blowing from the south-west,1,,2,, ,,,13.6,22.9,,,,,,15.0,14.6,No precipitation,6,,,,
10.01.2020 02:00,18.4,756.6,763.0,-0.1,68,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,22.9,,,2500 or more  or no clouds.,,,18.0,12.3,No precipitation,12,,,,
09.01.2020 23:00,18.5,756.7,763.1,,65,Wind blowing from the north-east,1,,,, ,,,13.4,22.9,,,,,,23.0,11.8,No precipitation,6,,,,
09.01.2020 20:00,19.2,756.8,763.3,0.4,59,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,22.9,,,600-1000,,,14.0,11.0,No precipitation,12,,,,
09.01.2020 17:00,21.7,756.4,762.8,,44,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%, ,,,13.4,23.9,,,,,,30.0,8.9,No precipitation,6,,,,
09.01.2020 14:00,21.3,757.2,763.6,-2.3,43,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,24.7,,,2500 or more  or no clouds.,,,30.0,8.2,No precipitation,12,,,,
09.01.2020 11:00,18.3,759.5,766.0,,52,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%, ,,,13.4,24.7,,,,,,30.0,8.2,No precipitation,6,,,,
