Local time in Suifenhe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 05:00,-15.1,717.9,772.7,,56,Wind blowing from the west,5,,,, ,,,,,,,,,,30.0,-21.9,,,,,,
24.01.2020 02:00,-14.4,717.9,772.4,,56,Wind blowing from the west,4,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.7,,,2500 or more  or no clouds.,,,30.0,-21.3,0.2,12,,,,
23.01.2020 20:00,-10.0,715.0,769.6,2.3,51,Wind blowing from the west,7,,17,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-1.7,,,,,,30.0,-18.2,0.3,12,,,,
23.01.2020 17:00,-6.0,712.7,766.7,,64,Wind blowing from the west-northwest,10,,,20–30%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-1.7,,,1000-1500,,,5.0,-11.7,0.1,6,,,,
23.01.2020 14:00,-4.1,711.4,765.1,-0.4,89,Wind blowing from the west,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-1.7,,,1000-1500,,,2.1,-5.6,0.2,12,,,,
23.01.2020 11:00,-5.4,711.8,765.6,,78,Wind blowing from the west-northwest,2,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.2,,,1000-1500,,,11.0,-8.6,0.2,6,,,,
23.01.2020 08:00,-10.6,713.3,767.5,-0.5,83,Wind blowing from the east-northeast,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,1000-1500,,,7.0,-12.9,Trace of precipitation,12,,,,
23.01.2020 05:00,-10.7,713.8,767.8,,72,Wind blowing from the east,4,,,, ,,,-11.4,-2.2,,,,,,30.0,-14.9,No precipitation,6,,,,
23.01.2020 02:00,-9.9,714.7,768.5,,80,Wind blowing from the east,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-2.2,,,2500 or more  or no clouds.,,,17.0,-12.8,No precipitation,12,,,,
22.01.2020 20:00,-8.3,715.2,769.4,1.0,77,Wind blowing from the west-northwest,2,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-2.2,,,1000-1500,,,11.0,-11.6,No precipitation,12,,,,
22.01.2020 17:00,-5.6,714.2,768.1,,64,Wind blowing from the west-northwest,2,,12,60%., ,,,-9.6,-2.2,,,600-1000,,,19.0,-11.5,No precipitation,6,,,,
22.01.2020 14:00,-3.1,712.8,766.2,,55,Wind blowing from the west-northwest,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-2.2,,,2500 or more  or no clouds.,,,24.0,-10.9,No precipitation,12,,,,
22.01.2020 11:00,-4.7,712.9,766.6,,58,Wind blowing from the west,4,,9,, ,,,-10.2,-4.7,,,,,,24.0,-11.7,No precipitation,6,,,,
22.01.2020 08:00,-8.8,713.7,767.8,0.9,52,Wind blowing from the west,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.6,,,600-1000,,,30.0,-16.9,No precipitation,12,,,,
22.01.2020 05:00,-8.7,712.8,766.7,,45,Wind blowing from the west,3,,6,, ,,,,-6.6,,,,,,30.0,-18.5,No precipitation,6,,,,
22.01.2020 02:00,-8.3,713.2,767.0,,43,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.6,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
21.01.2020 20:00,-7.9,714.5,769.2,-0.6,44,Wind blowing from the west-southwest,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-6.6,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
21.01.2020 17:00,-7.4,715.1,769.9,,45,Wind blowing from the south-southeast,1,,,20–30%., ,,,-15.5,-6.6,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,6,,,,
21.01.2020 14:00,-6.7,715.3,769.9,-0.5,43,Wind blowing from the west,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-6.7,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
21.01.2020 11:00,-10.2,715.8,770.8,,60,Wind blowing from the west,4,,10,no clouds, ,,,-15.5,-9.5,,,,,,24.0,-16.5,No precipitation,6,,,,
21.01.2020 08:00,-14.4,716.2,771.6,1.7,74,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,,,,,,,22.0,-18.0,No precipitation,12,,,,
21.01.2020 05:00,-15.0,714.5,769.7,,79,Wind blowing from the west,5,,10,, ,,,-15.0,-9.5,,,,,,19.0,-17.8,No precipitation,6,,,,
21.01.2020 02:00,-14.7,714.1,769.0,,76,Wind blowing from the west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-9.5,,,2500 or more  or no clouds.,,,21.0,-18.1,No precipitation,12,,,,
20.01.2020 20:00,-13.1,711.8,766.9,1.4,76,Wind blowing from the west,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-9.5,,,1000-1500,,,8.0,-16.4,No precipitation,12,,,,
20.01.2020 17:00,-12.1,710.4,765.1,,69,Wind blowing from the west,4,,8,90  or more  but not 100%, ,,,-15.9,-9.5,,,,,,10.0,-16.6,No precipitation,6,,,,
20.01.2020 14:00,-10.2,708.7,763.3,-0.3,62,Wind blowing from the west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.1,,,2500 or more  or no clouds.,,,15.0,-16.1,No precipitation,12,,,,
20.01.2020 11:00,-10.9,709.0,763.6,,69,Wind blowing from the west,3,,6,90  or more  but not 100%, ,,,-15.9,-5.7,,,,,,11.0,-15.5,No precipitation,6,,,,
20.01.2020 08:00,-14.7,709.0,763.7,0.7,86,Wind blowing from the west,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,,,,600-1000,,,10.0,-16.5,No precipitation,12,,,,
20.01.2020 05:00,-13.8,708.3,762.7,,85,Wind blowing from the west,2,,5,, ,,,-15.9,-5.7,,,,,,12.0,-15.8,No precipitation,6,,,,
20.01.2020 02:00,-14.2,708.2,762.2,,89,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-5.7,,,2500 or more  or no clouds.,,,15.0,-15.7,0.1,12,,,,
19.01.2020 20:00,-11.8,708.2,762.6,0.6,84,Wind blowing from the west-northwest,2,,4,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-5.7,,,1500-2000,,,18.0,-14.0,0.2,12,,,,
19.01.2020 17:00,-10.7,707.6,762.1,,66,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-5.7,,,,,,30.0,-15.8,0.1,6,,,,
19.01.2020 14:00,-6.0,706.8,760.7,-1.1,65,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-5.7,,,2500 or more  or no clouds.,,,30.0,-11.5,0.1,12,,,,
19.01.2020 11:00,-10.2,707.9,762.2,,82,Wind blowing from the north-west,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-7.1,,,,,,5.0,-12.7,0.1,6,,,,
19.01.2020 08:00,-11.8,708.6,763.0,0.1,62,Wind blowing from the east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,28.0,-17.6,No precipitation,12,,,,
19.01.2020 05:00,-13.8,708.5,762.9,,69,Wind blowing from the north-northwest,1,,4,, ,,,-20.2,-7.1,,,,,,16.0,-18.3,No precipitation,6,,,,
19.01.2020 02:00,-14.3,709.8,764.1,,70,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-7.1,,,2500 or more  or no clouds.,,,26.0,-18.6,No precipitation,12,,,,
18.01.2020 20:00,-12.6,711.5,767.0,-0.1,65,Wind blowing from the north-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-7.1,,,2500 or more  or no clouds.,,,17.0,-17.8,No precipitation,12,,,,
18.01.2020 17:00,-9.9,711.6,766.9,,52,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%, ,,,-20.3,-7.1,,,,,,23.0,-18.1,No precipitation,6,,,,
18.01.2020 14:00,-7.5,711.1,766.0,-1.5,49,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-7.4,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
18.01.2020 11:00,-10.6,712.6,767.8,,52,Wind blowing from the west,2,,5,90  or more  but not 100%, ,,,-20.3,-9.8,,,,,,27.0,-18.6,No precipitation,6,,,,
18.01.2020 08:00,-19.1,713.5,769.4,-0.2,77,Wind blowing from the west-northwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-9.8,,,2500 or more  or no clouds.,,,21.0,-22.1,No precipitation,12,,,,
18.01.2020 05:00,-20.1,713.7,769.6,,82,Wind blowing from the north-west,2,,5,, ,,,-20.3,-9.8,,,,,,23.0,-22.4,No precipitation,6,,,,
18.01.2020 02:00,-19.1,714.2,769.6,,75,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-9.8,,,2500 or more  or no clouds.,,,30.0,-22.4,No precipitation,12,,,,
17.01.2020 20:00,-14.6,715.3,770.9,-0.1,61,Wind blowing from the west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-9.8,,,,,,23.0,-20.6,No precipitation,12,,,,
17.01.2020 17:00,-13.3,715.4,771.1,,55,Wind blowing from the west,2,,11,no clouds, ,,,-17.3,-9.8,,,,,,20.0,-20.6,No precipitation,6,,,,
17.01.2020 14:00,-9.9,714.8,770.0,,47,Wind blowing from the west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-9.8,,,,,,30.0,-19.3,No precipitation,12,,,,
17.01.2020 11:00,-12.4,715.2,770.6,,54,Wind blowing from the west,4,,11,no clouds, ,,,-17.3,-9.9,,,,,,30.0,-19.8,No precipitation,6,,,,
17.01.2020 08:00,-15.9,715.6,771.4,0.1,65,Wind blowing from the west,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,,,,,,,28.0,-21.0,No precipitation,12,,,,
17.01.2020 05:00,-16.8,715.5,771.1,,70,Wind blowing from the west,5,,11,, ,,,-19.5,-9.9,,,,,,30.0,-21.1,No precipitation,6,,,,
17.01.2020 02:00,-16.7,715.4,770.7,,67,Wind blowing from the west,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-9.9,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
16.01.2020 20:00,-14.8,715.0,770.8,0.7,64,Wind blowing from the west,5,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-9.9,,,2500 or more  or no clouds.,,,29.0,-20.1,No precipitation,12,,,,
16.01.2020 17:00,-12.5,714.3,769.8,,60,Wind blowing from the west,6,,,20–30%., ,,,-19.5,-9.9,,,2500 or more  or no clouds.,,,26.0,-18.7,No precipitation,6,,,,
16.01.2020 14:00,-10.3,713.5,768.8,-0.6,51,Wind blowing from the west,6,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-9.9,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
16.01.2020 11:00,-11.7,714.1,769.4,,55,Wind blowing from the west,5,,8,no clouds, ,,,-19.5,-10.4,,,,,,30.0,-18.9,No precipitation,6,,,,
16.01.2020 08:00,-17.3,714.9,770.8,-0.3,72,Wind blowing from the west,4,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,25.0,-21.1,No precipitation,12,,,,
16.01.2020 05:00,-17.1,715.2,770.9,,70,Wind blowing from the west,3,,6,, ,,,-22.9,-10.4,,,,,,30.0,-21.3,No precipitation,6,,,,
16.01.2020 02:00,-17.6,715.4,770.8,,72,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-10.4,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
15.01.2020 20:00,-15.8,716.5,773.1,0.3,69,Wind blowing from the west-northwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-10.4,,,2500 or more  or no clouds.,,,21.0,-20.3,No precipitation,12,,,,
15.01.2020 17:00,-13.7,716.2,772.5,,61,Wind blowing from the west,2,,6,20–30%., ,,,-22.9,-10.4,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,6,,,,
15.01.2020 14:00,-10.7,715.7,771.5,,53,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-10.6,,,,,,30.0,-18.6,No precipitation,12,,,,
15.01.2020 11:00,-14.6,716.3,772.4,,67,Wind blowing from the west,3,,6,, ,,,-22.9,-11.7,,,,,,19.0,-19.5,No precipitation,6,,,,
15.01.2020 08:00,-22.3,716.9,773.7,0.1,81,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-11.7,,,,,,15.0,-24.7,No precipitation,12,,,,
15.01.2020 05:00,-21.4,716.8,773.2,,82,Wind blowing from the west-northwest,3,,4,, ,,,-21.9,-11.7,,,,,,17.0,-23.7,No precipitation,6,,,,
15.01.2020 02:00,-20.5,717.3,773.3,,81,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-11.7,,,2500 or more  or no clouds.,,,21.0,-22.9,No precipitation,12,,,,
14.01.2020 20:00,-17.1,717.1,773.5,,73,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-11.7,,,,,,14.0,-20.9,No precipitation,12,,,,
14.01.2020 17:00,-14.5,716.8,772.9,,61,Wind blowing from the west-northwest,3,,6,no clouds, ,,,-20.0,-11.7,,,,,,30.0,-20.4,No precipitation,6,,,,
14.01.2020 14:00,-11.9,715.9,771.6,-0.3,55,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-11.2,,,,,,30.0,-19.3,No precipitation,12,,,,
14.01.2020 11:00,-14.3,716.2,771.9,,67,Wind blowing from the west,3,,7,no clouds, ,,,-20.0,-10.7,,,,,,24.0,-19.1,No precipitation,6,,,,
14.01.2020 08:00,-18.7,716.2,772.3,0.9,80,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-10.7,,,,,,17.0,-21.3,No precipitation,12,,,,
14.01.2020 05:00,-18.5,715.3,771.1,,79,Wind blowing from the west,3,,8,, ,,,-18.7,-10.7,,,,,,25.0,-21.2,No precipitation,6,,,,
14.01.2020 02:00,-17.7,714.7,770.2,,78,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-10.7,,,2500 or more  or no clouds.,,,26.0,-20.6,No precipitation,12,,,,
13.01.2020 20:00,-14.9,713.3,768.9,1.0,71,Wind blowing from the west-northwest,5,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-10.7,,,2500 or more  or no clouds.,,,22.0,-19.1,No precipitation,12,,,,
13.01.2020 17:00,-13.3,712.3,767.8,,64,Wind blowing from the west-northwest,3,,8,60%., ,,,-17.8,-10.7,,,2500 or more  or no clouds.,,,24.0,-18.8,No precipitation,6,,,,
13.01.2020 14:00,-11.5,710.8,766.0,0.2,57,Wind blowing from the west-northwest,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-10.3,,,2500 or more  or no clouds.,,,28.0,-18.5,No precipitation,12,,,,
13.01.2020 11:00,-13.1,710.6,765.8,,66,Wind blowing from the west,4,,8,90  or more  but not 100%, ,,,-17.8,-10.3,,,,,,22.0,-18.1,No precipitation,6,,,,
13.01.2020 08:00,-16.1,710.3,765.7,1.1,79,Wind blowing from the west,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,,,,2500 or more  or no clouds.,,,23.0,-19.0,No precipitation,12,,,,
13.01.2020 05:00,-17.1,709.2,764.5,,81,Wind blowing from the west,4,,7,, ,,,-18.2,-10.3,,,,,,21.0,-19.6,No precipitation,6,,,,
13.01.2020 02:00,-17.3,709.3,764.2,,81,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-10.3,,,2500 or more  or no clouds.,,,27.0,-19.8,No precipitation,12,,,,
12.01.2020 20:00,-15.7,709.0,764.5,-0.2,71,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-10.3,,,,,,22.0,-19.8,No precipitation,12,,,,
12.01.2020 17:00,-13.9,709.2,764.5,,59,Wind blowing from the west,2,,7,no clouds, ,,,-18.2,-10.3,,,,,,29.0,-20.2,No precipitation,6,,,,
12.01.2020 14:00,-10.4,709.1,763.9,-1.0,51,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-9.6,,,,,,30.0,-18.6,No precipitation,12,,,,
12.01.2020 11:00,-13.3,710.1,765.2,,66,Wind blowing from the west,4,,9,no clouds, ,,,-18.2,-9.1,,,,,,28.0,-18.3,No precipitation,6,,,,
12.01.2020 08:00,-17.2,711.2,766.6,0.2,82,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-9.1,,,,,,21.0,-19.5,No precipitation,12,,,,
12.01.2020 05:00,-17.2,711.0,766.2,,82,Wind blowing from the west,4,,11,, ,,,-17.2,-9.1,,,,,,26.0,-19.5,No precipitation,6,,,,
12.01.2020 02:00,-16.6,711.4,766.3,,80,Wind blowing from the west,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-9.1,,,2500 or more  or no clouds.,,,21.0,-19.2,No precipitation,12,,,,
11.01.2020 20:00,-13.8,711.3,766.3,,68,Wind blowing from the west,6,,11,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-9.1,,,,,,25.0,-18.4,No precipitation,12,,,,
11.01.2020 17:00,-11.8,710.4,765.1,,70,Wind blowing from the west-northwest,6,,11,no clouds, ,,,-15.1,-8.9,,,,,,25.0,-16.3,No precipitation,6,,,,
11.01.2020 14:00,-9.6,709.9,764.4,-0.3,60,Wind blowing from the west,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-6.0,,,600-1000,,,30.0,-15.9,No precipitation,12,,,,
11.01.2020 11:00,-10.0,710.2,764.5,,67,Wind blowing from the west,5,,9,no clouds, ,,,-15.1,-5.9,,,,,,22.0,-15.1,No precipitation,6,,,,
11.01.2020 08:00,-14.1,710.3,765.0,0.8,83,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-5.9,,,,,,14.0,-16.4,No precipitation,12,,,,
11.01.2020 05:00,-14.0,709.5,763.9,,82,Wind blowing from the west,4,,8,, ,,,-15.0,-5.9,,,,,,24.0,-16.5,No precipitation,6,,,,
11.01.2020 02:00,-14.4,710.1,764.2,,76,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.9,,,2500 or more  or no clouds.,,,26.0,-17.7,0.1,12,,,,
10.01.2020 20:00,-11.2,710.8,765.5,-0.2,67,Wind blowing from the west-northwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-5.9,,,2500 or more  or no clouds.,,,21.0,-16.1,0.1,12,,,,
10.01.2020 17:00,-8.9,711.0,765.4,,56,Wind blowing from the west-northwest,4,,7,40%., ,,,-13.9,-5.9,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,6,,,,
10.01.2020 14:00,-6.1,711.1,765.1,-1.5,49,Wind blowing from the west,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-5.9,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
10.01.2020 11:00,-9.0,712.6,766.9,,60,Wind blowing from the west,3,,9,no clouds, ,,,-13.9,-7.1,,,,,,28.0,-15.5,No precipitation,6,,,,
10.01.2020 08:00,-13.5,713.5,768.4,0.4,80,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-7.1,,,,,,15.0,-16.2,No precipitation,12,,,,
10.01.2020 05:00,-13.6,713.1,767.8,,80,Wind blowing from the west,4,,9,, ,,,-13.6,-7.1,,,,,,22.0,-16.3,No precipitation,6,,,,
10.01.2020 02:00,-12.2,713.7,768.0,,77,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-7.1,,,2500 or more  or no clouds.,,,26.0,-15.4,0.1,12,,,,
09.01.2020 20:00,-10.4,713.8,768.4,0.5,72,Wind blowing from the west,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-7.1,,,2500 or more  or no clouds.,,,23.0,-14.5,0.1,12,,,,
09.01.2020 17:00,-9.6,713.3,767.8,,71,Wind blowing from the west,3,,8,50%., ,,,-11.8,-7.1,,,2500 or more  or no clouds.,,,27.0,-14.0,No precipitation,6,,,,
09.01.2020 14:00,-7.2,712.6,766.6,-0.3,62,Wind blowing from the west,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-4.4,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
09.01.2020 11:00,-8.8,712.9,767.0,,69,Wind blowing from the west,4,,8,90  or more  but not 100%, ,,,-11.8,-3.9,,,,,,25.0,-13.5,No precipitation,6,,,,
