Local time in Shaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 08:00,5.7,741.8,770.6,1.7,100,Wind blowing from the north-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,5.5,7.2,,,300-600,,,3.5,5.7,22.0,12,,,,
24.01.2020 05:00,5.7,740.1,768.8,,100,Wind blowing from the south-southeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.5,7.2,,,,,,2.6,5.7,15.0,6,,,,
24.01.2020 02:00,5.9,740.2,768.9,,100,Wind blowing from the north-northwest,1,,5,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,7.2,,,2500 or more  or no clouds.,,,2.6,5.9,3.0,12,,,,
23.01.2020 20:00,6.4,739.0,767.8,1.8,100,Wind blowing from the north-northeast,3,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.2,,,300-600,,,1.8,6.4,1.0,12,,,,
23.01.2020 17:00,6.8,737.2,765.9,,100,Wind blowing from the east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.5,,,1500-2000,,,2.7,6.8,0.5,6,,,,
23.01.2020 14:00,6.8,737.5,766.2,-1.7,100,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,300-600,,,2.2,6.8,1.0,12,,,,
23.01.2020 11:00,6.4,739.2,767.8,,100,Wind blowing from the east-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.0,,,,300-600,,,1.3,6.4,0.2,6,,,,
23.01.2020 08:00,6.1,738.4,767.1,1.2,100,Wind blowing from the east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.0,8.3,,,300-600,,,0.8,6.1,3.0,12,,,,
23.01.2020 05:00,6.0,737.2,765.8,,100,Wind blowing from the east,2,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,6.0,8.3,,,,,,0.4,6.0,3.0,6,,,,
23.01.2020 02:00,6.1,738.3,766.9,,100,Wind blowing from the north-east,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,8.3,,,2500 or more  or no clouds.,,,1.3,6.1,3.0,12,,,,
22.01.2020 20:00,6.9,737.8,766.3,1.5,100,Wind blowing from the east-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,8.3,,,300-600,,,0.9,6.9,0.6,12,,,,
22.01.2020 17:00,7.5,736.3,764.7,,100,Wind blowing from the east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,8.8,,,300-600,,,1.3,7.5,0.2,6,,,,
22.01.2020 14:00,8.3,736.3,764.8,-1.7,100,Wind blowing from the east-northeast,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,1500-2000,,,3.0,8.3,0.9,12,,,,
22.01.2020 11:00,8.2,738.0,766.5,,100,Wind blowing from the east-northeast,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,1500-2000,,,2.6,8.2,0.9,6,,,,
22.01.2020 08:00,7.6,736.6,765.1,1.2,100,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,1500-2000,,,1.4,7.6,0.9,12,,,,
22.01.2020 05:00,7.9,735.4,763.8,,96,Wind blowing from the east-northeast,2,,5,,Mist. ,,,6.9,9.8,,,,,,3.1,7.3,No precipitation,6,,,,
22.01.2020 02:00,8.1,736.9,765.2,,97,Wind blowing from the east-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.8,,,2500 or more  or no clouds.,,,3.0,7.7,No precipitation,12,,,,
21.01.2020 20:00,7.8,736.9,765.4,0.6,100,Wind blowing from the north-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.8,,,1500-2000,,,2.4,7.8,No precipitation,12,,,,
21.01.2020 17:00,8.8,736.3,764.8,,86,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.9,,,1500-2000,,,3.3,6.6,No precipitation,6,,,,
21.01.2020 14:00,9.0,737.2,765.7,,81,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,10.6,,,1500-2000,,,3.9,5.9,No precipitation,6,,,,
21.01.2020 11:00,8.3,739.4,767.9,,83,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,,,,1500-2000,,,3.6,5.6,No precipitation,6,,,,
21.01.2020 08:00,7.0,738.8,767.3,0.8,86,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.7,,,1500-2000,,,3.4,4.8,No precipitation,12,,,,
21.01.2020 05:00,7.1,738.0,766.4,,83,Wind blowing from the east,1,,4,,Mist. ,,,6.3,10.7,,,,,,3.8,4.4,No precipitation,6,,,,
21.01.2020 02:00,7.6,739.5,767.9,,76,Wind blowing from the east-northeast,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.7,,,2500 or more  or no clouds.,,,4.2,3.6,No precipitation,12,,,,
20.01.2020 20:00,8.7,739.7,768.3,0.9,67,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.7,,,1500-2000,,,4.7,2.9,No precipitation,12,,,,
20.01.2020 17:00,9.9,738.8,767.3,,55,Wind blowing from the east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.0,,,1500-2000,,,5.0,1.3,No precipitation,6,,,,
20.01.2020 14:00,10.4,739.5,768.0,-2.3,53,Wind blowing from the east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,12.1,,,1500-2000,,,4.8,1.2,No precipitation,12,,,,
20.01.2020 11:00,8.6,741.8,770.5,,68,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,12.1,,,1500-2000,,,3.9,3.0,No precipitation,6,,,,
20.01.2020 08:00,6.3,740.9,769.6,1.3,81,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,3.5,3.3,No precipitation,12,,,,
20.01.2020 05:00,6.5,739.6,768.0,,74,Wind blowing from the north-northeast,1,,6,,Mist. ,,,1.6,12.1,,,,,,3.8,2.2,No precipitation,6,,,,
20.01.2020 02:00,6.6,740.8,769.3,,71,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,12.1,,,2500 or more  or no clouds.,,,4.1,1.7,No precipitation,12,,,,
19.01.2020 20:00,8.0,740.7,769.6,1.0,53,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,12.1,,,1500-2000,,,5.0,-1.2,No precipitation,12,,,,
19.01.2020 17:00,11.0,739.7,768.4,,44,Wind blowing from the east,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,12.1,,,,,,6.0,-0.8,No precipitation,6,,,,
19.01.2020 14:00,11.3,740.9,769.6,-2.8,40,Wind blowing from the north,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,11.4,,,,,,5.0,-1.8,No precipitation,12,,,,
19.01.2020 11:00,8.0,743.7,772.6,,60,Wind blowing from the west-southwest,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,8.0,,,,,,4.4,0.7,No precipitation,6,,,,
19.01.2020 08:00,2.0,742.8,772.0,1.1,100,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,5.3,,,1500-2000,,,2.7,2.0,No precipitation,12,,,,
19.01.2020 05:00,3.4,741.7,770.8,,95,Wind blowing from the west,1,,3,,Mist. ,,,3.0,5.3,,,,,,3.1,2.7,No precipitation,6,,,,
19.01.2020 02:00,3.9,742.3,771.4,,91,Wind blowing from the south-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,5.3,,,2500 or more  or no clouds.,,,2.9,2.6,No precipitation,12,,,,
18.01.2020 20:00,4.2,741.1,770.1,1.6,84,Wind blowing from the north-east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,5.3,,,1500-2000,,,3.6,1.7,No precipitation,12,,,,
18.01.2020 17:00,4.7,739.5,768.4,,80,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,5.4,,,,,,4.7,1.5,No precipitation,6,,,,
18.01.2020 14:00,5.1,739.8,768.7,-1.9,76,Wind blowing from the north-northeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,5.9,,,1500-2000,,,4.5,1.2,No precipitation,12,,,,
18.01.2020 11:00,4.2,741.7,770.8,,77,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,5.9,,,1500-2000,,,5.0,0.4,No precipitation,6,,,,
18.01.2020 08:00,3.1,740.8,769.9,0.7,79,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,5.9,,,1500-2000,,,5.0,-0.2,No precipitation,12,,,,
18.01.2020 05:00,3.0,740.1,769.0,,82,Wind blowing from the east,1,,4,,Mist. ,,,1.6,5.9,,,,,,4.9,0.2,No precipitation,6,,,,
18.01.2020 02:00,3.3,741.7,770.8,,82,Wind blowing from the south-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,5.9,,,2500 or more  or no clouds.,,,5.0,0.5,No precipitation,12,,,,
17.01.2020 20:00,4.2,742.2,771.4,0.8,72,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,5.9,,,1500-2000,,,6.0,-0.4,No precipitation,12,,,,
17.01.2020 17:00,5.4,741.4,770.5,,71,Wind blowing from the east-southeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,5.9,,,1500-2000,,,4.1,0.6,No precipitation,6,,,,
17.01.2020 14:00,5.5,742.0,771.1,,69,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,5.6,,,1500-2000,,,4.1,0.3,No precipitation,12,,,,
17.01.2020 11:00,3.4,744.3,773.5,,82,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,4.2,,,1500-2000,,,3.4,0.5,No precipitation,6,,,,
17.01.2020 08:00,1.8,743.9,773.2,0.5,99,Wind blowing from the south-southeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,4.2,,,1500-2000,,,2.6,1.7,No precipitation,12,,,,
17.01.2020 05:00,1.6,743.4,772.6,,98,Wind blowing from the east,1,,4,,Mist. ,,,1.6,4.2,,,,,,2.9,1.3,No precipitation,6,,,,
17.01.2020 02:00,1.6,744.1,773.5,,100,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,4.2,,,2500 or more  or no clouds.,,,2.6,1.6,No precipitation,12,,,,
16.01.2020 20:00,2.7,743.1,772.3,1.0,100,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.2,,,1500-2000,,,2.9,2.7,0.7,12,,,,
16.01.2020 17:00,3.9,742.1,771.3,,80,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.5,,,1500-2000,,,4.2,0.8,No precipitation,6,,,,
16.01.2020 14:00,3.2,742.2,771.4,-1.6,93,Wind blowing from the east,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.7,,,1500-2000,,,4.9,2.2,6.0,12,,,,
16.01.2020 11:00,2.6,743.8,773.1,,100,Wind blowing from the north-east,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,1500-2000,,,6.0,2.6,3.0,6,,,,
16.01.2020 08:00,1.9,742.6,771.7,1.4,100,Wind blowing from the north-east,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.9,,,300-600,,,4.4,1.9,6.0,12,,,,
16.01.2020 05:00,2.2,741.2,770.3,,100,Wind blowing from the north-east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.2,4.9,,,,,,3.0,2.2,3.0,6,,,,
16.01.2020 02:00,2.6,740.9,769.9,,100,Wind blowing from the north-east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,4.9,,,2500 or more  or no clouds.,,,6.0,2.6,3.0,12,,,,
15.01.2020 20:00,3.7,739.0,767.9,2.1,100,Wind blowing from the east-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,4.9,,,300-600,,,2.8,3.7,2.0,12,,,,
15.01.2020 17:00,4.5,736.9,765.7,,100,Wind blowing from the east-northeast,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,4.9,,,300-600,,,2.9,4.5,0.7,6,,,,
15.01.2020 14:00,4.7,737.0,765.8,-2.0,100,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,5.7,,,300-600,,,1.9,4.7,0.9,12,,,,
15.01.2020 11:00,4.7,739.0,767.9,,100,Wind blowing from the north-east,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,300-600,,,1.8,4.7,0.5,6,,,,
15.01.2020 08:00,4.3,738.3,767.2,0.7,100,Wind blowing from the north-east,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,300-600,,,1.7,4.3,3.0,12,,,,
15.01.2020 05:00,4.1,737.6,766.5,,100,Wind blowing from the north-east,2,,5,,Mist. ,,,3.8,,,,,,,1.6,4.1,3.0,6,,,,
15.01.2020 02:00,4.2,738.7,767.5,,100,Wind blowing from the east-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,6.0,,,2500 or more  or no clouds.,,,0.8,4.2,4.0,12,,,,
14.01.2020 20:00,4.2,739.9,768.8,0.2,100,Wind blowing from the east-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,6.0,,,300-600,,,1.1,4.2,2.0,12,,,,
14.01.2020 17:00,4.6,739.7,768.7,,100,Wind blowing from the east-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,6.4,,,300-600,,,2.7,4.6,0.3,6,,,,
14.01.2020 14:00,5.8,739.9,768.8,-2.3,79,Wind blowing from the north-northeast,4,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.3,,,1500-2000,,,4.5,2.4,2.0,12,,,,
14.01.2020 11:00,5.4,742.2,771.1,,100,Wind blowing from the east-northeast,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.6,,,1500-2000,,,3.4,5.4,2.0,6,,,,
14.01.2020 08:00,4.2,742.2,771.1,1.4,100,Wind blowing from the west,0,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,2.1,7.6,,,300-600,,,1.8,4.2,4.0,12,,,,
14.01.2020 05:00,3.9,740.8,769.7,,100,Wind blowing from the east-northeast,2,,6,,Rain (not freezing) not falling as shower(s). ,,,2.1,7.6,,,,,,1.8,3.9,1.0,6,,,,
14.01.2020 02:00,4.1,741.1,769.9,,100,Wind blowing from the south,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,7.6,,,2500 or more  or no clouds.,,,1.2,4.1,2.0,12,,,,
13.01.2020 20:00,5.3,739.3,768.2,1.7,86,Wind blowing from the north-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,7.6,,,300-600,,,3.5,3.2,Trace of precipitation,12,,,,
13.01.2020 17:00,6.4,737.6,766.4,,72,Wind blowing from the east,4,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,8.3,,,1500-2000,,,5.0,1.7,No precipitation,6,,,,
13.01.2020 14:00,7.2,737.4,766.1,-2.1,66,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,10.1,,,2500 or more  or no clouds.,,,6.0,1.3,No precipitation,12,,,,
13.01.2020 11:00,6.4,739.5,768.4,,70,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,10.1,,,,,,7.0,1.3,No precipitation,6,,,,
13.01.2020 08:00,2.1,738.7,767.6,0.4,100,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,10.1,,,2500 or more  or no clouds.,,,2.8,2.1,No precipitation,12,,,,
13.01.2020 05:00,3.7,738.3,767.0,,92,Wind blowing from the north,2,,7,,Mist. ,,,0.8,10.1,,,,,,4.4,2.5,No precipitation,6,,,,
13.01.2020 02:00,3.2,738.1,766.9,,97,Wind blowing from the north-east,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,10.1,,,2500 or more  or no clouds.,,,4.1,2.8,No precipitation,12,,,,
12.01.2020 20:00,5.7,738.1,767.0,1.0,78,Wind blowing from the east,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,10.1,,,2500 or more  or no clouds.,,,6.0,2.2,No precipitation,12,,,,
12.01.2020 17:00,8.4,737.1,765.9,,63,Wind blowing from the east,2,,,50%., ,,,,,,,1500-2000,,,7.0,1.8,,,,,,
12.01.2020 14:00,8.5,737.8,766.6,-3.7,57,Wind blowing from the east-northeast,2,,5,50%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.1,,,1500-2000,,,7.0,0.5,0.1,12,,,,
12.01.2020 11:00,3.6,741.5,770.6,,100,Wind blowing from the south-west,2,,3,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,,,,1500-2000,,,2.6,3.6,0.1,6,,,,
12.01.2020 08:00,1.1,741.7,770.8,0.6,100,Wind blowing from the east-southeast,0,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.1,,,2500 or more  or no clouds.,,,0.1,1.1,0.1,12,,,,
12.01.2020 05:00,0.8,741.1,770.0,,100,Wind blowing from the east-northeast,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,0.6,9.1,,,,,,0.1,0.8,No precipitation,6,,,,
12.01.2020 02:00,1.7,741.6,770.6,,100,Wind blowing from the north-east,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,9.1,,,2500 or more  or no clouds.,,,0.3,1.7,No precipitation,12,,,,
11.01.2020 20:00,4.2,741.1,770.2,,92,Wind blowing from the east,2,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,9.1,,,1500-2000,,,6.0,3.0,0.1,12,,,,
11.01.2020 17:00,7.9,740.1,769.0,,65,Wind blowing from the east-northeast,1,,,50%., ,,,,,,,1500-2000,,,9.0,1.7,,,,,,
11.01.2020 14:00,6.2,740.2,769.2,-2.1,80,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,6.3,,,2500 or more  or no clouds.,,,9.0,3.0,11.0,12,,,,
11.01.2020 11:00,4.2,742.3,771.4,,100,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,2.4,4.2,,,,,,8.0,4.2,3.0,6,,,,
11.01.2020 08:00,2.8,741.4,770.5,1.0,100,Wind blowing from the north-west,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,,,,2500 or more  or no clouds.,,,4.0,2.8,13.0,12,,,,
11.01.2020 05:00,2.6,740.4,769.5,,100,Wind blowing from the west-northwest,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.4,3.8,,,,,,3.3,2.6,10.0,6,,,,
11.01.2020 02:00,2.5,739.4,768.4,,100,Wind blowing from the east,2,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,3.8,,,2500 or more  or no clouds.,,,2.0,2.5,4.0,12,,,,
10.01.2020 20:00,2.7,739.3,768.4,1.4,100,Wind blowing from the north-east,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,4.2,,,1500-2000,,,4.1,2.7,1.0,12,,,,
10.01.2020 17:00,3.4,737.9,766.9,,100,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,300-600,,,2.0,3.4,0.3,6,,,,
10.01.2020 14:00,3.4,737.8,766.8,-2.0,100,Wind blowing from the north-northwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,300-600,,,2.7,3.4,0.7,12,,,,
10.01.2020 11:00,3.4,739.8,768.8,,100,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,300-600,,,3.6,3.4,0.4,6,,,,
10.01.2020 08:00,2.9,738.5,767.5,0.7,100,Wind blowing from the east-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.7,,,2500 or more  or no clouds.,,,0.8,2.9,1.0,12,,,,
10.01.2020 05:00,2.9,737.8,766.6,,100,Wind blowing from the east,2,,,,Mist. ,,,2.9,5.7,,,,,,1.4,2.9,0.2,6,,,,
10.01.2020 02:00,3.2,738.2,767.1,,100,Wind blowing from the east-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,6.9,,,2500 or more  or no clouds.,,,3.2,3.2,0.5,12,,,,
09.01.2020 20:00,4.2,738.5,767.4,0.9,100,Wind blowing from the north-east,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,1500-2000,,,2.1,4.2,Trace of precipitation,12,,,,
