Local time in Lenghu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 05:00,-17.7,546.9,776.9,,46,Calm  no wind,0,,,, ,,,,,,,,,,19.0,-26.5,,,,,,
24.01.2020 02:00,-16.7,546.6,777.2,0.3,44,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-2.0,,,2500 or more  or no clouds.,,,30.0,-26.1,No precipitation,12,,,,
23.01.2020 23:00,-13.0,546.3,778.9,,36,Wind blowing from the north,2,,,, ,,,,,,,,,,30.0,-25.0,,,,,,
23.01.2020 20:00,-7.9,545.5,777.8,0.8,27,Wind blowing from the west-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-2.0,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
23.01.2020 17:00,-2.7,544.7,773.8,,16,Wind blowing from the north-northwest,2,,6,, ,,,-19.3,-1.7,,,,,,30.0,-25.1,No precipitation,6,,,,
23.01.2020 14:00,-5.2,544.9,774.7,-0.3,20,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-1.3,,,2500 or more  or no clouds.,,,30.0,-24.7,No precipitation,12,,,,
23.01.2020 11:00,-13.1,545.2,777.5,,34,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,17.0,-25.7,,,,,,
23.01.2020 08:00,-18.3,544.2,776.5,0.6,49,Wind blowing from the north-northwest,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-1.3,,,2500 or more  or no clouds.,,,25.0,-26.4,No precipitation,12,,,,
23.01.2020 05:00,-17.8,543.6,771.7,,48,Wind blowing from the west-southwest,1,,5,, ,,,-21.0,-1.3,,,,,,16.0,-26.2,No precipitation,6,,,,
23.01.2020 02:00,-16.7,543.8,772.5,,54,Wind blowing from the west-southwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-1.3,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
22.01.2020 23:00,-13.3,543.7,776.2,,34,Wind blowing from the west,1,,,, ,,,,,,,,,,28.0,-25.9,,,,,,
22.01.2020 20:00,-9.1,543.4,776.0,0.7,25,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-1.3,,,2500 or more  or no clouds.,,,30.0,-25.5,No precipitation,12,,,,
22.01.2020 17:00,-1.7,542.7,770.2,,16,Wind blowing from the north,3,,4,, ,,,-21.0,-1.3,,,,,,30.0,-24.3,No precipitation,6,,,,
22.01.2020 14:00,-3.9,543.4,772.6,,21,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-3.3,,,2500 or more  or no clouds.,,,30.0,-23.0,No precipitation,12,,,,
22.01.2020 11:00,-14.8,543.9,777.3,,47,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,26.0,-23.6,,,,,,
22.01.2020 08:00,-19.4,542.8,774.9,0.0,62,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-3.3,,,2500 or more  or no clouds.,,,23.0,-24.8,No precipitation,12,,,,
22.01.2020 05:00,-17.4,542.8,771.3,,57,Wind blowing from the south,1,,5,, ,,,-20.5,-3.3,,,,,,30.0,-23.9,No precipitation,6,,,,
22.01.2020 02:00,-18.0,543.3,773.3,,58,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-3.3,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
21.01.2020 23:00,-14.7,543.7,777.8,,51,Wind blowing from the south-east,1,,,, ,,,,,,,,,,30.0,-22.6,,,,,,
21.01.2020 20:00,-8.6,543.0,775.4,0.6,36,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-3.3,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
21.01.2020 17:00,-3.5,542.4,771.7,,30,Wind blowing from the south,2,,6,, ,,,-20.5,-3.5,,,,,,30.0,-18.6,No precipitation,6,,,,
21.01.2020 14:00,-5.4,543.3,772.7,,31,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-3.5,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
21.01.2020 11:00,-16.4,543.6,777.7,,49,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,11.0,-24.6,,,,,,
21.01.2020 08:00,-20.0,542.5,775.5,0.4,58,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-3.5,,,2500 or more  or no clouds.,,,12.0,-26.1,No precipitation,12,,,,
21.01.2020 05:00,-19.2,542.1,771.1,,63,Wind blowing from the north-east,1,,,, ,,,-20.7,-3.5,,,,,,8.0,-24.6,No precipitation,6,,,,
21.01.2020 02:00,-17.1,542.6,772.3,-0.1,63,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-3.5,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
20.01.2020 23:00,-15.0,542.7,776.2,,47,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,30.0,-23.8,,,,,,
20.01.2020 20:00,-9.9,542.4,775.6,,34,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-3.5,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
20.01.2020 17:00,-3.6,542.2,771.6,,26,Wind blowing from the south-southeast,1,,4,, ,,,-20.7,-3.6,,,,,,30.0,-20.3,No precipitation,6,,,,
20.01.2020 14:00,-6.5,543.5,773.5,-0.8,29,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-4.1,,,2500 or more  or no clouds.,,,25.0,-21.6,No precipitation,12,,,,
20.01.2020 11:00,-15.9,544.3,778.6,,43,Wind blowing from the north-west,1,,,, ,,,,,,,,,,15.0,-25.6,,,,,,
20.01.2020 08:00,-20.5,543.8,777.7,-0.1,58,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-4.1,,,2500 or more  or no clouds.,,,17.0,-26.6,No precipitation,12,,,,
20.01.2020 05:00,-19.6,543.9,774.5,,58,Wind blowing from the south-southeast,1,,5,, ,,,-21.3,-4.1,,,,,,19.0,-25.8,No precipitation,6,,,,
20.01.2020 02:00,-17.0,544.2,774.9,-0.3,59,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-4.1,,,2500 or more  or no clouds.,,,30.0,-23.1,No precipitation,12,,,,
19.01.2020 23:00,-15.1,544.5,779.3,,40,Calm  no wind,0,,,, ,,,-21.3,-4.1,,,,,,30.0,-25.7,No precipitation,6,,,,
19.01.2020 20:00,-10.3,544.5,778.9,0.4,32,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-4.1,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
19.01.2020 17:00,-4.7,544.1,775.3,,22,Wind blowing from the north-northwest,1,,4,, ,,,-21.3,-4.6,,,,,,30.0,-23.2,No precipitation,6,,,,
19.01.2020 14:00,-7.3,545.0,777.1,-1.2,27,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-5.1,,,2500 or more  or no clouds.,,,27.0,-23.1,No precipitation,12,,,,
19.01.2020 11:00,-16.8,546.2,782.0,,46,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,8.0,-25.7,,,,,,
19.01.2020 08:00,-20.7,545.8,781.3,-0.2,60,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-5.1,,,2500 or more  or no clouds.,,,17.0,-26.4,No precipitation,12,,,,
19.01.2020 05:00,-20.5,546.0,778.5,,65,Calm  no wind,0,,,, ,,,-21.3,-5.1,,,,,,20.0,-25.4,No precipitation,6,,,,
19.01.2020 02:00,-18.9,546.5,778.7,-0.4,65,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-5.1,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
18.01.2020 23:00,-15.5,546.9,781.5,,49,Wind blowing from the west-northwest,1,,7,, ,,,-16.3,-5.1,,,,,,30.0,-23.8,No precipitation,6,,,,
18.01.2020 20:00,-11.4,546.9,780.1,0.3,48,Wind blowing from the west,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-5.1,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
18.01.2020 17:00,-5.7,546.6,776.2,,29,Wind blowing from the west,3,,7,, ,,,-16.3,-0.4,,,,,,30.0,-20.9,No precipitation,6,,,,
18.01.2020 14:00,-6.3,547.5,777.1,-0.7,31,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-0.1,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
18.01.2020 11:00,-13.9,548.2,781.9,,61,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-19.8,,,,,,
18.01.2020 08:00,-15.3,547.1,779.4,0.9,60,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
18.01.2020 05:00,-14.2,546.2,772.9,,60,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,30.0,-20.3,,,,,,
18.01.2020 02:00,-12.8,546.0,772.8,0.6,54,Wind blowing from the west-northwest,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-0.1,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
17.01.2020 23:00,-12.6,545.4,777.2,,57,Wind blowing from the west,7,,,, ,,,,,,,,,,20.0,-19.4,,,,,,
17.01.2020 20:00,-9.6,543.9,775.6,0.7,47,Wind blowing from the west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-0.1,,,2500 or more  or no clouds.,,,29.0,-18.8,No precipitation,12,,,,
17.01.2020 17:00,-0.4,543.2,769.1,,27,Wind blowing from the west,2,,4,, ,,,-18.0,-0.1,,,,,,30.0,-17.1,No precipitation,6,,,,
17.01.2020 14:00,-2.2,543.9,770.4,-0.7,28,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-0.6,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
17.01.2020 11:00,-12.9,544.6,776.0,,48,Wind blowing from the north,1,,,, ,,,,,,,,,,19.0,-21.6,,,,,,
17.01.2020 08:00,-16.6,543.9,774.8,-0.1,58,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-0.6,,,2500 or more  or no clouds.,,,23.0,-22.9,No precipitation,12,,,,
17.01.2020 05:00,-15.0,544.0,770.5,,58,Wind blowing from the west-northwest,1,,5,, ,,,-18.6,-0.6,,,,,,17.0,-21.4,No precipitation,6,,,,
17.01.2020 02:00,-13.9,544.6,771.7,-0.5,60,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-0.6,,,2500 or more  or no clouds.,,,17.0,-20.0,No precipitation,12,,,,
16.01.2020 23:00,-12.3,545.1,777.3,,51,Wind blowing from the west,1,,,, ,,,,,,,,,,22.0,-20.4,,,,,,
16.01.2020 20:00,-8.1,545.1,777.2,0.3,40,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-0.6,,,2500 or more  or no clouds.,,,25.0,-19.3,No precipitation,12,,,,
16.01.2020 17:00,-1.0,544.8,773.0,,28,Wind blowing from the north-northwest,1,,4,, ,,,-18.6,-0.5,,,,,,30.0,-17.2,No precipitation,6,,,,
16.01.2020 14:00,-2.7,545.2,771.9,-1.1,26,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-0.5,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
16.01.2020 11:00,-13.9,546.3,778.0,,52,Wind blowing from the east-southeast,0,,,, ,,,,,,,,,,22.0,-21.6,,,,,,
16.01.2020 08:00,-18.1,546.0,777.7,0.3,69,Wind blowing from the north-northwest,1,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-0.5,,,2500 or more  or no clouds.,,,17.0,-22.4,No precipitation,12,,,,
16.01.2020 05:00,-17.9,545.7,774.1,,58,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,-24.2,,,,,,
16.01.2020 02:00,-12.6,545.4,772.0,0.3,50,Wind blowing from the east-southeast,3,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-0.5,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,12,,,,
15.01.2020 23:00,-10.7,545.1,773.2,,47,Wind blowing from the west,7,,,, ,,,,,,,,,,30.0,-19.8,,,,,,
15.01.2020 20:00,-6.7,544.3,770.7,1.5,37,Wind blowing from the north-west,9,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-0.5,,,2500 or more  or no clouds.,,,9.0,-19.0,No precipitation,12,,,,
15.01.2020 17:00,-0.5,542.8,764.0,,28,Wind blowing from the west,4,,,, ,,,,,,,,,,23.0,-16.8,,,,,,
15.01.2020 14:00,-2.6,542.7,764.5,-0.3,47,Wind blowing from the south-southwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.7,,,2500 or more  or no clouds.,,,29.0,-12.6,No precipitation,12,,,,
15.01.2020 11:00,-7.4,543.0,767.9,,55,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,15.0,-14.9,,,,,,
15.01.2020 08:00,-8.7,541.5,766.9,1.1,56,Wind blowing from the west,3,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,1.7,,,2500 or more  or no clouds.,,,27.0,-15.9,No precipitation,12,,,,
15.01.2020 05:00,-5.5,540.4,760.7,,48,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,30.0,-15.0,,,,,,
15.01.2020 02:00,-4.8,540.0,760.5,1.0,47,Wind blowing from the west-northwest,6,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.7,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
14.01.2020 23:00,-6.0,539.0,762.8,,44,Wind blowing from the west,10,,16,,Haze. ,,,-15.5,1.7,,,,,,7.0,-16.3,No precipitation,6,,,,
14.01.2020 20:00,-7.1,538.2,764.6,1.7,47,Wind blowing from the west,8,,14,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.7,,,2500 or more  or no clouds.,,,3.1,-16.5,No precipitation,12,,,,
14.01.2020 17:00,-0.6,536.5,759.6,,28,Wind blowing from the north-west,5,,9,, ,,,-15.5,1.7,,,,,,16.0,-16.9,No precipitation,6,,,,
14.01.2020 14:00,-2.2,536.8,759.6,-1.0,30,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,0.5,,,2500 or more  or no clouds.,,,24.0,-17.4,No precipitation,12,,,,
14.01.2020 11:00,-8.8,537.8,762.9,,47,Wind blowing from the north,1,,4,, ,,,-15.5,0.5,,,,,,30.0,-18.3,No precipitation,6,,,,
14.01.2020 08:00,-13.5,537.8,763.8,-1.1,58,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,0.5,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
14.01.2020 05:00,-14.7,538.9,763.0,,52,Wind blowing from the south-southwest,1,,6,, ,,,-14.8,0.5,,,,,,30.0,-22.4,No precipitation,6,,,,
14.01.2020 02:00,-12.2,540.1,764.6,-0.9,47,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,0.5,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
13.01.2020 23:00,-9.5,541.0,768.5,,34,Wind blowing from the west-southwest,1,,6,, ,,,-15.3,0.5,,,,,,30.0,-22.5,No precipitation,6,,,,
13.01.2020 20:00,-6.7,541.0,768.9,-0.1,30,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,0.5,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
13.01.2020 17:00,-0.8,541.1,766.3,,15,Wind blowing from the east-southeast,0,,5,, ,,,-15.3,-0.2,,,,,,30.0,-24.2,No precipitation,6,,,,
13.01.2020 14:00,-3.0,541.8,766.9,-1.2,20,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-3.0,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
13.01.2020 11:00,-11.0,543.0,771.4,,39,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,30.0,-22.2,,,,,,
13.01.2020 08:00,-14.6,541.9,771.4,0.1,47,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-3.0,,,2500 or more  or no clouds.,,,25.0,-23.4,No precipitation,12,,,,
13.01.2020 05:00,-14.9,541.8,768.5,,44,Wind blowing from the north-west,2,,4,, ,,,-20.5,-3.0,,,,,,29.0,-24.4,No precipitation,6,,,,
13.01.2020 02:00,-12.0,542.2,769.1,-0.8,40,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-3.0,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
12.01.2020 23:00,-9.7,543.0,774.4,,35,Wind blowing from the north-northwest,2,,4,, ,,,-20.5,-3.0,,,,,,30.0,-22.3,No precipitation,6,,,,
12.01.2020 20:00,-9.2,543.0,775.9,0.0,33,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-3.0,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
12.01.2020 17:00,-3.2,543.0,772.6,,18,Wind blowing from the north-northeast,1,,3,, ,,,-20.5,-3.0,,,,,,30.0,-24.2,No precipitation,6,,,,
12.01.2020 14:00,-6.3,543.8,773.8,-1.2,31,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-4.3,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
12.01.2020 11:00,-16.8,545.0,779.4,,64,Wind blowing from the west,1,,,, ,,,,,,,,,,28.0,-22.0,,,,,,
12.01.2020 08:00,-20.3,544.5,777.8,0.0,77,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-4.3,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
12.01.2020 05:00,-19.6,544.5,775.3,,67,Wind blowing from the north-northeast,1,,6,, ,,,-20.4,-4.3,,,,,,30.0,-24.2,No precipitation,6,,,,
12.01.2020 02:00,-16.7,544.5,774.7,0.0,55,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-4.3,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
11.01.2020 23:00,-13.9,544.5,778.3,,50,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,30.0,-22.1,,,,,,
11.01.2020 20:00,-8.8,544.2,775.7,0.3,34,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-4.3,,,2500 or more  or no clouds.,,,28.0,-21.8,No precipitation,12,,,,
11.01.2020 17:00,-4.5,543.9,773.1,,25,Wind blowing from the south,2,,7,, ,,,-19.2,-4.2,,,,,,30.0,-21.6,No precipitation,6,,,,
11.01.2020 14:00,-6.2,544.5,773.6,-0.9,32,Wind blowing from the south-southeast,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-4.2,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
11.01.2020 11:00,-16.0,545.4,779.2,,58,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,30.0,-22.4,,,,,,
11.01.2020 08:00,-17.0,544.6,776.2,0.2,64,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-4.2,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
11.01.2020 05:00,-16.8,544.4,773.8,,63,Wind blowing from the west-northwest,0,,8,, ,,,-16.9,-4.2,,,,,,30.0,-22.2,No precipitation,6,,,,
11.01.2020 02:00,-14.7,544.7,773.8,-0.6,65,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-4.2,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
10.01.2020 23:00,-13.3,545.3,775.7,,52,Wind blowing from the north-east,1,,8,, ,,,-13.3,-4.2,,,,,,30.0,-21.1,No precipitation,6,,,,
10.01.2020 20:00,-8.6,545.4,774.7,0.5,49,Wind blowing from the south,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-4.2,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
10.01.2020 17:00,-4.6,544.9,771.4,,22,Wind blowing from the south,4,,12,, ,,,-12.4,-4.2,,,,,,30.0,-23.1,No precipitation,6,,,,
10.01.2020 14:00,-5.8,545.5,772.6,0.0,30,Wind blowing from the south-southwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.5,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
10.01.2020 11:00,-9.4,545.5,774.4,,43,Wind blowing from the east,1,,,, ,,,,,,,,,,30.0,-19.9,,,,,,
10.01.2020 08:00,-11.8,544.1,773.7,0.8,50,Wind blowing from the west,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
10.01.2020 05:00,-10.7,543.3,769.1,,50,Wind blowing from the west,7,,,, ,,,,,,,,,,30.0,-19.3,,,,,,
