Local time in Karamay,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.01.2020 08:00,-12.9,728.2,772.4,0.0,87,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.5,,,2500 or more  or no clouds.,,,4.3,-14.7,No precipitation,12,,,,
21.01.2020 05:00,-12.2,728.2,772.3,,85,Wind blowing from the south-west,1,,,,Mist. ,,,,-11.5,,,,,,3.0,-14.3,No precipitation,6,,,,
21.01.2020 02:00,-11.8,728.5,772.6,-0.2,81,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.5,,,2500 or more  or no clouds.,,,4.0,-14.5,No precipitation,12,,,,
20.01.2020 23:00,-12.2,728.7,773.0,,81,Calm  no wind,0,,,,Mist. ,,,-16.0,-11.5,,,,,,5.0,-14.8,No precipitation,6,,,,
20.01.2020 20:00,-12.1,728.5,772.9,,79,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-11.5,,,2500 or more  or no clouds.,,,6.0,-15.1,No precipitation,12,,,,
20.01.2020 17:00,-11.7,727.7,772.0,,77,Wind blowing from the west-southwest,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-10.8,,,2500 or more  or no clouds.,,,6.0,-14.9,No precipitation,6,,,,
20.01.2020 14:00,-12.4,728.5,772.8,0.2,77,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-10.1,,,2500 or more  or no clouds.,,,7.0,-15.6,No precipitation,12,,,,
20.01.2020 11:00,-14.3,728.3,772.8,,82,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,-16.7,No precipitation,6,,,,
20.01.2020 08:00,-14.7,727.2,771.7,0.8,82,Wind blowing from the north-east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,7.0,-17.1,No precipitation,12,,,,
20.01.2020 05:00,-14.5,726.4,770.5,,81,Wind blowing from the west-southwest,1,,,,Mist. ,,,-16.2,-10.1,,,,,,5.0,-17.0,No precipitation,6,,,,
20.01.2020 02:00,-14.4,726.4,770.5,-0.5,84,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-10.1,,,2500 or more  or no clouds.,,,5.0,-16.6,No precipitation,12,,,,
19.01.2020 23:00,-13.9,726.9,771.3,,80,Calm  no wind,0,,,,Mist. ,,,-16.2,-10.1,,,,,,6.0,-16.6,No precipitation,6,,,,
19.01.2020 20:00,-14.1,727.5,772.1,-0.1,80,Wind blowing from the west,1,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-10.1,,,2500 or more  or no clouds.,,,5.0,-16.8,No precipitation,12,,,,
19.01.2020 17:00,-10.8,727.6,771.8,,69,Wind blowing from the south-west,2,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-10.1,,,2500 or more  or no clouds.,,,6.0,-15.5,No precipitation,6,,,,
19.01.2020 14:00,-11.0,729.3,773.5,-1.2,71,Wind blowing from the south-west,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-10.2,,,2500 or more  or no clouds.,,,6.0,-15.2,No precipitation,12,,,,
19.01.2020 11:00,-14.6,730.5,775.0,,84,Wind blowing from the north-northwest,1,,,40%., ,,,-16.2,-10.8,,,2500 or more  or no clouds.,,,14.0,-16.8,No precipitation,6,,,,
19.01.2020 08:00,-16.1,730.7,775.3,-1.2,83,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-10.8,,,2000-2500,,,11.0,-18.3,No precipitation,12,,,,
19.01.2020 05:00,-14.3,731.9,776.3,,85,Wind blowing from the north-west,2,,,,Mist. ,,,-15.9,-10.8,,,,,,3.3,-16.3,No precipitation,6,,,,
19.01.2020 02:00,-14.1,733.1,777.6,-1.4,84,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-10.8,,,2500 or more  or no clouds.,,,3.2,-16.2,No precipitation,12,,,,
18.01.2020 23:00,-12.4,734.5,779.1,,86,Wind blowing from the east-northeast,1,,,,Mist. ,,,-14.6,-10.8,,,,,,2.7,-14.3,No precipitation,6,,,,
18.01.2020 20:00,-11.5,735.1,779.6,0.4,87,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-10.8,,,2000-2500,,,3.7,-13.2,No precipitation,12,,,,
18.01.2020 17:00,-10.8,734.7,779.1,,87,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-10.3,,,2000-2500,,,3.5,-12.5,No precipitation,6,,,,
18.01.2020 14:00,-11.3,735.4,780.0,-0.9,87,Wind blowing from the south-west,1,,2,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-10.3,,,2000-2500,,,4.8,-13.0,No precipitation,12,,,,
18.01.2020 11:00,-12.3,736.3,781.0,,86,Wind blowing from the south-west,0,,,90  or more  but not 100%,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-10.3,,,2000-2500,,,1.2,-14.2,No precipitation,6,,,,
18.01.2020 08:00,-12.5,736.3,781.0,-0.9,86,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,,,,2000-2500,,,2.3,-14.4,No precipitation,12,,,,
18.01.2020 05:00,-12.3,737.2,781.7,,86,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-14.6,-5.7,,,,,,0.4,-14.2,No precipitation,6,,,,
18.01.2020 02:00,-12.7,738.2,782.9,-0.5,87,Wind blowing from the north-northeast,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.7,,,2500 or more  or no clouds.,,,0.3,-14.5,No precipitation,12,,,,
17.01.2020 23:00,-13.8,738.7,783.7,,86,Wind blowing from the east-northeast,1,,,,Mist. ,,,-14.4,-5.7,,,,,,3.9,-15.6,No precipitation,6,,,,
17.01.2020 20:00,-13.0,739.0,783.4,0.2,84,Wind blowing from the north-east,1,,7,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-5.7,,,2500 or more  or no clouds.,,,4.2,-15.1,No precipitation,12,,,,
17.01.2020 17:00,-10.4,738.8,783.4,,75,Wind blowing from the east,2,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-5.7,,,2500 or more  or no clouds.,,,5.0,-14.0,No precipitation,6,,,,
17.01.2020 14:00,-11.6,739.4,784.1,0.4,84,Wind blowing from the east-northeast,2,,9,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-5.7,,,2500 or more  or no clouds.,,,5.0,-13.8,No precipitation,12,,,,
17.01.2020 11:00,-13.2,739.0,783.7,,86,Wind blowing from the east-northeast,3,,,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-5.7,,,2000-2500,,,0.7,-15.0,No precipitation,6,,,,
17.01.2020 08:00,-6.0,737.0,781.0,0.5,47,Wind blowing from the west-northwest,2,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-5.7,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
17.01.2020 05:00,-11.9,736.5,780.9,,87,Wind blowing from the south-west,2,,,,Mist. ,,,-13.1,-9.9,,,,,,3.4,-13.6,No precipitation,6,,,,
17.01.2020 02:00,-11.3,736.2,780.6,0.5,85,Wind blowing from the west-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-9.9,,,2500 or more  or no clouds.,,,4.0,-13.3,No precipitation,12,,,,
16.01.2020 23:00,-10.7,735.7,780.2,,81,Calm  no wind,0,,,,Mist. ,,,-13.7,-9.9,,,,,,5.0,-13.3,No precipitation,6,,,,
16.01.2020 20:00,-11.4,734.8,779.2,1.0,83,Wind blowing from the north-east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-9.9,,,2000-2500,,,4.8,-13.7,0.3,12,,,,
16.01.2020 17:00,-10.0,733.8,778.1,,76,Wind blowing from the south-east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-9.9,,,2500 or more  or no clouds.,,,5.0,-13.4,No precipitation,6,,,,
16.01.2020 14:00,-10.7,734.5,778.9,-0.3,79,Wind blowing from the south-west,1,,2,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-10.6,,,2000-2500,,,5.0,-13.6,0.3,12,,,,
16.01.2020 11:00,-12.8,734.8,779.5,,87,Calm  no wind,0,,,60%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-10.7,,,2500 or more  or no clouds.,,,3.4,-14.6,0.3,6,,,,
16.01.2020 08:00,-11.8,734.5,779.0,0.4,83,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-10.7,,,2000-2500,,,2.4,-14.1,Trace of precipitation,12,,,,
16.01.2020 05:00,-12.8,734.1,778.6,,83,Calm  no wind,0,,,,Mist. ,,,-14.8,-10.7,,,,,,5.0,-15.1,No precipitation,6,,,,
16.01.2020 02:00,-12.3,734.2,778.6,-0.2,83,Wind blowing from the west-northwest,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-10.7,,,2500 or more  or no clouds.,,,5.0,-14.6,No precipitation,12,,,,
15.01.2020 23:00,-13.3,734.4,779.1,,78,Wind blowing from the north-northwest,1,,,,Mist. ,,,-15.2,-10.7,,,,,,6.0,-16.3,No precipitation,6,,,,
15.01.2020 20:00,-12.9,734.0,778.7,1.0,78,Wind blowing from the west,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-10.7,,,2500 or more  or no clouds.,,,5.0,-15.9,No precipitation,12,,,,
15.01.2020 17:00,-11.6,733.0,777.5,,73,Wind blowing from the west-southwest,2,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-10.7,,,2500 or more  or no clouds.,,,5.0,-15.5,No precipitation,6,,,,
15.01.2020 14:00,-11.4,733.1,777.7,-0.4,74,Wind blowing from the south-west,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-11.4,,,2500 or more  or no clouds.,,,5.0,-15.1,No precipitation,12,,,,
15.01.2020 11:00,-13.3,733.5,778.3,,79,Wind blowing from the north-east,0,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-12.5,,,2500 or more  or no clouds.,,,4.9,-16.2,No precipitation,6,,,,
15.01.2020 08:00,-13.8,732.9,777.7,0.1,77,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-12.5,,,2500 or more  or no clouds.,,,5.0,-17.0,No precipitation,12,,,,
15.01.2020 05:00,-14.5,732.8,777.4,,76,Wind blowing from the south-west,1,,,,Mist. ,,,-16.3,-12.5,,,,,,6.0,-17.8,No precipitation,6,,,,
15.01.2020 02:00,-14.9,732.8,777.6,-0.2,76,Wind blowing from the north-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-12.5,,,2500 or more  or no clouds.,,,6.0,-18.2,No precipitation,12,,,,
14.01.2020 23:00,-14.6,733.0,778.0,,76,Wind blowing from the east-northeast,1,,,,Mist. ,,,-16.6,-12.5,,,,,,6.0,-17.9,No precipitation,6,,,,
14.01.2020 20:00,-14.5,732.6,777.5,1.6,78,Wind blowing from the east-northeast,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-12.5,,,2500 or more  or no clouds.,,,6.0,-17.6,No precipitation,12,,,,
14.01.2020 17:00,-12.8,731.0,775.7,,71,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-12.5,,,2500 or more  or no clouds.,,,7.0,-17.0,No precipitation,6,,,,
14.01.2020 14:00,-13.8,730.4,775.2,0.4,75,Wind blowing from the south-west,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-13.1,,,2500 or more  or no clouds.,,,5.0,-17.3,No precipitation,12,,,,
14.01.2020 11:00,-15.2,730.0,774.9,,79,Wind blowing from the south-west,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-13.1,,,2500 or more  or no clouds.,,,6.0,-18.0,No precipitation,6,,,,
14.01.2020 08:00,-16.2,728.8,773.6,0.7,81,Wind blowing from the south-west,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,-18.8,No precipitation,12,,,,
14.01.2020 05:00,-15.8,728.1,772.7,,80,Calm  no wind,0,,,,Mist. ,,,-20.0,-13.1,,,,,,5.0,-18.5,No precipitation,6,,,,
14.01.2020 02:00,-16.5,727.8,772.6,-0.5,81,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-13.1,,,2500 or more  or no clouds.,,,5.0,-19.0,No precipitation,12,,,,
13.01.2020 23:00,-16.5,728.3,773.4,,80,Wind blowing from the south,1,,,,Mist. ,,,-20.0,-13.1,,,,,,4.8,-19.1,No precipitation,6,,,,
13.01.2020 20:00,-16.0,727.7,772.8,0.8,77,Wind blowing from the south-west,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-13.1,,,2000-2500,,,5.0,-19.1,No precipitation,12,,,,
13.01.2020 17:00,-14.4,726.9,771.8,,70,Wind blowing from the south-west,2,,,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-13.1,,,2000-2500,,,5.0,-18.8,No precipitation,6,,,,
13.01.2020 14:00,-16.3,727.6,772.6,-0.2,79,Wind blowing from the south-west,2,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-13.4,,,2500 or more  or no clouds.,,,4.5,-19.2,No precipitation,12,,,,
13.01.2020 11:00,-18.4,727.8,773.0,,82,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,,,,2500 or more  or no clouds.,,,4.1,-20.7,No precipitation,6,,,,
13.01.2020 08:00,-19.1,727.3,772.5,0.2,83,Wind blowing from the north-east,1,,2,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,,,,2500 or more  or no clouds.,,,3.2,-21.3,No precipitation,12,,,,
13.01.2020 05:00,-19.9,727.1,772.0,,79,Wind blowing from the north-west,1,,,,Mist. ,,,-20.8,-13.4,,,,,,7.0,-22.6,No precipitation,6,,,,
13.01.2020 02:00,-19.0,727.3,772.3,-0.8,81,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-13.4,,,2500 or more  or no clouds.,,,5.0,-21.4,No precipitation,12,,,,
12.01.2020 23:00,-18.3,728.1,773.2,,78,Wind blowing from the north-northwest,1,,,,Mist. ,,,-20.8,-13.4,,,,,,7.0,-21.2,No precipitation,6,,,,
12.01.2020 20:00,-17.8,728.4,773.8,0.1,81,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-13.4,,,2000-2500,,,3.9,-20.3,No precipitation,12,,,,
12.01.2020 17:00,-14.0,728.3,773.2,,70,Wind blowing from the south-west,1,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-13.4,,,2000-2500,,,7.0,-18.4,No precipitation,6,,,,
12.01.2020 14:00,-16.4,729.5,774.8,-0.8,75,Wind blowing from the west-southwest,2,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-15.0,,,2000-2500,,,6.0,-19.8,No precipitation,12,,,,
12.01.2020 11:00,-17.6,730.3,775.6,,79,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,-20.8,-15.0,,,2000-2500,,,8.0,-20.4,No precipitation,6,,,,
12.01.2020 08:00,-20.4,730.6,776.1,-1.0,78,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-15.0,,,2000-2500,,,5.0,-23.2,No precipitation,12,,,,
12.01.2020 05:00,-19.7,731.6,777.0,,79,Wind blowing from the west-northwest,1,,,,Mist. ,,,-22.3,-15.0,,,,,,5.0,-22.4,No precipitation,6,,,,
12.01.2020 02:00,-20.2,731.8,777.2,-1.0,80,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-15.0,,,2500 or more  or no clouds.,,,5.0,-22.8,No precipitation,12,,,,
11.01.2020 23:00,-18.4,732.8,778.6,,78,Wind blowing from the north,0,,,,Mist. ,,,-22.3,-15.0,,,,,,5.0,-21.3,No precipitation,6,,,,
11.01.2020 20:00,-17.9,733.0,778.8,0.0,76,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-15.0,,,2000-2500,,,5.0,-21.1,No precipitation,12,,,,
11.01.2020 17:00,-16.7,733.0,778.5,,75,Wind blowing from the south-west,2,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-15.0,,,2500 or more  or no clouds.,,,4.9,-20.1,No precipitation,6,,,,
11.01.2020 14:00,-15.4,733.6,779.2,-0.4,74,Wind blowing from the south-southwest,0,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-15.4,,,2000-2500,,,5.0,-19.0,No precipitation,12,,,,
11.01.2020 11:00,-20.9,734.0,780.1,,78,Wind blowing from the north-northwest,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,,,,2000-2500,,,6.0,-23.7,No precipitation,6,,,,
11.01.2020 08:00,-21.6,733.0,778.9,0.3,78,Wind blowing from the north,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-16.5,,,2500 or more  or no clouds.,,,6.0,-24.5,No precipitation,12,,,,
11.01.2020 05:00,-20.5,732.7,778.3,,81,Wind blowing from the north-northeast,1,,,,Mist. ,,,-21.8,-16.5,,,,,,6.0,-23.0,No precipitation,6,,,,
11.01.2020 02:00,-21.8,732.4,778.2,-0.1,77,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-16.5,,,2500 or more  or no clouds.,,,6.0,-24.7,No precipitation,12,,,,
10.01.2020 23:00,-20.8,732.5,778.4,,78,Wind blowing from the north-northwest,1,,,,Mist. ,,,-21.7,-16.5,,,,,,5.0,-23.6,No precipitation,6,,,,
10.01.2020 20:00,-19.3,732.0,777.8,1.1,80,Calm  no wind,0,,,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-16.5,,,2500 or more  or no clouds.,,,5.0,-21.9,No precipitation,12,,,,
10.01.2020 17:00,-16.6,730.9,776.5,,83,Wind blowing from the south,1,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-16.4,,,2500 or more  or no clouds.,,,5.0,-18.9,No precipitation,6,,,,
10.01.2020 14:00,-17.8,731.3,776.9,-0.4,81,Wind blowing from the west-southwest,1,,3,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-14.3,,,2500 or more  or no clouds.,,,6.0,-20.3,No precipitation,12,,,,
10.01.2020 11:00,-20.2,731.7,777.5,,79,Wind blowing from the west-southwest,0,,,no clouds,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,,,,,,,0.8,-22.9,No precipitation,6,,,,
10.01.2020 08:00,-21.5,731.2,776.9,-0.5,77,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,,,,2000-2500,,,5.0,-24.5,No precipitation,12,,,,
10.01.2020 05:00,-21.4,731.7,777.2,,77,Wind blowing from the north-northwest,1,,,,Mist. ,,,-21.4,-14.3,,,,,,5.0,-24.4,No precipitation,6,,,,
10.01.2020 02:00,-20.9,732.1,777.7,-0.4,79,Wind blowing from the north-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-14.3,,,2500 or more  or no clouds.,,,4.8,-23.6,No precipitation,12,,,,
09.01.2020 23:00,-20.5,732.5,778.3,,81,Wind blowing from the north-west,1,,,,Mist. ,,,-20.7,-14.3,,,,,,4.7,-23.0,No precipitation,6,,,,
09.01.2020 20:00,-18.9,732.9,778.6,0.7,81,Wind blowing from the east,2,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-14.3,,,2500 or more  or no clouds.,,,4.3,-21.3,No precipitation,12,,,,
09.01.2020 17:00,-16.4,732.2,777.6,,71,Wind blowing from the south-west,2,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-14.3,,,2500 or more  or no clouds.,,,5.0,-20.4,No precipitation,6,,,,
09.01.2020 14:00,-17.7,732.9,778.4,-0.8,79,Wind blowing from the south-west,2,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-17.2,,,2500 or more  or no clouds.,,,5.0,-20.5,No precipitation,12,,,,
09.01.2020 11:00,-20.1,733.7,779.5,,80,Wind blowing from the west-southwest,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,,,,2500 or more  or no clouds.,,,4.3,-22.7,No precipitation,6,,,,
09.01.2020 08:00,-19.8,732.7,778.5,-0.4,80,Wind blowing from the east,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,,,,2000-2500,,,5.0,-22.4,No precipitation,12,,,,
09.01.2020 05:00,-19.3,733.1,778.6,,80,Calm  no wind,0,,,,Mist. ,,,-21.1,-17.2,,,,,,5.0,-21.9,No precipitation,6,,,,
09.01.2020 02:00,-19.1,733.3,779.0,-0.3,80,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-17.2,,,2500 or more  or no clouds.,,,4.6,-21.7,No precipitation,12,,,,
