Local time in Jinghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 02:00,-16.8,745.3,778.4,,81,Wind blowing from the south-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-8.2,,,2500 or more  or no clouds.,,,3.9,-19.3,No precipitation,12,,,,
23.01.2020 20:00,-11.1,745.9,778.9,0.9,77,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-8.2,,,1500-2000,,,4.4,-14.3,No precipitation,12,,,,
23.01.2020 17:00,-8.5,745.0,777.9,,69,Wind blowing from the west-northwest,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-8.4,,,1500-2000,,,4.8,-13.2,No precipitation,6,,,,
23.01.2020 14:00,-10.7,745.9,779.0,0.3,79,Wind blowing from the north,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-9.6,,,1500-2000,,,3.7,-13.6,No precipitation,12,,,,
23.01.2020 11:00,-13.2,745.6,778.6,,84,Wind blowing from the south-west,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-9.6,,,1500-2000,,,4.5,-15.3,No precipitation,6,,,,
23.01.2020 08:00,-15.9,745.0,778.0,0.6,83,Wind blowing from the south,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-9.6,,,1500-2000,,,5.0,-18.1,No precipitation,12,,,,
23.01.2020 05:00,-16.3,744.4,777.4,,83,Wind blowing from the south,2,,,,Mist. ,,,-17.6,-9.6,,,,,,4.6,-18.5,No precipitation,6,,,,
23.01.2020 02:00,-16.4,744.1,777.1,,81,Wind blowing from the south-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-9.6,,,2500 or more  or no clouds.,,,4.6,-18.9,No precipitation,12,,,,
22.01.2020 20:00,-12.7,744.0,777.0,1.7,81,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-9.6,,,1500-2000,,,3.9,-15.3,No precipitation,12,,,,
22.01.2020 17:00,-9.8,742.3,775.0,,74,Wind blowing from the west-southwest,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-5.7,,,1500-2000,,,4.6,-13.6,No precipitation,6,,,,
22.01.2020 14:00,-11.9,742.8,775.6,,81,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,,,,1500-2000,,,4.4,-14.5,No precipitation,12,,,,
22.01.2020 11:00,-14.5,742.6,775.6,,84,Wind blowing from the west-southwest,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,4.2,-16.6,No precipitation,6,,,,
22.01.2020 08:00,-14.6,741.4,774.1,0.6,84,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,,,,1500-2000,,,4.0,-16.7,No precipitation,12,,,,
22.01.2020 05:00,-13.9,740.8,773.2,,83,Wind blowing from the west-southwest,1,,,,Mist. ,,,-18.0,-5.7,,,,,,4.4,-16.2,No precipitation,6,,,,
22.01.2020 02:00,-14.4,740.8,773.4,,84,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.7,,,2500 or more  or no clouds.,,,4.3,-16.6,No precipitation,12,,,,
21.01.2020 20:00,-11.5,740.3,773.2,1.1,78,Wind blowing from the east-northeast,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.7,,,1500-2000,,,5.0,-14.6,No precipitation,12,,,,
21.01.2020 17:00,-6.0,739.2,771.7,,63,Wind blowing from the east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-6.0,,,,,,6.0,-11.9,No precipitation,6,,,,
21.01.2020 14:00,-8.6,740.0,772.6,-0.5,69,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-8.1,,,1500-2000,,,5.0,-13.4,No precipitation,12,,,,
21.01.2020 11:00,-16.8,740.5,773.4,,83,Wind blowing from the south,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,,,,1500-2000,,,5.0,-19.0,No precipitation,6,,,,
21.01.2020 08:00,-17.2,740.2,772.9,0.0,84,Wind blowing from the south,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-9.4,,,1500-2000,,,4.8,-19.3,No precipitation,12,,,,
21.01.2020 05:00,-17.3,740.2,772.9,,80,Wind blowing from the south-west,2,,,,Mist. ,,,-17.3,-9.4,,,,,,4.8,-19.9,No precipitation,6,,,,
21.01.2020 02:00,-15.0,740.3,772.9,,82,Wind blowing from the south-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-9.4,,,2500 or more  or no clouds.,,,4.8,-17.4,No precipitation,12,,,,
20.01.2020 20:00,-10.3,739.9,772.6,1.2,76,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-9.4,,,1500-2000,,,6.0,-13.7,No precipitation,12,,,,
20.01.2020 17:00,-9.6,738.7,771.4,,74,Wind blowing from the north-northeast,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-8.3,,,1500-2000,,,6.0,-13.5,No precipitation,6,,,,
20.01.2020 14:00,-10.0,739.3,772.0,0.1,75,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-8.3,,,1500-2000,,,5.0,-13.6,No precipitation,12,,,,
20.01.2020 11:00,-12.6,739.2,772.0,,81,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,-17.7,-8.3,,,1500-2000,,,7.0,-15.2,No precipitation,6,,,,
20.01.2020 08:00,-15.1,738.2,770.9,0.1,82,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-8.3,,,1500-2000,,,5.0,-17.5,No precipitation,12,,,,
20.01.2020 05:00,-16.7,738.1,770.7,,81,Wind blowing from the south,1,,,, ,,,-17.7,-8.3,,,,,,8.0,-19.2,No precipitation,6,,,,
20.01.2020 02:00,-16.8,738.3,771.0,,80,Wind blowing from the south-southeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-8.3,,,2500 or more  or no clouds.,,,6.0,-19.4,No precipitation,12,,,,
19.01.2020 20:00,-12.4,739.3,771.9,0.5,82,Wind blowing from the north-northeast,2,,3,60%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-8.3,,,1500-2000,,,4.4,-14.8,Trace of precipitation,12,,,,
19.01.2020 17:00,-8.9,738.8,771.3,,62,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-7.8,,,,,,7.0,-14.9,No precipitation,6,,,,
19.01.2020 14:00,-10.5,741.2,774.1,-1.1,75,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-7.8,,,1500-2000,,,4.7,-14.2,Trace of precipitation,12,,,,
19.01.2020 11:00,-12.3,742.3,775.3,,85,Wind blowing from the west-southwest,0,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-7.8,,,1500-2000,,,1.7,-14.3,No precipitation,6,,,,
19.01.2020 08:00,-12.9,742.6,775.3,-1.2,85,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-7.8,,,1500-2000,,,3.7,-14.9,Trace of precipitation,12,,,,
19.01.2020 05:00,-13.8,743.8,776.4,,85,Wind blowing from the south-southwest,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-17.1,-7.8,,,,,,3.4,-15.8,No precipitation,6,,,,
19.01.2020 02:00,-16.4,744.8,777.8,,84,Wind blowing from the south-southwest,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-7.8,,,2500 or more  or no clouds.,,,3.7,-18.5,No precipitation,12,,,,
18.01.2020 20:00,-11.8,745.6,778.5,-0.2,79,Wind blowing from the north-east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-7.4,,,1500-2000,,,4.2,-14.7,Trace of precipitation,12,,,,
18.01.2020 17:00,-8.1,745.8,778.4,,70,Wind blowing from the east,1,,,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.4,,,2500 or more  or no clouds.,,,7.0,-12.6,No precipitation,6,,,,
18.01.2020 14:00,-10.9,747.6,780.6,-0.6,87,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,,,,1500-2000,,,4.0,-12.6,Trace of precipitation,12,,,,
18.01.2020 11:00,-12.4,748.2,781.2,,86,Wind blowing from the north-northwest,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,,,,1500-2000,,,1.9,-14.3,No precipitation,6,,,,
18.01.2020 08:00,-12.7,748.4,781.1,-0.5,87,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.1,,,1500-2000,,,3.4,-14.5,Trace of precipitation,12,,,,
18.01.2020 05:00,-13.1,748.9,781.3,,87,Wind blowing from the south-southwest,2,,,,Intermittent fall of snowflakes  moderate at time of observation. ,,,-15.6,-1.1,,,,,,0.8,-14.9,No precipitation,6,,,,
18.01.2020 02:00,-14.7,749.4,781.9,,86,Wind blowing from the south-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.1,,,2500 or more  or no clouds.,,,6.0,-16.5,No precipitation,12,,,,
17.01.2020 20:00,-7.4,749.8,782.5,0.5,75,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-1.1,,,,,,9.0,-11.2,No precipitation,12,,,,
17.01.2020 17:00,-1.5,749.3,781.5,,58,Calm  no wind,0,,,no clouds, ,,,-14.8,-1.1,,,,,,15.0,-8.7,No precipitation,6,,,,
17.01.2020 14:00,-2.5,750.4,782.5,,63,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-2.4,,,1500-2000,,,13.0,-8.6,No precipitation,12,,,,
17.01.2020 11:00,-12.6,750.7,783.5,,80,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,-14.8,-5.5,,,1500-2000,,,15.0,-15.3,No precipitation,6,,,,
17.01.2020 08:00,-11.3,749.5,782.3,0.7,78,Wind blowing from the east,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-5.5,,,1500-2000,,,14.0,-14.4,No precipitation,12,,,,
17.01.2020 05:00,-9.8,748.8,781.3,,68,Wind blowing from the east,2,,,, ,,,-12.1,-5.5,,,,,,16.0,-14.6,No precipitation,6,,,,
17.01.2020 02:00,-6.9,747.7,780.1,,73,Wind blowing from the east-southeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-5.5,,,2500 or more  or no clouds.,,,13.0,-10.9,No precipitation,12,,,,
16.01.2020 20:00,-10.7,746.2,779.0,0.9,80,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-7.1,,,1500-2000,,,3.9,-13.5,Trace of precipitation,12,,,,
16.01.2020 17:00,-7.9,745.3,777.8,,72,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-7.9,,,1500-2000,,,4.6,-12.1,No precipitation,6,,,,
16.01.2020 14:00,-9.5,746.3,779.0,-0.5,80,Wind blowing from the west,2,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-9.0,,,1500-2000,,,3.6,-12.3,Trace of precipitation,12,,,,
16.01.2020 11:00,-11.5,746.8,779.6,,87,Wind blowing from the south-west,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,,,,1500-2000,,,2.7,-13.2,No precipitation,6,,,,
16.01.2020 08:00,-11.8,746.2,778.9,0.7,86,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-9.0,,,1500-2000,,,2.9,-13.7,Trace of precipitation,12,,,,
16.01.2020 05:00,-11.6,745.5,778.1,,86,Wind blowing from the north,2,,,,Mist. ,,,-13.5,-9.0,,,,,,3.1,-13.5,No precipitation,6,,,,
16.01.2020 02:00,-12.6,745.5,778.3,,83,Wind blowing from the south-southeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-9.0,,,2500 or more  or no clouds.,,,5.0,-14.9,No precipitation,12,,,,
15.01.2020 20:00,-10.3,745.6,778.3,0.9,80,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-9.0,,,1500-2000,,,4.3,-13.1,Trace of precipitation,12,,,,
15.01.2020 17:00,-9.3,744.7,777.3,,74,Wind blowing from the south-west,1,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-7.6,,,1500-2000,,,4.0,-13.1,No precipitation,6,,,,
15.01.2020 14:00,-10.2,745.0,777.6,,76,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-7.6,,,1500-2000,,,3.1,-13.6,Trace of precipitation,12,,,,
15.01.2020 11:00,-11.6,745.0,777.7,,85,Wind blowing from the west-northwest,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,,,,1500-2000,,,2.6,-13.6,No precipitation,6,,,,
15.01.2020 08:00,-11.9,744.4,777.0,0.0,85,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,,,,1500-2000,,,3.5,-13.9,Trace of precipitation,12,,,,
15.01.2020 05:00,-11.7,744.4,776.9,,84,Wind blowing from the north-west,2,,,,Mist. ,,,-14.0,-7.6,,,,,,3.6,-13.9,No precipitation,6,,,,
15.01.2020 02:00,-11.2,744.2,776.8,,83,Wind blowing from the north,1,,4,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.6,,,2500 or more  or no clouds.,,,4.0,-13.5,No precipitation,12,,,,
14.01.2020 20:00,-10.4,743.2,775.9,1.5,80,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-7.6,,,1500-2000,,,4.2,-13.3,Trace of precipitation,12,,,,
14.01.2020 17:00,-7.9,741.7,774.2,,72,Wind blowing from the north,1,,,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-7.9,,,1500-2000,,,4.6,-12.1,No precipitation,6,,,,
14.01.2020 14:00,-9.6,742.0,774.6,0.0,74,Wind blowing from the north-northeast,1,,3,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-9.6,,,1500-2000,,,3.5,-13.4,Trace of precipitation,12,,,,
14.01.2020 11:00,-12.6,742.0,774.8,,79,Wind blowing from the south-west,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.0,,,1500-2000,,,2.6,-15.5,No precipitation,6,,,,
14.01.2020 08:00,-13.4,740.8,773.5,0.9,79,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.0,,,1500-2000,,,4.5,-16.3,No precipitation,12,,,,
14.01.2020 05:00,-14.0,739.9,772.6,,78,Wind blowing from the west-northwest,2,,,,Mist. ,,,,-11.0,,,,,,4.6,-17.0,No precipitation,6,,,,
14.01.2020 02:00,-13.5,739.2,771.9,,78,Wind blowing from the north,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.0,,,2500 or more  or no clouds.,,,3.8,-16.5,No precipitation,12,,,,
13.01.2020 20:00,-12.6,739.4,772.4,1.3,72,Wind blowing from the north-northeast,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-11.0,,,1500-2000,,,4.1,-16.6,No precipitation,12,,,,
13.01.2020 17:00,-11.5,738.1,770.9,,65,Wind blowing from the east-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-11.0,,,,,,4.7,-16.9,No precipitation,6,,,,
13.01.2020 14:00,-13.5,739.3,772.4,-0.3,75,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-13.5,,,1500-2000,,,3.9,-17.1,No precipitation,12,,,,
13.01.2020 11:00,-16.8,739.6,772.9,,83,Wind blowing from the west-southwest,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-13.5,,,1500-2000,,,3.3,-19.1,No precipitation,6,,,,
13.01.2020 08:00,-18.8,738.9,772.0,0.2,80,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-13.5,,,1500-2000,,,3.4,-21.4,No precipitation,12,,,,
13.01.2020 05:00,-17.4,738.7,771.7,,80,Wind blowing from the south-west,1,,,,Mist. ,,,-18.6,-13.5,,,,,,3.9,-20.0,No precipitation,6,,,,
13.01.2020 02:00,-18.4,739.1,772.3,,79,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-13.5,,,2500 or more  or no clouds.,,,3.4,-21.1,No precipitation,12,,,,
12.01.2020 20:00,-15.1,740.2,773.4,0.2,77,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-13.5,,,1500-2000,,,3.5,-18.2,Trace of precipitation,12,,,,
12.01.2020 17:00,-13.8,740.0,773.1,,70,Wind blowing from the south,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-13.5,,,1500-2000,,,3.6,-18.1,No precipitation,6,,,,
12.01.2020 14:00,-16.7,741.4,774.7,-0.9,83,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,,,,1500-2000,,,2.6,-19.0,Trace of precipitation,12,,,,
12.01.2020 11:00,-17.8,742.3,775.8,,82,Wind blowing from the west-southwest,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,3.0,-20.1,No precipitation,6,,,,
12.01.2020 08:00,-18.1,742.7,776.1,-0.5,82,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-13.8,,,1500-2000,,,2.7,-20.4,Trace of precipitation,12,,,,
12.01.2020 05:00,-18.1,743.2,776.5,,83,Wind blowing from the west,1,,3,,Mist. ,,,-19.9,-13.8,,,,,,2.8,-20.3,No precipitation,6,,,,
12.01.2020 02:00,-18.2,743.7,777.1,,83,Wind blowing from the west-southwest,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-13.8,,,2500 or more  or no clouds.,,,2.9,-20.4,No precipitation,12,,,,
11.01.2020 20:00,-15.8,745.0,778.5,0.5,74,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-13.8,,,1500-2000,,,4.1,-19.4,Trace of precipitation,12,,,,
11.01.2020 17:00,-14.3,744.5,778.0,,70,Wind blowing from the west,2,,4,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-11.0,,,1500-2000,,,4.1,-18.6,No precipitation,6,,,,
11.01.2020 14:00,-16.1,745.6,779.2,-0.3,77,Wind blowing from the south-west,3,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.8,,,1500-2000,,,3.3,-19.2,Trace of precipitation,12,,,,
11.01.2020 11:00,-17.6,745.9,779.6,,81,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,,,,1500-2000,,,3.2,-20.1,Trace of precipitation,6,,,,
11.01.2020 08:00,-18.8,744.7,778.2,0.9,82,Wind blowing from the west,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.8,,,1500-2000,,,2.8,-21.1,Trace of precipitation,12,,,,
11.01.2020 05:00,-19.7,743.8,777.0,,84,Wind blowing from the west-northwest,2,,3,,Mist. ,,,-20.8,-10.8,,,,,,2.3,-21.8,No precipitation,6,,,,
11.01.2020 02:00,-19.9,743.7,777.0,,81,Wind blowing from the east-southeast,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-10.8,,,2500 or more  or no clouds.,,,3.2,-22.3,No precipitation,12,,,,
10.01.2020 20:00,-14.9,743.5,776.8,1.2,79,Wind blowing from the north-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-10.8,,,,,,3.2,-17.7,Trace of precipitation,12,,,,
