Local time in East Ujimqin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 05:00,-19.2,697.1,778.7,,75,Wind blowing from the west-southwest,0,,6,, ,,,-26.6,-11.0,,,,,,25.0,-22.5,No precipitation,6,,,,
25.01.2020 02:00,-21.0,696.8,778.6,0.3,77,Wind blowing from the south-west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-11.0,,,2500 or more  or no clouds.,,,3.6,-24.0,No precipitation,12,,,,
24.01.2020 23:00,-16.5,696.5,778.3,,70,Wind blowing from the west-southwest,3,,6,, ,,,-26.6,-11.0,,,,,,17.0,-20.7,No precipitation,6,,,,
24.01.2020 20:00,-19.3,696.9,780.8,0.0,71,Wind blowing from the north,0,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-11.0,,,,,,7.0,-23.2,No precipitation,12,,,,
24.01.2020 17:00,-12.5,696.9,779.5,,61,Wind blowing from the south-west,2,,5,no clouds, ,,,-26.6,-11.0,,,,,,30.0,-18.5,No precipitation,6,,,,
24.01.2020 14:00,-12.3,697.6,780.2,-1.5,56,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-11.1,,,,,,30.0,-19.3,No precipitation,12,,,,
24.01.2020 11:00,-17.3,699.1,782.5,,68,Wind blowing from the south-west,2,,5,no clouds, ,,,-26.6,-11.1,,,,,,22.0,-21.8,No precipitation,6,,,,
24.01.2020 08:00,-26.2,699.8,784.1,,75,Wind blowing from the north,0,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-11.1,,,2500 or more  or no clouds.,,,5.0,-29.3,No precipitation,12,,,,
24.01.2020 05:00,-25.2,699.6,782.8,,75,Wind blowing from the north-northeast,1,,4,, ,,,-25.3,-11.1,,,,,,16.0,-28.3,No precipitation,6,,,,
24.01.2020 02:00,-24.9,700.0,782.8,0.1,75,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-11.1,,,2500 or more  or no clouds.,,,13.0,-28.0,No precipitation,12,,,,
23.01.2020 23:00,-23.6,699.9,782.8,,76,Calm  no wind,0,,,, ,,,-23.9,-11.1,,,,,,13.0,-26.6,No precipitation,6,,,,
23.01.2020 20:00,-19.7,699.6,783.0,1.4,71,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-11.1,,,,,,7.0,-23.6,No precipitation,12,,,,
23.01.2020 17:00,-14.2,698.2,780.2,,62,Wind blowing from the south-west,3,,6,no clouds, ,,,-21.9,-11.1,,,,,,30.0,-19.9,No precipitation,6,,,,
23.01.2020 14:00,-11.8,697.2,777.9,0.4,55,Wind blowing from the west-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-11.8,,,,,,30.0,-19.2,No precipitation,12,,,,
23.01.2020 11:00,-14.3,696.8,778.0,,64,Wind blowing from the south-west,2,,9,no clouds, ,,,-21.9,-11.9,,,,,,25.0,-19.6,No precipitation,6,,,,
23.01.2020 08:00,-20.9,695.7,777.4,1.7,77,Wind blowing from the south-west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-11.9,,,,,,15.0,-23.9,No precipitation,12,,,,
23.01.2020 05:00,-19.2,694.0,775.3,,74,Wind blowing from the south-southeast,1,,9,, ,,,-25.2,-11.9,,,,,,18.0,-22.7,No precipitation,6,,,,
23.01.2020 02:00,-14.6,692.3,773.0,1.9,65,Wind blowing from the west-northwest,6,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.9,,,2500 or more  or no clouds.,,,29.0,-19.7,No precipitation,12,,,,
22.01.2020 23:00,-15.5,690.4,771.5,,79,Wind blowing from the west,2,,6,, ,,,-25.2,-11.9,,,,,,11.0,-18.3,No precipitation,6,,,,
22.01.2020 20:00,-12.6,689.0,770.6,0.7,74,Wind blowing from the south-southwest,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-11.9,,,2500 or more  or no clouds.,,,17.0,-16.4,Trace of precipitation,12,,,,
22.01.2020 17:00,-13.4,688.3,769.3,,75,Wind blowing from the east-southeast,2,,5,60%., ,,,-25.2,-11.0,,,2500 or more  or no clouds.,,,28.0,-17.0,No precipitation,6,,,,
22.01.2020 14:00,-15.3,688.8,770.2,,74,Wind blowing from the south-southeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-8.5,,,2500 or more  or no clouds.,,,29.0,-18.9,Trace of precipitation,12,,,,
22.01.2020 11:00,-17.7,691.2,773.2,,71,Wind blowing from the south-southeast,3,,4,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-8.5,,,2500 or more  or no clouds.,,,19.0,-21.7,No precipitation,6,,,,
22.01.2020 08:00,-25.0,691.3,774.0,0.0,77,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-8.5,,,,,,12.0,-27.9,No precipitation,12,,,,
22.01.2020 05:00,-21.2,691.3,772.3,,79,Wind blowing from the south-southeast,1,,4,, ,,,-22.7,-8.5,,,,,,25.0,-23.9,No precipitation,6,,,,
22.01.2020 02:00,-21.5,691.6,772.3,-0.2,72,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-8.5,,,2500 or more  or no clouds.,,,24.0,-25.2,No precipitation,12,,,,
21.01.2020 23:00,-20.6,691.8,772.6,,75,Calm  no wind,0,,,, ,,,-20.7,-8.5,,,,,,16.0,-23.9,No precipitation,6,,,,
21.01.2020 20:00,-16.9,691.3,771.8,1.5,70,Wind blowing from the west,0,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-8.5,,,2500 or more  or no clouds.,,,10.0,-21.1,No precipitation,12,,,,
21.01.2020 17:00,-11.0,689.8,768.8,,60,Wind blowing from the north,1,,10,50%., ,,,-14.8,-8.5,,,2500 or more  or no clouds.,,,26.0,-17.4,No precipitation,6,,,,
21.01.2020 14:00,-8.7,688.3,767.0,,57,Wind blowing from the west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-8.6,,,,,,30.0,-15.7,No precipitation,12,,,,
21.01.2020 11:00,-9.9,687.8,766.9,,64,Wind blowing from the south-west,2,,10,no clouds, ,,,-16.2,-9.9,,,,,,22.0,-15.4,No precipitation,6,,,,
21.01.2020 08:00,-12.8,686.2,765.7,1.0,75,Wind blowing from the west-southwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.3,,,,,,23.0,-16.3,No precipitation,12,,,,
21.01.2020 05:00,-10.5,685.2,764.2,,70,Wind blowing from the west-southwest,5,,9,, ,,,,-10.3,,,,,,30.0,-14.9,No precipitation,6,,,,
21.01.2020 02:00,-11.8,686.2,765.5,,65,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.6,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
20.01.2020 23:00,-13.2,687.9,768.1,,57,Wind blowing from the south-west,3,,10,, ,,,-20.2,-12.2,,,,,,30.0,-19.9,No precipitation,6,,,,
20.01.2020 20:00,-13.7,689.3,770.3,,64,Wind blowing from the south-west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-12.2,,,,,,30.0,-19.2,No precipitation,12,,,,
20.01.2020 17:00,-13.5,689.6,770.2,,69,Wind blowing from the south-west,4,,10,no clouds, ,,,-20.2,-12.2,,,,,,30.0,-18.1,No precipitation,6,,,,
20.01.2020 14:00,-13.4,689.8,770.2,-1.6,65,Wind blowing from the south-west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-11.6,,,,,,30.0,-18.6,No precipitation,12,,,,
20.01.2020 11:00,-16.3,691.4,772.3,,63,Wind blowing from the south-west,5,,,no clouds, ,,,-20.2,-11.0,,,,,,30.0,-21.7,No precipitation,6,,,,
20.01.2020 08:00,-19.8,691.3,772.7,1.2,69,Wind blowing from the south-southwest,1,,15,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-11.0,,,,,,30.0,-24.0,Trace of precipitation,12,,,,
20.01.2020 05:00,-17.4,690.1,770.8,,67,Wind blowing from the west,2,,15,, ,,,-19.7,-11.0,,,,,,30.0,-22.1,No precipitation,6,,,,
20.01.2020 02:00,-15.8,689.2,769.3,1.3,72,Wind blowing from the west,4,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-11.0,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
19.01.2020 23:00,-15.5,687.9,768.2,,76,Wind blowing from the west,7,,15,, ,,,-20.5,-11.0,,,,,,20.0,-18.8,No precipitation,6,,,,
19.01.2020 20:00,-14.7,687.1,767.7,1.3,78,Wind blowing from the west-northwest,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-11.0,,,2500 or more  or no clouds.,,,29.0,-17.7,No precipitation,12,,,,
19.01.2020 17:00,-13.9,685.8,766.3,,76,Wind blowing from the west,4,,9,60%., ,,,-20.5,-11.0,,,2500 or more  or no clouds.,,,20.0,-17.2,Trace of precipitation,6,,,,
19.01.2020 14:00,-11.8,685.4,765.4,-1.5,70,Wind blowing from the south-west,5,,9,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-10.2,,,2500 or more  or no clouds.,,,14.0,-16.3,No precipitation,12,,,,
19.01.2020 11:00,-14.9,686.9,767.2,,68,Wind blowing from the south-west,3,,8,90  or more  but not 100%, ,,,-20.5,-10.2,,,2500 or more  or no clouds.,,,24.0,-19.5,No precipitation,6,,,,
19.01.2020 08:00,-18.2,687.2,767.9,-0.7,74,Wind blowing from the south-west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-10.2,,,2500 or more  or no clouds.,,,29.0,-21.8,0.1,12,,,,
19.01.2020 05:00,-19.7,687.9,768.4,,75,Wind blowing from the south-west,3,,7,, ,,,-20.5,-10.2,,,,,,30.0,-23.1,No precipitation,6,,,,
19.01.2020 02:00,-18.9,688.3,768.4,0.1,78,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-10.2,,,2500 or more  or no clouds.,,,30.0,-21.8,0.2,12,,,,
18.01.2020 23:00,-15.8,688.2,768.1,,74,Wind blowing from the west-northwest,4,,7,, ,,,-19.6,-10.2,,,,,,28.0,-19.4,0.2,6,,,,
18.01.2020 20:00,-15.4,687.4,767.6,1.5,74,Wind blowing from the west-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-10.2,,,2500 or more  or no clouds.,,,24.0,-19.0,0.1,12,,,,
18.01.2020 17:00,-12.5,685.9,765.5,,76,Wind blowing from the west-northwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-10.2,,,2500 or more  or no clouds.,,,22.0,-15.9,No precipitation,6,,,,
18.01.2020 14:00,-10.2,685.3,764.8,-1.8,68,Wind blowing from the west-northwest,2,,9,70 – 80%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-10.2,,,2500 or more  or no clouds.,,,21.0,-15.0,Trace of precipitation,12,,,,
18.01.2020 11:00,-12.5,687.1,767.4,,71,Wind blowing from the west-southwest,1,,9,90  or more  but not 100%, ,,,-21.9,-12.5,,,2500 or more  or no clouds.,,,18.0,-16.7,No precipitation,6,,,,
18.01.2020 08:00,-15.1,687.7,769.0,-1.5,77,Wind blowing from the south-west,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-13.3,,,2500 or more  or no clouds.,,,19.0,-18.2,Trace of precipitation,12,,,,
18.01.2020 05:00,-15.5,689.2,770.0,,78,Wind blowing from the west-southwest,2,,9,, ,,,-27.2,-13.3,,,,,,20.0,-18.5,No precipitation,6,,,,
18.01.2020 02:00,-17.2,690.7,771.5,-1.1,76,Wind blowing from the south-west,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-13.3,,,2500 or more  or no clouds.,,,21.0,-20.4,No precipitation,12,,,,
17.01.2020 23:00,-18.6,691.8,773.7,,74,Wind blowing from the west-southwest,1,,5,, ,,,-27.2,-13.3,,,,,,21.0,-22.1,No precipitation,6,,,,
17.01.2020 20:00,-21.8,692.0,775.9,-0.3,73,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-13.3,,,,,,3.7,-25.3,No precipitation,12,,,,
17.01.2020 17:00,-17.3,692.3,775.4,,68,Wind blowing from the north-northeast,2,,4,no clouds, ,,,-27.2,-13.3,,,,,,20.0,-21.8,No precipitation,6,,,,
17.01.2020 14:00,-14.7,692.5,774.9,-1.6,61,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-14.3,,,,,,27.0,-20.7,No precipitation,12,,,,
17.01.2020 11:00,-18.9,694.1,777.1,,68,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-27.2,-14.3,,,,,,14.0,-23.3,No precipitation,6,,,,
17.01.2020 08:00,-26.9,694.1,778.3,0.3,75,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-14.3,,,,,,9.0,-30.0,No precipitation,12,,,,
17.01.2020 05:00,-26.5,693.8,777.1,,73,Wind blowing from the north-east,1,,4,, ,,,-26.6,-14.3,,,,,,13.0,-29.9,No precipitation,6,,,,
17.01.2020 02:00,-25.3,694.6,777.3,,75,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-14.3,,,2500 or more  or no clouds.,,,14.0,-28.4,No precipitation,12,,,,
16.01.2020 23:00,-23.3,695.1,778.2,,76,Wind blowing from the north-northeast,1,,7,, ,,,-26.6,-14.3,,,,,,10.0,-26.3,No precipitation,6,,,,
16.01.2020 20:00,-22.1,695.3,779.6,0.1,73,Wind blowing from the north,0,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-14.3,,,,,,5.0,-25.6,No precipitation,12,,,,
16.01.2020 17:00,-17.7,695.2,778.3,,71,Wind blowing from the west-southwest,2,,7,no clouds, ,,,-26.6,-14.3,,,,,,23.0,-21.8,No precipitation,6,,,,
16.01.2020 14:00,-15.0,695.6,778.1,,60,Wind blowing from the south-west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-13.1,,,,,,30.0,-21.0,No precipitation,12,,,,
16.01.2020 11:00,-18.9,697.3,780.5,,66,Wind blowing from the west-southwest,2,,6,20–30%., ,,,-26.6,-13.1,,,2500 or more  or no clouds.,,,20.0,-23.7,No precipitation,6,,,,
16.01.2020 08:00,-26.5,697.1,781.3,0.1,74,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-13.1,,,,,,14.0,-29.7,No precipitation,12,,,,
16.01.2020 05:00,-24.0,697.0,780.2,,74,Wind blowing from the north-northeast,1,,6,, ,,,-26.3,-13.1,,,,,,24.0,-27.3,No precipitation,6,,,,
16.01.2020 02:00,-23.0,697.2,779.6,,75,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.1,-13.1,,,2500 or more  or no clouds.,,,23.0,-26.2,No precipitation,12,,,,
15.01.2020 23:00,-21.9,697.7,780.6,,77,Wind blowing from the west-southwest,1,,6,, ,,,-27.1,-13.1,,,,,,13.0,-24.8,No precipitation,6,,,,
15.01.2020 20:00,-20.3,697.3,781.3,0.7,79,Wind blowing from the west,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.1,-13.1,,,2500 or more  or no clouds.,,,8.0,-23.0,No precipitation,12,,,,
15.01.2020 17:00,-17.2,696.6,780.1,,69,Wind blowing from the south-west,2,,6,50%., ,,,-27.1,-13.1,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,6,,,,
15.01.2020 14:00,-13.7,695.6,778.3,,62,Wind blowing from the west,4,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.1,-13.7,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
15.01.2020 11:00,-16.9,696.0,778.9,,64,Wind blowing from the south,1,,3,40%., ,,,-27.1,-15.7,,,2500 or more  or no clouds.,,,18.0,-22.1,No precipitation,6,,,,
15.01.2020 08:00,-25.2,694.8,778.2,0.8,76,Wind blowing from the north-west,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-15.7,,,2500 or more  or no clouds.,,,7.0,-28.2,No precipitation,12,,,,
15.01.2020 05:00,-26.1,694.0,777.2,,74,Wind blowing from the east-northeast,0,,5,, ,,,-27.8,-15.7,,,,,,13.0,-29.4,No precipitation,6,,,,
15.01.2020 02:00,-25.6,693.7,776.7,0.0,77,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-15.7,,,2500 or more  or no clouds.,,,16.0,-28.4,No precipitation,12,,,,
14.01.2020 23:00,-23.7,693.7,776.9,,74,Wind blowing from the west-southwest,1,,5,,Haze. ,,,-27.8,-15.7,,,,,,4.7,-27.0,No precipitation,6,,,,
14.01.2020 20:00,-18.6,693.5,777.0,0.2,76,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-15.7,,,,,,17.0,-21.8,No precipitation,12,,,,
14.01.2020 17:00,-17.5,693.3,775.9,,72,Wind blowing from the west-southwest,2,,5,no clouds, ,,,-27.8,-15.7,,,,,,27.0,-21.3,No precipitation,6,,,,
14.01.2020 14:00,-16.6,693.0,775.4,,63,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-16.4,,,,,,30.0,-22.0,No precipitation,12,,,,
14.01.2020 11:00,-20.4,694.3,777.9,,67,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-27.8,-16.4,,,,,,22.0,-24.9,No precipitation,6,,,,
14.01.2020 08:00,-26.9,694.2,778.8,-0.2,76,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-16.4,,,,,,13.0,-29.9,No precipitation,12,,,,
14.01.2020 05:00,-23.3,694.4,777.5,,72,Wind blowing from the west,2,,6,, ,,,-26.3,-16.4,,,,,,28.0,-26.9,No precipitation,6,,,,
14.01.2020 02:00,-23.2,694.6,777.3,,75,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-16.4,,,2500 or more  or no clouds.,,,19.0,-26.4,No precipitation,12,,,,
13.01.2020 23:00,-25.2,694.7,778.4,,73,Wind blowing from the north-east,1,,7,, ,,,-25.5,-16.4,,,,,,17.0,-28.6,No precipitation,6,,,,
13.01.2020 20:00,-24.1,694.6,778.8,0.8,71,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-16.4,,,,,,11.0,-27.9,No precipitation,12,,,,
13.01.2020 17:00,-19.4,693.8,777.0,,67,Wind blowing from the west-southwest,3,,7,no clouds, ,,,-25.5,-16.4,,,,,,27.0,-24.0,No precipitation,6,,,,
13.01.2020 14:00,-16.7,693.0,775.5,,61,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-16.2,,,,,,30.0,-22.6,No precipitation,12,,,,
13.01.2020 11:00,-20.6,693.5,776.6,,64,Wind blowing from the west-southwest,3,,6,no clouds, ,,,-25.5,-16.2,,,,,,24.0,-25.6,No precipitation,6,,,,
13.01.2020 08:00,-24.8,692.5,776.2,0.9,71,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,,,,,,,19.0,-28.5,No precipitation,12,,,,
13.01.2020 05:00,-23.8,691.6,774.6,,70,Wind blowing from the south-west,3,,5,, ,,,-27.5,-16.2,,,,,,30.0,-27.7,No precipitation,6,,,,
13.01.2020 02:00,-23.4,691.6,774.2,-0.2,72,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-16.2,,,2500 or more  or no clouds.,,,27.0,-27.0,No precipitation,12,,,,
12.01.2020 23:00,-22.5,691.8,774.7,,75,Wind blowing from the west-southwest,3,,6,, ,,,-27.5,-16.2,,,,,,9.0,-25.7,No precipitation,6,,,,
12.01.2020 20:00,-22.4,691.9,775.9,0.3,73,Wind blowing from the north-northeast,0,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-16.2,,,2500 or more  or no clouds.,,,4.9,-25.9,No precipitation,12,,,,
12.01.2020 17:00,-20.4,691.6,775.3,,69,Wind blowing from the west-southwest,2,,6,20–30%., ,,,-27.5,-16.2,,,2500 or more  or no clouds.,,,26.0,-24.6,No precipitation,6,,,,
12.01.2020 14:00,-17.8,691.9,774.9,,65,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-15.4,,,,,,30.0,-22.8,No precipitation,12,,,,
12.01.2020 11:00,-20.4,693.4,777.0,,71,Wind blowing from the south-west,3,,4,no clouds, ,,,-27.5,-15.4,,,,,,22.0,-24.3,No precipitation,6,,,,
12.01.2020 08:00,-27.5,693.7,777.7,0.5,74,Wind blowing from the north,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-15.4,,,,,,4.1,-30.7,No precipitation,12,,,,
12.01.2020 05:00,-27.2,693.2,776.5,,73,Wind blowing from the north-northeast,1,,4,, ,,,-27.5,-15.4,,,,,,13.0,-30.6,No precipitation,6,,,,
12.01.2020 02:00,-25.4,694.1,776.9,-0.7,74,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-15.4,,,2500 or more  or no clouds.,,,10.0,-28.7,No precipitation,12,,,,
11.01.2020 23:00,-25.2,694.8,778.1,,73,Calm  no wind,0,,,, ,,,-25.3,-15.4,,,,,,8.0,-28.6,No precipitation,6,,,,
11.01.2020 20:00,-21.1,694.9,778.5,0.3,75,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-15.4,,,,,,8.0,-24.4,No precipitation,12,,,,
11.01.2020 17:00,-17.5,694.6,777.3,,70,Wind blowing from the west-northwest,3,,6,no clouds, ,,,-23.7,-15.4,,,,,,30.0,-21.7,No precipitation,6,,,,
