Local time in Dengqen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 23:00,-11.6,474.6,775.6,,33,Wind blowing from the west-northwest,1,,10,, ,,,-20.1,-5.4,,,,,,19.0,-24.7,No precipitation,6,,,,
25.01.2020 20:00,-9.2,474.3,777.0,,22,Wind blowing from the west-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-5.4,,,,,,14.0,-27.0,No precipitation,12,,,,
25.01.2020 17:00,-5.7,473.9,772.9,,13,Wind blowing from the west-northwest,5,,10,no clouds, ,,,-20.1,-5.4,,,,,,30.0,-29.8,No precipitation,6,,,,
25.01.2020 14:00,-7.9,475.3,775.2,-2.0,21,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-4.3,,,,,,30.0,-26.4,No precipitation,12,,,,
25.01.2020 11:00,-14.8,477.3,781.7,,37,Wind blowing from the west,1,,4,no clouds, ,,,-20.1,-4.3,,,,,,18.0,-26.3,No precipitation,6,,,,
25.01.2020 08:00,-19.9,476.6,781.4,0.0,55,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-4.3,,,,,,15.0,-26.6,No precipitation,12,,,,
25.01.2020 05:00,-18.6,476.6,778.3,,50,Wind blowing from the west-northwest,1,,11,, ,,,-18.6,-4.3,,,,,,30.0,-26.5,No precipitation,6,,,,
25.01.2020 02:00,-16.3,477.0,777.1,-0.2,34,Wind blowing from the north-west,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-4.3,,,2500 or more  or no clouds.,,,30.0,-28.5,No precipitation,12,,,,
24.01.2020 23:00,-14.1,477.2,776.9,,30,Wind blowing from the west-northwest,2,,13,, ,,,-14.1,-4.3,,,,,,29.0,-27.9,No precipitation,6,,,,
24.01.2020 20:00,-10.1,476.3,774.7,1.4,19,Wind blowing from the north-west,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-4.3,,,,,,12.0,-29.4,No precipitation,12,,,,
24.01.2020 17:00,-7.1,474.9,769.4,,20,Wind blowing from the west-northwest,5,,13,90  or more  but not 100%, ,,,-11.3,-4.0,,,1000-1500,,,23.0,-26.3,No precipitation,6,,,,
24.01.2020 14:00,-6.5,474.9,767.9,-0.3,14,Wind blowing from the west,6,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-3.1,,,1000-1500,,,30.0,-29.6,No precipitation,12,,,,
24.01.2020 11:00,-8.2,475.2,769.0,,19,Wind blowing from the west-northwest,4,,10,, ,,,-11.3,-3.1,,,,,,13.0,-27.8,No precipitation,6,,,,
24.01.2020 08:00,-11.1,473.7,768.1,0.6,50,Wind blowing from the west-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-3.1,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
24.01.2020 05:00,-9.6,473.1,764.5,,74,Wind blowing from the south-southeast,1,,5,, ,,,-9.6,-3.1,,,,,,30.0,-13.5,No precipitation,6,,,,
24.01.2020 02:00,-8.1,473.1,763.5,0.0,70,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-3.1,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
23.01.2020 23:00,-7.3,473.1,764.7,,71,Wind blowing from the south-west,1,,9,, ,,,-9.0,-3.1,,,,,,28.0,-11.8,No precipitation,6,,,,
23.01.2020 20:00,-6.6,472.0,763.6,0.7,63,Wind blowing from the east-southeast,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-3.1,,,1000-1500,,,19.0,-12.5,0.3,12,,,,
23.01.2020 17:00,-4.3,471.3,761.1,,34,Wind blowing from the south-west,1,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-3.1,,,1000-1500,,,20.0,-17.8,Trace of precipitation,6,,,,
23.01.2020 14:00,-4.0,471.9,761.9,,52,Wind blowing from the west-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,-9.0,-3.6,,,1000-1500,,,28.0,-12.6,0.3,12,,,,
23.01.2020 11:00,-6.9,,,,71,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-3.6,,,600-1000,,,3.6,-11.4,0.3,6,,,,
23.01.2020 08:00,-8.5,,,,66,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-3.6,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
23.01.2020 05:00,-8.8,,,,62,Wind blowing from the north-west,0,,17,, ,,,-9.8,-3.6,,,,,,30.0,-14.8,No precipitation,6,,,,
23.01.2020 02:00,-8.7,473.6,765.6,-0.5,65,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-3.6,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
22.01.2020 23:00,-6.2,474.1,766.6,,40,Wind blowing from the west-northwest,3,,17,, ,,,-9.8,-3.6,,,,,,25.0,-17.6,No precipitation,6,,,,
22.01.2020 20:00,-5.8,473.4,766.1,0.8,50,Wind blowing from the west-northwest,4,,17,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,-9.8,-3.6,,,1000-1500,,,21.0,-14.6,0.3,12,,,,
22.01.2020 17:00,-3.9,472.6,763.0,,48,Wind blowing from the south-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,-9.8,-2.7,,,1000-1500,,,22.0,-13.3,Trace of precipitation,6,,,,
22.01.2020 14:00,-5.5,473.7,764.5,-1.2,67,Wind blowing from the north-northwest,2,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-1.9,,,2500 or more  or no clouds.,,,6.0,-10.7,1.0,12,,,,
22.01.2020 11:00,-8.2,474.9,768.0,,77,Wind blowing from the west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-1.9,,,,,,3.4,-11.5,0.6,6,,,,
22.01.2020 08:00,-9.8,473.9,766.6,-0.1,80,Wind blowing from the west-northwest,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.9,,,600-1000,,,4.6,-12.6,0.8,12,,,,
22.01.2020 05:00,-8.9,474.0,764.5,,82,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,-13.2,-1.9,,,,,,6.0,-11.4,0.5,6,,,,
22.01.2020 02:00,-7.0,474.9,765.5,-0.1,63,Wind blowing from the north-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.9,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
21.01.2020 23:00,-6.3,475.0,767.6,,35,Wind blowing from the north-west,1,,12,, ,,,-13.7,-1.9,,,,,,23.0,-19.3,No precipitation,6,,,,
21.01.2020 20:00,-5.2,474.6,768.9,0.9,29,Wind blowing from the north-west,3,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.9,,,1000-1500,,,23.0,-20.5,No precipitation,12,,,,
21.01.2020 17:00,-2.7,473.7,766.9,,19,Wind blowing from the north-west,5,,12,90  or more  but not 100%, ,,,-13.7,-1.9,,,1000-1500,,,27.0,-23.2,No precipitation,6,,,,
21.01.2020 14:00,-3.8,474.3,768.4,-0.6,33,Wind blowing from the north-west,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-3.7,,,1000-1500,,,24.0,-17.7,No precipitation,12,,,,
21.01.2020 11:00,-7.5,474.9,769.3,,44,Wind blowing from the south,1,,6,,Rain (not freezing) not falling as shower(s). ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-5.0,,,,,,19.0,-17.7,No precipitation,6,,,,
21.01.2020 08:00,-11.4,474.0,769.1,0.3,44,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-5.0,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
21.01.2020 05:00,-13.2,473.7,768.7,,45,Wind blowing from the north-west,2,,9,, ,,,-13.7,-5.0,,,,,,30.0,-22.6,No precipitation,6,,,,
21.01.2020 02:00,-12.7,474.3,769.5,-0.3,47,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-5.0,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
20.01.2020 23:00,-9.0,474.6,767.5,,39,Wind blowing from the west-northwest,3,,13,, ,,,-9.0,-3.4,,,,,,25.0,-20.4,No precipitation,6,,,,
20.01.2020 20:00,-7.0,473.6,765.6,0.9,37,Wind blowing from the north-west,5,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,,,,1000-1500,,,22.0,-19.2,No precipitation,12,,,,
20.01.2020 17:00,-5.4,472.7,762.2,,34,Wind blowing from the west-northwest,5,,,90  or more  but not 100%, ,,,-7.8,,,,,,,27.0,-18.8,No precipitation,6,,,,
20.01.2020 14:00,-5.5,473.2,763.4,-0.2,31,Wind blowing from the west-northwest,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
20.01.2020 11:00,-5.8,473.4,761.8,,44,Wind blowing from the north-west,5,,14,90  or more  but not 100%, ,,,-7.8,,,,,,,14.0,-16.1,No precipitation,6,,,,
20.01.2020 08:00,-7.2,471.9,758.5,1.2,57,Wind blowing from the north-west,4,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,1.4,,,1000-1500,,,30.0,-14.3,Trace of precipitation,12,,,,
20.01.2020 05:00,-5.9,470.7,754.9,,56,Wind blowing from the west-northwest,5,,11,, ,,,-8.6,1.4,,,,,,30.0,-13.3,No precipitation,6,,,,
20.01.2020 02:00,-6.4,470.2,756.7,,51,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,1.4,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
19.01.2020 20:00,-0.5,470.2,756.5,0.3,26,Wind blowing from the south-east,4,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,1.4,,,1000-1500,,,18.0,-17.7,No precipitation,12,,,,
19.01.2020 17:00,1.1,469.9,754.6,,20,Wind blowing from the south-east,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,3.6,,,1000-1500,,,7.0,-19.4,No precipitation,6,,,,
19.01.2020 14:00,-2.5,472.0,759.6,-1.2,75,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,5.0,,,2500 or more  or no clouds.,,,2.3,-6.3,No precipitation,12,,,,
19.01.2020 11:00,-2.0,473.2,759.7,,46,Wind blowing from the south-east,2,,3,50%., ,,,-8.6,5.3,,,1000-1500,,,7.0,-12.3,No precipitation,6,,,,
19.01.2020 08:00,-8.2,472.5,759.1,1.0,60,Wind blowing from the south-southeast,0,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,5.3,,,1000-1500,,,23.0,-14.6,No precipitation,12,,,,
19.01.2020 05:00,-7.5,471.5,755.5,,55,Wind blowing from the west,1,,8,, ,,,-9.7,5.3,,,,,,30.0,-15.0,No precipitation,6,,,,
19.01.2020 02:00,-6.5,471.9,754.5,-0.6,50,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,5.3,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
18.01.2020 23:00,-4.1,472.5,758.9,,40,Wind blowing from the south-southwest,0,,,,Haze. ,,,-9.7,5.3,,,,,,7.0,-15.7,No precipitation,6,,,,
18.01.2020 20:00,1.2,472.0,759.1,0.7,26,Wind blowing from the west-southwest,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,5.3,,,1000-1500,,,20.0,-16.2,No precipitation,12,,,,
18.01.2020 17:00,3.7,471.3,755.1,,25,Wind blowing from the north-west,3,,10,, ,,,-9.7,6.9,,,,,,20.0,-14.5,No precipitation,6,,,,
18.01.2020 14:00,5.1,472.0,753.7,-2.1,18,Wind blowing from the south-southeast,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,7.4,,,1000-1500,,,30.0,-17.3,No precipitation,12,,,,
18.01.2020 11:00,-2.7,474.1,759.7,,37,Wind blowing from the west,1,,3,, ,,,-9.7,7.4,,,,,,10.0,-15.4,No precipitation,6,,,,
18.01.2020 08:00,-9.5,473.5,761.2,0.2,60,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,7.4,,,,,,21.0,-16.0,No precipitation,12,,,,
18.01.2020 05:00,-7.3,473.3,756.3,,52,Wind blowing from the west-northwest,1,,9,, ,,,-10.8,7.4,,,,,,30.0,-15.5,No precipitation,6,,,,
18.01.2020 02:00,-4.8,473.6,757.2,0.0,43,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,7.4,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
17.01.2020 23:00,-1.3,473.6,759.7,,32,Wind blowing from the north-northwest,1,,9,, ,,,-10.8,7.4,,,,,,28.0,-15.9,No precipitation,6,,,,
17.01.2020 20:00,1.7,472.9,761.0,0.9,25,Wind blowing from the south-southeast,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,7.4,,,,,,11.0,-16.2,No precipitation,12,,,,
17.01.2020 17:00,6.7,472.0,756.1,,15,Wind blowing from the south-southeast,3,,7,40%., ,,,-10.8,7.4,,,1000-1500,,,28.0,-18.1,No precipitation,6,,,,
17.01.2020 14:00,3.5,474.0,760.5,,24,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,3.9,,,,,,24.0,-15.2,No precipitation,12,,,,
17.01.2020 11:00,-3.9,475.8,766.8,,39,Wind blowing from the west,1,,4,no clouds, ,,,-10.8,3.9,,,,,,11.0,-15.8,No precipitation,6,,,,
17.01.2020 08:00,-10.6,474.7,766.6,0.7,58,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,3.9,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
17.01.2020 05:00,-10.3,474.0,761.5,,55,Wind blowing from the west-northwest,1,,7,, ,,,-13.2,3.9,,,,,,30.0,-17.6,No precipitation,6,,,,
17.01.2020 02:00,-8.8,474.6,763.3,-0.2,45,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,3.9,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
16.01.2020 23:00,-6.8,474.8,766.0,,36,Wind blowing from the north-west,1,,7,, ,,,-13.2,3.9,,,,,,30.0,-19.4,No precipitation,6,,,,
16.01.2020 20:00,-2.5,474.3,767.5,0.1,23,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,3.9,,,,,,6.0,-20.8,No precipitation,12,,,,
16.01.2020 17:00,3.3,474.2,762.5,,12,Wind blowing from the west-northwest,4,,7,no clouds, ,,,-13.2,3.9,,,,,,30.0,-23.4,No precipitation,6,,,,
16.01.2020 14:00,0.7,475.7,765.4,-1.7,24,Wind blowing from the south-west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,4.2,,,,,,30.0,-17.6,No precipitation,12,,,,
16.01.2020 11:00,-5.1,477.4,770.3,,31,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-13.2,4.2,,,,,,10.0,-19.6,No precipitation,6,,,,
16.01.2020 08:00,-13.0,476.4,771.0,1.0,57,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,4.2,,,,,,30.0,-19.9,No precipitation,12,,,,
16.01.2020 05:00,-11.4,475.4,764.1,,48,Wind blowing from the west,1,,10,, ,,,-11.4,4.2,,,,,,30.0,-20.2,No precipitation,6,,,,
16.01.2020 02:00,-9.5,475.5,764.1,0.0,43,Wind blowing from the west-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.2,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
15.01.2020 23:00,-7.0,475.5,766.6,,35,Wind blowing from the west-southwest,1,,10,, ,,,-10.7,4.2,,,,,,12.0,-19.9,No precipitation,6,,,,
15.01.2020 20:00,-2.6,474.1,765.6,0.4,25,Wind blowing from the west-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.2,,,,,,9.0,-19.9,No precipitation,12,,,,
15.01.2020 17:00,3.9,473.7,760.3,,15,Wind blowing from the north-west,5,,10,no clouds, ,,,-10.7,6.4,,,,,,30.0,-20.4,No precipitation,6,,,,
15.01.2020 14:00,2.3,474.7,761.5,-1.4,18,Wind blowing from the north-west,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,6.8,,,1000-1500,,,30.0,-19.6,No precipitation,12,,,,
15.01.2020 11:00,-3.9,476.1,765.9,,37,Wind blowing from the north,1,,4,no clouds, ,,,-10.7,6.8,,,,,,18.0,-16.5,No precipitation,6,,,,
15.01.2020 08:00,-10.4,474.9,766.0,1.1,56,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,6.8,,,,,,27.0,-17.5,No precipitation,12,,,,
15.01.2020 05:00,-9.8,473.8,758.9,,57,Wind blowing from the west,1,,7,, ,,,-12.3,6.8,,,,,,30.0,-16.7,No precipitation,6,,,,
15.01.2020 02:00,-7.5,473.4,758.5,,49,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,6.8,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
14.01.2020 23:00,-4.7,473.0,760.8,,38,Wind blowing from the north-northwest,1,,8,, ,,,-12.3,6.8,,,,,,30.0,-16.9,No precipitation,6,,,,
14.01.2020 20:00,-1.4,471.9,762.3,0.6,29,Wind blowing from the north-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,6.8,,,,,,5.0,-17.1,No precipitation,12,,,,
14.01.2020 17:00,6.4,471.3,754.9,,13,Wind blowing from the west-northwest,4,,8,no clouds, ,,,-12.3,6.8,,,,,,30.0,-20.0,No precipitation,6,,,,
14.01.2020 14:00,3.7,472.5,757.2,-2.1,19,Wind blowing from the south,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,6.6,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
14.01.2020 11:00,-3.7,474.6,763.6,,35,Wind blowing from the east,1,,4,no clouds, ,,,-12.3,6.6,,,,,,6.0,-16.9,No precipitation,6,,,,
14.01.2020 08:00,-12.0,474.0,764.9,0.1,64,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,6.6,,,,,,30.0,-17.4,No precipitation,12,,,,
14.01.2020 05:00,-9.9,473.9,759.1,,57,Wind blowing from the south-west,0,,8,, ,,,-14.7,6.6,,,,,,30.0,-17.0,No precipitation,6,,,,
14.01.2020 02:00,-7.6,474.5,761.6,0.0,47,Wind blowing from the north-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,6.6,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
13.01.2020 23:00,-5.2,474.5,766.2,,40,Wind blowing from the north-northwest,2,,9,, ,,,-14.7,6.6,,,,,,28.0,-16.7,No precipitation,6,,,,
13.01.2020 20:00,-0.3,474.0,766.8,0.3,27,Wind blowing from the west,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,6.6,,,1000-1500,,,7.0,-17.0,No precipitation,12,,,,
13.01.2020 17:00,6.3,473.7,760.8,,13,Wind blowing from the north-west,5,,9,40%., ,,,-14.7,6.6,,,1000-1500,,,22.0,-20.1,No precipitation,6,,,,
13.01.2020 14:00,1.6,475.1,764.8,-2.0,19,Wind blowing from the south-southeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,1.6,,,1000-1500,,,30.0,-19.6,No precipitation,12,,,,
13.01.2020 11:00,-7.7,477.1,771.5,,37,Wind blowing from the west,1,,2,no clouds, ,,,-14.7,0.4,,,,,,13.0,-19.9,No precipitation,6,,,,
13.01.2020 08:00,-14.6,476.2,772.3,0.0,62,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,0.4,,,,,,30.0,-20.3,No precipitation,12,,,,
13.01.2020 05:00,-12.8,476.2,768.7,,54,Calm  no wind,0,,,, ,,,-17.9,0.4,,,,,,30.0,-20.2,No precipitation,6,,,,
13.01.2020 02:00,-11.0,476.3,769.5,-0.2,47,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,0.4,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
12.01.2020 23:00,-6.9,476.5,772.9,,33,Wind blowing from the south,0,,14,, ,,,-17.9,0.4,,,,,,15.0,-20.5,No precipitation,6,,,,
12.01.2020 20:00,-3.3,475.9,773.9,0.2,22,Wind blowing from the west-northwest,4,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,0.4,,,1000-1500,,,16.0,-22.0,No precipitation,12,,,,
12.01.2020 17:00,0.3,475.7,769.9,,14,Wind blowing from the north-west,6,,14,10%  or less  but not 0, ,,,-17.9,0.4,,,1000-1500,,,30.0,-24.1,No precipitation,6,,,,
12.01.2020 14:00,-2.5,477.3,773.2,-2.2,16,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-2.5,,,,,,30.0,-24.9,No precipitation,12,,,,
12.01.2020 11:00,-11.1,479.5,781.6,,34,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-17.9,-4.8,,,,,,9.0,-23.9,No precipitation,6,,,,
12.01.2020 08:00,-17.6,478.8,782.6,0.2,55,Wind blowing from the west,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-4.8,,,1000-1500,,,30.0,-24.5,No precipitation,12,,,,
