Local time in Hoboksar,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 11:00,-11.5,654.7,776.8,,67,Wind blowing from the north-northwest,4,,,50%., ,,,-14.0,,,,1500-2000,,,30.0,-16.4,No precipitation,6,,,,
24.01.2020 08:00,-12.5,655.0,777.3,-0.9,71,Wind blowing from the north-northwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,,,,1500-2000,,,30.0,-16.7,No precipitation,12,,,,
24.01.2020 05:00,-12.5,655.9,776.8,,74,Wind blowing from the north,3,,,, ,,,-14.0,-4.4,,,,,,30.0,-16.3,No precipitation,6,,,,
24.01.2020 02:00,-13.6,656.2,777.6,-0.1,72,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-4.4,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
23.01.2020 23:00,-12.5,656.3,778.6,,71,Wind blowing from the north-northwest,3,,,, ,,,-14.5,-4.4,,,,,,30.0,-16.7,No precipitation,6,,,,
23.01.2020 20:00,-11.7,656.2,778.8,0.6,74,Wind blowing from the north-northwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-4.4,,,1500-2000,,,30.0,-15.4,No precipitation,12,,,,
23.01.2020 17:00,-5.7,655.6,776.2,,63,Wind blowing from the east-southeast,1,,,60%., ,,,-14.5,-4.4,,,1500-2000,,,27.0,-11.6,No precipitation,6,,,,
23.01.2020 14:00,-6.1,655.9,776.9,0.3,59,Wind blowing from the north-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.5,,,1500-2000,,,23.0,-13.0,No precipitation,12,,,,
23.01.2020 11:00,-11.1,655.6,778.0,,69,Wind blowing from the north-northwest,2,,5,70 – 80%., ,,,-14.5,,,,1500-2000,,,30.0,-15.8,No precipitation,6,,,,
23.01.2020 08:00,-13.2,654.9,777.3,0.5,75,Wind blowing from the north-northeast,2,,5,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,,,,2500 or more  or no clouds.,,,6.0,-16.7,No precipitation,12,,,,
23.01.2020 05:00,-12.0,654.4,775.4,,85,Wind blowing from the north-east,2,,5,, ,,,-14.5,-5.5,,,,,,12.0,-14.1,No precipitation,6,,,,
23.01.2020 02:00,-12.9,654.4,775.5,,78,Wind blowing from the north,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.5,,,2500 or more  or no clouds.,,,17.0,-15.9,No precipitation,12,,,,
22.01.2020 23:00,-13.3,654.2,776.2,,81,Wind blowing from the north,2,,4,, ,,,-15.4,-5.5,,,,,,22.0,-15.9,No precipitation,6,,,,
22.01.2020 20:00,-11.7,653.7,775.8,0.8,86,Wind blowing from the north,3,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-5.5,,,1500-2000,,,19.0,-13.6,Trace of precipitation,12,,,,
22.01.2020 17:00,-8.0,652.9,773.4,,83,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-15.4,-5.5,,,1500-2000,,,15.0,-10.4,Trace of precipitation,6,,,,
22.01.2020 14:00,-7.4,652.8,773.5,,78,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-4.6,,,1500-2000,,,25.0,-10.6,Trace of precipitation,12,,,,
22.01.2020 11:00,-10.4,652.5,774.2,,72,Wind blowing from the north-northwest,2,,,90  or more  but not 100%, ,,,-15.4,,,,1500-2000,,,30.0,-14.6,No precipitation,6,,,,
22.01.2020 08:00,-12.9,651.4,773.0,0.6,68,Wind blowing from the north-northwest,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
22.01.2020 05:00,-11.0,650.8,771.1,,69,Wind blowing from the south-east,2,,,, ,,,-18.1,-4.6,,,,,,27.0,-15.6,No precipitation,6,,,,
22.01.2020 02:00,-12.4,651.1,771.3,,74,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-4.6,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
21.01.2020 23:00,-13.7,651.2,773.4,,78,Wind blowing from the north-northeast,2,,,, ,,,-18.1,-4.6,,,,,,30.0,-16.7,No precipitation,6,,,,
21.01.2020 20:00,-11.4,650.9,773.4,1.2,81,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-4.6,,,1500-2000,,,18.0,-14.0,No precipitation,12,,,,
21.01.2020 17:00,-8.9,649.7,771.1,,72,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-18.1,-4.6,,,1500-2000,,,21.0,-13.0,No precipitation,6,,,,
21.01.2020 14:00,-6.6,650.0,769.8,,63,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-5.4,,,1500-2000,,,29.0,-12.5,No precipitation,12,,,,
21.01.2020 11:00,-13.3,650.1,771.5,,79,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,-18.1,-5.4,,,1500-2000,,,18.0,-16.2,No precipitation,6,,,,
21.01.2020 08:00,-16.9,649.8,771.7,-0.1,84,Wind blowing from the north,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-5.4,,,1500-2000,,,25.0,-19.0,0.1,12,,,,
21.01.2020 05:00,-16.2,649.9,770.8,,84,Wind blowing from the north,4,,,, ,,,-16.8,-5.4,,,,,,30.0,-18.3,No precipitation,6,,,,
21.01.2020 02:00,-11.6,650.5,770.7,-0.3,82,Wind blowing from the north,0,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-5.4,,,2500 or more  or no clouds.,,,4.6,-14.1,No precipitation,12,,,,
20.01.2020 23:00,-11.4,650.8,771.8,,76,Wind blowing from the north,1,,,, ,,,-13.9,-5.4,,,,,,30.0,-14.8,No precipitation,6,,,,
20.01.2020 20:00,-10.1,650.5,771.4,,68,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-5.4,,,1500-2000,,,30.0,-14.9,No precipitation,12,,,,
20.01.2020 17:00,-7.0,650.0,769.9,,49,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,-13.9,-5.4,,,1500-2000,,,30.0,-15.9,No precipitation,6,,,,
20.01.2020 14:00,-7.5,650.6,770.8,0.1,36,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-4.1,,,1500-2000,,,30.0,-20.0,No precipitation,12,,,,
20.01.2020 11:00,-11.2,650.5,771.7,,64,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,,,1500-2000,,,30.0,-16.7,No precipitation,6,,,,
20.01.2020 08:00,-12.2,649.3,770.0,0.3,67,Wind blowing from the north-east,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,30.0,-17.1,No precipitation,12,,,,
20.01.2020 05:00,-11.5,649.0,768.7,,62,Wind blowing from the north-east,2,,,, ,,,-17.0,-4.1,,,,,,30.0,-17.3,No precipitation,6,,,,
20.01.2020 02:00,-11.9,648.9,768.7,-0.6,71,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.1,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
19.01.2020 23:00,-12.4,649.5,771.5,,71,Wind blowing from the north,1,,,, ,,,-17.0,-4.1,,,,,,30.0,-16.7,No precipitation,6,,,,
19.01.2020 20:00,-10.2,649.8,771.5,-0.2,76,Calm  no wind,0,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.1,,,1500-2000,,,30.0,-13.6,No precipitation,12,,,,
19.01.2020 17:00,-7.0,650.0,770.0,,62,Wind blowing from the east,1,,,70 – 80%., ,,,-17.0,-4.1,,,1500-2000,,,30.0,-13.2,No precipitation,6,,,,
19.01.2020 14:00,-6.9,651.3,771.0,-1.0,57,Wind blowing from the east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-6.9,,,1500-2000,,,30.0,-14.0,No precipitation,12,,,,
19.01.2020 11:00,-15.0,652.3,775.5,,71,Wind blowing from the north,3,,,50%., ,,,-17.0,-8.6,,,1500-2000,,,30.0,-19.2,No precipitation,6,,,,
19.01.2020 08:00,-15.9,652.6,775.3,-0.9,75,Wind blowing from the north,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-8.6,,,1500-2000,,,30.0,-19.3,No precipitation,12,,,,
19.01.2020 05:00,-12.1,653.5,775.0,,74,Wind blowing from the east-northeast,1,,,, ,,,-15.6,-8.6,,,,,,30.0,-15.9,No precipitation,6,,,,
19.01.2020 02:00,-9.8,654.6,776.2,-1.3,73,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-8.6,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
18.01.2020 23:00,-15.1,655.9,779.4,,76,Wind blowing from the north,2,,,, ,,,-17.0,-8.6,,,,,,30.0,-18.4,No precipitation,6,,,,
18.01.2020 20:00,-11.9,656.2,778.9,0.2,73,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-8.6,,,1500-2000,,,20.0,-15.8,No precipitation,12,,,,
18.01.2020 17:00,-10.3,656.0,778.2,,72,Wind blowing from the north-east,1,,,70 – 80%., ,,,-18.5,-10.3,,,1500-2000,,,25.0,-14.4,No precipitation,6,,,,
18.01.2020 14:00,-12.6,656.2,779.2,-0.1,79,Wind blowing from the north-northeast,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,20.0,-15.6,No precipitation,12,,,,
18.01.2020 11:00,-13.4,656.3,780.3,,81,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,-18.5,-9.4,,,1500-2000,,,15.0,-16.0,No precipitation,6,,,,
18.01.2020 08:00,-13.0,656.5,780.4,-0.9,72,Wind blowing from the north-east,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-9.4,,,1500-2000,,,30.0,-17.0,No precipitation,12,,,,
18.01.2020 05:00,-12.9,657.4,779.8,,69,Wind blowing from the east,1,,,, ,,,-18.8,-9.4,,,,,,30.0,-17.4,No precipitation,6,,,,
18.01.2020 02:00,-13.4,658.3,781.2,-0.8,66,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-9.4,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
17.01.2020 23:00,-16.6,659.1,784.8,,66,Wind blowing from the north-northwest,3,,,, ,,,-18.8,-9.4,,,,,,30.0,-21.6,No precipitation,6,,,,
17.01.2020 20:00,-17.0,659.3,784.5,0.0,67,Wind blowing from the north,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-9.4,,,1500-2000,,,30.0,-21.7,No precipitation,12,,,,
17.01.2020 17:00,-10.6,659.3,782.5,,56,Wind blowing from the east-northeast,2,,,20–30%., ,,,-18.8,-6.5,,,2500 or more  or no clouds.,,,21.0,-17.7,No precipitation,6,,,,
17.01.2020 14:00,-11.3,660.1,783.2,0.3,52,Wind blowing from the west-northwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-6.5,,,,,,30.0,-19.4,No precipitation,12,,,,
17.01.2020 11:00,-18.2,659.8,783.9,,61,Wind blowing from the north-northwest,3,,,no clouds, ,,,-18.8,-6.5,,,,,,30.0,-23.9,No precipitation,6,,,,
17.01.2020 08:00,-15.7,658.6,781.9,2.1,58,Wind blowing from the north-west,6,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-6.5,,,1500-2000,,,30.0,-22.1,No precipitation,12,,,,
17.01.2020 05:00,-14.2,656.5,779.2,,60,Wind blowing from the west,9,,,, ,,,-15.0,-6.5,,,,,,30.0,-20.3,No precipitation,6,,,,
17.01.2020 02:00,-13.0,656.7,779.2,0.2,68,Wind blowing from the west-northwest,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-6.5,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
16.01.2020 23:00,-9.7,656.5,778.3,,58,Wind blowing from the west,9,,,, ,,,,-6.5,,,,,,30.0,-16.6,No precipitation,6,,,,
16.01.2020 20:00,-10.3,655.5,776.9,0.5,65,Wind blowing from the west-northwest,10,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,30.0,-15.6,No precipitation,12,,,,
16.01.2020 17:00,-10.6,655.0,777.5,,81,Wind blowing from the east-southeast,3,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-6.4,,,1500-2000,,,6.0,-13.2,No precipitation,6,,,,
16.01.2020 14:00,-11.2,655.3,778.0,0.0,83,Wind blowing from the east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-4.5,,,1500-2000,,,6.0,-13.5,No precipitation,12,,,,
16.01.2020 11:00,-12.0,655.3,777.4,,83,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,-16.7,-4.5,,,1500-2000,,,11.0,-14.3,No precipitation,6,,,,
16.01.2020 08:00,-10.3,655.0,777.2,0.0,85,Wind blowing from the west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-4.5,,,2500 or more  or no clouds.,,,20.0,-12.3,No precipitation,12,,,,
16.01.2020 05:00,-15.1,655.0,776.6,,81,Wind blowing from the north-east,1,,,, ,,,-16.7,-4.5,,,,,,30.0,-17.6,No precipitation,6,,,,
16.01.2020 02:00,-15.0,655.1,776.6,-0.3,87,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-4.5,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
15.01.2020 23:00,-11.5,655.4,777.7,,82,Wind blowing from the north-west,1,,,, ,,,-15.4,-4.5,,,,,,28.0,-14.0,No precipitation,6,,,,
15.01.2020 20:00,-13.6,655.3,777.4,1.0,82,Wind blowing from the north,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-4.5,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
15.01.2020 17:00,-6.4,654.3,775.0,,65,Wind blowing from the east,1,,,20–30%., ,,,-15.4,-4.5,,,2500 or more  or no clouds.,,,26.0,-11.9,No precipitation,6,,,,
15.01.2020 14:00,-6.3,654.4,775.0,-0.3,64,Wind blowing from the west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-5.5,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,12,,,,
15.01.2020 11:00,-12.8,654.7,776.6,,77,Wind blowing from the north-east,1,,5,60%., ,,,-15.4,-5.5,,,1500-2000,,,30.0,-16.0,No precipitation,6,,,,
15.01.2020 08:00,-9.9,654.2,775.0,0.0,82,Wind blowing from the north-northeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-5.5,,,1500-2000,,,30.0,-12.5,Trace of precipitation,12,,,,
15.01.2020 05:00,-12.4,654.2,775.3,,79,Wind blowing from the north,4,,5,, ,,,-15.4,-5.5,,,,,,30.0,-15.4,No precipitation,6,,,,
15.01.2020 02:00,-12.2,654.3,775.7,-0.3,79,Wind blowing from the north-northwest,4,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-5.5,,,2500 or more  or no clouds.,,,19.0,-15.2,Trace of precipitation,12,,,,
14.01.2020 23:00,-10.3,654.6,775.9,,88,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-13.8,-5.5,,,,,,6.0,-11.9,Trace of precipitation,6,,,,
14.01.2020 20:00,-9.3,653.7,774.5,1.2,88,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-5.5,,,1500-2000,,,2.9,-10.9,Trace of precipitation,12,,,,
14.01.2020 17:00,-7.8,652.5,772.9,,70,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%, ,,,-13.8,-5.5,,,1500-2000,,,19.0,-12.3,No precipitation,6,,,,
14.01.2020 14:00,-9.5,652.0,773.0,0.8,71,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-6.7,,,1500-2000,,,12.0,-13.9,Trace of precipitation,12,,,,
14.01.2020 11:00,-10.7,651.2,772.6,,84,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-13.8,-6.7,,,1500-2000,,,10.0,-12.9,Trace of precipitation,6,,,,
14.01.2020 08:00,-10.4,650.0,770.5,0.2,77,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-6.7,,,1500-2000,,,13.0,-13.7,Trace of precipitation,12,,,,
14.01.2020 05:00,-10.8,649.8,769.6,,73,Wind blowing from the east,2,,4,, ,,,-13.8,-6.7,,,,,,23.0,-14.7,No precipitation,6,,,,
14.01.2020 02:00,-12.3,649.6,770.2,-0.6,72,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-6.7,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
13.01.2020 23:00,-13.3,650.2,771.8,,72,Wind blowing from the west,1,,4,, ,,,-15.1,-6.7,,,,,,29.0,-17.4,No precipitation,6,,,,
13.01.2020 20:00,-10.6,649.9,770.5,0.6,78,Wind blowing from the north,3,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-6.7,,,1500-2000,,,16.0,-13.7,No precipitation,12,,,,
13.01.2020 17:00,-7.9,649.3,769.6,,67,Wind blowing from the north,2,,3,90  or more  but not 100%, ,,,-15.1,-6.7,,,1500-2000,,,22.0,-13.1,No precipitation,6,,,,
13.01.2020 14:00,-9.5,649.6,770.2,-0.3,65,Wind blowing from the north-west,3,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-7.2,,,1500-2000,,,13.0,-15.0,Trace of precipitation,12,,,,
13.01.2020 11:00,-12.3,649.9,770.8,,79,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-7.2,,,1500-2000,,,12.0,-15.3,No precipitation,6,,,,
13.01.2020 08:00,-11.2,649.5,770.0,0.3,84,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-7.2,,,1500-2000,,,2.5,-13.4,1.0,12,,,,
13.01.2020 05:00,-12.9,649.2,769.5,,82,Wind blowing from the north,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.6,-7.2,,,,,,7.0,-15.3,0.4,6,,,,
13.01.2020 02:00,-12.2,649.6,769.9,-0.6,85,Calm  no wind,0,,,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.2,,,2500 or more  or no clouds.,,,27.0,-14.3,1.0,12,,,,
12.01.2020 23:00,-10.2,650.2,770.8,,88,Wind blowing from the west-southwest,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-7.2,,,,,,2.1,-11.9,1.0,6,,,,
12.01.2020 20:00,-10.3,650.1,771.1,0.4,80,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-7.2,,,1500-2000,,,6.0,-13.1,0.3,12,,,,
12.01.2020 17:00,-8.1,649.7,771.1,,54,Wind blowing from the west-southwest,1,,,90  or more  but not 100%, ,,,-21.1,-7.2,,,1500-2000,,,30.0,-15.8,No precipitation,6,,,,
12.01.2020 14:00,-8.5,650.8,773.4,-0.6,52,Wind blowing from the west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-7.2,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
12.01.2020 11:00,-11.5,651.4,774.9,,65,Wind blowing from the east-northeast,1,,,70 – 80%., ,,,-21.1,-8.4,,,1500-2000,,,30.0,-16.8,No precipitation,6,,,,
12.01.2020 08:00,-13.0,651.6,775.3,-0.4,72,Wind blowing from the east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.4,,,1500-2000,,,30.0,-17.1,No precipitation,12,,,,
12.01.2020 05:00,-16.9,652.0,774.0,,70,Wind blowing from the north-northeast,3,,,, ,,,-21.7,-8.4,,,,,,30.0,-21.1,No precipitation,6,,,,
12.01.2020 02:00,-20.0,652.3,775.8,-1.1,71,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.4,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
11.01.2020 23:00,-20.1,653.4,778.8,,73,Wind blowing from the north,1,,,, ,,,-21.7,-8.4,,,,,,30.0,-23.7,No precipitation,6,,,,
11.01.2020 20:00,-19.5,653.7,779.9,0.5,77,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.4,,,,,,30.0,-22.5,No precipitation,12,,,,
11.01.2020 17:00,-8.8,653.2,776.0,,58,Calm  no wind,0,,,20–30%., ,,,-21.7,-8.4,,,2500 or more  or no clouds.,,,27.0,-15.6,No precipitation,6,,,,
11.01.2020 14:00,-10.9,653.8,777.4,-0.2,62,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-7.7,,,,,,30.0,-16.9,No precipitation,12,,,,
11.01.2020 11:00,-17.6,654.0,778.1,,75,Wind blowing from the north,4,,5,20–30%., ,,,-21.7,-7.7,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,6,,,,
11.01.2020 08:00,-21.2,653.3,777.9,0.2,79,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-7.7,,,,,,30.0,-23.9,0.4,12,,,,
11.01.2020 05:00,-19.3,653.1,776.2,,80,Calm  no wind,0,,,, ,,,-20.4,-7.7,,,,,,30.0,-21.9,No precipitation,6,,,,
