Local time in Wenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 05:00,12.4,761.2,764.7,,96,Wind blowing from the south-west,0,,6,,Mist. ,,,12.2,21.4,,,,,,1.8,11.8,No precipitation,6,,,,
23.01.2020 02:00,12.5,761.2,764.6,0.1,95,Wind blowing from the east-northeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,21.4,,,2500 or more  or no clouds.,,,2.0,11.7,No precipitation,12,,,,
22.01.2020 23:00,13.1,761.1,764.5,,92,Wind blowing from the north-northeast,1,,,,Mist. ,,,11.0,21.4,,,,,,2.6,11.8,No precipitation,6,,,,
22.01.2020 20:00,14.0,760.9,764.4,1.1,88,Wind blowing from the north-east,2,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.4,,,,,,3.7,12.0,No precipitation,12,,,,
22.01.2020 17:00,16.3,759.8,763.3,,78,Wind blowing from the east-northeast,4,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.4,,,2500 or more  or no clouds.,,,5.0,12.5,No precipitation,6,,,,
22.01.2020 14:00,18.4,759.7,763.3,-2.4,69,Wind blowing from the east,3,,7,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.4,,,2500 or more  or no clouds.,,,3.8,12.6,No precipitation,12,,,,
22.01.2020 11:00,18.6,762.1,765.6,,60,Wind blowing from the south-west,2,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.6,,,2500 or more  or no clouds.,,,6.0,10.7,No precipitation,6,,,,
22.01.2020 08:00,12.7,762.4,765.9,0.3,75,Wind blowing from the west,2,,7,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,14.6,,,1500-2000,,,5.0,8.4,No precipitation,12,,,,
22.01.2020 05:00,12.3,762.1,765.7,,72,Wind blowing from the west,3,,5,,Mist. ,,,8.1,14.6,,,,,,4.3,7.4,No precipitation,6,,,,
22.01.2020 02:00,11.2,763.9,767.4,-1.3,77,Wind blowing from the west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.6,,,2500 or more  or no clouds.,,,3.0,7.3,No precipitation,12,,,,
21.01.2020 23:00,11.3,765.2,768.7,,75,Wind blowing from the west-southwest,2,,,,Mist. ,,,7.1,14.6,,,,,,2.8,7.0,No precipitation,6,,,,
21.01.2020 20:00,11.3,765.8,769.4,0.6,72,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.6,,,1500-2000,,,3.1,6.4,No precipitation,12,,,,
21.01.2020 17:00,12.8,765.2,768.8,,64,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.6,,,,,,3.4,6.2,No precipitation,6,,,,
21.01.2020 14:00,13.9,766.1,769.7,-2.6,54,Wind blowing from the west,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.2,,,2500 or more  or no clouds.,,,4.8,4.8,No precipitation,12,,,,
21.01.2020 11:00,11.4,768.7,772.3,,60,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.3,,,1500-2000,,,4.4,3.9,No precipitation,6,,,,
21.01.2020 08:00,8.9,768.3,771.9,1.3,76,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,,,,1500-2000,,,6.0,4.9,No precipitation,12,,,,
21.01.2020 05:00,8.0,767.0,770.6,,84,Wind blowing from the west,1,,5,,Mist. ,,,7.1,14.3,,,,,,5.0,5.5,No precipitation,6,,,,
21.01.2020 02:00,7.1,767.6,771.2,-0.2,83,Wind blowing from the west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.3,,,2500 or more  or no clouds.,,,5.0,4.4,No precipitation,12,,,,
20.01.2020 23:00,8.6,767.8,771.4,,76,Wind blowing from the west,1,,,,Mist. ,,,8.1,14.3,,,,,,5.0,4.6,No precipitation,6,,,,
20.01.2020 20:00,8.7,767.6,771.2,,75,Wind blowing from the north-northeast,1,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.3,,,600-1000,,,5.0,4.5,No precipitation,12,,,,
20.01.2020 17:00,10.4,766.3,769.9,,65,Wind blowing from the east-southeast,3,,7,20–30%., ,,,8.1,14.3,,,2500 or more  or no clouds.,,,8.0,4.1,No precipitation,6,,,,
20.01.2020 14:00,14.0,765.1,768.6,-1.8,55,Wind blowing from the south-southeast,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.3,,,2500 or more  or no clouds.,,,7.0,5.1,No precipitation,12,,,,
20.01.2020 11:00,12.3,766.9,770.5,,57,Wind blowing from the south-east,1,,3,90  or more  but not 100%, ,,,8.1,14.4,,,1500-2000,,,9.0,4.0,No precipitation,6,,,,
20.01.2020 08:00,8.1,766.7,770.3,1.6,78,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,1000-1500,,,6.0,4.5,No precipitation,12,,,,
20.01.2020 05:00,8.4,765.1,768.7,,83,Wind blowing from the north-northeast,1,,4,,Mist. ,,,6.8,,,,,,,5.0,5.7,No precipitation,6,,,,
20.01.2020 02:00,8.7,765.4,769.0,-0.3,80,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.4,,,2500 or more  or no clouds.,,,6.0,5.4,No precipitation,12,,,,
19.01.2020 23:00,9.2,765.7,769.3,,77,Wind blowing from the east-northeast,2,,,,Mist. ,,,6.7,14.4,,,,,,4.9,5.4,No precipitation,6,,,,
19.01.2020 20:00,9.4,765.4,769.0,1.0,77,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.4,,,1000-1500,,,6.0,5.6,No precipitation,12,,,,
19.01.2020 17:00,10.0,764.4,768.0,,73,Wind blowing from the east,2,,,100%., ,,,6.7,14.4,,,1000-1500,,,8.0,5.4,No precipitation,6,,,,
19.01.2020 14:00,13.3,763.4,767.0,-1.8,58,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.4,,,1000-1500,,,13.0,5.2,No precipitation,12,,,,
19.01.2020 11:00,11.4,765.2,768.8,,63,Wind blowing from the west,1,,4,10%  or less  but not 0, ,,,6.7,11.4,,,2500 or more  or no clouds.,,,8.0,4.6,No precipitation,6,,,,
19.01.2020 08:00,7.3,765.1,768.7,0.9,77,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,1000-1500,,,7.0,3.4,Trace of precipitation,12,,,,
19.01.2020 05:00,6.8,764.2,767.8,,78,Wind blowing from the west-northwest,1,,6,, ,,,6.7,,,,,,,8.0,3.1,No precipitation,6,,,,
19.01.2020 02:00,6.7,764.7,768.3,-0.5,71,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,9.9,,,2500 or more  or no clouds.,,,9.0,1.8,No precipitation,12,,,,
18.01.2020 23:00,6.9,765.2,768.8,,65,Wind blowing from the east-northeast,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.9,9.9,,,,,,11.0,0.8,No precipitation,6,,,,
18.01.2020 20:00,7.3,765.3,768.9,1.1,67,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.9,,,1000-1500,,,10.0,1.6,No precipitation,12,,,,
18.01.2020 17:00,7.8,764.2,767.8,,64,Wind blowing from the east,4,,7,90  or more  but not 100%, ,,,7.4,10.9,,,1500-2000,,,13.0,1.4,No precipitation,6,,,,
18.01.2020 14:00,9.1,764.5,768.1,-2.0,59,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,1500-2000,,,14.0,1.5,No precipitation,12,,,,
18.01.2020 11:00,8.2,766.5,770.1,,61,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,7.4,,,,1500-2000,,,14.0,1.1,No precipitation,6,,,,
18.01.2020 08:00,7.4,766.3,769.9,1.3,66,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,1000-1500,,,13.0,1.5,No precipitation,12,,,,
18.01.2020 05:00,7.9,765.0,768.6,,62,Wind blowing from the north,3,,6,, ,,,7.8,14.1,,,,,,20.0,1.1,No precipitation,6,,,,
18.01.2020 02:00,8.2,765.7,769.3,-0.3,60,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.1,,,2500 or more  or no clouds.,,,20.0,0.7,No precipitation,12,,,,
17.01.2020 23:00,8.7,766.0,769.6,,61,Wind blowing from the west,1,,,, ,,,8.7,14.1,,,,,,20.0,1.6,No precipitation,6,,,,
17.01.2020 20:00,9.5,765.8,769.4,1.3,60,Wind blowing from the west-northwest,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,14.1,,,1000-1500,,,20.0,2.1,No precipitation,12,,,,
17.01.2020 17:00,10.9,764.5,768.1,,58,Wind blowing from the north-northwest,3,,8,100%., ,,,8.8,14.1,,,1000-1500,,,20.0,3.0,No precipitation,6,,,,
17.01.2020 14:00,13.7,763.3,766.9,-2.3,52,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.7,,,1000-1500,,,20.0,4.0,0.8,12,,,,
17.01.2020 11:00,12.0,765.6,769.1,,61,Wind blowing from the north-east,3,,8,90  or more  but not 100%, ,,,8.8,12.0,,,,,,20.0,4.7,No precipitation,6,,,,
17.01.2020 08:00,9.4,765.2,768.8,1.6,75,Wind blowing from the north-northwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Drizzle.,8.8,11.3,,,1000-1500,,,20.0,5.2,4.0,12,,,,
17.01.2020 05:00,9.2,763.6,767.1,,80,Wind blowing from the north-west,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.8,11.3,,,,,,20.0,5.9,2.0,6,,,,
17.01.2020 02:00,9.0,763.5,767.1,-0.1,92,Wind blowing from the north,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,11.3,,,2500 or more  or no clouds.,,,7.0,7.8,5.0,12,,,,
16.01.2020 23:00,9.9,763.6,767.2,,91,Wind blowing from the north-west,2,,,,Rain (not freezing) not falling as shower(s). ,,,8.3,11.3,,,,,,20.0,8.5,3.0,6,,,,
16.01.2020 20:00,10.5,763.3,766.9,1.5,94,Wind blowing from the north-west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,11.3,,,300-600,,,5.0,9.6,4.0,12,,,,
16.01.2020 17:00,11.3,761.8,765.3,,97,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.9,11.3,,,300-600,,,3.5,10.8,0.6,6,,,,
16.01.2020 14:00,10.9,761.2,764.7,-1.5,98,Wind blowing from the north-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.9,,,300-600,,,1.8,10.6,4.0,12,,,,
16.01.2020 11:00,10.3,762.7,766.3,,99,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.5,10.3,,,300-600,,,4.6,10.1,3.0,6,,,,
16.01.2020 08:00,9.4,762.7,766.3,0.3,99,Wind blowing from the west,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,6.3,9.4,,,1000-1500,,,2.0,9.3,3.0,12,,,,
16.01.2020 05:00,9.0,762.4,766.0,,99,Wind blowing from the west,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.2,9.0,,,,,,1.5,8.9,0.7,6,,,,
16.01.2020 02:00,8.9,763.6,767.2,-0.8,98,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,8.9,,,2500 or more  or no clouds.,,,1.2,8.6,1.0,12,,,,
15.01.2020 23:00,8.4,764.4,768.0,,97,Wind blowing from the west,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.2,,,,,,,0.9,8.0,0.9,6,,,,
15.01.2020 20:00,8.0,764.8,768.4,0.3,95,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.4,,,2500 or more  or no clouds.,,,1.0,7.2,2.0,12,,,,
15.01.2020 17:00,8.2,764.5,768.1,,85,Wind blowing from the west,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,11.3,,,1000-1500,,,3.3,5.8,No precipitation,6,,,,
15.01.2020 14:00,7.9,764.3,767.9,-2.3,87,Wind blowing from the west-northwest,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,1000-1500,,,2.5,5.9,3.0,12,,,,
15.01.2020 11:00,7.5,766.6,770.2,,88,Wind blowing from the west,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,1000-1500,,,1.8,5.6,3.0,6,,,,
15.01.2020 08:00,6.3,767.4,771.0,0.7,86,Wind blowing from the north-west,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,15.5,,,1000-1500,,,1.9,4.1,1.0,12,,,,
15.01.2020 05:00,8.2,766.7,770.3,,60,Wind blowing from the north,1,,10,,Haze. ,,,8.2,15.5,,,,,,3.5,0.7,No precipitation,6,,,,
15.01.2020 02:00,8.5,766.7,770.3,-0.2,62,Wind blowing from the east-northeast,4,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,15.5,,,2500 or more  or no clouds.,,,3.2,1.6,No precipitation,12,,,,
14.01.2020 23:00,9.9,766.9,770.5,,58,Wind blowing from the east-northeast,3,,,,Haze. ,,,8.5,15.5,,,,,,4.3,2.0,No precipitation,6,,,,
14.01.2020 20:00,10.4,766.3,769.9,1.4,64,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,15.5,,,1500-2000,,,3.0,3.9,No precipitation,12,,,,
14.01.2020 17:00,11.3,764.9,768.5,,70,Wind blowing from the east,4,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,15.5,,,1500-2000,,,3.0,6.0,No precipitation,6,,,,
14.01.2020 14:00,13.7,763.6,767.2,-1.1,63,Wind blowing from the east,2,,7,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,15.5,,,2500 or more  or no clouds.,,,5.0,6.8,No precipitation,12,,,,
14.01.2020 11:00,15.0,764.7,768.2,,56,Wind blowing from the south-east,2,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,15.3,,,2500 or more  or no clouds.,,,5.0,6.3,No precipitation,6,,,,
14.01.2020 08:00,9.4,764.7,768.3,1.4,79,Wind blowing from the west-southwest,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.3,5.9,No precipitation,12,,,,
14.01.2020 05:00,9.1,763.3,766.9,,74,Wind blowing from the west-northwest,1,,5,,Mist. ,,,6.4,11.8,,,,,,5.0,4.7,No precipitation,6,,,,
14.01.2020 02:00,9.5,764.1,767.6,0.2,71,Wind blowing from the west-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,11.8,,,2500 or more  or no clouds.,,,4.6,4.5,No precipitation,12,,,,
13.01.2020 23:00,9.6,763.9,767.5,,70,Wind blowing from the west,1,,,,Mist. ,,,,11.8,,,,,,4.2,4.4,No precipitation,6,,,,
13.01.2020 20:00,10.1,764.2,767.8,1.0,63,Wind blowing from the north-northwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,11.8,,,1000-1500,,,5.0,3.2,No precipitation,12,,,,
13.01.2020 17:00,10.8,763.2,766.8,,61,Wind blowing from the east,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,11.8,,,1000-1500,,,5.0,3.6,No precipitation,6,,,,
13.01.2020 14:00,11.4,762.6,766.2,-1.7,59,Wind blowing from the east,1,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,14.0,,,1000-1500,,,4.7,3.7,No precipitation,12,,,,
13.01.2020 11:00,10.4,764.3,767.9,,59,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,14.0,,,1500-2000,,,5.0,2.7,No precipitation,6,,,,
13.01.2020 08:00,7.5,764.6,768.2,0.1,68,Wind blowing from the north-west,1,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,,,,5.0,2.0,No precipitation,12,,,,
13.01.2020 05:00,7.0,764.5,768.1,,66,Wind blowing from the north-northeast,2,,9,,Mist. ,,,7.0,14.0,,,,,,4.5,1.1,No precipitation,6,,,,
13.01.2020 02:00,7.9,764.6,768.1,-0.5,63,Wind blowing from the east-northeast,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,14.0,,,2500 or more  or no clouds.,,,5.0,1.3,No precipitation,12,,,,
12.01.2020 23:00,8.7,765.1,768.7,,64,Wind blowing from the east-northeast,5,,,, ,,,8.7,14.0,,,,,,7.0,2.1,No precipitation,6,,,,
12.01.2020 20:00,9.4,764.1,767.7,1.6,67,Wind blowing from the east-northeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,14.0,,,1500-2000,,,7.0,3.6,No precipitation,12,,,,
12.01.2020 17:00,10.9,762.5,766.0,,61,Wind blowing from the east,4,,8,no clouds, ,,,9.5,14.0,,,,,,13.0,3.7,No precipitation,6,,,,
12.01.2020 14:00,13.5,761.8,765.4,-2.2,47,Wind blowing from the north-east,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.9,,,2500 or more  or no clouds.,,,20.0,2.4,No precipitation,12,,,,
12.01.2020 11:00,12.5,764.0,767.5,,51,Wind blowing from the north-northeast,2,,8,, ,,,9.5,12.9,,,,,,30.0,2.6,No precipitation,6,,,,
12.01.2020 08:00,9.9,763.9,767.4,1.5,63,Wind blowing from the north-northwest,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.4,,,2500 or more  or no clouds.,,,20.0,3.2,Trace of precipitation,12,,,,
12.01.2020 05:00,10.2,762.4,766.0,,65,Wind blowing from the north,2,,9,, ,,,10.2,13.4,,,,,,20.0,3.9,No precipitation,6,,,,
12.01.2020 02:00,10.9,762.1,765.6,0.3,66,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,13.4,,,2500 or more  or no clouds.,,,20.0,4.8,No precipitation,12,,,,
11.01.2020 23:00,11.2,761.8,765.4,,69,Wind blowing from the north,2,,,,Rain (not freezing) not falling as shower(s). ,,,11.2,13.4,,,,,,20.0,5.7,No precipitation,6,,,,
11.01.2020 20:00,12.1,761.0,764.5,1.3,67,Wind blowing from the north-northwest,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,13.4,,,1500-2000,,,20.0,6.2,0.1,12,,,,
11.01.2020 17:00,12.3,759.7,763.3,,75,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,13.5,,,1500-2000,,,20.0,8.0,0.1,6,,,,
11.01.2020 14:00,12.5,759.4,763.0,-1.5,77,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,14.0,,,1000-1500,,,20.0,8.6,0.4,12,,,,
11.01.2020 11:00,12.9,760.9,764.4,,80,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,20.0,9.5,0.1,6,,,,
11.01.2020 08:00,13.0,760.0,763.6,1.2,89,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.0,,,1000-1500,,,16.0,11.2,0.3,12,,,,
11.01.2020 05:00,13.0,758.8,762.4,,97,Wind blowing from the east-southeast,0,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,,14.0,,,,,,2.0,12.5,0.2,6,,,,
11.01.2020 02:00,13.1,759.6,763.1,-0.3,91,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.0,,,2500 or more  or no clouds.,,,2.3,11.7,No precipitation,12,,,,
10.01.2020 23:00,13.1,759.9,763.4,,90,Wind blowing from the west-northwest,1,,,,Mist. ,,,11.2,14.0,,,,,,2.2,11.5,No precipitation,6,,,,
10.01.2020 20:00,13.4,760.0,763.6,0.2,83,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,14.0,,,2500 or more  or no clouds.,,,3.5,10.6,Trace of precipitation,12,,,,
10.01.2020 17:00,13.6,759.8,763.3,,79,Wind blowing from the west-northwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,14.0,,,1000-1500,,,3.5,10.0,No precipitation,6,,,,
10.01.2020 14:00,13.9,760.0,763.6,-2.7,75,Wind blowing from the south-southwest,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,13.9,,,1000-1500,,,3.8,9.5,Trace of precipitation,12,,,,
10.01.2020 11:00,12.7,762.7,766.3,,76,Wind blowing from the west-southwest,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,13.7,,,1000-1500,,,2.8,8.6,No precipitation,6,,,,
10.01.2020 08:00,11.7,762.9,766.4,0.2,74,Wind blowing from the west,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,4.7,7.2,No precipitation,12,,,,
10.01.2020 05:00,11.3,762.7,766.2,,73,Wind blowing from the west-northwest,1,,4,,Mist. ,,,,,,,,,,4.5,6.6,No precipitation,6,,,,
10.01.2020 02:00,11.3,762.9,766.4,-0.3,73,Wind blowing from the north-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,13.7,,,2500 or more  or no clouds.,,,4.3,6.6,No precipitation,12,,,,
09.01.2020 23:00,11.6,763.2,766.7,,68,Wind blowing from the east-northeast,1,,,,Mist. ,,,8.1,13.7,,,,,,6.0,5.9,No precipitation,6,,,,
09.01.2020 20:00,11.7,763.5,767.0,0.5,70,Wind blowing from the east,2,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,13.7,,,1500-2000,,,6.0,6.4,No precipitation,12,,,,
