Local time in Changbai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 02:00,-21.6,704.5,779.9,,74,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-5.8,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
24.01.2020 20:00,-16.5,704.0,780.8,0.5,64,Wind blowing from the north-northeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-4.7,,,,,,30.0,-21.8,No precipitation,12,,,,
24.01.2020 17:00,-11.5,703.5,779.4,,48,Calm  no wind,0,,,no clouds, ,,,-22.4,-1.2,,,,,,26.0,-20.5,No precipitation,6,,,,
24.01.2020 14:00,-6.8,703.3,778.0,-1.4,26,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,,,,,,,30.0,-23.0,No precipitation,12,,,,
24.01.2020 11:00,-13.3,704.7,779.6,,54,Wind blowing from the south-west,1,,5,no clouds, ,,,-22.4,,,,,,,11.0,-20.8,No precipitation,6,,,,
24.01.2020 08:00,-20.9,705.4,780.6,1.8,70,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,,,,,,,30.0,-25.0,No precipitation,12,,,,
24.01.2020 05:00,-20.8,703.6,778.0,,80,Wind blowing from the north-northeast,3,,7,, ,,,-20.9,0.7,,,,,,30.0,-23.4,No precipitation,6,,,,
24.01.2020 02:00,-17.3,702.7,776.3,,79,Wind blowing from the north-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,0.7,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
23.01.2020 20:00,-4.7,699.8,772.6,2.5,65,Wind blowing from the east-northeast,2,,10,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.7,,,600-1000,,,30.0,-10.4,Trace of precipitation,12,,,,
23.01.2020 17:00,-1.2,697.3,769.3,,66,Wind blowing from the south-west,1,,10,50%., ,,,-9.9,0.7,,,600-1000,,,30.0,-6.8,No precipitation,6,,,,
23.01.2020 14:00,-0.5,696.2,768.1,-1.0,60,Wind blowing from the south-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.1,,,600-1000,,,7.0,-7.4,No precipitation,12,,,,
23.01.2020 11:00,-5.4,697.2,769.8,,68,Wind blowing from the south-west,2,,3,50%., ,,,-11.0,-5.4,,,600-1000,,,18.0,-10.5,No precipitation,6,,,,
23.01.2020 08:00,-8.6,697.9,771.1,0.5,82,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.3,,,600-1000,,,6.0,-11.2,No precipitation,12,,,,
23.01.2020 05:00,-9.3,697.4,770.7,,92,Calm  no wind,0,,,,Mist. ,,,,,,,,,,3.6,-10.4,No precipitation,6,,,,
23.01.2020 02:00,-9.2,697.6,770.5,,91,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.3,,,2500 or more  or no clouds.,,,4.7,-10.4,No precipitation,12,,,,
22.01.2020 20:00,-9.6,698.3,772.6,0.4,92,Wind blowing from the west-southwest,1,,2,60%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-7.3,,,600-1000,,,5.0,-10.7,0.3,12,,,,
22.01.2020 17:00,-9.5,697.9,772.3,,90,Calm  no wind,0,,,60%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-7.3,,,600-1000,,,5.0,-10.9,0.3,6,,,,
22.01.2020 14:00,-7.6,696.7,770.9,,81,Wind blowing from the south-west,0,,2,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-7.6,,,600-1000,,,5.0,-10.4,0.3,12,,,,
22.01.2020 11:00,-11.0,698.4,773.2,,70,Wind blowing from the south-southwest,1,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-8.7,,,600-1000,,,6.0,-15.5,No precipitation,6,,,,
22.01.2020 08:00,-15.2,699.2,774.6,0.6,76,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,5.0,-18.5,No precipitation,12,,,,
22.01.2020 05:00,-17.1,698.6,773.7,,76,Wind blowing from the north-east,1,,2,, ,,,-24.2,-8.7,,,,,,30.0,-20.4,No precipitation,6,,,,
22.01.2020 02:00,-17.7,699.1,773.8,,78,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-8.7,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
21.01.2020 20:00,-16.3,699.2,775.7,1.0,80,Wind blowing from the north,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-8.7,,,600-1000,,,16.0,-19.0,No precipitation,12,,,,
21.01.2020 17:00,-12.9,698.2,774.1,,70,Wind blowing from the south-east,1,,4,no clouds, ,,,-24.2,-8.7,,,,,,30.0,-17.3,No precipitation,6,,,,
21.01.2020 14:00,-9.3,698.3,773.2,-2.6,53,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-7.2,,,,,,29.0,-17.3,No precipitation,12,,,,
21.01.2020 11:00,-15.6,700.9,776.3,,56,Wind blowing from the south,1,,5,no clouds, ,,,-24.2,-6.2,,,,,,18.0,-22.5,No precipitation,6,,,,
21.01.2020 08:00,-22.5,701.6,777.6,1.4,73,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-6.2,,,,,,30.0,-26.1,No precipitation,12,,,,
21.01.2020 05:00,-22.8,700.2,775.6,,79,Wind blowing from the north-east,2,,9,, ,,,-22.8,-6.2,,,,,,30.0,-25.5,No precipitation,6,,,,
21.01.2020 02:00,-20.2,699.1,773.8,,82,Wind blowing from the north-east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-6.2,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
20.01.2020 20:00,-11.3,696.3,770.1,2.6,64,Wind blowing from the south-southeast,1,,12,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-6.2,,,,,,30.0,-16.9,Trace of precipitation,12,,,,
20.01.2020 17:00,-8.9,693.7,767.0,,63,Wind blowing from the east-southeast,2,,12,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-6.2,,,600-1000,,,30.0,-14.8,No precipitation,6,,,,
20.01.2020 14:00,-7.3,691.5,764.0,-0.3,61,Wind blowing from the west-southwest,7,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.1,,,600-1000,,,26.0,-13.7,No precipitation,12,,,,
20.01.2020 11:00,-8.3,691.8,764.5,,70,Wind blowing from the south,1,,2,70 – 80%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.1,,,600-1000,,,6.0,-12.9,No precipitation,6,,,,
20.01.2020 08:00,-12.2,692.4,765.5,1.0,89,Wind blowing from the east,0,,2,60%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-4.1,,,600-1000,,,4.6,-13.7,0.6,12,,,,
20.01.2020 05:00,-12.4,691.4,764.2,,91,Calm  no wind,0,,,,Mist. ,,,-15.5,-4.1,,,,,,6.0,-13.6,0.4,6,,,,
20.01.2020 02:00,-10.8,691.0,763.1,,90,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-4.1,,,2500 or more  or no clouds.,,,10.0,-12.2,0.6,12,,,,
19.01.2020 20:00,-9.3,690.7,764.0,0.7,83,Wind blowing from the north,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-4.1,,,600-1000,,,28.0,-11.7,0.1,12,,,,
19.01.2020 17:00,-7.2,690.0,762.9,,74,Wind blowing from the north-east,1,,7,50%., ,,,-16.4,-4.1,,,600-1000,,,30.0,-11.1,No precipitation,6,,,,
19.01.2020 14:00,-4.1,688.8,761.2,-1.2,61,Wind blowing from the west-southwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-4.1,,,2500 or more  or no clouds.,,,30.0,-10.6,0.1,12,,,,
19.01.2020 11:00,-9.5,690.0,763.5,,73,Wind blowing from the west-southwest,2,,2,90  or more  but not 100%,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-7.8,,,600-1000,,,4.7,-13.5,0.1,6,,,,
19.01.2020 08:00,-14.5,690.4,764.5,-0.2,81,Wind blowing from the south-southwest,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,4.4,-17.1,No precipitation,12,,,,
19.01.2020 05:00,-14.7,690.6,764.3,,81,Calm  no wind,0,,,, ,,,,-7.8,,,,,,13.0,-17.3,No precipitation,6,,,,
19.01.2020 02:00,-15.2,691.4,764.8,,81,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-7.8,,,2500 or more  or no clouds.,,,7.0,-17.8,No precipitation,12,,,,
18.01.2020 20:00,-15.6,693.1,768.5,-0.1,81,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-7.8,,,,,,9.0,-18.2,No precipitation,12,,,,
18.01.2020 17:00,-12.4,693.2,768.1,,69,Wind blowing from the east-northeast,1,,3,no clouds, ,,,-22.1,-7.8,,,,,,27.0,-17.0,No precipitation,6,,,,
18.01.2020 14:00,-8.3,693.1,767.3,-2.6,51,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-8.2,,,,,,17.0,-16.8,No precipitation,12,,,,
18.01.2020 11:00,-14.3,695.7,771.0,,59,Wind blowing from the south-southwest,1,,2,60%., ,,,-22.1,-11.2,,,2500 or more  or no clouds.,,,15.0,-20.7,No precipitation,6,,,,
18.01.2020 08:00,-20.9,697.0,773.3,0.6,80,Wind blowing from the north-east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,29.0,-23.5,No precipitation,12,,,,
18.01.2020 05:00,-20.0,696.4,772.0,,81,Wind blowing from the north-east,1,,2,, ,,,-26.5,-11.2,,,,,,30.0,-22.5,No precipitation,6,,,,
18.01.2020 02:00,-19.8,697.1,772.3,,82,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.2,,,2500 or more  or no clouds.,,,9.0,-22.1,No precipitation,12,,,,
17.01.2020 20:00,-18.8,697.4,774.4,0.6,81,Wind blowing from the north,0,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.2,,,600-1000,,,4.6,-21.3,No precipitation,12,,,,
17.01.2020 17:00,-15.5,696.8,773.3,,70,Wind blowing from the east-northeast,1,,3,20–30%., ,,,-26.5,-11.2,,,2500 or more  or no clouds.,,,29.0,-19.8,No precipitation,6,,,,
17.01.2020 14:00,-12.0,696.7,772.3,,54,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.1,,,,,,30.0,-19.6,No precipitation,12,,,,
17.01.2020 11:00,-18.4,698.8,775.4,,63,Wind blowing from the south-southwest,1,,3,20–30%., ,,,-26.5,-11.1,,,2500 or more  or no clouds.,,,9.0,-23.8,No precipitation,6,,,,
17.01.2020 08:00,-24.6,700.1,777.4,0.3,78,Wind blowing from the east-northeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.1,,,2500 or more  or no clouds.,,,21.0,-27.4,No precipitation,12,,,,
17.01.2020 05:00,-25.2,699.8,776.7,,79,Wind blowing from the north-east,1,,,, ,,,,,,,,,,30.0,-27.8,,,,,,
17.01.2020 02:00,-23.3,699.8,775.9,,81,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-11.1,,,2500 or more  or no clouds.,,,30.0,-25.7,No precipitation,12,,,,
16.01.2020 20:00,-19.0,698.8,776.0,0.8,82,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-11.1,,,,,,8.0,-21.3,No precipitation,12,,,,
16.01.2020 17:00,-15.7,698.0,774.7,,74,Calm  no wind,0,,,no clouds, ,,,-26.6,-11.1,,,,,,27.0,-19.3,No precipitation,6,,,,
16.01.2020 14:00,-12.4,697.6,773.5,-1.9,54,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-10.1,,,,,,15.0,-19.9,No precipitation,12,,,,
16.01.2020 11:00,-17.9,699.5,776.1,,60,Wind blowing from the south-southwest,1,,3,no clouds, ,,,-26.6,-10.1,,,,,,11.0,-23.9,No precipitation,6,,,,
16.01.2020 08:00,-24.5,700.7,778.0,0.6,79,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-10.1,,,,,,23.0,-27.1,No precipitation,12,,,,
16.01.2020 05:00,-25.3,700.1,776.8,,79,Wind blowing from the north-northeast,1,,3,, ,,,-25.3,-10.1,,,,,,30.0,-27.9,No precipitation,6,,,,
16.01.2020 02:00,-23.7,700.0,776.1,,80,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-10.1,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
15.01.2020 20:00,-18.4,699.3,776.2,1.3,83,Wind blowing from the north-northeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-10.1,,,,,,29.0,-20.6,No precipitation,12,,,,
15.01.2020 17:00,-14.3,698.0,774.4,,71,Wind blowing from the north-northeast,1,,3,no clouds, ,,,-24.9,-10.1,,,,,,30.0,-18.5,No precipitation,6,,,,
15.01.2020 14:00,-11.6,697.2,772.8,,56,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-11.5,,,,,,24.0,-18.7,No precipitation,12,,,,
15.01.2020 11:00,-17.1,698.7,775.3,,61,Wind blowing from the south-west,1,,3,no clouds, ,,,-24.9,-11.8,,,,,,7.0,-22.9,No precipitation,6,,,,
15.01.2020 08:00,-22.8,699.7,776.9,0.3,79,Wind blowing from the north,0,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,,,,600-1000,,,12.0,-25.5,No precipitation,12,,,,
15.01.2020 05:00,-24.3,699.4,776.2,,80,Calm  no wind,0,,,, ,,,-26.9,-11.8,,,,,,30.0,-26.8,No precipitation,6,,,,
15.01.2020 02:00,-23.0,699.6,775.6,,80,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-11.8,,,2500 or more  or no clouds.,,,30.0,-25.5,No precipitation,12,,,,
14.01.2020 20:00,-20.0,698.5,775.9,1.1,82,Wind blowing from the north-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-11.8,,,,,,27.0,-22.3,No precipitation,12,,,,
14.01.2020 17:00,-16.4,697.4,774.2,,72,Wind blowing from the east-northeast,1,,3,no clouds, ,,,-26.9,-11.5,,,,,,26.0,-20.3,No precipitation,6,,,,
14.01.2020 14:00,-13.0,696.7,772.5,-1.5,54,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-9.1,,,,,,30.0,-20.5,No precipitation,12,,,,
14.01.2020 11:00,-18.6,698.2,774.7,,58,Wind blowing from the south,1,,5,no clouds, ,,,-26.9,-9.1,,,,,,13.0,-24.9,No precipitation,6,,,,
14.01.2020 08:00,-25.2,699.0,776.0,0.9,73,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-9.1,,,,,,30.0,-28.7,No precipitation,12,,,,
14.01.2020 05:00,-25.6,698.1,774.2,,78,Wind blowing from the north-northeast,1,,6,, ,,,-25.7,-9.1,,,,,,30.0,-28.3,No precipitation,6,,,,
14.01.2020 02:00,-23.4,697.7,773.2,,78,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-9.1,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
13.01.2020 20:00,-17.0,695.8,771.4,1.6,78,Wind blowing from the north-east,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-9.1,,,600-1000,,,30.0,-20.0,No precipitation,12,,,,
13.01.2020 17:00,-11.5,694.2,769.0,,56,Wind blowing from the west,3,,6,70 – 80%., ,,,-20.9,-9.1,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,6,,,,
13.01.2020 14:00,-9.8,692.7,767.0,-0.5,53,Wind blowing from the south,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-9.4,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
13.01.2020 11:00,-13.5,693.2,768.4,,63,Wind blowing from the south,1,,4,40%., ,,,-20.9,-10.2,,,2500 or more  or no clouds.,,,26.0,-19.1,No precipitation,6,,,,
13.01.2020 08:00,-18.6,693.4,768.9,1.2,80,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,,,,600-1000,,,11.0,-21.2,No precipitation,12,,,,
13.01.2020 05:00,-19.9,692.2,767.3,,79,Wind blowing from the north-east,1,,4,, ,,,-22.4,-10.2,,,,,,30.0,-22.7,No precipitation,6,,,,
13.01.2020 02:00,-19.8,692.3,766.8,,80,Wind blowing from the north-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-10.2,,,2500 or more  or no clouds.,,,30.0,-22.4,No precipitation,12,,,,
12.01.2020 20:00,-18.0,691.6,767.3,0.6,86,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-10.2,,,,,,13.0,-19.8,No precipitation,12,,,,
12.01.2020 17:00,-14.8,691.0,766.0,,81,Wind blowing from the north-east,1,,,no clouds, ,,,-22.4,-10.2,,,,,,29.0,-17.4,No precipitation,6,,,,
12.01.2020 14:00,-11.0,690.7,765.0,-1.8,62,Wind blowing from the west-southwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-9.6,,,2500 or more  or no clouds.,,,17.0,-17.0,No precipitation,12,,,,
12.01.2020 11:00,-15.5,692.5,767.5,,64,Wind blowing from the south-southwest,1,,3,no clouds, ,,,-22.4,-9.6,,,,,,30.0,-20.9,No precipitation,6,,,,
12.01.2020 08:00,-21.3,693.8,769.6,0.6,80,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-9.6,,,600-1000,,,22.0,-23.9,No precipitation,12,,,,
12.01.2020 05:00,-20.9,693.2,768.5,,81,Wind blowing from the north-northeast,1,,3,, ,,,-23.4,-9.6,,,,,,30.0,-23.3,No precipitation,6,,,,
12.01.2020 02:00,-19.8,694.0,768.7,,82,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-9.6,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
11.01.2020 20:00,-16.9,694.6,770.5,0.8,85,Wind blowing from the north-east,2,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-9.6,,,600-1000,,,5.0,-18.9,No precipitation,12,,,,
11.01.2020 17:00,-14.3,693.8,769.4,,80,Wind blowing from the west,1,,3,20–30%., ,,,-23.4,-9.6,,,600-1000,,,20.0,-17.0,No precipitation,6,,,,
11.01.2020 14:00,-10.4,693.2,768.0,-1.6,60,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-8.0,,,,,,30.0,-16.8,No precipitation,12,,,,
11.01.2020 11:00,-15.8,694.8,770.2,,65,Wind blowing from the south-southwest,1,,2,20–30%., ,,,-23.4,-8.0,,,2500 or more  or no clouds.,,,10.0,-21.0,No precipitation,6,,,,
11.01.2020 08:00,-21.5,695.5,771.5,0.5,80,Wind blowing from the east-northeast,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-8.0,,,600-1000,,,10.0,-24.1,No precipitation,12,,,,
11.01.2020 05:00,-22.8,695.0,770.6,,80,Calm  no wind,0,,,, ,,,-23.1,-8.0,,,,,,20.0,-25.3,0.2,6,,,,
11.01.2020 02:00,-21.4,695.1,769.8,,81,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-8.0,,,2500 or more  or no clouds.,,,15.0,-23.8,No precipitation,12,,,,
10.01.2020 20:00,-16.6,694.7,769.5,0.5,87,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-8.0,,,,,,11.0,-18.3,0.1,12,,,,
10.01.2020 17:00,-13.3,694.2,768.3,,79,Wind blowing from the east-northeast,1,,3,no clouds, ,,,-14.2,-8.0,,,,,,25.0,-16.2,No precipitation,6,,,,
10.01.2020 14:00,-8.6,694.3,767.8,-1.6,64,Wind blowing from the west,2,,3,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.4,,,,,,30.0,-14.3,0.1,12,,,,
10.01.2020 11:00,-11.5,695.9,769.8,,70,Wind blowing from the west-southwest,2,,3,, ,,,-14.2,,,,,,,16.0,-16.0,0.1,6,,,,
10.01.2020 08:00,-14.1,697.6,772.0,0.3,82,Wind blowing from the west-southwest,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,,,,600-1000,,,8.0,-16.6,No precipitation,12,,,,
10.01.2020 05:00,-13.7,697.3,771.6,,85,Calm  no wind,0,,,, ,,,-13.8,,,,,,,14.0,-15.7,No precipitation,6,,,,
