Local time in Jinghong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.02.2020 08:00,15.5,715.5,765.5,0.8,85,Wind blowing from the west,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,28.9,,,1500-2000,,,12.0,13.0,No precipitation,12,,,,
23.02.2020 05:00,16.1,714.7,764.2,,81,Wind blowing from the west,1,,5,, ,,,16.1,28.9,,,,,,14.0,12.8,No precipitation,6,,,,
23.02.2020 02:00,17.6,715.6,765.2,,76,Wind blowing from the west,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,28.9,,,2500 or more  or no clouds.,,,15.0,13.3,No precipitation,12,,,,
22.02.2020 20:00,25.0,714.1,763.9,0.6,48,Wind blowing from the east,1,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,28.9,,,1500-2000,,,22.0,13.2,No precipitation,12,,,,
22.02.2020 17:00,28.6,713.5,762.8,,39,Wind blowing from the south-southeast,1,,5,50%., ,,,16.8,30.9,,,1500-2000,,,19.0,13.3,No precipitation,6,,,,
22.02.2020 14:00,27.1,715.9,765.4,-2.4,43,Wind blowing from the south-southeast,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,30.9,,,1500-2000,,,20.0,13.5,No precipitation,12,,,,
22.02.2020 11:00,21.7,718.3,768.1,,67,Wind blowing from the north-east,0,,2,90  or more  but not 100%, ,,,16.8,,,,1500-2000,,,12.0,15.3,No precipitation,6,,,,
22.02.2020 08:00,16.8,716.7,766.5,1.1,86,Wind blowing from the north,0,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,30.9,,,1500-2000,,,9.0,14.4,No precipitation,12,,,,
22.02.2020 05:00,17.6,715.6,765.0,,83,Wind blowing from the west,1,,6,, ,,,14.9,30.9,,,,,,12.0,14.7,No precipitation,6,,,,
22.02.2020 02:00,19.4,716.2,765.7,,76,Wind blowing from the south-southeast,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,30.9,,,2500 or more  or no clouds.,,,14.0,15.1,No precipitation,12,,,,
21.02.2020 20:00,27.0,713.5,763.2,0.9,47,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,30.9,,,1500-2000,,,17.0,14.7,No precipitation,12,,,,
21.02.2020 17:00,30.6,712.6,761.8,,37,Wind blowing from the east-southeast,1,,5,60%., ,,,14.9,30.8,,,1500-2000,,,15.0,14.3,No precipitation,6,,,,
21.02.2020 14:00,28.0,714.7,764.2,-2.1,43,Wind blowing from the east-northeast,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,30.3,,,1500-2000,,,14.0,14.3,No precipitation,12,,,,
21.02.2020 11:00,21.8,716.8,766.6,,61,Wind blowing from the south-east,1,,2,20–30%., ,,,14.9,30.3,,,1500-2000,,,8.0,14.0,No precipitation,6,,,,
21.02.2020 08:00,14.9,714.7,764.6,,90,Wind blowing from the west,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,30.3,,,600-1000,,,6.0,13.3,No precipitation,12,,,,
21.02.2020 05:00,16.4,713.1,762.4,,85,Calm  no wind,0,,,, ,,,14.0,30.3,,,,,,9.0,13.9,No precipitation,6,,,,
21.02.2020 02:00,18.9,713.4,762.7,,74,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,30.3,,,2500 or more  or no clouds.,,,11.0,14.2,No precipitation,12,,,,
20.02.2020 20:00,26.4,711.0,760.7,1.1,44,Wind blowing from the south-southeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,30.3,,,1500-2000,,,12.0,13.2,No precipitation,12,,,,
20.02.2020 17:00,30.3,709.9,759.1,,36,Wind blowing from the east-southeast,2,,5,50%., ,,,14.0,30.3,,,1500-2000,,,14.0,13.6,No precipitation,6,,,,
20.02.2020 14:00,27.5,712.4,761.9,-2.6,44,Wind blowing from the east,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,28.1,,,1500-2000,,,14.0,14.2,No precipitation,12,,,,
20.02.2020 11:00,20.7,715.0,765.1,,63,Wind blowing from the east,1,,2,20–30%., ,,,14.0,28.1,,,1500-2000,,,11.0,13.4,No precipitation,6,,,,
20.02.2020 08:00,14.1,713.6,763.7,1.6,90,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,28.1,,,1500-2000,,,7.0,12.5,No precipitation,12,,,,
20.02.2020 05:00,15.1,712.0,761.6,,88,Wind blowing from the west,1,,4,, ,,,14.1,28.1,,,,,,8.0,13.1,No precipitation,6,,,,
20.02.2020 02:00,16.5,712.3,762.0,,83,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,28.1,,,2500 or more  or no clouds.,,,9.0,13.6,No precipitation,12,,,,
19.02.2020 20:00,23.9,710.5,760.4,0.3,54,Wind blowing from the east-northeast,1,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,28.1,,,1500-2000,,,14.0,14.0,No precipitation,12,,,,
19.02.2020 17:00,28.0,710.2,759.4,,40,Wind blowing from the south-southwest,1,,4,10%  or less  but not 0, ,,,14.1,28.0,,,1500-2000,,,19.0,13.2,No precipitation,6,,,,
19.02.2020 14:00,24.6,713.2,762.8,-2.7,49,Wind blowing from the east-southeast,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,24.9,,,1500-2000,,,18.0,13.2,No precipitation,12,,,,
19.02.2020 11:00,19.8,715.9,766.1,,62,Wind blowing from the south,1,,3,20–30%., ,,,14.1,22.9,,,1500-2000,,,13.0,12.3,No precipitation,6,,,,
19.02.2020 08:00,14.4,714.6,765.1,1.4,89,Wind blowing from the west,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,22.9,,,1500-2000,,,8.0,12.6,No precipitation,12,,,,
19.02.2020 05:00,16.4,713.2,763.2,,79,Wind blowing from the west,0,,5,, ,,,16.4,22.9,,,,,,12.0,12.8,No precipitation,6,,,,
19.02.2020 02:00,18.0,713.8,763.7,,68,Wind blowing from the west-southwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,22.9,,,2500 or more  or no clouds.,,,14.0,12.0,No precipitation,12,,,,
18.02.2020 20:00,20.2,712.1,762.1,0.5,59,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.1,,,1500-2000,,,16.0,11.9,No precipitation,12,,,,
18.02.2020 17:00,21.8,711.6,761.4,,54,Wind blowing from the east-southeast,2,,5,100%., ,,,17.7,27.9,,,1500-2000,,,17.0,12.1,No precipitation,6,,,,
18.02.2020 14:00,21.7,713.4,763.3,-2.2,53,Wind blowing from the east-northeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,1500-2000,,,16.0,11.7,No precipitation,12,,,,
18.02.2020 11:00,19.0,715.6,765.7,,61,Wind blowing from the south-southeast,2,,3,100%., ,,,17.7,,,,1500-2000,,,10.0,11.3,No precipitation,6,,,,
18.02.2020 08:00,18.0,714.0,763.9,0.6,67,Wind blowing from the south-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,28.2,,,1500-2000,,,13.0,11.8,No precipitation,12,,,,
18.02.2020 05:00,17.8,713.4,762.8,,69,Wind blowing from the west,1,,7,, ,,,11.9,28.2,,,,,,13.0,12.0,No precipitation,6,,,,
18.02.2020 02:00,18.4,714.1,763.7,,67,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,28.2,,,2500 or more  or no clouds.,,,11.0,12.2,No precipitation,12,,,,
17.02.2020 20:00,23.1,711.8,762.1,1.7,52,Wind blowing from the east-southeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,28.2,,,1500-2000,,,13.0,12.7,No precipitation,12,,,,
17.02.2020 17:00,28.0,710.1,759.7,,38,Wind blowing from the south-east,3,,6,50%., ,,,11.9,30.6,,,1500-2000,,,13.0,12.4,No precipitation,6,,,,
17.02.2020 14:00,25.8,712.4,762.1,-2.7,40,Wind blowing from the east,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,30.8,,,1500-2000,,,13.0,11.2,No precipitation,12,,,,
17.02.2020 11:00,18.9,715.1,765.4,,54,Wind blowing from the south-southeast,1,,3,20–30%., ,,,11.9,,,,1500-2000,,,11.0,9.4,No precipitation,6,,,,
17.02.2020 08:00,12.0,713.2,763.3,1.8,81,Wind blowing from the south-southwest,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,30.8,,,1500-2000,,,11.0,8.8,No precipitation,12,,,,
17.02.2020 05:00,13.2,711.4,760.9,,72,Wind blowing from the west,1,,3,, ,,,11.9,30.8,,,,,,13.0,8.3,No precipitation,6,,,,
17.02.2020 02:00,15.3,711.6,761.2,,64,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,30.8,,,2500 or more  or no clouds.,,,13.0,8.5,No precipitation,12,,,,
16.02.2020 20:00,24.6,709.0,758.9,0.9,37,Wind blowing from the east,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,30.8,,,,,,12.0,9.0,No precipitation,12,,,,
16.02.2020 17:00,30.5,708.1,757.3,,23,Wind blowing from the east,1,,4,10%  or less  but not 0, ,,,11.9,30.8,,,1500-2000,,,14.0,7.0,No precipitation,6,,,,
16.02.2020 14:00,26.9,710.4,759.9,-2.9,31,Wind blowing from the south-east,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,30.0,,,1500-2000,,,16.0,8.4,No precipitation,12,,,,
16.02.2020 11:00,18.8,713.3,763.5,,56,Wind blowing from the south-southeast,1,,2,20–30%., ,,,11.9,,,,1500-2000,,,11.0,9.8,No precipitation,6,,,,
16.02.2020 08:00,11.9,712.1,762.3,1.6,86,Wind blowing from the west-southwest,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,30.0,,,600-1000,,,9.0,9.6,No precipitation,12,,,,
16.02.2020 05:00,13.3,710.5,759.9,,78,Wind blowing from the west,0,,4,, ,,,10.8,30.0,,,,,,11.0,9.5,No precipitation,6,,,,
16.02.2020 02:00,15.3,710.4,759.8,,71,Wind blowing from the west-northwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,30.0,,,2500 or more  or no clouds.,,,10.0,10.1,No precipitation,12,,,,
15.02.2020 20:00,23.9,707.6,757.6,1.6,35,Wind blowing from the south,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,30.0,,,1500-2000,,,12.0,7.5,No precipitation,12,,,,
15.02.2020 17:00,29.7,706.0,755.2,,22,Wind blowing from the south,1,,5,10%  or less  but not 0, ,,,10.8,30.0,,,1500-2000,,,19.0,5.7,No precipitation,6,,,,
15.02.2020 14:00,27.7,707.7,757.0,-2.8,27,Wind blowing from the south-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,29.5,,,1500-2000,,,17.0,7.0,No precipitation,12,,,,
15.02.2020 11:00,18.6,710.5,760.5,,51,Wind blowing from the south,1,,2,no clouds, ,,,10.8,,,,,,,15.0,8.3,No precipitation,6,,,,
15.02.2020 08:00,10.8,709.0,759.1,1.5,82,Wind blowing from the south-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,29.5,,,600-1000,,,13.0,7.9,No precipitation,12,,,,
15.02.2020 05:00,12.3,707.5,756.9,,75,Wind blowing from the south-west,1,,7,, ,,,11.4,29.5,,,,,,15.0,8.0,No precipitation,6,,,,
15.02.2020 02:00,14.7,707.6,757.0,,65,Wind blowing from the west,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,29.5,,,2500 or more  or no clouds.,,,16.0,8.2,No precipitation,12,,,,
14.02.2020 20:00,24.1,705.0,754.7,1.3,34,Wind blowing from the south-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,29.5,,,,,,11.0,7.3,No precipitation,12,,,,
14.02.2020 17:00,28.6,703.7,752.8,,24,Wind blowing from the south,3,,8,no clouds, ,,,11.4,30.7,,,,,,19.0,6.1,No precipitation,6,,,,
14.02.2020 14:00,27.1,705.5,754.6,-3.0,31,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,30.9,,,,,,18.0,8.5,No precipitation,12,,,,
14.02.2020 11:00,18.8,708.5,758.3,,54,Wind blowing from the south,1,,2,no clouds, ,,,11.4,,,,,,,14.0,9.3,No precipitation,6,,,,
14.02.2020 08:00,11.5,707.4,757.2,0.7,77,Wind blowing from the west-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,30.9,,,600-1000,,,14.0,7.6,No precipitation,12,,,,
14.02.2020 05:00,13.5,706.7,755.8,,70,Wind blowing from the west-southwest,1,,7,, ,,,12.7,30.9,,,,,,15.0,8.1,No precipitation,6,,,,
14.02.2020 02:00,15.5,707.5,756.7,,62,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,30.9,,,2500 or more  or no clouds.,,,16.0,8.3,No precipitation,12,,,,
13.02.2020 20:00,25.4,706.0,755.5,0.8,30,Wind blowing from the south,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,30.9,,,,,,17.0,6.6,No precipitation,12,,,,
13.02.2020 17:00,30.7,705.2,754.1,,17,Wind blowing from the south-southwest,3,,7,no clouds, ,,,12.7,30.9,,,,,,26.0,2.9,No precipitation,6,,,,
13.02.2020 14:00,28.2,708.1,757.2,-3.3,29,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,32.1,,,,,,23.0,8.5,No precipitation,12,,,,
13.02.2020 11:00,19.8,711.4,761.2,,53,Wind blowing from the south-southwest,1,,2,no clouds, ,,,12.7,,,,,,,14.0,10.0,No precipitation,6,,,,
13.02.2020 08:00,12.7,710.9,760.8,1.0,83,Wind blowing from the west,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,32.1,,,1500-2000,,,13.0,9.9,No precipitation,12,,,,
13.02.2020 05:00,14.9,709.9,759.1,,74,Wind blowing from the west,1,,5,, ,,,13.7,32.1,,,,,,16.0,10.3,No precipitation,6,,,,
13.02.2020 02:00,17.3,709.8,758.9,,61,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,32.1,,,2500 or more  or no clouds.,,,25.0,9.7,No precipitation,12,,,,
12.02.2020 20:00,25.6,708.2,757.9,0.8,33,Wind blowing from the west-northwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,32.1,,,1500-2000,,,25.0,8.1,No precipitation,12,,,,
12.02.2020 17:00,30.4,707.4,756.4,,21,Wind blowing from the west,3,,7,40%., ,,,13.7,32.1,,,1500-2000,,,30.0,5.6,No precipitation,6,,,,
12.02.2020 14:00,28.7,709.6,758.7,-3.1,25,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,30.2,,,,,,24.0,6.7,No precipitation,12,,,,
12.02.2020 11:00,21.2,712.7,762.5,,52,Wind blowing from the south-southeast,1,,2,no clouds, ,,,13.7,30.2,,,,,,17.0,11.0,No precipitation,6,,,,
12.02.2020 08:00,13.7,712.0,761.9,1.1,80,Wind blowing from the east,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,30.2,,,600-1000,,,18.0,10.3,No precipitation,12,,,,
12.02.2020 05:00,16.1,710.9,760.3,,72,Wind blowing from the west-southwest,1,,5,, ,,,15.2,30.2,,,,,,17.0,11.1,No precipitation,6,,,,
12.02.2020 02:00,18.2,711.3,760.6,,64,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,30.2,,,2500 or more  or no clouds.,,,19.0,11.3,No precipitation,12,,,,
11.02.2020 20:00,24.7,709.1,758.8,0.6,46,Wind blowing from the north-east,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,30.2,,,1500-2000,,,19.0,12.3,0.1,12,,,,
11.02.2020 17:00,28.7,708.5,757.6,,40,Wind blowing from the east-northeast,1,,5,40%., ,,,15.2,29.6,,,1500-2000,,,22.0,13.8,No precipitation,6,,,,
11.02.2020 14:00,26.8,711.0,760.3,-2.9,49,Wind blowing from the east-northeast,1,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,28.2,,,1500-2000,,,15.0,15.2,0.1,12,,,,
11.02.2020 11:00,19.2,713.9,763.9,,82,Wind blowing from the west-northwest,1,,2,20–30%., ,,,15.2,,,,1500-2000,,,8.0,16.1,0.1,6,,,,
11.02.2020 08:00,15.2,712.4,762.3,1.2,94,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,28.2,,,2500 or more  or no clouds.,,,5.0,14.2,0.3,12,,,,
11.02.2020 05:00,16.3,711.2,760.6,,92,Wind blowing from the west,1,,7,,Mist. ,,,16.3,28.2,,,,,,6.0,15.0,0.3,6,,,,
11.02.2020 02:00,18.4,711.3,760.6,,92,Wind blowing from the east,0,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,28.2,,,2500 or more  or no clouds.,,,7.0,17.1,0.3,12,,,,
10.02.2020 20:00,24.1,709.4,758.9,1.0,58,Wind blowing from the east,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,28.2,,,1500-2000,,,14.0,15.3,No precipitation,12,,,,
10.02.2020 17:00,28.0,708.4,757.5,,44,Wind blowing from the east-northeast,1,,8,40%., ,,,17.3,29.8,,,1500-2000,,,19.0,14.6,No precipitation,6,,,,
10.02.2020 14:00,26.9,710.4,759.6,-2.5,47,Wind blowing from the south-southeast,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,29.9,,,1500-2000,,,19.0,14.6,No precipitation,12,,,,
10.02.2020 11:00,21.1,712.9,762.5,,72,Wind blowing from the west-southwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,,,,1500-2000,,,4.0,15.9,No precipitation,6,,,,
10.02.2020 08:00,17.3,711.6,761.0,1.1,87,Wind blowing from the west-northwest,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,29.9,,,600-1000,,,6.0,15.1,No precipitation,12,,,,
10.02.2020 05:00,18.3,710.5,759.6,,84,Wind blowing from the north-northwest,1,,8,, ,,,16.2,29.9,,,,,,8.0,15.6,No precipitation,6,,,,
10.02.2020 02:00,19.4,711.5,760.8,,78,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,29.9,,,2500 or more  or no clouds.,,,9.0,15.5,No precipitation,12,,,,
09.02.2020 20:00,26.6,709.9,759.4,0.4,49,Wind blowing from the south,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,29.9,,,1500-2000,,,13.0,15.0,No precipitation,12,,,,
09.02.2020 17:00,29.7,709.5,758.5,,41,Wind blowing from the south,3,,6,70 – 80%., ,,,16.2,29.9,,,1500-2000,,,13.0,15.1,No precipitation,6,,,,
09.02.2020 14:00,26.9,711.7,760.9,-3.0,50,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,29.3,,,1500-2000,,,12.0,15.6,No precipitation,12,,,,
09.02.2020 11:00,21.8,714.7,764.4,,66,Wind blowing from the south,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,29.3,,,1500-2000,,,6.0,15.2,No precipitation,6,,,,
09.02.2020 08:00,16.3,713.3,763.2,1.0,87,Wind blowing from the south-west,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,29.3,,,600-1000,,,8.0,14.1,No precipitation,12,,,,
09.02.2020 05:00,17.9,712.3,761.6,,81,Wind blowing from the south,0,,2,, ,,,13.9,29.3,,,,,,10.0,14.6,No precipitation,6,,,,
09.02.2020 02:00,19.7,712.6,761.8,,74,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,29.3,,,2500 or more  or no clouds.,,,10.0,14.9,No precipitation,12,,,,
08.02.2020 20:00,24.2,710.9,760.8,1.3,52,Wind blowing from the south-west,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,29.3,,,1500-2000,,,11.0,13.7,No precipitation,12,,,,
08.02.2020 17:00,28.8,709.6,758.9,,37,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%, ,,,13.9,29.8,,,1500-2000,,,15.0,12.7,No precipitation,6,,,,
08.02.2020 14:00,27.6,711.9,761.4,-2.4,39,Wind blowing from the east-southeast,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,29.9,,,1500-2000,,,17.0,12.4,No precipitation,12,,,,
08.02.2020 11:00,21.1,714.3,764.2,,58,Wind blowing from the east-southeast,1,,2,20–30%., ,,,13.9,29.9,,,1500-2000,,,13.0,12.5,No precipitation,6,,,,
08.02.2020 08:00,14.0,712.6,762.6,1.3,84,Wind blowing from the south-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,29.9,,,600-1000,,,11.0,11.3,No precipitation,12,,,,
08.02.2020 05:00,15.7,711.3,760.6,,79,Wind blowing from the south-southwest,0,,5,, ,,,10.8,29.9,,,,,,12.0,12.1,No precipitation,6,,,,
