Local time in Zhongxiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 20:00,8.1,759.4,769.6,1.8,87,Wind blowing from the north-northwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,9.5,,,2500 or more  or no clouds.,,,8.0,6.1,No precipitation,12,,,,
23.01.2020 17:00,9.4,757.6,767.7,,74,Wind blowing from the north-northeast,3,,6,100%., ,,,2.1,9.5,,,2500 or more  or no clouds.,,,9.0,5.0,No precipitation,6,,,,
23.01.2020 14:00,7.6,757.5,767.7,-2.2,90,Wind blowing from the north-west,2,,6,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,9.1,,,2500 or more  or no clouds.,,,2.2,6.1,No precipitation,12,,,,
23.01.2020 11:00,4.4,759.7,769.9,,99,Wind blowing from the west-northwest,3,,6,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,,,,2500 or more  or no clouds.,,,0.9,4.3,No precipitation,6,,,,
23.01.2020 08:00,2.6,758.5,768.7,1.5,99,Wind blowing from the north-west,2,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,9.1,,,300-600,,,0.7,2.5,No precipitation,12,,,,
23.01.2020 05:00,2.9,757.0,767.1,,99,Wind blowing from the north-west,3,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,2.9,9.1,,,,,,0.5,2.8,No precipitation,6,,,,
23.01.2020 02:00,3.3,758.0,768.2,,99,Wind blowing from the north-northwest,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,9.1,,,2500 or more  or no clouds.,,,0.8,3.2,No precipitation,12,,,,
22.01.2020 20:00,6.5,757.5,767.7,1.3,89,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,9.1,,,2500 or more  or no clouds.,,,3.1,4.8,1.0,12,,,,
22.01.2020 17:00,8.7,756.2,766.3,,79,Wind blowing from the north-west,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,9.5,,,2500 or more  or no clouds.,,,4.1,5.3,No precipitation,6,,,,
22.01.2020 14:00,8.8,756.2,766.3,-2.0,79,Wind blowing from the north-west,3,,7,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,4.3,9.8,,,2500 or more  or no clouds.,,,4.0,5.4,12.0,12,,,,
22.01.2020 11:00,6.5,758.2,768.3,,99,Wind blowing from the north-northwest,4,,7,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,4.3,9.8,,,2500 or more  or no clouds.,,,1.2,6.4,12.0,6,,,,
22.01.2020 08:00,4.5,756.8,766.9,1.3,99,Wind blowing from the north-west,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.3,9.8,,,300-600,,,0.4,4.4,11.0,12,,,,
22.01.2020 05:00,4.5,755.5,765.6,,99,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,4.5,9.8,,,,,,1.0,4.4,0.7,6,,,,
22.01.2020 02:00,4.7,756.4,766.6,,96,Wind blowing from the north-west,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,9.8,,,2500 or more  or no clouds.,,,2.1,4.1,No precipitation,12,,,,
21.01.2020 20:00,7.7,757.0,767.2,1.7,87,Wind blowing from the north-northwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,9.8,,,2500 or more  or no clouds.,,,3.8,5.7,No precipitation,12,,,,
21.01.2020 17:00,9.5,755.3,765.4,,73,Wind blowing from the south-southwest,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,11.9,,,2500 or more  or no clouds.,,,5.0,4.9,No precipitation,6,,,,
21.01.2020 14:00,9.4,756.0,766.0,-2.2,70,Wind blowing from the east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,,,,2500 or more  or no clouds.,,,5.0,4.2,No precipitation,12,,,,
21.01.2020 11:00,8.6,758.2,768.3,,72,Wind blowing from the east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,2500 or more  or no clouds.,,,5.0,3.8,No precipitation,6,,,,
21.01.2020 08:00,7.4,757.6,767.6,0.8,72,Wind blowing from the south-southeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,2.7,No precipitation,12,,,,
21.01.2020 05:00,7.6,756.8,766.8,,68,Wind blowing from the south-east,1,,,, ,,,,,,,,,,7.0,2.1,,,,,,
21.01.2020 02:00,7.7,758.2,768.2,,65,Wind blowing from the south-east,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,13.1,,,2500 or more  or no clouds.,,,8.0,1.5,No precipitation,12,,,,
20.01.2020 20:00,8.8,759.1,769.3,1.4,73,Wind blowing from the south,3,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,13.1,,,2500 or more  or no clouds.,,,5.0,4.2,No precipitation,12,,,,
20.01.2020 17:00,12.0,757.7,767.8,,55,Wind blowing from the south-southwest,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,9.0,3.2,,,,,,
20.01.2020 14:00,12.2,758.5,768.6,-2.4,54,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,12.2,,,2500 or more  or no clouds.,,,7.0,3.2,No precipitation,12,,,,
20.01.2020 11:00,6.9,760.9,771.1,,75,Wind blowing from the north-west,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,2500 or more  or no clouds.,,,5.0,2.8,No precipitation,6,,,,
20.01.2020 08:00,4.6,759.4,769.6,1.2,77,Wind blowing from the east,2,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.1,,,2500 or more  or no clouds.,,,6.0,0.9,No precipitation,12,,,,
20.01.2020 05:00,5.1,758.2,768.2,,74,Wind blowing from the east,2,,4,,Haze. ,,,1.0,12.1,,,,,,6.0,0.7,No precipitation,6,,,,
20.01.2020 02:00,5.6,759.2,769.3,,73,Wind blowing from the south-east,3,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,12.1,,,2500 or more  or no clouds.,,,7.0,1.0,No precipitation,12,,,,
19.01.2020 20:00,7.7,759.1,769.3,1.2,62,Wind blowing from the south,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,12.1,,,2500 or more  or no clouds.,,,8.0,0.9,No precipitation,12,,,,
19.01.2020 17:00,11.3,757.9,768.0,,41,Wind blowing from the south-southwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,17.0,-1.5,,,,,,
19.01.2020 14:00,9.8,758.9,769.0,-2.6,71,Wind blowing from the south,2,,4,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.8,,,2500 or more  or no clouds.,,,4.6,4.8,No precipitation,12,,,,
19.01.2020 11:00,3.4,761.5,771.7,,99,Wind blowing from the south-west,1,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,1.0,5.4,,,300-600,,,less than 0.1,3.3,No precipitation,6,,,,
19.01.2020 08:00,1.6,760.8,771.1,,99,Wind blowing from the south-southeast,2,,4,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,5.4,,,,,,less than 0.1,1.5,No precipitation,6,,,,
19.01.2020 05:00,1.7,759.6,769.9,,99,Wind blowing from the south-east,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-0.3,5.4,,,,,,0.2,1.6,No precipitation,6,,,,
19.01.2020 02:00,3.0,759.8,770.1,,99,Wind blowing from the south,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,2500 or more  or no clouds.,,,0.4,2.9,No precipitation,12,,,,
18.01.2020 20:00,3.5,760.3,770.6,1.6,99,Wind blowing from the west-northwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,5.4,,,2500 or more  or no clouds.,,,1.1,3.4,No precipitation,12,,,,
18.01.2020 17:00,4.0,758.7,769.0,,95,Wind blowing from the north-northwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,6.6,,,2500 or more  or no clouds.,,,1.9,3.3,No precipitation,6,,,,
18.01.2020 14:00,4.6,759.2,769.5,-2.3,90,Wind blowing from the west,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,7.5,,,2500 or more  or no clouds.,,,2.8,3.1,No precipitation,12,,,,
18.01.2020 11:00,3.3,761.5,771.9,,92,Wind blowing from the north,2,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,7.5,,,2500 or more  or no clouds.,,,3.0,2.1,No precipitation,6,,,,
18.01.2020 08:00,-0.3,760.7,771.1,1.1,99,Wind blowing from the east-southeast,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.5,,,2500 or more  or no clouds.,,,1.7,-0.4,No precipitation,12,,,,
18.01.2020 05:00,0.5,759.6,769.9,,99,Wind blowing from the south-east,1,,4,,Mist. ,,,-1.2,7.5,,,,,,2.5,0.4,No precipitation,6,,,,
18.01.2020 02:00,0.6,760.7,771.0,,99,Wind blowing from the south-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.5,,,2500 or more  or no clouds.,,,1.8,0.5,No precipitation,12,,,,
17.01.2020 20:00,3.6,761.2,771.5,0.9,87,Wind blowing from the south-southeast,3,,5,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.5,,,2500 or more  or no clouds.,,,3.3,1.6,No precipitation,12,,,,
17.01.2020 17:00,6.6,760.3,770.6,,69,Wind blowing from the south-southwest,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.5,,,2500 or more  or no clouds.,,,5.0,1.3,No precipitation,6,,,,
17.01.2020 14:00,6.0,761.1,771.4,,65,Wind blowing from the west-northwest,1,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.9,,,2500 or more  or no clouds.,,,6.0,-0.1,No precipitation,12,,,,
17.01.2020 11:00,3.5,763.7,774.1,,88,Wind blowing from the south,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.9,,,2500 or more  or no clouds.,,,2.9,1.7,No precipitation,6,,,,
17.01.2020 08:00,-0.6,763.0,773.4,0.7,99,Wind blowing from the east,2,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.9,,,2500 or more  or no clouds.,,,1.3,-0.7,No precipitation,12,,,,
17.01.2020 05:00,-0.5,762.3,772.6,,98,Wind blowing from the north,1,,5,,Mist. ,,,-0.5,6.9,,,,,,1.4,-0.8,No precipitation,6,,,,
17.01.2020 02:00,0.3,763.3,773.6,,96,Wind blowing from the north-northwest,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,6.9,,,2500 or more  or no clouds.,,,2.0,-0.3,No precipitation,12,,,,
16.01.2020 20:00,3.5,762.7,773.1,1.3,72,Wind blowing from the north-northeast,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,6.9,,,2500 or more  or no clouds.,,,9.0,-1.1,No precipitation,12,,,,
16.01.2020 17:00,5.7,761.4,771.7,,64,Wind blowing from the north-east,3,,,60%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-0.6,,,,,,
16.01.2020 14:00,6.0,761.5,771.7,-2.1,62,Wind blowing from the north-northwest,4,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,6.2,,,2500 or more  or no clouds.,,,9.0,-0.9,No precipitation,12,,,,
16.01.2020 11:00,2.9,763.6,774.1,,80,Wind blowing from the north-northwest,4,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,3.0,,,2500 or more  or no clouds.,,,3.6,-0.2,No precipitation,6,,,,
16.01.2020 08:00,0.7,762.7,773.1,0.9,93,Wind blowing from the north-northwest,4,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,1.6,,,2500 or more  or no clouds.,,,2.5,-0.3,No precipitation,12,,,,
16.01.2020 05:00,0.9,761.8,772.2,,94,Wind blowing from the north-northwest,3,,10,,Mist. ,,,0.9,,,,,,,2.6,0.0,No precipitation,6,,,,
16.01.2020 02:00,0.9,761.6,772.0,,96,Wind blowing from the north-northwest,5,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,2500 or more  or no clouds.,,,2.1,0.3,0.4,12,,,,
15.01.2020 20:00,1.3,760.8,771.1,1.7,99,Wind blowing from the north-northwest,5,,10,100%.,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,2500 or more  or no clouds.,,,2.2,1.2,3.0,12,,,,
15.01.2020 17:00,1.4,759.1,769.4,,99,Wind blowing from the north-northwest,4,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,1.2,,,,2500 or more  or no clouds.,,,1.2,1.3,0.9,6,,,,
15.01.2020 14:00,1.3,758.3,768.6,,99,Wind blowing from the north-northwest,4,,8,no clouds,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Fog or ice fog or thick haze.,1.2,10.0,,,,,,1.0,1.2,4.0,12,,,,
15.01.2020 11:00,1.4,760.4,770.7,,99,Wind blowing from the north-northwest,4,,7,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Fog or ice fog or thick haze.,1.2,10.0,,,300-600,,,0.7,1.3,3.0,6,,,,
15.01.2020 08:00,1.5,759.3,769.6,1.2,99,Wind blowing from the north-west,2,,5,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,1.5,10.0,,,2500 or more  or no clouds.,,,0.6,1.4,2.0,12,,,,
15.01.2020 05:00,3.8,758.1,768.2,,81,Wind blowing from the north-west,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.3,10.0,,,,,,4.3,0.8,0.3,6,,,,
15.01.2020 02:00,6.0,758.4,768.5,,56,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.0,,,2500 or more  or no clouds.,,,7.0,-2.3,No precipitation,12,,,,
14.01.2020 20:00,7.4,759.2,769.4,0.1,56,Wind blowing from the east,2,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.0,,,2500 or more  or no clouds.,,,5.0,-1.0,No precipitation,12,,,,
14.01.2020 17:00,8.8,759.1,769.3,,54,Wind blowing from the west-northwest,2,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.0,,,2500 or more  or no clouds.,,,6.0,0.0,No precipitation,6,,,,
14.01.2020 14:00,9.2,760.0,770.2,-2.5,54,Wind blowing from the south-west,3,,6,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,9.7,,,2500 or more  or no clouds.,,,5.0,0.4,No precipitation,12,,,,
14.01.2020 11:00,6.0,762.5,772.7,,78,Wind blowing from the west-northwest,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,7.7,,,2500 or more  or no clouds.,,,2.8,2.5,No precipitation,6,,,,
14.01.2020 08:00,2.5,761.0,771.3,0.2,97,Wind blowing from the west,1,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,7.7,,,2500 or more  or no clouds.,,,1.7,2.1,No precipitation,12,,,,
14.01.2020 05:00,3.1,760.8,771.1,,96,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.1,7.7,,,,,,2.2,2.5,No precipitation,6,,,,
14.01.2020 02:00,3.6,761.2,771.4,,99,Wind blowing from the north-northwest,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.7,,,2500 or more  or no clouds.,,,2.1,3.5,No precipitation,12,,,,
13.01.2020 20:00,6.3,759.6,769.8,1.7,92,Wind blowing from the north-northwest,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,7.7,,,2500 or more  or no clouds.,,,3.6,5.1,No precipitation,12,,,,
13.01.2020 17:00,6.5,757.9,768.0,,88,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,9.7,,,2500 or more  or no clouds.,,,5.0,4.7,No precipitation,6,,,,
13.01.2020 14:00,7.1,757.3,767.4,-1.5,79,Wind blowing from the north,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,2500 or more  or no clouds.,,,6.0,3.7,No precipitation,12,,,,
13.01.2020 11:00,6.3,758.8,769.0,,80,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,2500 or more  or no clouds.,,,5.0,3.1,No precipitation,6,,,,
13.01.2020 08:00,5.2,757.6,767.7,0.6,95,Wind blowing from the east-southeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,,,,2500 or more  or no clouds.,,,3.6,4.5,No precipitation,12,,,,
13.01.2020 05:00,5.6,757.0,767.1,,97,Wind blowing from the south-southwest,1,,4,,Mist. ,,,1.9,10.9,,,,,,3.0,5.2,No precipitation,6,,,,
13.01.2020 02:00,5.5,757.0,767.2,,98,Wind blowing from the east-southeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,10.9,,,2500 or more  or no clouds.,,,2.8,5.2,No precipitation,12,,,,
12.01.2020 20:00,7.3,757.6,767.8,1.0,91,Wind blowing from the west,2,,8,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,10.9,,,2500 or more  or no clouds.,,,4.0,5.9,No precipitation,12,,,,
12.01.2020 17:00,9.7,756.6,766.7,,67,Wind blowing from the south-east,3,,8,70 – 80%., ,,,1.9,10.9,,,2500 or more  or no clouds.,,,12.0,3.9,No precipitation,6,,,,
12.01.2020 14:00,10.0,756.2,766.3,-3.0,69,Wind blowing from the south-southeast,5,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,10.9,,,2500 or more  or no clouds.,,,12.0,4.6,No precipitation,12,,,,
12.01.2020 11:00,8.0,759.2,769.4,,80,Wind blowing from the south,4,,6,60%., ,,,1.9,9.2,,,2500 or more  or no clouds.,,,7.0,4.8,No precipitation,6,,,,
12.01.2020 08:00,3.8,759.1,769.3,0.6,98,Wind blowing from the south-east,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,9.2,,,2500 or more  or no clouds.,,,3.7,3.5,No precipitation,12,,,,
12.01.2020 05:00,2.4,758.5,768.7,,99,Wind blowing from the south-east,3,,4,,Mist. ,,,2.3,9.2,,,,,,2.6,2.3,No precipitation,6,,,,
12.01.2020 02:00,2.4,759.5,769.7,,97,Wind blowing from the south-east,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,9.2,,,2500 or more  or no clouds.,,,5.0,2.0,No precipitation,12,,,,
11.01.2020 20:00,6.7,759.3,769.5,,76,Wind blowing from the south-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,9.2,,,2500 or more  or no clouds.,,,8.0,2.8,No precipitation,12,,,,
11.01.2020 17:00,8.4,758.5,768.7,,67,Wind blowing from the west,1,,4,70 – 80%., ,,,2.9,9.2,,,2500 or more  or no clouds.,,,10.0,2.6,No precipitation,6,,,,
11.01.2020 14:00,8.3,758.2,768.4,-2.5,66,Wind blowing from the north-northwest,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,8.5,,,2500 or more  or no clouds.,,,10.0,2.3,No precipitation,12,,,,
11.01.2020 11:00,5.5,760.7,771.0,,85,Wind blowing from the north-northwest,2,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,5.5,,,2500 or more  or no clouds.,,,6.0,3.2,No precipitation,6,,,,
11.01.2020 08:00,3.2,760.1,770.4,0.8,99,Wind blowing from the west-northwest,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,2500 or more  or no clouds.,,,2.3,3.1,No precipitation,12,,,,
11.01.2020 05:00,3.3,759.3,769.6,,99,Wind blowing from the north-northwest,2,,6,,Mist. ,,,,3.3,,,,,,2.0,3.2,No precipitation,6,,,,
11.01.2020 02:00,3.2,759.4,769.6,,99,Wind blowing from the north-northwest,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,3.2,,,2500 or more  or no clouds.,,,2.5,3.1,0.3,12,,,,
10.01.2020 20:00,2.9,759.1,769.5,1.2,98,Wind blowing from the north-northwest,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,3.1,,,2500 or more  or no clouds.,,,4.1,2.6,3.0,12,,,,
10.01.2020 17:00,3.1,757.9,768.1,,99,Wind blowing from the north-northwest,3,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,3.1,,,2500 or more  or no clouds.,,,4.2,3.0,2.0,6,,,,
10.01.2020 14:00,2.1,758.1,768.4,-1.8,99,Wind blowing from the north-northwest,4,,8,100%.,Rain or drizzle and snow  slight. ,Rain.,Fog or ice fog or thick haze.,1.3,2.3,,,2500 or more  or no clouds.,,,1.3,2.0,4.0,12,,,,
10.01.2020 11:00,1.5,759.9,770.2,,99,Wind blowing from the north-northwest,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Fog or ice fog or thick haze.,1.2,2.3,,,300-600,,,0.9,1.4,2.0,6,,,,
10.01.2020 08:00,1.4,758.8,769.1,0.6,99,Wind blowing from the north-northwest,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.3,,,300-600,,,0.7,1.3,0.7,12,,,,
10.01.2020 05:00,2.1,758.2,768.4,,99,Wind blowing from the north-northwest,3,,8,,Rain (not freezing) not falling as shower(s). ,,,,2.3,,,,,,1.5,2.0,No precipitation,6,,,,
10.01.2020 02:00,2.2,758.7,769.0,,99,Wind blowing from the north,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.2,,,2500 or more  or no clouds.,,,1.5,2.1,No precipitation,12,,,,
