Local time in Wulate Zhongqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.01.2020 17:00,-7.4,654.0,772.0,,68,Wind blowing from the south-east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.3,,,,,,6.0,-12.3,No precipitation,6,,,,
22.01.2020 14:00,-6.8,653.4,770.6,,66,Wind blowing from the south,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-3.9,,,,,,7.0,-12.1,No precipitation,12,,,,
22.01.2020 11:00,-8.8,654.1,772.3,,65,Wind blowing from the south-east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-3.9,,,,,,5.0,-14.2,No precipitation,6,,,,
22.01.2020 08:00,-14.7,653.3,771.9,0.5,78,Wind blowing from the north,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.9,,,,,,1.8,-17.7,No precipitation,12,,,,
22.01.2020 05:00,-14.2,652.8,770.4,,83,Wind blowing from the north-northeast,1,,4,,Mist. ,,,-17.0,-3.9,,,,,,3.2,-16.5,No precipitation,6,,,,
22.01.2020 02:00,-11.8,653.0,769.6,-0.5,77,Wind blowing from the north-east,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.9,,,2500 or more  or no clouds.,,,5.0,-15.0,No precipitation,12,,,,
21.01.2020 23:00,-13.1,653.5,771.1,,74,Wind blowing from the east-southeast,0,,4,,Haze. ,,,-17.0,-3.9,,,,,,2.0,-16.8,No precipitation,6,,,,
21.01.2020 20:00,-9.7,653.2,772.0,1.3,72,Wind blowing from the east-northeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.9,,,,,,5.0,-13.8,No precipitation,12,,,,
21.01.2020 17:00,-6.5,651.9,769.4,,61,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-17.0,-3.9,,,,,,9.0,-12.8,No precipitation,6,,,,
21.01.2020 14:00,-4.5,651.9,768.7,,58,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.3,,,,,,9.0,-11.7,No precipitation,12,,,,
21.01.2020 11:00,-7.4,652.9,770.2,,62,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-7.3,,,,,,9.0,-13.6,No precipitation,6,,,,
21.01.2020 08:00,-16.1,652.0,771.3,0.2,74,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-7.3,,,,,,0.7,-19.7,No precipitation,12,,,,
21.01.2020 05:00,-14.6,651.8,769.6,,84,Wind blowing from the north-east,2,,4,,Haze. ,,,-19.4,-7.3,,,,,,4.9,-16.8,No precipitation,6,,,,
21.01.2020 02:00,-13.3,652.4,770.2,,81,Wind blowing from the east-northeast,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-7.3,,,2500 or more  or no clouds.,,,2.6,-15.9,No precipitation,12,,,,
20.01.2020 23:00,-11.9,652.7,770.8,,81,Wind blowing from the east-northeast,2,,6,,Mist. ,,,,-7.3,,,,,,2.0,-14.6,No precipitation,6,,,,
20.01.2020 20:00,-11.9,652.4,772.5,0.3,76,Wind blowing from the south-southwest,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-7.3,,,,,,0.9,-15.3,No precipitation,12,,,,
20.01.2020 17:00,-7.9,652.1,770.9,,64,Wind blowing from the south,2,,6,no clouds, ,,,-20.4,-6.1,,,,,,11.0,-13.5,No precipitation,6,,,,
20.01.2020 14:00,-8.5,652.9,771.7,-2.0,57,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-5.4,,,,,,18.0,-15.5,No precipitation,12,,,,
20.01.2020 11:00,-10.8,654.9,774.2,,61,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-20.4,-5.4,,,,,,15.0,-17.0,No precipitation,6,,,,
20.01.2020 08:00,-19.2,655.0,775.3,0.3,75,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-5.4,,,,,,1.1,-22.5,No precipitation,12,,,,
20.01.2020 05:00,-18.3,654.7,773.5,,80,Wind blowing from the north-east,2,,8,, ,,,-20.4,-5.4,,,,,,9.0,-20.9,No precipitation,6,,,,
20.01.2020 02:00,-16.8,655.6,774.1,-0.9,70,Wind blowing from the east-northeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-5.4,,,2500 or more  or no clouds.,,,16.0,-21.1,No precipitation,12,,,,
19.01.2020 23:00,-15.5,656.5,775.4,,60,Wind blowing from the east-northeast,2,,11,, ,,,-18.6,-5.4,,,,,,16.0,-21.5,No precipitation,6,,,,
19.01.2020 20:00,-10.8,656.6,775.9,1.1,51,Wind blowing from the north-west,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-5.4,,,,,,14.0,-19.0,No precipitation,12,,,,
19.01.2020 17:00,-6.1,655.5,774.3,,41,Wind blowing from the north-west,5,,11,40%., ,,,-18.6,-5.4,,,2500 or more  or no clouds.,,,24.0,-17.2,No precipitation,6,,,,
19.01.2020 14:00,-5.6,654.7,773.1,-0.7,46,Wind blowing from the north-west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-5.6,,,,,,30.0,-15.4,No precipitation,12,,,,
19.01.2020 11:00,-7.6,655.4,774.3,,51,Wind blowing from the west-northwest,6,,10,, ,,,-18.6,-7.3,,,,,,26.0,-16.0,No precipitation,6,,,,
19.01.2020 08:00,-13.8,653.6,773.0,1.0,62,Wind blowing from the west,1,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-7.3,,,2500 or more  or no clouds.,,,3.4,-19.5,No precipitation,12,,,,
19.01.2020 05:00,-17.6,652.6,771.5,,69,Wind blowing from the east,2,,11,,Haze. ,,,-18.6,-7.3,,,,,,5.0,-21.9,No precipitation,6,,,,
19.01.2020 02:00,-16.9,653.7,772.3,-1.4,74,Wind blowing from the west-northwest,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-7.3,,,2500 or more  or no clouds.,,,9.0,-20.4,No precipitation,12,,,,
18.01.2020 23:00,-16.3,655.1,775.0,,67,Wind blowing from the east-southeast,1,,15,,Haze. ,,,-16.7,-7.3,,,,,,4.0,-21.0,No precipitation,6,,,,
18.01.2020 20:00,-13.7,655.8,775.5,0.4,62,Wind blowing from the west,1,,15,no clouds,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.3,,,,,,1.8,-19.4,Trace of precipitation,12,,,,
18.01.2020 17:00,-8.5,655.4,773.7,,50,Wind blowing from the west-northwest,6,,15,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.3,,,,,,11.0,-17.1,No precipitation,6,,,,
18.01.2020 14:00,-7.5,655.1,773.0,-1.3,52,Wind blowing from the west-northwest,9,,15,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.3,,,2500 or more  or no clouds.,,,8.0,-15.7,Trace of precipitation,12,,,,
18.01.2020 11:00,-11.8,656.4,775.4,,87,Wind blowing from the south,1,,4,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-9.9,,,2500 or more  or no clouds.,,,2.2,-13.5,No precipitation,6,,,,
18.01.2020 08:00,-13.3,654.9,773.9,0.2,86,Wind blowing from the south-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.9,,,2500 or more  or no clouds.,,,3.0,-15.1,No precipitation,12,,,,
18.01.2020 05:00,-13.1,654.7,773.5,,85,Wind blowing from the east,0,,4,,Mist. ,,,,-9.9,,,,,,2.5,-15.1,No precipitation,6,,,,
18.01.2020 02:00,-12.7,655.5,774.1,-1.0,87,Wind blowing from the east-northeast,1,,,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.9,,,2500 or more  or no clouds.,,,1.4,-14.4,No precipitation,12,,,,
17.01.2020 23:00,-12.1,656.5,775.7,,89,Wind blowing from the east-southeast,1,,4,,Mist. ,,,,-9.9,,,,,,0.9,-13.5,No precipitation,6,,,,
17.01.2020 20:00,-11.8,656.2,776.8,-0.1,89,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-9.9,,,2500 or more  or no clouds.,,,1.3,-13.2,Trace of precipitation,12,,,,
17.01.2020 17:00,-11.5,656.3,776.3,,85,Wind blowing from the south,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-9.4,,,2500 or more  or no clouds.,,,1.5,-13.5,Trace of precipitation,6,,,,
17.01.2020 14:00,-10.2,656.5,775.0,-1.4,73,Wind blowing from the south-southeast,1,,3,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-18.6,-8.9,,,2500 or more  or no clouds.,,,3.0,-14.1,0.1,12,,,,
17.01.2020 11:00,-12.3,657.9,776.9,,81,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-18.6,-8.6,,,2500 or more  or no clouds.,,,2.1,-14.9,No precipitation,6,,,,
17.01.2020 08:00,-18.5,657.2,777.7,0.7,79,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-8.6,,,1000-1500,,,0.7,-21.2,0.3,12,,,,
17.01.2020 05:00,-16.5,656.5,776.1,,80,Calm  no wind,0,,,,Mist. ,,,-16.5,-8.6,,,,,,4.2,-19.1,0.3,6,,,,
17.01.2020 02:00,-11.5,656.8,775.3,,84,Wind blowing from the east-southeast,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.6,,,2500 or more  or no clouds.,,,5.0,-13.7,0.2,12,,,,
16.01.2020 23:00,-10.4,657.4,775.5,,78,Wind blowing from the north-east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-8.6,,,,,,4.5,-13.5,No precipitation,6,,,,
16.01.2020 20:00,-10.7,657.4,776.4,0.5,69,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-8.6,,,2500 or more  or no clouds.,,,7.0,-15.3,No precipitation,12,,,,
16.01.2020 17:00,-9.4,656.9,775.9,,56,Wind blowing from the south-east,1,,4,90  or more  but not 100%, ,,,-15.6,-6.6,,,2500 or more  or no clouds.,,,14.0,-16.6,No precipitation,6,,,,
16.01.2020 14:00,-9.7,656.8,776.2,,57,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-5.5,,,2500 or more  or no clouds.,,,17.0,-16.8,No precipitation,12,,,,
16.01.2020 11:00,-9.1,658.3,777.4,,48,Wind blowing from the south,1,,3,no clouds, ,,,-15.6,-5.5,,,,,,8.0,-18.1,No precipitation,6,,,,
16.01.2020 08:00,-12.5,657.9,777.2,0.5,63,Wind blowing from the east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-5.5,,,2500 or more  or no clouds.,,,5.0,-18.1,No precipitation,12,,,,
16.01.2020 05:00,-14.2,657.4,775.8,,64,Wind blowing from the east-northeast,1,,3,, ,,,-20.5,-5.5,,,,,,24.0,-19.5,No precipitation,6,,,,
16.01.2020 02:00,-15.3,658.3,777.1,,72,Wind blowing from the west-northwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.5,,,2500 or more  or no clouds.,,,6.0,-19.2,No precipitation,12,,,,
15.01.2020 23:00,-13.6,658.9,778.6,,71,Wind blowing from the south,1,,3,,Haze. ,,,-20.7,-5.5,,,,,,2.5,-17.7,No precipitation,6,,,,
15.01.2020 20:00,-11.4,658.2,779.2,1.0,73,Wind blowing from the south,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.5,,,2500 or more  or no clouds.,,,2.8,-15.4,No precipitation,12,,,,
15.01.2020 17:00,-6.6,657.2,777.2,,58,Wind blowing from the west,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.5,,,2500 or more  or no clouds.,,,2.8,-13.5,No precipitation,6,,,,
15.01.2020 14:00,-6.2,656.9,776.6,,49,Wind blowing from the south-east,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-6.2,,,2500 or more  or no clouds.,,,8.0,-15.2,No precipitation,12,,,,
15.01.2020 11:00,-11.0,657.8,778.9,,59,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-9.1,,,2500 or more  or no clouds.,,,4.9,-17.6,No precipitation,6,,,,
15.01.2020 08:00,-18.9,656.7,779.0,0.5,75,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,,,,1000-1500,,,4.8,-22.2,No precipitation,12,,,,
15.01.2020 05:00,-20.5,656.2,776.8,,75,Wind blowing from the east-northeast,1,,3,, ,,,-22.7,-9.1,,,,,,10.0,-23.8,No precipitation,6,,,,
15.01.2020 02:00,-20.2,656.2,776.8,-0.2,72,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-9.1,,,2500 or more  or no clouds.,,,18.0,-23.9,No precipitation,12,,,,
14.01.2020 23:00,-19.9,656.4,777.8,,76,Wind blowing from the west,1,,4,,Haze. ,,,-22.7,-9.1,,,,,,1.7,-23.0,No precipitation,6,,,,
14.01.2020 20:00,-17.9,655.4,777.7,1.2,72,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-9.1,,,,,,1.5,-21.7,No precipitation,12,,,,
14.01.2020 17:00,-10.0,654.2,774.7,,51,Wind blowing from the south,1,,4,no clouds, ,,,-22.7,-9.1,,,,,,10.0,-18.2,No precipitation,6,,,,
14.01.2020 14:00,-9.9,653.9,773.8,,52,Wind blowing from the south-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-9.3,,,,,,21.0,-18.1,No precipitation,12,,,,
14.01.2020 11:00,-13.5,655.5,776.5,,70,Wind blowing from the east,2,,3,20–30%., ,,,-22.7,-13.1,,,2500 or more  or no clouds.,,,10.0,-17.8,No precipitation,6,,,,
14.01.2020 08:00,-19.5,655.3,777.5,0.0,80,Wind blowing from the north-east,3,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-13.1,,,2500 or more  or no clouds.,,,3.6,-22.1,No precipitation,12,,,,
14.01.2020 05:00,-21.4,655.3,777.2,,74,Wind blowing from the north,0,,3,,Haze. ,,,-22.5,-13.1,,,,,,5.0,-24.8,No precipitation,6,,,,
14.01.2020 02:00,-19.5,656.2,777.7,,81,Wind blowing from the north-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-13.1,,,2500 or more  or no clouds.,,,17.0,-21.9,No precipitation,12,,,,
13.01.2020 23:00,-19.1,657.1,779.0,,81,Wind blowing from the north-east,2,,,, ,,,-22.5,-13.1,,,,,,11.0,-21.5,No precipitation,6,,,,
13.01.2020 20:00,-17.7,657.1,780.1,0.5,80,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-13.1,,,,,,10.0,-20.3,No precipitation,12,,,,
13.01.2020 17:00,-14.5,656.6,778.9,,70,Wind blowing from the south,2,,3,no clouds, ,,,-22.5,-13.1,,,,,,19.0,-18.8,No precipitation,6,,,,
13.01.2020 14:00,-14.0,656.5,778.3,,66,Wind blowing from the south-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-11.2,,,,,,28.0,-19.0,No precipitation,12,,,,
13.01.2020 11:00,-15.6,657.3,778.9,,69,Wind blowing from the south,1,,2,no clouds, ,,,-22.5,-11.2,,,,,,12.0,-20.0,No precipitation,6,,,,
13.01.2020 08:00,-21.4,656.5,778.5,0.5,79,Wind blowing from the east-southeast,1,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-11.2,,,2500 or more  or no clouds.,,,2.5,-24.1,No precipitation,12,,,,
13.01.2020 05:00,-22.2,656.0,778.0,,75,Wind blowing from the west-southwest,1,,7,,Haze. ,,,-22.2,-11.2,,,,,,5.0,-25.4,No precipitation,6,,,,
13.01.2020 02:00,-21.1,655.9,776.9,0.0,81,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-11.2,,,2500 or more  or no clouds.,,,11.0,-23.5,No precipitation,12,,,,
12.01.2020 23:00,-18.2,655.9,776.7,,78,Wind blowing from the south-east,1,,,, ,,,-18.8,-11.2,,,,,,10.0,-21.1,No precipitation,6,,,,
12.01.2020 20:00,-14.4,655.8,776.1,0.8,74,Wind blowing from the north-northwest,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-11.2,,,2500 or more  or no clouds.,,,29.0,-18.0,Trace of precipitation,12,,,,
12.01.2020 17:00,-13.6,655.0,774.8,,69,Wind blowing from the north-northwest,2,,7,, ,,,-18.8,-10.6,,,,,,20.0,-18.1,No precipitation,6,,,,
12.01.2020 14:00,-11.3,655.0,774.5,,63,Wind blowing from the north-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.7,,,,,,30.0,-17.1,Trace of precipitation,12,,,,
12.01.2020 11:00,-13.0,656.3,776.0,,69,Wind blowing from the north,3,,7,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.7,,,2500 or more  or no clouds.,,,22.0,-17.5,No precipitation,6,,,,
12.01.2020 08:00,-15.0,655.3,775.4,0.6,76,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,,,,,,,28.0,-18.4,0.2,12,,,,
12.01.2020 05:00,-14.6,654.7,773.7,,78,Wind blowing from the north,2,,5,, ,,,-15.9,-8.7,,,,,,24.0,-17.6,0.2,6,,,,
12.01.2020 02:00,-15.8,654.7,773.8,-0.2,79,Wind blowing from the south-east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.7,,,2500 or more  or no clouds.,,,4.9,-18.6,0.2,12,,,,
11.01.2020 23:00,-13.8,654.9,773.8,,82,Wind blowing from the east-northeast,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-15.1,-8.7,,,,,,3.4,-16.2,No precipitation,6,,,,
11.01.2020 20:00,-14.4,654.8,774.5,0.7,78,Wind blowing from the east-northeast,1,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-8.7,,,2500 or more  or no clouds.,,,3.5,-17.4,0.1,12,,,,
11.01.2020 17:00,-10.6,654.1,772.7,,65,Wind blowing from the east-southeast,2,,4,20–30%., ,,,-15.5,-8.4,,,2500 or more  or no clouds.,,,8.0,-15.9,No precipitation,6,,,,
11.01.2020 14:00,-9.3,653.9,772.1,,56,Wind blowing from the south-southeast,2,,3,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-6.8,,,2500 or more  or no clouds.,,,26.0,-16.5,0.1,12,,,,
11.01.2020 11:00,-10.5,655.7,774.7,,59,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-6.8,,,2500 or more  or no clouds.,,,15.0,-17.0,0.1,6,,,,
11.01.2020 08:00,-13.5,655.5,775.0,-0.2,79,Wind blowing from the east,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,2.8,-16.4,Trace of precipitation,12,,,,
11.01.2020 05:00,-13.0,655.7,774.0,,68,Wind blowing from the south,1,,4,, ,,,-21.9,-6.8,,,,,,30.0,-17.7,No precipitation,6,,,,
11.01.2020 02:00,-13.1,657.0,775.5,-1.0,69,Wind blowing from the south-southeast,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-6.8,,,2500 or more  or no clouds.,,,5.0,-17.6,No precipitation,12,,,,
10.01.2020 23:00,-13.5,658.0,777.4,,64,Wind blowing from the east,1,,7,, ,,,-21.9,-6.8,,,,,,22.0,-18.9,No precipitation,6,,,,
10.01.2020 20:00,-13.1,658.5,780.4,0.8,64,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-6.8,,,,,,19.0,-18.5,No precipitation,12,,,,
10.01.2020 17:00,-8.4,657.7,778.3,,53,Wind blowing from the north-east,1,,7,no clouds, ,,,-21.9,-6.8,,,,,,11.0,-16.3,No precipitation,6,,,,
10.01.2020 14:00,-8.3,658.0,778.1,-1.0,49,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-8.0,,,,,,30.0,-17.1,No precipitation,12,,,,
10.01.2020 11:00,-11.0,659.0,779.8,,58,Wind blowing from the north-northwest,2,,5,no clouds, ,,,-21.9,-7.9,,,,,,28.0,-17.8,No precipitation,6,,,,
10.01.2020 08:00,-21.1,658.6,781.6,0.7,80,Wind blowing from the north-northeast,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,,,,,,,1.3,-23.6,No precipitation,12,,,,
10.01.2020 05:00,-21.0,657.9,779.5,,79,Wind blowing from the north-northeast,0,,3,,Haze. ,,,-21.0,-7.9,,,,,,4.2,-23.7,No precipitation,6,,,,
10.01.2020 02:00,-19.0,658.2,778.4,0.4,79,Wind blowing from the east-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-7.9,,,2500 or more  or no clouds.,,,6.0,-21.7,No precipitation,12,,,,
09.01.2020 23:00,-18.0,657.8,778.3,,80,Wind blowing from the west-northwest,0,,4,,Haze. ,,,-19.9,-7.9,,,,,,0.8,-20.6,No precipitation,6,,,,
09.01.2020 20:00,-17.1,657.2,779.6,0.7,78,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-7.9,,,,,,1.5,-20.0,No precipitation,12,,,,
09.01.2020 17:00,-11.9,656.5,777.1,,71,Wind blowing from the south-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-7.9,,,,,,5.0,-16.1,No precipitation,6,,,,
