Local time in Wanyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 11:00,7.8,711.2,772.0,,48,Calm  no wind,0,,,70 – 80%., ,,,4.1,7.8,,,1500-2000,,,30.0,-2.5,No precipitation,6,,,,
25.01.2020 08:00,4.1,710.7,771.8,-0.4,59,Wind blowing from the north-northwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,5.7,,,2000-2500,,,30.0,-3.2,No precipitation,12,,,,
25.01.2020 05:00,4.5,711.1,772.3,,59,Wind blowing from the north-northwest,4,,9,, ,,,4.1,6.5,,,,,,30.0,-2.8,No precipitation,6,,,,
25.01.2020 02:00,4.3,710.2,771.3,,63,Wind blowing from the north-northwest,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,7.0,,,2500 or more  or no clouds.,,,30.0,-2.1,No precipitation,12,,,,
24.01.2020 20:00,5.3,711.2,772.3,1.2,66,Wind blowing from the north-northwest,5,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,7.3,,,2500 or more  or no clouds.,,,30.0,-0.7,4.0,12,,,,
24.01.2020 17:00,5.5,710.0,770.8,,69,Wind blowing from the north-northwest,4,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,7.6,,,2000-2500,,,30.0,0.1,1.0,6,,,,
24.01.2020 14:00,5.6,710.0,770.8,-1.4,80,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.1,8.0,,,2500 or more  or no clouds.,,,30.0,2.3,4.0,12,,,,
24.01.2020 11:00,4.1,711.4,772.4,,85,Wind blowing from the north-northwest,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.1,8.0,,,2500 or more  or no clouds.,,,12.0,1.8,2.0,6,,,,
24.01.2020 08:00,5.4,709.9,770.7,1.2,74,Wind blowing from the north-west,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,8.0,,,2500 or more  or no clouds.,,,11.0,1.1,Trace of precipitation,12,,,,
24.01.2020 05:00,6.5,708.7,769.2,,64,Wind blowing from the north-northwest,3,,8,, ,,,,8.0,,,,,,30.0,0.2,No precipitation,6,,,,
24.01.2020 02:00,7.0,708.7,769.1,,63,Wind blowing from the north-northwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.0,,,2500 or more  or no clouds.,,,30.0,0.4,No precipitation,12,,,,
23.01.2020 20:00,7.0,708.1,768.8,2.3,67,Wind blowing from the north-northwest,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,9.6,,,2000-2500,,,27.0,1.3,Trace of precipitation,12,,,,
23.01.2020 17:00,7.6,705.8,766.3,,63,Wind blowing from the north-northwest,2,,5,, ,,,3.6,11.7,,,,,,20.0,1.0,Trace of precipitation,6,,,,
23.01.2020 14:00,7.4,705.8,766.3,-2.2,73,Wind blowing from the east,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,12.7,,,2000-2500,,,12.0,2.9,Trace of precipitation,12,,,,
23.01.2020 11:00,6.0,708.0,768.5,,82,Wind blowing from the north-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,2000-2500,,,4.5,3.2,No precipitation,6,,,,
23.01.2020 08:00,4.1,705.8,766.0,0.3,87,Wind blowing from the north-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,12.7,,,2000-2500,,,8.0,2.1,No precipitation,12,,,,
23.01.2020 05:00,3.6,705.5,765.5,,88,Wind blowing from the north-west,1,,,, ,,,,,,,,,,10.0,1.8,,,,,,
23.01.2020 02:00,4.3,705.7,765.6,,85,Wind blowing from the north-west,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,12.7,,,2500 or more  or no clouds.,,,12.0,2.0,No precipitation,12,,,,
22.01.2020 20:00,9.6,705.9,765.9,2.2,66,Wind blowing from the south-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,12.7,,,2500 or more  or no clouds.,,,10.0,3.6,No precipitation,12,,,,
22.01.2020 17:00,11.7,703.7,763.3,,52,Wind blowing from the east-southeast,1,,,100%., ,,,,,,,2000-2500,,,23.0,2.2,,,,,,
22.01.2020 14:00,11.9,704.4,764.1,-1.9,51,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,11.9,,,2000-2500,,,17.0,2.1,No precipitation,12,,,,
22.01.2020 11:00,8.8,706.3,766.3,,62,Wind blowing from the south-southwest,0,,3,100%., ,,,5.2,10.9,,,2000-2500,,,12.0,1.9,No precipitation,6,,,,
22.01.2020 08:00,6.0,705.5,765.7,1.3,79,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,10.9,,,2500 or more  or no clouds.,,,9.0,2.6,No precipitation,12,,,,
22.01.2020 05:00,6.1,704.2,764.1,,79,Wind blowing from the north-west,1,,,, ,,,,,,,,,,10.0,2.6,,,,,,
22.01.2020 02:00,5.4,705.3,765.3,,82,Wind blowing from the north-northwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,10.9,,,2500 or more  or no clouds.,,,8.0,2.6,No precipitation,12,,,,
21.01.2020 20:00,8.6,705.0,765.1,1.4,67,Wind blowing from the west-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,10.9,,,2500 or more  or no clouds.,,,8.0,2.8,No precipitation,12,,,,
21.01.2020 17:00,10.2,703.6,763.3,,57,Wind blowing from the south-west,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,21.0,2.1,,,,,,
21.01.2020 14:00,10.2,704.2,764.1,-2.7,55,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.1,,,1500-2000,,,13.0,1.6,No precipitation,12,,,,
21.01.2020 11:00,6.6,706.9,767.3,,69,Calm  no wind,0,,,100%., ,,,5.7,,,,2500 or more  or no clouds.,,,9.0,1.3,No precipitation,6,,,,
21.01.2020 08:00,5.8,706.0,766.3,1.1,74,Wind blowing from the north-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,12.0,1.5,No precipitation,12,,,,
21.01.2020 05:00,5.8,704.9,764.8,,72,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,20.0,1.0,,,,,,
21.01.2020 02:00,6.0,706.0,765.7,,71,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.1,,,2500 or more  or no clouds.,,,22.0,1.0,No precipitation,12,,,,
20.01.2020 20:00,8.1,706.4,767.2,1.5,57,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.1,,,1500-2000,,,9.0,0.1,No precipitation,12,,,,
20.01.2020 17:00,10.5,704.9,765.3,,45,Wind blowing from the south,3,,,100%., ,,,,,,,2000-2500,,,29.0,-0.9,,,,,,
20.01.2020 14:00,12.2,705.7,766.0,-3.3,38,Wind blowing from the east-southeast,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.8,,,1500-2000,,,30.0,-1.7,No precipitation,12,,,,
20.01.2020 11:00,6.6,709.0,769.9,,61,Wind blowing from the east-southeast,1,,2,10%  or less  but not 0, ,,,0.5,12.1,,Sky obscured by fog and/or other meteorological phenomena.,1500-2000,,,12.0,-0.4,No precipitation,6,,,,
20.01.2020 08:00,0.6,708.7,770.1,0.3,89,Wind blowing from the west-northwest,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.1,,,2500 or more  or no clouds.,,,11.0,-1.0,No precipitation,12,,,,
20.01.2020 05:00,1.3,708.4,769.0,,84,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,15.0,-1.1,,,,,,
20.01.2020 02:00,1.7,708.9,769.5,,82,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,12.1,,,2500 or more  or no clouds.,,,15.0,-1.0,No precipitation,12,,,,
19.01.2020 20:00,5.5,707.9,769.0,1.4,62,Wind blowing from the north-west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,12.1,,,1500-2000,,,12.0,-1.2,No precipitation,12,,,,
19.01.2020 17:00,10.7,706.5,766.9,,41,Wind blowing from the south-east,4,,,20–30%., ,,,,,,,1500-2000,,,27.0,-2.0,,,,,,
19.01.2020 14:00,11.4,707.6,767.9,-3.0,34,Wind blowing from the east-southeast,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,12.0,,,1500-2000,,,27.0,-3.9,No precipitation,12,,,,
19.01.2020 11:00,7.8,710.6,771.4,,50,Wind blowing from the south-east,1,,4,10%  or less  but not 0, ,,,1.9,7.8,,,1500-2000,,,13.0,-2.2,No precipitation,6,,,,
19.01.2020 08:00,2.0,710.4,771.7,0.5,76,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,7.1,,,2000-2500,,,9.0,-1.8,No precipitation,12,,,,
19.01.2020 05:00,2.6,709.9,771.1,,71,Calm  no wind,0,,,, ,,,,,,,,,,16.0,-2.1,,,,,,
19.01.2020 02:00,3.4,710.0,771.0,,68,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,7.1,,,2500 or more  or no clouds.,,,14.0,-2.1,No precipitation,12,,,,
18.01.2020 20:00,6.3,709.3,770.2,1.5,50,Wind blowing from the north-northwest,5,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,7.2,,,1000-1500,,,19.0,-3.6,Trace of precipitation,12,,,,
18.01.2020 17:00,6.6,707.8,768.4,,47,Wind blowing from the north-northwest,4,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,9.6,,,2000-2500,,,17.0,-3.9,No precipitation,6,,,,
18.01.2020 14:00,6.8,707.5,768.1,-1.4,55,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,10.4,,,2500 or more  or no clouds.,,,17.0,-1.6,No precipitation,12,,,,
18.01.2020 11:00,6.1,708.9,769.6,,64,Wind blowing from the south-west,1,,2,100%., ,,,4.4,,,,2000-2500,,,10.0,-0.2,No precipitation,6,,,,
18.01.2020 08:00,4.4,708.1,768.7,1.1,74,Wind blowing from the north-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,10.4,,,2000-2500,,,9.0,0.2,No precipitation,12,,,,
18.01.2020 05:00,4.4,707.0,767.3,,74,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,16.0,0.2,,,,,,
18.01.2020 02:00,4.7,708.0,768.4,,74,Wind blowing from the north-northwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,10.4,,,2500 or more  or no clouds.,,,16.0,0.5,No precipitation,12,,,,
17.01.2020 20:00,7.2,708.4,769.3,1.4,59,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,10.4,,,2000-2500,,,13.0,-0.3,No precipitation,12,,,,
17.01.2020 17:00,9.6,707.0,767.6,,43,Wind blowing from the south-east,3,,,70 – 80%., ,,,,,,,1500-2000,,,30.0,-2.4,,,,,,
17.01.2020 14:00,9.4,707.9,768.7,,42,Wind blowing from the south-southeast,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,10.5,,,1500-2000,,,20.0,-2.9,No precipitation,12,,,,
17.01.2020 11:00,4.6,711.3,772.6,,64,Wind blowing from the south-east,1,,2,100%., ,,,0.7,,,,2000-2500,,,10.0,-1.8,No precipitation,6,,,,
17.01.2020 08:00,2.2,710.4,771.7,0.4,72,Wind blowing from the west-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,10.5,,,2000-2500,,,11.0,-2.3,No precipitation,12,,,,
17.01.2020 05:00,1.6,710.0,771.0,,76,Wind blowing from the north-west,1,,,, ,,,,,,,,,,13.0,-2.3,,,,,,
17.01.2020 02:00,1.1,710.7,771.7,,78,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,10.5,,,2500 or more  or no clouds.,,,13.0,-2.3,No precipitation,12,,,,
16.01.2020 20:00,5.8,709.8,770.9,2.1,56,Wind blowing from the north-northwest,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.5,,,1500-2000,,,19.0,-2.5,No precipitation,12,,,,
16.01.2020 17:00,8.6,707.7,768.3,,52,Wind blowing from the south-east,3,,,40%., ,,,,,,,1000-1500,,,25.0,-0.7,,,,,,
16.01.2020 14:00,10.0,708.1,768.6,-2.4,42,Wind blowing from the south-west,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.3,,,1000-1500,,,30.0,-2.3,No precipitation,12,,,,
16.01.2020 11:00,6.5,710.5,771.6,,47,Wind blowing from the east-northeast,1,,5,50%., ,,,2.7,6.8,,,2500 or more  or no clouds.,,,21.0,-4.0,No precipitation,6,,,,
16.01.2020 08:00,2.8,709.9,771.2,0.9,64,Wind blowing from the north-west,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,4.6,,,2500 or more  or no clouds.,,,17.0,-3.5,No precipitation,12,,,,
16.01.2020 05:00,3.3,709.0,770.2,,57,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,21.0,-4.6,,,,,,
16.01.2020 02:00,3.4,709.0,770.2,,57,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,4.6,,,2500 or more  or no clouds.,,,25.0,-4.3,No precipitation,12,,,,
15.01.2020 20:00,3.9,707.6,768.7,1.9,60,Wind blowing from the north,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,2500 or more  or no clouds.,,,26.0,-3.2,No precipitation,12,,,,
15.01.2020 17:00,3.9,705.7,766.6,,62,Wind blowing from the north,4,,7,100%., ,,,3.2,,,,2000-2500,,,28.0,-2.7,No precipitation,6,,,,
15.01.2020 14:00,4.4,705.1,765.8,-1.4,60,Wind blowing from the north,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,2000-2500,,,30.0,-2.7,0.2,12,,,,
15.01.2020 11:00,4.2,706.5,767.2,,65,Wind blowing from the north,2,,5,100%., ,,,3.2,,,,2000-2500,,,30.0,-1.8,No precipitation,6,,,,
15.01.2020 08:00,3.5,705.7,766.4,1.2,73,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,7.9,,,2000-2500,,,30.0,-0.9,0.2,12,,,,
15.01.2020 05:00,3.6,704.5,764.8,,80,Wind blowing from the north,2,,,, ,,,,,,,,,,23.0,0.5,,,,,,
15.01.2020 02:00,4.5,705.1,765.5,,87,Wind blowing from the south,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.9,,,2500 or more  or no clouds.,,,13.0,2.5,No precipitation,12,,,,
14.01.2020 20:00,6.3,704.8,765.5,1.1,66,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.9,,,2000-2500,,,18.0,0.4,No precipitation,12,,,,
14.01.2020 17:00,7.7,703.7,764.1,,63,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,2000-2500,,,15.0,1.1,,,,,,
14.01.2020 14:00,6.8,705.4,765.9,-2.8,64,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.1,,,2000-2500,,,16.0,0.3,No precipitation,12,,,,
14.01.2020 11:00,5.2,708.2,769.0,,68,Wind blowing from the north-east,0,,5,100%., ,,,2.8,7.1,,,2000-2500,,,20.0,-0.2,No precipitation,6,,,,
14.01.2020 08:00,3.1,708.1,769.2,0.0,79,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,7.1,,,1500-2000,,,16.0,-0.2,No precipitation,12,,,,
14.01.2020 05:00,2.9,708.1,769.0,,78,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,23.0,-0.6,,,,,,
14.01.2020 02:00,4.7,708.1,768.9,,64,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,7.1,,,2500 or more  or no clouds.,,,27.0,-1.7,No precipitation,12,,,,
13.01.2020 20:00,5.1,706.8,767.8,1.9,63,Wind blowing from the north-northwest,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,7.1,,,2500 or more  or no clouds.,,,24.0,-1.4,No precipitation,12,,,,
13.01.2020 17:00,6.6,704.9,765.5,,58,Wind blowing from the north-northwest,3,,6,90  or more  but not 100%, ,,,2.0,10.5,,,,,,24.0,-1.1,No precipitation,6,,,,
13.01.2020 14:00,6.4,704.6,765.0,-1.6,60,Wind blowing from the north,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,12.5,,,2500 or more  or no clouds.,,,27.0,-0.8,No precipitation,12,,,,
13.01.2020 11:00,6.1,706.2,766.7,,63,Wind blowing from the north-northwest,3,,5,100%., ,,,2.0,12.5,,,2000-2500,,,28.0,-0.4,No precipitation,6,,,,
13.01.2020 08:00,2.4,704.6,765.4,0.4,86,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.5,,,2000-2500,,,15.0,0.3,No precipitation,12,,,,
13.01.2020 05:00,3.0,704.2,764.4,,81,Wind blowing from the south-west,1,,,, ,,,,,,,,,,22.0,0.1,,,,,,
13.01.2020 02:00,5.5,704.6,764.4,,69,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.5,,,2500 or more  or no clouds.,,,24.0,0.3,No precipitation,12,,,,
12.01.2020 20:00,6.1,704.1,764.9,0.8,74,Wind blowing from the north,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.5,,,2500 or more  or no clouds.,,,11.0,1.8,No precipitation,12,,,,
12.01.2020 17:00,10.6,703.3,763.5,,53,Wind blowing from the north-west,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,16.0,1.4,,,,,,
12.01.2020 14:00,11.8,704.3,764.5,-2.9,47,Wind blowing from the south,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.0,,,2500 or more  or no clouds.,,,30.0,0.9,No precipitation,12,,,,
12.01.2020 11:00,7.1,707.2,768.1,,68,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,12.0,1.6,,,,,,
12.01.2020 08:00,1.1,707.5,768.7,0.3,95,Wind blowing from the north-west,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,,,,2000-2500,,,11.0,0.4,No precipitation,12,,,,
12.01.2020 05:00,2.2,707.2,767.6,,89,Wind blowing from the north-west,1,,,, ,,,,,,,,,,18.0,0.6,,,,,,
12.01.2020 02:00,1.2,708.0,768.6,,93,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.7,,,2500 or more  or no clouds.,,,17.0,0.2,No precipitation,12,,,,
11.01.2020 20:00,4.8,707.6,769.0,1.2,73,Wind blowing from the north-west,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.7,,,1500-2000,,,10.0,0.4,No precipitation,12,,,,
11.01.2020 17:00,10.6,706.4,766.8,,47,Wind blowing from the south-east,3,,,10%  or less  but not 0, ,,,,,,,1500-2000,,,23.0,-0.2,,,,,,
11.01.2020 14:00,10.9,706.9,767.0,-3.3,43,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,10.9,,,1500-2000,,,28.0,-1.2,No precipitation,12,,,,
11.01.2020 11:00,7.0,710.2,771.0,,55,Wind blowing from the south-southeast,1,,7,, ,,,0.3,7.1,,,,,,15.0,-1.4,No precipitation,6,,,,
11.01.2020 08:00,0.4,709.5,771.0,1.6,87,Wind blowing from the north-west,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.4,,,2000-2500,,,12.0,-1.5,No precipitation,12,,,,
11.01.2020 05:00,2.6,707.9,769.0,,76,Wind blowing from the west,0,,,, ,,,,,,,,,,23.0,-1.2,,,,,,
11.01.2020 02:00,5.1,708.0,768.8,,57,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,2500 or more  or no clouds.,,,28.0,-2.7,No precipitation,12,,,,
10.01.2020 20:00,5.2,707.0,767.8,1.1,59,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,5.2,,,2000-2500,,,30.0,-2.2,No precipitation,12,,,,
10.01.2020 17:00,5.0,705.9,766.6,,61,Wind blowing from the north-northwest,3,,6,100%., ,,,4.1,5.2,,,2000-2500,,,30.0,-1.9,No precipitation,6,,,,
10.01.2020 14:00,5.2,705.6,766.3,-1.8,61,Wind blowing from the north-northwest,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,5.4,,,2000-2500,,,30.0,-1.7,No precipitation,12,,,,
10.01.2020 11:00,5.0,707.4,768.3,,60,Wind blowing from the north,2,,6,100%., ,,,4.1,5.4,,,2000-2500,,,30.0,-2.1,No precipitation,6,,,,
10.01.2020 08:00,4.2,706.3,767.1,0.6,63,Wind blowing from the north,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,,,,2500 or more  or no clouds.,,,30.0,-2.2,No precipitation,12,,,,
10.01.2020 05:00,4.3,705.7,766.4,,63,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,30.0,-2.3,,,,,,
