Local time in Yichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 17:00,7.4,744.1,767.8,,99,Wind blowing from the east,3,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.1,,,2500 or more  or no clouds.,,,2.2,7.3,No precipitation,6,,,,
23.01.2020 14:00,8.0,743.8,767.5,-1.9,93,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.0,,,2500 or more  or no clouds.,,,2.4,6.9,Trace of precipitation,12,,,,
23.01.2020 11:00,6.8,745.7,769.5,,99,Wind blowing from the west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,7.7,,,300-600,,,1.1,6.7,No precipitation,6,,,,
23.01.2020 08:00,5.8,744.7,768.5,1.8,99,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,7.7,,,2500 or more  or no clouds.,,,0.9,5.7,No precipitation,12,,,,
23.01.2020 05:00,5.6,742.9,766.6,,99,Wind blowing from the north,1,,3,,Mist. ,,,5.0,7.7,,,,,,1.3,5.5,No precipitation,6,,,,
23.01.2020 02:00,5.6,744.2,768.0,-0.5,99,Wind blowing from the north-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,7.7,,,2500 or more  or no clouds.,,,0.7,5.5,No precipitation,12,,,,
22.01.2020 23:00,6.5,744.7,768.4,,96,Wind blowing from the east,2,,3,,Mist. ,,,5.0,7.7,,,,,,3.3,5.9,No precipitation,6,,,,
22.01.2020 20:00,6.8,743.9,767.7,1.3,89,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,7.7,,,2500 or more  or no clouds.,,,2.4,5.1,No precipitation,12,,,,
22.01.2020 17:00,7.5,742.6,766.3,,87,Wind blowing from the east-southeast,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,9.4,,,2500 or more  or no clouds.,,,3.1,5.5,No precipitation,6,,,,
22.01.2020 14:00,7.2,742.7,766.4,-2.0,97,Wind blowing from the south-southeast,1,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.4,,,2500 or more  or no clouds.,,,1.6,6.8,11.0,12,,,,
22.01.2020 11:00,5.8,744.7,768.5,,99,Calm  no wind,0,,,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,,,,2500 or more  or no clouds.,,,0.8,5.7,3.0,6,,,,
22.01.2020 08:00,5.1,743.3,767.1,1.1,99,Wind blowing from the west-northwest,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,5.0,10.4,,,300-600,,,0.1,5.0,11.0,12,,,,
22.01.2020 05:00,5.0,742.2,765.8,,99,Wind blowing from the south-east,0,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,5.0,10.4,,,,,,0.1,4.9,8.0,6,,,,
22.01.2020 02:00,5.7,742.6,766.2,-0.9,99,Wind blowing from the south-east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,10.4,,,2500 or more  or no clouds.,,,1.8,5.6,No precipitation,12,,,,
21.01.2020 23:00,6.3,743.5,767.2,,85,Wind blowing from the east-southeast,2,,,,Mist. ,,,6.2,10.4,,,,,,2.5,4.0,No precipitation,6,,,,
21.01.2020 20:00,7.1,743.1,766.8,1.7,75,Wind blowing from the east,4,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.4,,,2500 or more  or no clouds.,,,3.4,3.0,No precipitation,12,,,,
21.01.2020 17:00,9.5,741.4,764.9,,57,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.4,,,,,,4.8,1.2,No precipitation,6,,,,
21.01.2020 14:00,9.7,742.3,765.8,-2.3,55,Wind blowing from the south-southwest,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,12.1,,,2500 or more  or no clouds.,,,4.8,1.1,No precipitation,12,,,,
21.01.2020 11:00,7.4,744.6,768.3,,64,Wind blowing from the east,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,2500 or more  or no clouds.,,,4.6,1.0,No precipitation,6,,,,
21.01.2020 08:00,6.3,743.8,767.5,0.7,80,Wind blowing from the north-west,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,2.8,3.1,No precipitation,12,,,,
21.01.2020 05:00,6.9,743.1,766.6,,75,Wind blowing from the north-west,1,,5,,Haze. ,,,,12.1,,,,,,3.1,2.8,No precipitation,6,,,,
21.01.2020 02:00,7.0,744.9,768.4,-0.8,76,Wind blowing from the west-northwest,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.1,,,2500 or more  or no clouds.,,,3.0,3.1,No precipitation,12,,,,
20.01.2020 23:00,7.2,745.7,769.4,,72,Wind blowing from the north-northwest,1,,7,,Haze. ,,,1.7,12.1,,,,,,3.3,2.5,No precipitation,6,,,,
20.01.2020 20:00,7.5,745.6,769.6,,70,Wind blowing from the east-southeast,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.1,,,2500 or more  or no clouds.,,,3.5,2.4,No precipitation,12,,,,
20.01.2020 17:00,9.3,743.9,767.7,,59,Wind blowing from the east,4,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.1,,,2500 or more  or no clouds.,,,5.0,1.7,No precipitation,6,,,,
20.01.2020 14:00,10.9,744.5,768.2,-2.3,47,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.0,,,2500 or more  or no clouds.,,,8.0,0.0,No precipitation,12,,,,
20.01.2020 11:00,8.5,746.8,770.6,,64,Wind blowing from the north-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.0,,,,,,6.0,2.1,No precipitation,6,,,,
20.01.2020 08:00,1.8,745.6,769.6,0.9,84,Wind blowing from the north-west,2,,5,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.0,,,2500 or more  or no clouds.,,,5.0,-0.6,No precipitation,12,,,,
20.01.2020 05:00,2.4,744.7,768.6,,80,Wind blowing from the north-west,2,,6,,Haze. ,,,1.7,12.0,,,,,,5.0,-0.7,No precipitation,6,,,,
20.01.2020 02:00,3.9,745.4,769.1,-0.3,71,Wind blowing from the north,2,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.0,,,2500 or more  or no clouds.,,,6.0,-0.9,No precipitation,12,,,,
19.01.2020 23:00,5.5,745.7,769.6,,62,Wind blowing from the north-east,2,,8,, ,,,1.7,12.0,,,,,,7.0,-1.2,No precipitation,6,,,,
19.01.2020 20:00,6.7,745.3,769.3,1.3,58,Wind blowing from the east-northeast,4,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.0,,,2500 or more  or no clouds.,,,5.0,-1.0,No precipitation,12,,,,
19.01.2020 17:00,9.2,744.0,767.8,,49,Wind blowing from the east-southeast,5,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.0,,,2500 or more  or no clouds.,,,7.0,-1.0,No precipitation,6,,,,
19.01.2020 14:00,10.9,745.1,768.8,-2.8,45,Wind blowing from the south-east,4,,6,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,11.4,,,,,,7.0,-0.6,No precipitation,12,,,,
19.01.2020 11:00,6.5,747.9,771.9,,79,Wind blowing from the north-west,1,,3,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,6.5,,,,,,3.7,3.1,No precipitation,6,,,,
19.01.2020 08:00,1.7,747.2,771.4,1.2,99,Wind blowing from the west-northwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,3.9,,,,,,0.9,1.6,No precipitation,12,,,,
19.01.2020 05:00,3.1,746.0,770.1,,99,Wind blowing from the east-southeast,1,,2,,Mist. ,,,,3.9,,,,,,2.0,3.0,No precipitation,6,,,,
19.01.2020 02:00,3.7,746.1,770.1,-1.0,99,Wind blowing from the north-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.9,,,2500 or more  or no clouds.,,,1.5,3.6,No precipitation,12,,,,
18.01.2020 23:00,3.4,747.1,771.2,,99,Wind blowing from the west-northwest,1,,3,,Mist. ,,,1.3,3.9,,,,,,1.5,3.3,No precipitation,6,,,,
18.01.2020 20:00,3.6,746.8,770.9,1.7,94,Wind blowing from the north-west,0,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,3.9,,,2500 or more  or no clouds.,,,2.0,2.7,Trace of precipitation,12,,,,
18.01.2020 17:00,3.7,745.1,769.2,,92,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,5.4,,,2500 or more  or no clouds.,,,2.0,2.5,No precipitation,6,,,,
18.01.2020 14:00,3.9,745.3,769.4,-2.4,90,Wind blowing from the south-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,6.6,,,2500 or more  or no clouds.,,,2.2,2.4,No precipitation,12,,,,
18.01.2020 11:00,2.7,747.7,772.0,,97,Wind blowing from the south-southeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,2500 or more  or no clouds.,,,2.2,2.3,No precipitation,6,,,,
18.01.2020 08:00,2.0,746.8,770.9,1.1,99,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,6.6,,,2500 or more  or no clouds.,,,1.6,1.9,No precipitation,12,,,,
18.01.2020 05:00,1.9,745.7,769.7,,99,Wind blowing from the north,1,,4,,Mist. ,,,1.3,6.6,,,,,,1.6,1.8,No precipitation,6,,,,
18.01.2020 02:00,1.7,746.5,770.6,-1.0,94,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,6.6,,,2500 or more  or no clouds.,,,1.9,0.8,No precipitation,12,,,,
17.01.2020 23:00,2.5,747.5,771.7,,86,Wind blowing from the north,1,,5,,Mist. ,,,1.3,6.6,,,,,,2.2,0.4,No precipitation,6,,,,
17.01.2020 20:00,3.7,747.3,771.4,0.8,78,Wind blowing from the east-southeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,6.6,,,2500 or more  or no clouds.,,,2.2,0.2,No precipitation,12,,,,
17.01.2020 17:00,5.4,746.5,770.6,,68,Wind blowing from the east-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,6.6,,,,,,3.5,-0.2,No precipitation,6,,,,
17.01.2020 14:00,5.4,747.0,771.1,-2.7,66,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,5.8,,,2500 or more  or no clouds.,,,3.7,-0.6,No precipitation,12,,,,
17.01.2020 11:00,3.1,749.7,773.9,,78,Wind blowing from the east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,4.5,,,1000-1500,,,2.9,-0.4,No precipitation,6,,,,
17.01.2020 08:00,1.3,748.9,773.1,0.5,89,Wind blowing from the east-southeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,4.5,,,2500 or more  or no clouds.,,,2.8,-0.3,No precipitation,12,,,,
17.01.2020 05:00,1.7,748.4,772.6,,83,Wind blowing from the south-east,2,,6,,Mist. ,,,-0.3,4.5,,,,,,3.4,-0.9,No precipitation,6,,,,
17.01.2020 02:00,2.3,749.5,773.7,-0.5,77,Wind blowing from the south,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.5,,,2500 or more  or no clouds.,,,4.3,-1.3,No precipitation,12,,,,
16.01.2020 23:00,2.8,750.0,774.3,,74,Wind blowing from the east-southeast,2,,,,Haze. ,,,-0.3,4.5,,,,,,4.7,-1.4,No precipitation,6,,,,
16.01.2020 20:00,3.4,748.7,773.0,1.0,80,Wind blowing from the east,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.5,,,2500 or more  or no clouds.,,,4.3,0.3,No precipitation,12,,,,
16.01.2020 17:00,3.9,747.7,771.9,,75,Wind blowing from the west-northwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.5,,,2500 or more  or no clouds.,,,4.7,-0.1,No precipitation,6,,,,
16.01.2020 14:00,4.1,747.8,772.0,-1.8,71,Wind blowing from the west-southwest,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.2,,,2500 or more  or no clouds.,,,4.4,-0.7,No precipitation,12,,,,
16.01.2020 11:00,2.1,749.6,774.0,,79,Wind blowing from the east-northeast,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,2.1,,,2500 or more  or no clouds.,,,3.9,-1.2,No precipitation,6,,,,
16.01.2020 08:00,-0.2,749.1,773.5,1.4,87,Wind blowing from the south-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,1.9,,,2500 or more  or no clouds.,,,3.5,-2.1,No precipitation,12,,,,
16.01.2020 05:00,-0.1,747.7,772.1,,96,Wind blowing from the south-southeast,2,,5,,Mist. ,,,-0.1,2.1,,,,,,3.2,-0.7,No precipitation,6,,,,
16.01.2020 02:00,0.4,747.7,772.0,0.2,97,Wind blowing from the south-east,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,2500 or more  or no clouds.,,,3.3,0.0,0.3,12,,,,
15.01.2020 23:00,0.9,747.5,771.8,,99,Wind blowing from the south-east,2,,5,,Mist. ,,,0.9,,,,,,,1.9,0.8,No precipitation,6,,,,
15.01.2020 20:00,1.4,746.7,770.9,2.0,99,Wind blowing from the south-southeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,1.2,,,,300-600,,,1.8,1.3,0.9,12,,,,
15.01.2020 17:00,1.5,744.7,768.9,,99,Wind blowing from the south,1,,5,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,1.2,,,,300-600,,,1.7,1.4,0.4,6,,,,
15.01.2020 14:00,1.3,744.1,768.2,-1.9,99,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,1.2,7.1,,,300-600,,,1.3,1.2,4.0,12,,,,
15.01.2020 11:00,1.6,746.0,770.1,,99,Wind blowing from the east,3,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,1.5,7.1,,,300-600,,,0.4,1.5,1.0,6,,,,
15.01.2020 08:00,1.9,745.1,769.1,0.6,99,Wind blowing from the east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,1.8,7.1,,,300-600,,,0.4,1.8,3.0,12,,,,
15.01.2020 05:00,2.1,744.5,768.5,,99,Wind blowing from the north-west,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,1.9,7.1,,,,,,0.2,2.0,3.0,6,,,,
15.01.2020 02:00,3.7,744.7,768.7,-1.2,80,Wind blowing from the north-west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.1,,,2500 or more  or no clouds.,,,3.1,0.6,No precipitation,12,,,,
14.01.2020 23:00,4.8,745.9,769.9,,65,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.6,7.1,,,,,,3.6,-1.4,No precipitation,6,,,,
14.01.2020 20:00,5.1,745.6,769.6,0.2,58,Wind blowing from the south-southeast,1,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.1,,,2500 or more  or no clouds.,,,4.3,-2.5,No precipitation,12,,,,
14.01.2020 17:00,5.6,745.4,769.3,,54,Wind blowing from the east,1,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.1,,,,,,5.0,-3.0,No precipitation,6,,,,
14.01.2020 14:00,6.0,746.4,770.3,-2.5,51,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.0,,,2500 or more  or no clouds.,,,5.0,-3.4,No precipitation,12,,,,
14.01.2020 11:00,4.6,748.9,772.9,,73,Wind blowing from the south-southeast,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.0,,,2500 or more  or no clouds.,,,4.9,0.2,No precipitation,6,,,,
14.01.2020 08:00,3.8,746.3,770.2,-0.8,70,Wind blowing from the east-southeast,4,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.0,,,2500 or more  or no clouds.,,,5.0,-1.2,No precipitation,12,,,,
14.01.2020 05:00,4.4,747.1,771.0,,95,Wind blowing from the east-southeast,2,,3,,Mist. ,,,4.4,7.0,,,,,,3.4,3.7,No precipitation,6,,,,
14.01.2020 02:00,4.8,747.3,771.2,0.7,84,Wind blowing from the south-southeast,3,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,7.0,,,2500 or more  or no clouds.,,,4.4,2.3,No precipitation,12,,,,
13.01.2020 23:00,5.3,746.6,770.5,,77,Wind blowing from the south-southeast,2,,3,,Haze. ,,,4.5,7.0,,,,,,4.8,1.6,No precipitation,6,,,,
13.01.2020 20:00,5.7,745.9,769.9,2.0,73,Wind blowing from the north-east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,7.4,,,2500 or more  or no clouds.,,,5.0,1.1,No precipitation,12,,,,
13.01.2020 17:00,6.3,743.9,767.8,,69,Wind blowing from the east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.7,,,2500 or more  or no clouds.,,,5.0,1.0,No precipitation,6,,,,
13.01.2020 14:00,6.6,743.2,767.0,-1.8,68,Wind blowing from the east,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,6.0,1.1,No precipitation,12,,,,
13.01.2020 11:00,5.9,745.0,768.7,,75,Wind blowing from the north-east,1,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,4.3,1.8,No precipitation,6,,,,
13.01.2020 08:00,4.5,743.6,767.4,0.6,83,Wind blowing from the east-northeast,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.8,,,2500 or more  or no clouds.,,,4.7,1.9,No precipitation,12,,,,
13.01.2020 05:00,4.7,743.0,766.6,,86,Wind blowing from the east,3,,7,,Mist. ,,,4.1,10.8,,,,,,4.6,2.6,No precipitation,6,,,,
13.01.2020 02:00,5.5,743.5,767.1,-0.6,81,Wind blowing from the east,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.8,,,2500 or more  or no clouds.,,,5.0,2.5,No precipitation,12,,,,
12.01.2020 23:00,6.1,744.1,767.8,,81,Wind blowing from the east,2,,7,,Mist. ,,,4.1,10.8,,,,,,5.0,3.1,No precipitation,6,,,,
12.01.2020 20:00,7.4,743.8,767.5,1.6,70,Wind blowing from the east,4,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.8,,,2500 or more  or no clouds.,,,11.0,2.3,No precipitation,12,,,,
12.01.2020 17:00,9.7,742.2,765.8,,57,Wind blowing from the east,2,,,10%  or less  but not 0, ,,,4.1,10.8,,,2500 or more  or no clouds.,,,15.0,1.6,No precipitation,6,,,,
12.01.2020 14:00,9.4,742.0,765.7,-2.9,59,Wind blowing from the north,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.3,,,2500 or more  or no clouds.,,,14.0,1.6,No precipitation,12,,,,
12.01.2020 11:00,7.1,744.9,768.7,,77,Wind blowing from the west-northwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,8.2,,,300-600,,,6.0,3.3,No precipitation,6,,,,
12.01.2020 08:00,4.7,745.0,768.8,0.3,88,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,2500 or more  or no clouds.,,,3.5,2.9,No precipitation,12,,,,
12.01.2020 05:00,4.6,744.7,768.4,,86,Wind blowing from the north-east,0,,,,Mist. ,,,2.2,8.2,,,,,,4.7,2.5,No precipitation,6,,,,
12.01.2020 02:00,4.8,745.5,769.3,-1.0,82,Wind blowing from the east-southeast,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,8.2,,,2500 or more  or no clouds.,,,5.0,2.0,No precipitation,12,,,,
11.01.2020 23:00,5.5,746.5,770.4,,72,Wind blowing from the south-southeast,1,,4,,Haze. ,,,,8.2,,,,,,5.0,0.7,No precipitation,6,,,,
11.01.2020 20:00,5.8,745.6,769.6,0.9,72,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,8.2,,,2500 or more  or no clouds.,,,5.0,1.0,No precipitation,12,,,,
11.01.2020 17:00,7.2,744.7,768.7,,67,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%, ,,,2.2,8.2,,,,,,7.0,1.5,No precipitation,6,,,,
11.01.2020 14:00,6.6,744.6,768.5,-2.6,75,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,6.7,,,1000-1500,,,10.0,2.5,No precipitation,12,,,,
11.01.2020 11:00,5.7,747.2,771.3,,84,Wind blowing from the west,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,5.7,,,1500-2000,,,4.6,3.2,No precipitation,6,,,,
11.01.2020 08:00,2.6,746.9,771.1,1.6,99,Wind blowing from the north-west,1,,3,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.9,,,2500 or more  or no clouds.,,,0.4,2.5,No precipitation,12,,,,
11.01.2020 05:00,2.6,745.3,769.4,,99,Wind blowing from the east,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,,2.9,,,,,,0.5,2.5,No precipitation,6,,,,
11.01.2020 02:00,2.5,745.9,770.0,0.0,99,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.7,,,2500 or more  or no clouds.,,,1.0,2.4,0.2,12,,,,
10.01.2020 23:00,2.4,745.9,770.2,,99,Wind blowing from the south,1,,3,,Mist. ,,,0.4,2.7,,,,,,5.0,2.3,No precipitation,6,,,,
