Local time in Chuxiong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 11:00,6.1,613.9,764.3,,81,Wind blowing from the north-east,1,,14,90  or more  but not 100%, ,,,2.8,,,,,,,22.0,3.1,0.1,6,,,,
25.01.2020 08:00,3.1,612.8,763.3,0.4,91,Wind blowing from the north-northeast,2,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,16.4,,,1000-1500,,,14.0,1.8,4.0,12,,,,
25.01.2020 05:00,4.0,612.4,760.6,,89,Wind blowing from the south,0,,14,, ,,,3.9,16.4,,,,,,30.0,2.4,4.0,6,,,,
25.01.2020 02:00,7.0,612.4,760.2,,83,Wind blowing from the north,1,,12,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,16.4,,,2500 or more  or no clouds.,,,26.0,4.3,1.0,12,,,,
24.01.2020 20:00,9.8,612.1,762.0,1.8,63,Wind blowing from the south-west,3,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,16.4,,,1000-1500,,,30.0,3.1,0.3,12,,,,
24.01.2020 17:00,16.1,610.3,757.3,,28,Wind blowing from the south-west,4,,,90  or more  but not 100%, ,,,4.3,18.0,,,1000-1500,,,30.0,-2.4,No precipitation,6,,,,
24.01.2020 14:00,14.9,612.0,759.2,-2.1,29,Wind blowing from the south-southwest,3,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,18.5,,,1000-1500,,,30.0,-3.0,No precipitation,12,,,,
24.01.2020 11:00,12.9,614.1,761.3,,39,Wind blowing from the east-northeast,1,,,20–30%., ,,,4.3,18.5,,,1000-1500,,,30.0,-0.7,No precipitation,6,,,,
24.01.2020 08:00,4.6,613.5,762.1,0.7,66,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.5,,,,,,30.0,-1.2,No precipitation,12,,,,
24.01.2020 05:00,6.4,612.8,759.9,,60,Wind blowing from the west,1,,14,, ,,,4.5,18.5,,,,,,30.0,-0.8,No precipitation,6,,,,
24.01.2020 02:00,8.3,613.0,759.7,,45,Wind blowing from the south-southeast,2,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.5,,,2500 or more  or no clouds.,,,30.0,-2.9,No precipitation,12,,,,
23.01.2020 20:00,14.9,611.8,760.0,1.0,23,Wind blowing from the west-southwest,3,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.5,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
23.01.2020 17:00,18.1,610.8,757.3,,17,Wind blowing from the south-west,7,,18,no clouds, ,,,4.5,19.2,,,,,,30.0,-7.3,No precipitation,6,,,,
23.01.2020 14:00,17.7,611.8,757.5,-2.7,18,Wind blowing from the south-west,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,19.8,,,,,,30.0,-6.9,No precipitation,12,,,,
23.01.2020 11:00,13.3,614.5,761.2,,38,Wind blowing from the north-east,1,,7,no clouds, ,,,4.5,19.8,,,,,,30.0,-0.7,No precipitation,6,,,,
23.01.2020 08:00,4.8,613.6,762.1,0.3,67,Wind blowing from the north-west,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.8,,,2500 or more  or no clouds.,,,30.0,-0.8,No precipitation,12,,,,
23.01.2020 05:00,6.9,613.3,760.0,,53,Wind blowing from the north-west,1,,16,, ,,,5.1,19.8,,,,,,30.0,-2.0,No precipitation,6,,,,
23.01.2020 02:00,11.0,613.9,760.0,,38,Wind blowing from the south-southwest,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,19.8,,,2500 or more  or no clouds.,,,30.0,-2.8,No precipitation,12,,,,
22.01.2020 20:00,15.5,613.0,761.2,1.0,24,Wind blowing from the south-west,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,19.8,,,2500 or more  or no clouds.,,,30.0,-5.0,No precipitation,12,,,,
22.01.2020 17:00,19.0,612.0,758.5,,18,Wind blowing from the west-southwest,6,,13,no clouds, ,,,5.1,19.8,,,,,,30.0,-5.8,No precipitation,6,,,,
22.01.2020 14:00,18.3,613.3,759.1,-2.6,23,Wind blowing from the south-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,18.5,,,,,,30.0,-3.2,No precipitation,12,,,,
22.01.2020 11:00,12.3,615.9,763.5,,48,Calm  no wind,0,,,no clouds, ,,,5.1,18.4,,,,,,30.0,1.6,No precipitation,6,,,,
22.01.2020 08:00,5.2,615.0,763.9,0.5,76,Wind blowing from the west-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,18.4,,,,,,29.0,1.3,No precipitation,12,,,,
22.01.2020 05:00,7.1,614.5,762.0,,69,Wind blowing from the west-northwest,0,,15,, ,,,4.9,18.4,,,,,,30.0,1.8,No precipitation,6,,,,
22.01.2020 02:00,11.4,615.4,761.8,,47,Wind blowing from the south-west,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,18.4,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
21.01.2020 20:00,14.8,613.9,762.6,0.9,38,Wind blowing from the south-west,3,,15,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,18.4,,,1000-1500,,,30.0,0.6,No precipitation,12,,,,
21.01.2020 17:00,17.2,613.0,760.3,,30,Wind blowing from the south-west,8,,15,70 – 80%., ,,,4.9,18.8,,,1000-1500,,,30.0,-0.5,No precipitation,6,,,,
21.01.2020 14:00,17.6,613.3,760.3,,27,Wind blowing from the south-west,6,,14,90  or more  but not 100%, ,,,4.9,19.5,,,,,,30.0,-1.6,No precipitation,6,,,,
21.01.2020 11:00,13.1,615.7,763.8,,45,Wind blowing from the north-west,1,,2,10%  or less  but not 0, ,,,4.9,19.5,,,1000-1500,,,24.0,1.4,No precipitation,6,,,,
21.01.2020 08:00,5.1,615.1,764.0,1.0,71,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,19.5,,,,,,30.0,0.3,No precipitation,12,,,,
21.01.2020 05:00,6.4,614.1,761.3,,67,Wind blowing from the west,0,,10,, ,,,3.3,19.5,,,,,,30.0,0.7,No precipitation,6,,,,
21.01.2020 02:00,8.0,614.6,761.6,,60,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,19.5,,,2500 or more  or no clouds.,,,20.0,0.7,No precipitation,12,,,,
20.01.2020 20:00,14.8,613.2,762.2,1.4,31,Wind blowing from the south-west,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,19.5,,,,,,30.0,-2.2,No precipitation,12,,,,
20.01.2020 17:00,18.6,611.8,758.9,,20,Wind blowing from the south-west,5,,,no clouds, ,,,3.3,19.5,,,,,,30.0,-4.8,No precipitation,6,,,,
20.01.2020 14:00,18.4,613.1,760.0,-2.0,21,Wind blowing from the south-west,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,19.3,,,,,,30.0,-4.3,No precipitation,12,,,,
20.01.2020 11:00,12.2,615.1,763.0,,42,Wind blowing from the east,1,,3,70 – 80%., ,,,3.3,19.3,,,1000-1500,,,20.0,-0.3,No precipitation,6,,,,
20.01.2020 08:00,3.3,614.4,763.7,0.8,73,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,19.3,,,2500 or more  or no clouds.,,,30.0,-1.1,No precipitation,12,,,,
20.01.2020 05:00,5.0,613.6,761.2,,66,Wind blowing from the west,1,,11,, ,,,3.6,19.3,,,,,,30.0,-0.8,No precipitation,6,,,,
20.01.2020 02:00,7.0,614.1,761.3,,56,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,19.3,,,2500 or more  or no clouds.,,,30.0,-1.2,No precipitation,12,,,,
19.01.2020 20:00,14.6,613.0,761.9,0.9,25,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,19.3,,,2500 or more  or no clouds.,,,30.0,-5.2,No precipitation,12,,,,
19.01.2020 17:00,18.4,612.1,759.1,,16,Wind blowing from the west-southwest,6,,13,no clouds, ,,,3.6,19.6,,,,,,30.0,-7.9,No precipitation,6,,,,
19.01.2020 14:00,18.2,613.1,759.9,-2.4,23,Wind blowing from the south,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,20.0,,,,,,30.0,-3.3,No precipitation,12,,,,
19.01.2020 11:00,12.1,615.5,763.6,,41,Wind blowing from the north-northeast,1,,4,, ,,,3.6,20.0,,,,,,30.0,-0.7,No precipitation,6,,,,
19.01.2020 08:00,3.8,614.5,763.5,1.1,69,Wind blowing from the north-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,20.0,,,,,,30.0,-1.4,No precipitation,12,,,,
19.01.2020 05:00,5.6,613.4,760.5,,58,Wind blowing from the north-west,1,,12,, ,,,4.3,20.0,,,,,,30.0,-2.0,No precipitation,6,,,,
19.01.2020 02:00,7.7,613.6,760.6,,46,Wind blowing from the north,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,20.0,,,2500 or more  or no clouds.,,,30.0,-3.2,No precipitation,12,,,,
18.01.2020 20:00,15.4,612.4,760.7,0.9,22,Wind blowing from the south-southwest,4,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,20.0,,,,,,30.0,-6.2,No precipitation,12,,,,
18.01.2020 17:00,19.5,611.5,758.0,,16,Wind blowing from the west-southwest,6,,16,no clouds, ,,,4.3,20.3,,,,,,30.0,-7.0,No precipitation,6,,,,
18.01.2020 14:00,18.2,612.4,758.3,-2.0,17,Wind blowing from the west,7,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,20.3,,,,,,30.0,-7.2,No precipitation,12,,,,
18.01.2020 11:00,13.0,614.4,761.6,,39,Wind blowing from the east-northeast,1,,3,no clouds, ,,,4.3,20.3,,,,,,24.0,-0.6,No precipitation,6,,,,
18.01.2020 08:00,4.6,613.4,761.7,0.7,69,Wind blowing from the north-northwest,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,20.3,,,,,,30.0,-0.6,No precipitation,12,,,,
18.01.2020 05:00,6.2,612.7,759.2,,61,Wind blowing from the west-southwest,1,,,, ,,,5.3,20.3,,,,,,30.0,-0.8,No precipitation,6,,,,
18.01.2020 02:00,10.3,613.5,759.5,,43,Wind blowing from the south-west,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,20.3,,,2500 or more  or no clouds.,,,30.0,-1.7,No precipitation,12,,,,
17.01.2020 20:00,16.1,613.0,760.9,0.8,24,Wind blowing from the south-southwest,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,20.3,,,2500 or more  or no clouds.,,,30.0,-4.5,No precipitation,12,,,,
17.01.2020 17:00,20.2,612.2,758.5,,19,Wind blowing from the west-southwest,5,,13,no clouds, ,,,5.3,20.3,,,,,,30.0,-4.1,No precipitation,6,,,,
17.01.2020 14:00,18.6,613.3,759.8,,25,Wind blowing from the south-west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,19.6,,,,,,30.0,-1.8,No precipitation,12,,,,
17.01.2020 11:00,13.5,615.4,762.9,,45,Wind blowing from the south,3,,6,no clouds, ,,,5.3,19.6,,,,,,30.0,1.8,No precipitation,6,,,,
17.01.2020 08:00,5.6,614.7,763.5,0.8,74,Wind blowing from the west,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.6,,,2500 or more  or no clouds.,,,29.0,1.3,No precipitation,12,,,,
17.01.2020 05:00,6.5,613.9,760.9,,71,Wind blowing from the west,1,,9,, ,,,4.8,19.6,,,,,,30.0,1.6,No precipitation,6,,,,
17.01.2020 02:00,8.3,614.5,761.5,,63,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.6,,,2500 or more  or no clouds.,,,30.0,1.7,No precipitation,12,,,,
16.01.2020 20:00,14.4,613.1,761.7,1.1,40,Wind blowing from the south,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.6,,,,,,30.0,1.0,No precipitation,12,,,,
16.01.2020 17:00,19.5,612.0,758.3,,24,Wind blowing from the south-west,4,,9,no clouds, ,,,4.8,19.6,,,,,,30.0,-1.6,No precipitation,6,,,,
16.01.2020 14:00,18.0,612.7,758.6,-1.8,27,Wind blowing from the south-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,20.1,,,,,,30.0,-1.3,No precipitation,12,,,,
16.01.2020 11:00,13.3,614.5,761.2,,39,Wind blowing from the east-northeast,1,,7,no clouds, ,,,4.8,20.1,,,,,,30.0,-0.4,No precipitation,6,,,,
16.01.2020 08:00,5.0,613.5,761.8,0.8,70,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,20.1,,,2500 or more  or no clouds.,,,30.0,0.0,No precipitation,12,,,,
16.01.2020 05:00,7.0,612.7,759.3,,62,Wind blowing from the north-northwest,0,,14,, ,,,7.0,20.1,,,,,,30.0,0.2,No precipitation,6,,,,
16.01.2020 02:00,10.5,613.0,758.7,,44,Wind blowing from the north,0,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,20.1,,,2500 or more  or no clouds.,,,30.0,-1.2,No precipitation,12,,,,
15.01.2020 20:00,15.6,611.5,758.1,1.0,28,Wind blowing from the south-southwest,3,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,20.1,,,,,,30.0,-2.8,No precipitation,12,,,,
15.01.2020 17:00,19.0,610.5,755.6,,21,Wind blowing from the west-southwest,8,,16,no clouds, ,,,8.2,20.1,,,,,,30.0,-3.8,No precipitation,6,,,,
15.01.2020 14:00,18.9,610.8,756.1,-1.9,21,Wind blowing from the south-west,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,20.2,,,,,,30.0,-3.9,No precipitation,12,,,,
15.01.2020 11:00,14.7,612.7,758.8,,38,Wind blowing from the south-southwest,4,,7,no clouds, ,,,8.2,20.2,,,,,,30.0,0.5,No precipitation,6,,,,
15.01.2020 08:00,9.4,612.2,759.1,0.4,59,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,20.2,,,,,,30.0,1.6,No precipitation,12,,,,
15.01.2020 05:00,10.6,611.8,757.1,,56,Wind blowing from the south-west,4,,8,, ,,,5.5,20.2,,,,,,30.0,2.2,No precipitation,6,,,,
15.01.2020 02:00,10.1,612.1,757.9,,60,Wind blowing from the west-southwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,20.2,,,2500 or more  or no clouds.,,,30.0,2.7,No precipitation,12,,,,
14.01.2020 20:00,15.5,610.6,758.2,0.9,44,Wind blowing from the south,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,20.2,,,,,,30.0,3.3,No precipitation,12,,,,
14.01.2020 17:00,19.5,609.7,755.5,,30,Wind blowing from the south,4,,10,no clouds, ,,,5.5,20.2,,,,,,30.0,1.5,No precipitation,6,,,,
14.01.2020 14:00,18.7,610.7,756.1,-2.3,31,Wind blowing from the south-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,19.3,,,,,,30.0,1.2,No precipitation,12,,,,
14.01.2020 11:00,14.9,613.0,759.3,,39,Wind blowing from the south,4,,8,no clouds, ,,,5.5,19.3,,,,,,30.0,1.1,No precipitation,6,,,,
14.01.2020 08:00,5.6,612.4,760.3,0.9,80,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,19.3,,,,,,24.0,2.4,No precipitation,12,,,,
14.01.2020 05:00,7.3,611.5,757.8,,75,Wind blowing from the west,1,,12,, ,,,2.7,19.3,,,,,,28.0,3.2,No precipitation,6,,,,
14.01.2020 02:00,10.1,611.8,757.7,,66,Wind blowing from the west-northwest,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,19.3,,,2500 or more  or no clouds.,,,24.0,4.0,No precipitation,12,,,,
13.01.2020 20:00,15.7,611.2,759.6,1.2,37,Wind blowing from the west-southwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,19.3,,,,,,30.0,1.1,No precipitation,12,,,,
13.01.2020 17:00,19.0,610.0,756.7,,28,Wind blowing from the south-west,5,,,no clouds, ,,,2.7,19.3,,,,,,30.0,0.1,No precipitation,6,,,,
13.01.2020 14:00,17.9,611.1,757.8,-2.3,33,Wind blowing from the south-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,19.5,,,,,,30.0,1.4,No precipitation,12,,,,
13.01.2020 11:00,10.5,613.4,761.8,,55,Wind blowing from the east-northeast,1,,3,no clouds, ,,,2.7,19.5,,,,,,18.0,1.8,No precipitation,6,,,,
13.01.2020 08:00,2.8,612.7,762.4,0.3,84,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,19.5,,,,,,26.0,0.4,No precipitation,12,,,,
13.01.2020 05:00,4.3,612.4,760.0,,79,Wind blowing from the west,1,,7,, ,,,2.5,19.5,,,,,,30.0,1.0,No precipitation,6,,,,
13.01.2020 02:00,6.4,613.2,760.9,,71,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,19.5,,,2500 or more  or no clouds.,,,27.0,1.5,No precipitation,12,,,,
12.01.2020 20:00,12.9,612.0,761.5,0.8,40,Wind blowing from the south-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,19.5,,,,,,30.0,-0.4,No precipitation,12,,,,
12.01.2020 17:00,18.1,611.2,758.6,,25,Wind blowing from the south,4,,8,no clouds, ,,,2.5,19.5,,,,,,30.0,-2.2,No precipitation,6,,,,
12.01.2020 14:00,16.3,612.5,760.0,-2.9,27,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,17.4,,,,,,30.0,-2.7,No precipitation,12,,,,
12.01.2020 11:00,8.9,615.4,765.0,,53,Wind blowing from the west-northwest,1,,3,no clouds, ,,,2.5,17.4,,,,,,23.0,-0.2,No precipitation,6,,,,
12.01.2020 08:00,2.6,614.7,764.8,1.1,79,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,17.4,,,2500 or more  or no clouds.,,,20.0,-0.8,No precipitation,12,,,,
12.01.2020 05:00,4.1,613.6,761.9,,75,Wind blowing from the south-southeast,1,,9,, ,,,4.0,17.4,,,,,,24.0,0.1,No precipitation,6,,,,
12.01.2020 02:00,6.3,614.0,762.1,,63,Wind blowing from the north-west,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,17.4,,,2500 or more  or no clouds.,,,28.0,-0.2,No precipitation,12,,,,
11.01.2020 20:00,12.9,612.9,761.9,,32,Wind blowing from the south-west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,17.4,,,,,,30.0,-3.4,No precipitation,12,,,,
11.01.2020 17:00,16.8,611.9,759.1,,18,Wind blowing from the west-southwest,4,,10,no clouds, ,,,4.8,17.4,,,,,,30.0,-7.6,No precipitation,6,,,,
11.01.2020 14:00,15.7,613.0,760.3,-2.0,18,Wind blowing from the south-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,16.6,,,,,,30.0,-8.5,No precipitation,12,,,,
11.01.2020 11:00,12.1,615.0,763.3,,42,Wind blowing from the north-east,0,,,no clouds, ,,,4.8,16.6,,,,,,30.0,-0.4,No precipitation,6,,,,
11.01.2020 08:00,5.0,613.7,762.6,0.6,84,Wind blowing from the west-southwest,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,16.6,,,1000-1500,,,24.0,2.5,No precipitation,12,,,,
11.01.2020 05:00,6.6,613.1,760.9,,78,Wind blowing from the west-northwest,1,,10,, ,,,6.3,16.6,,,,,,29.0,3.0,No precipitation,6,,,,
11.01.2020 02:00,7.8,613.4,761.6,,80,Wind blowing from the south,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.6,,,2500 or more  or no clouds.,,,21.0,4.6,No precipitation,12,,,,
10.01.2020 20:00,14.0,612.4,759.7,0.9,49,Wind blowing from the south-west,3,,12,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,16.6,,,,,,30.0,3.5,0.4,12,,,,
10.01.2020 17:00,15.8,611.5,758.3,,44,Wind blowing from the west-southwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,19.7,,,1000-1500,,,30.0,3.6,No precipitation,6,,,,
10.01.2020 14:00,13.2,612.7,760.0,-1.5,64,Wind blowing from the west,5,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,19.9,,,1000-1500,,,21.0,6.5,0.4,12,,,,
10.01.2020 11:00,13.4,614.2,761.2,,65,Wind blowing from the east-southeast,1,,5,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,19.9,,,1000-1500,,,29.0,7.0,0.4,6,,,,
10.01.2020 08:00,9.2,612.9,760.0,0.7,74,Wind blowing from the east-southeast,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,19.9,,,1000-1500,,,27.0,4.8,Trace of precipitation,12,,,,
10.01.2020 05:00,8.7,612.2,758.1,,76,Wind blowing from the south-east,2,,9,, ,,,6.3,19.9,,,,,,30.0,4.7,No precipitation,6,,,,
10.01.2020 02:00,10.7,613.1,758.8,,68,Wind blowing from the north,0,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,19.9,,,2500 or more  or no clouds.,,,30.0,5.0,No precipitation,12,,,,
